SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,0,0,0,0,37,0,0,0,0,0,0,0,0,16,13,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,16,16,3,3,4,0,0,45
SAL20053,36,35,22,10,16,0,0,112,13,16,3,0,3,0,0,35,19,8,3,0,4,5,0,33,251,197,125,93,115,16,5,793,0,0,0,0,0,0,0,0,314,252,157,100,128,16,3,981,0,0,0,0,0,4,0,6,6,5,3,5,9,0,0,22,0,0,0,5,0,0,0,12,72,96,57,52,49,8,4,344,3,10,4,4,0,0,0,16,89,114,66,60,54,15,4,395,405,365,225,166,184,33,4,1381
SAL20054,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,12
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,5,8,11,5,0,42,0,0,0,0,0,0,0,0,8,12,3,10,11,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,12,3,10,14,4,0,50
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,3,5,0,3,0,0,16
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20062,71,78,29,17,20,21,0,239,16,9,4,3,4,0,4,41,23,5,8,3,3,0,0,47,39,22,13,5,16,0,0,100,3,0,0,0,0,0,0,3,160,122,58,31,40,19,10,437,27,27,18,0,10,8,0,94,5,3,3,0,4,3,0,15,7,0,0,3,4,0,0,17,7,8,13,4,0,0,0,29,0,0,0,0,0,0,0,3,43,47,26,14,16,13,4,161,197,167,81,42,61,33,12,597
SAL20063,6,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,9,5,15,4,0,52,0,0,0,0,0,0,0,0,17,14,19,8,15,4,0,64,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,19,15,22,17,10,15,0,0,84
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,5,0,0,0,23,0,0,0,0,0,0,0,0,6,7,5,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,6,8,5,10,5,0,0,0,32
SAL20066,69,69,26,16,21,9,10,214,29,37,16,17,14,15,6,132,50,42,15,12,7,8,0,135,226,152,92,80,85,62,36,734,0,0,0,0,0,0,0,0,376,290,152,127,124,99,53,1220,6,9,4,6,11,5,5,48,6,17,5,4,7,5,5,42,0,11,4,3,0,0,0,24,17,31,19,16,28,26,14,153,0,4,0,0,0,0,0,5,38,65,37,25,49,43,24,278,412,351,183,152,179,143,79,1496
SAL20067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,14
SAL20068,180,150,48,36,41,8,13,483,84,67,27,19,11,0,5,202,84,75,25,4,8,3,0,214,744,481,225,105,109,36,11,1707,4,0,0,0,0,0,0,4,1094,774,326,165,173,53,25,2603,5,5,8,3,5,5,4,36,7,18,17,6,8,4,6,61,7,7,7,7,3,0,0,37,82,141,76,52,63,28,15,451,5,7,0,0,0,0,0,12,104,175,103,66,86,36,24,587,1199,950,428,230,255,84,45,3193
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,11
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20071,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,12,12,13,11,12,12,3,77,0,0,0,0,0,0,0,0,13,15,17,11,17,14,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,16,15,17,11,17,15,4,94
SAL20072,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,4,0,0,0,0,8,16,16,9,6,9,0,0,68,0,0,0,0,0,0,0,0,16,23,12,10,19,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,12,10,19,0,0,91
SAL20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,23,0,0,0,0,0,0,0,0,0,6,5,0,4,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,4,26
SAL20074,22,17,3,9,5,0,4,64,10,5,0,5,0,0,0,23,13,5,0,3,0,0,0,23,133,138,70,38,46,14,9,444,4,3,0,0,0,0,0,3,180,176,72,51,51,16,7,556,0,0,0,0,3,0,0,5,0,7,7,0,0,0,0,19,0,0,0,0,0,0,0,0,37,31,19,15,9,8,0,114,0,0,0,0,0,0,0,0,37,41,34,10,12,6,0,142,217,210,106,64,67,21,8,700
SAL20075,178,144,53,42,42,38,19,530,94,76,39,15,23,20,11,280,114,106,41,19,26,18,9,329,417,421,235,153,188,110,57,1580,6,3,0,0,0,0,0,4,810,751,371,234,281,193,93,2733,62,44,37,17,33,20,13,232,4,10,12,9,9,10,4,46,8,6,0,0,7,0,0,21,16,43,23,27,24,13,16,155,5,10,9,3,0,0,0,23,99,106,81,53,67,52,27,480,909,861,449,292,348,242,121,3210
SAL20076,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,12,14,5,13,0,0,49,0,0,0,0,0,0,0,0,7,20,12,5,13,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,12,5,13,0,0,62
SAL20077,104,141,67,46,44,39,33,476,36,44,38,16,38,23,11,200,44,55,34,15,36,9,6,211,186,249,183,112,163,116,64,1073,4,3,0,0,0,0,0,11,376,499,315,195,279,194,119,1973,4,8,8,4,11,12,11,55,6,3,3,0,3,3,0,18,3,4,10,5,3,6,0,31,8,22,28,21,19,15,8,127,0,0,0,0,0,0,0,0,19,43,46,33,41,39,21,234,392,538,364,229,316,232,135,2203
SAL20078,127,123,65,42,65,33,25,478,42,35,18,17,19,6,0,135,31,44,20,10,12,7,0,135,107,113,93,64,96,46,17,532,0,0,0,3,4,0,0,10,312,306,196,130,195,93,48,1280,8,24,16,21,18,17,9,114,6,8,5,4,3,5,0,24,0,6,3,0,6,3,3,24,10,26,18,24,34,11,3,124,0,0,0,0,0,0,0,3,28,65,43,50,59,35,18,293,340,370,233,180,251,125,72,1573
SAL20079,47,60,26,25,36,21,5,222,45,46,37,14,20,17,5,180,51,54,24,24,31,12,4,196,251,277,191,136,156,74,30,1121,0,4,0,0,0,0,0,7,391,443,281,201,240,126,52,1726,5,7,0,0,4,7,3,31,0,9,9,4,9,5,3,38,0,8,0,0,4,4,3,16,11,36,31,9,27,18,0,133,0,0,0,0,0,0,0,5,22,57,43,20,49,31,16,229,411,497,321,221,286,150,65,1952
SAL20080,51,103,76,43,65,45,27,406,25,41,27,20,29,12,3,156,31,55,29,22,22,12,6,179,152,163,105,70,122,68,39,725,0,0,0,0,0,0,0,0,265,364,233,151,232,147,73,1468,0,12,6,3,5,6,7,38,6,0,0,3,0,0,6,15,0,8,6,5,4,5,0,29,12,21,11,19,26,9,5,94,0,0,3,0,0,0,0,7,19,37,27,23,46,22,10,182,284,404,257,177,276,166,85,1644
SAL20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,13,14,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,12,15,4,3,0,0,0,39
SAL20082,9,14,13,10,20,18,18,109,12,19,11,10,12,8,10,84,9,15,3,5,15,9,3,64,93,109,91,55,82,36,23,486,0,0,0,0,0,0,0,4,126,158,120,88,135,68,49,746,0,0,0,0,0,5,4,14,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,3,10,8,8,6,14,3,5,55,0,0,0,0,0,0,0,0,8,13,15,8,24,9,10,82,132,172,134,95,152,84,59,832
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20085,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,9,6,5,0,3,8,5,0,29,0,0,0,0,0,0,0,0,11,11,7,6,10,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,7,7,10,5,0,54
SAL20086,0,3,0,0,0,0,0,8,0,6,6,8,3,0,0,23,4,7,3,0,0,0,0,15,38,34,23,12,10,8,0,120,0,0,0,0,0,0,0,0,45,50,27,18,19,8,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,4,5,0,0,42,0,0,0,0,0,0,0,0,12,10,8,4,5,0,0,41,59,62,36,25,19,8,0,210
SAL20087,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,50,43,29,16,26,6,0,170,0,0,0,0,0,0,0,0,51,43,29,19,28,6,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,4,7,0,5,56,0,0,0,0,0,0,0,0,12,12,19,5,7,0,5,62,66,58,47,26,38,6,5,243
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20089,150,186,119,68,91,81,46,737,56,54,35,21,25,19,6,213,83,65,32,20,17,4,3,231,261,288,136,76,101,57,29,955,0,3,0,0,0,0,0,8,551,602,319,177,249,162,85,2148,16,24,21,6,20,12,15,121,6,16,6,0,11,4,3,48,0,12,8,7,8,0,0,37,28,29,22,26,37,22,10,161,0,0,5,0,0,0,0,7,51,76,57,43,75,42,27,375,608,681,383,219,319,201,112,2527
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11
SAL20091,0,0,0,0,0,0,0,13,0,8,0,3,4,0,0,12,0,4,6,0,3,0,0,11,29,23,19,17,18,10,0,127,0,0,0,0,0,0,0,4,41,36,27,30,28,8,0,172,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,4,6,3,4,5,4,0,27,0,0,0,0,0,0,0,0,4,10,6,4,12,5,0,38,40,45,30,28,38,11,3,204
SAL20092,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,0,0,7,10,18,19,17,30,15,0,107,0,0,0,0,0,0,0,4,15,20,23,20,31,17,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,15,20,28,20,32,17,0,133
SAL20093,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,11,0,0,4,3,0,0,0,12,64,55,27,20,15,0,0,194,0,0,0,0,0,0,0,0,67,65,37,26,17,0,0,216,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,9,8,4,7,0,0,21,0,0,0,0,0,0,0,0,3,9,6,9,7,0,0,30,72,69,45,36,21,3,0,243
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9
SAL20095,60,37,21,13,14,0,0,144,17,30,24,9,11,3,6,103,30,19,7,7,6,7,5,87,286,247,146,84,110,39,10,926,0,0,0,0,0,0,0,3,396,344,196,117,147,49,18,1268,9,7,5,0,3,0,0,20,0,10,13,4,3,3,5,42,5,5,4,3,0,0,0,22,57,84,66,39,44,21,11,312,4,0,0,0,0,0,0,6,72,106,89,46,45,24,11,404,467,457,283,168,194,75,35,1667
SAL20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,9,3,7,3,0,0,38,0,3,0,0,0,0,0,3,11,11,4,12,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,15,13,12,5,9,8,0,0,55
SAL20097,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,9,0,4,5,3,0,0,0,23,79,58,35,20,18,6,0,210,0,0,0,0,0,0,0,0,81,65,47,29,24,6,0,251,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,15,9,13,7,0,59,0,0,0,0,0,0,0,0,7,20,15,9,14,6,0,67,89,90,60,37,37,12,0,320
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20099,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,24,4,7,0,0,68,0,0,0,0,0,0,0,0,12,21,17,7,7,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,17,21,23,7,7,3,0,81
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11
SAL20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,0,10,0,0,0,0,20
SAL20103,30,33,15,8,7,4,0,101,21,10,15,8,10,0,0,55,27,20,8,3,3,0,0,57,258,204,129,77,85,13,4,777,0,0,0,0,0,0,0,0,334,266,164,95,109,19,8,991,0,4,0,0,0,0,0,10,7,5,6,8,4,0,0,30,0,4,9,3,0,0,0,14,84,113,69,63,66,12,0,414,3,7,5,0,0,0,0,16,94,138,82,83,75,14,0,487,423,405,247,175,181,28,10,1479
SAL20104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,14,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,10,8,3,4,5,0,0,27
SAL20105,50,40,14,8,16,7,0,133,39,31,24,12,5,4,8,115,38,19,12,7,8,7,0,105,93,84,48,34,33,25,9,328,6,0,0,0,0,0,0,5,230,172,104,62,66,38,16,684,7,5,5,5,7,0,0,21,0,0,3,5,3,3,0,24,0,4,6,0,4,0,0,18,3,14,10,4,3,3,4,46,0,5,3,0,0,0,0,13,16,29,25,13,15,13,4,114,244,205,125,75,81,51,21,802
SAL20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,7,9,0,4,0,0,27,0,0,0,0,0,0,0,0,7,4,10,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,3,3,0,0,29
