SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL20343,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9
SAL20344,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,5,0,4,8,0,0,0,21,..,0,0,0,3,7,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,3,9,0,8,7,0,0,0,35
SAL20345,..,0,4,5,9,6,3,3,0,30,..,5,19,19,25,57,48,39,31,239,5,6,3,0,0,3,0,0,0,18,410,230,293,276,296,297,208,117,55,2188,..,7,169,274,293,295,247,113,23,1421,..,42,177,111,96,67,28,6,0,530,..,3,43,51,67,44,24,15,15,257,831,..,..,..,..,..,..,..,..,831,..,188,..,..,..,..,..,..,..,188,..,188,109,32,22,10,3,0,0,364,..,12,19,3,12,17,22,17,0,102,..,8,10,9,12,4,6,0,0,43,..,7,14,9,14,15,14,5,0,72,..,10,60,58,58,123,90,72,34,502,10,9,6,5,4,6,7,6,0,48,839,474,603,535,578,583,449,231,76,4369
SAL20346,..,26,30,16,14,13,3,0,0,109,..,13,40,54,42,90,86,75,40,440,12,16,14,3,4,7,0,9,6,69,1165,712,947,765,572,545,330,223,92,5352,..,79,876,906,607,545,347,176,48,3586,..,42,155,99,59,36,8,7,0,401,..,14,86,150,153,128,66,56,34,694,2449,..,..,..,..,..,..,..,..,2449,..,628,..,..,..,..,..,..,..,628,..,447,374,133,85,57,6,0,0,1108,..,88,129,32,32,62,51,24,13,427,..,59,111,32,14,19,6,3,0,243,..,153,248,60,56,26,14,3,0,563,..,27,108,120,117,216,153,113,55,917,26,23,26,22,14,15,3,9,6,147,2471,1572,2109,1567,1146,1098,664,386,154,11168
SAL20347,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,8,4,5,0,0,37,..,0,5,0,11,5,6,3,0,30,..,0,0,4,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,12,8,14,7,15,11,10,3,0,69
SAL20348,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,3,0,0,13,..,0,0,0,4,0,5,0,0,9,..,0,3,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,3,5,4,3,10,0,0,29
SAL20349,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,22,..,0,0,0,3,9,5,0,0,18,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,13,6,0,0,34
SAL20350,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,14,..,0,0,0,0,0,0,3,0,11,..,0,0,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,13,4,8,4,41
SAL20351,..,7,17,12,3,8,3,3,0,59,..,10,21,22,28,43,82,83,46,324,18,7,8,5,7,3,6,0,0,57,1372,623,800,838,534,444,363,177,57,5207,..,19,672,1111,679,548,444,155,28,3655,..,78,289,180,110,69,19,10,0,747,..,8,107,134,124,82,29,17,0,502,2723,..,..,..,..,..,..,..,..,2723,..,565,..,..,..,..,..,..,..,565,..,428,222,67,27,10,0,0,0,758,..,85,67,35,26,29,44,28,6,320,..,46,36,16,9,9,3,0,0,125,..,17,54,24,7,16,17,3,0,145,..,19,75,52,76,74,132,111,58,601,18,23,22,13,16,6,13,4,6,118,2747,1281,1543,1639,1081,855,701,332,101,10266
SAL20352,..,0,17,10,3,3,0,0,0,32,..,0,28,12,18,27,13,9,15,132,3,6,3,3,0,0,0,0,0,19,114,79,249,124,112,95,58,29,25,888,..,4,136,142,90,73,49,32,14,533,..,33,199,52,31,11,6,0,0,328,..,0,9,16,22,25,9,11,6,92,252,..,..,..,..,..,..,..,..,252,..,55,..,..,..,..,..,..,..,55,..,38,38,5,15,7,3,0,0,103,..,12,27,3,13,6,6,0,6,70,..,5,15,0,0,0,0,0,0,25,..,19,56,17,8,9,0,0,0,104,..,7,60,39,48,53,33,15,17,274,8,8,5,3,0,3,0,0,0,24,254,177,537,279,222,179,111,61,47,1854
SAL20353,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,..,0,0,0,0,0,0,5,0,8,..,0,0,5,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,16
SAL20354,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,17,8,10,8,13,19,19,8,0,88,..,0,7,5,21,15,29,9,0,88,..,0,5,9,4,4,0,0,0,23,..,0,0,0,0,5,0,0,0,7,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,5,6,4,0,0,0,0,0,14,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,8,0,0,12,0,0,0,0,0,0,0,0,0,0,27,14,19,18,26,33,35,10,0,184
SAL20355,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,4,4,0,23,..,0,0,0,11,9,0,0,0,25,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,6,0,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,7,7,10,9,4,7,3,51
SAL20356,..,16,13,8,6,5,6,0,0,59,..,9,42,18,21,54,39,48,25,260,5,10,5,0,8,0,5,0,6,32,471,190,365,326,261,261,200,95,37,2209,..,4,238,389,282,303,264,91,18,1598,..,47,207,119,61,41,17,6,0,495,..,0,15,47,48,20,13,12,4,162,931,..,..,..,..,..,..,..,..,931,..,147,..,..,..,..,..,..,..,147,..,110,75,21,9,10,0,0,0,225,..,10,13,8,11,17,10,7,0,69,..,9,7,4,0,0,0,0,0,21,..,34,45,15,16,23,8,3,0,143,..,14,70,44,43,92,71,71,34,442,10,13,4,3,9,0,6,0,6,55,940,409,678,650,484,505,398,181,59,4291
SAL20357,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,5,13,10,9,0,0,49,..,0,0,4,12,13,17,5,0,54,..,0,4,0,0,6,6,0,0,8,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,9,..,..,..,..,..,..,..,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,18,11,4,4,16,25,16,3,0,96
SAL20358,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,7,0,6,3,7,7,0,0,50,..,0,3,8,8,10,11,0,6,48,..,0,0,5,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,7,..,..,..,..,..,..,..,7,..,6,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,23,11,6,16,14,14,16,5,6,100
SAL20359,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,0,11,6,12,4,6,0,64,..,0,6,14,3,16,4,3,0,47,..,0,0,9,5,7,4,0,0,22,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,3,0,0,0,0,0,0,7,..,0,0,0,0,0,3,0,5,8,0,0,0,0,0,3,0,4,0,6,28,10,12,19,10,23,8,12,5,125
SAL20360,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,..,732,1122,164,35,33,13,8,0,2103,..,79,476,441,260,264,277,198,110,2091,16,72,118,45,34,25,18,4,7,334,1191,1540,3620,2076,1306,1033,736,479,215,12191,..,20,769,1420,1149,809,598,398,116,5275,..,241,2217,1187,471,257,110,18,3,4507,..,0,19,131,173,132,47,86,54,654,2429,..,..,..,..,..,..,..,..,2429,..,629,..,..,..,..,..,..,..,629,..,211,220,97,137,67,8,0,0,744,..,112,159,47,42,47,51,33,19,516,..,107,231,39,9,6,0,0,0,394,..,1278,2136,384,93,60,36,10,0,4003,..,133,918,823,512,506,443,290,149,3776,33,122,224,76,54,46,23,9,9,587,2466,2866,6903,4211,2633,1929,1315,847,345,23514
SAL20362,..,312,581,81,21,17,17,6,6,1044,..,58,492,388,171,129,122,84,46,1486,9,30,64,30,16,7,8,5,0,163,589,781,2254,1348,678,490,316,206,92,6744,..,14,462,778,518,352,246,174,42,2587,..,159,1415,670,236,116,43,8,0,2657,..,3,15,85,111,80,27,28,28,374,1188,..,..,..,..,..,..,..,..,1188,..,372,..,..,..,..,..,..,..,372,..,98,94,54,42,40,5,0,0,334,..,52,90,37,19,19,11,14,10,255,..,33,90,9,3,3,0,0,0,142,..,516,1111,184,53,36,32,11,6,1946,..,100,833,637,317,219,180,111,74,2474,12,41,116,59,29,23,11,9,0,289,1203,1391,4232,2520,1338,876,560,354,155,12621
SAL20363,..,323,356,72,23,11,11,6,0,811,..,66,399,288,180,169,173,117,79,1472,11,24,54,26,15,10,9,7,0,155,914,907,1865,1238,858,675,482,304,137,7380,..,15,556,1007,818,606,424,263,63,3750,..,124,1045,488,200,129,55,11,0,2050,..,5,32,89,127,84,55,47,24,459,1810,..,..,..,..,..,..,..,..,1810,..,506,..,..,..,..,..,..,..,506,..,214,203,81,69,31,8,0,0,615,..,75,88,21,19,40,25,19,18,316,..,40,110,18,6,5,0,3,0,186,..,554,766,141,49,44,35,17,3,1599,..,118,686,512,359,317,265,172,106,2529,16,50,91,43,24,19,14,7,3,267,1831,1696,3573,2396,1685,1278,880,535,221,14076
SAL20364,..,0,0,0,0,0,0,0,0,9,..,0,0,4,10,7,12,8,0,39,0,0,7,4,0,0,0,0,0,10,70,25,54,46,49,62,39,19,3,372,..,0,22,46,44,73,40,22,5,254,..,0,41,18,12,22,9,0,0,99,..,0,5,13,21,4,0,3,0,43,137,..,..,..,..,..,..,..,..,137,..,22,..,..,..,..,..,..,..,22,..,30,10,5,5,0,0,0,0,45,..,3,0,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,7,..,5,0,5,14,26,29,13,4,99,3,0,5,4,0,3,0,0,0,16,143,64,93,92,94,132,79,39,10,742
SAL20365,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,16,5,8,7,11,16,5,4,4,60,..,0,0,6,12,12,10,4,0,42,..,0,6,3,0,0,0,5,0,5,..,0,3,0,4,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,4,0,16,0,0,0,0,0,0,0,0,0,5,25,3,7,10,15,24,10,9,4,110
SAL20366,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,9,10,3,10,13,19,11,7,4,80,..,0,0,10,14,24,15,12,0,73,..,0,4,0,4,3,0,0,0,17,..,0,3,0,4,5,0,0,0,12,19,..,..,..,..,..,..,..,..,19,..,12,..,..,..,..,..,..,..,12,..,4,6,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,4,0,4,4,5,4,3,31,0,0,6,0,0,0,0,0,0,6,18,13,17,10,26,39,21,18,6,172
SAL20367,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,4,6,5,5,11,3,0,0,46,..,0,8,8,0,12,9,10,4,41,..,0,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,5,18,9,11,17,19,9,4,96
SAL20368,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,15,9,5,12,7,12,10,11,0,77,..,0,3,12,13,13,12,9,0,63,..,0,4,4,4,7,0,0,0,18,..,0,0,0,0,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,5,..,..,..,..,..,..,..,5,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,30,10,17,16,18,29,16,18,0,151
SAL20369,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,13,15,15,15,6,0,0,91,..,0,9,7,28,32,10,3,5,98,..,0,8,5,4,0,0,0,0,22,..,0,0,0,0,0,0,0,0,5,42,..,..,..,..,..,..,..,..,42,..,16,..,..,..,..,..,..,..,16,..,9,3,0,0,0,0,0,0,18,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,42,32,24,24,39,37,13,10,5,211
SAL20370,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,..,0,0,0,0,5,0,3,0,7,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,6,0,4,0,18
SAL20371,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,3,3,0,4,4,3,0,0,22,..,0,0,0,3,4,4,0,3,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,4,3,0,8,5,11,0,0,45
SAL20372,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,6,3,8,8,10,6,5,0,66,..,0,0,8,10,15,17,9,6,60,..,0,5,5,3,0,0,0,0,22,..,0,0,0,0,0,0,0,0,5,24,..,..,..,..,..,..,..,..,24,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,24,11,11,14,19,25,20,11,4,138
SAL20374,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20375,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,4,0,0,0,0,0,0,0,5,23,12,6,13,15,20,17,12,0,117,..,0,5,10,21,26,20,17,0,97,..,5,4,9,9,5,3,0,0,36,..,0,0,3,3,0,5,0,0,7,39,..,..,..,..,..,..,..,..,39,..,13,..,..,..,..,..,..,..,13,..,12,9,0,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,0,0,0,6,..,0,0,0,3,3,7,0,0,23,3,8,4,0,0,0,0,0,0,11,42,29,15,19,36,39,36,14,4,243
SAL20376,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,14,17,10,14,18,30,20,4,0,129,..,0,6,17,29,43,35,9,5,140,..,3,0,0,0,12,0,0,0,20,..,0,0,0,0,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,11,..,..,..,..,..,..,..,11,..,12,0,0,0,0,0,0,0,14,..,0,0,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,6,3,0,0,0,0,0,4,..,0,0,0,0,9,9,5,0,26,0,0,0,0,0,0,0,0,0,0,29,33,17,24,32,65,49,16,6,256
SAL20377,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,3,3,11,7,3,6,0,0,47,..,0,0,23,9,6,10,0,0,47,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,30,6,6,17,11,7,10,0,0,93
SAL20378,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
