SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL22447,52,1534,704,277,1792,0.8,1468,2.3
SAL22448,57,3400,1187,335,2625,0.6,1874,1.7
SAL22449,62,1000,575,0,2250,0.9,1374,2.4
SAL22450,59,637,440,155,1037,0.8,779,1.9
SAL22451,30,1950,850,380,2081,0.9,2103,3.4
SAL22452,51,1350,747,0,2049,0.7,1541,2.3
SAL22453,44,9999,825,200,2374,0.7,1875,2.6
SAL22454,51,1867,737,150,1463,0.7,1463,2.4
SAL22455,37,667,1437,135,2749,0.9,2374,2.7
SAL22456,58,753,662,0,1375,0.6,1062,1.8
SAL22457,54,3000,628,96,2666,0.7,2700,2.9
SAL22458,46,1603,725,250,1770,0.7,1416,2.6
SAL22459,57,542,1042,0,1875,0.6,1687,2.1
SAL22460,56,1148,725,265,2083,0.8,1625,2.1
SAL22461,49,1647,1499,0,2250,0.8,2250,2.8
SAL22462,51,1632,725,215,1963,0.8,1713,2.5
SAL22463,39,1814,866,180,2250,0.7,1625,2.2
SAL22464,34,867,737,150,2049,1,1916,3.3
SAL22465,53,1548,716,210,1671,0.7,1262,2.2
SAL22466,53,1300,697,200,1402,0.8,1261,2.3
SAL22467,44,1300,715,245,1801,0.7,1357,2.4
SAL22468,38,1737,916,280,2143,0.8,2071,3.2
SAL22469,35,800,1125,135,2250,0.7,1481,2.8
SAL22470,52,1400,689,220,2021,0.7,1375,2.3
SAL22471,50,1300,726,285,1822,0.7,1392,2.2
SAL22472,62,1400,833,320,2812,0.5,1075,1.6
SAL22473,35,2000,796,420,2383,0.9,2374,3.5
SAL22474,45,1800,759,411,2360,0.8,2164,3
SAL22475,43,1300,675,100,1812,0.8,1437,2.7
SAL22476,42,1733,876,348,2486,0.8,2022,2.6
SAL22477,58,2916,725,0,1687,0.7,1437,2.2
SAL22478,69,0,369,100,899,0.5,762,1.9
SAL22479,37,1950,826,400,2294,0.8,2171,3.1
SAL22480,40,0,1149,80,2624,0.8,1937,2.7
SAL22481,55,1400,833,285,1625,0.7,1624,2.7
SAL22482,26,0,1042,160,1875,0.7,1906,2.9
SAL22483,46,2700,781,513,2419,0.8,2163,2.8
SAL22484,45,2500,758,475,2231,0.8,1920,2.7
SAL22485,41,403,725,0,1687,0.7,1125,2.6
SAL22486,52,1387,585,325,1583,0.7,1286,2.2
SAL22487,48,1500,393,250,1562,0.8,1437,2.8
SAL22488,49,1066,651,225,1552,0.7,1162,2.2
SAL22489,58,2167,949,250,1958,0.6,1812,2
SAL22490,52,1300,1187,0,3250,0.8,3125,2.7
SAL22491,57,444,774,0,1250,0.5,850,1.4
SAL22492,60,1517,649,0,1274,0.7,899,1.5
SAL22493,44,1083,877,200,2250,0.8,1875,3
SAL22494,49,1452,489,200,1437,0.8,1062,2.8
SAL22495,51,0,762,0,900,0.4,762,1.5
SAL22496,40,1950,814,365,2284,0.8,2019,2.7
SAL22497,61,0,900,100,2749,0.8,2249,2.5
SAL22498,57,1517,564,260,1468,0.7,1037,2.1
SAL22499,42,1300,900,0,2583,0.8,2583,2.7
SAL22500,60,1083,450,100,1275,0.7,966,1.9
SAL22501,46,2085,874,415,2355,0.8,2092,2.7
SAL22502,43,791,1096,200,2457,0.7,2107,2.4
SAL22503,60,600,483,100,3249,0.8,1625,2.3
SAL22504,39,1690,502,350,1387,0.8,1225,2.6
SAL22505,0,0,0,0,0,0,0,0
SAL22506,38,1408,667,295,1645,0.8,1126,1.9
SAL22507,53,932,488,149,1375,0.7,1149,2.3
SAL22508,37,2200,1042,391,2713,0.9,1971,2.3
SAL22509,29,1950,971,380,2077,0.8,2005,3
SAL22510,55,867,657,258,1645,0.7,1048,2
SAL22511,46,1300,613,250,1525,0.7,1220,2.4
SAL22512,48,700,474,160,1375,0.9,1375,2.5
SAL22513,57,1275,710,130,1416,0.7,1375,2.4
SAL22514,46,1867,654,230,1916,0.8,1449,2.7
SAL22515,0,0,0,0,0,0,0,0
SAL22516,47,1200,687,260,1535,0.7,1237,2.4
SAL22517,37,0,949,25,2250,0.8,1937,3.1
SAL22518,33,1400,700,200,1708,0.9,1542,2.9
SAL22519,55,1213,469,0,966,0.8,1031,2.4
SAL22520,39,0,416,300,1812,0.9,1625,2.7
SAL22521,45,1300,716,237,1768,0.7,1267,2.4
SAL22522,41,1517,671,250,1625,0.7,1437,2.7
SAL22523,58,535,630,250,1375,0.8,974,2.2
SAL22524,72,0,824,0,0,0.3,824,1
SAL22525,35,1050,647,260,2166,0.9,2146,3.3
SAL22526,52,1300,651,300,1482,0.9,1353,2.3
SAL22527,10,0,1399,0,2750,2,2750,8
SAL22528,41,1127,656,200,1504,0.8,1220,2.4
SAL22529,78,0,725,150,1375,0.6,1375,2
SAL22530,57,1317,687,190,1416,0.6,1281,1.9
SAL22531,50,2111,776,260,2250,0.8,2024,2.6
SAL22532,55,0,1166,0,1874,0.5,1125,1.9
SAL22533,49,1313,614,250,1765,0.8,1361,2.3
SAL22534,40,1486,885,250,2172,0.8,1960,2.8
SAL22535,35,1647,1042,200,2416,0.7,2156,2.6
SAL22536,48,2000,693,236,1792,0.8,1611,2.6
SAL22537,44,2167,767,385,2235,0.8,1908,2.9
SAL22538,46,1517,697,260,1781,0.8,1430,2.4
SAL22539,0,0,0,0,0,0,0,0
SAL22540,44,433,624,163,1218,0.8,1050,2.2
SAL22541,40,1517,818,150,2143,0.7,1625,2.5
SAL22542,0,0,0,0,0,0,0,0
SAL22543,39,1400,782,270,2036,0.8,1732,2.7
SAL22544,53,1000,489,230,1190,0.7,935,2.1
SAL22545,58,925,550,299,1374,0.7,985,1.8
SAL22546,40,2000,784,350,2176,0.8,1954,2.9
SAL22547,47,3152,1427,486,3909,0.8,2533,2.1
SAL22548,45,1372,605,170,1444,0.8,1317,2.6
SAL22549,0,0,0,0,0,0,0,0
SAL22550,46,1788,656,360,1586,0.7,1294,2.3
SAL22551,39,2167,1018,500,2627,0.8,2295,2.7
SAL22552,55,433,1025,0,2125,0.7,2250,2.4
SAL22553,43,1767,816,200,1958,0.8,1774,2.7
SAL22554,50,1471,575,412,2625,0.9,2624,3.4
SAL22555,36,5981,587,295,1562,0.8,1312,2.3
SAL22556,30,0,350,150,0,0.7,449,1.5
SAL22557,27,0,1312,0,2250,0.5,1999,3
SAL22558,39,1387,519,85,1375,0.8,1312,3.1
SAL22559,48,0,1125,0,2250,0.7,2250,2.8
SAL22560,61,0,1625,0,3250,0.6,2624,2
SAL22561,0,0,0,0,0,0,0,0
SAL22562,45,1900,1036,278,2750,0.8,2437,2.8
SAL22563,60,1083,690,175,1812,0.7,1291,2.2
SAL22564,49,1408,1031,0,2250,0.7,2166,2.8
SAL22565,41,1432,728,300,1880,0.7,1448,2.4
SAL22566,47,1200,767,270,2012,0.8,1894,2.7
SAL22567,49,1800,856,310,2211,0.7,2015,2.4
SAL22568,48,1777,710,0,1687,0.7,1437,2.4
SAL22569,39,1300,767,275,1950,0.7,1484,2.3
SAL22570,46,1700,915,400,2495,0.7,2306,2.7
SAL22571,39,1733,740,260,2463,0.8,2369,3
SAL22572,33,1513,1027,351,2288,0.9,1692,1.9
SAL22573,49,1391,862,150,2250,0.7,1666,2.3
SAL22574,54,2100,784,300,1874,0.8,1625,2.4
SAL22575,42,336,612,0,900,1.1,900,2.6
SAL22576,39,2167,974,401,2374,0.8,2187,2.7
SAL22577,56,1733,723,386,1901,0.7,1489,2.2
SAL22578,50,2393,900,257,2471,0.7,2204,2.4
SAL22579,46,930,510,170,1625,0.8,1399,2.7
SAL22580,33,1083,615,210,1458,0.9,1375,3.3
SAL22581,46,1259,537,280,1624,1.1,1375,2.9
SAL22582,30,2000,887,390,2108,0.9,2126,3.4
SAL22583,60,0,449,240,1499,0.5,450,1.4
SAL22584,52,2556,855,295,2327,0.8,2291,2.7
SAL22585,63,0,900,100,0,0.6,699,1.8
SAL22586,39,1733,726,355,1796,0.8,1404,2.3
SAL22587,50,932,550,150,1292,0.8,1008,2.3
SAL22588,66,0,1125,0,2749,0.5,2250,1.7
SAL22589,40,2916,949,0,1812,0.7,1812,2.4
SAL22590,60,0,350,0,725,0.4,725,1.3
SAL22591,51,953,575,285,1312,0.8,1062,2.1
SAL22592,60,0,687,0,1874,0.5,1249,2
SAL22593,38,1733,735,0,2666,0.9,1875,3.1
SAL22594,42,1824,783,383,2110,0.8,1858,2.7
SAL22595,52,0,1312,0,0,0,0,0
SAL22596,41,1517,891,240,2302,0.7,2051,2.6
SAL22597,41,1792,917,350,2325,0.8,2098,2.6
SAL22598,41,1718,776,311,2100,0.8,1976,2.8
SAL22599,46,2300,775,235,2656,0.8,2339,2.9
SAL22600,37,1142,687,160,1600,0.9,1474,2.8
SAL22601,46,1300,771,250,1812,0.8,1390,2.6
SAL22602,50,1300,911,205,2094,0.7,1792,2.4
SAL22603,50,1300,962,25,2250,0.6,2250,2.7
SAL22604,55,650,1062,0,1875,0.8,1875,2.5
SAL22605,63,0,575,0,1312,0.6,1125,2
SAL22606,61,0,537,0,1499,0.7,1437,2
SAL22607,51,1625,949,200,1874,0.7,1562,2.5
SAL22608,50,600,537,180,1312,0.6,962,2
SAL22609,0,0,0,0,0,0,0,0
SAL22610,59,563,899,0,1875,0.7,1875,2.5
SAL22611,42,1180,683,235,1735,0.8,1458,2.7
SAL22612,51,433,747,150,1625,0.6,1273,2.1
SAL22613,58,1655,725,350,1874,0.7,1292,2.1
SAL22614,41,2000,847,369,2411,0.8,2039,2.6
SAL22615,46,1300,670,250,1937,0.8,1593,2.6
SAL22616,50,1733,632,264,1625,0.8,1541,2.4
SAL22617,43,2167,750,310,2125,0.8,1687,2.7
SAL22618,59,1842,706,0,1312,0.7,1312,2.4
SAL22619,48,0,916,180,2250,0.7,1624,2.3
SAL22620,41,1950,895,390,2463,0.8,2171,2.7
SAL22621,42,1606,752,170,2036,0.8,1625,2.6
SAL22622,50,0,1292,92,3750,0.7,1458,2.6
SAL22623,46,1350,982,300,3125,0.7,2125,2
SAL22624,42,1300,906,225,2250,0.8,2104,2.9
SAL22625,58,1657,694,328,1724,0.6,1292,2.2
SAL22626,58,1083,530,280,1168,0.6,922,1.8
SAL22627,40,2383,797,426,2354,0.8,2042,2.8
SAL22628,46,2383,715,496,2179,0.7,1944,2.8
SAL22629,55,2817,833,300,1749,0.8,1375,2.5
SAL22630,63,650,441,145,1406,0.8,1274,2.2
SAL22631,30,0,349,0,999,0.7,575,3
SAL22632,56,1062,545,115,1125,0.7,1208,2.4
SAL22633,43,2171,826,451,2442,0.8,2062,2.8
SAL22634,49,1135,725,135,1916,0.9,1708,2.5
SAL22635,57,1092,549,250,1363,0.7,955,1.9
SAL22636,47,3114,850,0,1125,0.9,1624,2.9
SAL22637,40,542,1025,50,1166,0.7,1166,2.1
SAL22638,63,750,390,50,833,0.8,725,1.9
SAL22639,36,1192,622,195,1517,0.8,1350,2.9
SAL22640,49,867,409,360,1562,1,780,2.2
SAL22641,77,0,350,0,725,0.6,725,2
SAL22642,0,0,0,0,0,0,0,0
SAL22643,55,1881,612,0,1833,0.7,1792,2.2
SAL22644,49,1473,696,230,1648,0.7,1280,2.3
SAL22645,56,1326,812,320,2100,0.7,1792,2.2
SAL22646,31,1290,724,200,1875,0.8,1312,2.4
SAL22647,53,819,450,150,1041,0.7,885,2
SAL22648,29,369,974,0,2166,1,2166,3.1
SAL22649,37,1300,743,0,1687,0.8,1625,2.8
SAL22650,47,2167,1014,300,2607,0.7,2456,2.8
SAL22651,60,1039,532,162,1083,1.1,724,2.3
SAL22652,0,0,0,0,0,0,0,0
SAL22653,57,1517,614,458,1218,0.7,1062,2
SAL22654,65,1200,1125,0,2250,0.6,1624,1.3
SAL22655,56,1950,1312,0,2250,0.9,2125,2.2
SAL22656,42,1757,725,250,2159,0.7,1791,2.7
SAL22657,43,1083,606,235,1792,0.8,1833,2.8
SAL22658,67,1600,2500,0,2750,0.5,3249,1.5
SAL22659,45,0,725,0,2124,0.8,2124,3
SAL22660,53,867,1125,0,1125,0.6,1124,2.5
SAL22661,33,1733,844,360,2051,0.8,1914,3
SAL22662,34,867,900,150,1624,0.6,1624,2.1
SAL22663,48,2205,754,325,2661,0.8,2410,2.9
SAL22664,54,800,875,89,2374,0.8,2250,2.4
SAL22665,54,1387,610,331,1674,0.8,1449,2.4
SAL22666,48,1430,844,120,2036,0.7,1600,2.4
SAL22667,52,542,575,125,1406,0.7,900,2.2
SAL22668,63,800,525,160,1458,0.7,924,1.7
SAL22669,41,2000,954,410,2766,0.8,2549,2.9
SAL22670,43,859,612,163,1687,0.7,1125,2.3
SAL22671,47,1400,784,275,1895,0.9,1615,2.5
SAL22672,49,2167,881,316,2528,0.8,2250,2.7
SAL22673,39,1950,803,368,2161,0.8,1969,2.8
SAL22674,39,1771,1100,150,2333,0.7,2416,2.6
SAL22675,49,934,710,100,1812,0.7,1583,2.6
SAL22676,40,1842,767,305,2274,0.8,2083,3
SAL22677,0,0,0,0,0,0,0,0
SAL22678,52,1855,793,375,1974,0.7,1792,2.5
SAL22679,71,0,433,0,1625,0.9,725,2
SAL22680,44,1300,700,260,1694,0.7,1218,2.2
SAL22681,49,1746,780,250,2090,0.7,1852,2.7
SAL22682,48,0,900,0,2750,0.7,2499,3
SAL22683,34,1500,900,280,2218,0.8,2104,3
SAL22684,45,1042,758,100,1649,0.8,1550,2.8
SAL22685,41,2167,762,428,2107,0.8,1886,2.8
SAL22686,42,2167,751,441,2201,0.8,1915,2.7
SAL22687,54,1270,606,200,1395,0.8,1260,2.3
SAL22688,59,2000,900,2358,2250,0.6,1406,2
SAL22689,50,1400,599,290,1503,0.8,1147,2.1
SAL22690,61,1030,599,150,1375,0.7,1041,1.9
SAL22691,42,1300,575,231,2124,0.8,1625,2.8
SAL22692,43,0,387,0,2749,0.9,2749,3.6
SAL22693,45,1642,1066,300,2250,0.8,2250,2.6
SAL22694,24,0,1824,0,5500,0.8,2750,3.3
SAL22695,41,1720,828,336,2037,0.8,1544,2.4
SAL22696,42,1443,850,135,2250,0.7,2125,2.5
SAL22697,50,737,637,180,1530,0.7,1079,2
SAL22698,40,1625,754,321,1984,0.7,1563,2.5
SAL22699,42,2284,841,300,2374,0.8,2143,3
SAL22700,53,1887,604,380,1208,0.8,1187,2.6
SAL22701,43,960,812,275,2150,0.8,2036,2.5
SAL22702,45,2200,931,492,3088,0.8,2742,3
SAL22703,45,2412,1062,500,3250,0.8,3181,3.3
SAL22704,41,2167,954,423,3101,0.8,2852,3.1
SAL22705,44,1700,487,120,2374,0.8,1562,3.1
SAL22706,58,1950,695,254,1775,0.6,1416,2.2
SAL22707,41,1733,735,229,2060,0.9,1687,2.8
SAL22708,60,696,675,155,1812,0.6,1316,1.9
SAL22709,50,1300,641,310,1562,0.8,1213,2.5
SAL22710,42,1408,749,290,1861,0.7,1385,2.3
SAL22711,45,477,900,140,2166,0.7,1875,2.4
SAL22712,38,2167,938,190,2062,0.7,1916,2.8
SAL22713,52,1120,562,140,1458,0.7,1274,2
SAL22714,56,477,465,175,1231,0.7,1031,2.1
SAL22715,37,400,924,150,2166,0.7,1875,2.2
SAL22716,43,335,624,50,1187,0.8,966,2.3
SAL22717,37,1273,766,285,1728,0.8,1571,2.6
SAL22718,60,1300,574,0,1374,0.9,824,1.5
SAL22719,50,1040,545,165,1531,0.8,1093,2.2
SAL22720,41,2500,960,623,2995,0.8,3013,3.3
SAL22721,38,2019,900,385,2450,0.8,1883,2.5
SAL22722,41,2050,830,401,2370,0.8,2069,2.7
SAL22723,35,2995,1562,542,3750,0.9,3750,3.4
SAL22724,41,2167,807,204,1906,0.8,1812,2.9
SAL22725,0,0,0,0,0,0,0,0
SAL22726,54,1710,822,0,2250,0.8,2250,2.7
SAL22727,42,2167,850,420,2552,0.8,2425,3
SAL22728,49,600,899,0,1125,0.4,1125,2
SAL22729,47,1200,733,200,1770,0.8,1354,2.5
SAL22730,27,1755,642,430,2483,0.8,2286,3
SAL22731,25,1150,687,0,2124,1.3,1625,3.8
SAL22732,56,1862,487,205,2249,0.7,1792,2.4
SAL22733,58,802,474,174,1234,0.8,868,2
SAL22734,59,0,474,0,1874,0.7,1125,2.5
SAL22735,51,936,1089,263,1499,0.5,1625,1.9
SAL22736,42,1365,630,175,1375,0.8,1187,2.3
SAL22737,41,1946,700,220,2124,0.7,1375,2.3
SAL22738,47,1950,880,200,2555,0.7,2125,2.5
SAL22739,63,740,474,125,1156,0.9,1031,1.9
SAL22740,27,1800,825,352,1834,0.8,1780,3.3
SAL22741,47,1733,691,200,1749,0.8,1421,2.6
SAL22742,57,1432,506,327,1461,0.6,1259,2.1
SAL22743,51,1092,549,220,1265,0.7,906,2.2
SAL22744,34,2167,808,135,2374,0.8,1958,2.7
SAL22745,42,1166,571,250,1305,0.7,990,2.1
SAL22746,47,2383,640,400,2250,0.8,1937,2.7
SAL22747,0,0,0,0,0,0,0,0
SAL22748,36,4000,706,153,1374,0.7,1375,2.6
SAL22749,48,1322,450,115,1062,0.6,849,2.3
SAL22750,35,1733,760,330,1944,0.8,1645,2.7
SAL22751,45,2127,857,350,2160,0.8,1601,2.3
SAL22752,47,280,718,90,1812,0.7,1406,2.3
SAL22753,43,1798,714,350,1911,0.8,1548,2.8
SAL22754,43,1257,707,235,1764,0.7,1343,2.2
SAL22755,49,1909,553,210,1625,0.8,1406,2.6
SAL22756,35,2129,1003,351,2586,0.9,1989,2.4
SAL22757,31,2106,1058,388,2406,1.1,1788,1.9
SAL22758,39,1365,757,290,1885,0.7,1452,2.4
SAL22759,48,2120,585,300,1812,0.7,1231,2.4
SAL22760,35,1177,624,150,1874,1,1625,3.6
SAL22761,39,1733,694,360,1929,0.8,1564,2.5
SAL22762,46,1116,1125,35,2250,0.8,1625,2.3
SAL22763,51,1850,892,270,1968,0.8,1625,2.2
SAL22764,45,1800,790,275,2083,0.8,2102,2.9
SAL22765,50,1429,545,266,1412,0.8,1221,2.1
SAL22766,48,2500,720,481,2124,0.7,1818,2.7
SAL22767,43,988,374,0,725,0.9,1562,3
SAL22768,43,0,450,0,1625,0.8,1437,2.9
SAL22769,37,1300,750,300,1773,0.7,1395,2.4
SAL22770,53,1733,787,295,2250,0.7,1731,2.5
SAL22771,47,1700,449,250,1416,0.8,1406,3
SAL22772,53,1083,669,200,1625,0.7,1137,2.1
SAL22773,56,2167,899,275,1625,0.9,1375,2.1
SAL22774,42,1192,549,250,1245,0.8,959,2.2
SAL22775,41,1842,719,347,2038,0.8,1628,2.7
SAL22776,63,780,1042,0,2416,0.7,2250,2.3
SAL22777,48,1638,821,268,1731,0.7,1305,2.3
SAL22778,52,1300,830,250,1791,0.8,1550,2.4
SAL22779,40,1400,900,400,2083,0.8,2083,2.5
SAL22780,56,650,512,381,1125,1,612,1.9
SAL22781,53,867,630,125,1624,0.7,1166,2.1
SAL22782,47,1266,691,130,1718,0.9,1397,2.3
SAL22783,42,1450,725,0,1625,0.8,1625,3.2
SAL22784,44,1632,702,550,1890,0.9,1765,2.9
SAL22785,45,1000,1021,0,1812,0.9,1812,2.7
SAL22786,46,1750,1062,250,2083,0.5,1666,2
SAL22787,31,1300,862,225,2100,0.8,2050,2.9
SAL22788,53,650,561,155,1375,0.6,976,2.1
SAL22789,35,5390,1062,0,2250,1,2749,3
SAL22790,26,0,687,0,1375,0.7,1375,3.3
SAL22791,31,2167,1006,420,2592,0.8,2582,3.2
SAL22792,45,2700,1106,450,3262,0.9,2411,2.5
SAL22793,42,2383,963,400,2942,0.8,2166,2.3
SAL22794,42,1600,832,243,1974,0.8,1801,2.7
SAL22795,53,2167,850,300,2437,0.7,2055,2.4
SAL22796,62,0,1292,0,2250,0.6,2124,1.8
SAL22797,44,1647,630,300,1749,0.8,1458,2.7
SAL22798,40,1530,552,350,2218,0.9,1812,2.7
SAL22799,39,1083,708,175,1812,0.7,1624,2.7
SAL22800,31,0,1291,100,2374,0.7,1333,1.5
SAL22801,45,1400,641,330,1525,0.7,1196,2.3
SAL22802,41,1560,749,295,1878,0.7,1442,2.4
SAL22803,47,1733,866,200,2028,0.8,1958,2.8
SAL22804,46,1354,987,200,2583,0.8,2250,2.7
SAL22805,34,2145,1278,411,2956,0.9,2022,1.8
SAL22806,33,0,425,0,900,1,900,5
SAL22807,29,1154,1109,235,2250,0.7,2250,2.4
SAL22808,37,0,474,0,899,1,762,3.2
SAL22809,53,0,225,160,0,0.5,225,1
SAL22810,66,0,0,0,900,0.7,1000,2.7
SAL22811,56,942,1187,0,3250,0.6,2749,2
SAL22812,35,2167,831,180,1875,0.9,1924,3.1
SAL22813,39,1517,771,220,1906,0.8,1771,2.8
SAL22814,29,1600,921,390,2087,0.7,2013,2.9
SAL22815,56,1278,853,308,1958,0.7,1781,2.2
SAL22816,41,0,724,115,2250,0.9,2250,3.3
SAL22817,56,1365,724,0,3249,0.5,2750,2
SAL22818,42,1400,619,245,1687,0.9,1458,2.6
SAL22819,39,1387,758,280,1786,0.7,1364,2.3
SAL22820,30,2000,843,391,2027,0.9,1979,3.3
SAL22821,55,1042,744,390,2499,0.7,850,2.4
SAL22822,57,0,710,111,1812,0.6,1312,2.1
SAL22823,52,1300,743,250,1625,0.7,1520,2.4
SAL22824,55,1192,562,250,1875,0.7,1125,2.1
SAL22825,45,2300,968,491,2972,0.8,2790,3
SAL22826,66,602,525,148,1291,0.6,1093,2.1
SAL22827,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0
SAL22829,55,1198,515,270,1240,0.7,852,2
SAL22830,48,1042,838,345,1375,0.7,1375,2.5
SAL22831,52,217,537,263,1562,0.8,1437,2.4
SAL22832,51,1192,545,220,2125,0.9,900,2.3
SAL22833,45,2000,857,400,2549,0.8,2104,2.6
SAL22834,46,1825,904,630,2428,0.8,2250,2.9
SAL22835,47,1408,860,276,1874,0.7,1375,2.3
SAL22836,39,2050,1008,300,2733,0.9,2600,3.2
SAL22837,40,675,715,615,1875,1,1937,3.4
SAL22838,55,5000,1156,450,3999,0.6,2249,2.2
SAL22839,45,2032,624,220,1625,0.8,1125,2.5
SAL22840,62,1064,669,92,1074,0.7,725,1.6
SAL22841,56,966,575,260,1420,0.7,1211,2.2
SAL22842,58,1517,471,236,1275,0.6,1083,2.1
SAL22843,53,3500,671,390,1687,0.8,1375,2.7
SAL22844,32,2025,814,295,1874,0.9,1833,3
SAL22845,31,1867,725,300,2125,0.8,1937,3.4
SAL22846,44,1300,643,350,1656,0.8,1428,2.8
SAL22847,49,1400,530,160,1468,0.8,1437,2.7
SAL22848,52,1517,673,290,1770,0.7,1402,2.3
SAL22849,57,0,225,0,0,0.3,225,1
SAL22850,64,450,537,0,725,0.5,724,1.8
SAL22851,46,1042,755,200,1857,0.7,1548,2.4
SAL22852,63,520,455,100,924,0.6,745,1.8
SAL22853,50,1800,825,110,2229,0.8,1924,2.7
SAL22854,38,1239,662,240,1562,0.8,1125,2.5
SAL22855,64,1517,459,230,933,0.9,924,2.3
SAL22856,49,1550,700,300,1666,0.7,1708,2.5
SAL22857,36,1733,743,346,1843,0.8,1575,2.6
SAL22858,37,953,837,300,2062,0.9,1937,2.7
SAL22859,36,1038,813,165,1999,0.8,1375,2.5
SAL22860,42,867,592,175,1395,0.8,1283,2.6
SAL22861,38,1000,820,125,1812,0.7,1375,2.6
SAL22862,63,1040,612,0,1187,0.8,1187,2.5
SAL22863,63,0,425,125,1499,0.8,900,2.3
SAL22864,35,0,833,0,2250,0.9,2250,3.3
SAL22865,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0
SAL22868,65,0,350,0,0,0,0,0
SAL22869,44,821,704,175,1875,0.9,1562,2.9
SAL22870,63,0,850,0,900,0.7,900,2
SAL22871,56,0,1499,0,0,1,1125,1
SAL22872,0,0,0,0,0,0,0,0
SAL22873,49,1127,666,250,1800,0.7,1364,2.2
SAL22874,49,1733,655,115,2035,0.8,2028,2.7
SAL22875,41,1517,749,250,1911,0.8,1495,2.7
SAL22876,46,1517,723,278,1914,0.7,1506,2.5
SAL22877,56,650,614,150,1418,0.7,1011,2
SAL22878,59,0,687,0,1149,0.5,725,1.7
SAL22879,54,650,466,0,1249,0.8,900,2.5
SAL22880,30,3467,824,0,2625,0.8,2249,3.2
SAL22881,48,2367,949,301,2374,0.8,1174,1.8
SAL22882,52,1736,537,200,1187,0.6,850,2
SAL22883,31,1733,787,343,1892,0.8,1766,3
SAL22884,42,1400,808,138,2162,0.8,1825,2.7
SAL22885,36,1409,866,1000,1875,0.9,1874,3
SAL22886,46,325,695,50,1812,0.7,1575,2.4
SAL22887,46,1283,481,175,1125,0.8,1218,2.8
SAL22888,52,2383,725,323,1249,0.9,1875,2.7
SAL22889,50,1600,813,306,2099,0.8,1674,2.5
SAL22890,43,1326,645,250,2022,0.7,1674,2.8
SAL22891,54,0,1208,181,2750,0.7,1874,2
SAL22892,35,2167,1021,340,2576,0.8,2320,2.8
SAL22893,47,1131,833,295,1687,0.7,1449,2.5
SAL22894,42,953,659,220,1723,0.8,1276,2.4
SAL22895,66,0,225,0,0,0,0,0
SAL22896,49,1517,668,255,1446,0.7,1215,2.3
SAL22897,34,1168,706,210,1875,0.9,1850,3.1
SAL22898,48,2550,586,388,1699,0.7,1520,2.7
SAL22899,44,640,706,75,1781,0.8,1312,2.7
SAL22900,51,1300,708,220,1449,0.7,1331,2.3
SAL22901,42,1192,743,200,1687,1,1625,3.4
SAL22902,57,1235,654,285,1625,0.8,1224,2.1
SAL22903,56,1759,962,0,2166,0.8,1562,1.9
SAL22904,45,1650,687,170,2250,0.7,1687,2.7
SAL22905,0,0,0,0,0,0,0,0
SAL22906,41,2308,810,200,2374,0.8,1718,2.6
SAL22907,45,1300,712,160,1625,1,1420,2.5
SAL22908,54,1339,638,200,1416,0.7,1178,2.3
SAL22909,49,999,537,190,1125,0.7,1124,2.4
SAL22910,42,2000,839,380,2117,0.8,1818,2.7
SAL22911,43,1800,613,300,1752,0.8,1302,2.5
SAL22912,50,978,850,0,2374,0.9,2250,3
SAL22913,43,1500,712,320,1757,0.7,1363,2.4
SAL22914,55,2398,781,345,1949,0.7,1562,2.4
SAL22915,53,1083,523,225,1277,0.7,889,2.1
SAL22916,47,2600,867,450,2646,0.8,2600,3.1
SAL22917,37,2500,1246,462,3216,0.9,2485,2.5
SAL22918,45,1200,870,150,1812,0.6,1583,2.4
SAL22919,52,1430,625,290,1445,0.7,1149,2.3
SAL22920,33,0,1791,160,3749,0.6,3250,3
SAL22921,45,1257,577,215,1586,0.8,1321,2.7
SAL22922,30,3250,1274,231,2625,0.9,2250,3.3
SAL22923,71,0,537,0,1125,0.3,874,1.5
SAL22924,56,1408,580,300,1422,0.7,1046,2.1
SAL22925,46,2189,773,340,2050,0.8,1991,2.9
SAL22926,46,1400,658,185,1770,0.8,1437,2.7
SAL22927,40,1517,818,200,2050,0.9,1981,2.9
SAL22928,43,1842,838,308,2150,0.8,1968,2.8
SAL22929,47,1617,812,180,2042,0.7,1463,2.6
SAL22930,44,3000,884,0,2833,0.7,2833,2.9
SAL22931,53,0,556,0,1166,0.8,1166,2.9
SAL22932,33,867,1062,100,1875,1,1875,3
SAL22933,40,1127,560,300,1542,0.8,1375,2.7
SAL22934,40,1365,749,245,1964,0.7,1629,2.4
SAL22935,46,1523,751,250,2100,0.7,1800,2.6
SAL22936,0,0,0,0,0,0,0,0
SAL22937,49,300,491,110,1343,0.8,1156,2.7
SAL22938,48,864,725,180,1625,0.7,1562,2.8
SAL22939,47,1250,890,300,2050,0.8,1895,2.5
SAL22940,45,1896,593,239,784,0.7,900,2.2
