SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL21414,139,931,1126,368,255,2829,38,2867
SAL21415,0,3,17,10,12,37,0,38
SAL21416,0,19,39,30,33,118,0,119
SAL21417,0,18,28,14,12,69,0,70
SAL21418,0,3,20,11,8,41,0,41
SAL21419,0,20,36,25,37,119,0,119
SAL21420,0,17,38,22,13,93,0,95
SAL21421,0,11,26,7,9,55,0,51
SAL21422,0,0,0,0,0,0,0,0
SAL21423,0,0,0,0,0,3,0,3
SAL21424,0,0,0,3,0,6,0,6
SAL21425,0,0,3,5,4,11,0,11
SAL21426,0,10,23,13,14,60,0,60
SAL21427,7,84,158,68,32,343,9,353
SAL21428,0,35,56,30,17,145,3,143
SAL21429,5,56,67,23,13,161,4,164
SAL21430,0,5,23,7,11,48,10,54
SAL21431,0,0,0,5,0,0,0,0
SAL21432,0,0,0,0,0,3,0,3
SAL21433,0,0,0,0,0,0,0,0
SAL21434,0,0,3,5,0,7,0,7
SAL21435,29,307,283,94,31,736,4,748
SAL21436,0,0,0,0,3,9,0,9
SAL21437,0,0,14,4,0,21,0,21
SAL21438,0,3,9,0,0,10,0,10
SAL21439,0,8,0,0,3,12,0,12
SAL21440,0,3,10,0,0,12,0,12
SAL21441,10,3,10,3,5,28,0,28
SAL21442,0,3,6,6,8,21,0,21
SAL21443,0,0,0,0,0,0,0,0
SAL21444,11,123,138,47,21,332,5,340
SAL21445,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0
SAL21447,75,423,438,131,64,1135,9,1145
SAL21448,0,0,0,0,0,5,0,5
SAL21449,154,911,732,211,80,2089,66,2157
SAL21450,0,34,78,56,35,203,4,212
SAL21451,3,11,13,11,19,55,3,54
SAL21452,661,2875,2800,971,461,7767,139,7905
SAL21453,0,3,14,3,0,25,0,25
SAL21454,0,20,54,24,28,128,6,135
SAL21455,0,0,23,9,15,47,0,48
SAL21456,12,218,414,185,148,980,12,993
SAL21457,0,17,30,13,7,66,4,65
SAL21458,0,3,7,0,5,13,0,13
SAL21459,14,184,391,173,109,873,16,886
SAL21460,0,3,15,10,8,33,0,29
SAL21461,0,7,4,0,3,9,0,9
SAL21462,0,0,6,0,0,12,0,12
SAL21463,0,0,3,0,0,11,0,11
SAL21464,0,12,11,10,3,40,3,44
SAL21465,0,4,8,3,3,17,0,17
SAL21466,0,8,18,9,0,38,0,41
SAL21467,219,2476,3573,1304,884,8449,74,8520
SAL21468,0,34,131,115,112,394,3,400
SAL21469,160,1801,2728,990,618,6300,60,6358
SAL21470,0,9,14,8,9,40,0,40
SAL21471,0,19,25,15,14,67,3,72
SAL21472,0,3,3,10,5,25,0,25
SAL21473,7,185,342,161,154,856,7,863
SAL21474,0,18,41,13,15,88,3,91
SAL21475,0,16,13,4,3,34,0,34
SAL21476,186,780,506,153,56,1686,65,1745
SAL21477,7,24,11,0,5,44,6,51
SAL21478,0,0,0,0,4,7,0,7
SAL21479,0,0,0,0,4,3,0,3
SAL21480,0,0,4,0,0,5,0,4
SAL21481,0,0,0,4,0,5,0,5
SAL21482,5,42,57,34,18,152,0,152
SAL21483,0,8,5,0,7,19,0,19
SAL21484,0,6,13,10,15,49,0,49
SAL21485,0,4,9,4,4,23,0,23
SAL21486,6,67,71,43,34,227,9,231
SAL21487,0,12,25,24,10,75,0,79
SAL21488,3,87,213,77,43,420,5,428
SAL21489,3,4,7,4,0,14,0,14
SAL21490,136,918,876,312,146,2381,35,2420
SAL21491,0,10,24,18,8,54,0,54
SAL21492,4,30,89,46,36,202,4,203
SAL21493,134,1614,2109,711,409,4976,44,5021
SAL21494,0,0,0,0,0,0,0,0
SAL21495,0,8,16,5,0,27,0,27
SAL21496,4,52,140,95,75,368,5,377
SAL21497,0,27,32,27,22,105,3,110
SAL21498,0,4,0,0,0,4,0,4
SAL21499,0,0,0,0,0,5,0,5
SAL21500,0,6,7,8,7,28,0,26
SAL21501,0,4,5,3,7,26,0,26
SAL21502,0,8,9,8,11,36,3,36
SAL21503,0,0,5,7,3,28,0,28
SAL21504,290,2073,2581,901,648,6490,62,6550
SAL21505,0,5,20,3,8,35,4,32
SAL21506,0,16,37,14,8,68,0,74
SAL21507,0,7,17,11,13,48,0,50
SAL21508,0,0,20,10,9,39,0,45
SAL21509,4,57,71,33,21,180,12,188
SAL21510,0,32,69,37,24,166,4,174
SAL21511,0,0,5,0,0,5,0,5
SAL21512,0,0,3,5,5,8,0,8
SAL21513,0,0,0,0,0,0,0,0
SAL21514,13,85,87,52,33,266,9,273
SAL21515,0,5,7,0,0,12,0,12
SAL21516,13,75,63,29,26,205,8,218
SAL21517,0,0,8,7,6,16,0,16
SAL21518,0,0,0,0,0,3,0,3
SAL21519,0,14,10,6,4,33,0,38
SAL21520,6,45,161,75,103,398,8,406
SAL21521,0,0,16,3,4,19,0,19
SAL21522,0,0,9,0,0,13,0,16
SAL21523,0,65,113,43,36,261,4,268
SAL21524,22,238,188,47,23,518,3,521
SAL21525,0,0,0,0,0,0,0,0
SAL21526,10,77,116,60,45,311,3,311
SAL21527,0,11,15,15,11,44,0,41
SAL21528,0,42,85,67,72,268,0,274
SAL21529,0,39,147,75,77,331,4,332
SAL21530,0,5,0,0,0,7,0,10
SAL21531,0,7,7,3,4,22,0,23
SAL21532,0,10,26,13,12,60,0,60
SAL21533,0,14,33,20,38,108,0,108
SAL21534,128,580,444,143,65,1353,32,1388
SAL21535,0,17,18,19,14,61,4,70
SAL21536,6,71,220,109,85,490,4,495
SAL21537,0,24,84,42,31,187,0,193
SAL21538,23,275,357,124,83,860,15,869
SAL21539,3,30,22,16,11,87,4,84
SAL21540,0,26,35,28,14,105,4,109
SAL21541,0,15,20,8,9,59,0,55
SAL21542,21,205,168,71,33,494,5,502
SAL21543,0,0,3,0,0,4,0,4
SAL21544,10,216,337,164,176,907,11,917
SAL21545,0,3,5,0,4,12,0,12
SAL21546,0,6,37,22,16,76,0,78
SAL21547,37,457,635,170,160,1457,14,1468
SAL21548,0,0,0,0,0,0,0,0
SAL21549,0,7,10,4,4,14,0,16
SAL21550,27,366,488,126,47,1049,12,1059
SAL21551,12,154,205,76,65,517,5,529
SAL21552,0,0,3,0,0,7,0,7
SAL21553,0,11,29,21,17,78,0,78
SAL21554,61,564,1078,430,264,2402,43,2442
SAL21555,49,580,1294,391,166,2468,28,2495
SAL21556,0,4,3,0,0,10,0,10
SAL21557,0,19,32,7,8,69,0,71
SAL21558,19,307,872,464,388,2044,12,2058
SAL21559,3,25,106,63,81,274,4,281
SAL21560,5,49,66,33,33,195,8,207
SAL21561,0,49,118,64,67,306,3,308
SAL21562,10,142,327,110,100,693,4,697
SAL21563,0,0,7,4,4,13,0,13
SAL21564,226,1553,1483,379,169,3820,32,3853
SAL21565,0,3,13,3,4,27,4,28
SAL21566,0,0,3,3,0,13,0,13
SAL21567,0,24,30,0,0,59,0,60
SAL21568,0,4,5,0,3,14,0,14
SAL21569,67,616,806,276,138,1898,27,1925
SAL21570,0,4,0,0,3,7,0,7
SAL21571,92,709,801,342,155,2103,32,2130
SAL21572,0,6,12,6,5,26,3,24
SAL21573,0,13,45,20,37,118,0,126
SAL21574,11,238,806,375,268,1701,8,1712
SAL21575,353,1523,1185,297,117,3473,44,3516
SAL21576,0,17,58,32,40,145,4,147
SAL21577,0,6,6,3,3,15,0,15
SAL21578,0,35,70,42,27,175,3,180
SAL21579,3,8,42,18,11,83,4,89
SAL21580,0,9,6,9,4,26,0,26
SAL21581,0,0,5,0,6,14,0,14
SAL21582,0,19,25,13,11,75,0,79
SAL21583,19,302,287,120,54,780,9,789
SAL21584,22,188,181,70,23,488,13,499
SAL21585,8,97,164,57,29,348,3,350
SAL21586,333,1761,1379,334,151,3962,42,4007
SAL21587,697,3247,3098,806,389,8234,86,8324
SAL21588,0,35,54,8,0,99,3,103
SAL21589,5,30,45,22,15,117,0,118
SAL21590,4,24,125,49,49,246,6,246
SAL21591,0,10,52,14,14,93,0,93
SAL21592,0,13,14,17,14,63,4,63
SAL21593,72,395,429,102,58,1062,8,1069
SAL21594,0,7,12,15,13,35,0,35
SAL21595,0,4,12,0,12,27,0,27
SAL21596,0,0,10,0,0,15,0,15
SAL21597,99,1548,1489,380,146,3658,62,3720
SAL21598,0,3,0,0,0,0,0,0
SAL21599,81,711,833,326,185,2134,26,2158
SAL21600,0,3,0,4,0,0,0,0
SAL21601,0,5,21,10,13,55,0,50
SAL21602,0,15,30,15,19,79,0,82
SAL21603,0,53,44,17,4,122,0,122
SAL21604,341,2403,1608,462,201,5019,52,5070
SAL21605,0,9,16,12,5,41,0,41
SAL21606,0,23,47,23,13,107,0,107
SAL21607,0,0,0,0,0,0,0,0
SAL21608,4,81,106,48,14,253,3,256
SAL21609,0,13,14,7,7,41,0,46
SAL21610,0,0,0,0,0,5,0,5
SAL21611,0,0,0,0,0,7,0,7
SAL21612,0,120,320,135,72,645,11,651
SAL21613,0,3,8,11,8,30,0,27
SAL21614,0,8,10,6,5,21,0,26
SAL21615,75,448,306,80,38,948,17,970
SAL21616,0,0,0,0,0,0,0,0
SAL21617,0,10,15,6,8,39,0,35
SAL21618,277,1571,1145,360,190,3544,92,3639
SAL21619,4,29,69,44,50,188,0,196
SAL21620,3,98,77,22,16,221,8,224
SAL21621,0,3,4,4,3,17,0,12
SAL21622,0,3,5,0,0,5,0,5
SAL21623,0,4,0,0,0,5,0,5
SAL21624,0,3,18,18,22,61,0,61
SAL21625,24,382,600,200,97,1308,27,1334
SAL21626,0,10,11,3,0,23,0,24
SAL21627,0,8,15,7,15,50,0,54
SAL21628,6,99,151,40,20,314,0,320
SAL21629,125,937,944,208,99,2316,22,2337
SAL21630,3,18,25,4,0,56,0,59
SAL21631,3,25,11,7,5,56,0,56
SAL21632,0,5,14,4,3,30,0,30
SAL21633,0,7,17,4,5,37,0,37
SAL21634,0,6,16,14,3,38,0,35
SAL21635,256,1380,1540,609,355,4141,117,4256
SAL21636,0,0,0,0,0,3,0,3
SAL21637,10,87,121,62,39,312,9,322
SAL21638,0,0,4,0,0,3,0,3
SAL21639,0,4,9,4,8,24,3,24
SAL21640,16453,8909,1360,147,77,26941,527,27478
SAL21641,0,0,0,0,0,0,0,0
SAL21642,286,1311,899,302,157,2959,60,3024
SAL21643,285,1624,1270,372,166,3720,97,3821
SAL21644,110,937,1155,436,258,2892,60,2959
SAL21645,0,3,4,8,3,22,0,22
SAL21646,0,3,4,0,0,11,0,11
SAL21647,0,3,6,0,6,12,0,12
SAL21648,421,2493,2026,430,225,5599,39,5642
SAL21649,0,64,131,56,56,303,0,304
SAL21650,0,4,4,4,0,10,0,10
SAL21651,0,4,7,0,4,22,0,23
SAL21652,0,3,7,6,6,26,0,26
SAL21653,57,336,374,169,82,1017,30,1050
SAL21654,0,18,53,38,30,140,0,143
SAL21655,0,12,30,12,16,67,6,70
SAL21656,0,61,112,61,61,299,7,299
SAL21657,0,12,8,0,9,29,0,29
SAL21658,0,40,50,18,13,116,0,119
SAL21659,151,2458,3535,910,395,7449,87,7530
SAL21660,4,9,20,15,12,56,5,64
SAL21661,0,0,10,6,0,15,0,15
SAL21662,0,19,31,18,6,76,0,78
SAL21663,0,32,33,9,0,75,3,74
SAL21664,5,24,63,27,27,147,5,148
SAL21665,9,77,106,45,22,258,6,262
SAL21666,0,0,0,0,0,0,0,0
SAL21667,0,38,59,30,30,160,3,167
SAL21668,0,18,28,27,36,107,6,111
SAL21669,0,5,3,0,8,15,0,15
SAL21670,0,22,33,18,14,86,0,91
SAL21671,0,18,35,18,6,75,0,77
SAL21672,0,0,5,0,4,11,0,12
SAL21673,11,253,369,116,49,798,9,810
SAL21674,0,21,35,15,13,87,0,87
SAL21675,87,1288,2535,637,405,4952,66,5019
SAL21676,0,3,6,4,4,15,0,15
SAL21677,125,822,534,98,41,1618,12,1628
SAL21678,0,9,12,7,6,33,0,34
SAL21679,0,15,25,20,15,74,0,73
SAL21680,0,0,0,5,4,10,0,11
SAL21681,0,42,94,44,27,216,0,216
SAL21682,990,5007,4772,1500,740,13007,308,13319
SAL21683,363,3108,3923,1588,939,9922,136,10057
SAL21684,0,10,22,15,13,58,0,57
SAL21685,30,249,248,95,28,645,10,661
SAL21686,0,3,4,3,0,11,0,12
SAL21687,0,9,7,6,6,25,0,28
SAL21688,0,0,6,0,0,9,0,9
SAL21689,0,3,8,8,5,25,0,25
SAL21690,0,3,0,0,0,9,0,9
SAL21691,12,317,629,223,123,1306,6,1317
SAL21692,0,0,4,10,0,19,0,16
SAL21693,0,8,14,8,7,32,0,32
SAL21694,0,8,10,6,13,33,0,33
SAL21695,0,8,4,5,9,18,0,21
SAL21696,0,4,11,6,7,22,0,22
SAL21697,0,0,0,0,0,4,0,4
SAL21698,5,85,78,26,25,216,6,225
SAL21699,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0
SAL21701,0,3,4,3,0,13,0,13
SAL21702,0,40,43,25,27,134,0,134
SAL21703,26,274,334,125,92,849,14,869
SAL21704,0,0,0,0,0,0,0,0
SAL21705,0,0,3,0,0,13,0,13
SAL21706,393,2661,2488,578,301,6415,49,6468
SAL21707,20,97,114,48,46,328,3,328
SAL21708,0,5,4,3,9,27,0,22
SAL21709,0,10,20,8,9,49,0,49
SAL21710,0,5,7,9,9,28,0,28
SAL21711,0,11,36,7,12,58,0,60
SAL21712,0,0,4,0,5,3,0,3
SAL21713,0,0,0,0,3,7,0,7
SAL21714,0,10,22,12,10,50,0,55
SAL21715,0,8,23,31,26,89,0,89
SAL21716,539,1724,1154,424,194,4030,128,4159
SAL21717,0,18,69,39,43,175,0,181
SAL21718,0,14,19,0,8,49,0,46
SAL21719,0,0,8,0,0,12,0,12
SAL21720,0,0,0,0,0,0,0,0
SAL21721,4,7,17,6,6,39,4,37
SAL21722,0,11,16,5,3,38,0,38
SAL21723,0,0,4,0,7,11,0,11
SAL21724,0,9,21,0,4,34,0,34
SAL21725,0,0,0,4,4,11,0,8
SAL21726,0,12,22,13,8,57,0,61
SAL21727,33,349,537,216,156,1291,11,1301
SAL21728,0,8,29,18,10,69,0,69
SAL21729,0,5,12,3,5,21,0,23
SAL21730,0,0,0,0,0,0,0,0
SAL21731,0,7,0,3,8,24,0,26
SAL21732,120,751,738,194,86,1895,18,1909
SAL21733,89,738,890,226,99,2050,19,2068
SAL21734,0,6,8,3,3,20,0,20
SAL21735,110,1276,1522,393,214,3520,32,3543
SAL21736,77,517,995,419,297,2302,16,2323
SAL21737,28,245,210,75,102,659,15,677
SAL21738,0,4,0,3,4,10,0,10
SAL21739,0,3,4,4,3,16,0,16
SAL21740,0,19,29,14,13,80,0,84
SAL21741,0,4,3,5,3,15,0,19
SAL21742,1042,3146,1930,436,215,6772,85,6862
SAL21743,0,10,20,5,5,37,0,37
SAL21744,0,3,21,6,8,31,0,31
SAL21745,0,0,3,0,5,7,0,7
SAL21746,175,940,944,242,79,2380,36,2415
SAL21747,0,0,0,0,0,0,0,0
SAL21748,0,10,20,0,4,33,0,33
SAL21749,0,7,5,5,9,30,0,30
SAL21750,0,0,0,3,0,12,0,12
SAL21751,0,11,5,0,3,16,4,20
SAL21752,0,0,0,0,0,4,0,4
SAL21753,0,3,7,12,3,36,0,36
SAL21754,6,54,110,75,97,340,4,345
SAL21755,259,2306,3454,1277,697,7992,51,8040
SAL21756,223,1283,1099,419,188,3215,79,3291
SAL21757,0,9,10,8,12,43,3,45
SAL21758,0,0,10,7,0,22,0,25
SAL21759,0,14,20,16,15,57,0,54
SAL21760,252,1406,1330,331,143,3471,28,3498
SAL21761,0,6,3,0,0,17,0,17
SAL21762,0,22,126,56,58,266,10,273
SAL21763,550,4093,4081,1066,558,10346,129,10476
SAL21764,0,0,0,0,0,0,0,0
SAL21765,0,11,14,5,8,43,6,43
SAL21766,0,0,0,0,0,0,0,0
SAL21767,25,209,226,86,56,597,14,609
SAL21768,0,0,0,0,0,3,0,3
SAL21769,584,2494,1795,511,260,5649,166,5816
SAL21770,0,11,21,9,13,46,0,46
SAL21771,0,0,4,3,0,6,0,11
SAL21772,30,186,131,33,18,402,6,403
SAL21773,0,0,0,3,0,4,0,4
SAL21774,0,8,11,3,0,20,0,20
SAL21775,0,0,5,3,4,11,0,14
SAL21776,0,0,6,5,5,22,0,22
SAL21777,0,0,0,0,0,0,0,0
SAL21778,11,23,3,0,0,41,3,41
SAL21779,0,12,12,16,14,49,0,49
SAL21780,0,9,6,4,8,21,0,21
SAL21781,0,9,25,13,5,54,0,57
SAL21782,0,0,5,0,0,4,0,4
SAL21783,66,504,536,149,87,1345,9,1353
SAL21784,0,3,0,3,0,8,0,8
SAL21785,0,0,0,0,0,4,0,4
SAL21786,3,31,48,22,37,143,4,149
SAL21787,5,131,221,60,41,462,0,459
SAL21788,0,15,27,6,10,53,3,51
SAL21789,0,0,0,0,0,0,0,0
SAL21790,27,525,1111,283,147,2090,23,2114
SAL21791,0,14,8,14,4,44,0,44
SAL21792,5,57,93,57,35,247,3,256
SAL21793,126,1385,2963,1064,679,6225,47,6271
SAL21794,0,0,6,0,0,9,0,9
SAL21795,63,784,1444,582,474,3350,34,3378
SAL21796,0,7,19,8,3,35,0,35
SAL21797,0,9,16,12,0,35,0,35
SAL21798,11,246,449,179,99,993,0,993
SAL21799,0,0,3,0,3,9,0,9
SAL21800,0,3,10,12,0,17,0,17
SAL21801,4,106,248,105,39,511,8,515
SAL21802,0,0,0,0,0,6,0,6
SAL21803,149,1964,3252,1019,582,6963,58,7022
SAL21804,0,0,11,3,10,31,0,31
SAL21805,0,15,24,18,23,82,5,86
SAL21806,0,0,0,0,0,4,0,4
SAL21807,65,392,284,109,55,910,13,927
SAL21808,0,5,3,5,4,19,0,19
SAL21809,0,0,3,4,6,14,0,14
SAL21810,4,24,41,14,25,107,0,107
SAL21811,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0
SAL21813,3,24,51,30,15,122,4,122
SAL21814,0,12,17,7,0,46,0,43
SAL21815,0,5,20,13,6,43,0,43
SAL21816,530,4402,5236,1508,689,12363,120,12481
SAL21817,0,4,9,9,8,29,0,29
SAL21818,0,3,11,7,7,35,0,36
SAL21819,0,8,11,10,8,32,0,32
SAL21820,3,43,69,27,27,164,3,165
SAL21821,0,0,6,0,4,9,0,9
SAL21822,4,39,65,27,18,155,0,150
SAL21823,0,3,25,10,6,52,5,54
SAL21824,0,22,62,33,29,150,6,158
SAL21825,0,0,6,4,0,14,0,14
SAL21826,0,17,35,21,10,79,5,76
SAL21827,258,2032,3090,916,460,6759,92,6856
SAL21828,0,5,15,10,13,40,0,40
SAL21829,0,10,19,15,6,45,0,50
SAL21830,0,11,24,5,14,53,0,55
SAL21831,0,4,4,3,0,13,0,13
SAL21832,12,122,137,57,38,370,5,378
SAL21833,9,16,18,8,12,69,0,69
SAL21834,0,6,26,16,17,64,4,66
SAL21835,0,5,15,9,10,41,0,41
SAL21836,0,4,7,7,3,22,0,22
SAL21837,0,0,3,0,5,6,0,6
SAL21838,0,0,5,4,3,10,0,9
SAL21839,0,0,8,9,10,23,0,23
SAL21840,3,15,41,23,7,84,0,86
SAL21841,0,0,7,7,0,16,0,16
SAL21842,0,5,15,9,9,43,0,44
SAL21843,0,0,0,0,0,0,0,0
SAL21844,0,5,18,16,3,35,0,38
SAL21845,4,39,47,17,16,115,6,118
SAL21846,0,0,3,0,5,9,0,9
SAL21847,0,11,28,10,4,51,0,51
SAL21848,0,4,10,5,7,27,3,30
SAL21849,376,1820,1378,303,151,4035,42,4080
SAL21850,12,145,148,57,24,386,10,389
SAL21851,4,20,36,11,7,73,0,76
SAL21852,5,7,25,15,6,61,0,62
SAL21853,0,7,7,9,4,21,0,26
SAL21854,0,0,0,0,0,3,0,3
SAL21855,0,6,11,12,9,37,4,41
SAL21856,0,4,12,3,5,25,0,25
SAL21857,5,40,55,46,43,193,0,194
SAL21858,0,0,0,0,0,5,0,5
SAL21859,0,16,47,33,29,134,3,131
SAL21860,5,12,26,17,16,70,0,70
SAL21861,0,0,5,5,9,27,0,27
SAL21862,0,8,20,4,10,46,0,46
SAL21863,58,460,527,180,109,1337,29,1362
SAL21864,0,0,4,6,0,8,0,8
SAL21865,0,17,35,20,9,80,0,80
SAL21866,0,5,4,0,0,6,0,6
SAL21867,48,362,323,119,73,927,20,945
SAL21868,0,0,4,7,5,21,0,20
SAL21869,0,3,0,3,5,15,0,15
SAL21870,0,15,34,22,17,93,0,93
SAL21871,0,5,5,10,0,13,0,20
SAL21872,0,5,3,8,7,17,0,17
SAL21873,0,0,3,0,3,6,0,6
SAL21874,5,25,22,9,13,68,3,66
SAL21875,0,22,52,28,27,130,5,132
SAL21876,0,0,0,0,0,0,0,0
SAL21877,0,26,63,47,50,188,3,191
SAL21878,8,70,128,80,62,348,4,352
SAL21879,3,32,71,65,59,232,9,233
SAL21880,0,15,27,16,21,78,3,84
SAL21881,0,0,4,7,0,18,0,18
SAL21882,0,3,12,4,8,27,0,30
SAL21883,0,0,5,0,0,7,0,7
SAL21884,0,4,9,6,5,30,0,28
SAL21885,0,7,13,8,12,34,3,38
SAL21886,0,5,16,10,11,41,0,43
SAL21887,0,0,13,7,9,34,0,34
SAL21888,0,6,9,7,3,24,0,24
SAL21889,3,15,51,17,19,98,0,98
SAL21890,0,0,5,6,3,15,0,15
SAL21891,0,0,3,5,3,14,0,14
SAL21892,3,33,63,41,24,169,4,170
SAL21893,351,2730,3817,1405,743,9048,142,9186
SAL21894,3,15,40,29,42,133,0,133
SAL21895,16,222,802,547,607,2203,23,2224
SAL21896,145,1740,3857,1735,1168,8651,84,8738
SAL21897,0,0,4,0,0,6,0,6
SAL21898,52,245,276,130,84,789,23,812
SAL21899,6,72,84,32,33,224,6,225
SAL21900,0,7,12,7,3,31,3,37
SAL21901,0,0,0,4,7,13,0,13
SAL21902,0,13,15,9,9,41,0,43
SAL21903,0,11,33,22,22,88,0,89
SAL21904,0,13,10,3,4,32,0,37
SAL21905,0,0,0,0,0,0,0,0
SAL21906,0,6,6,0,0,11,0,11
SAL21907,0,17,22,18,13,74,3,74
SAL21908,0,14,20,11,15,69,0,69
SAL21909,0,11,22,18,5,59,0,59
SAL21910,0,6,9,4,0,16,0,16
SAL21911,6,142,236,102,74,556,7,565
SAL21912,3,20,47,27,19,111,0,115
SAL21913,0,0,0,0,0,0,0,0
SAL21914,0,23,32,15,7,77,0,76
SAL21915,0,11,34,16,14,83,0,83
SAL21916,0,0,5,0,3,11,0,11
SAL21917,5,79,161,59,46,343,0,349
SAL21918,0,0,0,3,0,3,0,3
SAL21919,0,6,4,15,9,39,0,39
SAL21920,0,6,4,5,5,15,0,15
SAL21921,16,189,335,153,106,793,0,803
SAL21922,198,1042,937,345,198,2724,50,2775
SAL21923,0,25,22,13,19,76,3,79
SAL21924,0,6,13,9,4,30,0,30
SAL21925,193,933,658,193,93,2069,38,2098
SAL21926,0,8,10,4,3,27,0,27
SAL21927,0,37,103,36,19,199,5,202
SAL21928,5,65,92,30,17,215,0,215
SAL21929,31,266,284,71,38,691,8,699
SAL21930,3,90,163,69,32,356,7,366
SAL21931,0,12,23,13,3,53,0,53
SAL21932,0,18,42,15,12,87,0,86
SAL21933,0,37,66,25,20,151,5,153
SAL21934,273,2031,2032,404,177,4923,41,4960
SAL21935,3,29,60,33,29,151,0,151
SAL21936,0,121,126,54,40,353,8,359
SAL21937,0,14,38,8,5,68,0,69
SAL21938,237,1450,1683,408,210,3988,30,4015
SAL21939,56,302,320,140,114,936,17,951
SAL21940,7,98,216,130,104,564,7,573
SAL21941,9,94,211,90,80,488,8,494
SAL21942,118,779,901,251,133,2178,20,2204
SAL21943,0,26,48,29,21,127,0,127
SAL21944,3,5,47,40,17,108,0,115
SAL21945,0,0,3,0,0,0,0,0
SAL21946,0,0,0,0,0,3,0,3
SAL21947,0,10,26,9,19,59,0,59
SAL21948,0,0,0,0,4,9,0,9
SAL21949,0,5,3,8,8,21,0,21
SAL21950,0,0,4,0,0,6,0,6
SAL21951,0,11,13,4,3,34,0,32
SAL21952,1024,4552,3517,1173,566,10839,233,11073
SAL21953,161,904,1025,315,177,2580,37,2616
SAL21954,0,25,27,11,11,68,0,68
SAL21955,4,31,48,27,22,122,0,126
SAL21956,0,0,0,0,5,7,0,7
SAL21957,0,9,12,4,3,31,0,34
SAL21958,0,3,7,0,6,13,0,13
SAL21959,0,8,9,9,5,38,0,37
SAL21960,576,1577,899,280,121,3456,105,3561
SAL21961,0,3,3,4,4,9,0,9
SAL21962,0,7,13,13,8,40,0,46
SAL21963,123,728,534,167,91,1647,19,1671
SAL21964,0,5,9,4,3,26,0,26
SAL21965,97,471,407,91,55,1125,16,1144
SAL21966,2095,3249,879,126,43,6393,98,6486
SAL21967,11,70,57,20,4,156,0,157
SAL21968,0,25,44,22,19,112,0,112
SAL21969,8,159,471,199,140,970,5,973
SAL21970,57,470,538,176,103,1340,18,1358
SAL21971,1371,5136,2789,595,258,10154,84,10237
SAL21972,0,11,14,22,13,68,0,65
SAL21973,0,4,7,3,4,12,0,12
SAL21974,99,479,346,59,37,1014,7,1021
SAL21975,6,23,25,14,12,76,0,76
SAL21976,0,0,0,0,6,9,0,9
SAL21977,0,0,5,7,0,8,0,8
SAL21978,0,0,4,0,0,9,0,9
SAL21979,0,0,0,0,9,9,0,9
SAL21980,0,6,18,13,6,40,0,41
SAL21981,0,24,22,21,17,83,0,79
SAL21982,0,4,0,3,8,14,0,15
SAL21983,0,11,7,3,10,36,0,35
SAL21984,104,667,635,256,159,1822,32,1853
SAL21985,303,1815,1756,390,198,4461,121,4579
SAL21986,0,24,56,28,15,126,0,127
SAL21987,0,0,0,0,0,0,0,0
SAL21988,0,4,3,0,4,10,0,10
SAL21989,0,0,8,0,0,17,0,17
SAL21990,0,0,0,0,0,0,0,3
SAL21991,0,5,19,10,11,49,0,47
SAL21992,14,69,83,37,17,219,6,222
SAL21993,14,76,94,17,24,231,12,240
SAL21994,0,0,0,0,0,4,0,4
SAL21995,0,0,0,0,0,0,0,0
SAL21996,3,71,183,116,125,506,11,510
SAL21997,0,0,0,0,0,8,0,8
SAL21998,166,1133,877,245,118,2544,27,2572
SAL21999,4,17,31,31,42,125,5,124
SAL22000,352,1356,1065,281,158,3211,53,3259
SAL22001,161,922,967,275,125,2439,34,2469
SAL22002,224,1307,1426,395,195,3541,36,3579
SAL22003,0,0,0,0,3,6,0,6
SAL22004,0,5,0,0,0,5,0,5
SAL22005,147,2072,3048,852,376,6488,82,6567
SAL22006,83,1917,2970,766,371,6099,40,6144
SAL22007,3,168,211,41,22,445,5,454
SAL22008,0,4,7,0,0,15,0,15
SAL22009,10,171,310,80,68,643,4,644
SAL22010,0,4,16,4,9,31,0,31
SAL22011,4,48,55,28,17,157,3,160
SAL22012,0,3,0,0,0,0,0,0
SAL22013,0,7,13,10,6,37,0,37
SAL22014,70,411,323,95,42,940,20,964
SAL22015,0,5,13,9,9,39,0,43
SAL22016,261,1514,1072,268,106,3229,44,3269
SAL22017,0,33,47,32,39,158,3,156
SAL22018,0,10,41,25,9,81,0,85
SAL22019,0,13,30,20,25,87,0,88
SAL22020,38,153,172,67,46,471,16,484
SAL22021,0,17,38,13,12,76,0,82
SAL22022,3,43,112,44,40,248,0,246
SAL22023,0,0,0,10,4,13,0,13
SAL22024,0,0,0,4,3,11,0,11
SAL22025,0,3,5,0,0,11,0,13
SAL22026,0,0,0,0,5,4,0,4
SAL22027,660,6405,7584,2300,1234,18185,266,18448
SAL22028,0,13,23,18,21,74,0,74
