SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL20633,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,0,14,0,6,6,3,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,11,14,0,5,4,5,10,0,64
SAL20634,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,14
SAL20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6
SAL20636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,0,0,9,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,7,4,0,4,9,5,0,55
SAL20637,3,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,6,0,0,5,0,33
SAL20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,4,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,0,0,4,0,36
SAL20639,6,5,0,5,5,0,0,0,0,18,4,4,0,12,5,9,0,3,0,38,16,7,59,11,15,16,10,16,3,160,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,4,22,41,56,69,46,31,31,16,19,7,321
SAL20640,9,14,15,31,21,4,11,17,0,118,29,31,38,158,49,21,43,38,3,414,68,52,421,325,105,91,182,214,31,1481,8,0,8,12,11,17,11,29,0,100,4,3,7,19,7,10,10,13,3,80,0,0,0,5,0,0,3,3,0,12,3,4,17,26,3,8,12,20,21,118,179,431,557,665,273,199,322,373,71,3074
SAL20641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,12
SAL20642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,13
SAL20643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,5,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,4,9,0,5,6,0,38
SAL20644,3,3,0,0,5,0,0,0,0,17,0,8,3,8,5,6,5,0,0,25,3,8,49,17,13,9,16,14,0,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,12,18,55,58,36,31,20,23,23,6,267
SAL20645,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,5,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,14,7,0,0,0,0,0,0,40
SAL20646,6,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,3,0,0,7,6,0,20,8,6,5,5,9,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,16,26,14,14,6,9,9,0,115
SAL20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20648,0,0,0,5,0,0,0,0,0,17,4,3,3,15,4,0,0,0,0,39,30,9,44,20,19,5,8,23,0,146,4,0,6,4,4,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,14,55,87,49,52,31,16,16,32,9,343
SAL20649,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,5,0,0,4,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,4,7,0,4,3,0,0,36
SAL20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,0,0,0,0,16
SAL20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,12
SAL20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,10
SAL20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SAL20654,0,5,6,5,5,0,0,0,0,22,6,0,4,3,3,4,0,0,0,25,9,0,29,0,8,3,6,8,3,68,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,41,81,41,24,26,14,9,14,5,250
SAL20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL20657,28,19,13,32,20,16,0,7,5,139,29,28,31,47,31,14,0,13,0,204,71,24,203,65,37,68,30,72,10,577,7,0,5,8,10,6,3,6,0,33,14,3,7,9,4,8,0,10,0,54,0,3,0,0,0,0,0,6,0,10,5,10,11,8,10,3,0,12,10,60,229,362,296,231,153,129,36,146,30,1625
SAL20658,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12
SAL20659,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,7,8,0,14,5,4,0,3,3,4,44,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,22,11,11,0,6,3,3,102
SAL20660,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,18
SAL20661,136,137,205,183,147,82,165,111,16,1187,266,212,427,678,369,167,274,210,40,2648,338,148,1505,779,479,267,528,462,69,4571,14,14,32,38,46,38,38,39,3,266,45,32,51,108,70,41,51,61,7,455,28,32,24,44,24,8,32,16,7,218,33,68,64,72,56,37,70,49,92,536,1825,4325,2903,3001,2363,1069,1736,1412,382,19027
SAL20662,48,47,46,46,55,18,25,26,5,316,85,90,103,227,147,49,71,75,8,847,168,79,780,358,239,135,249,258,55,2325,16,0,10,13,41,21,29,33,0,169,9,0,16,25,24,11,18,25,3,138,3,10,5,4,11,0,3,9,5,46,19,13,16,40,21,10,20,25,28,184,525,948,1113,955,768,330,542,580,135,5900
SAL20663,50,59,68,88,62,44,72,38,6,479,119,99,138,359,162,80,145,87,21,1213,158,55,697,349,222,124,242,207,50,2102,3,0,18,11,24,11,25,26,3,124,11,8,22,35,25,15,24,21,7,173,6,10,13,11,12,8,9,4,0,71,21,22,22,33,15,10,22,26,44,204,715,1541,1207,1364,895,441,802,589,171,7724
SAL20664,65,68,84,65,76,23,42,34,6,482,114,108,120,289,165,91,94,89,13,1089,168,92,742,358,235,132,241,211,31,2208,14,5,14,15,24,17,18,23,3,129,20,7,30,57,20,21,23,23,4,200,10,11,13,11,12,6,3,8,0,74,14,19,19,26,15,7,29,22,36,188,838,1811,1233,1176,946,450,620,570,138,7779
SAL20665,14,14,8,12,13,7,3,5,0,82,15,23,21,37,21,7,7,8,0,142,61,11,189,63,41,25,40,40,4,476,0,0,4,0,3,4,4,0,3,22,0,0,4,3,8,0,3,3,0,24,0,7,0,0,3,0,0,0,0,7,6,4,0,4,4,5,3,5,5,31,147,323,249,163,134,60,69,77,19,1244
SAL20666,44,55,73,57,58,32,54,44,3,400,107,90,116,280,135,72,111,67,12,990,167,58,710,311,214,114,244,229,38,2091,8,3,22,16,20,15,21,22,3,126,19,15,13,34,27,16,16,22,4,160,4,12,16,10,7,5,6,7,0,65,10,10,19,18,14,10,23,20,20,153,599,1283,1128,1034,777,352,649,546,116,6487
SAL20667,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,15
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,14
SAL20669,3,0,3,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,8,6,0,5,0,5,0,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,9,13,8,11,0,0,6,0,76
SAL20670,10,12,3,3,9,5,0,0,0,50,23,16,15,4,20,9,0,3,0,90,23,13,45,11,10,10,4,7,0,122,4,3,0,0,0,0,0,0,0,10,4,0,0,0,6,9,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,11,311,676,79,63,142,57,12,24,14,1382
SAL20671,3,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,12,0,4,4,0,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,8,3,0,3,8,0,48
SAL20672,9,15,9,8,9,0,3,0,0,58,11,18,12,24,17,4,0,10,0,105,40,12,151,42,37,25,33,35,0,371,4,6,3,3,0,0,3,4,0,25,0,0,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,0,0,8,0,15,108,194,197,116,91,40,43,61,10,860
SAL20673,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,4,0,0,5,0,0,27
SAL20674,8,17,9,12,4,9,0,0,0,58,22,23,22,46,22,11,6,4,0,146,48,13,240,82,49,31,38,54,11,566,0,0,0,4,9,0,5,4,0,22,0,0,5,4,8,0,0,4,0,29,0,0,0,4,0,0,0,0,0,4,4,0,0,3,3,0,4,0,4,25,105,176,279,178,123,54,54,80,23,1068
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,9
SAL20678,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,5,0,7,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,26,17,15,3,3,0,5,0,83
SAL20679,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,3,0,10,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,10,8,3,0,0,3,0,60
SAL20680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,4,0,0,3,0,0,26
SAL20681,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,0,0,6,0,0,0,30
SAL20682,86,147,75,110,93,39,17,33,7,608,177,176,129,268,177,79,33,51,12,1098,303,141,1073,381,281,143,155,206,48,2728,19,9,18,13,25,19,12,21,0,139,32,21,21,43,55,33,10,24,6,234,10,17,6,8,4,7,5,8,6,78,16,20,11,33,22,17,4,17,18,169,1406,3287,1517,1247,1196,507,311,467,146,10087
SAL20683,24,35,13,15,28,11,3,10,0,141,49,36,15,45,43,16,4,9,6,220,57,22,199,54,50,29,20,29,10,473,3,0,4,8,5,4,0,4,0,31,3,4,9,6,14,6,0,3,0,46,0,3,0,0,0,0,0,0,0,4,0,6,3,3,6,0,0,0,0,30,291,646,273,202,253,100,40,72,33,1899
SAL20684,36,38,19,29,43,11,5,8,0,197,66,64,45,65,76,32,5,15,5,370,87,47,332,89,95,40,46,55,6,796,3,9,8,7,7,0,0,4,0,37,19,11,3,9,21,11,0,8,0,92,3,5,3,4,0,4,0,4,0,23,9,7,13,7,9,0,0,6,9,60,490,993,465,335,408,162,72,119,45,3085
SAL20685,16,17,15,22,17,7,9,10,0,111,22,42,25,46,40,18,9,11,5,213,46,23,226,52,65,17,16,39,13,501,0,0,0,6,8,0,4,3,0,22,3,3,6,8,3,6,4,9,0,39,0,6,0,0,3,0,0,0,0,9,0,7,0,8,4,0,4,0,4,30,217,578,306,180,238,93,43,81,32,1759
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20687,0,0,3,3,3,0,0,0,0,9,0,6,0,0,0,0,0,0,0,7,9,6,20,3,3,0,4,7,0,50,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,39,22,18,8,0,4,9,0,111
SAL20688,5,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,9,14,0,3,5,0,0,0,9,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,15,3,13,6,0,0,8,6,79
SAL20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,4,3,25
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,4,0,15
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,21
SAL20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,16
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6
SAL20694,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SAL20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
SAL20696,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,3,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,4,5,3,4,0,0,3,0,46
SAL20697,14,21,9,10,20,3,0,5,0,87,29,30,23,58,22,7,6,11,0,186,43,22,232,88,49,44,38,50,0,577,0,0,3,5,3,0,4,4,0,28,3,4,3,5,7,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,3,0,0,0,20,186,365,285,222,158,85,65,87,16,1471
SAL20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,10
SAL20699,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,0,0,0,0,4,20
SAL20700,0,0,0,4,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,6,6,0,14,4,3,0,3,3,4,42,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,16,17,15,9,3,3,10,0,96
SAL20701,0,0,0,0,0,3,0,0,0,11,0,0,0,3,3,0,0,0,0,21,3,3,33,4,5,0,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,13,29,36,14,14,15,6,4,6,138
SAL20702,13,8,3,9,4,6,10,7,0,64,14,8,30,42,13,5,16,12,3,144,18,7,84,44,20,13,34,28,10,257,6,0,9,9,0,0,6,0,0,27,4,0,0,8,3,0,3,3,0,26,0,0,0,0,0,0,0,0,0,8,0,4,10,7,3,4,4,9,5,46,84,211,184,173,95,58,118,93,31,1056
SAL20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,5,0,0,4,7,0,32
SAL20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,0,0,0,0,0,16
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,4,0,0,0,0,0,0,12,0,0,0,13,0,3,0,4,0,34,16,3,44,23,9,12,8,18,5,137,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,23,64,49,51,13,21,11,35,5,269
SAL20707,37,44,100,53,61,23,65,66,5,448,73,59,172,243,97,41,100,127,22,933,62,39,552,276,103,85,194,222,33,1562,3,0,25,14,10,16,22,31,3,140,6,5,33,41,27,11,32,36,4,198,4,15,15,8,0,0,19,22,6,96,16,16,33,22,9,12,36,52,49,253,465,1356,1204,1034,763,374,752,917,181,7055
SAL20708,48,66,68,44,56,34,39,41,5,404,78,88,137,164,120,53,62,88,9,802,102,45,590,241,136,73,175,165,22,1556,3,7,3,16,22,10,13,20,6,109,10,12,25,35,22,16,26,24,0,171,5,12,11,7,11,0,5,4,3,65,11,21,22,36,21,11,16,31,30,197,576,1475,1060,789,768,348,478,548,126,6170
