SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,6,0,0,0,0,0,19
SAL20559,0,0,0,6,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,8,9,3,19,5,7,3,4,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,33,37,22,14,15,4,0,5,0,140
SAL20560,7,4,0,4,8,0,0,0,0,23,12,8,6,12,3,0,0,0,0,45,15,5,55,19,6,3,9,24,0,147,0,0,0,0,0,0,0,3,0,10,3,0,0,3,3,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,48,81,71,49,31,11,12,36,8,355
SAL20561,8,8,7,12,10,4,4,0,0,49,23,20,17,46,25,17,6,4,0,147,44,19,168,94,48,32,59,60,9,539,0,3,0,9,3,10,3,3,0,30,10,0,3,6,5,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,4,4,0,11,0,5,7,4,0,33,123,253,211,211,115,75,85,93,14,1178
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20564,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,0,7,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,9,0,10,0,0,4,0,48
SAL20565,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20566,13,31,17,18,31,10,8,14,5,145,23,29,42,48,35,23,7,20,7,224,42,16,173,62,27,25,35,55,8,448,0,0,6,3,5,0,0,0,0,21,3,9,8,7,16,7,0,8,0,61,3,6,5,3,3,0,0,5,0,27,6,9,11,4,9,8,3,5,11,67,262,729,327,253,325,153,93,142,47,2331
SAL20567,0,0,0,3,0,0,0,0,0,7,0,3,0,6,0,0,0,0,0,8,0,0,13,0,5,3,5,10,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,24,17,5,7,5,5,12,0,83
SAL20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,21
SAL20569,30,26,39,27,29,16,18,35,8,227,36,42,128,128,58,68,52,79,9,602,46,37,211,141,62,38,61,82,16,702,0,8,6,11,9,0,3,11,0,42,11,3,8,18,14,10,12,11,7,93,5,14,16,12,4,11,6,13,0,82,9,26,16,13,8,8,12,17,45,161,496,2463,761,795,713,516,498,761,176,7186
SAL20570,17,43,38,35,30,19,29,18,6,235,27,50,96,98,70,27,42,63,0,484,43,24,264,126,53,25,66,60,17,681,3,0,5,7,6,0,9,0,0,39,7,0,11,18,14,7,10,22,0,99,0,18,5,10,6,8,5,3,0,59,5,11,13,8,12,5,14,21,33,125,377,1448,653,535,602,273,356,466,109,4828
SAL20571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,3,0,3,0,0,25
SAL20572,0,0,0,0,0,0,0,0,0,5,0,0,7,0,3,0,0,0,0,13,6,0,22,4,9,0,4,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,28,11,15,0,8,5,3,124
SAL20573,0,0,0,4,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,8,8,0,14,3,0,0,0,7,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,19,10,7,0,3,10,0,76
SAL20574,14,39,10,3,17,12,0,0,3,107,32,41,14,17,25,5,3,4,3,144,32,24,91,22,16,16,6,16,4,220,0,4,4,0,0,0,0,4,0,16,8,3,0,6,4,5,0,6,0,30,0,8,0,0,0,0,0,0,0,15,3,7,6,4,3,3,0,0,6,26,679,1847,191,179,298,109,33,50,44,3434
SAL20575,18,47,13,29,17,8,0,5,0,151,42,47,31,75,56,11,5,17,3,282,89,37,371,173,94,52,72,125,12,1035,0,0,10,11,8,5,3,13,0,48,0,0,3,17,0,5,9,11,0,53,0,4,0,7,0,0,0,0,0,15,3,4,7,14,5,8,3,10,8,51,244,602,465,385,241,111,91,195,39,2372
SAL20576,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,0,0,9,3,4,25,0,6,0,8,3,0,56,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,27,29,3,15,9,9,9,3,114
SAL20577,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9
SAL20578,0,3,0,0,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,11,0,0,15,0,0,0,5,5,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,18,13,5,0,5,7,0,65
SAL20579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20580,4,10,6,4,7,0,0,0,0,37,6,6,0,18,7,4,0,3,0,52,18,13,61,28,8,13,7,17,0,170,0,0,0,3,0,4,0,3,0,13,0,4,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,0,4,0,5,19,54,139,81,74,46,31,18,37,9,483
SAL20581,51,44,47,42,30,13,37,17,3,278,71,61,101,207,100,46,74,38,12,719,111,38,450,200,133,85,128,104,24,1271,9,0,10,9,10,12,9,9,0,65,6,0,12,34,6,11,9,19,0,96,0,10,5,4,3,4,3,6,0,43,14,8,9,7,5,7,14,8,15,81,476,1012,760,750,521,284,377,302,77,4560
SAL20582,112,83,149,99,114,36,112,62,11,772,238,178,279,460,248,112,204,133,37,1905,193,77,833,410,265,139,223,240,35,2421,15,9,7,10,37,7,22,18,5,125,23,11,31,65,39,25,33,32,0,248,8,29,14,14,10,6,19,21,0,126,24,32,29,25,42,13,19,13,41,236,1302,3072,1742,1751,1491,673,982,798,218,12035
SAL20583,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,5,0,7,4,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,11,11,7,7,8,0,3,6,0,48
SAL20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,13
SAL20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,5,0,20
SAL20586,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,11,9,0,10,4,0,0,10,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,16,13,16,0,0,7,5,5,77
SAL20587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,5,0,3,0,0,0,0,37
SAL20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20590,10,10,10,11,9,9,25,8,0,89,13,16,20,45,20,10,69,20,0,209,10,6,66,50,28,11,29,35,7,261,0,0,0,4,0,0,6,7,0,21,0,0,0,4,4,0,4,0,0,21,0,0,0,0,0,0,0,0,0,13,0,0,3,4,0,3,6,4,7,31,74,242,136,199,137,62,192,96,34,1177
SAL20591,7,10,0,4,0,0,0,4,0,35,5,8,3,7,4,0,0,0,0,39,25,9,63,37,26,10,30,43,3,247,0,0,4,0,0,0,3,0,0,13,3,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,9,0,19,62,77,76,61,41,24,36,62,3,443
SAL20592,13,3,8,12,3,3,0,12,0,53,22,13,18,70,29,9,11,13,0,187,72,19,186,70,62,28,62,100,14,598,7,0,6,0,3,5,0,9,0,41,3,0,0,5,8,3,6,4,0,38,0,0,3,0,0,0,0,4,0,14,4,5,8,6,6,9,5,21,8,68,182,211,237,206,134,61,88,188,27,1330
SAL20593,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,9,11,0,7,4,7,0,9,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,19,11,6,4,6,6,11,0,82
SAL20594,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,0,0,0,0,0,0,22
SAL20595,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,0,4,0,23
SAL20596,84,136,71,80,85,59,11,31,8,561,146,188,147,174,138,70,16,41,17,941,154,103,581,216,151,93,67,108,21,1489,6,4,8,22,21,14,0,9,0,81,21,26,13,23,42,18,17,19,0,176,13,23,9,5,6,16,4,4,0,83,23,24,9,9,24,9,5,18,30,146,1721,5025,1172,1072,1239,550,209,358,170,11503
SAL20597,27,49,32,16,26,15,5,12,3,180,46,64,45,60,56,21,13,12,0,325,36,37,168,71,53,29,22,37,6,458,0,4,8,5,0,3,0,0,0,30,8,8,6,6,11,4,4,11,4,55,4,6,4,5,0,0,3,0,0,26,13,12,8,9,13,8,5,6,4,63,478,1360,381,299,353,157,79,137,37,3292
SAL20598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20600,19,23,12,22,23,3,0,8,0,101,28,30,25,45,28,6,3,8,0,173,72,22,315,76,59,36,53,58,12,697,7,0,0,3,6,3,0,5,0,30,4,4,9,8,6,4,0,0,0,35,0,3,3,0,0,0,0,0,0,11,6,7,4,7,8,5,0,9,6,38,191,310,386,208,173,72,70,97,22,1523
SAL20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20602,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,6,0,0,17
SAL20603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,23
SAL20604,3,9,0,7,0,0,0,3,0,28,12,20,0,14,6,0,0,0,0,59,37,10,87,35,22,10,25,23,4,259,0,0,0,3,4,4,4,3,0,18,5,0,0,5,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,6,3,4,4,0,6,4,0,7,4,30,89,138,103,70,55,22,33,43,9,563
SAL20605,4,0,0,0,4,0,0,0,0,6,3,0,3,3,3,0,0,4,0,13,11,0,29,6,3,3,6,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,20,34,9,17,7,4,8,0,134
SAL20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20607,19,14,10,38,11,7,0,16,3,126,35,19,22,56,30,14,3,29,4,209,99,41,329,227,86,60,96,194,22,1147,5,0,0,11,10,9,0,24,0,58,12,0,3,16,8,7,10,12,0,69,0,3,0,3,0,0,0,8,0,15,4,3,9,15,6,4,13,26,10,92,238,351,403,406,185,120,131,377,40,2268
SAL20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,5,0,25
SAL20609,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,3,0,14,3,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,5,3,0,0,19,3,51
SAL20610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,4,0,3,3,0,27
SAL20611,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,5,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,27,15,0,10,12,4,0,7,0,77
SAL20612,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,16
SAL20613,7,4,10,3,11,7,0,6,0,46,17,6,6,16,21,3,0,9,0,78,46,7,193,22,31,16,23,29,6,381,0,0,0,3,5,7,0,4,0,17,4,0,0,0,5,4,0,4,0,21,0,0,0,0,0,0,0,0,0,5,12,3,0,0,0,3,0,5,0,24,116,124,219,70,78,52,33,52,18,759
SAL20614,3,4,0,4,0,0,0,0,0,15,5,7,0,6,0,0,0,0,0,27,15,4,30,20,9,7,7,14,0,111,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,39,51,38,37,14,11,9,24,0,224
SAL20615,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,11,8,0,6,4,3,0,5,4,0,27,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,5,9,4,8,0,3,11,0,62
SAL20616,38,58,13,15,13,13,5,3,0,173,57,97,27,54,49,26,7,15,0,326,50,50,120,71,50,21,14,30,8,422,5,5,6,5,0,0,4,3,0,29,10,15,3,6,9,10,0,6,0,57,4,20,0,4,5,0,3,0,0,34,9,12,4,13,4,7,0,4,15,69,869,2676,296,356,420,203,52,92,70,5035
SAL20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20618,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,7,9,0,7,0,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,6,9,4,0,3,3,0,63
SAL20619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,3,0,7,3,0,39
SAL20620,3,4,0,5,5,0,0,0,0,12,9,6,3,14,0,4,0,0,0,26,17,3,25,11,10,7,6,7,0,86,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,56,32,27,17,10,12,11,3,210
SAL20621,3,7,3,4,6,0,0,0,0,26,5,11,0,0,8,0,0,0,0,27,26,4,25,12,8,3,3,3,3,84,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,84,117,38,22,35,18,6,12,5,341
SAL20622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,13
SAL20623,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,15
SAL20624,0,3,3,9,7,4,8,0,0,36,4,3,10,24,13,0,0,8,0,59,9,11,29,31,14,6,17,15,4,137,0,0,0,3,0,0,0,4,0,10,0,0,0,6,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,5,0,0,5,6,6,23,30,101,68,97,63,15,54,58,20,511
SAL20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,6,0,28
SAL20626,0,3,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,19,11,5,10,4,4,0,7,0,54
SAL20627,0,0,0,0,6,0,0,0,0,5,0,0,0,4,4,0,0,0,0,12,0,4,7,0,4,6,0,5,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,29,18,18,16,6,3,12,0,108
SAL20628,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,12,5,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,12,7,8,0,0,4,0,52
SAL20629,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,12
SAL20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL20631,4,0,0,0,0,0,0,0,0,9,0,0,0,0,4,3,0,0,0,8,24,0,4,4,0,4,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,11,8,3,9,4,8,12,0,111
SAL20632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8
