SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL20809,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,16,7,7,40,9,20,70,73,92,82,135,51,13,550
SAL20810,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,3,4,5,6,10,3,4,33
SAL20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,12
SAL20812,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,17,9,17,19,24,45,36,24,18,9,195
SAL20813,0,0,0,0,9,9,28,25,10,90,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,20,17,14,0,68,23,30,51,55,116,171,181,121,22,772
SAL20814,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,5,3,10,12,9,6,8,0,55
SAL20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7
SAL20816,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,8,14,25,62,79,52,51,16,3,304
SAL20817,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,6,19,0,0,49
SAL20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,29
SAL20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20820,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,13,17,22,3,0,72
SAL20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,5,0,0,19
SAL20822,3,0,0,0,7,0,19,21,8,57,0,0,0,0,0,0,3,0,0,5,5,0,5,3,6,10,12,13,7,56,19,42,89,85,150,253,319,131,46,1140
SAL20823,11,3,12,11,16,54,81,92,47,331,0,0,5,7,4,9,7,3,0,40,8,13,44,37,49,40,58,38,26,323,149,335,724,574,672,751,727,401,139,4461
SAL20824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10
SAL20825,0,0,0,0,0,3,15,21,19,63,0,0,5,0,0,5,0,0,3,11,9,8,11,8,21,25,16,14,8,125,85,260,389,398,541,624,513,252,103,3160
SAL20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,3,0,6,5,7,20,17,5,0,68
SAL20827,5,7,0,0,3,15,18,22,7,79,0,0,0,0,0,0,0,0,0,4,15,10,28,26,25,23,22,9,3,163,44,97,149,114,176,183,206,97,22,1087
SAL20828,0,0,6,3,11,10,16,35,25,110,0,0,0,0,0,0,0,0,0,13,4,9,31,15,20,27,15,20,14,157,46,132,354,235,258,303,266,186,106,1896
SAL20829,4,0,6,0,4,16,18,24,17,87,0,0,0,5,0,6,4,6,4,31,3,11,24,18,22,24,18,14,13,143,79,261,598,496,575,576,441,179,63,3268
SAL20830,0,0,8,0,0,0,6,11,16,49,0,0,4,0,3,0,0,0,0,9,6,16,52,52,40,31,55,20,12,295,44,275,1144,784,552,663,651,324,119,4551
SAL20831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,100,64,13,4,3,0,0,0,208
SAL20832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,7,7,7,12,10,9,0,0,50
SAL20833,0,0,0,0,3,12,10,10,0,33,0,0,0,0,0,0,0,0,0,0,8,8,5,5,11,7,12,8,0,64,15,38,92,101,149,155,127,55,9,749
SAL20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,15,7,0,38
SAL20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9
SAL20836,0,0,3,0,0,10,37,62,25,133,0,0,0,0,0,0,0,0,4,3,0,0,7,10,12,17,15,42,27,134,61,103,239,268,297,305,429,405,148,2272
SAL20837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,15,14,19,21,7,0,82
SAL20838,11,8,28,29,40,91,180,233,127,742,0,4,3,17,6,17,9,10,4,67,40,46,111,89,123,115,138,147,135,937,335,800,1689,1553,1871,2063,1920,1226,527,11982
SAL20839,0,0,0,0,0,0,4,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,0,7,26,19,20,42,48,97,108,79,34,9,454
SAL20840,0,0,0,0,3,0,8,4,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,6,4,7,0,30,15,19,36,40,88,73,50,17,5,344
SAL20841,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,18,41,25,22,38,18,5,3,165
SAL20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,8,17,14,16,9,4,3,90
SAL20843,0,0,0,0,5,3,14,17,0,43,0,0,0,0,0,0,6,0,0,3,6,5,5,3,7,19,7,4,4,64,32,63,79,134,222,196,133,49,8,924
SAL20844,0,0,0,0,6,7,14,16,14,58,0,0,0,0,0,0,0,0,0,3,3,0,0,5,8,9,26,9,9,74,22,20,87,91,118,150,161,90,55,791
SAL20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,9,4,12,19,9,21,8,3,87
SAL20846,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,9,9,9,4,3,47
SAL20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,7,4,3,0,10,21,21,13,0,3,81
SAL20848,0,0,3,9,3,13,24,34,25,118,6,0,5,0,0,5,6,0,0,21,0,6,41,36,17,28,15,24,15,177,98,295,823,990,930,785,484,340,124,4859
SAL20849,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,23,0,4,24,25,37,35,34,8,3,170
SAL20850,0,0,0,0,4,16,14,11,12,54,0,0,0,0,0,3,0,0,0,3,0,0,4,7,6,16,17,10,15,79,13,33,69,84,114,191,172,91,52,824
SAL20851,0,0,0,0,3,0,5,0,3,13,0,0,0,0,0,0,3,0,0,4,5,0,5,8,3,6,4,0,0,25,7,7,20,33,31,37,27,16,0,188
SAL20852,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,26,8,14,29,45,60,69,58,37,9,318
SAL20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,12,6,0,0,33
SAL20854,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,10,5,3,5,3,14,12,3,4,0,52
SAL20855,0,0,0,0,0,0,5,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,11,13,12,19,12,8,3,3,82
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,6,6,21,31,39,19,18,3,0,144
SAL20858,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,6,24,24,14,31,17,4,0,121
SAL20859,0,0,0,5,5,11,29,52,26,125,0,0,0,3,0,3,3,0,0,13,0,6,6,7,9,12,17,10,0,77,70,159,327,409,439,430,341,204,48,2433
SAL20860,0,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,20,0,13,21,27,32,37,27,15,0,179
SAL20861,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,11,3,0,41,4,6,13,8,27,37,42,22,8,166
SAL20862,0,0,0,0,0,4,9,12,14,49,0,0,0,0,0,0,0,0,0,0,4,8,5,9,17,14,6,23,6,99,17,33,85,66,107,139,118,104,30,697
SAL20863,0,0,0,0,4,4,7,11,7,27,0,0,0,0,0,0,0,0,0,0,8,0,9,8,10,3,8,5,3,55,13,22,59,71,91,106,112,46,8,518
SAL20864,0,0,0,4,10,9,28,46,55,154,0,4,0,3,3,5,4,12,7,37,19,13,70,59,29,31,42,29,30,324,179,599,1843,1538,1466,1216,989,519,256,8610
SAL20865,8,0,6,5,7,16,58,84,48,232,0,0,3,4,4,3,6,0,6,35,33,21,25,64,82,66,80,72,56,491,425,1027,1499,2363,2963,2660,2217,988,276,14418
SAL20866,0,4,5,3,3,7,21,31,7,86,0,0,0,0,4,0,0,0,0,3,9,3,8,21,20,21,23,13,6,127,143,392,577,834,1061,1059,759,248,52,5130
SAL20867,3,0,0,6,7,8,25,37,37,130,0,0,5,5,4,9,6,8,3,37,14,38,204,214,141,104,61,39,25,836,162,721,3300,2841,2401,1779,1042,424,147,12815
SAL20868,3,0,3,8,6,10,21,43,20,121,0,0,0,0,0,0,0,3,0,15,11,9,26,25,32,26,27,17,15,189,133,333,522,750,909,816,692,302,102,4559
SAL20869,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,9,8,5,0,34
SAL20870,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,19,19,41,63,78,42,11,3,282
SAL20871,8,6,43,64,75,154,309,266,125,1051,4,23,67,79,92,78,72,58,28,500,69,79,185,171,146,137,141,84,26,1035,506,1503,3323,3386,2922,3439,2711,1079,361,19230
SAL20872,0,0,0,0,0,3,10,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,0,0,0,31,12,16,76,82,96,75,41,19,3,422
SAL20873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,11
SAL20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL20875,0,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,14,6,24,31,29,20,7,128
SAL20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,4,5,0,25
SAL20877,0,0,0,0,0,9,3,9,0,20,0,0,0,0,0,0,0,0,0,0,4,0,7,19,4,12,15,4,3,67,16,35,76,92,102,131,92,22,3,578
SAL20878,7,19,66,97,133,276,455,332,131,1500,3,13,43,51,75,110,124,79,29,524,85,126,336,288,186,187,187,291,295,1985,725,2190,5230,5380,4059,3566,2460,1170,567,25339
SAL20879,0,0,14,13,19,17,35,42,20,171,0,0,6,0,14,3,0,6,0,42,16,5,33,21,18,8,20,10,8,139,115,293,857,719,550,449,381,172,51,3590
SAL20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,7,0,0,12,0,4,9,10,12,7,11,5,0,63
SAL20881,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,11,10,6,8,18,34,44,29,12,4,159
SAL20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20883,0,0,0,0,0,0,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,0,17,0,4,23,20,34,50,45,20,4,200
SAL20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,10
SAL20885,0,0,9,11,13,55,100,201,159,546,0,5,12,7,6,9,22,37,30,123,41,74,156,110,96,90,75,63,39,738,442,1587,3300,2938,3022,2629,1870,959,533,17272
SAL20886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,4,6,0,0,0,0,13
SAL20887,0,0,6,0,4,0,27,35,38,104,0,0,3,0,0,3,3,9,0,17,0,8,18,22,21,11,19,11,11,122,58,201,554,493,418,313,267,138,88,2542
SAL20888,0,0,0,0,0,0,3,12,8,33,0,0,0,0,0,0,0,7,0,10,0,0,12,4,4,5,11,4,4,46,35,110,175,199,268,166,126,86,47,1201
SAL20889,0,0,24,35,14,23,23,21,16,160,0,3,25,25,11,10,6,6,8,107,13,10,29,25,12,18,18,15,13,166,56,134,429,317,239,226,179,135,54,1771
SAL20890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,11,3,0,0,40
SAL20891,0,0,0,3,6,5,8,6,5,28,0,0,0,0,0,0,0,0,0,0,0,4,12,5,7,9,8,14,0,53,23,45,99,84,76,75,67,37,11,514
SAL20892,3,0,0,4,4,20,56,61,54,206,0,0,0,0,0,0,0,0,0,3,14,17,22,33,25,54,62,55,28,312,70,129,308,349,341,518,629,375,201,2925
SAL20893,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,13,4,0,0,33,4,7,15,36,32,58,33,11,4,193
SAL20894,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,14,3,3,9,13,22,30,40,0,3,125
SAL20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,3,0,0,7
SAL20896,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,4,7,0,18,6,9,11,15,36,34,36,17,0,161
SAL20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,5,0,19,8,29,35,13,14,0,121
SAL20898,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,10,0,6,17,22,14,17,21,0,0,97
SAL20899,0,0,0,5,3,3,17,8,0,42,0,0,0,0,0,0,0,0,0,0,0,8,11,3,6,7,5,0,0,38,51,86,317,562,422,229,174,38,3,1881
SAL20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,3,0,4,4,6,8,15,4,0,41
SAL20901,0,0,5,7,3,16,47,80,63,225,0,0,0,3,4,5,7,18,20,58,6,15,57,51,31,35,21,23,3,245,91,376,1228,1112,912,749,494,262,118,5338
SAL20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,17,23,28,57,93,74,35,5,336
SAL20903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,0,13
SAL20904,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,9,8,17,17,3,0,69
SAL20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,16,9,11,0,5,0,0,63,13,67,82,45,39,24,11,6,0,288
SAL20907,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,4,11,12,17,39,43,39,13,0,167
SAL20908,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,18,16,11,5,0,67
SAL20909,0,6,29,37,41,97,215,387,275,1097,0,3,12,25,34,58,54,104,103,403,57,64,180,162,80,81,82,72,55,836,308,975,2365,2128,1501,1264,903,800,534,10781
SAL20910,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,4,0,0,24
SAL20911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,5,0,15
SAL20912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,7,7,6,0,28,5,8,5,16,16,28,14,16,0,104
SAL20913,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,15,3,9,19,24,27,35,31,9,0,157
SAL20914,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,10,6,4,0,38
SAL20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,10,4,5,0,0,24
SAL20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20917,5,0,27,45,59,92,183,251,125,786,0,0,12,20,13,35,27,25,12,139,39,58,139,128,116,106,109,117,59,875,600,1502,3645,4014,3733,3320,2688,1563,520,21586
SAL20918,0,0,0,4,0,0,7,8,3,14,0,0,0,0,0,0,0,0,0,3,6,0,3,10,12,6,9,4,0,43,28,82,112,188,260,241,174,76,15,1178
SAL20919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,7,0,0,0,0,8,0,0,0,26
SAL20920,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,6,3,4,3,11,13,15,0,0,58,11,19,29,49,101,148,157,37,6,543
SAL20921,0,0,0,0,3,0,8,10,5,28,0,0,0,0,0,0,0,0,0,0,10,0,0,3,12,7,11,12,3,58,17,38,48,93,113,131,155,83,13,682
SAL20922,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,13
SAL20923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,15
SAL20924,0,5,18,28,28,43,55,45,17,240,0,3,6,16,13,33,23,20,17,137,21,69,215,153,101,105,66,37,19,797,139,714,3068,1839,1189,1108,693,324,132,9211
SAL20925,0,0,7,6,13,22,56,122,96,320,0,0,0,0,3,13,22,22,26,89,12,43,128,80,65,59,63,52,34,534,139,842,3163,1964,1549,1247,1042,667,294,10910
SAL20926,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,16,7,27,12,8,0,83
SAL20927,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,3,0,4,11,3,5,12,3,21,13,20,6,6,86
SAL20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,6,3,23,26,25,63,61,51,33,283,0,0,20,22,35,36,38,32,15,210,23,43,137,96,75,64,52,24,18,515,132,505,1721,1136,865,664,515,216,112,5861
SAL20930,0,0,4,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,5,7,7,9,18,29,22,16,8,121,10,43,34,72,107,240,283,182,32,1002
SAL20931,0,9,10,9,9,8,25,24,44,139,0,0,0,4,4,3,0,0,0,14,12,29,44,31,23,26,17,15,12,199,175,514,674,492,412,365,273,142,110,3175
SAL20932,0,0,0,0,0,5,5,11,7,32,0,0,0,0,0,0,0,0,0,3,8,9,8,14,23,28,19,10,0,109,19,39,70,108,124,139,108,50,4,660
SAL20933,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,0,14,0,0,28,25,30,26,19,9,0,147
SAL20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,12
SAL20935,5,0,30,32,38,83,119,154,90,555,0,3,14,31,45,68,64,36,27,297,33,112,408,220,139,143,134,130,124,1440,261,1414,5185,3150,1772,1439,965,573,334,15082
SAL20936,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,6,7,13,10,33,24,15,13,0,121
SAL20937,0,5,10,14,23,54,67,149,103,424,0,5,9,12,18,20,28,29,16,134,6,26,39,57,42,34,85,68,35,394,193,611,1215,1519,1460,1257,1052,853,456,8623
SAL20938,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,3,3,7,0,32,22,14,29,33,51,55,43,22,3,270
SAL20939,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,8,7,4,0,33,0,10,29,26,33,57,39,16,4,218
SAL20940,0,0,0,0,3,3,36,39,30,108,0,0,0,0,0,0,0,0,0,4,7,11,15,17,20,28,45,25,11,192,34,62,125,155,211,348,406,274,132,1754
SAL20941,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,5,10,25,30,37,13,3,136
SAL20942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,4,14,10,8,8,0,44
SAL20943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,3,0,29
SAL20944,0,0,4,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,8,8,7,21,33,19,12,0,5,112
SAL20945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,3,3,5,4,0,0,21
SAL20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,10,12,5,6,3,55
SAL20947,16,20,56,80,102,140,232,292,142,1078,4,15,25,19,15,28,14,24,16,150,133,168,461,393,379,340,286,268,207,2637,902,2230,5897,5173,4784,4397,3745,2144,800,30068
SAL20948,4,9,25,27,29,53,61,70,58,348,0,0,0,4,0,4,6,4,3,24,47,42,101,92,99,84,44,57,21,587,140,345,964,711,670,699,469,349,194,4536
SAL20949,3,0,14,12,17,28,81,149,134,432,0,4,6,13,10,6,9,6,7,55,36,21,71,72,80,66,88,139,156,738,364,871,1568,2371,2704,2378,1993,1378,758,14395
SAL20950,0,0,25,22,19,39,52,28,4,191,3,0,13,10,8,19,17,5,6,73,23,27,59,63,35,27,13,6,0,242,189,478,1774,1926,925,509,290,68,11,6174
SAL20951,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,12,0,9,11,10,21,21,26,15,0,115
SAL20952,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,13,4,0,5,24,22,21,28,13,4,121
SAL20953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL20954,0,0,0,0,0,6,3,5,5,16,0,0,0,0,0,0,0,0,0,0,9,0,0,7,3,5,4,4,4,26,22,17,30,53,75,59,66,28,9,352
SAL20955,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,4,6,23,32,39,55,26,17,4,195
SAL20956,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,71,70,23,15,9,0,0,197,3,50,368,308,119,55,32,5,0,940
SAL20957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,3,0,0,0,0,8
SAL20958,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,11,12,0,12,5,50
SAL20959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,5,6,8,6,0,0,36
SAL20960,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,11,6,3,3,8,6,0,0,38,16,72,191,239,127,128,67,31,4,866
SAL20961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
