SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL20072,3,4,10,17,16,29,0,0,0,0,0,3,16,18,38,6,9,17,3,0,4,12,9,16,14,18,38,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,7,4,11,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,56,53,110
SAL20073,0,0,0,0,3,3,4,0,4,0,4,0,3,10,6,0,3,4,3,0,3,4,3,3,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,19,30
SAL20074,51,46,96,64,87,151,47,46,91,14,10,23,120,143,264,43,46,89,26,32,57,11,11,20,77,92,168,7,4,9,0,7,7,3,6,16,8,12,19,0,0,0,19,33,54,11,8,23,8,8,16,0,3,0,5,18,25,0,0,4,26,42,69,43,73,122,0,3,3,0,11,12,0,0,0,0,12,19,54,52,106,353,416,770
SAL20075,187,181,366,358,268,627,210,199,407,39,69,109,610,540,1151,186,150,342,141,128,268,95,108,200,421,389,807,23,28,48,31,54,88,42,12,55,54,86,140,0,0,0,153,180,333,219,245,463,101,118,214,20,24,43,126,161,281,0,0,0,464,545,1010,614,723,1339,30,36,64,46,64,112,0,3,5,79,103,177,383,427,812,2289,2365,4656
SAL20076,3,0,4,12,12,20,5,0,5,0,5,5,14,12,25,0,4,3,0,6,0,7,3,16,12,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,0,0,0,0,0,0,3,3,10,10,21,46,40,88
SAL20077,113,96,208,302,243,546,84,69,154,25,54,83,411,369,778,89,95,191,115,108,218,133,136,271,343,338,680,18,15,23,6,10,14,15,9,16,26,24,47,0,0,0,57,55,110,191,148,339,25,34,58,18,17,41,42,78,118,0,0,0,280,271,556,340,322,663,5,13,14,10,27,37,0,0,0,17,34,55,112,86,200,1343,1251,2590
SAL20078,96,69,156,212,159,369,43,56,102,18,36,54,273,243,520,129,96,224,81,84,159,67,75,138,274,249,527,21,11,30,18,22,41,15,11,26,34,40,73,0,0,0,85,80,165,108,126,230,42,43,93,10,15,26,44,58,98,0,0,0,206,246,450,290,326,612,13,11,30,17,30,44,0,3,3,32,41,74,144,147,284,1093,1076,2166
SAL20079,102,91,193,226,216,446,138,114,254,13,15,31,383,345,730,136,142,284,135,84,215,53,49,103,326,274,600,9,8,17,6,7,13,31,16,45,23,32,56,0,0,0,71,64,135,69,109,178,14,30,46,11,20,33,30,62,90,0,0,0,126,222,343,201,288,486,4,3,8,14,22,35,0,0,0,12,25,34,100,115,211,1119,1135,2253
SAL20080,81,60,145,222,172,395,62,66,130,18,19,29,300,251,557,189,163,352,63,61,123,40,42,82,288,268,553,13,14,38,9,19,25,39,14,52,18,33,53,0,0,0,88,77,162,87,98,184,18,17,38,12,19,33,19,30,50,0,0,0,141,162,307,231,240,470,6,9,17,14,19,38,0,0,0,19,29,55,74,72,137,994,917,1912
SAL20081,3,0,9,5,0,8,0,3,3,0,0,0,7,6,17,3,0,4,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,25,21,45
SAL20082,33,28,63,81,62,138,44,41,90,16,14,31,142,116,259,50,78,129,45,40,88,39,41,74,137,156,291,10,6,13,3,8,13,15,6,23,16,18,28,0,0,0,39,37,77,47,71,114,3,11,13,12,4,17,9,11,23,0,0,0,64,101,168,105,134,242,0,4,4,0,7,13,0,0,0,5,10,24,43,48,92,462,503,969
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
SAL20085,4,0,9,6,11,13,3,0,9,0,0,0,12,11,23,6,6,11,3,0,5,0,4,7,13,11,18,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,7,13,3,0,3,0,0,0,0,0,0,3,0,4,14,4,18,48,32,81
SAL20086,7,17,25,44,30,80,3,3,5,0,0,0,47,33,88,22,17,35,4,6,14,3,6,10,33,22,58,0,3,3,0,0,0,3,0,3,5,5,14,0,0,0,6,15,18,6,3,7,0,0,6,0,0,0,0,5,7,0,0,0,4,12,20,11,27,36,0,4,4,4,5,7,0,0,0,4,9,8,18,23,37,124,130,252
SAL20087,8,13,21,47,44,86,6,0,5,0,0,0,54,38,89,24,8,34,4,8,12,15,15,28,46,32,76,0,0,0,0,0,0,3,3,7,0,5,3,0,0,0,5,10,11,0,5,5,0,4,6,0,0,0,4,0,7,0,0,0,4,13,21,11,23,34,0,3,3,0,3,6,0,0,0,0,5,8,64,53,118,178,175,353
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20089,127,113,242,222,179,397,209,213,422,43,55,98,472,449,918,177,140,318,105,150,255,55,51,107,337,344,676,16,7,28,19,21,47,26,14,39,25,32,62,0,3,3,90,80,174,134,152,286,50,38,92,28,19,46,29,61,93,0,0,3,242,272,514,336,356,692,23,7,30,19,44,57,0,3,4,42,53,95,235,208,450,1557,1520,3074
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10
SAL20091,11,4,13,32,28,61,0,0,3,3,4,9,40,30,70,36,22,55,4,3,8,6,3,12,46,35,78,0,0,0,0,0,0,6,0,9,0,7,7,0,0,0,9,9,12,6,6,13,0,0,3,0,0,0,0,10,13,0,0,0,11,16,25,15,19,41,0,0,0,0,3,4,0,0,0,4,8,5,17,17,38,135,117,250
SAL20092,6,3,9,11,9,18,11,6,15,3,4,6,25,16,41,22,10,32,8,3,15,6,11,18,33,27,58,4,0,4,0,0,3,0,0,0,0,9,11,0,0,0,6,7,14,4,8,7,0,0,0,0,0,0,0,3,6,0,0,0,8,13,14,11,13,28,0,0,0,0,0,0,0,0,0,0,0,0,12,5,22,87,75,161
SAL20093,12,9,26,39,36,75,9,11,21,4,5,8,53,52,102,19,9,24,11,16,28,3,6,3,34,29,62,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,8,7,17,0,4,4,0,4,4,0,0,0,5,7,10,0,0,0,6,20,22,12,23,37,0,0,0,0,0,0,0,0,0,0,4,4,40,37,78,153,150,307
SAL20094,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,8,11
SAL20095,104,82,191,265,225,493,45,43,88,43,40,76,353,306,659,101,117,220,46,43,91,60,64,130,213,230,442,6,14,20,15,13,29,21,16,35,33,40,69,0,0,0,74,83,152,29,53,82,15,39,51,0,10,13,24,50,74,0,0,0,73,161,232,146,239,380,16,19,29,18,30,42,0,0,0,28,41,74,189,209,397,1032,1114,2148
SAL20096,0,5,3,4,13,14,0,4,3,0,0,0,3,18,22,16,7,14,0,0,0,0,0,0,14,6,23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,38,45,85
SAL20097,18,17,28,58,43,101,10,9,23,0,5,5,66,64,126,37,31,70,0,6,9,11,5,12,48,41,92,4,3,3,3,7,7,7,5,9,6,18,22,0,0,0,17,26,44,5,0,7,0,4,5,0,0,0,3,10,17,0,0,0,14,18,33,28,49,77,0,0,0,0,6,8,0,0,0,0,6,10,29,31,66,188,204,394
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20099,0,5,5,13,19,30,5,3,6,0,0,0,18,24,41,5,12,17,0,0,4,4,0,5,9,13,24,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,9,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,3,8,9,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,12,16,30,49,63,113
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,0,6
SAL20101,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,6,16
SAL20102,3,4,9,5,3,6,0,0,0,0,0,0,5,3,6,3,0,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,4,0,9,18,16,33
SAL20103,87,70,158,211,186,398,55,64,122,30,17,43,291,272,567,130,146,280,43,52,92,21,9,35,197,206,404,6,21,33,5,15,17,20,28,51,30,65,91,0,0,0,62,129,185,5,16,19,11,23,35,4,14,16,17,58,78,0,0,0,42,108,149,95,237,335,12,10,22,16,37,50,0,0,4,28,48,72,282,365,644,984,1200,2187
SAL20104,0,0,4,0,0,0,6,3,6,0,0,0,4,9,8,0,3,3,5,3,4,0,6,6,6,6,11,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,9,8,0,11,5,0,6,0,0,0,0,7,3,0,0,0,11,5,17,12,10,21,0,5,5,0,0,0,0,0,0,0,4,4,6,9,14,28,35,64
SAL20105,50,43,93,80,80,164,13,16,27,51,48,98,145,142,286,41,38,73,7,9,21,63,44,107,109,93,204,14,12,24,24,18,38,8,7,14,39,55,94,0,0,0,81,90,166,68,79,147,56,61,114,16,19,30,42,78,122,0,0,0,181,233,417,262,322,587,20,8,25,26,21,51,0,0,0,46,33,79,201,169,371,817,805,1620
SAL20106,0,0,3,9,0,9,0,4,6,0,4,4,8,3,13,4,0,9,4,0,4,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,27
SAL20107,0,0,0,0,0,0,7,4,6,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,9,3,19
SAL20108,34,50,80,124,111,237,32,32,57,9,6,13,153,153,308,50,53,101,28,26,58,14,15,30,93,92,184,0,0,5,7,3,12,16,0,19,8,22,30,0,0,0,36,36,65,8,11,26,5,14,15,3,6,7,4,40,44,0,0,0,25,66,93,58,105,157,0,0,0,12,9,21,0,0,0,11,9,24,68,78,140,417,484,905
SAL20109,0,0,0,0,3,7,0,0,0,0,0,0,3,10,8,3,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,20,26
SAL20110,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SAL20111,48,55,101,80,74,157,40,42,83,47,33,82,167,158,329,29,40,73,45,55,99,58,65,126,133,164,300,10,13,26,5,15,18,12,7,22,24,30,54,0,0,0,49,67,110,60,118,176,40,57,103,0,6,10,45,59,102,0,0,3,147,248,390,196,313,506,4,9,14,6,18,24,0,0,0,7,27,40,162,160,320,716,874,1589
SAL20112,48,52,102,122,118,245,58,51,109,27,14,42,207,187,396,88,94,181,29,36,66,13,9,24,131,135,267,5,9,23,11,28,40,15,9,26,32,28,63,0,0,0,68,80,144,34,66,101,26,47,78,3,9,10,32,66,97,0,0,0,99,186,284,166,265,431,10,9,14,16,24,37,0,0,0,27,25,50,174,182,357,757,849,1602
SAL20113,57,33,88,109,88,194,52,45,99,22,29,50,179,166,342,40,32,73,34,48,83,35,32,67,109,105,219,0,4,10,0,6,10,11,0,14,14,19,34,0,0,0,38,33,69,35,23,55,12,22,31,4,8,13,15,36,51,0,0,0,65,83,152,99,118,219,3,4,6,9,18,24,0,0,0,7,18,28,79,95,181,538,541,1074
SAL20114,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,5,9,0,0,0,0,0,4,9,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,14,16,31
SAL20115,0,0,6,7,11,11,0,3,4,0,0,4,9,12,24,0,0,8,0,0,0,0,4,4,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,0,0,0,0,3,3,0,0,0,0,3,3,17,16,30,39,47,82
SAL20116,6,4,4,8,6,16,0,0,0,3,0,3,11,12,23,4,6,6,0,0,0,3,0,4,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37,38,40,82
SAL20117,6,0,3,7,9,6,0,4,4,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22
SAL20118,0,0,0,6,0,9,3,0,3,0,0,0,5,0,15,0,4,7,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,23,16,37
SAL20119,0,3,3,14,3,21,0,0,0,0,0,0,14,4,23,6,0,4,0,5,5,5,5,9,5,11,16,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11,19,23,39,36,71
SAL20120,44,25,70,92,97,192,5,7,15,7,4,14,103,111,223,29,29,60,16,28,37,19,15,36,63,78,141,3,0,8,0,0,4,7,4,13,0,7,10,0,0,0,17,19,27,15,10,26,0,7,14,0,5,3,8,15,20,0,0,0,32,41,69,45,58,97,0,3,7,5,11,16,0,0,0,4,15,20,73,67,144,332,348,681
SAL20121,5,0,9,16,9,26,0,0,0,10,0,8,24,13,36,3,5,10,5,0,7,3,6,9,12,8,27,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,7,7,8,0,3,5,0,6,6,0,0,0,4,0,4,0,0,0,5,9,12,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,16,9,28,68,46,117
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20123,104,101,206,382,354,733,48,69,115,104,150,251,534,562,1100,291,246,538,70,79,151,229,259,488,593,588,1173,18,15,35,24,27,55,22,4,32,39,68,106,0,0,0,108,119,228,328,346,665,72,97,172,50,39,92,69,99,168,3,0,6,518,582,1098,627,697,1325,19,18,37,27,59,89,0,0,0,42,80,121,164,235,402,2069,2261,4325
SAL20124,207,155,359,709,628,1337,145,135,277,121,150,270,973,914,1887,771,643,1417,167,137,298,288,296,585,1233,1075,2307,28,22,48,27,48,73,42,9,54,61,81,136,0,4,3,162,154,315,596,577,1173,84,102,191,61,51,110,94,109,203,0,0,0,842,839,1680,1001,996,2000,29,29,57,55,70,121,0,0,0,82,95,178,258,268,528,3750,3509,7256
SAL20125,0,4,11,23,20,42,4,6,13,0,0,0,26,23,50,11,7,17,6,7,16,0,0,0,15,22,39,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,9,8,12,3,0,7,0,0,0,0,0,0,0,0,5,0,0,0,3,4,12,8,11,22,0,0,0,4,0,3,0,0,0,4,0,3,17,19,27,73,78,150
SAL20126,0,0,8,8,17,24,0,3,8,0,0,0,8,14,23,6,3,11,0,4,6,0,0,0,6,7,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,20,25,49,47,58,104
SAL20127,4,0,3,5,4,13,0,0,0,4,0,4,6,4,9,0,0,0,0,3,3,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,3,0,0,0,3,0,3,6,3,8,18,17,36
SAL20128,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
SAL20129,10,11,27,37,21,63,13,12,25,6,0,11,56,36,93,6,18,28,4,0,7,4,0,6,15,20,33,81,6,88,12,6,18,14,0,12,3,9,13,0,0,0,111,20,127,0,0,0,3,0,0,0,4,4,3,13,13,0,0,0,6,16,22,110,36,153,27,0,27,4,3,8,0,0,0,27,3,35,18,4,25,249,122,366
SAL20130,0,0,0,5,0,3,0,6,8,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,19
SAL20131,0,0,0,0,0,4,0,0,0,0,0,0,7,8,11,0,0,3,5,0,3,3,7,9,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,27,32,55,43,57,103
SAL20132,0,0,0,0,0,0,4,0,3,0,0,0,4,4,5,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12,15,10,26
SAL20133,113,115,229,256,219,473,88,94,180,43,40,82,386,353,742,164,129,293,69,79,152,44,41,92,281,250,533,5,10,18,4,3,7,27,11,46,27,43,74,0,0,0,62,68,136,21,32,58,7,14,21,5,8,13,16,45,51,0,0,0,47,103,150,114,169,286,4,5,10,17,24,36,0,0,0,18,26,46,128,115,249,1047,1035,2082
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,6
SAL20136,51,43,96,92,88,179,54,69,121,23,20,41,170,174,342,47,42,89,37,41,83,23,41,58,111,127,235,8,6,15,3,3,9,17,6,27,16,25,33,0,0,0,45,45,93,4,12,15,6,10,16,3,0,5,9,29,33,0,0,0,25,52,78,69,94,168,4,0,8,10,11,21,0,0,0,11,10,25,33,49,84,441,504,944
SAL20137,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,10
SAL20138,0,0,0,7,11,19,0,0,0,0,0,0,7,11,19,4,3,7,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,24,33
SAL20139,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5
SAL20140,0,0,0,4,4,9,0,3,3,0,3,3,4,14,11,5,0,3,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,13,24,34
SAL20141,11,4,14,21,12,32,9,3,7,3,3,3,28,19,42,10,0,10,4,0,4,4,0,3,11,4,18,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,10,8,9,10,13,0,0,0,0,4,5,0,0,0,0,4,5,20,12,30,74,48,122
SAL20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,3,13
