SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL21529,0,0,0,45,49,93,0,0,0,29,28,61,0,0,0,70,80,148,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,0,0,0,0,0,3,7,4,14,12,11,21,0,0,0,0,3,4,26,33,61,0,13,10,0,0,0,202,221,428,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,243,514,0,0,0,0,0,0,266,249,520,60,48,103,529,518,1052
SAL21530,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,3,4,13,0,0,0,16,13,24
SAL21531,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,18,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,0,0,0,0,0,0,6,9,18,6,10,15,31,32,59
SAL21532,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,13,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,25,41,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,71,0,0,0,0,0,0,39,33,72,7,9,13,76,83,159
SAL21533,0,0,3,18,13,33,0,0,0,0,0,0,0,0,0,43,43,84,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,6,16,5,0,9,0,0,0,81,77,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,84,173,0,0,0,0,0,0,94,84,173,7,3,14,181,163,343
SAL21534,47,64,110,131,167,298,0,0,0,23,28,54,0,0,0,195,247,436,0,4,4,7,7,11,6,3,15,0,0,0,5,4,7,0,0,0,0,4,3,24,24,50,16,26,45,0,7,7,0,5,4,50,72,123,38,37,73,0,0,0,504,638,1142,7,6,16,11,8,25,0,0,0,0,0,0,0,0,0,7,10,16,5,13,19,864,856,1715,3,8,11,7,6,4,869,869,1730,196,181,373,1643,1781,3420
SAL21535,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,11,21,35,3,3,3,0,0,0,0,0,0,0,0,0,9,7,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,17,24,0,3,0,0,0,0,45,52,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,35,91,3,0,5,0,0,0,63,33,97,24,16,38,130,111,237
SAL21536,3,0,8,109,114,222,0,0,0,13,23,37,0,0,0,121,135,253,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,5,4,8,3,0,8,14,12,25,0,0,0,0,0,0,25,35,63,21,18,37,0,0,0,313,344,661,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,328,726,0,0,3,0,0,4,402,330,731,48,35,88,769,721,1489
SAL21537,0,0,0,27,35,59,0,0,0,0,0,0,0,0,0,56,64,121,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,7,25,7,10,10,0,0,0,0,0,0,15,23,41,9,5,11,0,0,0,132,147,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,116,248,0,0,0,0,0,0,137,116,248,18,19,37,286,280,570
SAL21538,9,12,25,112,153,270,0,0,0,20,27,48,0,0,0,171,190,367,0,0,5,8,9,10,3,4,7,0,0,3,0,0,3,0,0,0,5,11,15,6,8,16,19,28,45,0,0,3,0,0,0,28,36,65,24,31,57,0,0,0,408,509,917,5,3,12,0,3,4,0,0,3,0,0,0,11,4,9,8,9,15,14,13,24,652,585,1233,3,6,3,0,0,0,653,589,1238,102,111,218,1195,1241,2436
SAL21539,0,0,0,12,14,21,0,0,0,0,0,0,0,0,0,21,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,4,0,5,11,0,0,0,46,41,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,90,0,0,0,0,0,0,52,39,90,38,10,53,138,94,230
SAL21540,0,0,0,19,23,34,0,0,0,0,0,0,0,0,0,31,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,7,0,0,0,59,61,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59,118,0,0,0,0,0,0,59,59,114,13,11,28,135,135,263
SAL21541,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,20,17,30,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,25,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,53,0,0,0,0,0,0,25,28,52,12,10,22,71,64,131
SAL21542,7,3,8,61,78,138,0,0,0,0,0,0,0,0,0,96,107,205,0,0,0,9,7,22,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,18,15,33,0,0,0,0,0,0,21,36,60,3,5,16,0,0,0,222,262,484,5,3,11,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,6,4,11,362,283,649,0,4,3,0,0,5,362,288,658,84,66,151,694,630,1327
SAL21543,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8
SAL21544,20,23,43,48,62,115,0,0,0,32,42,76,11,7,22,399,418,820,0,0,4,78,80,153,3,3,9,0,0,0,4,7,12,0,0,0,9,8,11,7,12,26,21,22,47,3,3,9,5,7,11,13,18,34,53,54,108,0,0,4,694,756,1449,28,18,53,79,64,140,0,0,0,0,0,0,18,13,30,5,9,20,26,21,45,449,429,874,4,0,6,0,0,3,449,426,878,99,71,172,1395,1390,2782
SAL21545,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,6,9,14,0,0,0,17,12,30
SAL21546,0,0,0,13,14,23,0,0,0,0,0,0,0,0,0,14,17,32,0,0,0,0,0,0,0,0,0,0,0,0,9,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,36,4,6,8,0,0,0,62,59,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,79,0,0,0,0,0,0,43,41,83,21,8,34,125,113,236
SAL21547,10,26,44,151,193,347,0,0,0,16,13,29,5,9,16,458,566,1031,4,9,10,75,84,160,0,0,0,0,0,4,4,17,19,4,6,7,0,6,5,12,19,23,35,41,70,4,3,5,0,0,0,63,73,135,30,42,72,0,0,0,863,1078,1944,13,13,22,16,15,31,0,5,6,0,0,0,0,0,0,8,6,17,10,6,16,860,811,1672,10,3,11,4,7,8,875,821,1697,115,89,204,1905,2056,3962
SAL21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,0,7
SAL21549,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,0,0,0,0,0,0,16,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,8,3,11,0,0,0,19,23,40
SAL21550,12,17,30,83,123,211,0,0,0,9,11,19,0,0,0,297,353,649,7,13,21,3,9,11,5,5,15,5,0,3,12,4,19,9,4,16,0,0,4,13,16,33,18,13,24,0,7,7,4,5,9,36,55,93,32,34,62,3,0,4,531,663,1193,53,51,104,41,41,83,4,3,4,0,0,0,34,41,75,4,6,7,41,44,84,675,686,1353,0,3,4,0,3,3,678,688,1367,62,58,120,1429,1562,2994
SAL21551,0,6,5,86,83,169,0,0,0,6,9,23,0,0,0,82,108,192,0,0,4,0,0,0,3,7,10,9,3,7,0,0,3,0,0,0,0,0,0,4,5,13,9,5,17,0,0,0,3,0,5,22,30,50,18,20,37,0,0,0,249,285,533,4,4,9,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,3,8,377,352,733,0,0,0,0,0,0,377,352,733,71,67,145,717,725,1439
SAL21552,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,14,12,25
SAL21553,0,0,0,10,14,25,0,0,0,4,3,4,0,0,0,8,27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,16,6,8,15,0,0,0,36,62,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,39,95,0,0,0,0,0,0,59,39,95,19,11,29,113,112,220
SAL21554,405,411,815,126,180,308,0,0,0,29,53,75,3,5,3,916,1017,1927,0,6,6,100,97,195,12,8,23,14,14,31,4,8,14,24,34,64,20,20,40,101,79,180,33,39,75,4,0,5,10,18,31,50,47,103,149,169,322,3,0,11,1606,1789,3397,464,493,962,676,625,1296,0,0,0,0,0,0,344,283,626,16,17,34,359,303,660,765,723,1485,5,3,10,0,4,8,771,734,1507,254,227,483,4542,4579,9121
SAL21555,340,349,692,103,113,216,0,0,0,27,26,53,0,0,0,842,888,1734,0,4,4,125,117,243,10,13,23,17,22,35,4,0,4,34,29,63,18,16,31,98,105,203,27,22,44,0,0,0,6,4,11,48,37,87,100,125,229,4,0,3,1465,1527,2985,624,582,1210,509,523,1035,3,4,10,0,0,0,429,415,845,14,26,38,442,447,884,875,795,1678,5,11,17,6,5,10,888,815,1703,205,198,408,4480,4441,8926
SAL21556,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,9,0,0,0,0,0,0,5,6,9,7,0,4,17,13,31
SAL21557,0,4,5,5,3,10,0,0,0,0,0,0,0,0,0,13,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,0,0,25,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,66,48,112,0,0,0,0,0,0,59,48,109,8,10,21,102,88,189
SAL21558,58,69,129,252,277,531,0,0,0,33,44,83,40,39,78,891,961,1854,0,0,0,154,114,267,11,17,30,7,6,4,12,11,18,24,27,54,13,14,27,48,48,93,36,34,68,4,8,12,13,11,24,64,96,157,97,124,222,4,0,7,1692,1830,3522,31,26,62,75,97,175,3,3,3,0,0,0,17,18,33,6,7,11,25,24,45,1308,1154,2462,14,3,12,4,8,15,1323,1164,2492,120,128,250,3334,3347,6681
SAL21559,5,9,11,25,37,63,0,0,0,12,14,31,0,0,0,163,154,315,0,0,0,9,12,20,0,3,0,0,0,0,0,0,0,8,3,13,8,8,7,22,20,37,11,8,15,0,0,0,0,0,4,16,12,29,14,10,17,0,0,0,280,286,565,7,9,7,26,17,46,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,180,113,298,0,0,0,0,0,0,180,113,298,38,29,64,529,462,994
SAL21560,0,0,3,34,32,59,0,0,0,7,6,16,0,0,0,31,34,61,0,0,0,0,0,0,0,0,0,0,3,5,0,9,11,0,0,0,0,0,0,0,0,0,13,12,21,0,0,0,0,0,0,19,35,57,4,9,12,0,0,0,111,132,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,100,80,181,0,0,0,0,0,0,108,78,183,14,16,31,238,231,469
SAL21561,0,0,0,48,58,111,0,0,0,4,0,3,0,0,0,57,51,111,0,0,0,0,3,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,9,4,5,13,0,0,0,0,0,0,11,5,17,14,20,36,0,0,4,146,156,304,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,5,0,10,5,284,222,510,0,4,8,0,0,0,283,230,519,20,19,45,457,420,878
SAL21562,3,6,10,66,73,143,0,0,0,0,9,7,0,0,0,196,215,409,0,0,0,12,4,13,0,0,5,0,0,0,3,0,3,0,0,4,0,0,0,7,7,15,18,18,36,0,0,0,0,0,4,27,35,61,13,19,31,0,0,0,343,390,737,5,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,615,546,1161,0,0,0,0,0,0,614,546,1162,78,65,149,1056,1017,2073
SAL21563,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,18,0,0,0,0,0,0,11,11,18,4,0,7,12,19,35
SAL21564,79,124,202,263,405,666,5,0,6,57,81,140,0,0,0,1185,1417,2604,4,3,9,181,211,397,10,7,11,4,10,12,23,28,52,4,7,6,12,12,26,31,36,73,50,74,123,6,15,19,0,6,9,90,147,241,107,116,221,3,6,10,2037,2593,4629,131,102,229,94,98,200,3,7,8,0,0,0,18,20,36,16,24,38,33,42,76,2110,2017,4128,23,9,35,10,13,17,2145,2038,4182,200,179,373,4719,5173,9892
SAL21565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,18,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,9,9,17,11,3,19,41,29,67
SAL21566,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,8,3,15,0,0,0,16,13,31
SAL21567,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,16,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,3,7,12,0,0,0,29,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,42,4,0,0,0,0,0,25,18,46,11,7,19,70,51,121
SAL21568,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,0,0,6,8,7,0,0,0,9,12,21
SAL21569,22,35,56,147,205,353,0,0,0,27,44,67,0,3,0,551,619,1170,3,0,5,25,28,54,10,11,27,5,7,13,6,0,8,0,0,0,8,7,17,23,28,47,17,43,63,5,3,7,3,10,17,53,86,139,59,62,121,0,0,0,949,1158,2113,74,65,140,46,39,87,0,0,0,0,0,0,139,133,270,13,11,26,150,145,294,1280,1243,2527,8,12,15,0,10,9,1291,1263,2550,138,119,263,2667,2825,5491
SAL21570,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,6,4,9,0,0,3,7,7,20
SAL21571,10,19,26,343,479,821,0,0,0,29,31,52,0,0,0,511,538,1048,0,0,0,0,0,5,3,6,11,0,0,0,4,3,7,0,0,0,0,3,5,0,4,4,45,40,84,0,4,0,4,4,9,130,149,285,49,46,90,0,0,0,1127,1299,2435,3,4,10,6,9,14,0,0,0,0,0,0,7,6,14,6,0,7,11,12,24,1262,1244,2504,4,4,7,0,0,7,1265,1243,2515,186,178,366,2611,2773,5384
SAL21572,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,13,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,33,0,0,0,0,0,0,16,16,33,3,5,5,38,33,73
SAL21573,0,0,0,22,20,32,0,0,0,0,5,3,0,0,0,54,44,98,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,3,9,0,0,3,0,0,0,11,25,31,8,0,13,0,0,0,103,103,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,50,135,0,0,0,0,0,0,84,50,140,5,11,17,198,170,368
SAL21574,16,20,35,254,295,549,0,0,0,54,59,115,29,21,50,561,606,1169,9,9,10,17,7,24,5,3,5,0,0,4,9,6,14,4,0,7,0,3,5,22,23,47,30,50,76,6,6,6,4,0,4,147,149,299,58,63,124,0,0,0,1204,1311,2515,11,14,21,13,8,21,0,0,0,0,0,0,0,3,3,4,3,13,3,8,15,1347,1230,2580,7,6,14,3,9,7,1356,1242,2601,103,98,205,2707,2701,5407
SAL21575,486,628,1120,96,139,235,0,0,0,35,41,78,0,0,0,911,1055,1968,5,11,11,166,185,351,7,5,7,0,10,10,0,10,11,15,12,25,22,30,51,30,43,72,26,48,77,0,0,0,0,9,8,21,32,58,96,119,219,0,0,3,1450,1743,3193,227,98,331,332,237,571,0,0,0,0,0,0,16,13,23,18,12,29,26,26,54,1774,1654,3430,21,14,35,3,12,13,1800,1686,3482,332,314,639,4655,4728,9389
SAL21576,0,0,0,17,21,31,0,0,0,3,8,8,0,0,0,53,39,94,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,20,0,0,0,0,0,0,5,6,13,10,6,16,0,0,0,100,91,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,115,247,0,0,0,0,0,0,129,115,247,25,25,46,251,233,490
SAL21577,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,13,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,0,0,0,0,0,0,5,10,13,5,3,5,19,18,42
SAL21578,0,5,3,24,28,57,0,0,0,0,0,0,0,0,0,21,24,49,0,0,0,4,4,11,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,5,4,11,0,0,0,0,0,0,4,10,13,8,3,12,0,0,0,65,84,149,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,121,112,236,0,0,0,0,0,0,121,110,238,25,37,54,219,237,453
SAL21579,0,0,0,7,8,22,0,0,0,0,0,0,0,0,0,26,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,4,5,6,0,0,3,0,0,0,43,48,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,55,130,0,0,0,0,0,0,80,55,135,9,3,14,131,109,239
SAL21580,3,0,0,9,5,16,0,0,0,0,0,0,0,0,0,10,3,18,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,6,0,0,0,24,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,0,0,5,10,6,16,4,3,8,40,33,75
SAL21581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,3,12,0,0,5,15,20,36
SAL21582,0,0,0,6,8,12,0,0,0,0,0,0,0,0,0,13,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,10,0,0,4,0,0,0,33,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,40,97,0,0,0,0,0,0,54,43,98,20,8,35,110,84,198
SAL21583,15,9,23,85,105,190,0,0,0,20,25,41,0,0,0,93,107,197,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,7,10,0,0,0,10,8,16,3,3,11,0,3,4,21,31,48,10,20,28,5,0,6,255,311,559,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,471,463,930,7,7,11,0,4,9,480,467,945,62,57,123,814,847,1665
SAL21584,7,8,20,64,71,136,0,0,0,4,0,3,0,0,0,40,50,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,9,12,12,8,21,0,0,0,0,0,0,10,18,24,11,12,22,0,3,5,142,179,323,0,0,5,5,5,10,0,0,0,0,0,0,0,0,0,4,4,3,0,4,4,342,357,700,3,0,8,0,0,4,348,364,711,55,61,115,560,618,1183
SAL21585,7,3,12,20,32,52,0,0,0,4,6,9,0,0,0,55,59,121,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,4,12,19,30,8,13,14,0,0,0,112,135,254,0,0,0,5,0,6,0,0,3,0,3,3,0,0,0,0,0,0,0,9,9,295,238,533,5,7,6,0,0,3,303,244,540,46,44,87,468,432,905
SAL21586,49,72,127,635,805,1443,0,0,0,33,19,48,0,0,0,824,1026,1844,0,3,6,212,225,443,6,9,9,0,0,0,14,15,32,13,14,22,15,11,23,8,14,20,52,73,124,4,0,4,0,0,0,124,170,291,54,69,126,0,0,4,1991,2456,4442,101,78,181,30,32,66,332,382,720,0,0,0,7,8,12,7,19,20,13,24,35,1801,1945,3743,15,15,33,3,9,8,1819,1962,3782,288,292,584,4627,5301,9929
