SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,8,0,0,0,0,0,22
SAL20021,5,5,33,19,4,4,4,18,0,91,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,4,0,0,0,33,3,0,4,3,4,3,13,7,9,46,142,373,207,203,172,91,97,156,36,1481
SAL20022,3,0,20,8,10,3,4,7,0,57,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,7,5,3,0,5,0,3,25,104,163,158,118,88,30,35,41,11,760
SAL20023,32,8,83,33,25,27,6,19,7,224,0,0,0,0,0,0,0,6,0,5,13,13,13,9,4,5,13,3,0,67,8,14,15,5,0,6,8,6,7,70,529,1426,543,511,468,231,143,184,47,4087
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,0,0,0,0,24
SAL20026,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,0,0,0,4,0,24
SAL20027,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,8,23,31,19,13,10,6,5,6,0,111
SAL20028,3,0,13,8,0,8,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,6,5,0,0,7,3,3,24,86,93,86,52,50,27,32,34,13,474
SAL20029,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,14,13,17,8,6,0,0,8,0,66
SAL20030,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,3,3,0,5,5,0,43
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,8,3,0,5,4,5,35
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,0,0,0,0,0,0,18
SAL20034,4,3,11,15,9,0,0,5,0,53,0,0,0,0,0,0,0,0,0,0,18,23,5,4,12,0,0,0,0,71,8,3,4,0,4,4,0,0,3,32,548,1346,191,170,264,109,39,46,29,2737
SAL20035,23,15,40,17,24,13,14,12,0,146,0,0,0,0,0,0,0,0,0,3,11,21,8,7,17,5,0,0,3,70,11,12,5,3,13,0,0,14,24,92,750,1555,529,401,550,176,118,162,85,4328
SAL20036,27,14,86,52,41,26,19,21,10,293,0,0,0,0,4,0,0,3,0,8,19,23,8,13,22,3,6,7,4,100,18,10,19,12,18,12,13,14,46,159,652,1599,970,716,789,284,330,308,137,5787
SAL20037,31,7,50,22,30,13,9,17,5,193,0,0,0,0,0,0,0,0,0,0,12,15,6,7,13,9,4,6,7,75,12,9,14,11,11,11,11,13,21,118,642,1261,549,324,535,215,159,167,89,3926
SAL20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,4,0,0,3,7,0,37
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,12,6,0,5,4,3,59
SAL20042,4,0,3,0,6,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,14,55,55,56,22,19,6,11,12,9,249
SAL20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,9,0,4,0,0,29
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20046,8,0,19,11,0,8,0,4,0,52,0,0,0,0,0,0,0,0,0,0,3,11,4,10,0,0,3,0,0,28,5,3,5,4,0,3,0,0,0,22,218,426,155,125,97,46,18,45,21,1154
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,16
SAL20049,11,0,22,0,9,10,0,11,0,62,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,7,0,0,3,0,3,5,16,109,97,95,51,53,49,15,51,16,530
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,15
SAL20052,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,9,24,9,16,4,3,4,5,15,6,78
SAL20053,14,3,37,33,14,13,4,23,0,152,0,0,0,0,0,0,0,0,0,0,5,11,0,6,0,0,5,7,0,31,3,8,3,16,9,6,7,28,17,95,242,438,269,442,193,85,87,251,48,2054
SAL20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,5,5,0,0,0,29
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,12,15,8,7,0,3,3,0,71
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,4,0,3,0,4,0,40
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL20062,5,4,12,9,9,6,4,9,0,47,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,18,0,0,4,4,8,0,6,8,11,32,90,276,124,117,115,51,71,68,12,931
SAL20063,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,33,20,15,7,3,3,22,5,131
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20065,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,9,8,7,10,10,0,9,5,0,51
SAL20066,17,14,40,20,17,12,0,10,5,133,0,0,0,0,0,0,0,0,0,0,25,31,3,4,14,6,5,3,3,97,4,17,3,0,3,7,0,0,13,52,942,2170,230,255,433,300,45,84,79,4540
SAL20067,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,11,5,0,0,4,0,39
SAL20068,27,16,127,57,39,31,17,40,6,358,0,0,0,0,0,0,0,4,0,4,11,11,8,18,7,10,0,15,9,76,9,12,14,17,4,9,5,9,30,96,541,1415,748,816,507,265,177,279,64,4812
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,12
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
SAL20071,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,28,9,23,11,5,7,0,172
SAL20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,57,26,13,19,9,3,3,3,172
SAL20073,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,6,5,0,0,33
SAL20074,4,0,17,7,6,6,0,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,13,0,0,5,4,0,0,0,0,4,14,87,235,155,147,83,37,36,50,10,830
SAL20075,28,5,59,41,29,12,5,19,5,195,0,0,0,0,0,0,0,0,0,5,27,50,13,6,9,10,9,7,0,121,21,24,11,15,12,3,13,3,21,108,1276,2856,490,513,725,293,126,197,94,6574
SAL20076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,33,31,11,8,5,3,0,4,0,91
SAL20077,11,0,12,10,9,11,0,8,0,63,0,0,0,0,0,0,0,0,0,0,19,20,0,8,11,4,0,4,0,58,9,6,0,0,5,6,0,4,12,43,773,1462,189,168,342,146,22,66,43,3220
SAL20078,16,3,20,19,7,9,0,14,0,78,0,0,0,0,0,0,0,0,0,3,22,11,3,3,4,4,0,0,5,48,6,9,4,11,4,3,0,4,18,54,518,1156,243,226,270,140,63,97,61,2768
SAL20079,15,0,34,13,16,13,6,0,0,100,0,0,0,0,0,0,0,0,0,0,11,25,3,3,13,0,5,0,0,57,7,3,5,6,3,0,0,6,15,50,547,1023,352,280,321,150,48,67,45,2822
SAL20080,16,0,30,9,17,20,9,7,3,107,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,5,4,3,0,33,12,6,9,4,0,7,5,0,7,38,392,722,338,246,304,160,68,96,36,2354
SAL20081,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,5,5,0,0,3,7,3,42
SAL20082,4,7,26,11,9,8,0,3,0,65,0,0,0,0,0,0,0,0,0,0,4,9,0,0,7,0,6,4,0,29,0,0,3,0,0,3,3,0,9,24,172,292,213,101,181,68,48,51,16,1142
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,13,10,7,0,6,6,0,69
SAL20086,4,0,5,0,5,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,4,13,72,76,76,43,36,13,15,37,10,375
SAL20087,6,0,5,6,0,3,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,6,0,20,54,46,50,51,20,17,22,31,7,294
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20089,23,4,45,29,21,18,8,16,3,163,0,4,0,0,0,0,0,3,0,7,11,6,6,17,11,3,4,3,0,67,16,5,11,12,16,6,8,0,15,83,558,1253,477,338,555,194,118,155,72,3731
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,16
SAL20091,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,6,48,99,70,36,29,11,9,11,5,320
SAL20092,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,13,38,41,27,16,19,8,13,9,7,172
SAL20093,3,0,5,4,6,3,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,0,8,54,82,66,43,43,20,20,19,3,341
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8
SAL20095,13,4,46,15,16,13,3,17,0,131,0,0,4,0,0,0,0,0,0,4,3,5,4,3,6,0,5,7,0,38,13,4,5,6,4,0,8,8,17,71,271,591,479,319,313,116,146,140,32,2407
SAL20096,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,18,28,14,4,0,8,7,0,94
SAL20097,0,0,8,4,4,4,0,10,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,13,54,86,140,74,45,29,17,44,3,491
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20099,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,16,12,22,8,7,3,0,118
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,4,0,0,0,0,17
SAL20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,4,7,0,3,0,3,0,39
SAL20103,7,0,47,25,20,18,3,29,0,158,0,0,0,0,0,0,0,0,0,6,5,3,4,4,0,4,0,3,0,26,4,5,10,7,9,5,3,19,16,74,203,478,329,344,226,131,74,178,38,2004
SAL20104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,13,8,3,0,4,0,67
SAL20105,14,3,65,11,11,8,0,4,4,126,0,0,0,0,0,0,0,3,0,0,24,16,3,8,3,0,0,5,0,57,6,9,3,3,0,4,3,3,8,36,539,1167,251,223,243,134,44,83,32,2719
SAL20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,11,3,4,3,5,5,0,0,34
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SAL20108,7,0,17,5,6,3,0,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,21,5,0,5,7,4,0,4,6,3,36,173,236,189,158,133,51,44,63,16,1064
SAL20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,5,0,15
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20111,12,3,38,16,8,14,6,7,0,104,0,0,0,0,0,0,0,0,0,0,8,5,3,9,9,0,0,0,3,38,3,9,8,6,0,0,0,0,5,35,296,868,202,240,200,101,57,65,22,2051
SAL20112,11,3,29,24,14,13,0,7,0,110,0,0,0,0,0,0,0,0,0,0,10,11,5,8,8,8,0,0,0,40,4,6,10,5,0,0,0,4,5,40,215,550,276,273,188,83,59,101,19,1763
SAL20113,7,0,28,7,3,3,6,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,7,5,0,6,3,26,195,438,183,162,154,56,33,57,16,1286
SAL20114,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,5,6,3,3,3,0,4,0,30
SAL20115,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,16,20,14,3,8,5,3,0,5,77
SAL20116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,3,4,3,0,3,3,46
