SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL20771,22,21,41,167,239,407,0,0,0,6,0,9,12,11,25,2983,2232,5216,124,279,410,21,0,21,16,0,16,8,3,14,25,20,48,86,128,215,3472,2944,6418,43,26,62,0,0,0,0,0,0,8,3,13,0,3,3,0,0,5,53,34,87,0,0,0,16,12,34,11,10,20,4,17,17,0,4,3,31,39,72,25,33,54,108,107,215,23,8,33,5,8,12,0,0,0,30,19,46,1796,1804,3602,473,731,1208,35,29,62,5914,5631,11549
SAL20772,24,24,46,185,222,408,5,0,6,0,3,6,12,5,15,3694,2843,6536,128,312,439,37,0,37,14,0,14,7,0,6,32,21,56,67,87,156,4214,3519,7726,45,14,58,0,0,0,0,0,0,15,9,25,5,4,6,0,0,0,67,25,94,0,0,0,20,10,25,30,10,44,5,11,19,0,3,4,55,41,87,36,18,53,158,83,235,19,19,41,4,11,13,0,0,5,22,33,51,2302,2221,4526,553,951,1508,28,28,56,7271,6830,14104
SAL20773,6,14,22,0,0,0,0,0,0,0,0,0,4,0,4,402,221,618,6,22,25,9,0,5,0,0,0,0,0,0,3,0,3,0,0,5,433,260,693,3,4,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,12,20,0,9,6,0,0,0,0,0,0,0,9,8,116,115,229,40,85,120,5,0,4,606,475,1077
SAL20774,17,30,46,33,26,57,0,0,0,0,0,0,0,4,4,1503,1173,2673,67,129,199,24,0,24,9,0,9,6,0,6,13,8,17,9,14,22,1678,1380,3058,6,9,9,0,0,0,0,0,0,11,0,15,3,0,0,0,0,0,20,11,30,0,0,0,0,4,3,0,5,5,0,4,3,0,0,0,11,10,17,20,12,29,47,28,81,0,3,8,0,0,0,0,0,0,3,3,8,1036,1027,2064,276,444,727,11,14,22,3051,2905,5957
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,4,10
SAL20776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,91,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,63,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,3,8,15,0,0,0,76,65,139
SAL20777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,45,97,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,5,0,3,62,46,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,31,3,6,14,0,0,0,85,76,161
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,10,10,24
SAL20779,136,83,226,13,18,30,0,0,0,0,0,0,5,7,3,4454,3248,7703,189,223,415,78,4,85,13,3,19,15,0,17,32,20,53,16,52,69,4951,3670,8615,25,24,57,0,0,0,0,3,3,40,21,57,3,4,6,8,0,8,75,58,132,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,11,11,37,15,52,118,77,199,23,17,37,0,0,0,0,0,0,23,17,37,1350,1827,3181,539,1167,1710,25,14,36,7000,6779,13782
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,0,4,3,0,0,0,24,20,44
SAL20783,28,22,43,35,31,69,0,0,0,0,0,0,3,3,15,1649,699,2347,115,123,239,39,3,43,4,0,4,7,0,12,19,8,22,18,14,27,1928,908,2832,5,13,16,0,0,0,0,0,0,3,9,10,3,0,4,0,0,0,9,18,28,0,0,0,0,0,0,0,0,4,0,4,7,0,3,5,4,7,14,20,8,31,30,37,71,4,6,13,0,0,0,0,0,0,4,9,12,124,184,303,124,131,254,32,8,43,2237,1283,3515
SAL20784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,17,15,34
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,4,14
SAL20786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,4,0,0,3,24,21,48
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,15,9,23
SAL20788,0,0,4,4,8,18,0,0,0,0,0,0,0,0,0,942,662,1606,48,46,95,20,0,20,4,0,4,9,0,13,9,6,14,22,19,43,1062,749,1813,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,4,12,0,14,19,6,21,0,0,0,0,0,0,0,0,0,0,0,0,207,319,526,160,241,402,15,17,31,1454,1337,2787
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,7
SAL20790,32,9,45,3,0,8,0,0,0,0,0,0,0,3,6,2390,1977,4362,132,134,268,50,5,61,5,0,5,6,3,11,8,0,11,42,38,78,2686,2182,4865,7,3,16,0,0,0,0,0,0,3,4,10,0,0,3,0,0,0,17,14,28,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,4,4,5,33,9,43,51,26,74,0,4,9,0,0,0,3,0,3,6,3,7,362,558,914,275,557,838,14,15,28,3393,3332,6732
SAL20791,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,25,65,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,46,33,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,3,8,11,0,0,0,55,45,99
SAL20792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,105,0,4,8,5,0,5,0,0,0,0,0,0,0,0,0,8,4,18,76,60,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,21,31,9,10,13,0,0,0,105,81,189
SAL20793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,42,104,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,75,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,53,3,12,18,0,0,0,102,92,196
SAL20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,9,17
SAL20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,28,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,3,9,9,0,0,4,48,39,82
SAL20796,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,81,58,146,3,3,8,0,0,0,0,0,0,3,0,4,0,0,5,3,4,9,98,76,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,40,48,91,11,21,35,0,0,0,154,143,297
SAL20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,4,4,0,0,0,7,11,21
SAL20798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,60,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,39,12,15,25,0,0,0,68,70,135
SAL20799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,37,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,33,4,5,9,0,0,0,49,48,101
SAL20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,47,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,3,3,11,0,0,0,48,34,85
SAL20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,9,8,17
SAL20802,4,0,8,4,3,4,0,0,0,0,0,3,0,0,0,683,567,1249,35,34,69,11,0,11,5,0,5,5,0,3,6,3,10,28,26,49,777,636,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,9,10,4,0,4,0,0,0,0,0,0,4,0,7,151,193,349,95,173,267,4,3,10,1041,1012,2054
SAL20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,3,0,0,0,12,10,30
SAL20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,47,110,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,72,54,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,26,43,8,12,21,0,3,3,103,99,199
SAL20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,20,3,4,9,0,0,0,26,28,50
SAL20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,0,0,12,7,17
SAL20807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,19,23,35
SAL20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,3,3,0,0,0,15,14,30
SAL20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98,201,6,0,5,6,0,3,0,0,0,5,0,5,4,0,4,24,14,38,136,119,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,59,14,27,34,0,0,0,182,179,358
SAL20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,7,6,20
SAL20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,32,89,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,63,41,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,0,6,9,0,0,0,71,63,135
SAL20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,77,159,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,12,11,19,101,87,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,10,20,30,0,0,0,119,119,241
SAL20814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,14,16,39
SAL20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,9
SAL20816,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,67,58,121,5,3,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,81,63,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,40,12,11,25,0,0,0,108,102,210
SAL20817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,0,0,0,16,15,34
SAL20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SAL20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,4,0,0,0,22,18,44
SAL20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,8,5,7
SAL20822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,162,338,8,12,17,0,0,0,0,0,0,0,0,0,5,0,5,5,3,8,192,177,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,43,68,26,38,63,0,5,8,248,260,508
SAL20823,0,0,5,9,4,14,0,0,0,0,0,0,0,0,0,859,755,1613,65,68,130,21,0,21,5,0,7,12,5,11,0,0,3,26,17,37,994,854,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,5,3,5,15,0,12,18,6,26,0,0,0,0,0,0,0,0,0,0,0,0,76,132,208,94,193,290,11,4,12,1191,1195,2386
SAL20824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20825,40,26,59,5,3,5,0,0,0,0,0,0,0,0,0,471,305,779,24,43,67,4,0,4,0,0,0,11,7,21,4,0,9,23,36,63,577,425,1004,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,5,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,8,6,21,6,0,6,0,0,0,0,0,0,5,0,5,399,429,826,71,161,229,3,0,5,1065,1033,2092
