SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL20153,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SAL20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,12
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,17
SAL20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13
SAL20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,0,21
SAL20160,0,0,0,0,0,11,0,0,7,4,3,0,13,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,5,3,3,29,19,40,6,101
SAL20161,0,0,0,0,0,4,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,12,9,21,0,53
SAL20162,24,79,14,20,0,198,49,37,139,42,29,10,309,3,0,14,4,3,0,29,5,3,12,13,21,0,53,6,3,16,5,17,3,50,192,103,648,238,326,48,1559
SAL20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL20164,0,4,0,0,0,3,0,0,5,6,9,0,16,0,0,0,0,0,0,5,0,0,0,0,10,0,8,0,0,0,0,0,0,3,3,3,10,14,58,6,98
SAL20165,5,26,0,9,0,46,5,8,25,11,11,0,63,0,0,0,4,0,0,3,0,0,0,0,21,0,22,0,0,0,0,4,0,11,37,26,127,62,163,12,423
SAL20166,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,8,0,25
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,13
SAL20169,12,31,7,11,0,78,9,5,39,27,39,4,123,0,0,0,0,3,0,8,0,0,5,8,31,0,45,0,0,5,3,21,3,28,33,23,144,122,397,21,741
SAL20170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL20171,0,7,5,3,0,15,0,0,5,5,0,0,8,0,0,0,3,0,0,6,0,0,0,0,8,0,9,0,0,0,0,0,3,4,0,3,22,24,81,0,140
SAL20172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,10,5,8,0,30
SAL20173,46,175,43,46,5,430,97,48,303,145,213,16,824,3,5,25,14,20,0,60,18,7,33,44,94,6,205,31,3,49,28,67,28,208,582,185,1465,764,1335,124,4458
SAL20174,50,129,42,40,6,322,74,54,200,112,147,12,598,0,0,19,12,10,0,44,5,3,25,28,79,3,145,12,4,22,21,55,11,129,321,166,927,591,1116,87,3205
SAL20175,36,152,55,49,6,356,52,34,141,79,95,5,401,0,0,9,9,8,3,32,8,0,13,28,62,0,115,0,0,22,21,39,17,106,228,115,673,545,1073,65,2703
SAL20176,18,60,17,20,0,144,16,13,54,28,21,6,134,0,0,8,9,3,0,20,0,0,0,10,35,8,55,0,0,9,12,17,5,40,91,45,292,202,453,43,1121
SAL20177,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,7,14,0,29
SAL20178,0,0,0,0,0,6,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,5,33
SAL20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,15
SAL20180,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15
SAL20181,8,13,7,3,0,37,4,11,15,20,21,0,73,0,0,0,0,3,0,3,0,0,0,0,11,0,12,0,0,0,0,7,3,18,22,20,60,91,200,17,413
SAL20182,79,290,64,41,9,652,148,58,302,101,59,22,685,11,12,56,13,15,3,102,14,8,41,24,42,3,136,40,6,78,26,40,24,222,859,339,2300,788,817,147,5251
SAL20183,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SAL20184,0,4,0,0,0,4,0,4,4,5,8,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,0,3,5,6,18,23,58,11,119
SAL20185,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,8,3,18,4,36
SAL20186,42,81,13,16,0,186,43,41,108,68,72,12,336,8,7,10,8,6,0,25,6,0,5,4,25,0,34,0,0,15,0,11,11,39,161,146,439,217,449,52,1458
SAL20187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20188,42,114,33,26,0,285,50,26,104,54,50,5,292,3,0,10,7,8,3,37,4,0,16,21,44,0,84,9,0,16,6,15,4,59,240,116,532,279,438,39,1650
SAL20189,6,38,15,14,0,99,10,6,26,28,17,0,84,3,0,6,0,9,0,18,0,0,3,4,20,0,29,0,0,5,0,3,3,7,48,23,159,98,202,10,542
SAL20190,10,23,9,14,0,69,10,8,39,21,29,3,105,0,0,4,3,6,0,18,3,0,5,14,26,0,51,5,3,4,0,6,5,23,50,28,174,125,250,15,636
SAL20191,17,74,30,35,0,175,27,18,115,62,92,11,329,0,0,4,0,3,0,13,3,0,8,11,45,3,75,6,0,6,5,25,14,63,140,61,459,290,663,56,1670
SAL20192,22,61,34,36,3,179,27,17,81,62,82,13,288,0,0,5,3,11,0,19,0,0,3,8,47,3,59,5,0,11,8,26,4,61,94,65,354,288,649,61,1529
SAL20193,0,3,0,0,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,22,19,15,10,69
SAL20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20195,0,20,7,3,0,44,15,0,18,10,10,5,60,0,0,8,5,0,0,14,0,0,0,0,3,0,7,0,0,5,6,11,3,20,46,17,140,78,107,14,405
SAL20196,0,11,4,6,0,20,6,0,11,5,9,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,8,6,5,33,21,53,8,125
SAL20197,3,0,0,0,0,7,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,9,0,19
SAL20198,10,27,8,0,0,69,35,11,58,13,21,0,140,0,0,4,4,0,0,18,0,0,10,6,11,0,31,4,0,7,9,7,3,24,122,42,285,101,143,28,728
SAL20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20200,0,6,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,4,3,8,31,11,9,4,58
SAL20201,98,360,82,70,6,819,198,117,516,183,259,24,1298,9,0,26,13,20,4,73,18,7,31,36,95,9,193,16,3,40,26,54,28,168,770,361,1902,814,1744,121,5709
SAL20202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13
SAL20203,0,3,0,3,0,6,4,0,5,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,8,3,19,19,51,4,102
SAL20204,47,118,55,62,4,322,40,35,156,155,210,25,625,3,5,7,6,25,3,50,0,3,6,13,80,4,110,0,0,4,11,56,24,110,169,121,552,545,1367,148,2902
SAL20205,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,15,3,30
SAL20206,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,5,25
SAL20207,7,11,3,0,0,20,4,0,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,10,33,16,14,6,96
SAL20208,46,111,19,26,7,266,116,44,248,66,77,12,562,3,3,4,6,3,0,27,6,4,8,18,29,4,63,3,5,4,9,14,11,51,277,165,704,286,553,50,2034
SAL20209,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,12,0,25
SAL20210,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,17,0,26
SAL20211,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,13,0,23
SAL20212,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,11,3,19,5,46
SAL20213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL20214,107,329,94,55,8,833,217,91,496,178,120,41,1145,16,11,62,15,22,3,123,21,12,77,41,80,4,231,44,9,95,41,35,37,262,1455,456,3335,1086,1070,202,7601
SAL20215,181,543,126,111,17,1363,338,144,769,279,212,39,1780,23,3,84,36,28,11,187,34,11,100,80,178,8,411,69,10,161,64,72,57,429,2057,693,4875,1797,2144,325,11887
SAL20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SAL20217,0,0,0,0,0,6,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,8,8,40,4,60
SAL20218,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,19
SAL20219,0,0,0,0,0,4,0,0,6,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,23,0,42
SAL20220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SAL20221,0,4,0,0,0,11,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,24,0,43
SAL20222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,12
SAL20223,0,0,0,0,0,7,0,0,0,4,0,0,8,0,0,3,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,14,7,30,0,55
SAL20224,218,808,272,275,39,2070,472,239,1153,637,631,86,3214,15,14,66,55,64,6,212,35,13,107,140,370,17,675,84,8,192,133,243,77,736,2310,818,5589,3376,5399,520,18004
SAL20225,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,3,3,20,0,32
SAL20226,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,8,20,0,24
SAL20227,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,3,11,12,6,33
SAL20228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL20229,0,13,4,0,0,21,5,6,6,7,6,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,19,7,42,34,79,3,187
SAL20230,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12
SAL20231,0,0,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,44,3,67
SAL20232,0,4,3,5,0,13,0,6,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,7,23,16,50,9,97
SAL20233,16,58,27,31,3,151,40,22,98,53,45,7,265,0,0,3,4,7,0,17,0,4,7,8,46,0,62,7,3,11,12,27,9,68,127,66,361,339,648,55,1601
SAL20234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20235,0,5,0,0,0,7,5,0,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,18,13,39,0,79
SAL20236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL20237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,21
SAL20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,13
SAL20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,14
SAL20242,0,4,0,5,0,8,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,21,0,43
SAL20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20244,4,5,0,5,3,25,5,3,17,11,8,0,38,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,0,0,0,0,0,0,8,4,61,33,77,7,211
SAL20245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20246,6,8,4,7,0,29,0,0,3,8,7,0,27,0,0,0,0,0,0,0,0,0,0,3,12,0,16,0,0,0,0,5,0,5,8,10,32,43,119,6,220
SAL20247,5,14,8,4,0,36,7,10,29,9,14,5,71,0,0,5,3,0,0,8,0,0,0,3,6,0,15,0,0,0,0,5,0,6,21,21,98,49,133,18,339
SAL20248,19,62,22,23,4,161,13,18,73,41,74,6,229,0,0,8,6,11,0,30,0,0,6,10,39,4,65,0,0,6,6,29,3,52,63,58,265,241,667,47,1344
SAL20249,12,54,13,16,0,134,28,18,59,28,28,4,164,0,4,4,5,4,0,14,0,0,4,6,5,0,20,0,0,8,3,7,5,18,109,49,240,117,228,20,761
SAL20250,0,0,0,0,0,0,0,8,0,0,4,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,18,12,32,4,68
SAL20251,41,126,23,12,6,280,95,26,142,34,32,10,337,11,0,23,9,8,4,43,0,4,23,10,24,3,64,17,0,70,21,18,18,142,405,141,1133,350,355,70,2462
SAL20252,87,289,49,47,6,729,211,90,436,121,86,21,974,11,5,45,9,18,0,86,29,11,61,36,48,3,196,23,6,74,24,32,18,182,1340,415,2613,687,772,120,5947
SAL20253,42,135,27,14,3,307,88,52,234,79,61,13,520,8,0,25,0,4,0,44,11,5,33,27,34,7,115,23,0,49,16,15,13,129,517,185,1236,442,467,69,2918
SAL20254,72,211,42,38,5,508,117,64,279,94,90,13,655,6,3,36,13,10,0,69,11,11,41,16,49,3,132,29,7,47,20,30,18,150,786,288,1668,554,641,79,4003
SAL20255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,6,4,12
SAL20256,3,6,0,0,0,22,5,0,17,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,7,19,13,49,18,47,0,140
SAL20257,11,37,11,5,3,85,15,6,36,14,15,5,83,4,0,6,3,8,0,20,7,0,7,8,8,0,20,0,0,6,7,5,5,31,93,37,254,157,222,33,795
SAL20258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16
SAL20259,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,0,4,17,19,40,5,88
SAL20260,10,13,7,9,0,38,0,8,18,14,20,0,62,0,0,0,0,0,0,4,0,0,0,6,16,0,25,0,0,4,0,10,8,20,14,22,47,57,249,22,402
SAL20261,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,5,33
SAL20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,10
SAL20263,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0,5,0,0,0,5,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,4,8,4,19,0,31
SAL20264,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,9,0,25
SAL20265,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL20266,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,8,12,0,35
SAL20267,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,5,25
SAL20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL20269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20270,0,8,0,0,0,3,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,3,0,5,20,8,41,3,72
SAL20271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20272,3,0,3,0,0,3,0,0,4,3,0,0,9,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,23,16,11,7,62
SAL20273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20274,0,5,0,8,0,6,0,3,13,3,11,0,36,0,0,0,0,0,0,3,0,0,5,0,11,0,21,0,0,0,0,3,0,3,4,7,32,31,111,9,195
SAL20275,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,5,0,15
SAL20276,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,21,3,40
SAL20277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,12
SAL20278,58,125,51,33,3,347,59,39,159,71,88,12,427,6,0,10,10,8,0,36,6,4,14,17,41,9,84,8,0,32,15,35,9,105,285,166,837,460,789,74,2606
SAL20279,5,10,6,3,0,19,3,0,8,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,3,7,0,9,5,8,68,50,98,12,236
SAL20280,0,10,0,0,0,7,0,0,4,9,7,0,22,0,0,0,0,0,0,4,0,0,0,0,5,0,10,0,0,0,0,4,0,6,8,5,30,20,45,3,108
SAL20281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,0,22
SAL20282,0,3,6,0,0,17,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,0,29,18,41,0,102
SAL20283,7,11,0,0,0,17,0,0,7,4,9,0,17,0,0,6,0,0,0,0,0,0,0,0,9,0,5,0,0,0,5,4,0,7,7,13,49,48,100,3,223
SAL20284,0,17,7,9,0,37,8,8,41,12,29,0,94,0,0,0,0,0,0,0,0,0,0,5,10,0,13,0,0,0,4,0,3,11,34,8,117,60,137,6,372
SAL20285,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,14,16,0,45
SAL20286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL20288,4,18,0,3,0,41,4,5,12,16,15,0,52,0,0,4,0,0,0,6,0,0,0,3,4,0,8,0,0,3,6,3,5,14,20,15,67,54,135,18,304
SAL20289,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,6,20,0,42
SAL20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,16
SAL20292,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL20293,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6
SAL20294,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20,4,48
SAL20295,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,25,3,38
SAL20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20297,0,0,0,0,0,6,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,28
SAL20298,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,13,23,0,58
SAL20299,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,6,0,23
SAL20300,4,10,0,3,0,26,4,0,22,4,14,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,5,6,16,12,55,25,99,16,225
SAL20301,6,0,0,0,0,0,0,0,6,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,0,19,0,36
SAL20302,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,4,15,0,30
SAL20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10
SAL20304,131,419,125,110,15,998,178,118,461,316,350,30,1454,12,4,37,22,36,6,109,18,8,59,70,217,6,384,41,10,106,57,146,35,395,934,416,2583,1507,2876,219,8542
