SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL20134,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,22,0,0,0,0,22
SAL20135,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,27,0,0,0,0,27
SAL20136,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,7,33,0,31,..,72,8,83,0,85,..,11,5,19,80,95,2865,82,17,99,79,3041
SAL20137,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,11,0,11,..,0,0,0,5,5,71,7,0,11,5,82
SAL20138,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,177,0,0,0,5,185
SAL20139,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,11
SAL20140,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,9,9,133,5,0,5,9,141
SAL20141,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,8,0,8,..,16,5,28,0,28,..,5,0,4,33,32,431,23,3,24,33,487
SAL20142,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,47,0,0,0,4,49
SAL20143,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,38,0,0,0,0,41
SAL20144,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,7,0,7,15,17,208,9,0,9,15,229
SAL20145,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,12
SAL20146,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,6,0,6,..,10,3,18,0,18,..,0,0,3,74,75,896,15,5,19,74,987
SAL20147,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,16,19,172,0,0,0,16,188
SAL20148,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,19,131,3,0,3,17,149
SAL20149,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,7,0,9,0,9,..,0,0,0,12,15,432,7,0,8,12,458
SAL20150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,7,5,17,0,17,..,0,0,0,24,24,253,7,5,17,24,291
SAL20151,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,23,23,215,5,0,5,23,247
SAL20152,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,22
SAL20153,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,11
SAL20154,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,7,7,37,6,0,6,7,45
SAL20155,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL20156,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,39,3,0,3,0,39
SAL20157,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,31,0,0,0,0,33
SAL20158,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL20159,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,9,9,79,11,0,11,9,96
SAL20160,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,3,0,3,0,3,..,12,3,13,0,12,..,0,0,0,8,8,251,12,3,13,7,269
SAL20161,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,11,11,122,9,0,9,11,136
SAL20162,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,19,4,23,..,62,3,63,4,68,..,5,0,5,292,298,3993,68,3,69,294,4353
SAL20163,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,24,0,0,0,0,23
SAL20164,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,0,0,0,37,37,359,6,0,10,37,405
SAL20165,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,13,0,13,..,68,4,70,0,70,..,0,0,0,32,34,1038,69,4,72,32,1141
SAL20166,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,60,0,0,0,8,76
SAL20167,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,13,0,13,..,0,0,0,10,10,10,9,3,13,10,30
SAL20169,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,5,13,0,13,..,95,7,99,0,99,..,5,0,5,93,93,1966,100,7,106,95,2166
SAL20170,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,22,0,0,0,0,22
SAL20171,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,14,0,14,..,0,0,0,19,19,409,13,0,14,19,445
SAL20172,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,16,16,74,6,0,6,16,95
SAL20173,8,100,0,100,..,34,0,34,0,34,..,12,0,15,0,15,..,116,38,157,0,157,..,251,77,329,12,339,..,3070,675,3739,54,3789,..,50,4,55,441,498,7978,3119,676,3792,493,12262
SAL20174,0,24,0,24,..,31,0,29,0,29,..,3,0,0,0,0,..,51,17,67,0,68,..,225,50,276,4,284,..,1475,274,1750,23,1768,..,26,4,31,387,416,6821,1498,282,1777,409,9014
SAL20175,0,20,0,20,..,11,4,12,0,12,..,4,0,4,0,4,..,7,0,7,0,7,..,123,16,142,0,145,..,728,87,810,13,821,..,24,0,24,204,224,6217,751,87,837,214,7267
SAL20176,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,24,6,26,0,33,..,111,12,125,0,123,..,0,0,0,154,158,2711,115,12,118,158,2997
SAL20177,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,0,0,0,16,16,190,11,0,11,16,213
SAL20178,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,12,0,12,..,3,0,3,12,16,137,11,0,13,12,167
SAL20179,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,50,0,0,0,3,53
SAL20180,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,8,0,8,..,0,0,0,0,0,33,5,3,8,0,44
SAL20181,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,10,3,18,0,18,..,39,6,47,0,48,..,0,0,0,125,126,1540,40,6,50,127,1712
SAL20182,0,3,0,3,..,17,0,17,0,17,..,31,0,31,0,31,..,19,7,28,0,28,..,160,11,171,0,171,..,1337,125,1463,11,1468,..,42,0,42,318,359,12122,1379,125,1501,326,13947
SAL20183,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,24
SAL20184,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,30,30,356,12,0,12,30,394
SAL20185,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,4,9,..,0,0,0,28,28,85,7,0,7,37,125
SAL20186,0,0,0,0,..,3,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,41,8,47,0,51,..,172,13,183,9,185,..,10,0,15,311,320,3766,182,9,193,319,4274
SAL20187,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,11,0,0,0,4,17
SAL20188,0,3,0,3,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,44,7,49,0,54,..,243,25,273,4,272,..,7,0,9,109,123,3504,254,26,280,114,3894
SAL20189,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,35,0,40,0,40,..,90,5,99,0,99,..,0,0,0,44,45,1259,98,5,99,44,1398
SAL20190,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,20,0,20,0,20,..,74,6,84,0,84,..,7,0,9,43,49,1542,77,11,89,43,1670
SAL20191,7,34,0,34,..,33,9,40,0,40,..,7,0,10,0,10,..,18,9,27,0,27,..,239,67,306,4,311,..,1621,382,2002,10,2011,..,34,7,44,216,257,3331,1651,396,2045,223,5602
SAL20192,0,5,0,5,..,11,0,14,0,14,..,23,9,36,0,36,..,3,9,15,0,15,..,160,30,189,0,191,..,1069,247,1319,14,1327,..,11,3,17,229,249,3501,1085,251,1337,244,5083
SAL20193,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,0,0,0,13,13,143,9,0,10,13,169
SAL20194,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,5,0,0,0,3,5
SAL20195,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,13,..,37,3,41,0,40,..,0,0,0,156,159,1145,42,3,45,162,1346
SAL20196,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,9,0,9,..,12,0,11,0,11,..,0,0,0,15,15,365,12,0,11,15,393
SAL20197,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,12,12,47,3,0,3,12,59
SAL20198,4,43,0,43,..,5,0,8,0,8,..,0,0,0,0,0,..,43,15,53,0,53,..,107,16,120,4,126,..,580,120,701,15,712,..,13,0,15,88,104,1182,593,126,716,103,1996
SAL20199,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20200,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,7,0,10,0,10,..,0,0,0,8,8,133,7,0,10,7,151
SAL20201,0,32,0,32,..,21,8,30,0,30,..,9,0,8,0,8,..,32,11,37,0,37,..,228,23,254,9,261,..,1491,161,1645,16,1665,..,51,7,58,572,631,12764,1539,167,1701,596,15066
SAL20202,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,65,0,0,0,8,72
SAL20203,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,18,18,278,8,0,8,18,303
SAL20204,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,5,..,56,4,56,0,62,..,400,45,443,14,459,..,26,0,26,853,876,9482,426,45,472,865,10822
SAL20205,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,37,37,131,4,0,4,37,173
SAL20206,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,18,18,50,0,0,0,18,69
SAL20207,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,17,0,17,..,0,0,0,6,6,245,16,0,17,6,267
SAL20208,0,5,0,5,..,9,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,11,..,88,58,141,0,141,..,387,82,472,4,477,..,18,4,26,310,339,4839,410,89,495,320,5652
SAL20209,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,13,13,95,3,0,3,13,109
SAL20210,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,79,0,0,0,10,93
SAL20211,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,56,0,0,0,0,56
SAL20212,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,17,17,120,7,0,7,17,138
SAL20213,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,33,0,0,0,5,42
SAL20214,0,64,0,66,..,54,6,57,0,64,..,28,5,38,0,38,..,115,18,132,0,135,..,429,37,465,10,476,..,4646,776,5430,48,5474,..,75,11,86,507,594,11856,4718,790,5510,557,17921
SAL20215,6,152,0,155,..,37,10,51,0,51,..,56,3,64,5,67,..,266,39,310,0,310,..,1295,93,1386,31,1413,..,8897,1266,10162,84,10248,..,112,13,130,740,866,19045,9012,1275,10290,821,30159
SAL20216,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,9
SAL20217,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,0,160,0,0,0,3,165
SAL20218,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,45,0,0,0,7,52
SAL20219,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,24,24,155,6,0,6,24,194
SAL20220,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,28,0,0,0,7,35
SAL20221,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,170,0,0,0,5,180
SAL20222,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,27,0,0,0,3,37
SAL20223,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,20,20,152,0,0,0,20,174
SAL20224,31,716,0,716,..,61,9,73,3,71,..,55,19,69,0,69,..,135,17,151,0,152,..,1812,249,2058,30,2089,..,12774,1512,14284,133,14413,..,226,27,254,1691,1950,33937,13004,1537,14538,1819,50298
SAL20225,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,98,0,0,0,10,113
SAL20226,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,16,16,118,4,0,4,16,135
SAL20227,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,9,76,0,0,0,4,84
SAL20228,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
SAL20229,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,10,10,457,17,0,17,10,485
SAL20230,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,89,0,0,0,10,101
SAL20231,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,3,0,3,..,0,0,0,7,7,304,0,0,3,7,312
SAL20232,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,9,9,15,3,17,..,0,0,0,43,43,279,9,9,15,43,337
SAL20233,3,18,0,19,..,8,0,8,0,8,..,41,4,48,0,48,..,9,5,16,0,16,..,180,19,206,7,210,..,1082,106,1190,14,1208,..,16,6,18,197,216,3222,1094,113,1212,211,4642
SAL20234,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,8
SAL20235,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,4,0,4,..,10,4,12,0,12,..,0,0,0,16,16,254,10,4,12,16,281
SAL20236,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,6,..,0,0,0,4,4,28,4,0,4,4,38
SAL20237,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,7,0,7,..,5,0,5,0,9,55,9,0,5,0,60
SAL20238,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,61,0,0,0,5,61
SAL20239,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20240,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,11
SAL20241,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,0,0,0,5,5,44,0,0,0,4,49
SAL20242,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,131,0,0,0,0,134
SAL20243,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,8
SAL20244,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,35,5,37,0,40,..,0,0,0,53,53,604,35,5,37,58,694
SAL20245,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,9
SAL20246,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,6,6,0,6,..,3,0,0,0,0,..,30,14,48,0,48,..,3,0,3,85,91,611,35,18,52,85,748
SAL20247,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,50,50,879,12,0,9,50,942
SAL20248,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,29,0,29,..,117,13,128,0,124,..,13,0,11,137,148,4003,124,14,138,140,4276
SAL20249,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,25,5,22,0,26,..,160,19,173,4,177,..,7,0,10,117,126,1817,165,16,185,125,2124
SAL20250,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,4,12,..,0,0,0,78,78,184,5,0,9,77,274
SAL20251,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,3,0,3,0,3,..,66,5,74,0,78,..,658,53,708,5,718,..,26,0,26,183,207,5465,683,53,734,191,6389
SAL20252,0,72,0,71,..,36,9,46,0,46,..,3,0,3,0,3,..,94,23,118,0,117,..,232,26,260,9,270,..,3357,634,3987,50,4034,..,29,0,32,399,433,10007,3388,630,4022,445,14478
SAL20253,0,32,0,36,..,15,4,17,0,17,..,0,0,5,0,5,..,80,22,100,0,100,..,90,11,100,3,99,..,2399,514,2913,23,2933,..,27,6,34,119,155,4538,2423,519,2949,140,7627
SAL20254,6,69,0,75,..,21,6,23,0,23,..,5,0,5,0,5,..,133,16,149,0,149,..,151,17,168,5,171,..,3174,772,3938,53,3995,..,29,9,35,285,321,6620,3203,774,3979,343,10939
SAL20255,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,31,0,0,0,10,38
SAL20256,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,14,..,24,5,24,0,28,..,0,0,0,26,26,337,24,5,24,22,387
SAL20257,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,4,13,0,13,..,127,8,127,3,132,..,3,0,3,222,231,2425,133,8,135,222,2786
SAL20258,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,9,9,37,7,0,7,9,43
SAL20259,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,5,4,11,0,11,..,0,0,0,26,27,198,9,4,12,26,237
SAL20260,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,33,0,34,0,34,..,0,0,0,50,51,1199,34,0,37,50,1290
SAL20261,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,7,71,0,0,0,10,82
SAL20262,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,22,0,0,0,0,25
SAL20263,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,86,0,0,0,4,100
SAL20264,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,72,0,0,0,9,84
SAL20265,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,4,0,0,0,5,8
SAL20266,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,77,0,0,0,8,88
SAL20267,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,73,0,0,0,13,93
