SAL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SAL20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8
SAL20661,0,0,3,166,9,0,5,5,0,6,4,3,3,6,84,128,8,0,9,0,0,4,0,0,0,14,29,63,846,167,33,552,89,494,39,231,56,1020,141,3674
SAL20662,0,5,0,44,0,0,0,0,0,0,0,3,0,0,41,57,0,0,0,0,0,0,0,3,0,15,16,30,368,72,13,265,31,204,12,122,24,486,67,1660
SAL20663,0,0,0,29,0,0,0,0,0,0,0,0,0,9,37,51,0,0,0,0,0,0,0,0,0,16,15,37,311,53,11,221,28,157,8,73,21,548,66,1501
SAL20664,0,0,0,67,0,0,0,0,0,0,0,0,0,0,34,42,0,0,0,5,0,0,0,0,0,0,10,17,365,65,10,219,28,210,10,92,21,373,55,1446
SAL20665,0,0,0,22,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,4,10,116,14,0,50,5,25,8,17,0,91,20,357
SAL20666,0,0,0,47,5,0,0,0,0,0,0,0,0,4,40,51,0,0,0,0,6,0,0,0,0,9,9,15,391,64,11,232,30,157,14,58,23,338,50,1359
SAL20667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,8
SAL20669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11,6,31
SAL20670,0,0,0,127,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,194,14,0,60,10,27,0,23,0,15,6,338
SAL20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,8,3,23
SAL20672,0,0,0,8,0,0,0,0,0,0,0,0,0,5,20,20,0,0,0,0,0,0,0,0,0,0,0,3,31,20,10,59,9,38,0,35,6,184,22,410
SAL20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
SAL20674,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,3,0,9,54,23,0,66,6,33,0,38,9,101,15,342
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,3,0,15,0,36
SAL20679,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,7,0,22
SAL20680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
SAL20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8
SAL20682,0,11,0,241,0,0,0,5,0,0,0,3,0,10,66,84,0,0,0,0,0,0,0,0,0,24,19,42,714,135,20,394,46,224,25,204,36,1071,92,2965
SAL20683,5,6,0,60,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,3,3,6,86,10,0,58,9,35,5,50,5,184,11,462
SAL20684,6,0,0,94,0,0,0,0,0,0,0,0,0,4,19,26,0,0,0,0,0,0,0,0,0,9,3,14,177,32,4,128,21,85,6,58,18,266,19,818
SAL20685,0,6,0,41,6,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,9,127,22,0,62,14,42,4,37,3,161,15,489
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20687,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,3,0,4,0,4,0,35
SAL20688,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,7,0,3,0,5,0,9,0,37
SAL20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,12
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,5,0,20
SAL20697,0,0,0,30,0,0,0,3,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,6,103,18,0,70,12,44,8,39,5,178,10,481
SAL20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
SAL20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11
SAL20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,0,9,0,3,0,29,0,60
SAL20701,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,5,0,5,0,8,0,38
SAL20702,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,5,10,16,26,8,0,23,0,33,4,22,3,187,21,327
SAL20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,5,0,11
SAL20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,16,3,6,0,8,5,28,8,106
SAL20707,0,5,0,48,0,0,0,4,0,8,0,0,5,3,56,81,0,0,0,0,0,3,0,0,4,18,12,34,361,143,16,261,26,268,18,142,34,668,94,2034
SAL20708,0,4,0,58,4,0,3,0,0,0,0,0,0,7,44,64,0,0,0,0,0,0,0,0,0,20,28,57,304,84,16,162,18,180,14,107,15,854,81,1830
SAL20709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,17
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,10,0,18
SAL20712,0,0,0,71,0,0,0,0,0,0,0,0,0,4,15,27,0,0,0,0,0,0,0,4,0,4,8,23,197,44,7,137,22,89,11,71,8,270,28,875
SAL20713,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SAL20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,13
SAL20715,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,10,0,12,0,3,0,26,3,75
SAL20716,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,5,0,3,0,16,0,51
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20718,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,4,0,5,3,21,0,53
SAL20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,20
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SAL20721,0,4,0,49,0,0,0,0,0,0,0,0,0,3,8,19,0,0,0,0,0,0,0,0,0,0,4,4,50,34,0,66,9,40,0,35,8,152,16,407
SAL20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,16
SAL20723,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,5,0,10,0,44
SAL20724,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,3,0,3,0,43
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20726,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,6,5,32
SAL20727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,14,0,37
SAL20728,0,12,0,48,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,5,0,6,30,11,4,18,0,16,3,27,0,104,10,231
SAL20729,0,4,0,45,3,0,0,0,0,3,3,0,0,5,33,52,0,0,0,0,0,0,0,0,0,11,13,28,262,56,9,129,29,164,16,69,21,562,56,1377
SAL20730,0,0,0,20,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,6,3,9,111,24,5,75,5,46,4,46,4,225,20,568
SAL20731,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,3,6,8,118,16,9,59,10,81,9,47,8,267,20,643
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
SAL20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
SAL20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7
SAL20736,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,5,0,3,0,11,6,43
SAL20737,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,4,3,41,3,4,35,5,16,0,5,0,53,12,177
SAL20738,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,0,13,0,25
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,4,14,0,3,0,32,0,79
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11
SAL20743,0,0,0,39,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,8,8,139,16,0,54,9,48,0,23,4,90,22,410
SAL20744,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,10,0,24
SAL20745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,11,0,6,0,4,0,28,4,57
SAL20746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,13,0,32
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20748,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,26,6,0,29,9,15,5,16,0,70,0,169
SAL20749,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,3,0,9,0,35,0,65
SAL20750,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,3,0,7,0,5,0,25
SAL20751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,4,17
SAL20752,0,6,0,139,4,0,0,0,0,0,0,3,0,0,23,34,0,0,0,0,0,0,0,0,0,0,3,10,263,51,6,169,29,102,12,92,23,343,31,1123
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,17
SAL20754,0,0,0,40,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,4,0,6,230,24,4,102,15,51,13,22,6,111,15,597
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,11
SAL20756,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,4,7,32,9,0,30,7,16,7,19,6,106,8,233
SAL20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,10,3,26
SAL20758,0,4,0,74,0,4,0,0,0,0,0,0,0,3,11,25,4,5,0,0,0,0,0,0,0,8,8,27,190,47,3,111,20,91,10,91,12,462,25,1062
SAL20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,16
SAL20760,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13
SAL20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,5,0,0,0,0,0,7,3,16
SAL20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,12,0,8,0,3,0,21,0,51
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,5,0,14
SAL20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL20766,5,18,0,566,0,0,0,0,0,0,0,0,0,0,68,82,0,0,0,0,0,0,0,0,0,0,7,10,872,171,29,367,93,435,12,151,27,294,86,2535
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20769,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,4,9,0,5,0,3,0,23,0,68
SAL20770,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,4,20,9,0,31,0,23,0,12,7,78,8,186
SAL20771,4,38,0,291,0,0,0,4,0,0,3,3,0,5,81,102,0,0,0,0,0,4,0,0,0,25,27,50,513,164,15,309,50,223,30,181,40,1322,122,2959
SAL20772,0,16,0,257,0,0,0,0,0,0,0,4,0,10,72,88,5,0,0,3,4,0,0,0,0,21,18,47,431,137,15,287,36,277,19,244,29,1433,107,3008
SAL20773,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,86,10,7,42,9,23,4,3,3,13,9,206
SAL20774,0,18,0,177,0,0,0,0,0,0,0,0,0,3,38,41,0,0,0,0,0,0,0,0,0,13,10,19,185,51,4,140,17,105,10,106,18,548,48,1242
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SAL20776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,13,0,0,0,6,3,8,0,42
SAL20777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,9,0,3,0,18,4,48
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20779,0,4,0,142,5,0,0,0,0,0,0,0,0,4,39,54,0,0,0,0,0,5,0,0,0,14,12,25,549,81,11,295,38,175,14,114,16,591,56,1935
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8
SAL20783,0,0,0,7,0,0,0,0,0,0,0,0,0,3,16,19,0,0,0,0,0,0,0,0,0,4,14,18,91,39,4,60,7,87,9,40,16,199,33,590
SAL20784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20786,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9
SAL20788,0,8,0,64,0,0,0,0,0,0,0,0,0,5,20,28,0,0,0,0,0,0,0,0,0,6,9,25,106,43,5,94,10,57,12,85,12,428,40,891
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20790,3,0,0,80,0,0,0,0,0,0,3,0,0,8,69,87,0,0,0,0,0,0,0,0,0,22,19,45,300,76,12,256,39,140,11,133,21,730,92,1813
SAL20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,5,17
SAL20792,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,0,0,0,3,0,17,0,49
SAL20793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,3,5,0,3,0,14,0,54
SAL20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,6,0,20
SAL20796,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,14,8,0,9,5,9,0,11,0,29,0,83
SAL20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL20798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,6,0,13,7,37
SAL20799,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,17
SAL20800,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,14
SAL20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,10
SAL20802,0,0,0,36,0,0,0,0,0,0,0,0,0,9,22,29,0,0,0,0,0,0,0,0,0,13,6,24,55,30,4,59,13,43,3,68,5,385,35,704
SAL20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5
SAL20804,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,9,0,10,0,7,0,17,4,57
SAL20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
SAL20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,18
SAL20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8
SAL20809,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,4,19,10,5,14,0,9,0,10,4,29,6,105
SAL20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9
SAL20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,6,0,3,0,6,0,27
SAL20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,6,5,7,0,6,0,9,5,8,0,64,7,105
SAL20814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,11
