SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22268,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,4,12,16,20,11,7,0,0,69
SAL22269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,0,24
SAL22270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,15
SAL22271,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,21,12,21,37,54,58,9,3,0,214
SAL22272,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,10,10,28,27,28,25,13,3,0,142
SAL22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22274,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,30
SAL22275,26,56,147,103,117,81,30,5,0,565,31,59,166,131,115,75,27,3,3,626,797,1299,3222,2541,2515,2141,646,62,10,13221
SAL22276,0,0,8,0,9,11,0,0,0,27,6,0,5,7,9,0,0,3,0,28,44,52,94,113,130,116,56,11,0,617
SAL22277,0,6,12,10,8,3,0,0,0,36,3,8,3,11,3,7,0,0,0,36,80,60,233,324,211,81,11,0,0,999
SAL22278,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,7,10,18,12,47,26,12,4,0,137
SAL22279,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,3,0,18,0,15,36,40,52,76,51,12,4,280
SAL22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16
SAL22281,3,6,10,11,8,3,4,0,0,39,0,0,3,5,8,6,0,0,0,24,37,59,121,134,160,121,54,9,0,691
SAL22282,0,0,0,0,0,3,5,0,0,6,3,0,0,0,0,0,0,0,0,5,7,3,8,20,30,33,12,4,0,115
SAL22283,0,0,3,0,0,0,0,0,0,11,0,3,0,0,4,3,0,0,0,19,27,27,56,54,75,58,16,5,0,321
SAL22284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,11,0,0,0,26
SAL22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,12,3,0,0,29
SAL22286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,17,24,28,10,0,0,97
SAL22287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL22288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,0,3,0,38
SAL22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9
SAL22290,0,0,6,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,8,15,16,30,44,47,60,9,0,0,208
SAL22291,6,23,49,48,49,26,9,0,0,205,6,16,44,45,47,40,12,0,0,212,260,416,828,1043,1010,664,111,18,0,4346
SAL22292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,21
SAL22293,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,3,0,10,32,28,22,14,5,0,107
SAL22294,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,4,0,0,0,8,8,8,24,30,33,43,11,0,0,157
SAL22295,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,18,20,16,25,57,63,13,0,0,209
SAL22296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,12
SAL22297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,11,0,0,0,31
SAL22298,3,6,6,4,15,3,0,0,0,42,6,0,0,7,4,12,0,0,0,36,98,91,148,172,217,159,32,5,0,927
SAL22299,5,3,7,9,5,0,0,0,0,26,0,0,3,5,7,8,0,0,0,30,40,52,92,116,131,84,22,0,0,552
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,0,5,6,3,0,0,0,0,0,12,0,0,12,3,7,0,0,0,0,20,14,25,66,67,78,79,15,0,0,348
SAL22302,6,0,13,8,6,4,3,0,0,45,0,4,6,10,5,9,0,0,0,32,72,122,332,333,280,232,64,12,0,1439
SAL22303,0,0,3,8,9,15,3,0,0,24,0,6,3,3,7,8,5,0,0,27,54,51,77,148,180,213,95,5,0,825
SAL22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL22305,6,20,66,52,44,67,14,0,0,276,15,23,62,43,45,38,16,0,0,229,353,519,1335,1196,1207,1134,274,31,5,6053
SAL22306,0,5,0,0,0,4,0,0,0,11,0,6,0,6,9,10,10,5,0,41,20,39,65,89,142,184,179,26,0,742
SAL22307,0,4,0,4,3,0,0,0,0,9,0,0,0,0,5,3,0,0,0,4,11,16,42,45,34,22,3,0,0,179
SAL22308,0,3,3,7,0,10,0,0,0,15,0,3,4,4,0,6,0,0,0,15,16,62,155,131,103,78,31,0,0,580
SAL22309,0,0,11,16,10,7,4,0,0,45,0,8,10,14,10,9,0,0,0,49,36,62,315,392,246,161,24,0,0,1242
SAL22310,0,18,54,41,36,32,5,7,0,187,4,18,75,78,63,32,14,0,0,288,125,448,2133,1630,1237,782,224,45,0,6620
SAL22311,15,40,93,96,107,66,8,0,0,419,16,64,124,136,145,67,15,0,0,565,781,1265,2622,3219,3046,1687,312,9,4,12943
SAL22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,10,11,18,8,10,5,0,61
SAL22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,5,5,0,0,36
SAL22314,8,47,163,93,61,33,13,0,0,411,4,58,291,131,73,54,34,12,0,652,226,1530,7262,3403,1777,1346,599,131,9,16281
SAL22315,0,46,164,86,31,19,9,0,0,352,0,71,361,138,41,44,3,0,0,668,154,1930,7710,3387,1309,802,258,31,0,15580
SAL22316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,8,18,12,12,10,0,0,63
SAL22317,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,9,0,0,0,25
SAL22318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,8,0,0,0,28
SAL22319,0,3,9,13,17,9,0,0,0,46,0,4,15,18,11,3,4,0,0,62,48,85,365,468,365,184,39,4,0,1562
SAL22320,4,5,6,8,8,20,0,0,0,54,8,6,0,6,7,6,3,0,0,35,95,110,241,294,326,311,65,5,0,1438
SAL22321,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,7,5,13,11,30,29,10,0,0,104
SAL22322,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,17,8,14,22,6,0,0,68
SAL22323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,16
SAL22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL22325,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,15,11,11,39,11,9,5,0,109
SAL22326,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,5,26,31,53,34,16,5,0,170
SAL22327,0,0,3,0,5,0,0,0,0,7,0,0,0,0,6,0,0,0,0,5,8,4,10,21,34,15,0,5,0,98
SAL22328,3,59,129,111,100,39,14,0,0,463,12,91,308,208,159,137,29,3,0,947,252,1101,3165,1975,1524,1082,262,18,0,9385
SAL22329,3,30,65,89,61,31,11,0,0,294,11,45,116,132,96,99,22,0,0,523,201,622,1411,1221,1046,825,186,16,0,5522
SAL22330,13,81,232,170,123,65,19,0,0,706,26,127,356,277,222,157,36,0,4,1201,406,1759,4345,2869,2377,1671,363,23,4,13830
SAL22331,8,15,32,21,23,30,3,0,0,135,6,10,12,14,24,15,6,0,0,84,171,231,495,385,548,420,93,6,0,2357
SAL22332,0,4,4,6,6,5,7,0,0,30,6,5,0,3,4,4,0,0,0,21,34,53,64,107,151,121,45,9,0,587
SAL22333,0,0,0,5,4,0,0,0,0,10,0,0,4,10,0,10,0,0,0,23,29,31,45,105,137,100,25,10,0,480
SAL22334,0,4,8,4,9,6,3,0,0,33,0,0,8,0,4,9,0,0,0,31,61,83,184,126,201,184,54,21,4,919
SAL22335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,5,0,7,7,6,4,0,0,34
SAL22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,0,0,23
SAL22337,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,9,0,0,5,0,27
SAL22338,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,5,12,6,3,0,0,40
SAL22339,0,3,4,11,13,13,0,0,0,45,0,3,3,13,14,10,0,0,0,42,70,134,192,311,296,348,86,10,0,1448
SAL22340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,5,4,0,0,25
SAL22341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,18
SAL22342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,0,7,17,8,0,0,43
SAL22343,3,34,183,99,60,48,5,0,0,440,3,33,218,156,65,45,10,0,0,531,166,860,4907,3008,1856,1315,376,46,0,12534
SAL22344,0,21,88,52,44,29,11,4,0,253,4,30,106,77,43,29,13,3,0,308,139,614,2637,1781,1180,736,293,48,5,7433
SAL22345,0,7,20,16,8,10,0,0,0,59,0,4,24,22,16,17,6,0,0,85,37,135,436,420,351,287,85,21,0,1768
SAL22346,4,9,16,15,13,12,0,0,0,58,0,0,7,7,13,16,3,0,0,51,42,86,246,231,312,339,97,10,0,1372
SAL22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,3,0,20
SAL22348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,26
SAL22349,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,10,13,15,19,27,49,35,26,4,0,194
SAL22350,0,0,8,0,4,5,0,0,0,10,0,0,0,4,0,4,0,0,0,13,22,28,78,59,62,95,27,5,0,372
SAL22351,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,10,9,17,37,33,63,22,4,0,190
SAL22352,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,9,8,12,24,3,0,0,64
SAL22353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,22
SAL22354,0,13,11,12,11,10,5,0,0,58,5,4,19,14,13,11,0,4,5,80,141,260,590,431,511,492,161,19,0,2624
SAL22355,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,11,20,25,35,25,9,3,0,137
SAL22356,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,4,8,13,0,0,0,31
SAL22357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,13,5,16,12,0,0,55
SAL22358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,4,0,23
SAL22360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,0,0,21
SAL22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,7,3,5,0,0,42
SAL22362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,19
SAL22363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL22364,0,0,3,4,0,0,0,0,0,6,0,0,0,0,5,7,0,0,0,8,6,10,29,29,30,32,12,8,0,153
SAL22365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,5,0,11,16,5,0,0,36
SAL22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,23,21,14,10,0,0,80
SAL22367,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,0,5,9,11,9,0,0,42
SAL22368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL22369,4,7,22,10,4,7,4,0,0,61,4,8,16,17,6,8,0,5,0,69,88,123,327,274,252,229,71,12,0,1375
SAL22370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,8,27,29,3,0,0,92
SAL22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,9,23,23,7,0,0,87
SAL22372,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,6,8,41,41,25,6,0,131
SAL22373,3,8,13,12,21,11,8,0,0,74,0,7,20,15,9,8,0,3,0,67,177,229,459,516,583,496,133,14,0,2618
SAL22374,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,7,10,16,20,26,12,8,12,0,109
SAL22375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,7,25,33,16,3,0,0,93
SAL22376,9,5,31,27,23,20,4,0,0,115,6,3,17,16,17,17,4,0,0,87,302,232,657,887,778,504,132,9,0,3505
SAL22377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,12,14,6,0,0,44
SAL22378,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,13
SAL22379,0,0,0,8,3,0,0,0,0,16,4,0,4,10,0,0,0,0,0,18,38,43,94,104,112,80,30,0,0,500
SAL22380,3,10,18,30,41,34,9,0,0,143,9,15,38,46,54,37,13,3,0,202,302,464,665,998,1230,860,239,32,0,4784
SAL22381,0,0,0,6,7,5,3,0,0,24,0,8,5,6,6,0,3,0,0,16,25,42,74,115,128,59,33,6,0,494
SAL22382,0,13,31,21,11,5,0,0,0,81,0,5,44,24,11,0,0,0,0,85,50,185,838,647,185,95,6,0,0,2006
SAL22383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,8,10,13,15,6,0,0,59
SAL22384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,6,13,13,14,9,0,0,59
SAL22385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,5,9,0,0,38
SAL22386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,11
SAL22387,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,11,8,15,8,37,33,7,0,0,128
SAL22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22389,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,4,10,7,8,29,36,30,11,0,0,138
SAL22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22391,31,70,186,158,151,108,26,6,0,744,33,71,162,185,169,94,32,3,3,746,1097,1775,4425,4280,4279,3249,774,68,4,19960
SAL22392,0,0,0,5,0,0,0,0,0,8,0,0,3,0,0,0,5,0,0,13,10,16,33,34,44,38,9,3,0,188
SAL22393,0,0,3,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,8,5,28,27,39,27,0,0,0,130
SAL22394,0,0,6,5,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,11,10,15,42,63,35,39,6,0,0,213
SAL22395,0,20,35,33,20,18,0,0,0,141,8,30,78,55,53,35,4,0,0,272,99,465,1387,1086,764,485,99,13,0,4414
SAL22396,0,15,79,61,58,32,14,0,0,250,6,35,134,87,66,60,9,4,0,394,189,561,1435,1005,930,688,149,7,0,4961
SAL22397,5,23,82,72,50,41,12,3,0,289,15,56,193,105,103,68,12,5,0,552,270,762,2131,1758,1410,952,199,20,0,7499
SAL22398,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,13,22,17,51,58,59,85,18,0,0,314
SAL22399,11,24,24,26,43,41,13,0,0,178,5,22,46,53,57,41,17,0,0,238,449,724,1134,1355,1796,1272,439,60,5,7239
SAL22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17
SAL22401,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,11,11,11,14,15,3,4,0,81
SAL22402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL22403,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,8,23,19,18,8,0,0,74
SAL22404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,13,13,7,0,0,49
SAL22405,9,26,66,41,25,25,9,0,0,204,9,23,59,64,44,29,6,7,0,243,319,529,1274,1051,863,892,265,35,3,5241
SAL22406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
SAL22407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22408,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,5,7,11,22,6,17,12,7,4,0,79
SAL22409,0,0,0,0,4,0,3,0,0,16,3,5,0,7,0,6,5,4,0,18,18,10,52,77,65,57,30,3,0,308
SAL22410,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,14,16,28,20,18,7,0,104
SAL22411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,0,5
SAL22413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,5,16,16,24,28,16,5,0,113
SAL22414,10,22,44,39,39,23,5,0,0,181,11,35,89,48,41,35,9,0,0,261,255,587,1290,1006,1098,778,123,5,0,5138
SAL22415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5
SAL22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22417,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,5,14,26,16,3,0,0,79
SAL22418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,3,6,0,7,0,25
SAL22419,0,0,0,5,0,9,0,0,0,12,0,0,0,3,3,0,0,0,0,9,14,8,16,39,29,53,25,3,0,181
SAL22420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,0,0,25
SAL22421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,14
SAL22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,14
SAL22423,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,16,13,13,36,63,5,0,0,163
SAL22424,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,9,6,3,11,30,34,23,18,7,0,134
SAL22425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,7,11,12,8,15,3,0,0,44
SAL22426,3,0,3,0,6,0,0,0,0,20,0,0,0,3,9,7,0,0,0,28,25,35,93,70,102,109,29,12,0,470
SAL22427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,0,0,23
SAL22428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,10,10,14,5,0,79
SAL22429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,20,25,22,12,8,0,105
SAL22430,6,0,0,0,4,8,0,0,0,14,0,0,4,0,0,3,0,0,0,19,18,29,56,56,93,94,34,7,0,381
SAL22431,4,4,0,5,3,5,0,0,0,16,8,0,4,4,3,0,0,0,0,25,24,26,37,73,56,51,34,3,4,300
SAL22432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,18
SAL22433,0,0,4,0,0,0,0,0,0,11,0,0,0,5,3,0,0,0,0,8,10,8,25,26,45,42,10,0,0,171
SAL22434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22436,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,14,19,13,8,3,0,76
SAL22437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,4,0,21
SAL22438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,13
SAL22439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,5,3,0,0,0,17
SAL22440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,4,3,0,0,34
SAL22441,4,3,6,4,0,0,0,0,0,20,0,4,3,7,3,3,0,0,0,19,25,46,127,104,77,66,10,0,0,458
SAL22442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22444,0,0,3,0,0,6,0,0,0,14,3,0,0,7,3,0,5,0,0,17,24,21,31,54,59,63,22,0,0,273
SAL22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,14
SAL22446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11
SAL22447,0,0,3,3,0,0,0,0,0,11,0,0,5,3,0,4,0,0,0,11,15,18,31,39,72,56,22,0,0,253
SAL22448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,16
SAL22449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11
SAL22450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,11,4,0,0,44
SAL22451,13,89,208,209,108,54,4,0,0,677,40,171,587,479,190,79,10,5,0,1562,914,2415,7853,9372,3629,1423,190,13,0,25810
SAL22452,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,5,8,17,12,4,0,0,55
SAL22453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,3,0,0,21
SAL22454,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,9,14,14,6,0,0,42
SAL22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,0,0,0,18
SAL22456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,11,5,0,0,36
SAL22457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,3,10,6,5,0,0,28
SAL22458,0,5,0,0,0,0,0,0,0,6,0,0,0,4,4,6,0,0,0,16,18,14,13,44,63,42,13,5,0,216
SAL22459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,11,4,0,0,23
SAL22460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,11,13,4,0,0,32
SAL22461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,18
SAL22462,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,15,6,18,31,35,41,24,5,0,168
SAL22463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,14,5,0,0,40
SAL22464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,10,6,7,0,0,0,31
SAL22465,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,12,18,50,50,47,34,4,0,214
SAL22466,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,6,3,0,0,9,5,5,16,18,35,41,18,3,0,139
SAL22467,4,15,20,17,20,16,3,0,0,97,0,8,19,8,19,17,9,0,0,81,132,166,501,385,473,414,136,21,0,2221
SAL22468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,7,6,10,19,17,13,0,4,0,75
SAL22469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,16,15,16,3,4,0,76
SAL22470,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,8,23,49,57,70,30,8,0,263
