SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL20017,8,13,32,23,17,7,5,0,0,100,3,18,51,36,39,23,0,0,0,181,82,201,553,476,374,308,80,6,0,2086
SAL20018,0,5,19,7,21,21,8,0,0,88,5,14,19,39,32,23,12,3,0,149,116,168,477,688,830,576,219,44,0,3117
SAL20019,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,20,14,27,24,12,0,0,113
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,3,0,0,38
SAL20021,0,5,20,11,10,8,0,0,0,61,4,21,50,26,23,12,4,0,0,127,54,214,723,502,283,204,51,3,0,2038
SAL20022,3,0,14,8,8,7,3,0,0,49,0,5,10,9,16,12,0,0,0,50,58,74,181,240,256,241,95,11,4,1158
SAL20023,8,24,27,37,40,22,11,0,0,170,8,12,38,24,28,18,8,9,0,138,546,580,1156,1378,1280,794,166,22,0,5921
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,5,0,0,0,39
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,8,5,0,0,31
SAL20027,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,8,3,5,27,49,33,10,3,0,143
SAL20028,0,0,4,8,12,6,0,0,0,34,0,0,9,6,9,0,3,0,0,34,47,48,130,155,174,144,52,10,0,756
SAL20029,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,4,5,14,18,31,25,0,3,0,88
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,9,14,17,3,7,0,0,63
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,10,31,13,3,0,0,77
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,3,3,0,0,26
SAL20034,0,3,30,24,21,13,3,0,0,92,0,8,29,21,21,15,6,0,0,97,116,295,771,694,707,556,149,8,0,3299
SAL20035,4,14,27,50,34,33,11,0,0,179,10,17,53,61,55,22,17,0,0,233,210,329,1119,1581,1350,871,202,26,3,5699
SAL20036,11,30,75,76,79,63,12,0,0,334,16,27,108,80,77,63,15,0,0,388,351,655,1959,2038,1791,1499,305,22,0,8617
SAL20037,3,15,56,58,39,21,10,0,0,203,7,28,78,81,49,28,10,0,3,283,158,372,1534,1600,1072,585,139,14,3,5482
SAL20038,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,3,4,11,10,10,18,0,0,0,65
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,5,8,3,0,0,24
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,8,8,19,18,27,13,5,0,97
SAL20042,0,0,3,0,6,0,0,0,0,7,0,0,0,3,3,4,5,0,0,20,17,18,57,71,91,82,21,5,0,357
SAL20043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,5,9,3,12,17,6,0,0,48
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,9
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL20046,0,3,3,3,4,12,5,0,0,34,3,3,8,12,5,17,6,6,0,55,68,84,208,273,305,364,132,25,0,1460
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,21
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,0,0,0,19
SAL20049,0,0,0,5,0,3,0,0,0,16,0,0,4,7,7,5,0,0,0,25,44,31,130,137,184,185,72,12,0,793
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,9,0,0,0,18
SAL20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,20,21,50,18,3,4,147
SAL20053,6,0,25,22,20,26,7,0,0,114,9,12,23,9,14,26,10,0,0,106,215,308,759,556,669,644,196,22,0,3383
SAL20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,13,8,0,0,43
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,4,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,9,6,15,15,28,27,8,8,0,118
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,9,9,3,0,0,44
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,14
SAL20062,0,4,11,18,16,5,0,0,0,49,0,6,30,25,22,18,0,0,0,108,36,88,410,380,260,138,29,6,0,1355
SAL20063,5,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,9,22,13,39,36,53,54,24,5,0,245
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4
SAL20065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,12,9,23,16,11,0,0,82
SAL20066,5,18,34,20,24,23,9,0,0,129,0,17,74,45,25,26,8,5,0,207,98,498,1730,1143,926,628,322,66,4,5419
SAL20067,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,10,13,17,5,0,0,53
SAL20068,6,30,90,61,35,14,4,0,0,237,4,13,71,46,18,10,3,0,0,174,260,693,2361,1731,790,440,87,7,4,6369
SAL20069,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,6,0,0,3,31
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SAL20071,0,0,0,0,0,4,4,0,0,16,0,3,0,0,0,0,5,0,0,12,11,27,29,28,54,66,37,8,0,258
SAL20072,0,0,0,6,0,3,0,0,0,7,0,0,0,6,0,0,0,0,0,3,11,9,18,48,60,48,21,0,0,218
SAL20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,11,10,11,4,3,0,53
SAL20074,0,7,15,8,9,4,4,0,0,42,0,0,7,8,4,4,5,0,0,36,77,103,297,301,201,193,47,5,0,1220
SAL20075,4,18,58,46,42,35,15,0,0,210,3,17,78,82,57,42,14,3,0,295,270,694,2095,2044,1716,1089,269,35,4,8207
SAL20076,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,12,26,33,29,8,0,0,114
SAL20077,0,12,16,25,22,26,3,0,0,105,4,6,36,43,36,32,10,3,0,163,217,333,563,875,1042,701,215,32,0,3980
SAL20078,5,12,17,17,20,10,10,3,0,85,7,8,45,38,27,26,10,5,0,157,134,322,824,824,754,469,134,15,3,3475
SAL20079,8,19,18,28,28,28,7,0,0,130,3,15,18,34,51,18,7,4,0,154,212,271,551,940,952,671,152,22,0,3778
SAL20080,0,13,13,14,23,33,7,4,0,108,3,12,16,26,32,31,9,0,0,131,216,347,416,683,891,673,148,15,0,3390
SAL20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,16,6,21,15,0,0,0,67
SAL20082,6,16,10,13,18,15,3,0,0,78,5,3,7,14,25,13,4,0,0,73,111,191,259,303,483,390,83,0,0,1818
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20085,0,0,5,0,0,3,6,0,0,14,0,0,4,0,0,0,0,0,0,4,12,7,21,24,25,17,4,0,0,114
SAL20086,0,0,4,4,4,0,0,0,0,17,0,0,0,4,3,4,3,0,0,19,20,44,75,105,118,120,58,13,0,548
SAL20087,0,0,0,4,0,0,5,0,0,17,5,8,6,0,6,4,3,0,0,25,31,28,91,75,112,80,49,3,0,469
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20089,5,15,40,46,46,48,15,0,0,215,5,26,59,59,67,41,18,12,0,274,222,452,1099,1324,1161,814,264,32,0,5368
SAL20090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,10,8,3,0,24
SAL20091,5,0,0,5,3,3,0,0,0,17,0,0,4,8,4,7,3,0,0,24,24,32,74,113,93,92,24,0,0,444
SAL20092,0,0,0,0,0,0,0,0,0,4,5,4,0,0,3,7,0,0,0,16,25,21,10,49,74,44,16,0,0,239
SAL20093,0,0,6,3,3,3,0,0,0,16,0,0,3,6,3,3,5,0,0,16,20,26,114,98,101,78,28,0,0,475
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,3,0,0,0,19
SAL20095,4,13,42,28,21,11,5,3,0,133,10,14,34,20,27,18,8,4,0,134,165,313,934,735,686,485,148,17,0,3490
SAL20096,0,0,0,0,3,3,0,0,0,11,0,5,3,0,0,3,3,0,0,8,9,11,31,24,32,43,25,0,0,166
SAL20097,5,6,9,0,14,5,3,0,0,47,0,0,0,13,7,5,3,0,0,36,35,54,166,142,147,171,48,8,0,774
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
SAL20099,0,0,0,3,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,13,9,43,37,44,34,10,0,0,180
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,20
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,3,0,26
SAL20102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,12,6,0,0,50
SAL20103,5,26,31,23,36,26,11,0,0,158,8,20,28,22,29,22,16,6,3,148,197,300,727,582,601,566,193,25,3,3197
SAL20104,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,14,31,13,22,10,3,0,0,94
SAL20105,0,17,42,25,17,14,5,0,0,110,0,14,48,33,16,10,0,0,0,120,57,296,1204,808,510,317,92,4,5,3299
SAL20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,10,18,14,0,0,0,59
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,3,4,0,0,28
SAL20108,4,3,12,6,18,12,4,0,0,50,0,9,12,13,12,17,4,0,0,59,85,117,295,373,346,315,63,7,3,1607
SAL20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,9,8,5,3,0,34
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
SAL20111,4,11,17,17,13,15,3,0,0,91,3,6,25,15,16,13,5,0,0,81,133,289,624,544,536,450,128,10,0,2715
SAL20112,0,16,26,12,16,10,0,0,0,83,5,8,19,8,10,17,7,6,0,73,104,264,661,487,405,413,123,12,0,2484
SAL20113,0,7,10,21,12,10,0,0,0,64,0,3,15,12,12,10,0,0,4,66,94,167,391,375,384,325,71,3,4,1810
SAL20114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,9,3,4,10,17,13,0,0,59
SAL20115,0,0,3,0,3,0,0,0,0,7,0,0,4,0,0,0,4,0,0,8,5,3,14,28,25,22,16,3,0,113
SAL20116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,6,4,20,11,7,12,0,0,73
SAL20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,10,9,10,0,0,46
SAL20118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,9,13,20,13,12,0,78
SAL20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,8,7,18,36,35,14,0,0,127
SAL20120,0,0,5,7,4,5,6,0,0,24,0,0,3,4,0,8,5,3,0,39,63,63,124,265,277,225,96,19,0,1130
SAL20121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,16,12,16,24,47,43,23,7,0,181
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,7
SAL20123,4,14,32,34,35,34,12,4,0,165,11,21,45,72,59,50,18,9,3,290,254,635,1078,1290,1396,1104,375,67,11,6206
SAL20124,17,21,35,35,66,55,17,5,0,253,18,45,74,93,122,60,29,3,0,442,575,1026,1454,1811,2630,1965,556,102,7,10130
SAL20125,0,0,0,7,0,0,0,0,0,11,0,0,4,3,0,3,0,0,0,12,21,16,40,55,55,52,26,5,0,257
SAL20126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,7,10,12,21,22,34,22,13,0,0,142
SAL20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,6,14,14,15,9,5,0,61
SAL20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,3,0,27
SAL20129,0,0,4,4,5,0,0,0,0,16,6,0,6,6,0,4,0,0,0,19,104,115,132,91,46,26,4,0,0,527
SAL20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,8,8,8,0,0,33
SAL20131,0,0,3,0,0,3,6,0,0,10,0,0,0,0,0,0,4,0,0,10,8,10,16,17,37,35,29,5,0,159
SAL20132,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,7,12,8,0,3,0,0,0,35
SAL20133,9,10,26,41,25,16,6,0,0,124,4,7,30,30,30,16,3,0,0,127,207,229,723,845,729,372,99,13,0,3205
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,18
SAL20136,0,4,14,15,10,3,0,0,0,48,0,0,6,16,10,8,0,0,0,39,108,102,353,332,317,204,45,4,0,1465
SAL20137,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,7,13,6,20,3,0,0,55
SAL20138,0,0,3,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,3,12,10,20,17,8,4,0,81
SAL20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,14,13,17,16,0,0,71
SAL20141,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,14,3,10,33,43,49,74,14,0,0,222
SAL20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,12
SAL20143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,9,0,0,0,25
SAL20144,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,7,9,11,20,26,13,0,0,88
SAL20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,10
SAL20146,0,4,7,0,9,3,0,0,0,22,4,0,9,4,7,0,0,0,0,23,29,26,102,100,120,102,28,9,0,526
SAL20147,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,5,20,16,16,24,10,0,0,101
SAL20148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,26,14,12,0,0,0,62
SAL20149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,21,33,48,56,51,11,4,0,244
SAL20150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,14,8,16,27,23,30,8,0,0,131
SAL20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,9,7,16,27,26,31,13,3,0,127
SAL20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11
SAL20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7
SAL20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,0,18
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL20156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,9,0,0,0,20
SAL20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,0,18
SAL20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
SAL20159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,23,7,4,0,0,45
SAL20160,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,5,0,0,12,12,4,17,17,29,36,15,0,0,139
SAL20161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,7,14,19,13,10,0,0,73
SAL20162,0,8,6,16,14,8,0,0,0,61,6,0,6,18,12,9,5,8,0,74,148,99,193,446,547,377,137,24,3,1977
SAL20163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,11
SAL20164,0,0,0,0,5,0,0,0,0,14,4,0,0,4,4,3,0,0,0,13,9,10,22,27,43,41,21,0,0,178
SAL20165,5,4,3,7,4,3,3,0,0,30,6,0,0,4,6,5,0,0,0,22,71,53,49,138,167,104,26,0,0,609
SAL20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,13,0,0,0,0,33
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,7,3,0,3,0,0,0,19
SAL20169,0,3,16,8,13,15,5,0,0,65,0,4,12,14,7,11,3,0,0,53,44,97,316,203,205,210,61,11,0,1140
SAL20170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,11
SAL20171,0,0,0,0,5,0,0,0,0,13,0,0,0,4,0,0,0,3,0,10,6,19,35,47,43,49,25,10,0,238
SAL20172,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,19,9,4,0,48
SAL20173,8,25,66,59,44,46,11,0,0,260,8,28,87,84,56,59,8,0,0,327,237,518,1635,1587,1133,838,209,26,0,6186
SAL20174,5,20,48,54,34,23,13,0,0,194,6,12,60,56,44,34,11,0,0,220,178,346,1099,1185,862,713,161,4,0,4556
SAL20175,8,14,27,42,42,24,7,0,0,163,7,12,21,39,49,30,5,0,0,165,303,439,584,803,1069,653,130,12,0,3995
SAL20176,8,6,8,7,19,18,9,0,0,65,0,9,6,9,24,8,4,0,0,63,133,142,166,325,400,326,84,12,0,1606
SAL20177,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,4,12,12,19,5,0,0,52
SAL20178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,18,16,9,0,0,55
SAL20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,0,0,0,25
SAL20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,5,5,0,0,0,25
SAL20181,0,0,4,0,7,6,0,0,0,25,0,0,3,3,10,7,5,6,0,36,46,48,100,122,159,131,54,12,0,674
SAL20182,5,12,15,30,51,48,10,0,0,170,21,19,24,43,94,65,27,16,3,311,466,617,612,1123,2035,1495,506,82,5,6934
SAL20183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,15
SAL20184,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,8,13,8,25,38,40,48,25,0,0,196
SAL20185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,0,3,8,11,16,3,5,0,50
SAL20186,0,4,8,9,14,10,4,0,0,41,3,0,5,10,20,16,5,0,0,60,121,79,232,394,510,412,158,28,0,1938
SAL20187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL20188,0,10,21,33,25,14,4,0,0,109,0,4,18,24,26,15,5,0,0,92,89,142,406,553,498,340,92,10,0,2132
SAL20189,0,3,9,5,6,4,4,0,0,33,0,0,4,0,8,0,0,0,0,18,40,72,92,175,177,139,42,6,0,738
SAL20190,0,11,8,14,14,19,9,0,0,68,0,0,7,0,10,5,0,0,0,34,58,80,99,193,196,192,66,0,0,886
SAL20191,5,15,31,21,18,16,4,0,0,98,8,5,47,22,21,7,7,0,0,118,122,262,704,499,458,363,92,6,0,2503
SAL20192,0,5,25,25,16,7,0,4,0,84,0,11,34,19,16,20,6,0,0,116,107,225,577,450,467,358,109,23,0,2317
SAL20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,6,15,25,11,0,0,83
SAL20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20195,0,0,0,0,4,0,0,0,0,7,0,0,4,3,3,8,5,0,0,19,32,21,53,126,123,113,34,10,0,512
SAL20196,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,3,3,0,0,13,12,7,24,48,33,37,10,0,0,173
SAL20197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,13,3,0,0,27
SAL20198,0,0,19,6,6,8,0,0,0,39,0,0,12,13,3,6,0,0,0,39,28,68,303,249,146,120,25,0,0,952
SAL20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
