SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL20055,0,0,0,0,0,0,0,0,0,0
SAL20056,33,12,17,11,10,12,9,14,0,118
SAL20057,11,6,8,5,0,5,0,0,0,44
SAL20058,8,0,0,0,0,0,0,0,0,7
SAL20059,0,0,0,0,0,0,0,0,0,3
SAL20060,0,0,0,4,0,0,0,0,0,4
SAL20061,3,3,0,0,0,0,0,0,0,14
SAL20062,111,298,180,157,164,86,164,159,41,1355
SAL20063,42,36,37,19,26,10,24,50,13,245
SAL20064,4,0,0,0,0,0,0,0,0,4
SAL20065,14,8,13,14,13,4,13,4,3,82
SAL20066,1093,2302,280,378,588,459,70,145,96,5419
SAL20067,10,9,3,7,0,0,0,7,0,53
SAL20068,681,1486,912,1042,738,561,334,534,79,6369
SAL20069,10,0,3,0,4,0,0,4,0,31
SAL20070,6,0,0,0,0,0,0,3,0,12
SAL20071,55,50,36,24,35,22,19,18,4,258
SAL20072,39,60,35,17,25,13,3,11,4,218
SAL20073,19,10,6,9,5,0,3,3,0,53
SAL20074,116,247,184,183,131,107,97,134,14,1220
SAL20075,1476,2997,624,759,998,560,239,423,131,8207
SAL20076,33,32,10,8,11,8,0,11,0,114
SAL20077,865,1545,231,278,457,331,56,155,54,3980
SAL20078,586,1223,314,324,407,273,99,182,83,3475
SAL20079,663,1108,462,421,504,315,89,171,50,3778
SAL20080,502,778,450,345,499,374,156,237,48,3390
SAL20081,23,8,5,11,0,0,9,10,5,67
SAL20082,249,329,280,151,335,196,108,141,24,1818
SAL20083,0,0,0,0,0,0,0,0,0,0
SAL20084,4,0,0,0,0,0,0,0,0,4
SAL20085,24,9,25,9,14,7,15,8,0,114
SAL20086,100,78,98,63,62,26,28,78,12,548
SAL20087,82,48,58,71,36,42,51,73,14,469
SAL20088,0,0,0,0,0,0,0,0,0,3
SAL20089,752,1336,630,481,845,490,291,432,115,5368
SAL20090,13,3,3,0,4,5,0,0,0,24
SAL20091,63,104,87,40,51,22,33,33,8,444
SAL20092,36,51,35,22,35,26,13,15,6,239
SAL20093,69,83,81,55,60,31,43,48,12,475
SAL20094,9,0,0,0,0,0,4,0,0,19
SAL20095,371,636,598,424,498,291,309,319,45,3490
SAL20096,26,26,41,16,9,10,11,23,0,166
SAL20097,75,98,186,102,74,66,62,113,5,774
SAL20098,6,0,0,0,0,0,0,0,0,6
SAL20099,30,30,24,14,30,20,22,15,0,180
SAL20100,3,0,3,5,0,0,4,3,0,20
SAL20101,10,10,4,3,4,4,4,0,0,26
SAL20102,16,3,9,9,6,3,0,3,0,50
SAL20103,302,515,447,492,328,331,200,517,72,3197
SAL20104,13,21,10,19,13,6,3,8,0,94
SAL20105,618,1237,316,322,331,214,64,150,40,3299
SAL20106,10,11,12,7,5,3,3,11,0,59
SAL20107,10,0,0,3,0,0,0,7,0,28
SAL20108,227,256,254,194,217,130,110,184,22,1607
SAL20109,18,5,3,0,0,0,4,5,0,34
SAL20110,3,0,0,0,0,0,0,0,0,7
SAL20111,360,918,274,381,287,212,88,164,31,2715
SAL20112,260,572,364,374,290,208,125,244,37,2484
SAL20113,251,459,243,231,225,161,61,156,27,1810
SAL20114,16,5,6,3,5,3,4,9,5,59
SAL20115,28,23,15,4,13,6,15,9,5,113
SAL20116,17,8,9,4,8,9,8,11,0,73
SAL20117,25,0,0,7,4,0,0,7,0,46
SAL20118,39,0,11,8,0,5,3,11,4,78
SAL20119,40,12,11,10,11,5,10,19,0,127
SAL20120,215,283,189,110,119,90,26,79,17,1130
SAL20121,37,48,21,19,22,11,9,15,5,181
SAL20122,0,0,0,0,0,0,0,0,0,7
SAL20123,1197,2385,353,451,730,583,110,260,130,6206
SAL20124,1970,3591,664,752,1332,1023,173,435,201,10130
SAL20125,84,27,33,21,25,19,13,36,7,257
SAL20126,39,10,16,10,15,15,13,18,4,142
SAL20127,22,16,5,7,6,3,0,3,3,61
SAL20128,10,5,0,5,0,0,0,3,0,27
SAL20129,43,63,213,84,43,18,26,27,14,527
SAL20130,21,0,0,3,0,0,0,5,0,33
SAL20131,27,21,19,19,15,9,13,25,0,159
SAL20132,13,3,0,5,3,0,3,3,0,35
SAL20133,338,485,620,444,421,284,246,307,56,3205
SAL20134,5,0,0,0,0,0,3,0,0,15
SAL20135,8,3,3,0,0,0,0,0,0,18
SAL20136,185,297,240,201,197,103,99,111,21,1465
SAL20137,12,13,5,8,4,0,0,9,0,55
SAL20138,19,8,9,14,8,3,7,7,0,81
SAL20139,10,0,0,0,0,0,0,0,0,8
SAL20140,28,18,8,7,0,0,9,8,0,71
SAL20141,30,73,31,26,20,10,8,13,14,222
SAL20142,3,0,0,3,0,0,0,3,0,12
SAL20143,0,4,8,8,0,4,0,5,0,25
SAL20144,24,12,10,13,3,10,4,14,3,88
SAL20145,0,0,0,0,0,0,0,0,0,10
SAL20146,67,62,87,64,73,46,58,63,11,526
SAL20147,24,3,15,8,13,11,7,13,3,101
SAL20148,8,14,7,9,10,6,3,9,0,62
SAL20149,40,36,35,31,25,25,35,29,0,244
SAL20150,26,14,22,18,15,17,8,14,0,131
SAL20151,39,24,16,11,14,11,0,8,6,127
SAL20152,5,0,0,0,0,0,3,0,0,11
SAL20153,4,4,0,0,0,0,0,4,0,7
SAL20154,12,0,0,0,4,0,0,0,0,18
SAL20155,5,0,0,0,0,0,0,0,0,8
SAL20156,3,11,0,3,0,0,0,0,0,20
SAL20157,12,0,0,0,0,4,0,0,0,18
SAL20158,6,0,0,0,0,0,0,0,0,6
SAL20159,11,4,4,0,8,4,4,3,0,45
SAL20160,21,25,20,16,19,10,11,17,5,139
SAL20161,19,14,6,8,3,10,3,9,0,73
SAL20162,383,647,240,199,216,158,21,98,25,1977
SAL20163,0,0,8,4,0,0,0,0,0,11
SAL20164,28,13,27,17,21,20,17,27,7,178
SAL20165,108,137,93,44,84,61,33,46,14,609
SAL20166,13,8,3,0,5,4,0,0,4,33
SAL20167,0,0,0,0,0,0,0,0,0,0
SAL20168,4,0,3,0,0,0,4,0,0,19
SAL20169,134,162,252,137,132,76,84,144,20,1140
SAL20170,0,0,0,3,0,0,0,0,0,11
SAL20171,47,16,51,10,28,17,15,38,0,238
SAL20172,16,6,0,5,4,5,0,5,0,48
SAL20173,642,1398,929,771,823,481,389,625,127,6186
SAL20174,480,957,732,519,669,396,295,426,82,4556
SAL20175,543,780,642,412,620,403,201,338,57,3995
SAL20176,309,300,294,125,219,138,52,124,30,1606
SAL20177,15,3,5,5,7,4,4,10,6,52
SAL20178,5,4,9,6,3,0,7,16,0,55
SAL20179,13,3,3,0,0,0,0,5,0,25
SAL20180,7,5,0,0,4,0,5,9,0,25
SAL20181,76,86,96,96,68,60,56,104,22,674
SAL20182,1715,2148,482,567,914,634,90,254,131,6934
SAL20183,10,4,0,0,0,0,0,0,0,15
SAL20184,46,24,16,14,13,13,23,36,7,196
SAL20185,8,3,10,8,3,0,5,11,0,50
SAL20186,325,528,231,277,150,135,73,194,31,1938
SAL20187,0,0,0,3,0,0,0,0,0,6
SAL20188,312,651,312,243,239,134,83,124,31,2132
SAL20189,101,171,118,93,91,61,40,47,18,738
SAL20190,149,192,158,114,115,63,29,53,11,886
SAL20191,184,441,417,313,281,226,257,326,59,2503
SAL20192,218,365,406,336,264,222,175,285,41,2317
SAL20193,26,21,8,6,11,6,0,8,7,83
SAL20194,0,0,0,0,0,0,0,0,0,0
SAL20195,108,149,68,47,51,33,12,35,3,512
SAL20196,17,43,37,22,19,16,8,12,0,173
SAL20197,3,10,4,0,3,3,3,3,0,27
SAL20198,121,289,107,115,116,60,47,69,18,952
SAL20199,0,0,0,0,0,0,0,0,0,0
SAL20200,15,26,8,8,7,7,0,3,0,74
SAL20201,763,2054,1077,1010,828,603,381,660,123,7503
SAL20202,10,0,0,0,3,3,3,0,0,20
SAL20203,50,28,24,13,15,5,8,12,3,158
SAL20204,505,731,668,625,479,371,336,625,101,4437
SAL20205,32,5,3,10,0,3,3,12,4,73
SAL20206,17,7,0,4,3,0,0,10,0,36
SAL20207,18,59,22,16,6,3,6,3,0,128
SAL20208,370,879,298,350,314,236,106,259,42,2859
SAL20209,15,6,0,7,6,0,7,9,0,48
SAL20210,22,7,4,3,8,4,0,7,3,44
SAL20211,6,0,0,0,5,3,4,8,0,33
SAL20212,8,8,11,9,12,3,3,9,0,66
SAL20213,5,0,3,4,3,0,0,0,0,15
SAL20214,1790,3224,835,879,1228,852,232,406,166,9601
SAL20215,2759,4754,1575,1404,2158,1418,406,743,251,15473
SAL20216,0,0,3,0,0,0,0,0,3,4
SAL20217,14,7,19,13,15,8,15,9,0,94
SAL20218,22,0,0,0,0,0,0,0,0,24
SAL20219,9,12,14,11,6,3,9,5,0,74
SAL20220,4,3,5,0,0,0,0,0,0,15
SAL20221,22,14,6,9,3,0,12,9,0,74
SAL20222,15,0,0,3,0,0,0,0,0,20
SAL20223,22,9,17,4,13,12,4,8,0,87
SAL20224,3502,5956,3447,2680,3597,2446,1383,1893,449,25356
SAL20225,27,0,6,0,4,0,6,11,0,47
SAL20226,0,4,11,0,3,4,5,6,0,41
SAL20227,27,8,3,7,8,0,0,3,0,49
SAL20228,3,0,0,0,0,0,0,0,0,3
SAL20229,58,57,45,18,31,9,9,15,5,252
SAL20230,0,3,6,3,7,0,7,11,0,29
SAL20231,59,4,6,10,11,7,12,13,0,126
SAL20232,23,19,28,16,18,5,15,31,6,163
SAL20233,282,346,393,273,338,186,252,219,58,2350
SAL20234,0,0,0,0,0,0,0,0,0,3
SAL20235,9,15,20,13,13,18,18,14,0,130
SAL20236,0,3,0,0,0,3,0,0,0,11
SAL20237,6,3,4,4,5,0,0,0,0,25
SAL20238,20,0,0,0,3,0,3,6,0,31
SAL20239,0,0,0,0,0,0,0,0,0,0
SAL20240,4,0,0,0,0,0,0,0,0,6
SAL20241,7,5,4,0,4,0,0,8,0,25
SAL20242,28,10,9,6,4,3,10,6,0,69
SAL20243,0,0,0,0,0,0,0,0,0,6
SAL20244,80,60,36,30,26,17,23,27,6,310
SAL20245,0,0,0,0,0,0,0,0,0,5
SAL20246,59,46,57,19,42,29,26,51,8,344
SAL20247,102,102,78,41,51,30,23,41,11,475
SAL20248,237,311,427,273,218,181,130,220,39,2031
SAL20249,118,287,139,123,143,65,41,87,13,1022
SAL20250,16,17,18,9,7,6,5,9,4,97
SAL20251,768,1052,228,252,390,290,41,106,67,3194
SAL20252,1182,2802,614,636,984,592,196,399,136,7528
SAL20253,567,1189,380,355,520,328,128,238,68,3768
SAL20254,817,1688,524,445,731,433,181,288,91,5197
SAL20255,0,0,0,3,6,0,0,0,0,15
SAL20256,26,47,30,26,21,7,12,17,0,190
SAL20257,220,265,159,91,109,118,20,75,31,1092
SAL20258,0,0,8,3,4,0,6,3,0,25
SAL20259,38,22,16,8,11,10,4,16,0,116
SAL20260,50,63,142,77,101,56,73,78,13,661
SAL20261,15,4,4,8,9,5,5,0,0,45
SAL20262,8,3,5,0,0,0,0,3,0,17
SAL20263,12,8,17,5,4,0,3,4,0,56
SAL20264,15,12,3,7,4,0,0,4,3,40
SAL20265,0,0,0,0,0,0,0,0,0,4
SAL20266,16,3,8,0,0,4,0,3,0,40
SAL20267,13,6,0,4,0,3,4,3,0,31
SAL20268,0,0,0,0,0,0,0,0,0,8
SAL20269,4,0,0,0,0,0,0,0,0,4
SAL20270,25,16,17,15,6,9,14,26,0,134
SAL20271,0,0,0,0,0,0,0,0,0,0
SAL20272,19,15,15,9,15,5,7,6,8,95
SAL20273,7,0,0,0,0,0,0,0,0,6
SAL20274,30,38,57,35,32,23,38,46,0,292
SAL20275,0,3,0,6,0,0,0,0,0,17
SAL20276,20,6,6,5,7,0,0,9,0,62
SAL20277,6,3,0,6,3,0,0,6,0,17
SAL20278,563,893,500,379,519,254,151,209,50,3519
SAL20279,64,41,66,163,42,13,32,17,7,442
SAL20280,47,25,25,15,20,13,5,19,0,167
SAL20281,13,4,4,3,0,0,0,0,0,27
SAL20282,24,26,12,20,20,15,18,20,6,161
SAL20283,65,46,50,40,31,32,21,47,6,335
SAL20284,41,106,94,81,62,53,37,49,10,541
SAL20285,43,14,9,7,5,5,0,10,0,87
SAL20286,0,0,0,0,0,0,0,0,0,0
SAL20287,0,0,0,0,0,0,0,0,0,5
SAL20288,51,77,65,49,48,34,36,52,17,430
SAL20289,26,11,10,9,7,5,3,6,3,67
SAL20290,0,0,0,0,0,0,0,0,0,4
SAL20291,15,0,0,3,0,0,0,4,0,26
SAL20292,0,3,0,0,0,0,0,7,0,10
SAL20293,0,6,0,0,0,0,0,0,0,7
SAL20294,31,6,3,3,6,4,4,18,0,81
SAL20295,18,8,4,10,9,8,9,5,0,64
SAL20296,3,0,5,0,0,0,0,0,0,13
SAL20297,6,10,3,3,3,0,0,3,0,32
SAL20298,17,12,9,5,10,5,6,15,0,77
SAL20299,14,7,5,5,3,0,0,0,0,35
SAL20300,85,51,36,33,25,24,29,41,10,335
SAL20301,15,6,8,3,5,0,0,9,4,52
SAL20302,21,0,8,4,4,6,3,4,0,49
SAL20303,8,0,3,8,0,0,0,0,0,17
SAL20304,1260,2621,1947,1375,1668,1050,718,1047,186,11876
SAL20305,14,0,5,3,0,3,3,0,0,25
SAL20306,23,7,5,3,7,0,0,7,0,50
SAL20307,501,671,667,450,586,325,213,303,62,3780
SAL20308,22,0,14,0,6,3,3,21,0,64
SAL20309,9,3,17,9,8,8,4,12,0,72
SAL20310,6,5,6,4,0,0,0,3,0,27
SAL20311,3,6,4,3,0,0,0,7,0,22
SAL20312,22,11,4,3,4,6,7,14,0,64
SAL20313,3,5,3,5,0,0,0,0,0,17
SAL20314,707,2088,806,875,760,630,258,637,175,6933
SAL20315,816,2074,656,597,721,549,204,427,137,6171
SAL20316,705,1459,399,421,536,379,117,250,58,4328
SAL20317,0,0,4,0,0,0,0,0,0,9
SAL20318,0,0,0,0,0,0,0,0,0,0
SAL20319,13,0,0,0,0,0,0,3,0,24
SAL20320,4,5,8,0,4,0,0,0,0,22
SAL20321,14,9,10,6,8,8,5,3,4,61
SAL20322,50,25,15,14,11,9,0,23,3,159
SAL20323,5,0,3,5,0,0,0,0,0,8
SAL20324,385,884,460,507,522,390,474,585,135,4341
SAL20325,5,0,0,0,0,0,0,5,0,16
SAL20326,35,53,74,75,53,40,52,59,12,450
SAL20327,12,26,11,4,3,5,3,10,0,74
SAL20328,0,0,0,0,0,0,0,0,0,9
SAL20329,8,7,3,3,4,0,0,0,0,26
SAL20330,55,95,103,74,43,38,38,56,11,518
SAL20331,243,499,224,149,233,131,46,94,20,1647
SAL20332,9,13,7,7,10,11,5,3,4,66
SAL20333,27,4,12,4,6,4,0,3,0,70
SAL20334,17,3,0,4,3,0,0,0,0,36
SAL20335,20,22,19,15,18,16,15,17,0,147
SAL20336,249,254,181,146,92,117,44,124,19,1221
SAL20337,2922,4127,525,836,1253,939,124,268,235,11235
SAL20338,1920,2714,494,660,943,729,104,249,133,7960
SAL20339,30,3,4,11,4,4,5,17,4,83
SAL20340,3,0,0,0,0,0,0,0,0,4
SAL20341,15,0,3,3,0,0,8,5,0,38
SAL20342,19,3,0,3,6,5,0,3,0,48
SAL20343,4,0,0,0,0,0,0,0,0,5
SAL20344,8,6,3,0,0,0,3,4,0,20
SAL20345,208,291,392,264,235,166,246,305,60,2155
SAL20346,209,543,627,543,342,276,524,645,135,3841
SAL20347,26,0,0,6,0,0,0,8,0,43
SAL20348,12,0,0,0,0,0,0,0,0,11
SAL20349,11,3,3,0,0,0,0,3,0,27
SAL20350,0,0,0,0,3,0,0,5,0,18
SAL20351,383,561,627,620,602,423,620,497,111,4442
SAL20352,148,257,157,107,152,88,97,86,25,1118
SAL20353,0,0,0,0,0,0,0,0,0,0
SAL20354,8,18,17,12,9,3,7,10,0,86
SAL20355,14,0,0,3,0,0,0,4,0,27
SAL20356,307,580,344,291,277,182,123,181,30,2301
SAL20357,20,12,3,5,7,4,0,4,6,57
SAL20358,16,13,3,0,0,4,5,4,0,43
SAL20359,36,11,11,8,9,0,0,3,0,66
SAL20360,0,0,0,0,0,0,0,0,0,0
SAL20361,2313,7002,1242,1498,1744,897,299,636,232,15860
SAL20362,1419,4076,645,759,1003,480,151,304,116,8953
SAL20363,1224,3406,808,934,1110,549,262,462,116,8863
SAL20364,55,49,62,71,30,33,34,42,9,376
SAL20365,12,7,3,3,6,8,0,3,0,42
SAL20366,30,11,11,15,3,4,9,11,0,95
SAL20367,26,9,0,4,3,0,6,9,0,64
SAL20368,14,15,11,10,9,12,0,6,0,80
SAL20369,28,17,19,18,11,9,7,14,7,131
SAL20370,9,3,0,0,0,0,0,0,0,15
SAL20371,6,3,0,0,0,0,0,0,0,19
SAL20372,0,0,0,0,0,0,0,0,0,0
SAL20373,11,12,8,11,8,10,0,4,0,61
SAL20374,0,0,0,0,0,0,0,0,0,3
SAL20375,54,22,9,9,12,11,9,15,9,146
SAL20376,27,26,30,19,14,15,9,14,0,148
SAL20377,36,7,3,3,3,3,0,6,3,59
SAL20378,0,0,0,0,0,0,0,0,0,3
SAL20379,0,0,0,0,0,0,0,0,0,0
SAL20380,8,0,0,3,0,0,0,0,0,11
SAL20381,47,36,69,17,55,28,40,15,10,321
SAL20382,3,0,0,0,0,3,0,0,0,14
SAL20383,13,0,3,6,10,4,3,0,0,38
SAL20384,7,11,12,3,3,0,0,6,0,37
SAL20385,9,7,0,0,4,0,3,0,0,25
SAL20386,884,1584,543,467,700,574,170,313,89,5330
SAL20387,58,68,73,38,43,19,22,26,7,339
SAL20388,13,4,8,0,11,0,0,9,3,45
SAL20389,0,0,0,0,0,0,0,7,0,14
SAL20390,52,59,57,31,38,25,11,33,3,313
SAL20391,25,22,15,14,8,4,7,3,0,101
SAL20392,5,0,10,7,5,5,0,8,0,41
SAL20393,32,30,22,22,25,6,7,10,0,164
SAL20394,36,15,17,10,13,8,8,6,4,114
SAL20395,55,30,40,25,39,18,12,30,6,253
SAL20396,8,5,3,3,0,7,0,0,0,29
SAL20397,0,0,0,0,0,0,0,0,0,0
SAL20398,6,5,6,3,0,6,4,0,0,30
SAL20399,1644,3224,1811,1578,1895,1351,789,1062,295,13656
SAL20400,6,5,0,0,0,0,0,3,0,17
SAL20401,17,4,6,0,3,0,0,4,0,35
SAL20402,7,7,6,0,0,0,0,5,0,22
SAL20403,20,3,3,0,4,6,9,5,0,58
SAL20404,36,24,18,12,21,16,16,17,5,154
SAL20405,6,0,0,0,0,0,0,0,0,15
SAL20406,13,0,0,3,3,3,0,0,0,27
SAL20407,0,0,0,0,0,0,0,0,0,0
SAL20408,5,0,0,0,0,0,0,0,3,14
SAL20409,256,504,213,200,223,132,71,115,32,1753
SAL20410,19,15,24,21,18,15,8,17,4,141
SAL20411,176,200,323,172,199,104,111,158,40,1481
SAL20412,8,3,9,3,3,3,3,3,3,45
SAL20413,0,0,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,0,0,0,0,0,5
SAL20415,5,0,0,0,0,0,4,0,0,9
SAL20416,3,0,0,0,0,0,0,3,0,16
SAL20417,17,0,4,0,3,0,0,4,0,27
SAL20418,92,221,50,46,46,30,4,16,4,511
SAL20419,228,462,341,298,358,220,286,269,66,2531
SAL20420,320,644,338,352,428,242,307,275,77,2985
SAL20421,14,0,0,0,4,0,0,0,0,21
SAL20422,37,20,16,11,16,4,9,10,0,130
SAL20423,0,4,0,0,0,5,0,6,0,13
SAL20424,16,0,0,0,0,0,0,0,0,15
SAL20425,20,21,13,8,14,9,8,10,0,112
SAL20426,1005,2345,601,800,934,786,271,520,149,7410
SAL20427,679,1534,534,439,651,444,207,442,88,5015
SAL20428,32,65,59,26,52,30,26,33,4,333
SAL20429,4,4,0,0,0,0,0,7,0,25
SAL20430,3,0,0,0,0,0,0,0,0,3
SAL20431,50,44,53,27,21,19,18,36,0,268
SAL20432,44,15,10,0,9,5,4,5,0,83
SAL20433,23,17,6,4,6,5,3,16,0,65
SAL20434,21,17,11,3,10,6,7,11,4,93
SAL20435,18,10,8,3,3,3,4,3,5,62
SAL20436,28,7,10,8,9,4,5,4,3,79
SAL20437,39,50,45,21,22,26,10,20,4,243
SAL20438,0,0,0,0,0,0,0,0,0,4
SAL20439,10,4,0,0,0,0,0,0,0,21
SAL20440,5,0,5,0,0,0,0,0,0,7
SAL20441,427,853,550,431,693,428,581,583,157,4701
SAL20442,0,0,0,0,0,0,0,0,0,0
SAL20443,21,9,22,9,6,8,12,17,0,97
SAL20444,122,226,279,315,152,169,134,319,30,1753
SAL20445,47,3,4,3,3,3,0,22,0,84
SAL20446,10,3,0,0,0,0,4,9,0,25
SAL20447,28,22,37,27,16,10,18,14,3,175
SAL20448,10,10,0,0,0,0,4,0,0,27
SAL20449,0,0,0,0,0,0,4,0,0,9
SAL20450,13,0,0,0,0,0,0,5,0,21
SAL20451,18,12,19,7,8,6,3,11,0,86
SAL20452,0,0,0,0,0,0,0,0,0,0
SAL20453,2283,4399,570,865,1338,911,141,356,163,11014
SAL20454,21,13,28,15,25,14,16,17,0,152
SAL20455,113,148,278,175,179,147,178,197,44,1451
SAL20456,6,0,0,0,0,0,0,0,0,9
SAL20457,117,219,153,138,90,70,49,99,12,950
SAL20458,10,0,0,3,3,0,0,6,0,30
SAL20459,8,0,0,0,4,0,0,3,0,22
SAL20460,169,249,213,179,134,122,114,210,26,1414
SAL20461,189,447,275,309,251,183,108,196,31,1991
SAL20462,6,0,0,0,0,0,0,0,0,6
SAL20463,11,9,0,0,4,3,9,4,0,43
SAL20464,9,5,6,14,4,0,9,11,6,59
SAL20465,6,0,0,0,0,0,0,0,0,14
SAL20466,32,33,74,27,44,25,32,42,7,328
SAL20467,10,4,0,0,0,0,0,0,0,17
SAL20468,874,1500,159,272,422,299,34,92,59,3716
SAL20469,21,18,12,11,11,6,3,3,0,88
SAL20470,9,4,15,6,12,7,7,13,0,67
SAL20471,0,5,0,0,0,0,0,0,0,5
SAL20472,5,4,4,0,3,0,0,3,0,19
SAL20473,74,113,68,63,59,44,10,37,10,476
SAL20474,59,64,42,19,35,23,0,14,3,264
SAL20475,143,227,193,148,109,88,32,112,15,1069
SAL20476,172,218,313,239,156,164,96,223,45,1626
SAL20477,3,4,0,0,0,0,0,6,0,20
SAL20478,10,0,6,3,6,0,3,9,0,24
SAL20479,0,0,0,0,0,0,0,0,0,0
SAL20480,48,14,9,4,9,3,9,18,3,107
SAL20481,5,0,5,3,0,0,0,0,0,22
SAL20482,3,0,0,3,6,0,0,0,0,14
SAL20483,17,3,3,0,6,0,0,7,0,31
SAL20484,23,4,10,8,0,4,0,12,3,59
SAL20485,98,121,81,60,86,54,28,66,4,604
SAL20486,50,76,90,69,73,47,26,37,4,475
SAL20487,28,31,35,18,19,21,10,25,7,191
SAL20488,71,47,76,46,34,44,41,61,8,420
SAL20489,5,4,0,0,0,0,6,5,0,20
SAL20490,15,0,4,0,0,0,0,5,0,16
SAL20491,0,0,4,0,0,0,0,0,0,11
SAL20492,69,46,88,82,53,55,41,67,7,512
SAL20493,15,5,5,6,5,5,9,16,0,70
SAL20494,47,34,25,19,21,10,11,14,7,184
SAL20495,835,3513,610,1109,853,667,249,529,147,8508
SAL20496,616,1968,253,369,399,229,46,85,78,4044
SAL20497,12,9,4,3,4,0,0,3,0,44
SAL20498,1511,3789,868,898,1282,783,296,526,203,10163
SAL20499,16,11,11,10,5,5,6,9,9,91
SAL20500,1499,2620,1485,1354,1755,1169,1009,1041,277,12198
SAL20501,20,7,9,4,3,4,6,3,0,44
SAL20502,11,6,8,3,0,0,0,8,0,46
SAL20503,9,3,4,9,0,4,10,12,0,48
SAL20504,6,0,5,0,0,3,0,3,0,19
SAL20505,14,4,6,0,5,0,0,0,0,24
SAL20506,6,0,0,0,0,0,0,0,0,6
SAL20507,302,557,349,254,306,168,102,126,29,2193
SAL20508,1052,1555,2064,1429,1535,1031,1081,1339,222,11311
SAL20509,16,0,0,0,0,0,0,3,4,29
SAL20510,20,17,16,8,7,4,7,10,11,107
SAL20511,0,0,3,0,0,0,0,5,0,13
SAL20512,26,25,28,13,19,12,3,8,7,142
SAL20513,93,81,69,95,53,60,62,101,5,629
SAL20514,4,12,4,7,4,7,0,6,0,48
SAL20515,12,14,7,8,12,6,3,4,0,64
SAL20516,346,938,311,326,270,192,91,277,50,2789
SAL20517,40,9,25,9,15,3,16,19,3,152
SAL20518,9,9,11,7,9,8,3,5,4,53
SAL20519,3,0,0,0,3,0,0,3,0,14
SAL20520,6,0,0,0,0,0,0,0,0,8
