SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL21208,15,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,21,16,34
SAL21209,25,27,56,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,7,4,9,0,0,0,33,36,64
SAL21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21211,24,35,55,0,5,6,0,0,0,4,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,87,0,0,0,0,0,0,4,88,90,0,3,5,30,130,156
SAL21212,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL21213,21,21,43,4,4,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,10,8,8,15,31,30,63
SAL21214,2916,3162,6082,51,62,112,10,9,18,472,495,966,9,9,14,0,0,0,0,3,7,0,3,4,0,0,0,5,0,4,0,0,0,497,519,1018,28,18,45,4,7,5,576,608,1183,119,109,230,3616,3878,7494
SAL21215,163,145,304,0,0,9,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,8,12,21,6,7,12,179,163,341
SAL21216,16,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,23
SAL21217,12,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20
SAL21218,824,767,1587,22,23,36,0,3,3,105,102,205,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,107,216,3,5,9,0,0,0,131,134,268,41,29,70,996,926,1919
SAL21219,1286,1355,2643,91,105,195,7,6,18,190,208,401,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,209,224,429,3,3,6,3,3,4,303,335,635,118,123,241,1702,1817,3520
SAL21220,21,17,34,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,4,3,11,7,0,8,25,24,46
SAL21221,90,97,189,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,0,0,0,0,0,0,4,9,15,4,0,4,100,110,206
SAL21222,123,124,246,6,8,10,0,0,0,22,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,49,0,0,4,0,0,0,29,32,56,4,8,15,151,171,320
SAL21223,1572,1600,3176,17,14,38,4,3,6,105,89,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,93,201,5,5,11,0,0,0,131,115,250,48,45,91,1753,1758,3511
SAL21224,8,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,12,28
SAL21225,26,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,51
SAL21226,18,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,14,41
SAL21227,35,32,72,0,0,5,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,5,6,0,0,0,41,41,80
SAL21228,125,128,257,0,4,8,0,0,0,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,17,0,0,0,0,0,0,10,17,28,12,9,20,148,157,301
SAL21229,562,550,1114,14,31,46,0,0,5,42,62,112,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,52,71,120,5,4,4,0,0,0,72,105,174,49,41,93,684,701,1382
SAL21230,140,145,285,0,0,3,4,4,7,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,24,0,0,0,0,0,0,16,14,24,18,7,30,173,171,341
SAL21231,348,339,688,15,17,27,0,0,0,33,29,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,66,0,0,4,0,6,3,51,51,103,44,41,89,445,432,882
SAL21232,35,37,74,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,13,26,51,53,96
SAL21233,239,243,479,8,9,17,0,3,5,33,21,50,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,34,34,67,3,4,3,0,0,0,42,40,83,20,15,37,303,300,599
SAL21234,785,761,1545,10,13,23,0,0,0,33,31,69,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,74,3,3,7,0,0,0,51,52,100,40,39,76,873,847,1722
SAL21235,2471,2712,5181,170,163,330,4,3,11,274,301,580,0,8,7,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,288,313,602,12,12,20,6,0,8,479,495,968,153,160,313,3101,3367,6463
SAL21236,413,408,818,8,7,15,0,0,0,18,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,34,0,0,0,4,3,4,29,32,55,13,9,27,454,446,897
SAL21237,704,758,1461,15,15,31,0,0,0,43,62,109,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,63,119,0,0,3,0,0,0,67,85,148,29,37,67,802,888,1683
SAL21238,102,107,206,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,9,12,8,12,20,116,117,238
SAL21239,49,43,86,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,7,4,14,5,3,11,61,50,118
SAL21240,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12
SAL21241,425,449,871,21,18,38,6,3,3,65,61,131,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,72,71,140,0,4,4,3,0,8,91,89,188,46,45,93,570,585,1149
SAL21242,160,142,306,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,12,3,19,21,17,45,190,167,364
SAL21243,40,34,79,0,3,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,8,13,0,3,7,52,45,93
SAL21244,41,35,78,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,8,48,37,87
SAL21245,2414,2391,4800,51,49,98,11,21,27,184,181,363,3,10,11,8,8,16,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,208,218,429,16,0,21,4,4,6,279,278,557,291,265,559,2986,2935,5917
SAL21246,5147,5780,10923,134,150,290,12,25,38,645,779,1427,8,5,18,3,7,10,14,5,19,0,0,0,0,0,0,3,0,4,0,0,0,682,829,1515,52,58,110,8,8,14,881,1049,1927,210,210,415,6227,7033,13267
SAL21247,1628,1666,3298,23,21,41,6,5,10,117,133,256,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,123,143,270,13,18,31,0,0,5,163,179,344,43,50,97,1838,1896,3740
SAL21248,879,826,1702,39,29,72,0,0,0,117,99,216,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,100,227,11,11,21,0,0,0,171,138,314,79,72,149,1129,1035,2167
SAL21249,77,74,147,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,6,6,5,6,6,76,81,164
SAL21250,680,714,1393,33,45,73,0,0,4,141,181,320,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,190,334,4,0,7,0,0,0,182,232,414,22,22,42,888,969,1855
SAL21251,13,6,22,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,15,12,28
SAL21252,47,36,84,0,0,0,0,0,0,7,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15,0,0,0,0,0,0,3,12,14,3,0,7,58,51,106
SAL21253,145,125,272,3,3,12,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,0,0,0,0,0,3,17,20,35,38,38,75,196,185,382
SAL21254,1735,1706,3440,99,92,188,6,4,9,111,129,235,3,0,5,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,121,131,258,17,12,25,4,4,6,238,239,477,97,90,182,2064,2032,4094
SAL21255,8,3,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,8,16
SAL21256,58,64,126,14,0,17,0,4,6,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,16,0,0,0,6,6,4,22,14,37,6,6,15,89,87,179
SAL21257,22,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,26,23,49
SAL21258,53,52,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,9,62,58,115
SAL21259,26,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,46
SAL21260,41,28,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,45,33,79
SAL21261,262,235,497,10,3,13,0,0,0,16,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,31,0,0,0,0,0,0,24,18,42,20,17,38,302,272,579
SAL21262,61,46,106,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,0,7,7,0,11,68,57,124
SAL21263,25,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,33
SAL21264,11,4,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,3,18
SAL21265,195,189,388,12,6,24,0,0,3,11,7,21,4,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,0,0,0,0,0,0,32,23,52,19,14,31,242,225,469
SAL21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21267,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAL21268,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17
SAL21269,252,240,494,4,3,6,0,0,0,31,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,52,0,0,0,0,0,0,36,28,59,15,12,30,299,281,585
SAL21270,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,17
SAL21271,19,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,31
SAL21272,37,34,65,0,5,4,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,3,5,12,7,0,5,46,35,81
SAL21273,133,129,261,0,4,5,0,0,0,7,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,27,0,0,0,0,0,0,7,17,30,18,16,35,160,171,326
SAL21274,9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20
SAL21275,17,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,16,23,42
SAL21276,65,66,128,0,3,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,11,5,3,8,70,76,146
SAL21277,374,457,827,3,3,9,0,3,3,52,74,124,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,77,136,3,3,4,3,9,15,66,93,156,27,25,57,468,576,1044
SAL21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21279,1628,1615,3245,57,52,114,3,9,10,145,152,294,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,155,158,313,0,4,4,0,0,0,216,213,428,79,78,157,1920,1905,3827
SAL21280,39,34,72,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,5,7,6,11,50,40,90
SAL21281,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,20,22,43
SAL21282,506,501,1005,33,36,65,4,3,8,39,37,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,93,0,0,0,0,4,3,84,85,167,93,73,167,680,661,1340
SAL21283,68,50,117,7,4,10,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,16,8,22,13,8,24,89,72,161
SAL21284,1733,1660,3395,104,108,205,18,11,30,642,651,1297,12,11,20,4,6,14,0,0,0,0,0,4,0,3,4,6,0,5,0,0,0,681,681,1364,22,28,55,5,3,14,817,826,1638,174,172,346,2725,2661,5384
SAL21285,25,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,43
SAL21286,639,632,1273,13,9,19,0,0,0,36,36,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,72,0,0,0,0,0,0,47,46,89,28,19,46,708,699,1408
SAL21287,582,536,1119,6,9,7,0,0,0,47,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,44,92,0,0,3,0,0,7,56,49,108,19,19,40,662,605,1264
SAL21288,13,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,28
SAL21289,35,38,68,0,0,0,0,0,0,12,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,14,0,0,0,0,0,0,12,5,14,7,0,9,47,44,89
SAL21290,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9
SAL21291,15,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,28
SAL21292,32,28,65,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,7,3,3,6,40,38,74
SAL21293,4283,4792,9076,164,223,387,11,9,17,368,412,781,11,8,19,8,3,5,0,6,3,5,9,12,7,3,14,0,0,3,0,0,0,405,451,860,10,23,32,10,4,19,598,701,1299,407,443,849,5289,5935,11220
SAL21294,514,525,1038,4,0,3,0,0,0,39,33,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,75,9,3,12,0,0,0,47,42,87,40,39,79,593,604,1201
SAL21295,364,403,766,12,23,31,0,0,3,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,5,0,5,28,30,61,25,30,54,420,464,884
SAL21296,24,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,24,53
SAL21297,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13
SAL21298,22,16,42,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,5,31,18,51
SAL21299,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29
SAL21300,72,71,138,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,8,8,18,4,0,9,85,80,165
SAL21301,62,54,113,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5,9,12,7,6,6,72,61,131
SAL21302,43,46,87,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,6,3,7,45,47,94
SAL21303,3,5,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,3,9
SAL21304,17,16,35,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,6,0,4,20,18,40
SAL21305,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
SAL21306,153,165,318,5,4,10,3,3,7,22,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,50,0,7,5,4,0,4,38,35,71,36,31,61,221,228,446
SAL21307,14,14,29,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,17,12,30
SAL21308,59,46,108,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,3,7,8,0,3,7,64,56,120
SAL21309,209,213,429,0,0,0,0,0,0,7,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,25,0,0,4,0,0,0,8,22,32,16,13,36,233,253,490
SAL21310,426,375,805,25,28,55,0,3,6,32,21,52,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,68,0,0,0,0,0,0,63,54,122,48,45,93,536,479,1019
SAL21311,88,77,163,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,7,3,14,8,9,14,100,87,186
SAL21312,1357,1410,2768,4,7,15,0,0,0,107,113,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,223,6,5,13,0,3,5,124,137,258,94,71,169,1576,1619,3194
SAL21313,23,26,46,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,31,27,57
SAL21314,2610,2677,5286,20,29,52,0,0,4,139,165,306,3,3,3,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,152,170,321,8,8,13,10,0,13,186,211,397,81,98,178,2879,2984,5866
SAL21315,4243,4389,8630,25,45,65,6,3,7,273,270,546,10,10,19,0,5,5,0,4,7,0,0,0,0,0,0,3,0,7,0,0,0,292,289,576,24,22,44,5,4,6,340,353,695,236,210,442,4819,4957,9772
SAL21316,6269,6751,13023,142,132,275,4,7,15,481,485,967,12,10,26,3,0,4,0,0,0,3,0,6,0,6,4,0,0,0,0,0,0,511,508,1020,33,18,55,11,14,24,700,670,1370,255,283,540,7221,7707,14924
SAL21317,748,761,1512,0,0,3,0,0,4,37,37,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,82,4,0,10,0,0,0,47,49,96,27,23,44,815,836,1654
SAL21318,30,23,47,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,6,4,8,10,3,11,34,32,67
SAL21319,1137,1166,2305,21,23,41,0,0,0,81,91,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,87,173,4,3,13,4,5,10,110,127,233,46,55,104,1297,1348,2651
SAL21320,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13
SAL21321,38,30,65,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,4,3,12,43,35,79
SAL21322,26,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,20,0,20,0,0,0,45,15,63
SAL21323,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3
