SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,362,393,753,11,11,24,4,4,4,50,43,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,103,0,0,4,4,0,4,67,59,133,47,42,89,475,498,973
SAL20014,62,69,132,0,3,7,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,10,7,14,5,8,8,78,80,159
SAL20015,3326,3516,6842,81,99,181,8,5,12,367,379,746,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,376,382,766,19,16,36,10,6,16,491,504,998,112,111,226,3933,4132,8068
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,2393,2392,4787,43,40,74,4,7,5,205,165,371,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,177,383,17,18,32,7,0,8,273,226,502,152,142,296,2817,2761,5582
SAL20018,2287,2504,4792,84,106,193,8,17,28,300,348,648,5,6,13,0,0,5,3,9,13,0,0,0,0,0,0,0,4,0,0,0,0,322,378,700,26,28,59,6,5,14,446,519,962,100,113,215,2835,3132,5969
SAL20019,119,121,242,11,6,18,0,0,0,7,10,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,0,0,0,0,0,0,17,22,38,6,7,15,148,144,296
SAL20020,32,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,32,40,76
SAL20021,1751,1555,3305,57,48,107,7,5,17,264,217,479,3,3,9,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,276,227,507,11,12,26,7,0,15,361,289,648,187,142,326,2299,1981,4278
SAL20022,1113,1196,2312,67,86,150,3,4,5,67,57,132,0,7,8,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,80,69,154,0,0,0,0,3,5,152,159,309,79,72,152,1343,1433,2776
SAL20023,4315,4613,8922,240,244,482,12,12,32,804,843,1650,21,14,40,9,9,19,6,8,14,3,3,8,5,5,11,6,3,8,0,0,0,865,908,1769,31,38,67,10,16,28,1147,1194,2345,202,198,394,5659,6007,11666
SAL20024,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
SAL20025,32,29,66,0,0,0,3,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,7,3,8,11,6,19,47,43,96
SAL20026,27,20,44,0,4,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,6,4,12,0,4,5,36,32,62
SAL20027,128,122,249,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,3,0,5,7,3,10,17,17,36,155,142,296
SAL20028,592,616,1209,12,11,21,0,0,0,26,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,63,6,4,5,0,0,3,43,50,89,48,47,91,683,709,1391
SAL20029,80,77,155,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,0,0,0,0,0,0,9,9,15,4,4,11,94,89,185
SAL20030,67,59,129,3,7,10,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,19,0,0,0,0,0,0,9,16,30,13,8,22,92,82,168
SAL20031,73,79,151,0,4,9,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,9,4,13,19,15,29,100,92,195
SAL20032,11,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,31
SAL20033,24,23,54,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,3,3,7,36,31,66
SAL20034,2117,2266,4383,70,76,147,7,15,20,373,448,821,5,5,5,4,6,8,3,6,9,0,5,5,0,0,0,0,0,0,0,0,0,391,475,869,25,31,49,0,3,8,485,585,1075,98,94,199,2705,2945,5654
SAL20035,4376,4854,9227,178,216,395,8,10,21,496,531,1028,8,7,18,0,6,10,4,5,7,6,3,9,0,0,0,0,0,0,0,0,0,522,569,1087,32,45,76,14,7,17,745,830,1572,272,281,551,5396,5961,11352
SAL20036,7589,8052,15641,176,204,383,8,12,16,577,636,1216,9,9,17,3,12,13,7,3,14,0,3,5,3,4,12,0,0,0,0,0,0,609,680,1289,22,33,62,17,23,44,829,945,1774,427,434,861,8842,9430,18274
SAL20037,4857,5285,10145,235,217,451,15,13,24,600,609,1206,11,9,12,3,5,11,3,3,7,0,0,4,0,0,0,6,0,0,0,0,0,633,638,1269,30,36,59,8,10,21,896,898,1800,390,426,819,6146,6617,12763
SAL20038,60,60,115,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,3,4,10,9,12,16,66,68,140
SAL20039,26,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,14,30,35,68
SAL20040,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4
SAL20041,99,94,193,6,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,11,8,15,4,4,14,109,115,220
SAL20042,315,305,622,7,3,12,0,0,0,14,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,33,0,0,0,0,0,0,20,26,45,31,27,62,368,357,726
SAL20043,43,36,80,0,0,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,6,5,5,0,9,48,45,96
SAL20044,16,11,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,9,26
SAL20045,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,21,13,31
SAL20046,1231,1255,2486,49,77,132,3,0,4,156,169,324,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,163,175,342,9,3,12,0,3,3,227,261,485,102,93,197,1554,1613,3166
SAL20047,23,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,40
SAL20048,21,16,38,5,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,5,5,0,7,29,24,53
SAL20049,644,651,1296,63,67,128,6,7,14,66,46,114,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,75,56,136,0,3,5,0,0,0,143,128,265,105,102,211,894,885,1773
SAL20050,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
SAL20051,21,16,28,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,4,20,18,38
SAL20052,133,114,250,3,0,9,0,0,0,6,4,11,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,3,3,0,0,0,14,5,24,30,30,53,171,157,330
SAL20053,3027,3140,6165,257,266,523,8,14,22,169,208,377,9,18,21,0,3,8,3,3,5,0,4,6,3,3,10,0,0,0,0,0,0,200,253,448,23,25,54,13,8,19,492,553,1039,967,242,1212,4485,3931,8417
SAL20054,44,35,75,0,4,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,5,8,10,3,8,52,38,91
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,107,84,188,6,3,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,16,0,0,0,0,0,0,7,6,21,3,0,7,115,94,211
SAL20057,35,37,77,0,0,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,0,0,0,0,0,5,9,14,4,4,6,42,51,93
SAL20058,8,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,23
SAL20059,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,6,3,3,12
SAL20060,9,4,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,13,9,19
SAL20061,13,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,16,33
SAL20062,1200,1208,2410,43,42,88,0,0,0,147,136,283,0,3,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,143,293,16,10,23,7,3,9,215,199,409,169,135,308,1580,1539,3126
SAL20063,218,170,385,0,3,9,0,0,0,19,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,35,0,0,0,0,0,0,23,17,46,37,18,55,279,205,485
SAL20064,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,4,18
SAL20065,103,94,198,0,0,5,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,7,12,18,31,20,56,146,127,270
SAL20066,3150,3741,6888,121,145,269,20,41,59,654,789,1442,14,17,33,3,11,17,10,11,21,0,6,3,0,0,0,4,5,9,0,0,0,704,875,1581,58,73,130,10,5,10,892,1101,1993,179,211,388,4217,5051,9271
SAL20067,39,38,76,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,7,0,6,49,41,90
SAL20068,3836,3973,7814,153,154,300,16,20,41,1083,1261,2348,14,12,29,3,4,15,9,4,11,0,5,5,4,5,5,4,3,6,0,0,0,1137,1319,2458,36,47,81,15,14,30,1345,1528,2870,154,151,305,5331,5654,10986
SAL20069,27,21,47,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,0,0,0,29,26,53
SAL20070,8,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,10,7,19
SAL20071,219,220,434,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,4,4,15,18,29,239,239,473
SAL20072,179,183,360,3,7,4,0,0,0,10,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,22,0,0,0,0,0,0,16,17,29,14,8,20,204,204,412
SAL20073,44,41,83,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,5,10,46,50,93
SAL20074,1003,1105,2106,35,33,71,7,3,11,89,94,179,0,3,3,0,0,0,0,5,3,0,0,0,3,4,6,3,0,3,0,0,0,108,107,212,3,3,11,4,4,3,148,148,293,61,58,121,1208,1311,2520
SAL20075,5822,6031,11851,151,154,304,18,19,36,843,883,1725,18,20,36,5,13,17,3,9,16,0,0,0,0,3,3,5,3,6,0,0,0,897,950,1848,50,53,101,14,11,36,1118,1175,2289,410,419,829,7348,7618,14967
SAL20076,103,96,199,0,0,0,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,0,0,0,0,0,0,5,11,20,16,8,22,121,120,242
SAL20077,3347,3448,6797,42,47,87,6,5,9,364,343,708,3,13,14,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,381,359,739,13,18,40,0,4,5,442,427,869,104,106,212,3904,3982,7885
SAL20078,2808,2981,5788,73,62,135,8,5,14,382,363,743,3,3,11,0,3,4,3,3,6,0,0,6,0,0,0,0,0,0,0,0,0,400,384,787,44,35,80,12,9,17,528,488,1017,143,144,282,3476,3620,7099
SAL20079,3024,3134,6159,89,96,181,4,11,18,267,289,555,4,10,9,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,283,315,591,21,19,42,5,0,9,396,430,826,92,107,203,3512,3673,7189
SAL20080,2912,2953,5865,32,31,56,0,0,0,143,134,281,3,3,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,148,293,9,13,20,0,0,0,189,185,373,66,76,144,3171,3214,6386
SAL20081,45,53,107,0,0,0,0,0,0,10,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,22,0,0,0,0,0,0,9,9,25,9,9,19,72,75,144
SAL20082,1505,1515,3029,19,18,40,0,3,4,46,76,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,127,8,7,18,0,4,4,83,107,188,34,37,67,1621,1660,3284
SAL20083,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3
SAL20084,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5
SAL20085,123,99,223,0,4,5,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,3,0,3,0,0,0,12,4,24,10,6,15,145,106,253
SAL20086,467,462,927,11,21,32,4,3,8,35,46,82,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,36,51,98,0,0,0,0,0,0,55,76,128,19,24,47,539,560,1102
SAL20087,570,537,1111,20,20,34,0,0,0,30,36,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,70,0,0,0,3,0,3,51,58,105,68,62,124,692,655,1346
SAL20088,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL20089,5156,5533,10684,111,93,207,8,10,15,401,414,816,4,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,437,852,35,22,58,14,18,32,575,572,1146,237,207,446,5966,6314,12277
SAL20090,19,19,36,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,22,26,42
SAL20091,376,343,724,13,8,18,0,0,0,29,20,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,54,0,0,0,0,0,0,43,26,73,19,19,38,443,395,835
SAL20092,203,184,386,0,4,5,0,4,6,15,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,39,0,4,4,0,0,0,20,25,40,14,7,25,235,215,449
SAL20093,411,385,790,6,4,10,0,0,3,38,41,82,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,45,41,85,0,0,0,0,0,0,55,47,101,41,39,78,504,467,968
SAL20094,15,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,23,39
SAL20095,2885,3178,6063,232,233,468,10,6,16,330,321,653,8,5,11,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,339,695,14,12,20,7,9,22,609,599,1206,206,232,436,3701,4008,7709
SAL20096,149,136,283,0,0,0,0,0,0,20,14,33,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,38,0,0,0,0,0,0,23,19,41,14,10,25,183,163,348
SAL20097,689,723,1412,26,18,42,0,0,0,29,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,56,0,0,5,0,0,0,54,48,102,36,34,74,775,808,1587
SAL20098,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SAL20099,134,132,257,0,0,0,0,0,0,28,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,56,0,0,0,0,0,0,28,29,59,18,17,35,180,177,356
SAL20100,21,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,17,39
SAL20101,26,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,31,30,57
SAL20102,51,42,95,0,0,0,3,0,3,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,0,0,0,0,0,8,9,17,4,3,8,68,49,120
SAL20103,2894,3250,6142,228,246,475,13,12,24,201,269,471,14,12,27,0,5,6,6,7,8,6,3,3,6,3,11,0,0,0,0,0,0,242,305,549,18,10,19,21,0,20,503,566,1068,265,345,609,3661,4163,7819
