SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL21184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21185,0,0,0,0,0,4,3,5,13,196,111,17,325,14,5,17,347,163,7,515
SAL21186,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,9
SAL21187,0,6,0,0,0,6,0,0,5,231,166,28,425,3,3,11,433,165,4,601
SAL21188,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
SAL21189,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4
SAL21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21191,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,8
SAL21192,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,3,0,7
SAL21193,0,9,0,0,0,9,4,0,10,250,176,34,456,15,13,30,486,234,4,722
SAL21194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21195,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,5
SAL21196,0,0,0,0,0,0,0,0,0,7,9,0,12,0,0,0,12,11,0,25
SAL21197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21201,0,0,0,0,0,0,0,0,0,9,4,0,14,0,0,0,16,10,0,23
SAL21202,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,7,0,10
SAL21203,0,5,0,0,0,5,4,17,26,539,357,74,963,51,44,94,1058,736,27,1823
SAL21204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21206,4,4,0,0,0,4,5,8,10,184,198,36,412,8,13,23,434,286,11,734
SAL21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21214,0,3,0,0,0,3,0,0,3,98,51,10,159,3,11,13,168,107,0,278
SAL21215,0,0,0,0,0,0,0,0,0,3,4,3,12,0,0,0,12,5,0,12
SAL21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL21218,0,0,0,0,0,0,0,0,0,23,21,3,45,0,0,0,45,24,0,73
SAL21219,0,0,0,0,0,0,0,0,3,50,40,9,106,0,6,9,109,55,0,165
SAL21220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL21221,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
SAL21222,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,5,0,0,5
SAL21223,0,0,0,0,0,0,0,0,0,57,41,9,106,5,0,5,107,34,3,146
SAL21224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21228,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,9,3,0,6
SAL21229,0,0,0,0,0,0,0,0,0,6,5,0,14,0,0,0,17,25,0,43
SAL21230,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL21231,0,0,0,0,0,0,0,0,0,8,5,0,18,0,0,0,22,21,0,38
SAL21232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21233,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,12,11,0,25
SAL21234,0,0,0,0,0,0,0,0,0,10,12,0,24,0,0,0,24,13,0,33
SAL21235,0,0,0,0,0,0,0,0,3,41,54,6,105,0,0,0,104,59,3,170
SAL21236,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,11,10,0,20
SAL21237,0,0,0,0,0,0,0,0,0,13,16,0,29,0,0,0,29,18,0,52
SAL21238,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,11
SAL21239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21241,0,0,0,0,0,0,0,0,0,14,22,0,33,0,3,4,35,24,0,64
SAL21242,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,5
SAL21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21244,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL21245,0,0,0,0,0,0,3,0,3,68,45,7,122,5,0,4,128,64,3,189
SAL21246,0,0,0,0,0,3,4,0,3,161,107,12,277,9,6,13,290,162,6,460
SAL21247,0,0,0,0,0,0,0,0,0,46,19,5,72,0,0,0,71,43,0,113
SAL21248,0,0,0,0,0,0,0,0,6,14,14,3,32,3,0,4,43,74,0,120
SAL21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21250,0,0,0,0,0,0,0,0,0,42,23,3,70,5,0,4,75,31,0,109
SAL21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21253,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,5
SAL21254,0,0,0,0,0,0,0,0,0,42,34,9,83,0,0,6,94,24,0,114
SAL21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL21256,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,8
SAL21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21258,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3
SAL21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21260,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,4
SAL21261,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,11,9,0,17
SAL21262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL21263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21265,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,11,0,17
SAL21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21269,0,0,0,0,0,0,0,0,0,6,4,0,12,0,0,0,12,4,0,13
SAL21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21273,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,5,0,0,4
SAL21274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21277,0,0,0,0,0,0,0,0,0,5,6,3,16,0,0,6,18,22,0,43
SAL21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21279,0,0,0,0,0,0,0,0,0,31,22,3,64,3,0,8,68,14,0,81
SAL21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21282,0,0,0,0,0,0,0,0,0,20,12,0,28,0,0,0,36,21,0,54
SAL21283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21284,0,0,0,0,0,0,0,0,0,47,33,9,85,3,0,5,91,58,0,148
SAL21285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21286,0,0,0,0,0,0,0,0,0,13,7,0,21,0,0,6,30,22,0,49
SAL21287,0,0,0,0,0,0,0,0,0,11,12,0,25,0,0,5,32,4,0,34
SAL21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21289,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5
SAL21290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21293,5,3,0,0,0,3,4,0,13,163,162,24,345,12,13,21,371,262,4,636
SAL21294,0,0,0,0,0,0,0,0,3,9,6,3,14,0,0,0,14,11,0,25
SAL21295,0,0,0,0,0,0,0,0,0,3,12,0,14,0,3,4,23,7,0,33
SAL21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21302,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8
SAL21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21306,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,10,11,0,19
SAL21307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21308,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL21309,0,0,0,0,0,0,0,0,0,14,4,3,17,0,5,5,19,6,0,28
SAL21310,0,0,0,0,0,0,0,0,0,12,13,0,27,0,0,0,27,15,0,41
SAL21311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL21312,0,0,0,0,0,0,0,0,3,49,43,10,103,9,5,12,115,91,0,206
SAL21313,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4
SAL21314,0,0,0,0,0,0,0,0,4,74,47,13,134,4,6,8,142,82,0,228
SAL21315,0,0,0,0,0,0,5,4,6,152,99,17,263,15,3,21,291,232,5,527
SAL21316,0,4,0,0,0,4,0,3,5,232,137,18,389,12,7,20,410,252,12,680
SAL21317,0,0,0,0,0,0,0,0,3,18,26,0,42,4,0,3,49,18,0,69
SAL21318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21319,0,0,0,0,0,0,5,0,8,40,32,6,78,0,0,3,78,58,3,140
SAL21320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21321,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4
SAL21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21326,0,3,0,0,0,3,0,0,7,85,70,6,157,6,3,12,170,98,4,270
SAL21327,0,0,0,0,0,0,0,0,4,131,58,15,198,7,14,18,220,139,3,358
SAL21328,0,0,0,0,0,0,7,3,13,29,30,5,63,9,3,8,72,91,3,171
SAL21329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21336,0,0,0,0,0,0,0,7,8,326,161,20,510,13,17,31,539,317,3,863
SAL21337,0,0,0,0,0,0,0,0,3,100,68,7,169,3,4,9,177,86,5,264
SAL21338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21339,3,7,0,0,0,7,9,6,21,391,239,50,674,24,22,46,727,547,16,1288
SAL21340,0,0,0,0,0,0,0,0,4,104,63,9,180,0,0,3,189,65,6,257
SAL21341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21342,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,4,0,13
SAL21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21344,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,10,3,0,5
SAL21345,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,14
SAL21346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21347,0,0,0,0,0,0,0,0,0,20,14,4,34,0,0,0,34,14,0,46
SAL21348,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,8
SAL21349,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,4,0,14
SAL21350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL21351,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,0,4
SAL21352,0,3,0,0,0,3,0,5,5,136,103,16,253,8,9,17,268,152,3,428
SAL21353,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,10,4,0,10
SAL21354,0,0,0,0,0,0,0,3,10,210,159,30,395,6,6,13,405,211,5,621
SAL21355,0,0,0,0,0,0,0,0,0,31,27,5,65,0,0,0,65,19,0,87
SAL21356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL21357,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3
SAL21358,0,0,0,0,0,0,0,0,0,10,16,3,28,0,0,0,29,22,5,57
SAL21359,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,9,0,12
SAL21360,0,0,0,0,0,0,0,0,0,11,5,0,24,0,0,0,25,13,0,38
SAL21361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21362,0,0,0,0,0,0,3,12,12,82,99,16,198,8,21,27,228,273,11,514
SAL21363,0,0,0,0,0,0,0,0,0,34,27,10,74,8,0,4,76,69,0,146
SAL21364,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SAL21365,0,0,0,0,0,0,0,0,0,52,24,0,84,0,0,0,80,45,0,127
SAL21366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21368,0,0,0,0,0,0,0,0,0,8,5,0,7,0,0,0,9,3,0,13
SAL21369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21373,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4
SAL21374,0,0,0,0,0,0,0,4,9,114,82,15,215,6,3,6,215,117,3,340
SAL21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21377,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,6
SAL21378,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,5
SAL21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL21380,0,0,0,0,0,0,0,3,0,59,51,4,120,0,3,5,120,54,3,178
SAL21381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21384,0,0,0,0,0,0,0,3,3,9,16,0,21,0,0,0,25,13,6,43
SAL21385,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,8,0,8
SAL21386,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,3,0,10
SAL21387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21388,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,3,0,7
SAL21389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21392,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,3
SAL21393,0,0,0,0,0,0,0,0,0,15,10,0,22,0,4,4,21,14,0,35
SAL21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL21395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21396,0,0,0,0,0,0,0,4,3,19,32,4,64,0,4,5,65,25,5,94
SAL21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL21399,0,0,0,0,0,0,0,0,3,55,77,4,129,3,8,8,142,75,3,215
SAL21400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,4
SAL21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21403,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,3
SAL21404,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,8,4,0,11
SAL21405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21411,0,0,0,0,0,0,4,4,7,146,139,21,308,17,27,42,352,277,3,631
SAL21412,0,3,0,0,0,3,5,0,10,94,93,18,197,0,5,8,208,139,7,352
SAL21413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21414,0,3,0,0,0,3,3,0,5,94,63,14,171,4,4,12,179,98,8,282
SAL21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL21416,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,8
SAL21417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21418,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,4
SAL21419,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,4,0,5
SAL21420,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,0,7,3,0,14
SAL21421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21426,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL21427,0,0,0,0,0,0,0,0,0,10,7,0,20,0,0,0,20,6,0,32
SAL21428,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3
SAL21429,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,9,0,14
SAL21430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21435,0,0,0,0,0,0,0,0,0,39,11,3,56,0,0,0,56,15,0,73
SAL21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21444,0,0,0,0,0,0,0,0,0,4,7,5,19,0,0,0,24,18,0,37
SAL21445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21447,0,0,0,0,0,0,0,0,0,31,23,0,55,3,0,3,57,19,0,79
SAL21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21449,0,0,0,0,0,0,0,8,6,39,54,17,107,9,3,14,129,107,3,235
SAL21450,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,6,13,0,16
SAL21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21452,4,4,0,0,0,7,4,15,20,223,199,40,461,26,27,53,507,672,22,1198
SAL21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21454,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,3,0,12
SAL21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21456,0,4,0,0,0,4,0,0,4,43,25,3,73,0,0,0,69,42,3,118
SAL21457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7
SAL21458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21459,0,0,0,0,0,0,0,0,0,29,20,8,51,0,0,6,54,37,0,92
SAL21460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21464,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SAL21465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21467,4,4,0,0,0,4,0,4,5,373,287,54,706,22,10,31,740,322,12,1070
SAL21468,0,0,0,0,0,0,5,0,5,14,9,0,22,0,0,0,22,9,0,32
SAL21469,0,3,0,0,0,3,0,3,7,283,201,36,521,10,10,21,544,214,8,765
SAL21470,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,0,9
SAL21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21473,0,0,0,0,0,0,0,0,0,31,30,3,64,0,0,3,67,31,0,106
SAL21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL21475,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5
SAL21476,0,3,0,0,0,0,0,4,9,56,43,8,108,7,3,12,119,125,3,242
SAL21477,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,6
SAL21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
