SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20085,38,0,0,0,0,38,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,73,0,0,0,0,73
SAL20086,215,0,0,0,0,214,160,0,0,0,0,160,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,69,12,0,0,0,0,12,3,0,0,0,0,3,453,3,0,0,0,455
SAL20087,277,0,0,4,0,287,149,0,0,0,4,158,27,4,0,0,0,31,0,11,0,0,0,6,0,0,0,0,0,0,39,0,0,0,0,39,4,0,0,0,0,3,3,0,0,0,0,3,80,14,0,0,0,89,4,0,0,0,0,4,14,0,0,0,0,13,528,19,0,3,3,559
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL20089,1738,362,4,8,0,2115,950,334,5,0,0,1291,483,191,10,10,0,697,13,20,0,0,0,30,0,8,0,0,0,9,95,31,0,0,0,127,12,3,0,0,0,10,3,0,0,0,0,7,606,257,10,9,0,887,88,33,0,0,0,120,63,19,0,0,0,79,3449,996,21,16,0,4491
SAL20090,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SAL20091,93,0,0,0,0,93,168,0,0,0,0,168,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,291,0,0,0,0,291
SAL20092,55,0,0,0,0,58,70,0,0,0,0,70,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,142,0,0,0,0,145
SAL20093,122,0,0,0,0,122,168,0,0,0,0,168,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,317
SAL20094,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SAL20095,871,120,6,20,0,1017,1133,41,0,0,0,1181,356,141,0,0,0,498,52,21,33,0,0,105,8,14,4,0,0,24,100,36,7,0,0,148,13,0,10,9,0,32,6,0,0,0,0,7,526,212,57,9,0,815,96,9,0,0,0,102,30,10,3,0,0,42,2657,394,64,31,3,3155
SAL20096,59,0,0,0,0,59,53,0,0,0,0,53,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,5,0,0,0,0,5,146,0,0,0,0,146
SAL20097,200,0,0,38,0,235,295,0,0,0,0,290,33,0,0,0,0,33,9,0,0,0,0,9,4,0,0,0,0,4,16,0,0,0,0,16,3,0,0,3,0,3,0,0,0,0,0,0,59,0,0,3,0,59,3,0,0,0,0,5,4,0,0,0,0,4,565,0,0,40,0,609
SAL20098,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL20099,42,0,0,0,0,42,60,0,0,0,0,60,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,120
SAL20100,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL20101,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SAL20102,31,0,0,0,0,28,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,49
SAL20103,1083,113,6,4,0,1214,827,28,3,0,0,861,439,170,3,6,0,624,73,75,8,0,0,154,34,33,4,0,0,63,208,27,4,0,0,242,10,3,0,0,0,13,7,5,0,0,0,10,763,303,16,7,0,1102,35,7,0,0,0,41,67,20,0,0,0,87,2781,476,28,17,3,3300
SAL20104,16,5,0,0,0,19,12,9,0,0,0,15,19,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,28,10,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,54,21,0,0,3,78
SAL20105,173,122,171,0,0,466,154,183,382,0,0,721,56,151,709,11,0,920,0,6,53,0,0,61,0,10,11,0,0,24,19,34,99,0,0,156,4,0,9,0,0,7,0,0,0,0,0,5,79,203,880,7,0,1171,3,9,21,0,0,31,9,9,24,0,0,36,417,514,1474,11,0,2423
SAL20106,25,0,0,0,0,25,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
SAL20107,9,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25
SAL20108,453,15,0,6,0,475,569,13,0,0,0,579,114,18,0,6,0,134,14,10,0,0,0,26,0,0,0,0,0,4,51,4,0,0,0,56,5,0,0,5,0,11,0,0,0,0,0,0,184,31,0,10,0,230,14,0,0,0,0,14,13,0,0,0,0,13,1234,66,3,15,0,1320
SAL20109,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SAL20110,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL20111,615,88,41,8,3,758,517,57,20,0,0,594,470,134,149,9,4,766,8,0,15,0,0,21,3,0,12,0,0,10,80,11,21,0,0,119,5,3,3,0,0,16,0,0,0,0,0,0,568,150,200,10,3,940,18,9,8,0,0,29,18,0,3,0,0,26,1736,302,273,21,12,2345
SAL20112,729,53,4,0,0,786,584,34,0,4,0,619,557,94,13,0,0,661,97,25,5,0,0,123,12,7,0,0,0,17,143,16,0,0,0,158,11,0,0,0,0,11,10,0,0,0,0,10,825,133,16,0,3,987,120,10,0,0,0,125,25,4,0,0,0,37,2285,241,23,7,6,2559
SAL20113,560,54,0,0,0,615,491,19,0,0,0,513,255,100,0,0,0,353,41,38,4,0,0,79,3,7,0,0,0,9,70,18,6,0,0,89,5,3,0,0,0,9,0,0,0,0,0,0,369,163,5,0,0,539,7,52,0,0,0,56,11,16,0,0,0,27,1429,299,12,0,0,1747
SAL20114,18,0,0,0,0,22,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,43
SAL20115,35,0,0,0,0,38,23,0,0,0,0,23,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,9,4,0,0,0,0,4,77,0,0,0,0,82
SAL20116,19,0,0,0,0,19,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,52,0,0,0,0,52
SAL20117,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,29,0,0,0,0,29
SAL20118,31,0,0,0,0,31,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
SAL20119,68,0,0,0,0,75,27,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,5,5,0,0,0,0,5,116,4,0,5,0,123
SAL20120,391,20,0,0,0,410,324,4,0,0,0,333,34,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,66,6,0,0,0,77,6,0,0,0,0,9,8,0,0,0,0,16,801,33,4,0,4,841
SAL20121,123,0,0,0,0,123,41,0,0,0,0,41,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,193,0,0,0,0,188
SAL20122,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL20123,1456,512,171,4,0,2145,974,277,117,0,0,1376,365,372,369,3,0,1109,10,3,15,0,0,29,0,26,0,0,0,27,71,56,37,0,0,162,11,13,10,0,0,32,0,3,0,0,0,6,448,471,431,3,0,1356,59,54,31,0,0,148,31,9,20,0,0,55,2977,1320,768,4,11,5085
SAL20124,2820,384,41,6,0,3248,1990,240,61,7,0,2287,764,266,109,11,4,1150,0,0,0,0,0,0,0,0,0,0,0,0,148,43,16,3,0,204,15,0,0,0,0,14,3,0,0,0,0,4,931,312,125,11,4,1381,88,13,5,0,0,110,53,8,0,0,0,66,5882,957,228,22,4,7090
SAL20125,65,0,0,0,0,66,66,0,0,0,0,64,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26,7,0,0,0,0,7,7,0,0,0,0,7,169,3,0,0,0,171
SAL20126,33,0,0,0,0,33,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
SAL20127,23,0,0,0,0,26,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,43
SAL20128,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL20129,25,0,0,0,0,25,59,0,0,0,0,59,57,0,0,0,0,57,9,0,0,0,0,9,3,0,0,0,0,3,9,0,0,0,0,9,17,0,0,0,0,17,0,0,0,0,0,0,85,0,0,0,0,85,0,0,0,0,0,0,3,0,0,0,0,3,181,0,0,0,0,181
SAL20130,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SAL20131,320,0,0,7,0,327,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,21,0,0,0,0,17,0,0,0,0,0,0,37,0,0,0,0,36,30,0,0,0,0,30,14,0,0,0,0,14,424,0,0,9,0,431
SAL20132,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,21
SAL20133,583,18,3,0,0,606,1158,19,0,0,0,1180,134,35,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,52,7,0,0,0,0,11,0,0,0,0,0,0,190,40,0,0,0,228,21,0,0,0,0,21,9,0,0,0,0,9,1964,83,3,0,0,2048
SAL20134,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11
SAL20135,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL20136,260,0,0,0,0,262,513,3,0,0,4,523,84,0,0,0,0,84,5,0,0,0,0,5,3,0,0,0,0,3,16,0,0,0,0,16,21,0,0,0,0,21,0,0,0,0,0,0,138,0,0,0,0,138,76,0,0,0,0,79,7,0,0,0,0,7,998,5,0,0,4,1005
SAL20137,20,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,31
SAL20138,39,0,0,7,0,47,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,76,0,0,7,0,78
SAL20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL20140,25,0,0,0,0,29,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53
SAL20141,88,0,0,0,0,88,73,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,182,0,0,0,0,182
SAL20142,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21
SAL20143,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL20144,58,0,0,4,0,63,24,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,102,0,0,7,0,110
SAL20145,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL20146,116,4,0,0,0,124,182,7,0,0,0,198,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,7,0,0,0,0,7,337,15,0,3,0,354
SAL20147,36,0,0,0,0,36,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60
SAL20148,19,0,0,0,0,19,28,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,52,0,0,0,0,52
SAL20149,85,0,0,0,0,85,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,160
SAL20150,46,0,0,0,0,46,28,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,91,0,0,0,0,91
SAL20151,42,0,0,0,0,42,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
SAL20152,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL20153,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL20154,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20156,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SAL20157,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL20159,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SAL20160,58,0,0,0,0,58,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,3,97,0,0,0,0,97
SAL20161,25,0,0,0,0,25,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,59,0,0,0,0,59
SAL20162,687,31,16,0,0,739,498,22,4,0,0,527,119,21,10,5,0,156,15,8,0,0,0,21,4,0,0,0,0,4,47,0,9,0,0,55,3,0,0,0,0,6,0,0,0,0,0,0,188,32,21,5,0,241,23,0,0,0,0,27,24,0,0,0,0,25,1416,94,44,3,0,1553
SAL20163,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL20164,62,0,0,0,0,66,55,0,0,0,0,55,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,9,0,0,0,0,9,6,0,0,0,0,6,146,0,0,0,0,146
SAL20165,129,0,0,0,0,133,181,0,0,0,0,184,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,5,0,0,0,0,5,8,0,0,0,0,8,336,0,3,0,0,337
SAL20166,8,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,18
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
