SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL22585,0,0,0,0,5,0,5,4,0,9
SAL22586,106,9,123,981,281,16,1277,4106,338,5715
SAL22587,4,0,4,69,33,4,102,220,30,355
SAL22588,0,0,0,0,4,0,4,3,0,8
SAL22589,0,0,0,9,0,0,5,11,0,23
SAL22590,0,0,0,0,0,0,0,5,0,7
SAL22591,0,0,0,3,0,0,3,23,0,29
SAL22592,0,0,0,3,0,0,3,13,5,19
SAL22593,3,0,3,7,4,3,15,46,5,67
SAL22594,61,0,64,575,242,26,840,1930,106,2872
SAL22595,0,0,0,0,0,0,0,4,0,4
SAL22596,5,0,5,150,53,4,209,470,60,739
SAL22597,3,0,3,129,29,4,166,283,73,515
SAL22598,9,3,6,73,30,7,103,289,40,435
SAL22599,3,0,4,62,27,0,87,251,36,377
SAL22600,0,0,0,35,3,0,39,78,8,123
SAL22601,0,0,3,31,15,6,51,138,16,202
SAL22602,0,0,0,21,13,4,43,122,11,171
SAL22603,0,0,0,3,4,0,6,7,0,14
SAL22604,0,0,0,3,0,0,3,10,0,11
SAL22605,0,0,0,0,0,0,0,9,0,9
SAL22606,0,0,3,0,5,0,0,18,5,22
SAL22607,0,0,0,11,0,0,13,23,4,34
SAL22608,4,0,4,14,12,0,25,91,29,147
SAL22609,0,0,0,0,0,0,0,0,0,0
SAL22610,0,0,0,0,0,0,3,5,0,15
SAL22611,4,3,8,69,21,7,94,223,46,358
SAL22612,3,5,4,24,15,0,36,128,15,182
SAL22613,0,0,0,5,8,0,13,36,3,50
SAL22614,92,10,96,585,176,15,775,1947,114,2833
SAL22615,6,0,3,26,9,0,36,56,4,98
SAL22616,0,0,0,15,6,0,20,72,7,96
SAL22617,0,0,0,52,14,4,73,223,32,328
SAL22618,0,0,0,4,0,0,10,13,9,32
SAL22619,0,0,0,0,3,0,7,17,0,26
SAL22620,57,3,56,1398,412,48,1859,3490,152,5497
SAL22621,5,0,4,27,17,0,42,88,19,153
SAL22622,0,0,0,6,4,0,8,22,0,36
SAL22623,0,0,0,6,4,0,14,30,6,44
SAL22624,0,0,0,33,13,0,49,88,9,149
SAL22625,22,3,27,117,56,4,179,617,55,855
SAL22626,12,3,18,91,47,0,136,609,71,810
SAL22627,225,24,257,2318,507,44,2867,5606,254,8729
SAL22628,339,155,495,1867,701,28,2597,7088,513,10192
SAL22629,0,0,3,8,0,0,8,24,10,39
SAL22630,0,0,0,0,3,0,9,38,0,46
SAL22631,0,0,0,0,0,0,0,8,0,11
SAL22632,0,0,0,10,4,0,14,41,8,56
SAL22633,155,11,170,1439,332,21,1795,3664,134,5594
SAL22634,0,0,0,29,11,0,40,90,7,140
SAL22635,45,3,52,84,52,4,140,591,98,827
SAL22636,0,0,0,11,4,0,11,20,0,34
SAL22637,0,0,0,11,0,0,10,15,0,27
SAL22638,0,0,0,3,4,0,10,37,6,47
SAL22639,7,0,7,80,33,3,117,171,18,310
SAL22640,0,0,0,3,0,0,6,29,8,46
SAL22641,0,0,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0,0,0
SAL22643,3,0,3,4,4,0,8,38,0,51
SAL22644,20,3,22,154,70,3,227,601,54,888
SAL22645,0,0,0,10,5,0,13,63,7,82
SAL22646,3,0,3,9,3,0,12,29,0,39
SAL22647,0,0,0,8,3,3,9,46,4,64
SAL22648,0,0,0,11,4,0,15,18,0,34
SAL22649,0,0,0,9,0,0,9,20,0,31
SAL22650,11,0,8,107,49,0,160,369,15,553
SAL22651,0,0,0,0,3,0,4,25,0,29
SAL22652,0,0,0,0,0,0,0,0,0,0
SAL22653,3,0,3,17,11,0,28,65,19,111
SAL22654,0,0,0,0,0,0,0,5,0,5
SAL22655,0,0,0,0,0,0,4,5,0,9
SAL22656,0,3,3,28,12,0,38,117,27,186
SAL22657,3,0,3,13,0,0,21,62,3,79
SAL22658,0,0,0,0,0,0,0,0,0,0
SAL22659,0,0,0,0,0,0,0,8,0,10
SAL22660,0,0,0,0,0,0,0,8,0,12
SAL22661,73,0,78,3155,641,97,3895,6835,596,11325
SAL22662,0,0,0,8,3,0,12,17,6,34
SAL22663,81,3,88,233,87,9,332,844,88,1263
SAL22664,3,0,3,5,3,0,14,14,0,29
SAL22665,5,0,5,31,18,0,45,179,16,237
SAL22666,9,0,9,15,8,0,27,92,11,133
SAL22667,3,0,3,13,3,0,19,86,39,145
SAL22668,5,0,4,14,3,0,19,134,24,180
SAL22669,21,0,24,389,125,14,525,1239,30,1800
SAL22670,0,0,0,8,7,0,12,31,7,51
SAL22671,7,0,7,104,20,0,125,256,31,410
SAL22672,8,0,6,58,32,3,99,245,20,357
SAL22673,41,7,50,571,204,25,801,1690,75,2566
SAL22674,0,0,0,4,0,0,8,27,3,37
SAL22675,0,0,0,16,0,0,22,62,4,83
SAL22676,13,0,13,255,97,6,368,679,123,1170
SAL22677,0,0,0,0,0,0,0,0,0,0
SAL22678,6,0,7,26,24,0,54,117,26,189
SAL22679,0,0,0,0,0,0,0,8,0,8
SAL22680,665,111,783,2791,1163,102,4049,10856,987,15894
SAL22681,8,0,10,87,40,6,129,309,22,456
SAL22682,0,0,0,0,0,0,0,6,0,5
SAL22683,0,0,0,44,12,4,57,114,11,176
SAL22684,0,0,0,25,10,4,34,60,4,100
SAL22685,271,111,387,2619,882,55,3559,7520,522,11597
SAL22686,692,67,758,3428,1217,66,4715,12208,558,17476
SAL22687,6,0,6,31,26,0,54,206,25,289
SAL22688,4,0,4,4,7,0,4,37,3,47
SAL22689,52,9,58,267,113,11,393,1114,232,1735
SAL22690,0,0,0,7,0,0,5,46,9,67
SAL22691,0,0,0,4,0,0,4,38,4,50
SAL22692,0,0,0,3,3,0,7,7,7,22
SAL22693,0,0,0,25,6,0,35,70,15,116
SAL22694,0,0,0,3,0,0,3,4,0,9
SAL22695,3,0,3,84,40,5,129,325,23,478
SAL22696,0,0,0,7,0,4,4,19,0,27
SAL22697,74,40,108,290,110,13,415,1370,201,1990
SAL22698,516,56,573,3240,1065,134,4440,10912,863,16218
SAL22699,0,0,0,35,13,4,52,142,22,221
SAL22700,0,0,0,5,6,0,14,17,0,27
SAL22701,4,0,4,13,0,0,13,38,8,55
SAL22702,58,3,57,1021,370,21,1406,3041,132,4584
SAL22703,0,0,0,112,44,0,159,382,24,564
SAL22704,33,0,34,891,285,25,1199,2597,121,3916
SAL22705,0,0,0,12,0,0,9,27,10,43
SAL22706,0,0,3,14,11,0,32,92,9,130
SAL22707,3,0,3,116,62,0,181,357,42,573
SAL22708,0,0,0,0,0,0,0,13,0,18
SAL22709,3,0,8,28,14,0,37,121,11,170
SAL22710,854,157,1021,4788,1875,171,6837,17510,1647,25990
SAL22711,0,0,0,5,4,0,17,18,0,31
SAL22712,0,0,0,24,3,0,21,29,3,59
SAL22713,3,0,3,9,5,0,11,63,6,85
SAL22714,0,0,3,13,6,0,14,74,24,113
SAL22715,0,0,0,0,4,0,5,15,0,25
SAL22716,0,0,0,9,0,0,9,25,4,34
SAL22717,0,0,0,25,6,0,33,117,19,172
SAL22718,0,0,0,0,0,0,0,16,0,17
SAL22719,4,0,4,14,10,6,23,75,8,108
SAL22720,10,0,10,488,96,0,586,1320,51,1949
SAL22721,133,5,144,1016,195,29,1239,2929,182,4352
SAL22722,62,0,62,686,223,15,922,2136,56,3112
SAL22723,0,0,0,11,10,0,24,24,0,43
SAL22724,0,0,0,51,8,0,65,120,9,192
SAL22725,0,0,0,0,0,0,0,0,0,0
SAL22726,0,0,0,16,11,0,29,60,3,94
SAL22727,58,0,57,315,129,6,452,1104,33,1589
SAL22728,0,0,0,0,0,0,0,8,0,11
SAL22729,0,0,0,38,18,4,64,169,17,249
SAL22730,24,0,27,771,258,23,1056,2906,193,4151
SAL22731,0,0,0,0,0,0,3,9,0,11
SAL22732,0,0,0,13,4,0,16,27,0,37
SAL22733,30,0,29,67,43,12,122,616,96,836
SAL22734,0,0,0,0,0,0,0,19,0,20
SAL22735,3,0,3,0,5,0,5,21,3,29
SAL22736,0,0,0,6,0,0,6,8,0,15
SAL22737,0,0,0,12,5,0,13,35,4,52
SAL22738,0,0,0,15,6,0,24,73,3,104
SAL22739,0,0,0,0,0,0,4,29,8,39
SAL22740,6,0,6,1006,144,18,1170,1529,183,2881
SAL22741,0,0,0,23,9,0,30,85,13,125
SAL22742,4,0,4,32,5,0,37,134,18,189
SAL22743,6,0,11,42,9,3,55,221,29,305
SAL22744,0,0,0,14,6,0,26,63,15,101
SAL22745,353,107,464,1207,536,66,1813,6115,775,8705
SAL22746,0,0,0,11,3,0,20,59,0,78
SAL22747,0,0,0,0,0,0,0,0,0,0
SAL22748,0,0,0,16,0,0,13,29,4,46
SAL22749,0,0,0,5,5,0,6,19,8,33
SAL22750,716,170,888,8681,2068,227,10973,26171,2632,39782
SAL22751,43,4,47,302,135,6,442,1431,202,2081
SAL22752,0,0,0,15,7,0,22,50,6,82
SAL22753,17,0,18,170,69,11,245,576,68,889
SAL22754,5,0,8,44,19,4,66,232,25,324
SAL22755,0,0,0,21,4,0,27,69,3,101
SAL22756,145,25,169,2141,333,50,2521,6523,671,9712
SAL22757,16,0,15,762,154,8,923,5908,601,7440
SAL22758,267,24,298,2401,824,114,3343,7953,654,11954
SAL22759,3,0,3,20,14,0,34,85,9,132
SAL22760,0,0,0,10,0,0,10,5,0,13
SAL22761,118,16,137,918,288,23,1226,3819,346,5397
SAL22762,5,0,5,11,0,0,11,27,16,49
SAL22763,3,3,7,16,4,0,23,73,10,104
SAL22764,3,4,5,77,23,7,103,243,30,386
SAL22765,3,0,3,30,15,0,48,156,13,218
SAL22766,975,191,1178,3217,1246,57,4527,12265,846,17634
SAL22767,0,0,0,0,0,0,0,10,3,14
SAL22768,0,0,0,7,5,0,10,14,0,17
SAL22769,49,6,61,560,215,24,803,1999,139,2941
SAL22770,4,0,9,42,33,3,81,201,26,306
SAL22771,0,0,0,3,0,0,6,17,0,25
SAL22772,5,0,5,34,12,0,48,126,12,188
SAL22773,0,0,0,0,0,0,0,27,5,33
SAL22774,99,12,114,415,200,18,636,2391,337,3354
SAL22775,184,30,217,1063,304,23,1390,3280,291,4961
SAL22776,0,0,0,3,0,0,3,21,0,23
SAL22777,16,0,19,48,23,3,73,226,16,320
SAL22778,5,0,5,17,8,0,25,59,0,81
SAL22779,3,0,3,12,4,0,20,28,3,54
SAL22780,0,0,0,0,0,0,4,29,5,39
SAL22781,5,0,5,23,5,0,24,68,13,106
SAL22782,4,0,4,30,8,0,41,115,6,160
SAL22783,0,0,0,8,0,0,15,32,10,54
SAL22784,5,0,6,31,17,0,47,107,40,190
SAL22785,0,0,0,11,0,0,10,13,0,26
SAL22786,0,0,0,5,5,0,6,14,5,30
SAL22787,0,0,0,12,4,0,10,29,3,47
SAL22788,12,3,15,53,15,3,63,276,43,380
SAL22789,0,0,0,5,0,0,8,13,5,28
SAL22790,0,0,0,5,0,0,4,0,5,13
SAL22791,11,0,12,2162,261,54,2470,4217,468,7150
SAL22792,248,19,269,2682,663,38,3381,7994,442,11819
SAL22793,29,0,27,273,61,9,340,997,66,1402
SAL22794,0,0,4,111,49,9,166,308,42,512
SAL22795,11,0,11,19,31,0,52,147,18,220
SAL22796,0,0,0,0,0,0,0,10,0,10
SAL22797,0,0,0,12,7,0,19,39,11,66
SAL22798,3,0,3,31,9,0,45,61,5,114
SAL22799,0,0,4,10,4,0,14,43,14,72
SAL22800,0,0,0,3,0,0,3,8,5,12
SAL22801,0,0,0,61,21,0,79,238,29,343
SAL22802,37,34,65,365,110,17,493,1329,203,2020
SAL22803,0,3,0,27,9,0,36,85,15,140
SAL22804,0,0,0,15,4,4,16,50,9,78
SAL22805,123,92,219,588,149,8,752,5550,504,6809
SAL22806,0,0,0,4,0,0,0,0,0,0
SAL22807,0,0,0,0,5,0,7,14,0,20
SAL22808,0,0,0,0,3,0,5,5,0,11
SAL22809,0,0,0,0,0,0,0,0,0,0
SAL22810,0,0,0,0,6,0,9,3,0,8
SAL22811,0,0,0,0,0,0,0,15,0,16
SAL22812,0,3,3,14,9,3,23,55,18,95
SAL22813,4,0,4,88,27,3,118,202,16,334
SAL22814,13,0,13,780,156,29,959,1496,85,2543
SAL22815,0,0,0,9,5,0,12,73,6,95
SAL22816,0,0,0,0,0,0,0,8,0,8
SAL22817,0,0,0,0,0,0,0,3,0,3
SAL22818,6,0,6,32,14,5,46,82,16,139
SAL22819,329,36,367,3211,1159,149,4514,10897,963,16378
SAL22820,36,6,48,5974,609,72,6650,9753,897,17301
SAL22821,0,0,0,0,0,0,4,22,0,24
SAL22822,0,0,0,0,4,0,6,31,4,46
SAL22823,0,0,0,20,18,0,38,124,14,173
SAL22824,4,0,4,4,7,0,10,32,10,43
SAL22825,37,4,43,645,299,20,962,2155,96,3213
SAL22826,0,0,0,6,0,0,3,36,0,43
SAL22827,0,0,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0,0,0
SAL22829,243,55,292,555,250,19,826,3318,406,4551
SAL22830,0,0,0,14,4,0,17,69,0,92
SAL22831,0,0,0,8,0,0,5,29,4,37
SAL22832,5,0,5,11,5,0,18,49,13,82
SAL22833,142,7,151,1330,337,25,1688,3488,251,5426
SAL22834,0,0,0,66,13,0,80,155,11,250
SAL22835,0,0,0,9,0,0,12,30,18,56
SAL22836,0,0,0,103,21,4,128,181,5,320
SAL22837,0,0,0,0,7,0,10,27,15,47
SAL22838,0,0,0,0,0,0,0,23,3,34
SAL22839,7,0,7,27,0,0,27,56,5,94
SAL22840,0,0,0,0,0,0,0,27,0,33
SAL22841,7,4,7,28,24,6,59,247,30,335
SAL22842,0,0,0,8,8,0,19,78,10,101
SAL22843,8,0,3,18,11,0,28,81,15,128
SAL22844,0,0,0,11,0,0,12,10,5,24
SAL22845,0,0,0,8,0,0,13,18,0,28
SAL22846,3,0,8,88,37,0,126,282,46,458
SAL22847,0,0,0,13,3,0,15,31,0,44
SAL22848,3,0,3,32,19,0,46,135,26,209
SAL22849,0,0,0,0,0,0,0,0,0,0
SAL22850,0,0,0,0,0,0,0,9,3,13
SAL22851,4,0,4,52,24,5,79,222,19,318
SAL22852,5,11,17,11,3,0,13,138,24,178
SAL22853,6,0,6,52,21,0,74,209,6,291
SAL22854,0,0,0,13,0,0,12,18,0,33
SAL22855,3,0,3,4,4,0,7,34,5,46
SAL22856,0,0,0,15,0,0,15,50,4,71
SAL22857,39,4,37,600,180,23,803,1473,69,2345
SAL22858,0,0,0,27,20,3,50,120,36,211
SAL22859,0,0,0,10,0,0,15,61,4,83
SAL22860,4,0,11,56,21,3,81,218,29,332
SAL22861,0,0,0,27,10,0,39,74,7,120
SAL22862,5,0,5,9,3,0,9,11,0,24
SAL22863,0,0,0,0,0,0,0,13,0,12
SAL22864,0,0,0,10,0,0,8,15,0,22
SAL22865,0,0,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0,0,0
SAL22868,0,0,0,0,0,0,0,0,0,0
SAL22869,0,0,0,15,10,0,23,41,3,65
SAL22870,0,0,0,0,0,0,0,9,0,14
SAL22871,0,0,0,0,0,0,0,5,6,6
SAL22872,0,0,0,0,0,0,0,0,0,0
SAL22873,0,6,5,44,15,5,64,198,23,283
SAL22874,0,0,4,20,9,0,25,97,9,134
SAL22875,0,0,0,193,66,4,267,591,70,921
SAL22876,46,10,53,313,118,14,442,1081,69,1588
SAL22877,20,19,33,72,33,0,105,365,56,528
SAL22878,0,0,0,0,0,0,0,6,3,6
SAL22879,0,0,0,0,0,0,0,15,10,24
SAL22880,0,0,0,5,0,0,6,3,0,12
SAL22881,0,0,0,11,0,0,10,52,4,59
SAL22882,0,0,0,5,0,0,3,29,8,41
SAL22883,76,7,89,4368,770,98,5230,9092,966,15289
SAL22884,0,0,0,40,18,0,56,153,12,224
SAL22885,3,0,3,16,3,0,22,41,6,72
SAL22886,0,0,0,14,6,0,16,40,9,64
SAL22887,0,0,0,11,4,0,20,42,19,83
SAL22888,0,0,0,8,0,3,7,12,0,21
SAL22889,75,3,81,322,110,4,434,1113,93,1645
SAL22890,0,0,0,34,7,0,46,107,22,177
SAL22891,0,0,0,0,6,0,3,3,0,10
SAL22892,35,0,42,869,182,21,1065,2114,131,3313
SAL22893,4,0,4,14,14,0,32,78,4,119
SAL22894,22,0,26,219,101,18,343,814,87,1241
SAL22895,0,0,0,0,0,0,0,0,0,0
SAL22896,0,0,0,33,8,0,49,152,45,245
SAL22897,0,0,0,23,4,0,26,51,0,81
SAL22898,7,0,7,40,20,0,55,133,21,213
SAL22899,0,0,0,9,5,0,19,27,13,58
SAL22900,0,0,0,37,16,0,55,177,9,236
SAL22901,0,0,0,13,0,0,14,13,10,34
SAL22902,8,0,4,21,11,0,38,124,6,167
SAL22903,0,0,0,6,0,0,7,22,7,38
SAL22904,0,0,0,15,6,0,24,65,5,98
SAL22905,0,0,0,0,0,0,0,0,0,0
SAL22906,0,0,4,37,17,0,53,148,18,229
SAL22907,3,0,3,54,13,5,67,123,14,214
SAL22908,0,0,3,26,5,0,33,129,9,170
SAL22909,0,0,0,9,3,0,11,39,5,55
SAL22910,47,0,51,553,183,18,751,1562,122,2441
SAL22911,87,10,99,475,161,27,661,1463,204,2329
SAL22912,0,0,0,3,0,0,3,13,3,20
SAL22913,37,3,40,302,135,3,438,1040,68,1547
SAL22914,0,0,0,19,10,0,34,133,20,184
SAL22915,96,15,117,206,94,13,319,1337,187,1835
SAL22916,15,4,21,217,113,3,340,968,59,1367
SAL22917,274,21,300,3122,406,64,3592,8572,480,12644
SAL22918,0,0,0,16,0,0,16,43,0,65
SAL22919,314,73,390,1130,437,39,1602,5201,503,7306
SAL22920,0,0,0,5,3,0,9,0,0,11
SAL22921,0,4,4,81,44,5,127,252,54,441
SAL22922,0,0,0,13,0,0,13,7,0,20
SAL22923,0,0,0,0,0,0,0,5,0,5
SAL22924,57,6,68,184,104,13,307,1118,122,1544
SAL22925,8,0,9,91,51,0,144,311,29,489
SAL22926,0,0,0,46,22,6,76,151,32,252
SAL22927,4,0,4,53,19,5,69,156,24,248
SAL22928,0,0,0,21,16,0,42,54,0,96
SAL22929,0,0,0,20,7,0,29,59,0,90
SAL22930,6,0,5,11,0,0,21,82,17,113
SAL22931,4,0,4,9,8,0,9,20,0,29
SAL22932,0,0,0,0,0,0,0,8,0,9
SAL22933,0,0,0,19,0,0,19,47,0,72
SAL22934,18,0,17,180,57,9,245,535,59,832
SAL22935,5,0,5,92,51,0,138,404,22,566
SAL22936,0,0,0,0,0,0,0,0,0,0
SAL22937,0,0,0,6,0,0,7,36,0,44
SAL22938,0,0,0,7,0,0,3,20,0,31
SAL22939,0,0,0,26,12,0,33,63,4,106
SAL22940,0,0,0,7,0,0,7,32,7,45
SAL22941,3,3,6,7,5,0,13,95,4,115
SAL22942,0,0,0,6,3,0,3,32,5,43
SAL22943,0,0,0,32,7,0,44,64,11,118
SAL22944,0,0,0,0,0,0,0,0,0,0
SAL29494,17,17,29,695,281,39,1013,3668,3262,7946
SAL29797,0,0,0,0,0,0,0,12,27,38
