SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,3,4,0,0,0,0,27
SAL20669,3,0,0,0,0,4,0,4,0,7,0,0,5,0,0,0,0,0,0,5,0,5,5,4,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,12,8,0,5,0,4,0,4,0,0,22,3,0,0,0,4,0,0,0,0,12,8,6,0,3,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,9,16,10,11,3,4,13,0,99
SAL20670,0,0,0,5,3,9,0,9,0,26,14,62,13,27,29,8,3,8,0,170,138,374,38,33,66,42,8,15,4,728,102,134,21,17,36,11,4,4,10,347,56,86,12,7,19,7,4,9,5,204,41,44,14,3,25,3,0,0,3,124,12,20,3,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,360,722,93,98,181,94,18,49,27,1637
SAL20671,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,13,8,0,0,0,5,0,0,0,0,9,3,0,0,3,3,0,0,4,0,12,6,8,0,4,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,6,8,5,0,5,11,0,69
SAL20672,0,0,7,11,0,27,0,20,0,66,0,7,22,9,5,11,8,15,0,71,20,35,63,29,19,9,12,23,0,213,33,50,46,27,27,14,9,26,0,234,47,47,60,41,39,21,23,36,0,317,32,52,35,29,41,15,21,44,4,273,17,19,8,6,8,7,7,11,4,88,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,148,207,249,146,145,110,85,174,14,1273
SAL20673,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,5,0,0,28
SAL20674,0,0,12,15,0,44,0,23,4,103,6,7,28,17,9,18,6,19,0,114,26,40,126,54,38,29,18,42,4,369,34,41,75,37,51,19,16,40,10,318,44,51,71,59,37,26,24,25,12,347,26,27,47,41,28,23,33,41,10,264,10,16,7,10,12,3,14,8,0,84,0,4,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,147,182,369,230,176,163,114,202,36,1618
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,0,0,0,3,0,19
SAL20678,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,3,0,0,0,4,0,0,3,0,0,3,0,4,0,11,8,5,5,3,5,0,0,0,0,21,9,13,5,0,3,0,0,0,0,29,6,11,0,3,0,0,0,3,0,40,3,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,15,14,9,11,3,9,0,126
SAL20679,0,0,3,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,8,0,5,0,0,0,0,0,0,0,6,5,4,0,0,5,4,0,0,0,20,8,8,4,0,3,0,3,4,0,31,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,13,8,9,7,8,10,0,84
SAL20680,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,3,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,4,0,0,3,0,0,35
SAL20681,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,5,6,0,3,0,46
SAL20682,6,4,71,120,15,232,11,157,11,631,52,123,254,205,117,187,56,121,19,1136,348,1077,569,354,374,187,119,228,57,3315,564,1078,423,312,421,177,137,218,72,3417,456,667,360,292,425,149,152,226,44,2770,266,438,251,255,346,150,133,174,36,2036,57,112,63,64,123,51,41,57,13,577,12,23,9,8,9,6,0,4,4,77,0,0,0,0,0,0,0,3,6,9,1772,3535,2004,1605,1824,1136,643,1201,250,13974
SAL20683,0,6,28,36,3,56,5,43,4,173,16,48,64,45,27,47,16,24,3,290,32,126,55,43,50,20,13,19,4,371,83,192,69,46,56,18,11,18,7,509,132,158,83,69,133,47,11,23,18,664,92,131,70,47,123,40,26,21,6,555,15,26,6,6,29,7,3,12,0,109,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,379,693,369,296,418,242,84,158,39,2675
SAL20684,4,0,36,33,4,89,6,44,0,223,22,54,99,62,44,68,19,29,8,409,85,272,151,80,79,36,24,43,17,783,181,336,120,85,134,53,23,38,15,981,188,210,102,103,159,65,30,39,10,912,130,147,100,73,171,60,37,54,9,783,27,47,12,8,39,22,9,24,3,195,0,8,3,4,3,6,4,0,6,17,0,0,0,0,0,0,0,0,0,3,636,1074,623,447,634,393,166,278,70,4313
SAL20685,0,3,13,17,6,42,4,16,5,113,6,16,38,40,22,28,5,16,3,172,58,176,93,40,72,36,12,37,11,531,96,194,105,38,81,31,22,21,11,593,79,133,72,45,72,29,32,39,11,511,54,76,46,40,72,30,30,33,5,390,5,16,17,15,25,4,13,12,0,101,0,5,0,4,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,304,607,383,246,346,204,114,171,45,2418
SAL20686,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SAL20687,0,0,8,4,0,9,0,3,0,19,0,0,5,0,0,0,0,7,0,15,5,10,7,3,0,0,0,0,0,28,3,9,7,8,0,0,4,7,0,32,11,13,5,9,5,0,0,0,0,48,5,0,7,0,3,0,0,3,0,23,4,7,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,32,24,12,8,4,21,0,174
SAL20688,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,3,0,15,3,0,0,3,0,0,0,0,0,12,10,0,0,0,0,0,0,3,0,26,12,0,0,6,5,0,0,5,0,37,19,0,0,0,0,0,0,6,0,22,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,13,14,13,11,9,9,20,6,128
SAL20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,10,8,0,6,0,0,0,0,3,0,25,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,4,7,0,0,4,5,3,47
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,4,0,21
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,23
SAL20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,11,5,0,26
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,9
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SAL20695,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SAL20696,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,5,0,5,0,0,0,0,0,0,8,12,3,5,0,0,0,0,0,0,19,12,0,0,3,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,11,8,4,0,3,10,0,72
SAL20697,0,0,8,14,6,53,3,21,0,108,8,13,41,27,9,30,12,21,5,161,56,109,134,83,53,39,27,35,9,544,73,129,79,66,69,29,24,39,3,514,62,68,46,52,59,23,19,32,8,370,32,51,36,30,33,28,19,24,0,255,7,15,3,8,10,7,4,11,4,64,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,244,382,352,277,239,219,109,175,31,2031
SAL20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,19
SAL20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,8,0,0,0,0,4,38
SAL20700,0,0,0,0,0,6,0,0,0,11,0,0,3,0,0,0,0,3,0,9,0,0,0,5,3,0,0,0,0,15,7,0,0,7,0,0,0,3,4,29,4,5,5,0,7,4,0,6,0,46,5,5,0,4,5,0,0,4,0,36,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,16,26,21,19,18,11,22,6,157
SAL20701,0,0,0,0,0,0,0,8,0,15,0,0,10,0,0,3,0,0,0,13,4,4,10,8,8,0,3,7,0,37,4,9,10,5,3,4,9,7,0,53,9,10,17,4,5,6,12,8,0,55,4,6,7,0,0,0,10,0,0,33,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,55,21,17,18,27,22,6,211
SAL20702,0,0,15,6,4,27,6,18,4,80,0,32,39,23,27,39,21,33,17,232,45,84,92,51,57,30,72,62,23,518,29,58,76,57,39,19,58,45,8,395,32,29,54,54,23,6,58,58,11,330,12,23,24,33,11,6,46,38,5,202,3,0,3,0,3,5,8,7,0,27,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,126,226,305,238,166,131,266,263,68,1785
SAL20703,0,0,9,0,0,3,0,0,0,7,0,6,4,0,0,0,0,0,0,5,0,3,3,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,4,0,0,0,23,5,3,0,0,3,0,0,7,0,20,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,4,9,6,9,5,9,10,0,78
SAL20704,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,7,0,3,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,3,32
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,6,0,0,11,0,8,0,18,3,0,8,10,3,7,6,4,0,35,7,20,18,15,3,13,5,11,3,101,8,14,14,8,4,11,6,17,0,89,4,9,15,15,10,8,3,11,0,71,11,11,8,8,6,7,10,16,0,77,7,3,0,7,4,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,72,64,32,48,27,69,11,427
SAL20707,3,8,18,36,15,125,23,93,10,321,48,109,211,183,114,187,175,227,47,1302,230,609,763,435,341,210,509,626,110,3823,208,402,579,289,270,133,414,467,86,2836,117,169,339,197,160,87,273,327,53,1722,96,106,179,135,111,45,204,260,31,1171,16,31,36,22,36,17,32,53,5,258,0,9,4,5,5,3,0,3,0,26,0,0,3,0,0,0,0,0,0,3,716,1447,2133,1293,1052,795,1627,2048,355,11462
SAL20708,8,15,33,44,15,164,15,89,10,377,26,125,140,113,79,171,83,125,19,873,180,569,417,202,274,150,223,273,67,2353,233,434,379,220,302,105,210,206,44,2140,170,249,300,227,233,104,241,267,38,1822,104,134,205,170,190,75,197,239,28,1345,34,56,53,41,56,18,54,55,6,382,3,6,7,0,6,4,0,4,3,29,0,0,0,0,0,0,0,0,0,0,754,1587,1527,1015,1157,783,1024,1254,220,9321
SAL20709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,5,0,9,0,0,5,0,0,0,0,0,0,5,0,0,3,5,0,0,0,5,0,16,4,0,3,0,0,0,9,3,0,14,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,18,5,0,0,5,14,3,64
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,11,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,6,4,0,3,6,0,37
SAL20712,0,8,55,47,13,113,13,65,9,314,13,39,123,73,38,64,36,40,8,441,83,179,232,113,113,59,74,93,23,968,128,211,161,104,161,59,94,80,25,1026,169,168,137,128,165,51,94,72,33,1026,97,104,100,98,138,52,93,75,13,769,15,21,24,18,36,10,16,14,7,155,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,515,737,827,583,676,409,412,430,106,4703
SAL20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,6,4,0,6,0,25
SAL20714,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,0,3,0,13,7,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,0,4,4,10,0,40
SAL20715,0,0,7,0,0,8,0,8,0,21,0,5,11,5,4,7,8,3,0,33,8,8,15,3,5,6,6,5,6,52,6,20,10,8,4,3,3,8,0,67,15,16,19,8,8,6,12,7,0,104,17,3,3,5,5,3,3,9,0,53,6,5,5,3,0,0,0,0,0,23,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,60,60,62,41,33,32,31,41,10,365
SAL20716,0,0,6,0,0,0,0,3,0,10,0,0,0,0,4,0,0,0,0,11,3,6,8,0,7,0,0,6,0,26,5,3,11,4,5,0,0,6,0,29,7,9,12,3,5,4,6,5,0,46,10,6,8,5,5,0,3,7,3,50,3,0,3,0,4,0,0,0,0,12,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,28,41,16,27,16,7,25,9,203
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9
SAL20718,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,6,3,3,5,0,0,3,3,0,23,3,3,0,3,0,5,0,3,0,28,7,0,0,4,0,4,0,0,0,21,12,7,0,5,4,0,3,9,0,40,5,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,14,16,15,13,21,22,0,143
SAL20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,6,3,0,26
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,3,0,0,16
SAL20721,0,0,3,6,0,10,0,17,0,39,0,0,16,14,4,3,0,5,0,50,25,29,54,32,12,5,0,21,0,190,25,60,35,21,13,15,3,17,6,195,66,70,30,35,29,23,10,18,5,271,61,80,30,37,45,27,10,33,6,324,17,30,3,5,15,0,8,9,0,86,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,197,266,175,154,116,83,33,122,23,1168
SAL20722,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,13,6,7,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,5,0,15,5,0,0,0,4,0,0,0,0,14,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,3,5,6,6,7,13,0,65
SAL20723,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,5,4,6,4,0,3,0,0,5,0,22,5,10,5,5,0,0,0,0,0,31,5,9,7,0,6,0,4,4,0,41,7,13,5,6,4,5,0,4,0,40,12,0,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,42,28,18,13,9,7,16,4,176
SAL20724,3,0,0,0,0,5,0,7,0,13,0,10,3,10,9,3,5,5,0,47,10,35,15,10,16,4,10,7,0,119,10,26,5,10,24,9,16,7,0,108,3,4,7,4,7,0,8,3,0,41,3,5,0,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,80,31,31,58,25,45,28,7,342
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SAL20726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,13,3,0,0,0,0,0,0,0,24,4,0,4,0,0,0,0,0,0,19,4,0,10,0,4,0,0,0,0,18,10,0,3,5,0,0,0,6,0,25,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,7,16,11,12,7,3,17,0,103
SAL20727,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,8,0,0,5,0,0,5,4,4,0,4,0,4,6,0,0,19,10,0,0,0,3,0,0,5,3,25,0,0,3,3,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,14,20,7,7,13,7,3,87
SAL20728,0,0,0,8,0,19,4,6,0,43,0,26,8,17,15,20,0,7,0,99,22,64,13,6,17,11,0,9,6,145,46,83,10,9,21,12,0,0,3,180,58,70,3,10,32,4,5,4,10,194,54,79,6,10,7,16,5,0,0,178,12,37,4,3,11,3,0,0,0,77,4,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,203,365,46,62,106,84,19,33,12,930
