SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL20729,0,6,25,26,4,99,20,63,5,255,19,74,93,92,76,100,89,95,24,662,130,442,318,243,276,136,232,201,78,2038,182,328,265,230,236,92,231,234,62,1858,98,139,176,149,172,54,241,255,34,1310,53,68,100,125,119,42,175,175,29,889,10,17,22,37,31,8,28,49,14,222,0,3,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,488,1073,1008,903,917,532,1027,1056,243,7242
SAL20730,7,0,12,15,4,70,4,35,0,150,20,22,49,55,20,48,9,38,8,259,48,113,109,91,71,50,25,64,9,589,34,94,69,52,67,22,29,48,6,422,39,67,47,52,75,37,44,67,3,437,43,48,42,60,52,25,33,50,0,361,10,13,6,19,16,13,11,22,0,113,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,208,356,348,336,306,272,159,322,35,2339
SAL20731,7,3,16,15,12,80,8,37,4,174,15,35,57,34,52,88,38,38,9,367,62,201,125,87,143,70,90,74,23,879,63,95,98,66,101,43,86,81,14,634,67,59,99,94,103,51,141,130,20,765,40,41,96,62,90,44,135,130,11,647,10,7,18,14,13,8,20,26,0,116,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,251,447,504,381,524,379,517,515,82,3589
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,3,0,6,0,23
SAL20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,18
SAL20735,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,11
SAL20736,3,0,4,3,0,5,4,10,0,25,0,3,6,0,0,0,0,0,0,21,12,5,8,0,0,3,4,9,0,39,18,6,4,6,0,3,5,6,0,49,19,3,5,3,3,0,0,6,0,42,13,0,3,0,6,3,0,7,0,31,6,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,85,12,33,16,11,13,11,45,0,227
SAL20737,0,0,20,7,0,33,0,26,0,99,0,7,27,18,5,18,3,19,6,98,21,43,58,34,31,20,12,23,8,245,23,44,37,29,30,21,18,23,0,227,22,32,36,25,35,19,30,24,4,225,17,14,18,14,16,12,12,15,0,123,8,9,7,4,4,0,6,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,139,200,131,122,129,70,136,14,1052
SAL20738,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,5,0,14,6,5,3,0,0,0,0,3,0,17,3,0,0,0,0,0,0,6,0,11,8,0,0,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,7,6,5,9,5,0,15,0,65
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,11
SAL20741,0,0,7,0,0,0,0,3,0,14,0,0,3,0,0,0,0,0,0,8,5,5,14,5,0,0,3,0,0,33,0,6,14,7,7,5,3,8,0,45,5,6,8,9,3,0,6,9,0,59,7,8,12,9,10,0,10,9,5,69,3,0,5,5,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,53,37,23,20,28,41,3,249
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,3,8,0,33
SAL20743,4,7,18,25,6,62,12,35,11,174,0,42,30,49,38,39,46,27,11,286,72,219,113,84,139,37,103,67,42,874,178,334,157,119,248,78,163,114,39,1415,89,148,89,89,114,35,151,113,10,840,26,34,39,30,42,19,86,62,13,358,0,5,6,6,6,7,8,12,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,374,787,457,401,597,274,574,435,116,4011
SAL20744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,10,3,4,3,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,7,4,3,3,5,5,5,0,42
SAL20745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,4,3,4,0,0,0,0,0,0,15,6,6,4,4,0,0,4,3,0,26,6,0,3,4,4,5,0,0,0,25,18,3,7,6,4,3,4,8,6,50,3,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,10,24,12,14,9,8,22,9,149
SAL20746,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,6,5,0,17,15,0,0,0,0,0,0,6,0,22,3,0,0,0,8,0,0,0,0,15,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,5,9,4,14,0,6,9,0,78
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12
SAL20748,4,0,13,3,0,14,0,9,0,40,7,6,16,9,12,12,7,5,0,66,9,19,36,11,10,4,9,13,3,125,23,15,24,11,14,8,6,23,5,125,43,17,22,13,27,8,20,21,0,183,26,10,32,8,29,12,18,18,7,153,8,7,7,0,13,0,8,5,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115,69,155,54,100,60,69,98,21,736
SAL20749,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,3,3,0,6,0,3,11,0,22,4,0,7,0,3,0,5,4,0,28,8,6,6,4,4,0,3,7,0,37,8,5,3,3,7,0,3,4,4,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,27,15,13,10,15,21,0,152
SAL20750,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,4,5,7,0,0,0,0,0,0,17,0,0,3,0,4,0,0,0,0,18,3,0,0,0,0,0,0,0,0,8,3,7,0,0,5,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,16,13,7,11,8,0,7,0,78
SAL20751,0,0,3,0,0,3,0,4,0,12,0,0,3,0,3,0,0,0,0,9,4,0,0,4,3,0,0,5,0,11,3,0,3,0,4,0,0,4,3,18,9,6,6,8,0,0,0,4,0,28,10,5,0,0,0,3,0,0,3,25,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,15,9,5,10,3,14,3,112
SAL20752,5,10,74,88,19,150,18,101,3,476,35,86,155,116,80,110,33,71,13,696,113,412,264,133,133,56,35,52,12,1208,267,451,213,126,174,63,44,43,30,1407,376,388,211,214,249,88,53,78,20,1675,235,289,156,129,267,81,50,72,13,1303,47,50,32,12,54,25,15,23,0,264,13,0,3,3,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,1080,1692,1112,820,975,580,253,452,98,7063
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,8,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,3,4,3,0,3,4,3,43
SAL20754,0,0,13,13,9,32,5,13,4,90,7,19,57,41,29,39,15,29,7,252,106,271,189,143,166,63,66,77,23,1108,81,169,116,63,119,33,70,58,13,733,41,66,56,51,84,25,63,43,12,442,46,43,42,36,65,35,49,30,8,355,18,8,12,0,18,6,14,14,0,84,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,305,578,476,355,483,243,284,271,74,3062
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8,3,0,5,5,4,0,42
SAL20756,0,0,4,8,0,13,0,12,0,31,0,0,6,10,0,4,3,3,0,34,13,25,25,10,6,8,6,14,3,111,17,17,11,10,12,4,19,6,0,104,26,20,12,16,17,4,21,17,0,127,22,25,14,29,17,10,22,22,0,164,11,0,0,0,6,3,4,3,0,34,5,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,100,91,70,82,52,48,81,82,11,618
SAL20757,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,3,8,4,0,0,3,0,3,0,25,9,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,0,0,19,11,4,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,45,13,6,4,8,3,7,12,4,93
SAL20758,10,6,34,63,10,125,12,64,4,321,22,61,81,62,39,103,16,36,0,424,97,200,136,54,100,55,18,32,11,705,212,327,146,73,185,67,40,57,11,1121,255,293,171,116,224,101,67,93,17,1327,160,157,156,77,212,73,73,72,18,999,43,55,45,18,66,34,22,27,0,310,9,5,9,0,6,4,3,3,6,45,0,0,0,0,0,0,0,0,0,6,813,1112,772,459,850,562,249,381,68,5263
SAL20759,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,3,10,0,3,4,3,9,0,49
SAL20760,0,0,0,6,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,8,5,5,3,0,0,0,0,4,0,18,11,0,0,6,0,0,0,0,0,15,9,9,4,3,0,3,5,4,0,24,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,7,17,10,4,3,13,0,92
SAL20761,0,0,0,0,0,4,0,0,4,11,0,0,0,0,0,6,0,3,0,8,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,12,6,0,4,0,7,0,0,5,0,22,10,4,0,0,0,0,5,6,0,21,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,6,12,10,5,3,8,14,4,85
SAL20762,0,0,0,0,0,3,0,0,0,8,0,0,6,0,0,0,0,9,0,11,4,9,6,0,3,0,0,8,0,28,4,3,3,0,3,0,0,7,0,26,3,6,5,0,0,4,0,0,0,26,16,10,4,0,6,4,3,0,0,47,11,3,3,0,5,0,0,4,0,23,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,47,27,22,5,18,15,8,26,4,176
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,12
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,4,0,3,0,22,4,3,3,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,8,4,3,4,4,0,13,0,65
SAL20765,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,4,0,7,0,33
SAL20766,3,6,3,22,7,21,5,11,0,71,39,210,66,143,119,131,24,76,19,822,441,2143,332,336,474,263,101,235,79,4400,442,1020,141,116,228,94,42,69,41,2192,306,325,57,59,131,61,24,27,26,1018,231,200,33,49,106,41,28,19,6,706,62,77,7,8,22,22,7,3,5,210,6,7,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1529,3988,644,724,1080,634,224,437,176,9443
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,0,0,0,10,0,29
SAL20769,0,0,7,0,0,4,0,0,0,14,0,5,6,0,0,3,3,0,0,23,0,5,13,9,0,0,3,8,0,39,5,5,11,10,9,5,4,6,4,55,9,14,10,11,13,5,9,7,4,68,11,9,10,10,11,0,15,6,0,69,7,3,4,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,64,40,35,16,34,27,10,287
SAL20770,0,0,4,5,0,8,0,12,0,32,0,0,11,6,3,5,0,11,0,38,17,19,11,9,5,11,6,19,0,85,18,17,9,10,7,6,12,15,3,95,25,19,13,11,12,6,4,24,3,119,24,21,13,16,12,8,14,17,0,135,17,7,8,4,9,3,8,8,0,56,3,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,98,87,69,64,44,45,53,101,17,566
SAL20771,0,28,27,76,31,138,4,64,0,365,68,255,116,189,128,220,32,83,16,1114,361,1164,340,240,410,206,76,134,74,2991,522,963,241,183,298,177,73,93,69,2617,414,637,221,210,304,143,61,128,48,2163,302,424,164,160,230,149,61,132,37,1672,75,138,43,41,91,45,26,41,12,508,14,34,9,7,13,12,6,4,3,99,0,5,0,0,0,0,0,0,0,6,1758,3645,1166,1101,1506,1098,338,683,267,11549
SAL20772,3,20,33,109,35,227,15,89,9,545,63,294,124,189,151,270,31,83,16,1212,307,1001,282,235,361,199,56,132,72,2646,714,1374,298,230,469,239,98,95,80,3587,577,822,304,298,433,236,97,131,65,2952,375,573,258,241,400,181,106,189,34,2358,115,197,59,55,104,48,31,54,19,679,15,27,3,7,13,10,3,15,3,102,0,3,0,0,0,4,0,0,5,15,2169,4314,1369,1368,1962,1412,436,783,293,14104
SAL20773,0,0,0,0,4,12,0,4,0,20,11,12,24,19,13,13,3,11,3,104,25,116,73,75,57,36,51,35,9,485,47,70,35,51,35,12,51,16,4,324,11,11,9,17,18,4,12,10,0,87,7,7,4,4,5,5,6,3,0,48,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,218,150,171,131,75,129,84,25,1077
SAL20774,7,13,26,64,17,147,10,53,3,336,19,111,77,86,67,117,22,54,11,562,98,349,106,65,96,63,17,37,16,851,288,450,100,83,160,73,21,41,22,1235,349,472,127,97,224,82,37,56,24,1462,216,304,104,76,171,82,42,74,9,1081,73,104,32,18,74,18,14,23,5,358,12,19,3,4,7,8,0,0,4,64,0,0,0,0,0,0,0,0,0,0,1058,1826,577,497,824,586,159,327,97,5957
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,4,0,0,10
SAL20776,0,0,0,0,0,3,0,3,0,9,0,4,0,0,0,0,0,0,0,9,3,3,3,4,0,0,0,0,0,19,0,0,3,3,0,0,0,0,3,18,5,10,3,4,0,0,0,4,0,35,6,3,8,5,6,5,9,0,0,46,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,22,20,26,17,17,8,12,10,8,139
SAL20777,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,4,3,3,0,0,6,5,0,0,15,7,9,4,3,7,0,0,5,0,30,10,12,0,3,3,5,4,4,0,41,12,7,4,3,6,0,3,0,0,45,3,0,0,0,3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,37,16,12,16,11,10,15,3,161
SAL20778,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,5,0,3,0,24
SAL20779,11,3,94,118,20,298,20,172,21,762,48,101,240,208,107,169,45,100,21,1047,284,744,584,386,407,211,158,235,64,3063,628,1066,658,525,598,254,190,249,70,4235,486,555,403,366,524,194,187,181,47,2949,197,222,164,161,284,117,111,106,23,1386,42,44,32,29,80,32,24,33,8,314,10,4,3,0,0,4,3,3,0,31,0,0,0,0,0,0,0,0,0,0,1700,2745,2185,1793,2026,1269,742,1072,251,13782
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,4,0,0,0,6,0,44
SAL20783,0,4,9,5,3,42,0,27,4,103,14,17,70,44,41,60,40,62,16,364,58,151,288,127,96,72,144,149,32,1122,58,94,230,92,77,48,121,134,23,880,26,41,126,75,46,24,109,111,23,580,23,13,64,46,30,16,85,90,11,378,6,7,12,6,11,5,19,16,0,86,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,191,337,805,390,302,262,516,595,117,3515
SAL20784,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,5,0,4,3,0,34
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14
SAL20786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7,0,4,3,0,3,0,0,4,0,16,0,0,6,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,5,3,4,6,4,4,48
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,23
SAL20788,3,0,26,33,3,49,0,29,0,138,9,7,56,47,16,41,5,21,4,210,63,99,124,71,42,31,11,42,8,486,88,108,117,47,50,39,17,28,7,514,110,111,119,68,81,53,36,62,14,665,85,80,95,63,76,49,26,50,8,531,34,32,27,14,41,19,17,17,13,215,9,4,3,0,0,9,0,0,7,32,0,4,0,0,0,0,0,0,0,4,405,452,580,339,313,286,116,240,63,2787
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7
