demand_definition,radius_m,facilities_p,candidate_id
enhanced,1500,23,CAND_1863241
enhanced,1500,23,CAND_3085617
enhanced,1500,23,CAND_3461562
enhanced,1500,23,CAND_1844962
enhanced,1500,23,CAND_1489275
enhanced,1500,23,CAND_129898
enhanced,1500,23,CAND_2246456
enhanced,1500,24,CAND_1108525
enhanced,1500,24,CAND_437392
enhanced,1500,24,CAND_263271
enhanced,1500,24,CAND_2008317
enhanced,1500,24,CAND_537764
enhanced,1500,24,CAND_4180477
enhanced,1500,24,CAND_978113
enhanced,1500,24,CAND_3229918
enhanced,1500,24,CAND_3655291
enhanced,1500,24,CAND_2219048
enhanced,1500,24,CAND_1449144
enhanced,1500,24,CAND_3845098
enhanced,1500,24,CAND_3046688
enhanced,1500,24,CAND_2976047
enhanced,1500,24,CAND_2228747
enhanced,1500,24,CAND_2774758
enhanced,1500,24,CAND_1863241
enhanced,1500,24,CAND_3085617
enhanced,1500,24,CAND_3461562
enhanced,1500,24,CAND_1844962
enhanced,1500,24,CAND_1489275
enhanced,1500,24,CAND_129898
enhanced,1500,24,CAND_2246456
enhanced,1500,24,CAND_3616379
enhanced,1500,25,CAND_1108525
enhanced,1500,25,CAND_437392
enhanced,1500,25,CAND_263271
enhanced,1500,25,CAND_2008317
enhanced,1500,25,CAND_537764
enhanced,1500,25,CAND_4180477
enhanced,1500,25,CAND_978113
enhanced,1500,25,CAND_3229918
enhanced,1500,25,CAND_3655291
enhanced,1500,25,CAND_2219048
enhanced,1500,25,CAND_1449144
enhanced,1500,25,CAND_3845098
enhanced,1500,25,CAND_3046688
enhanced,1500,25,CAND_2976047
enhanced,1500,25,CAND_4021585
enhanced,1500,25,CAND_2228747
enhanced,1500,25,CAND_2774758
enhanced,1500,25,CAND_1863241
enhanced,1500,25,CAND_3085617
enhanced,1500,25,CAND_3461562
enhanced,1500,25,CAND_1844962
enhanced,1500,25,CAND_1489275
enhanced,1500,25,CAND_129898
enhanced,1500,25,CAND_2246456
enhanced,1500,25,CAND_3616379
enhanced,1500,26,CAND_1108525
enhanced,1500,26,CAND_437392
enhanced,1500,26,CAND_263271
enhanced,1500,26,CAND_1952781
enhanced,1500,26,CAND_2008317
enhanced,1500,26,CAND_537764
enhanced,1500,26,CAND_4180477
enhanced,1500,26,CAND_978113
enhanced,1500,26,CAND_3229918
enhanced,1500,26,CAND_3655291
enhanced,1500,26,CAND_2219048
enhanced,1500,26,CAND_1449144
enhanced,1500,26,CAND_3845098
enhanced,1500,26,CAND_3046688
enhanced,1500,26,CAND_2976047
enhanced,1500,26,CAND_4021585
enhanced,1500,26,CAND_2228747
enhanced,1500,26,CAND_2774758
enhanced,1500,26,CAND_1863241
enhanced,1500,26,CAND_3085617
enhanced,1500,26,CAND_3461562
enhanced,1500,26,CAND_1844962
enhanced,1500,26,CAND_1489275
enhanced,1500,26,CAND_129898
enhanced,1500,26,CAND_2246456
enhanced,1500,26,CAND_3616379
enhanced,1500,27,CAND_1108525
enhanced,1500,27,CAND_437392
enhanced,1500,27,CAND_263271
enhanced,1500,27,CAND_1952781
enhanced,1500,27,CAND_2008317
enhanced,1500,27,CAND_537764
enhanced,1500,27,CAND_4180477
enhanced,1500,27,CAND_978113
enhanced,1500,27,CAND_3229918
enhanced,1500,27,CAND_3655291
enhanced,1500,27,CAND_2219048
enhanced,1500,27,CAND_1449144
enhanced,1500,27,CAND_3845098
enhanced,1500,27,CAND_3046688
enhanced,1500,27,CAND_2976047
enhanced,1500,27,CAND_4021585
enhanced,1500,27,CAND_2228747
enhanced,1500,27,CAND_2774758
enhanced,1500,27,CAND_1863241
enhanced,1500,27,CAND_3085617
enhanced,1500,27,CAND_3461562
enhanced,1500,27,CAND_1844962
enhanced,1500,27,CAND_1489275
enhanced,1500,27,CAND_1517730
enhanced,1500,27,CAND_129898
enhanced,1500,27,CAND_2246456
enhanced,1500,27,CAND_3616379
enhanced,1500,28,CAND_1108525
enhanced,1500,28,CAND_437392
enhanced,1500,28,CAND_263271
enhanced,1500,28,CAND_1952781
enhanced,1500,28,CAND_2008317
enhanced,1500,28,CAND_537764
enhanced,1500,28,CAND_4180477
enhanced,1500,28,CAND_978113
enhanced,1500,28,CAND_3229918
enhanced,1500,28,CAND_3655291
enhanced,1500,28,CAND_2219048
enhanced,1500,28,CAND_1449144
enhanced,1500,28,CAND_3845098
enhanced,1500,28,CAND_3046688
enhanced,1500,28,CAND_2976047
enhanced,1500,28,CAND_4021585
enhanced,1500,28,CAND_2228747
enhanced,1500,28,CAND_2774758
enhanced,1500,28,CAND_1863241
enhanced,1500,28,CAND_3085617
enhanced,1500,28,CAND_3461562
enhanced,1500,28,CAND_2097824
enhanced,1500,28,CAND_1844962
enhanced,1500,28,CAND_1489275
enhanced,1500,28,CAND_1517730
enhanced,1500,28,CAND_129898
enhanced,1500,28,CAND_2246456
enhanced,1500,28,CAND_3616379
enhanced,1500,29,CAND_1108525
enhanced,1500,29,CAND_437392
enhanced,1500,29,CAND_263271
enhanced,1500,29,CAND_1952781
enhanced,1500,29,CAND_2008317
enhanced,1500,29,CAND_537764
enhanced,1500,29,CAND_4180477
enhanced,1500,29,CAND_978113
enhanced,1500,29,CAND_3229918
enhanced,1500,29,CAND_3655291
enhanced,1500,29,CAND_2219048
enhanced,1500,29,CAND_1449144
enhanced,1500,29,CAND_3845098
enhanced,1500,29,CAND_3046688
enhanced,1500,29,CAND_2976047
enhanced,1500,29,CAND_4021585
enhanced,1500,29,CAND_2228747
enhanced,1500,29,CAND_2774758
enhanced,1500,29,CAND_1863241
enhanced,1500,29,CAND_3085617
enhanced,1500,29,CAND_3461562
enhanced,1500,29,CAND_2097824
enhanced,1500,29,CAND_1844962
enhanced,1500,29,CAND_1489275
enhanced,1500,29,CAND_1517730
enhanced,1500,29,CAND_129898
enhanced,1500,29,CAND_2246456
enhanced,1500,29,CAND_1462916
enhanced,1500,29,CAND_3616379
enhanced,1500,30,CAND_1108525
enhanced,1500,30,CAND_437392
enhanced,1500,30,CAND_263271
enhanced,1500,30,CAND_1952781
enhanced,1500,30,CAND_2008317
enhanced,1500,30,CAND_537764
enhanced,1500,30,CAND_4180477
enhanced,1500,30,CAND_978113
enhanced,1500,30,CAND_3229918
enhanced,1500,30,CAND_3655291
enhanced,1500,30,CAND_2219048
enhanced,1500,30,CAND_1449144
enhanced,1500,30,CAND_3845098
enhanced,1500,30,CAND_3046688
enhanced,1500,30,CAND_2976047
enhanced,1500,30,CAND_4021585
enhanced,1500,30,CAND_2228747
enhanced,1500,30,CAND_2774758
enhanced,1500,30,CAND_1863241
enhanced,1500,30,CAND_3085617
enhanced,1500,30,CAND_2896688
enhanced,1500,30,CAND_3461562
enhanced,1500,30,CAND_2097824
enhanced,1500,30,CAND_1844962
enhanced,1500,30,CAND_1489275
enhanced,1500,30,CAND_1517730
enhanced,1500,30,CAND_129898
enhanced,1500,30,CAND_2246456
enhanced,1500,30,CAND_1462916
enhanced,1500,30,CAND_3616379
enhanced,1500,31,CAND_638773
enhanced,1500,31,CAND_1108525
enhanced,1500,31,CAND_437392
enhanced,1500,31,CAND_263271
enhanced,1500,31,CAND_1952781
enhanced,1500,31,CAND_2008317
enhanced,1500,31,CAND_537764
enhanced,1500,31,CAND_4180477
enhanced,1500,31,CAND_978113
enhanced,1500,31,CAND_3229918
enhanced,1500,31,CAND_3655291
enhanced,1500,31,CAND_2219048
enhanced,1500,31,CAND_1449144
enhanced,1500,31,CAND_3845098
enhanced,1500,31,CAND_3046688
enhanced,1500,31,CAND_2976047
enhanced,1500,31,CAND_4021585
enhanced,1500,31,CAND_2228747
enhanced,1500,31,CAND_2774758
enhanced,1500,31,CAND_1863241
enhanced,1500,31,CAND_3085617
enhanced,1500,31,CAND_2896688
enhanced,1500,31,CAND_3461562
enhanced,1500,31,CAND_2097824
enhanced,1500,31,CAND_1844962
enhanced,1500,31,CAND_1489275
enhanced,1500,31,CAND_1517730
enhanced,1500,31,CAND_129898
enhanced,1500,31,CAND_2246456
enhanced,1500,31,CAND_1462916
enhanced,1500,31,CAND_3616379
enhanced,1500,32,CAND_638773
enhanced,1500,32,CAND_1108525
enhanced,1500,32,CAND_437392
enhanced,1500,32,CAND_263271
enhanced,1500,32,CAND_1952781
enhanced,1500,32,CAND_2008317
enhanced,1500,32,CAND_537764
enhanced,1500,32,CAND_4180477
enhanced,1500,32,CAND_978113
enhanced,1500,32,CAND_3229918
enhanced,1500,32,CAND_3655291
enhanced,1500,32,CAND_2219048
enhanced,1500,32,CAND_1449144
enhanced,1500,32,CAND_3845098
enhanced,1500,32,CAND_3046688
enhanced,1500,32,CAND_2976047
enhanced,1500,32,CAND_4021585
enhanced,1500,32,CAND_2228747
enhanced,1500,32,CAND_2774758
enhanced,1500,32,CAND_1863241
enhanced,1500,32,CAND_3085617
enhanced,1500,32,CAND_2896688
enhanced,1500,32,CAND_3461562
enhanced,1500,32,CAND_2097824
enhanced,1500,32,CAND_1844962
enhanced,1500,32,CAND_1489275
enhanced,1500,32,CAND_1517730
enhanced,1500,32,CAND_129898
enhanced,1500,32,CAND_283884
enhanced,1500,32,CAND_2246456
enhanced,1500,32,CAND_1462916
enhanced,1500,32,CAND_3616379
enhanced,1500,33,CAND_638773
enhanced,1500,33,CAND_1108525
enhanced,1500,33,CAND_437392
enhanced,1500,33,CAND_263271
enhanced,1500,33,CAND_1952781
enhanced,1500,33,CAND_2008317
enhanced,1500,33,CAND_537764
enhanced,1500,33,CAND_4180477
enhanced,1500,33,CAND_978113
enhanced,1500,33,CAND_3229918
enhanced,1500,33,CAND_3655291
enhanced,1500,33,CAND_2219048
enhanced,1500,33,CAND_1449144
enhanced,1500,33,CAND_3845098
enhanced,1500,33,CAND_3046688
enhanced,1500,33,CAND_2976047
enhanced,1500,33,CAND_4021585
enhanced,1500,33,CAND_2228747
enhanced,1500,33,CAND_2774758
enhanced,1500,33,CAND_1863241
enhanced,1500,33,CAND_3085617
enhanced,1500,33,CAND_2896688
enhanced,1500,33,CAND_3461562
enhanced,1500,33,CAND_2097824
enhanced,1500,33,CAND_1844962
enhanced,1500,33,CAND_1489275
enhanced,1500,33,CAND_1517730
enhanced,1500,33,CAND_129898
enhanced,1500,33,CAND_283884
enhanced,1500,33,CAND_2246456
enhanced,1500,33,CAND_1462916
enhanced,1500,33,CAND_1176097
enhanced,1500,33,CAND_3616379
enhanced,1500,34,CAND_638773
enhanced,1500,34,CAND_1108525
enhanced,1500,34,CAND_437392
enhanced,1500,34,CAND_263271
enhanced,1500,34,CAND_1952781
enhanced,1500,34,CAND_2008317
enhanced,1500,34,CAND_537764
enhanced,1500,34,CAND_4180477
enhanced,1500,34,CAND_978113
enhanced,1500,34,CAND_3229918
enhanced,1500,34,CAND_3655291
enhanced,1500,34,CAND_2219048
enhanced,1500,34,CAND_1449144
enhanced,1500,34,CAND_3845098
enhanced,1500,34,CAND_3046688
enhanced,1500,34,CAND_2976047
enhanced,1500,34,CAND_4021585
enhanced,1500,34,CAND_2228747
enhanced,1500,34,CAND_2774758
enhanced,1500,34,CAND_1863241
enhanced,1500,34,CAND_3085617
enhanced,1500,34,CAND_2896688
enhanced,1500,34,CAND_3461562
enhanced,1500,34,CAND_2097824
enhanced,1500,34,CAND_1844962
enhanced,1500,34,CAND_1489275
enhanced,1500,34,CAND_1517730
enhanced,1500,34,CAND_129898
enhanced,1500,34,CAND_283884
enhanced,1500,34,CAND_2599775
enhanced,1500,34,CAND_2246456
enhanced,1500,34,CAND_1462916
enhanced,1500,34,CAND_1176097
enhanced,1500,34,CAND_3616379
enhanced,1500,35,CAND_638773
enhanced,1500,35,CAND_1108525
enhanced,1500,35,CAND_437392
enhanced,1500,35,CAND_263271
enhanced,1500,35,CAND_1952781
enhanced,1500,35,CAND_2008317
enhanced,1500,35,CAND_537764
enhanced,1500,35,CAND_4180477
enhanced,1500,35,CAND_978113
enhanced,1500,35,CAND_3229918
enhanced,1500,35,CAND_3655291
enhanced,1500,35,CAND_2219048
enhanced,1500,35,CAND_1449144
enhanced,1500,35,CAND_3845098
enhanced,1500,35,CAND_3046688
enhanced,1500,35,CAND_2976047
enhanced,1500,35,CAND_4021585
enhanced,1500,35,CAND_2228747
enhanced,1500,35,CAND_2774758
enhanced,1500,35,CAND_1863241
enhanced,1500,35,CAND_3085617
enhanced,1500,35,CAND_2896688
enhanced,1500,35,CAND_3461562
enhanced,1500,35,CAND_2097824
enhanced,1500,35,CAND_1844962
enhanced,1500,35,CAND_1489275
enhanced,1500,35,CAND_1517730
enhanced,1500,35,CAND_129898
enhanced,1500,35,CAND_283884
enhanced,1500,35,CAND_2599775
enhanced,1500,35,CAND_2246456
enhanced,1500,35,CAND_1462916
enhanced,1500,35,CAND_1176097
enhanced,1500,35,CAND_3616379
enhanced,1500,35,CAND_3108751
enhanced,1500,36,CAND_638773
enhanced,1500,36,CAND_1108525
enhanced,1500,36,CAND_437392
enhanced,1500,36,CAND_263271
enhanced,1500,36,CAND_1952781
enhanced,1500,36,CAND_2008317
enhanced,1500,36,CAND_537764
enhanced,1500,36,CAND_4180477
enhanced,1500,36,CAND_978113
enhanced,1500,36,CAND_3229918
enhanced,1500,36,CAND_3655291
enhanced,1500,36,CAND_2219048
enhanced,1500,36,CAND_1449144
enhanced,1500,36,CAND_3845098
enhanced,1500,36,CAND_3046688
enhanced,1500,36,CAND_2976047
enhanced,1500,36,CAND_4021585
enhanced,1500,36,CAND_2228747
enhanced,1500,36,CAND_2774758
enhanced,1500,36,CAND_1863241
enhanced,1500,36,CAND_3085617
enhanced,1500,36,CAND_2896688
enhanced,1500,36,CAND_3461562
enhanced,1500,36,CAND_2097824
enhanced,1500,36,CAND_1844962
enhanced,1500,36,CAND_1489275
enhanced,1500,36,CAND_2261994
enhanced,1500,36,CAND_1517730
enhanced,1500,36,CAND_129898
enhanced,1500,36,CAND_283884
enhanced,1500,36,CAND_2599775
enhanced,1500,36,CAND_2246456
enhanced,1500,36,CAND_1462916
enhanced,1500,36,CAND_1176097
enhanced,1500,36,CAND_3616379
enhanced,1500,36,CAND_3108751
enhanced,1500,37,CAND_638773
enhanced,1500,37,CAND_1108525
enhanced,1500,37,CAND_437392
enhanced,1500,37,CAND_263271
enhanced,1500,37,CAND_1952781
enhanced,1500,37,CAND_2008317
enhanced,1500,37,CAND_537764
enhanced,1500,37,CAND_4180477
enhanced,1500,37,CAND_978113
enhanced,1500,37,CAND_3229918
enhanced,1500,37,CAND_3655291
enhanced,1500,37,CAND_2219048
enhanced,1500,37,CAND_1449144
enhanced,1500,37,CAND_3845098
enhanced,1500,37,CAND_3046688
enhanced,1500,37,CAND_2976047
enhanced,1500,37,CAND_4021585
enhanced,1500,37,CAND_2228747
enhanced,1500,37,CAND_3912923
enhanced,1500,37,CAND_2774758
enhanced,1500,37,CAND_1863241
enhanced,1500,37,CAND_3085617
enhanced,1500,37,CAND_2896688
enhanced,1500,37,CAND_3461562
enhanced,1500,37,CAND_2097824
enhanced,1500,37,CAND_1844962
enhanced,1500,37,CAND_1489275
enhanced,1500,37,CAND_2261994
enhanced,1500,37,CAND_1517730
enhanced,1500,37,CAND_129898
enhanced,1500,37,CAND_283884
enhanced,1500,37,CAND_2599775
enhanced,1500,37,CAND_2246456
enhanced,1500,37,CAND_1462916
enhanced,1500,37,CAND_1176097
enhanced,1500,37,CAND_3616379
enhanced,1500,37,CAND_3108751
enhanced,1500,38,CAND_638773
enhanced,1500,38,CAND_1108525
enhanced,1500,38,CAND_437392
enhanced,1500,38,CAND_263271
enhanced,1500,38,CAND_1952781
enhanced,1500,38,CAND_2008317
enhanced,1500,38,CAND_537764
enhanced,1500,38,CAND_4180477
enhanced,1500,38,CAND_978113
enhanced,1500,38,CAND_3229918
enhanced,1500,38,CAND_3655291
enhanced,1500,38,CAND_2219048
enhanced,1500,38,CAND_1449144
enhanced,1500,38,CAND_3845098
enhanced,1500,38,CAND_3046688
enhanced,1500,38,CAND_2976047
enhanced,1500,38,CAND_4021585
enhanced,1500,38,CAND_2228747
enhanced,1500,38,CAND_2677540
enhanced,1500,38,CAND_3912923
enhanced,1500,38,CAND_2774758
enhanced,1500,38,CAND_1863241
enhanced,1500,38,CAND_3085617
enhanced,1500,38,CAND_2896688
enhanced,1500,38,CAND_3461562
enhanced,1500,38,CAND_2097824
enhanced,1500,38,CAND_1844962
enhanced,1500,38,CAND_1489275
enhanced,1500,38,CAND_2261994
enhanced,1500,38,CAND_1517730
enhanced,1500,38,CAND_129898
enhanced,1500,38,CAND_283884
enhanced,1500,38,CAND_2599775
enhanced,1500,38,CAND_2246456
enhanced,1500,38,CAND_1462916
enhanced,1500,38,CAND_1176097
enhanced,1500,38,CAND_3616379
enhanced,1500,38,CAND_3108751
enhanced,1500,39,CAND_638773
enhanced,1500,39,CAND_1108525
enhanced,1500,39,CAND_437392
enhanced,1500,39,CAND_263271
enhanced,1500,39,CAND_1952781
enhanced,1500,39,CAND_2008317
enhanced,1500,39,CAND_537764
enhanced,1500,39,CAND_4180477
enhanced,1500,39,CAND_978113
enhanced,1500,39,CAND_3229918
enhanced,1500,39,CAND_3655291
enhanced,1500,39,CAND_2219048
enhanced,1500,39,CAND_1449144
enhanced,1500,39,CAND_3845098
enhanced,1500,39,CAND_3046688
enhanced,1500,39,CAND_2976047
enhanced,1500,39,CAND_4021585
enhanced,1500,39,CAND_2228747
enhanced,1500,39,CAND_2677540
enhanced,1500,39,CAND_3912923
enhanced,1500,39,CAND_2774758
enhanced,1500,39,CAND_1863241
enhanced,1500,39,CAND_3085617
enhanced,1500,39,CAND_2896688
enhanced,1500,39,CAND_3461562
enhanced,1500,39,CAND_2097824
enhanced,1500,39,CAND_1844962
enhanced,1500,39,CAND_1489275
enhanced,1500,39,CAND_2261994
enhanced,1500,39,CAND_1517730
enhanced,1500,39,CAND_129898
enhanced,1500,39,CAND_283884
enhanced,1500,39,CAND_2599775
enhanced,1500,39,CAND_2246456
enhanced,1500,39,CAND_1462916
enhanced,1500,39,CAND_1176097
enhanced,1500,39,CAND_643155
enhanced,1500,39,CAND_3616379
enhanced,1500,39,CAND_3108751
enhanced,1500,40,CAND_638773
enhanced,1500,40,CAND_1108525
enhanced,1500,40,CAND_437392
enhanced,1500,40,CAND_263271
enhanced,1500,40,CAND_1952781
enhanced,1500,40,CAND_2008317
enhanced,1500,40,CAND_537764
enhanced,1500,40,CAND_4180477
enhanced,1500,40,CAND_978113
enhanced,1500,40,CAND_3229918
enhanced,1500,40,CAND_3655291
enhanced,1500,40,CAND_2219048
enhanced,1500,40,CAND_1449144
enhanced,1500,40,CAND_3845098
enhanced,1500,40,CAND_3046688
enhanced,1500,40,CAND_2976047
enhanced,1500,40,CAND_4021585
enhanced,1500,40,CAND_2228747
enhanced,1500,40,CAND_2677540
enhanced,1500,40,CAND_3912923
enhanced,1500,40,CAND_2774758
enhanced,1500,40,CAND_1863241
enhanced,1500,40,CAND_738412
enhanced,1500,40,CAND_3085617
enhanced,1500,40,CAND_2896688
enhanced,1500,40,CAND_3461562
enhanced,1500,40,CAND_2097824
enhanced,1500,40,CAND_1844962
enhanced,1500,40,CAND_1489275
enhanced,1500,40,CAND_2261994
enhanced,1500,40,CAND_1517730
enhanced,1500,40,CAND_129898
enhanced,1500,40,CAND_283884
enhanced,1500,40,CAND_2599775
enhanced,1500,40,CAND_2246456
enhanced,1500,40,CAND_1462916
enhanced,1500,40,CAND_1176097
enhanced,1500,40,CAND_643155
enhanced,1500,40,CAND_3616379
enhanced,1500,40,CAND_3108751
