demand_definition,radius_m,facilities_p,candidate_id
population,800,34,CAND_3741284
population,800,34,CAND_2988437
population,800,34,CAND_2819486
population,800,34,CAND_1691697
population,800,34,CAND_3143669
population,800,34,CAND_1973359
population,800,34,CAND_4015201
population,800,34,CAND_1844962
population,800,34,CAND_1786534
population,800,34,CAND_194285
population,800,35,CAND_638773
population,800,35,CAND_1349303
population,800,35,CAND_2517042
population,800,35,CAND_437392
population,800,35,CAND_263271
population,800,35,CAND_2008317
population,800,35,CAND_1518983
population,800,35,CAND_3283308
population,800,35,CAND_537764
population,800,35,CAND_2321576
population,800,35,CAND_3344162
population,800,35,CAND_2439064
population,800,35,CAND_341929
population,800,35,CAND_2915782
population,800,35,CAND_440027
population,800,35,CAND_971065
population,800,35,CAND_81208
population,800,35,CAND_3925052
population,800,35,CAND_2942504
population,800,35,CAND_2207421
population,800,35,CAND_2219048
population,800,35,CAND_531015
population,800,35,CAND_106420
population,800,35,CAND_3046688
population,800,35,CAND_3741284
population,800,35,CAND_2988437
population,800,35,CAND_2819486
population,800,35,CAND_3576807
population,800,35,CAND_1691697
population,800,35,CAND_3143669
population,800,35,CAND_1973359
population,800,35,CAND_4015201
population,800,35,CAND_1844962
population,800,35,CAND_1786534
population,800,35,CAND_194285
population,800,36,CAND_638773
population,800,36,CAND_1349303
population,800,36,CAND_2517042
population,800,36,CAND_437392
population,800,36,CAND_263271
population,800,36,CAND_2008317
population,800,36,CAND_1518983
population,800,36,CAND_3283308
population,800,36,CAND_537764
population,800,36,CAND_2321576
population,800,36,CAND_3344162
population,800,36,CAND_2439064
population,800,36,CAND_341929
population,800,36,CAND_2915782
population,800,36,CAND_440027
population,800,36,CAND_971065
population,800,36,CAND_81208
population,800,36,CAND_3925052
population,800,36,CAND_2942504
population,800,36,CAND_2207421
population,800,36,CAND_2219048
population,800,36,CAND_531015
population,800,36,CAND_106420
population,800,36,CAND_3046688
population,800,36,CAND_3741284
population,800,36,CAND_2988437
population,800,36,CAND_2819486
population,800,36,CAND_3576807
population,800,36,CAND_1691697
population,800,36,CAND_3143669
population,800,36,CAND_1973359
population,800,36,CAND_3461562
population,800,36,CAND_4015201
population,800,36,CAND_1844962
population,800,36,CAND_1786534
population,800,36,CAND_194285
population,800,37,CAND_638773
population,800,37,CAND_1349303
population,800,37,CAND_2517042
population,800,37,CAND_437392
population,800,37,CAND_263271
population,800,37,CAND_2008317
population,800,37,CAND_1518983
population,800,37,CAND_3283308
population,800,37,CAND_537764
population,800,37,CAND_2321576
population,800,37,CAND_3344162
population,800,37,CAND_2439064
population,800,37,CAND_341929
population,800,37,CAND_2915782
population,800,37,CAND_440027
population,800,37,CAND_971065
population,800,37,CAND_81208
population,800,37,CAND_3925052
population,800,37,CAND_2942504
population,800,37,CAND_2207421
population,800,37,CAND_2219048
population,800,37,CAND_531015
population,800,37,CAND_106420
population,800,37,CAND_3046688
population,800,37,CAND_3741284
population,800,37,CAND_2988437
population,800,37,CAND_2819486
population,800,37,CAND_3576807
population,800,37,CAND_1691697
population,800,37,CAND_3143669
population,800,37,CAND_1863241
population,800,37,CAND_1973359
population,800,37,CAND_3461562
population,800,37,CAND_4015201
population,800,37,CAND_1844962
population,800,37,CAND_1786534
population,800,37,CAND_194285
population,800,38,CAND_638773
population,800,38,CAND_1349303
population,800,38,CAND_2517042
population,800,38,CAND_437392
population,800,38,CAND_263271
population,800,38,CAND_2008317
population,800,38,CAND_1518983
population,800,38,CAND_3283308
population,800,38,CAND_537764
population,800,38,CAND_2321576
population,800,38,CAND_3344162
population,800,38,CAND_2439064
population,800,38,CAND_341929
population,800,38,CAND_2915782
population,800,38,CAND_440027
population,800,38,CAND_971065
population,800,38,CAND_81208
population,800,38,CAND_3925052
population,800,38,CAND_2942504
population,800,38,CAND_2207421
population,800,38,CAND_2219048
population,800,38,CAND_531015
population,800,38,CAND_106420
population,800,38,CAND_3046688
population,800,38,CAND_3741284
population,800,38,CAND_2988437
population,800,38,CAND_2819486
population,800,38,CAND_3576807
population,800,38,CAND_1691697
population,800,38,CAND_3143669
population,800,38,CAND_1863241
population,800,38,CAND_1973359
population,800,38,CAND_2896688
population,800,38,CAND_3461562
population,800,38,CAND_4015201
population,800,38,CAND_1844962
population,800,38,CAND_1786534
population,800,38,CAND_194285
population,800,39,CAND_638773
population,800,39,CAND_1349303
population,800,39,CAND_2517042
population,800,39,CAND_437392
population,800,39,CAND_263271
population,800,39,CAND_2008317
population,800,39,CAND_1518983
population,800,39,CAND_3283308
population,800,39,CAND_537764
population,800,39,CAND_2321576
population,800,39,CAND_3344162
population,800,39,CAND_2439064
population,800,39,CAND_341929
population,800,39,CAND_2915782
population,800,39,CAND_440027
population,800,39,CAND_971065
population,800,39,CAND_81208
population,800,39,CAND_3925052
population,800,39,CAND_2942504
population,800,39,CAND_2207421
population,800,39,CAND_2219048
population,800,39,CAND_531015
population,800,39,CAND_106420
population,800,39,CAND_3046688
population,800,39,CAND_3741284
population,800,39,CAND_2988437
population,800,39,CAND_2819486
population,800,39,CAND_3576807
population,800,39,CAND_3912923
population,800,39,CAND_1691697
population,800,39,CAND_3143669
population,800,39,CAND_1863241
population,800,39,CAND_1973359
population,800,39,CAND_2896688
population,800,39,CAND_3461562
population,800,39,CAND_4015201
population,800,39,CAND_1844962
population,800,39,CAND_1786534
population,800,39,CAND_194285
population,800,40,CAND_638773
population,800,40,CAND_1349303
population,800,40,CAND_2517042
population,800,40,CAND_437392
population,800,40,CAND_263271
population,800,40,CAND_2008317
population,800,40,CAND_1518983
population,800,40,CAND_3283308
population,800,40,CAND_537764
population,800,40,CAND_2321576
population,800,40,CAND_3344162
population,800,40,CAND_2439064
population,800,40,CAND_341929
population,800,40,CAND_2915782
population,800,40,CAND_440027
population,800,40,CAND_971065
population,800,40,CAND_81208
population,800,40,CAND_3925052
population,800,40,CAND_2786883
population,800,40,CAND_2942504
population,800,40,CAND_2207421
population,800,40,CAND_2219048
population,800,40,CAND_531015
population,800,40,CAND_106420
population,800,40,CAND_3046688
population,800,40,CAND_3741284
population,800,40,CAND_2988437
population,800,40,CAND_2819486
population,800,40,CAND_3576807
population,800,40,CAND_3912923
population,800,40,CAND_1691697
population,800,40,CAND_3143669
population,800,40,CAND_1863241
population,800,40,CAND_1973359
population,800,40,CAND_2896688
population,800,40,CAND_3461562
population,800,40,CAND_4015201
population,800,40,CAND_1844962
population,800,40,CAND_1786534
population,800,40,CAND_194285
enhanced,800,1,CAND_2713483
enhanced,800,2,CAND_2810033
enhanced,800,2,CAND_2713483
enhanced,800,3,CAND_2810033
enhanced,800,3,CAND_2713483
enhanced,800,3,CAND_531015
enhanced,800,4,CAND_2810033
enhanced,800,4,CAND_2713483
enhanced,800,4,CAND_2207421
enhanced,800,4,CAND_531015
enhanced,800,5,CAND_2810033
enhanced,800,5,CAND_2713483
enhanced,800,5,CAND_1389076
enhanced,800,5,CAND_2207421
enhanced,800,5,CAND_531015
enhanced,800,6,CAND_2810033
enhanced,800,6,CAND_2713483
enhanced,800,6,CAND_1389076
enhanced,800,6,CAND_2207421
enhanced,800,6,CAND_531015
enhanced,800,6,CAND_3845098
enhanced,800,7,CAND_2300652
enhanced,800,7,CAND_2810033
enhanced,800,7,CAND_2713483
enhanced,800,7,CAND_1389076
enhanced,800,7,CAND_2207421
enhanced,800,7,CAND_531015
enhanced,800,7,CAND_3845098
enhanced,800,8,CAND_2300652
enhanced,800,8,CAND_2810033
enhanced,800,8,CAND_2713483
enhanced,800,8,CAND_2623858
enhanced,800,8,CAND_1389076
enhanced,800,8,CAND_2207421
enhanced,800,8,CAND_531015
enhanced,800,8,CAND_3845098
enhanced,800,9,CAND_2300652
enhanced,800,9,CAND_2810033
enhanced,800,9,CAND_2713483
enhanced,800,9,CAND_2623858
enhanced,800,9,CAND_1389076
enhanced,800,9,CAND_2207421
enhanced,800,9,CAND_2219048
enhanced,800,9,CAND_531015
enhanced,800,9,CAND_3845098
enhanced,800,10,CAND_2300652
enhanced,800,10,CAND_2810033
enhanced,800,10,CAND_2713483
enhanced,800,10,CAND_2623858
enhanced,800,10,CAND_1389076
enhanced,800,10,CAND_2942504
enhanced,800,10,CAND_2207421
enhanced,800,10,CAND_2219048
enhanced,800,10,CAND_531015
enhanced,800,10,CAND_3845098
enhanced,800,11,CAND_2300652
enhanced,800,11,CAND_2810033
enhanced,800,11,CAND_2713483
enhanced,800,11,CAND_2623858
enhanced,800,11,CAND_1389076
enhanced,800,11,CAND_3925052
enhanced,800,11,CAND_2942504
enhanced,800,11,CAND_2207421
enhanced,800,11,CAND_2219048
enhanced,800,11,CAND_531015
enhanced,800,11,CAND_3845098
enhanced,800,12,CAND_1518983
enhanced,800,12,CAND_2300652
enhanced,800,12,CAND_2810033
enhanced,800,12,CAND_2713483
enhanced,800,12,CAND_2623858
enhanced,800,12,CAND_1389076
enhanced,800,12,CAND_3925052
enhanced,800,12,CAND_2942504
enhanced,800,12,CAND_2207421
enhanced,800,12,CAND_2219048
enhanced,800,12,CAND_531015
enhanced,800,12,CAND_3845098
enhanced,800,13,CAND_263271
enhanced,800,13,CAND_1518983
enhanced,800,13,CAND_2300652
enhanced,800,13,CAND_2810033
enhanced,800,13,CAND_2713483
enhanced,800,13,CAND_2623858
enhanced,800,13,CAND_1389076
enhanced,800,13,CAND_3925052
enhanced,800,13,CAND_2942504
enhanced,800,13,CAND_2207421
enhanced,800,13,CAND_2219048
enhanced,800,13,CAND_531015
enhanced,800,13,CAND_3845098
enhanced,800,14,CAND_263271
enhanced,800,14,CAND_1518983
enhanced,800,14,CAND_3283308
enhanced,800,14,CAND_2300652
enhanced,800,14,CAND_2810033
enhanced,800,14,CAND_2713483
enhanced,800,14,CAND_2623858
enhanced,800,14,CAND_1389076
enhanced,800,14,CAND_3925052
enhanced,800,14,CAND_2942504
enhanced,800,14,CAND_2207421
enhanced,800,14,CAND_2219048
enhanced,800,14,CAND_531015
enhanced,800,14,CAND_3845098
enhanced,800,15,CAND_263271
enhanced,800,15,CAND_1518983
enhanced,800,15,CAND_3283308
enhanced,800,15,CAND_2300652
enhanced,800,15,CAND_2810033
enhanced,800,15,CAND_2439064
enhanced,800,15,CAND_2713483
enhanced,800,15,CAND_2623858
enhanced,800,15,CAND_1389076
enhanced,800,15,CAND_3925052
enhanced,800,15,CAND_2942504
enhanced,800,15,CAND_2207421
enhanced,800,15,CAND_2219048
enhanced,800,15,CAND_531015
enhanced,800,15,CAND_3845098
enhanced,800,16,CAND_263271
enhanced,800,16,CAND_1518983
enhanced,800,16,CAND_3283308
enhanced,800,16,CAND_2300652
enhanced,800,16,CAND_2810033
enhanced,800,16,CAND_2439064
enhanced,800,16,CAND_2713483
enhanced,800,16,CAND_2623858
enhanced,800,16,CAND_1389076
enhanced,800,16,CAND_3925052
enhanced,800,16,CAND_2942504
enhanced,800,16,CAND_2207421
enhanced,800,16,CAND_2219048
enhanced,800,16,CAND_531015
enhanced,800,16,CAND_3845098
enhanced,800,16,CAND_1844962
enhanced,800,17,CAND_263271
enhanced,800,17,CAND_1518983
enhanced,800,17,CAND_3283308
enhanced,800,17,CAND_2300652
enhanced,800,17,CAND_2810033
enhanced,800,17,CAND_2439064
enhanced,800,17,CAND_2713483
enhanced,800,17,CAND_2623858
enhanced,800,17,CAND_1389076
enhanced,800,17,CAND_3925052
enhanced,800,17,CAND_2942504
enhanced,800,17,CAND_2207421
enhanced,800,17,CAND_2219048
enhanced,800,17,CAND_531015
enhanced,800,17,CAND_3845098
enhanced,800,17,CAND_1973359
enhanced,800,17,CAND_1844962
enhanced,800,18,CAND_1108525
enhanced,800,18,CAND_263271
enhanced,800,18,CAND_1518983
enhanced,800,18,CAND_3283308
enhanced,800,18,CAND_2300652
enhanced,800,18,CAND_2810033
enhanced,800,18,CAND_2439064
