demand_definition,radius_m,facilities_p,candidate_id,candidate_index,lga,suitability_score
population,800,11,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,11,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,11,CAND_2207421,225,YARRA,0.6301100444703408
population,800,11,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,11,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,11,CAND_2988437,258,YARRA,0.43476708405356684
population,800,12,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,12,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,12,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,12,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,12,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,12,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,12,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,12,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,12,CAND_2207421,225,YARRA,0.6301100444703408
population,800,12,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,12,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,12,CAND_2988437,258,YARRA,0.43476708405356684
population,800,13,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,13,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,13,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,13,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,13,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,13,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,13,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,13,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,13,CAND_2207421,225,YARRA,0.6301100444703408
population,800,13,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,13,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,13,CAND_2988437,258,YARRA,0.43476708405356684
population,800,13,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,14,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,14,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,14,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,14,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,14,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,14,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,14,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,14,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,14,CAND_2207421,225,YARRA,0.6301100444703408
population,800,14,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,14,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,14,CAND_338621,243,YARRA,0.5190718274380695
population,800,14,CAND_2333894,270,YARRA,0.3508951155107718
population,800,14,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,15,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,15,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,15,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,15,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,15,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,15,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,15,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,15,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,15,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,15,CAND_2207421,225,YARRA,0.6301100444703408
population,800,15,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,15,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,15,CAND_338621,243,YARRA,0.5190718274380695
population,800,15,CAND_2333894,270,YARRA,0.3508951155107718
population,800,15,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,16,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,16,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,16,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,16,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,16,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,16,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,16,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,16,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,16,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,16,CAND_2207421,225,YARRA,0.6301100444703408
population,800,16,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,16,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,16,CAND_338621,243,YARRA,0.5190718274380695
population,800,16,CAND_2333894,270,YARRA,0.3508951155107718
population,800,16,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,16,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,17,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,17,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,17,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,17,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,17,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,17,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,17,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,17,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,17,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,17,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,17,CAND_2207421,225,YARRA,0.6301100444703408
population,800,17,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,17,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,17,CAND_338621,243,YARRA,0.5190718274380695
population,800,17,CAND_2333894,270,YARRA,0.3508951155107718
population,800,17,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,17,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,18,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,18,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,18,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,18,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,18,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,18,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,18,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,18,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,18,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,18,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,18,CAND_2207421,225,YARRA,0.6301100444703408
population,800,18,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,18,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,18,CAND_338621,243,YARRA,0.5190718274380695
population,800,18,CAND_2333894,270,YARRA,0.3508951155107718
population,800,18,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,18,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,18,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,19,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,19,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,19,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,19,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,19,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,19,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,19,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,19,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,19,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,19,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,19,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,19,CAND_2207421,225,YARRA,0.6301100444703408
population,800,19,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,19,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,19,CAND_338621,243,YARRA,0.5190718274380695
population,800,19,CAND_2333894,270,YARRA,0.3508951155107718
population,800,19,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,19,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,19,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,20,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,20,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,20,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,20,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,20,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,20,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,20,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,20,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,20,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,20,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,20,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,20,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,20,CAND_2207421,225,YARRA,0.6301100444703408
population,800,20,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,20,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,20,CAND_338621,243,YARRA,0.5190718274380695
population,800,20,CAND_2333894,270,YARRA,0.3508951155107718
population,800,20,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,20,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,20,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,21,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,21,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,21,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,21,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,21,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,21,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,21,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,21,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,21,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,21,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,21,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,21,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,21,CAND_2207421,225,YARRA,0.6301100444703408
population,800,21,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,21,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,21,CAND_338621,243,YARRA,0.5190718274380695
population,800,21,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,21,CAND_2333894,270,YARRA,0.3508951155107718
population,800,21,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,21,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,21,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,22,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,22,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,22,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,22,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,22,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,22,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,22,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,22,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,22,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,22,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,22,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,22,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,22,CAND_2207421,225,YARRA,0.6301100444703408
population,800,22,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,22,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,22,CAND_338621,243,YARRA,0.5190718274380695
population,800,22,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,22,CAND_2333894,270,YARRA,0.3508951155107718
population,800,22,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,22,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,22,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,22,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,23,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,23,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,23,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,23,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,23,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,23,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,23,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,23,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,23,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,23,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,23,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,23,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,23,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,23,CAND_2207421,225,YARRA,0.6301100444703408
population,800,23,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,23,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,23,CAND_338621,243,YARRA,0.5190718274380695
population,800,23,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,23,CAND_2333894,270,YARRA,0.3508951155107718
population,800,23,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,23,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,23,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,23,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,24,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,24,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,24,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,24,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,24,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,24,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,24,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,24,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,24,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,24,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,24,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,24,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,24,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,24,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,24,CAND_2207421,225,YARRA,0.6301100444703408
population,800,24,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,24,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,24,CAND_338621,243,YARRA,0.5190718274380695
population,800,24,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,24,CAND_2333894,270,YARRA,0.3508951155107718
population,800,24,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,24,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,24,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,24,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,25,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,25,CAND_2517042,62,MARIBYRNONG,0.5690427615204257
population,800,25,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,25,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,25,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,25,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,25,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,25,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,25,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,25,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,25,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,25,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,25,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,25,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,25,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,25,CAND_2207421,225,YARRA,0.6301100444703408
population,800,25,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,25,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,25,CAND_338621,243,YARRA,0.5190718274380695
population,800,25,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,25,CAND_2333894,270,YARRA,0.3508951155107718
population,800,25,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,25,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,25,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,25,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,26,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,26,CAND_2517042,62,MARIBYRNONG,0.5690427615204257
population,800,26,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,26,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,26,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,26,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,26,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,26,CAND_537764,150,PORT PHILLIP,0.6340941535692455
population,800,26,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,26,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,26,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,26,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,26,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,26,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,26,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,26,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,26,CAND_2207421,225,YARRA,0.6301100444703408
population,800,26,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,26,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,26,CAND_338621,243,YARRA,0.5190718274380695
population,800,26,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,26,CAND_2333894,270,YARRA,0.3508951155107718
population,800,26,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,26,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,26,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,26,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,27,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,27,CAND_2517042,62,MARIBYRNONG,0.5690427615204257
population,800,27,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,27,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,27,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,27,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,27,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,27,CAND_537764,150,PORT PHILLIP,0.6340941535692455
population,800,27,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,27,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,27,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,27,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,27,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,27,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,27,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,27,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,27,CAND_2207421,225,YARRA,0.6301100444703408
population,800,27,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,27,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,27,CAND_338621,243,YARRA,0.5190718274380695
population,800,27,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,27,CAND_2333894,270,YARRA,0.3508951155107718
population,800,27,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,27,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,27,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,27,CAND_1786534,372,MONASH,0.3566693311960012
population,800,27,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,28,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,28,CAND_2517042,62,MARIBYRNONG,0.5690427615204257
population,800,28,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,28,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,28,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,28,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,28,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,28,CAND_537764,150,PORT PHILLIP,0.6340941535692455
population,800,28,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,28,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,28,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,28,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,28,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,28,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,28,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,28,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,28,CAND_2207421,225,YARRA,0.6301100444703408
population,800,28,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,28,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,28,CAND_338621,243,YARRA,0.5190718274380695
population,800,28,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,28,CAND_2333894,270,YARRA,0.3508951155107718
population,800,28,CAND_1691697,276,STONNINGTON,0.5027722627618366
population,800,28,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,28,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,28,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,28,CAND_1786534,372,MONASH,0.3566693311960012
population,800,28,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,29,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,29,CAND_2517042,62,MARIBYRNONG,0.5690427615204257
population,800,29,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,29,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
population,800,29,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,29,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,29,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,29,CAND_537764,150,PORT PHILLIP,0.6340941535692455
population,800,29,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,29,CAND_2439064,160,MERRI-BEK,0.5145553148263795
population,800,29,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,29,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,29,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,29,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,29,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,29,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
