POW_SA2_CODE_2021,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
208021179,629,1359,595,755,537,688,66,321,73,5016
208021180,131,500,152,262,156,101,27,86,24,1432
208021181,213,379,229,304,140,88,20,102,26,1498
208021182,320,743,292,436,262,335,65,195,44,2694
208021426,762,1838,536,589,716,387,129,344,101,5399
208021427,267,738,287,452,214,64,26,103,28,2194
208031183,193,280,190,167,170,125,136,150,37,1451
208031184,2369,1253,2372,283,1808,679,2044,1794,307,12916
208031185,242,326,305,372,199,255,49,184,44,1966
208031186,256,496,334,606,251,251,54,220,35,2496
208031187,225,244,266,148,236,211,166,223,28,1752
208031188,2078,2272,1701,1623,1695,2561,697,1243,266,14147
208031189,239,673,297,433,210,98,24,140,49,2166
208031190,659,1446,583,813,509,978,143,383,78,5584
208031191,3004,3444,2784,1565,2354,1481,1518,1687,351,18187
208031192,621,579,354,85,415,706,428,263,56,3502
208031193,968,1378,1333,963,718,504,413,932,141,7346
208041194,1379,4334,1017,1521,1675,601,205,580,180,11486
208041195,2021,2360,1056,1700,1138,4168,148,906,214,13710
209011196,252,628,472,313,349,153,122,141,39,2472
209011197,774,1498,812,1248,832,1297,124,604,122,7322
209011198,940,7915,1177,1748,1886,625,198,650,205,15349
209011199,1080,1709,1606,661,1088,398,809,683,160,8192
209011200,473,1364,423,660,463,426,33,273,51,4162
209011201,214,547,171,177,180,115,10,75,25,1509
209011202,356,888,429,671,342,316,43,263,45,3348
209011203,479,882,508,734,298,119,57,155,60,3288
209011204,162,441,179,305,140,153,26,111,21,1532
209021205,699,2979,396,821,722,226,64,260,98,6259
209021428,2464,3228,2050,2318,2259,2976,1366,1419,308,18384
209021429,273,950,237,387,307,137,72,195,41,2595
209021523,128,409,157,425,136,70,57,114,35,1529
209021524,81,239,127,368,112,43,45,81,27,1123
209021525,196,522,188,368,195,250,70,153,37,1977
209021526,583,649,813,391,549,395,668,593,93,4739
209031209,788,1587,917,1067,789,796,135,485,109,6668
209031210,80,113,140,94,67,59,36,47,6,642
209031211,182,113,163,87,87,42,41,139,9,858
209031212,201,298,227,134,133,29,46,88,24,1179
209031213,231,582,324,446,268,64,53,154,41,2166
209031214,236,440,236,170,219,36,34,82,30,1482
209031215,320,534,435,515,275,352,138,273,39,2875
209041216,535,1053,357,732,658,511,569,254,105,4768
209041217,143,558,167,200,240,357,42,193,36,1932
209041220,501,917,445,1117,775,1183,106,463,105,5617
209041221,71,267,108,132,107,19,30,52,18,811
209041223,2460,1599,3665,896,2064,1414,2258,2646,403,17393
209041224,338,589,625,549,386,474,181,424,64,3623
209041225,257,386,427,379,246,248,168,307,39,2459
209041431,94,496,166,310,139,31,82,122,38,1480
209041432,1430,4230,1620,1382,1618,1956,928,1689,299,15155
209041433,453,510,594,389,417,347,513,338,78,3642
209041435,95,228,112,107,137,68,49,59,18,878
209041436,355,736,367,670,478,367,76,301,73,3415
209041437,197,301,391,208,151,188,379,168,55,2036
209041527,233,588,312,386,249,263,120,428,40,2625
209041528,94,212,147,176,114,122,32,118,20,1025
209041529,101,368,151,179,134,213,70,103,30,1347
209041530,463,400,214,248,400,245,523,279,65,2830
209041531,90,266,103,164,125,205,59,93,28,1129
209041532,114,291,146,324,112,166,85,122,26,1384
210011226,620,572,1021,378,504,970,347,462,80,4961
210011227,872,912,608,736,1228,878,167,250,147,5795
210011228,3026,1951,3731,833,3256,969,2702,2134,442,19052
210011230,277,712,327,329,328,252,55,162,36,2467
210011231,177,525,181,172,177,118,17,77,25,1470
210011533,143,312,188,422,131,156,38,159,37,1583
210011534,216,691,266,489,277,215,50,162,64,2424
210021232,493,882,729,724,584,473,163,357,61,4464
210021233,124,254,134,100,68,42,16,83,4,827
210021234,101,135,178,91,83,108,25,81,8,819
210021235,363,345,388,225,303,187,131,307,52,2301
210031236,746,727,1135,426,555,611,447,706,94,5440
210031237,255,559,334,379,240,176,217,251,49,2467
210031439,23,46,34,17,22,9,3,12,8,173
210031440,107,166,196,411,148,102,75,155,30,1382
210031535,198,630,289,512,207,57,143,167,41,2238
210031536,126,326,145,348,156,211,52,119,40,1522
210031537,86,197,102,200,78,77,15,82,18,862
210031538,255,716,285,455,292,97,99,163,47,2401
210041240,207,663,279,331,269,54,77,157,30,2068
210041539,61,84,81,70,57,23,36,44,10,467
210041540,717,877,971,909,774,1266,312,661,97,6578
210041541,87,289,166,204,134,33,48,77,22,1061
210051242,1432,3191,1111,1881,1362,972,947,1654,298,12848
210051243,3694,2962,5473,818,2920,1672,4249,3906,692,26381
210051245,449,704,448,674,604,411,333,491,76,4193
210051246,315,613,478,386,341,205,238,239,60,2879
210051247,68,197,122,195,78,41,87,59,36,884
210051248,1595,2087,1476,2204,3193,1251,2814,995,473,16084
210051250,693,441,829,177,869,253,506,467,99,4332
210051441,98,242,196,194,161,254,113,161,28,1437
210051442,127,479,145,241,131,245,128,131,32,1656
210051443,558,775,1049,770,490,158,495,483,127,4897
210051445,247,369,486,333,214,197,342,403,59,2642
210051542,43,147,62,97,54,22,86,37,6,560
210051543,276,371,262,548,204,779,111,283,61,2892
210051544,801,703,1239,379,1054,677,2179,977,208,8221
210051545,75,169,105,225,69,96,88,116,19,971
211011251,2403,1647,2800,623,1779,858,1652,1576,297,13634
211011254,3047,3060,2424,511,2788,1386,2088,1784,423,17517
211011255,85,133,147,65,96,40,70,65,13,706
211011256,870,1168,834,618,761,808,237,499,80,5866
211011257,550,446,645,108,453,239,354,292,70,3154
211011258,372,431,408,174,304,171,414,206,53,2543
211011259,367,1688,381,822,587,339,113,406,81,4792
211011260,881,1621,642,1499,1083,1289,135,572,143,7877
211011446,882,1202,1033,1085,841,688,378,760,112,6973
211011447,324,619,415,646,340,169,70,189,44,2820
211011448,591,1298,882,518,646,776,298,533,96,5638
211011449,60,158,121,78,49,25,13,49,10,569
211021261,345,1004,299,514,368,73,39,173,49,2874
211021262,379,527,445,383,253,165,37,222,30,2438
211031263,1489,1089,2009,468,1174,936,1140,1359,196,9859
211031265,261,692,325,334,238,115,27,132,47,2171
211031266,1888,3021,1965,1995,2028,2862,569,1613,252,16187
211031267,524,2573,618,1010,679,346,158,484,81,6475
211031268,180,388,210,296,137,147,18,92,37,1500
211031450,477,776,711,843,541,389,199,302,77,4317
211031451,319,633,378,666,324,466,72,388,47,3300
211031452,487,424,509,151,378,165,302,311,49,2784
211041269,561,1424,447,909,450,826,70,351,94,5137
211041270,1097,1993,820,800,1138,525,373,461,123,7324
211041271,1045,1306,858,923,998,915,480,556,126,7205
211041272,392,730,446,385,388,144,109,172,52,2815
211041273,241,670,198,509,241,432,78,226,38,2631
211051274,309,586,358,323,252,196,84,188,34,2330
211051275,469,499,554,499,402,1004,126,431,82,4075
211051276,714,747,851,821,474,409,176,591,65,4845
211051277,614,504,845,312,472,282,550,707,93,4381
211051278,1277,1768,1737,1384,1250,986,607,1094,192,10287
211051279,414,282,401,156,235,170,145,411,43,2254
211051280,145,247,296,270,127,63,71,123,22,1371
211051281,328,969,497,744,452,386,91,398,63,3927
211051282,375,427,331,301,159,148,38,257,28,2062
211051283,214,472,395,393,242,169,84,306,36,2316
211051284,184,483,244,363,175,141,25,133,22,1765
211051285,375,209,355,145,229,185,87,319,27,1938
211051286,510,608,567,566,369,270,231,459,75,3659
212011289,483,612,642,563,428,352,102,394,49,3625
212011546,543,1266,730,785,611,613,189,498,78,5310
212011547,475,353,498,273,266,134,194,453,83,2723
212011548,554,397,452,322,274,299,312,497,71,3176
212011549,193,272,196,416,156,300,64,310,31,1942
212011550,279,509,385,247,235,321,353,278,34,2640
212011551,589,588,1166,526,685,600,496,901,107,5659
212011552,726,886,1216,876,725,705,431,708,150,6430
212021293,776,3854,1061,1641,1234,887,144,655,144,10402
212021295,242,360,293,324,192,191,207,214,47,2071
212021297,1901,1375,2547,508,1694,757,1547,1727,257,12319
212021299,166,295,297,264,206,70,73,210,38,1616
212021453,108,391,197,243,143,60,58,73,36,1310
212021454,169,379,240,261,206,416,97,198,28,1989
212021455,80,281,154,146,137,67,39,87,27,1022
212021456,1278,1667,960,1682,1319,3032,313,996,217,11473
212021553,205,688,260,313,209,277,78,182,44,2256
212021554,142,273,162,252,122,202,46,212,24,1437
212031300,668,1376,977,1300,850,1612,503,946,162,8398
212031303,443,351,592,424,299,120,401,601,76,3309
212031304,400,543,633,545,370,306,258,435,89,3578
212031306,412,542,476,476,402,401,358,347,69,3484
212031308,308,199,400,172,206,140,152,421,45,2046
212031457,160,228,216,275,172,380,65,180,28,1701
212031458,111,572,180,349,182,71,63,109,32,1679
212031555,103,334,136,220,123,120,57,109,22,1226
212031556,209,180,327,266,138,177,199,190,37,1724
212031557,201,678,296,456,212,317,225,383,56,2818
212031558,134,349,155,422,126,29,86,80,21,1399
212031559,126,402,139,236,115,158,114,107,25,1413
212031560,87,280,128,187,134,137,49,93,16,1110
212031561,83,227,90,137,76,70,61,67,11,815
212031562,141,361,206,246,174,213,95,177,32,1650
212041309,505,533,462,341,524,268,572,358,83,3648
212041310,1029,899,1241,397,757,335,931,1005,163,6754
212041312,197,500,273,496,231,123,137,223,50,2229
212041313,259,312,250,180,213,243,148,182,42,1842
212041316,592,674,535,391,942,259,622,369,115,4498
212041317,1498,1746,1497,1127,1311,1572,876,1051,264,10938
212041318,107,340,110,298,98,102,62,122,26,1274
212041459,135,415,179,434,169,79,113,159,24,1709
212041460,190,530,209,503,257,164,126,186,41,2206
212041563,1677,6019,1408,2695,3199,1362,615,920,367,18266
212041564,8468,4806,9787,764,7936,3211,13115,8303,1420,57819
212041565,1026,1215,1098,581,833,990,768,935,170,7617
212041566,1058,949,951,306,874,557,1082,693,155,6628
212051319,585,1061,518,694,516,532,135,274,91,4410
212051321,556,1482,439,1366,592,267,83,282,111,5179
212051322,1096,2316,846,1723,1056,1345,128,692,208,9409
212051323,333,1004,286,286,348,136,62,113,63,2635
212051324,2459,3838,1804,1002,2400,1283,652,838,277,14560
212051325,4261,5770,2748,1207,4029,1703,1544,1618,497,23375
212051326,1712,2009,1665,1366,1579,1344,1037,1007,249,11971
212051327,512,1385,440,856,547,434,75,335,81,4667
212051567,3400,8678,2987,1107,2873,1030,851,1205,406,22542
212051568,1587,7572,1506,1092,2086,772,755,852,293,16511
213011328,145,244,394,162,147,71,314,208,44,1736
213011329,70,225,89,191,123,104,63,92,22,972
213011331,64,188,96,180,56,77,46,71,10,789
213011332,187,463,225,475,184,390,94,199,40,2254
213011333,57,273,102,123,65,28,59,79,18,814
213011334,244,584,278,482,365,229,153,193,62,2593
213011335,298,3897,334,855,625,192,232,338,118,6899
213011336,751,1835,808,1297,1190,732,431,592,185,7818
213011337,659,617,1044,398,486,429,609,621,127,4984
213011338,1492,1206,1678,446,2036,497,2490,1838,333,12009
213011339,117,519,157,514,172,171,68,184,33,1933
213011340,565,669,450,552,503,1610,160,601,78,5188
213011569,344,574,424,388,358,540,255,328,62,3281
213011570,1833,1063,1900,421,1794,861,3561,1420,324,13186
213021341,971,1188,1388,633,1052,416,1444,858,202,8166
213021342,189,451,197,470,174,425,78,257,39,2280
213021343,1576,1422,1553,753,1385,1246,2519,1557,284,12309
213021344,733,1135,1051,638,465,200,512,432,111,5283
213021345,40,123,55,54,44,25,14,28,15,390
213021346,897,1590,1308,910,802,528,293,569,120,7009
213031347,787,1148,724,1150,685,794,754,558,161,6746
213031348,1946,6216,1221,1951,2087,773,540,994,358,16081
213031349,824,636,465,720,453,2476,201,543,105,6411
213031350,207,367,198,298,120,132,34,104,17,1487
213031351,780,673,785,328,695,358,1343,900,151,6012
213031352,861,1224,926,663,537,588,404,618,100,5926
213041353,625,1249,993,1003,750,695,534,703,132,6690
213041358,345,867,349,572,306,1006,147,387,68,4059
213041359,1319,1316,1973,1852,1434,779,2197,1051,267,12185
213041360,211,559,213,272,226,300,93,228,43,2153
213041461,58,94,67,143,42,146,26,135,6,724
213041462,37,156,45,126,53,10,20,27,9,489
213041463,353,855,353,600,371,598,127,340,65,3666
213041571,46,137,88,151,70,19,49,42,11,616
213041572,125,82,199,121,119,90,212,229,27,1208
213041573,47,75,67,78,45,10,18,19,4,356
213041574,97,161,250,68,106,46,118,111,21,985
213041575,128,338,237,305,210,93,76,115,29,1534
213041576,114,276,178,192,117,33,111,119,22,1161
213041577,562,832,878,862,774,963,341,572,148,5930
213041578,151,545,234,489,146,214,109,219,40,2151
213051361,935,821,1475,639,1027,1517,866,839,175,8297
213051362,480,913,374,807,419,1342,171,462,95,5076
213051363,2701,2150,2544,809,2647,1040,6300,2609,572,21361
213051368,1305,3814,1343,1967,1622,809,503,1077,229,12674
213051464,268,500,193,356,222,90,78,110,57,1866
213051466,226,635,161,312,156,211,76,134,51,1961
213051467,194,815,294,571,287,154,80,184,54,2634
213051468,222,363,424,363,191,137,161,241,50,2159
213051579,56,439,83,199,95,22,38,63,27,1026
213051580,592,952,560,685,507,1208,138,506,96,5240
213051581,104,344,87,301,110,114,46,77,31,1205
213051582,70,77,159,123,63,118,139,108,25,878
213051583,337,970,279,615,296,627,279,351,75,3834
213051584,45,71,127,24,38,68,115,75,21,590
213051585,83,323,122,242,85,109,99,94,25,1182
213051586,1286,792,1322,772,1455,424,5121,1283,345,12792
213051587,120,225,96,189,158,97,452,90,33,1464
213051588,156,838,194,420,157,67,201,131,39,2193
213051589,69,152,94,182,74,53,62,78,17,786
213051590,124,314,139,266,122,355,80,172,21,1594
214011370,1990,1479,2789,1041,1816,1517,1279,1909,285,14105
214011371,1539,6080,1205,2852,2288,2123,300,1031,289,17699
214011372,346,746,463,757,278,653,80,365,64,3741
214011373,334,716,342,615,299,166,48,253,40,2809
214011374,399,1438,773,799,674,400,224,516,89,5306
214011375,929,881,1410,785,860,528,586,681,142,6799
214011376,237,254,243,138,248,107,92,234,28,1581
214021377,508,606,574,508,379,439,173,402,61,3648
214021378,764,430,670,570,248,205,78,474,73,3516
214021379,1089,1354,2103,1521,772,841,640,910,177,9396
214021381,537,1318,526,572,511,470,34,309,64,4344
214021382,422,722,506,592,337,215,41,217,50,3118
214021383,765,717,1152,722,477,612,72,497,121,5137
214021384,766,1288,885,1345,828,998,254,580,143,7091
214021385,1015,937,1354,1078,693,792,442,1630,146,8083
214021591,885,1223,1367,846,804,1128,293,725,113,7389
214021592,650,1725,670,1391,874,785,65,504,96,6765
215011386,385,649,398,904,397,343,202,631,102,4014
215011387,579,100,86,42,58,33,80,190,21,1190
215011388,970,1744,1186,1174,1050,935,506,834,133,8524
215011389,556,99,137,68,70,18,86,168,33,1237
215011390,811,400,255,265,212,140,240,438,50,2813
215011391,372,143,143,165,126,102,86,219,21,1373
215011392,581,490,451,581,312,263,294,672,73,3713
215011393,533,125,89,82,76,28,61,163,24,1185
215011394,701,331,263,358,221,164,168,304,43,2556
215021395,373,314,337,143,210,145,174,354,68,2129
215021396,236,159,126,129,111,83,109,240,24,1218
215021398,692,183,189,123,119,41,257,504,60,2155
215021399,308,199,190,145,106,120,99,360,41,1565
215021469,1312,2747,1684,1824,1762,1145,692,1165,271,12598
215021470,533,510,460,661,331,900,175,568,97,4231
215031400,785,367,249,206,212,157,184,373,49,2593
215031401,760,213,275,138,175,114,138,320,46,2167
215031402,204,306,218,242,220,178,110,203,38,1711
215031403,288,153,115,102,127,90,86,368,56,1392
215031404,723,1247,886,886,781,705,328,750,129,6447
215031405,768,120,227,72,118,41,229,643,77,2286
216011406,998,1596,1277,1301,899,1069,481,1051,139,8813
216011407,708,621,510,429,388,298,287,624,93,3967
216011408,413,38,107,38,60,52,68,167,21,967
216011409,272,178,171,131,113,110,111,190,26,1305
216011410,449,133,115,84,101,53,135,300,28,1392
216021411,464,424,510,370,380,343,277,662,66,3490
216021412,301,38,55,29,55,9,87,85,22,677
216021413,1109,557,488,369,329,224,335,896,89,4388
216021414,296,495,451,461,318,404,94,297,39,2847
216031415,168,272,205,296,115,224,126,345,38,1785
216031416,1532,3834,1955,1905,2008,849,942,1530,279,14831
216031418,451,136,169,50,94,21,198,289,30,1428
216031419,941,479,473,320,377,152,293,952,95,4079
216031593,251,216,403,196,183,295,82,164,37,1830
216031594,863,982,875,940,819,1275,458,823,136,7172
217011420,941,302,266,288,202,148,175,436,58,2815
217011421,550,1143,732,749,670,632,251,514,89,5315
217011422,485,851,835,728,517,481,722,642,122,5369
217011423,1093,202,200,171,127,68,110,401,39,2406
217031471,180,361,188,214,181,174,92,178,32,1598
217031472,730,1085,992,1063,685,718,582,1470,122,7453
217031473,653,97,169,65,96,26,121,285,34,1549
217031474,689,262,252,270,150,131,203,313,34,2313
217031475,1179,290,431,207,167,164,297,616,69,3425
217031476,362,186,208,162,124,132,68,233,31,1504
217041477,1037,147,244,121,113,80,140,453,46,2372
217041478,906,456,447,369,233,225,197,491,67,3381
217041479,445,1107,631,764,487,614,221,532,69,4866
217041480,1412,2705,1716,1798,1661,1395,766,1787,239,13485
