POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
201021009,0,0,0,0,0,0,0,0,0,0,11,6,5,8,6,6,3,13,3,56,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,10,3,6,3,8,4,4,0,11,0,43,3,5,5,6,11,7,0,3,0,49,8,4,7,13,9,3,0,11,4,63,16,13,7,21,9,7,0,12,0,84,19,18,17,30,16,10,0,12,0,122,18,22,43,28,21,8,4,16,0,160,22,22,43,15,23,10,13,15,0,175,25,26,25,5,9,3,11,6,5,127,18,46,24,0,8,7,5,3,0,112,14,25,11,5,7,0,4,4,0,69,32,19,22,17,3,0,0,0,3,106,9,8,3,0,0,0,0,0,0,22,11,8,8,0,0,0,3,0,0,28,6,0,6,0,3,0,0,0,0,18,211,232,227,159,118,72,49,101,17,1185
201021010,0,0,0,0,0,0,0,0,0,3,14,0,0,6,6,5,0,9,7,49,3,0,0,0,0,0,0,4,0,13,9,4,0,3,0,3,0,10,0,22,15,3,0,8,0,3,0,7,0,41,24,6,7,14,4,5,0,10,0,67,12,14,9,17,10,3,0,10,0,80,25,14,20,21,20,14,0,20,0,140,23,19,20,34,14,10,5,15,0,139,25,27,39,31,18,7,3,24,0,166,31,38,33,27,22,3,11,18,4,197,28,35,20,14,17,7,5,8,0,135,28,50,31,6,10,0,9,6,0,139,18,33,10,5,7,0,0,3,0,78,30,41,8,4,5,3,5,0,0,94,10,12,0,0,0,3,0,0,0,26,19,13,0,0,0,0,0,0,0,33,8,5,9,0,0,0,0,3,5,26,287,309,203,179,129,63,51,135,12,1377
201021011,0,0,0,0,0,0,0,0,4,5,20,16,11,12,7,3,0,9,8,90,14,3,0,0,0,0,0,0,0,21,12,6,5,3,7,4,0,4,0,32,25,12,4,12,12,11,0,7,0,92,22,16,10,20,14,11,0,16,4,115,21,26,6,31,16,8,0,21,0,144,32,40,35,45,26,24,3,20,0,224,39,32,40,58,26,25,11,34,4,275,51,50,93,78,27,24,11,17,0,358,85,79,87,60,31,13,10,24,6,388,53,85,61,27,21,5,6,4,0,259,45,97,36,12,19,5,0,6,3,220,29,39,19,11,9,4,0,5,5,126,60,80,12,16,6,7,3,0,0,186,15,20,0,0,5,0,0,0,0,49,40,34,0,0,0,3,0,0,4,83,8,0,4,0,0,0,0,0,3,21,545,624,412,378,225,140,41,180,36,2576
201021012,0,0,0,0,0,0,0,0,0,5,16,3,6,0,0,0,0,6,3,35,12,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,6,3,5,0,0,0,3,0,3,0,19,10,5,6,4,5,4,5,6,0,40,5,5,6,4,4,6,0,6,0,37,21,10,11,5,6,0,0,8,0,68,21,8,9,5,8,0,0,9,0,63,18,18,16,5,0,0,0,16,0,75,24,16,19,5,16,0,14,8,0,103,25,14,14,0,0,0,9,3,0,71,20,17,10,0,12,0,11,4,0,72,16,14,8,0,4,0,6,3,0,52,29,15,17,0,0,3,11,0,0,69,3,9,3,0,0,0,0,0,0,23,18,4,0,0,0,0,4,0,0,29,0,0,3,4,0,0,0,0,0,13,218,136,129,41,67,16,56,68,8,747
201031013,0,0,0,0,0,0,0,0,0,0,8,0,5,5,0,4,0,6,4,26,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,3,0,3,5,5,3,3,0,0,19,4,0,8,5,0,4,0,0,3,23,11,0,3,3,0,3,0,6,0,36,15,3,0,7,8,0,6,11,0,45,10,4,10,13,4,3,0,4,0,57,21,9,6,9,3,0,0,12,0,64,31,17,11,14,3,4,4,16,0,92,14,15,8,4,5,0,3,3,0,61,23,14,3,0,0,0,8,0,0,44,9,6,3,0,0,0,0,0,3,24,20,10,9,0,3,0,5,0,6,54,5,0,4,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,177,88,73,60,41,26,34,67,9,564
201031014,0,0,0,0,0,0,0,0,6,7,11,3,0,3,4,0,7,0,4,27,8,0,0,0,0,0,0,0,0,11,3,0,0,0,3,0,0,0,0,12,0,0,6,0,3,0,0,0,0,17,10,0,0,3,0,3,0,6,0,24,15,0,3,0,3,0,0,0,0,25,14,4,4,11,5,5,0,4,0,54,19,14,4,21,9,0,0,8,0,76,20,17,18,18,10,0,3,15,0,96,28,28,14,22,9,4,7,14,0,124,17,25,9,30,11,0,10,5,0,104,22,25,10,35,12,0,9,5,3,115,12,19,5,33,3,0,0,0,3,84,41,22,21,22,0,0,3,0,0,111,10,10,0,6,0,0,0,0,0,20,8,7,0,0,0,0,0,0,0,20,6,0,0,4,0,0,0,0,6,14,232,170,108,194,73,20,33,59,13,904
201031015,3,0,0,0,0,0,0,0,0,3,8,3,6,0,3,0,0,0,0,26,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,5,3,4,0,5,0,0,0,0,18,3,4,4,0,0,0,0,0,0,15,7,5,9,4,0,4,0,6,0,37,6,3,11,5,0,0,0,3,0,35,8,5,15,0,8,3,3,6,0,39,19,10,19,0,10,0,7,11,0,65,12,11,9,3,7,0,3,0,0,48,6,11,3,0,5,0,3,0,0,29,6,9,0,0,7,0,0,0,0,26,21,17,9,3,0,0,0,0,0,49,6,6,3,0,0,0,0,0,0,8,10,5,4,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,110,81,86,21,45,16,17,48,7,428
201031016,0,0,0,0,0,0,0,0,3,8,11,15,14,14,10,13,7,21,11,110,3,0,0,4,0,5,0,0,0,9,0,0,4,9,3,0,0,3,0,21,0,3,12,8,3,11,0,8,0,35,8,8,7,17,5,0,0,11,0,59,8,10,13,22,12,8,0,11,3,85,14,19,18,55,20,20,4,20,4,182,14,37,41,70,27,31,7,39,3,264,23,51,81,73,34,27,20,45,3,357,28,97,77,87,43,12,17,24,3,389,24,69,42,37,22,7,18,16,3,228,21,101,19,37,15,5,4,7,0,202,15,56,0,13,6,5,0,0,3,101,37,91,13,29,8,5,15,4,0,191,10,13,5,0,0,0,0,0,0,25,11,19,0,0,0,3,0,0,0,37,4,0,5,6,0,0,0,5,3,25,223,569,333,464,184,133,89,190,34,2216
201031017,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,22,3,4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,14,4,3,5,0,0,0,4,0,0,10,9,0,5,3,9,0,3,5,0,35,9,3,12,6,3,7,0,3,0,38,10,3,4,5,5,3,0,3,7,39,14,0,6,3,5,3,0,4,0,50,20,8,16,9,10,5,6,13,0,78,10,8,12,6,4,0,7,6,0,62,16,8,14,3,3,0,8,0,0,56,17,9,10,0,0,0,8,5,0,59,7,14,0,0,0,0,0,0,0,25,8,7,13,4,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,10,8,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,145,78,107,42,52,20,42,52,9,545
202011018,3,4,3,4,0,0,0,3,20,40,34,123,42,69,62,35,16,32,51,469,6,8,4,6,10,4,0,0,10,46,4,6,8,18,3,17,0,12,4,74,12,36,20,55,23,40,4,21,3,213,13,43,31,72,38,44,13,29,8,287,19,57,53,123,65,82,14,66,7,478,46,140,112,236,133,111,21,82,11,885,77,227,173,323,184,116,34,98,23,1247,121,450,263,436,338,115,62,108,18,1912,200,883,309,371,432,80,64,88,23,2449,154,976,220,272,373,41,24,52,21,2131,174,1141,172,182,220,39,33,27,17,1996,193,854,95,121,127,30,7,15,20,1451,458,1197,112,194,118,36,26,16,17,2170,126,169,14,18,18,7,7,0,3,367,179,365,12,14,25,21,3,3,5,630,7,33,15,11,5,10,7,7,28,118,1772,6568,1601,2453,2106,791,316,627,215,16450
202011019,0,0,0,0,0,0,0,0,0,3,4,0,4,11,4,3,0,9,0,37,0,0,0,0,0,0,0,0,4,8,0,0,3,9,0,4,0,0,0,14,0,0,3,13,0,0,0,6,0,24,0,9,6,11,0,6,0,3,6,38,7,9,11,14,11,12,3,4,0,70,8,12,16,38,11,16,4,15,0,109,13,23,20,54,13,17,3,14,0,149,14,19,61,61,21,12,11,16,0,214,19,41,48,46,24,5,19,20,0,224,6,54,30,23,18,5,7,15,4,153,12,56,18,15,14,0,12,7,0,129,13,39,15,12,5,0,7,0,4,91,25,50,9,20,4,5,6,0,0,117,4,0,0,0,0,0,0,0,0,10,4,14,0,3,0,0,0,0,0,20,0,0,0,4,0,0,0,3,4,8,137,324,240,306,119,74,73,98,25,1387
202011020,0,0,0,0,0,0,4,0,6,5,6,9,15,18,14,12,16,10,14,120,0,0,6,5,0,0,0,0,0,7,0,3,0,3,0,6,0,5,0,26,6,4,4,11,8,12,0,12,4,66,4,3,6,24,7,16,5,26,0,98,8,23,20,34,22,5,9,13,4,136,6,18,44,88,40,22,16,40,5,288,12,40,67,110,56,23,30,61,8,418,45,79,151,117,82,30,60,51,12,625,53,134,183,95,115,32,45,46,3,712,73,163,155,55,62,19,37,27,6,585,73,196,115,40,41,11,24,10,3,510,60,143,58,20,25,3,13,6,4,330,121,147,57,16,20,7,14,9,9,413,37,25,13,11,5,3,6,0,0,87,44,46,9,5,3,7,0,0,0,113,5,6,6,0,3,4,4,3,9,37,540,1042,890,641,492,194,254,316,65,4443
