POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
211031265,42,0,0,241,160,32,35,6,0,234,180,43,39,6,0,260,153,44,42,0,0,248,114,47,27,0,4,192,49,21,19,0,0,84,19,12,9,3,0,44,8,6,3,0,0,20,1519,294,310,43,8,2171
211031266,90,19,8,1492,1320,154,66,15,3,1550,1229,155,71,10,4,1473,1141,115,76,11,7,1352,845,104,41,11,9,1010,341,54,36,6,0,441,98,26,21,10,0,154,38,16,7,11,4,74,14328,1017,657,116,67,16187
211031267,52,5,3,657,566,47,68,16,0,701,576,44,57,12,6,695,530,56,49,10,3,641,436,43,40,6,0,521,172,29,26,0,0,228,56,21,11,3,0,89,18,7,9,6,0,41,5474,417,479,68,33,6475
211031268,23,3,4,134,109,31,21,4,0,169,92,22,27,7,3,147,93,31,24,7,0,152,64,26,16,4,0,109,37,25,14,0,0,74,5,10,15,0,3,38,5,9,3,4,0,18,1037,225,197,29,13,1500
211031450,32,11,0,398,314,49,49,13,0,420,304,47,63,6,3,425,264,81,41,4,3,393,217,52,56,11,3,338,112,27,15,8,0,162,37,12,8,7,0,63,10,9,6,9,0,31,3296,462,456,86,23,4317
211031451,39,4,0,290,217,47,36,0,0,302,257,56,30,10,0,352,236,33,40,3,0,320,140,25,24,5,3,202,78,14,18,8,3,115,18,9,6,4,0,35,7,9,3,0,3,24,2616,307,303,48,15,3300
211031452,12,5,0,269,255,34,22,4,0,313,249,31,12,3,0,303,210,28,16,0,0,263,149,30,13,4,0,203,74,16,5,3,0,103,12,7,3,5,0,20,5,4,0,0,0,18,2339,255,146,32,11,2784
211041269,23,9,3,528,450,36,30,11,3,529,450,39,37,10,3,531,410,39,29,5,0,489,279,22,21,7,3,328,139,18,6,3,0,166,41,11,11,0,0,60,21,7,0,4,0,32,4528,281,228,68,23,5137
211041270,47,17,0,783,648,102,58,9,9,826,611,88,70,6,0,777,559,94,53,15,0,721,374,55,39,9,0,475,185,40,30,4,0,256,50,19,16,8,3,102,24,8,8,4,0,42,6080,666,443,107,21,7324
211041271,43,15,3,705,657,77,42,15,3,780,692,77,48,11,3,834,577,77,32,7,3,696,418,45,33,3,0,504,219,15,23,10,0,263,83,18,12,4,0,114,24,5,4,3,0,38,6192,571,343,81,18,7205
211041272,31,5,3,312,247,44,37,4,0,328,230,45,42,11,3,326,224,42,21,6,0,291,122,20,26,9,0,176,62,28,12,0,0,104,19,9,5,5,0,40,3,6,12,0,0,24,2171,331,253,47,12,2815
211041273,20,9,0,252,187,39,30,7,0,264,205,21,38,6,4,269,197,24,36,9,0,261,139,20,18,3,0,178,66,10,19,0,3,108,30,15,16,7,0,60,10,4,9,0,0,24,2116,214,247,43,11,2631
211051274,44,6,4,247,176,47,31,6,6,265,143,45,45,3,0,241,118,43,23,14,0,198,113,34,33,6,5,186,56,15,24,8,0,104,24,11,8,0,0,42,6,3,0,0,0,14,1669,274,309,67,16,2330
211051275,35,0,0,331,279,45,42,6,0,368,275,49,34,6,0,366,251,40,29,4,8,327,197,35,17,9,3,256,85,16,21,4,0,126,20,5,6,3,0,42,13,0,6,4,0,26,3399,322,278,43,22,4075
211051276,54,5,3,445,328,65,49,4,3,447,343,76,79,13,3,505,337,78,89,21,4,524,245,62,57,21,8,390,88,32,37,15,3,181,44,26,16,4,0,88,15,7,16,10,5,45,3669,480,540,114,43,4845
211051277,18,4,0,464,407,46,27,3,3,484,417,48,24,8,8,497,343,37,22,4,5,410,260,29,20,10,0,321,109,13,5,0,0,132,30,14,12,10,0,63,8,0,0,3,0,18,3765,318,233,47,18,4381
211051278,69,18,4,999,872,90,74,16,8,1056,841,140,65,13,13,1074,798,85,76,29,7,1002,596,80,71,16,9,768,219,49,52,13,0,340,98,15,26,10,5,149,23,9,7,3,0,47,8680,774,633,141,59,10287
211051279,23,6,5,221,192,51,32,9,0,280,147,49,39,9,0,241,142,39,38,7,3,229,111,30,23,7,0,171,54,25,26,8,0,108,3,15,10,11,0,43,12,0,3,3,0,24,1617,296,252,65,18,2254
211051280,29,3,0,155,88,25,15,3,0,138,112,16,19,3,0,145,94,23,22,3,0,149,77,24,15,5,0,119,31,12,15,0,0,56,8,3,3,10,0,24,3,0,3,5,0,14,1006,159,158,42,4,1371
211051281,56,0,0,365,269,42,51,10,0,372,299,46,53,6,0,408,233,41,55,7,0,336,187,29,33,0,0,255,89,19,26,0,4,138,28,20,12,3,0,62,10,9,6,5,0,28,3032,348,467,56,26,3927
211051282,53,9,0,212,133,45,56,7,3,243,119,46,39,6,0,214,103,25,50,9,0,191,81,38,37,13,0,172,32,23,35,12,0,107,16,20,20,12,0,68,10,4,5,7,0,33,1293,289,386,86,8,2062
211051283,35,8,0,225,156,32,21,7,4,214,151,38,38,4,3,236,133,38,45,4,0,220,106,21,26,5,0,155,36,13,29,3,0,83,9,7,8,0,0,29,3,0,9,0,0,13,1725,230,316,38,12,2316
211051284,42,4,0,171,111,31,54,6,3,200,113,31,36,7,0,183,112,22,44,5,0,180,89,28,26,5,0,149,24,10,22,5,0,60,13,9,9,3,0,29,5,0,3,0,0,10,1192,217,323,30,4,1765
211051285,24,6,0,179,105,42,37,6,0,196,125,51,33,10,0,221,96,32,30,18,6,188,61,24,33,10,0,130,26,12,18,10,0,71,10,18,7,9,0,44,12,9,8,5,0,38,1275,289,266,90,17,1938
211051286,43,13,0,338,265,66,76,14,3,420,285,65,54,19,4,420,266,62,55,7,0,396,185,38,55,18,9,304,91,36,27,26,0,178,26,14,26,20,3,87,6,6,9,14,0,27,2607,395,473,141,49,3659
212011289,53,14,4,369,219,85,59,6,6,382,229,69,63,9,3,372,190,71,54,16,3,324,147,58,63,19,5,293,49,42,41,8,0,136,23,18,12,10,0,58,13,7,13,5,0,38,2463,515,498,115,44,3625
212011546,63,8,10,567,401,80,53,18,9,558,326,77,55,6,3,467,285,50,31,5,0,368,185,40,33,5,0,268,77,19,29,0,0,123,28,8,16,11,7,61,11,0,5,6,0,25,4195,504,494,85,38,5310
212011547,16,9,9,225,189,50,31,7,3,284,220,55,42,17,0,338,155,56,32,13,0,254,126,33,35,15,0,207,56,16,39,26,0,133,12,13,22,5,0,57,12,6,18,25,0,56,1890,362,309,124,39,2723
212011548,31,7,7,278,213,34,31,10,0,288,236,29,33,7,3,307,220,40,23,16,10,306,154,40,40,19,9,260,67,15,25,15,3,120,15,10,19,12,3,59,14,7,24,20,3,62,2367,273,352,122,45,3176
212011549,28,0,0,133,116,15,32,0,0,166,110,20,23,7,3,161,94,18,20,3,0,142,69,15,19,5,0,93,22,8,11,3,0,49,9,0,6,4,0,20,6,0,3,6,0,4,1484,153,256,35,15,1942
212011550,24,0,0,280,213,23,11,3,0,252,219,27,16,4,8,259,174,22,13,8,5,218,124,19,14,0,0,165,57,11,9,0,0,78,15,0,0,4,0,21,5,3,0,4,0,7,2241,185,168,32,16,2640
212011551,35,13,5,521,413,64,29,12,7,523,375,73,22,8,3,475,319,61,24,7,0,413,223,35,19,4,0,284,101,20,16,4,0,138,30,10,4,0,0,43,8,7,0,0,0,15,4793,478,261,76,42,5659
212011552,85,13,4,719,485,99,63,10,5,661,417,64,62,5,4,556,330,61,36,5,7,430,214,39,26,6,0,291,67,23,16,4,3,108,24,9,5,0,0,36,8,8,7,0,0,15,5151,643,513,72,44,6430
212021293,88,14,3,1132,919,98,85,13,0,1121,835,112,90,16,0,1054,651,105,66,14,3,833,474,68,71,20,0,632,195,27,28,9,0,258,36,10,19,13,0,74,15,4,4,8,0,38,8872,661,707,128,32,10402
212021295,15,9,0,205,154,20,20,0,4,200,174,14,14,3,0,211,149,20,21,4,0,193,112,20,13,0,0,141,55,9,3,0,0,70,17,13,0,0,0,29,6,0,0,5,0,10,1699,176,156,34,7,2071
212021297,63,18,4,1283,1113,139,50,8,5,1317,1145,162,58,13,7,1385,944,144,63,10,9,1173,678,119,48,4,9,853,263,57,33,3,3,362,60,32,9,3,0,110,29,12,7,4,5,53,10654,1054,455,96,67,12319
212021299,14,4,0,151,102,45,30,8,0,179,111,43,26,11,0,184,78,47,25,9,0,162,63,31,17,6,0,117,32,17,9,4,0,65,10,7,4,3,0,19,4,6,0,3,4,16,1093,270,188,49,11,1616
212021453,16,6,0,146,84,17,18,3,0,121,111,32,34,4,0,175,95,17,25,9,0,148,71,24,17,0,3,112,24,4,13,0,0,43,3,0,3,0,0,13,0,4,3,0,0,10,918,172,176,28,13,1310
212021454,33,3,4,186,130,26,23,0,0,181,127,14,21,5,0,171,120,21,32,8,4,177,78,27,24,3,0,138,41,11,16,9,0,67,14,4,6,0,0,22,4,4,4,0,0,16,1505,195,234,35,11,1989
212021455,15,3,0,104,60,21,25,5,0,112,68,19,44,4,0,132,56,22,20,7,0,99,31,10,15,0,0,58,14,3,3,0,0,29,3,0,0,0,0,4,7,0,0,0,0,6,666,127,203,26,3,1022
212021456,56,10,10,980,868,79,41,11,5,1006,762,80,44,15,5,910,623,52,35,17,6,729,426,42,22,0,5,505,189,23,12,3,0,227,55,12,10,0,0,81,24,3,7,4,0,43,10389,548,380,98,53,11473
212021553,52,8,4,290,153,43,49,12,0,255,148,48,39,5,0,248,125,19,25,4,0,176,84,11,31,3,0,131,34,6,16,0,0,60,4,6,5,0,0,16,4,3,0,0,0,8,1644,248,303,52,11,2256
212021554,38,12,3,147,66,26,19,8,0,128,61,16,38,3,0,122,21,12,11,0,0,50,30,16,13,0,0,54,13,5,6,0,0,19,0,3,4,0,0,6,0,0,0,0,0,3,1031,156,203,39,8,1437
212031300,62,10,3,795,592,58,66,8,8,720,553,53,63,15,4,689,467,60,47,3,3,580,355,43,48,3,4,458,141,26,11,6,0,185,32,8,8,5,0,60,18,4,4,8,4,27,7257,495,512,89,49,8398
212031303,35,3,0,375,242,61,38,5,3,350,237,60,24,19,0,336,198,52,36,3,0,293,136,34,19,8,0,204,57,24,13,12,3,106,12,8,7,7,0,36,0,6,8,5,0,21,2399,456,347,82,25,3309
212031304,53,11,3,414,207,56,39,9,3,309,186,28,24,3,5,247,149,17,23,0,3,200,94,15,17,0,0,125,43,11,10,0,0,66,3,4,3,0,0,12,0,3,5,0,0,8,2685,442,362,58,24,3578
212031306,40,11,0,398,288,33,47,8,4,369,252,25,32,6,0,313,181,24,19,4,0,231,137,13,9,3,3,162,62,15,10,8,0,88,9,0,0,0,0,15,9,0,0,3,0,11,2842,308,259,59,19,3484
212031308,26,4,5,193,116,26,27,6,4,183,129,40,37,6,0,217,115,43,16,7,0,183,89,36,19,9,0,153,41,22,14,11,0,85,15,3,9,5,0,29,6,4,3,4,0,18,1451,275,241,59,21,2046
212031457,31,0,0,164,114,32,39,7,0,182,93,30,26,0,0,156,62,23,13,4,0,97,40,23,17,0,3,80,13,8,4,0,0,39,3,0,0,0,0,4,0,0,0,0,0,6,1274,200,199,21,7,1701
212031458,44,4,0,198,147,23,29,4,0,201,118,22,29,0,0,178,81,13,18,7,0,118,56,14,17,3,3,94,13,4,7,5,0,28,9,5,0,0,0,17,0,4,0,0,0,9,1250,161,220,38,9,1679
212031555,27,0,5,185,80,20,17,3,0,118,88,7,5,0,0,97,52,3,15,0,0,70,23,3,4,5,0,35,8,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,915,133,150,21,3,1226
212031556,39,3,5,198,61,22,24,6,0,107,60,10,14,0,0,93,36,19,14,0,0,69,32,9,8,0,0,49,15,5,0,0,0,26,8,0,0,0,0,7,0,0,0,0,0,0,1135,272,264,38,16,1724
212031557,57,0,0,365,176,32,28,5,0,243,163,23,18,4,0,212,114,10,19,0,0,137,71,13,10,3,0,96,26,4,5,0,0,38,7,6,3,0,0,17,0,0,3,0,0,3,2172,284,297,44,14,2818
212031558,22,0,0,136,94,3,19,0,4,119,101,9,7,0,0,118,73,6,11,0,0,95,67,9,5,0,0,82,15,4,0,0,0,27,11,3,0,0,0,10,4,0,0,0,0,5,1101,107,168,18,6,1399
212031559,22,4,3,184,94,27,35,3,0,161,70,10,14,0,0,98,48,7,9,0,0,70,35,3,6,0,0,40,8,0,0,0,0,11,5,0,0,0,0,6,0,0,0,0,0,0,1072,142,167,26,16,1413
212031560,24,4,0,125,68,19,11,6,0,97,76,18,15,0,0,112,56,15,15,7,0,90,40,13,18,0,0,69,17,3,5,0,0,25,8,0,0,0,0,8,0,0,0,0,0,3,826,125,145,16,3,1110
212031561,15,5,0,100,70,10,15,7,0,92,53,10,16,3,0,89,36,9,22,3,0,74,29,10,14,0,0,55,24,8,6,5,0,39,4,0,0,0,0,5,0,0,0,0,0,0,556,90,140,28,5,815
212031562,25,3,0,173,120,19,25,4,0,171,116,21,20,0,0,158,90,21,14,4,0,132,47,13,14,0,0,79,24,0,4,0,0,31,9,0,0,0,0,13,0,0,0,0,4,4,1270,166,176,31,11,1650
212041309,29,3,3,367,345,37,20,5,0,407,319,47,28,0,0,402,277,30,22,4,3,329,182,29,25,4,0,244,89,14,10,6,5,118,29,3,7,0,0,40,11,4,0,4,0,20,3087,269,243,32,18,3648
212041310,37,14,4,785,623,72,36,7,3,735,602,54,47,10,9,715,546,54,36,11,4,651,373,51,32,7,7,466,146,34,16,0,0,203,37,10,7,3,0,61,10,10,5,3,0,29,5742,535,352,75,47,6754
212041312,28,4,0,253,154,28,36,3,0,222,159,16,43,5,0,222,163,16,42,6,6,224,103,25,28,3,0,156,52,18,12,0,0,77,21,4,6,3,0,29,3,0,0,0,0,7,1633,233,284,51,24,2229
212041313,18,7,0,169,142,30,26,3,0,209,139,29,38,6,0,212,128,28,24,4,0,191,116,19,17,0,0,157,41,16,17,4,0,78,19,8,10,3,0,37,6,7,5,0,0,18,1388,204,207,31,8,1842
212041316,22,0,6,493,482,18,15,4,0,521,444,25,15,0,0,488,435,19,22,0,0,472,302,18,16,5,0,339,108,10,0,3,0,131,30,3,8,0,0,46,7,5,0,0,0,15,4093,189,166,24,26,4498
212041317,61,23,3,1029,895,128,86,10,6,1122,945,146,71,18,8,1185,730,110,77,11,4,934,609,84,41,11,5,760,259,38,39,12,5,346,69,27,21,4,0,116,30,11,4,4,6,48,9191,946,592,162,51,10938
212041318,18,4,4,149,102,10,14,4,0,136,96,14,14,3,0,127,77,3,23,0,0,108,73,6,19,0,0,98,25,7,7,0,0,43,12,0,7,0,0,18,4,0,0,0,0,9,994,88,159,23,11,1274
212041459,22,4,0,161,136,19,24,3,5,184,150,14,13,0,0,172,109,14,14,0,0,132,92,12,19,0,0,127,56,0,8,0,0,62,24,5,10,3,0,44,7,4,4,0,0,11,1341,135,192,22,11,1709
212041460,22,0,0,245,151,20,29,4,0,208,177,25,25,4,0,222,142,23,32,0,0,199,125,19,28,4,0,174,57,7,14,0,0,85,20,3,3,0,5,28,11,4,0,0,5,14,1727,175,257,28,15,2206
212041563,79,20,11,1927,1687,134,93,16,20,1940,1712,104,79,11,11,1924,1434,92,72,10,6,1614,1069,73,73,9,8,1233,484,41,37,6,6,574,158,20,27,5,4,216,47,14,13,3,0,75,16449,852,706,143,110,18266
212041564,107,42,33,6447,6249,423,131,31,53,6892,5947,485,110,36,35,6608,5621,441,125,42,30,6259,3727,307,103,28,36,4196,1432,204,57,16,16,1731,314,106,23,27,6,481,82,74,19,16,3,186,52835,3176,1112,342,354,57819
212041565,42,19,12,785,645,76,34,8,3,764,681,68,49,6,3,801,529,66,41,8,3,648,419,51,34,4,0,503,185,20,21,0,4,233,45,18,6,4,0,71,19,9,12,4,0,40,6616,516,356,93,39,7617
212041566,26,10,0,773,660,77,26,10,4,783,559,70,30,11,6,678,477,66,20,6,0,570,302,38,20,3,3,368,134,20,13,3,0,166,23,14,0,3,0,43,8,3,0,5,0,20,5769,518,244,69,29,6628
212051319,46,12,3,432,317,62,40,12,0,434,336,64,53,6,0,465,329,50,47,10,4,444,215,26,39,5,4,281,96,27,23,6,0,145,36,8,11,3,0,67,21,7,5,0,0,31,3504,408,396,83,17,4410
212051321,40,13,0,579,458,76,55,11,0,598,448,65,40,8,0,575,411,47,37,15,6,508,259,38,38,5,6,347,134,27,26,0,0,193,39,24,21,4,0,87,7,17,8,9,0,42,4253,436,374,89,24,5179
212051322,50,21,5,822,707,99,60,18,0,883,704,84,50,20,3,861,649,74,62,9,3,790,481,62,45,15,7,607,208,28,33,6,4,273,73,21,19,5,5,124,24,13,9,5,0,55,8006,697,499,162,47,9409
212051323,44,10,0,264,174,54,46,10,0,287,195,61,46,9,6,304,175,48,34,3,7,264,128,40,33,6,0,211,66,39,17,6,3,130,24,16,11,3,0,53,9,7,6,3,0,23,1805,407,332,71,16,2635
212051324,51,21,7,1687,1444,133,69,20,5,1670,1348,143,73,16,9,1583,1085,135,77,6,8,1314,785,75,54,9,5,929,329,45,29,10,0,416,104,36,17,4,0,161,31,10,13,3,3,60,12824,970,573,132,56,14560
212051325,77,10,12,2962,2567,140,63,22,12,2807,2307,134,60,11,17,2524,1875,96,50,8,7,2034,1272,74,45,18,4,1410,484,44,35,7,0,568,133,16,19,10,3,186,36,7,10,14,0,70,21660,883,594,136,104,23375
212051326,73,12,6,1182,933,148,97,16,4,1193,996,178,104,19,7,1307,864,131,73,20,3,1095,627,103,71,9,0,814,272,67,30,18,0,387,103,36,23,20,4,187,31,18,12,6,5,76,9855,1140,750,168,56,11971
212051327,43,12,6,491,344,88,47,11,0,496,328,84,39,10,4,464,245,69,48,4,0,361,203,40,41,8,4,298,110,45,36,10,0,202,33,29,14,4,0,86,16,20,16,10,0,62,3554,583,401,104,27,4667
212051567,41,3,6,2736,2342,109,39,11,7,2503,2126,114,43,7,11,2303,1697,115,30,13,4,1855,1152,67,34,7,3,1268,463,46,14,11,0,536,137,22,11,4,0,169,59,10,5,11,3,89,21185,822,370,96,65,22542
212051568,44,12,11,1815,1583,43,41,16,10,1686,1494,59,29,4,5,1584,1288,49,28,6,5,1387,899,44,25,5,10,979,435,24,17,0,0,469,106,20,8,3,0,129,25,6,9,9,3,51,15576,425,362,74,69,16511
213011328,16,0,3,187,175,13,13,0,4,202,160,15,15,0,0,192,157,15,14,0,0,192,130,6,8,0,0,148,49,6,4,0,0,54,14,3,0,5,0,19,0,0,0,0,0,3,1471,108,133,18,12,1736
213011329,17,6,0,109,69,9,19,0,0,98,52,14,22,3,0,90,47,15,10,0,0,81,29,12,12,5,0,57,15,10,0,0,0,21,7,0,0,0,0,3,3,0,0,0,0,0,689,113,140,29,6,972
213011331,4,0,0,79,55,4,15,0,4,81,53,13,15,3,0,77,65,9,11,4,0,78,47,4,0,0,3,49,28,0,6,0,0,31,6,0,4,0,0,10,0,4,0,0,0,9,614,68,92,14,7,789
213011332,23,6,0,213,152,32,20,4,0,203,147,17,19,4,4,186,159,24,20,5,0,199,129,11,14,0,0,162,43,7,15,3,4,75,12,3,7,0,0,17,4,0,5,0,0,7,1851,178,187,25,15,2254
213011333,20,8,5,109,64,18,13,3,4,96,44,5,19,3,0,73,56,11,9,4,0,79,33,5,11,0,3,48,19,8,3,0,0,29,4,0,0,0,0,7,0,3,0,0,0,5,577,93,113,21,12,814
213011334,41,4,3,278,215,29,45,3,0,292,213,30,42,3,0,293,173,26,32,7,0,244,125,30,24,6,0,191,53,14,13,8,5,93,22,5,9,0,0,34,6,0,4,0,0,14,1924,269,319,53,20,2593
213011335,24,0,3,695,640,21,35,7,3,713,544,22,16,7,5,589,477,6,21,3,3,509,374,12,13,0,3,399,152,6,8,0,0,165,46,0,8,0,0,52,12,0,0,0,3,12,6428,151,242,33,44,6899
213011336,49,13,3,873,752,59,36,11,6,863,655,56,41,7,0,767,539,37,38,4,0,616,390,38,29,4,3,468,173,19,10,5,3,212,63,11,3,3,0,82,31,12,4,0,0,44,6912,428,359,77,41,7818
213011337,32,7,4,505,419,84,31,11,6,551,432,69,43,12,5,551,403,54,36,8,0,506,294,53,24,6,4,391,88,34,15,3,5,138,24,18,8,0,0,53,4,6,3,4,0,23,4028,535,285,98,46,4984
213011338,51,10,7,1371,1202,108,55,10,9,1386,1165,95,43,7,3,1317,1029,85,42,8,3,1172,722,65,42,3,0,827,271,24,15,5,0,319,61,21,10,6,0,87,11,4,5,0,3,19,10677,728,473,65,70,12009
213011339,13,3,0,173,158,27,20,4,0,203,154,24,20,0,3,205,127,16,24,0,3,168,97,15,8,5,0,128,32,3,6,0,3,52,12,4,3,0,0,18,7,0,0,0,0,4,1594,142,164,22,9,1933
213011340,21,3,0,360,343,51,25,8,6,432,318,46,42,5,0,409,298,46,42,7,7,395,190,41,36,9,8,282,74,13,12,3,5,119,23,8,10,5,0,41,8,3,0,0,0,8,4503,319,286,60,23,5188
213011569,29,5,4,339,288,20,28,4,0,344,254,25,20,4,4,301,202,12,16,6,4,236,159,12,14,0,4,188,60,9,3,0,0,76,5,0,0,0,0,9,9,0,4,0,0,8,2816,184,219,39,23,3281
213011570,35,11,11,1600,1328,91,33,12,6,1470,1208,78,30,5,3,1326,916,52,25,10,7,1013,637,40,14,5,10,708,241,17,3,5,3,274,40,15,0,0,0,51,16,0,0,0,0,17,12120,655,270,71,70,13186
213021341,53,8,6,916,808,65,41,15,4,934,814,73,39,6,3,943,697,52,41,8,6,802,490,45,43,19,0,592,182,25,33,5,0,245,55,14,8,0,0,77,13,12,5,3,0,33,7184,497,353,89,45,8166
213021342,39,6,0,251,158,25,26,4,0,212,146,24,22,6,0,203,136,25,26,3,0,192,101,23,30,9,3,155,41,10,3,0,0,57,5,8,5,3,0,17,3,0,0,0,0,3,1817,189,233,35,5,2280
213021343,58,6,9,1406,1145,81,50,5,5,1290,1045,95,47,10,8,1202,930,64,42,7,3,1046,583,52,34,3,5,673,245,21,18,13,5,291,52,19,7,7,0,82,17,8,0,0,4,38,11105,615,438,84,66,12309
213021344,59,8,0,600,472,66,78,11,4,625,422,65,65,11,0,563,392,44,53,12,3,511,246,33,50,7,4,334,86,27,23,7,0,144,24,6,7,0,0,44,4,6,9,0,0,18,4213,460,507,69,30,5283
213021345,3,0,0,52,32,6,13,0,0,47,23,9,8,0,0,40,15,7,0,0,0,27,10,10,10,0,0,28,4,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,256,48,73,6,5,390
213021346,58,14,3,646,512,129,65,21,6,731,522,119,90,18,8,752,451,136,74,9,9,679,353,90,54,13,0,505,148,51,36,7,0,248,43,23,18,4,0,91,20,16,11,4,0,48,5484,825,550,114,34,7009
213031347,44,13,0,702,522,73,40,4,0,644,539,58,33,15,0,645,488,39,34,5,0,567,306,23,33,5,5,376,137,10,21,3,0,175,31,15,3,0,0,47,13,7,0,5,0,22,5811,421,412,78,22,6746
213031348,90,8,11,1841,1536,102,72,12,5,1726,1372,84,73,15,9,1553,1116,69,87,9,8,1289,890,66,57,13,3,1036,343,42,32,8,4,430,102,18,16,3,0,142,29,4,4,0,0,39,14440,719,723,116,82,16081
213031349,31,3,6,425,320,38,33,11,0,400,323,50,18,8,0,405,263,49,23,4,0,341,182,28,24,5,4,236,65,14,15,0,0,94,10,6,5,4,0,28,3,3,3,4,0,14,5694,340,287,65,23,6411
213031350,30,3,0,180,80,29,45,4,3,158,90,26,28,4,0,144,88,21,25,0,0,131,49,6,14,0,0,78,25,4,10,0,0,41,3,0,4,0,0,10,0,0,3,0,0,6,1028,170,251,22,10,1487
213031351,48,4,9,645,565,70,53,4,3,693,570,54,36,0,7,667,499,49,44,6,7,604,360,49,31,3,3,449,154,23,16,0,6,203,52,10,6,0,0,71,12,4,0,5,0,16,5076,473,365,41,54,6012
213031352,64,9,0,640,454,79,69,11,6,610,434,88,56,12,5,594,340,61,37,7,0,443,232,40,34,4,3,310,97,16,18,3,3,140,28,6,0,0,0,41,6,0,7,0,0,12,4835,528,476,55,31,5926
213041353,66,12,6,704,513,85,57,9,8,670,516,92,55,15,4,684,437,56,49,11,4,557,299,45,33,14,3,399,124,38,18,10,5,201,33,13,16,11,0,70,10,5,5,8,4,36,5394,613,501,131,59,6690
213041358,33,11,5,394,311,32,17,4,3,367,257,22,28,7,0,308,190,10,23,5,0,231,143,11,15,3,0,180,52,9,7,3,0,73,17,0,4,0,0,22,5,0,0,0,0,3,3545,214,232,54,18,4059
213041359,58,20,15,1351,1030,123,50,14,11,1226,891,91,35,15,5,1034,653,64,19,6,7,753,427,38,15,3,5,487,142,28,3,3,0,179,34,7,7,0,0,43,8,0,0,0,0,7,10608,921,437,128,84,12185
213041360,51,15,3,306,178,30,42,7,0,265,134,36,26,3,0,195,96,25,17,3,0,145,58,11,11,4,0,82,26,5,3,0,0,32,4,0,4,0,0,9,0,0,4,0,0,3,1612,241,233,52,13,2153
213041461,14,3,0,81,40,10,7,0,0,59,37,7,9,4,3,51,32,3,6,0,0,47,23,0,3,3,0,30,9,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,580,54,63,15,8,724
213041462,18,0,0,84,43,16,11,0,0,64,23,4,9,0,0,36,7,0,6,0,0,19,0,0,5,0,0,7,3,0,5,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,335,72,69,7,8,489
213041463,43,12,0,411,250,60,55,13,4,388,202,41,36,8,0,289,126,35,18,8,0,192,100,12,25,3,0,144,45,10,11,0,0,71,13,4,8,0,0,23,5,4,0,0,0,6,2902,373,304,72,14,3666
213041571,13,5,0,78,38,12,12,0,0,65,43,8,10,8,0,71,39,6,4,4,0,57,27,3,3,0,0,39,8,4,4,0,0,17,6,0,3,0,0,9,0,0,0,0,0,0,416,82,97,15,3,616
213041572,7,0,0,138,111,11,6,3,0,127,107,7,5,0,0,114,78,7,0,0,0,88,44,5,3,0,0,55,20,0,6,0,0,21,3,0,3,0,0,5,0,0,0,0,0,3,985,115,72,15,16,1208
213041573,7,0,0,39,29,7,5,0,0,36,22,9,5,0,0,34,14,3,5,0,0,18,6,5,6,0,0,16,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,252,50,46,5,4,356
213041574,27,3,0,137,58,11,18,4,0,87,36,12,20,0,0,66,20,3,7,0,0,36,23,5,12,0,0,44,4,6,4,0,0,12,7,0,0,0,0,4,0,0,0,0,0,0,640,137,179,17,6,985
213041575,33,3,0,193,113,32,30,6,4,180,98,35,18,4,0,162,55,32,17,11,0,120,44,22,17,8,0,85,8,5,8,5,3,16,4,4,7,0,0,13,0,0,0,0,0,5,1068,216,195,40,18,1534
213041576,13,0,0,136,79,23,29,4,0,138,82,28,27,7,0,148,66,16,20,4,0,105,47,14,15,8,0,86,18,3,10,3,0,34,4,8,3,0,0,11,0,3,0,0,0,9,780,165,173,40,13,1161
213041577,26,0,3,588,478,66,24,9,10,585,402,57,26,0,0,491,357,62,22,11,4,443,230,21,13,12,0,281,119,14,11,3,0,146,42,11,3,3,0,57,7,0,5,0,5,16,5153,443,236,53,46,5930
