POW_SA2_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
201021009,0,101,68,22,9,3,0,109,61,18,10,3,0,101,86,11,17,0,0,113,79,16,18,4,0,117,46,14,15,7,4,75,16,5,7,7,0,36,0,0,0,0,0,14,0,4,7,4,0,12,691,113,103,36,9,953,107,0,0,0,0,111,76,0,0,0,0,76,52,0,6,0,0,58,47,0,4,0,0,54,52,3,11,0,0,72,45,3,4,0,0,57,44,4,8,3,0,54,52,5,9,4,0,67,61,6,5,5,0,78,50,7,6,9,3,76,22,4,0,7,5,37,5,8,8,6,0,25,3,4,0,4,0,20,625,40,71,40,10,779,84,5,11,6,0,107,27,0,11,3,5,43,1426,163,190,84,24,1882
201021010,5,100,71,18,13,7,0,116,85,23,16,7,6,138,76,17,11,7,4,114,81,30,19,11,5,143,54,16,26,9,0,103,14,9,18,3,0,42,3,3,10,5,3,22,0,7,6,10,4,23,658,155,157,59,26,1060,62,0,0,5,0,68,44,0,6,0,0,45,58,0,0,0,0,62,55,0,7,5,0,64,39,3,13,3,3,63,47,6,8,3,0,67,68,6,17,3,0,95,52,5,10,4,0,73,68,7,9,5,0,86,56,7,30,9,0,100,29,3,7,7,0,42,11,8,7,8,0,31,5,0,4,11,0,18,595,45,117,60,14,827,89,12,6,4,5,119,16,3,11,3,6,40,1363,216,293,130,48,2051
201021011,0,153,113,17,27,3,8,172,100,34,41,5,5,173,132,52,52,5,6,251,93,44,27,9,4,180,56,29,28,8,3,128,26,23,23,5,0,72,3,6,18,3,4,33,0,6,12,5,0,27,938,263,307,64,26,1592,116,0,0,3,0,118,106,0,4,0,5,110,94,0,4,0,0,107,98,7,10,4,0,120,91,8,30,5,0,131,112,11,34,3,0,160,99,13,35,10,4,159,131,11,45,5,7,199,144,18,54,6,0,226,115,25,44,18,0,202,57,16,34,10,3,122,14,16,24,9,3,73,3,3,13,20,0,41,1193,132,337,94,23,1773,198,8,42,9,5,264,33,3,9,4,11,60,2365,403,690,164,69,3694
201021012,0,56,39,23,7,3,0,69,40,28,6,0,0,82,26,25,12,7,0,74,39,23,16,8,0,80,21,11,12,7,4,51,3,0,5,3,0,18,0,0,5,8,0,19,0,0,8,0,0,20,365,146,93,50,6,658,29,0,0,3,0,35,18,0,4,0,0,21,15,0,0,3,0,19,25,0,8,3,0,38,17,7,9,0,0,36,25,9,4,0,0,34,13,5,3,0,0,33,13,7,5,0,0,22,22,18,9,0,0,56,15,7,13,3,0,32,14,7,8,10,0,34,9,3,9,3,0,20,9,0,8,3,0,21,210,60,72,46,10,391,35,5,11,3,5,61,17,0,6,3,5,27,634,208,182,98,15,1138
201031013,0,47,28,6,5,6,0,45,37,11,13,15,0,61,33,7,11,7,6,59,35,5,20,8,0,69,17,11,9,5,3,47,10,3,12,4,0,25,0,0,9,4,0,19,0,0,0,0,0,5,297,64,95,51,8,517,22,0,0,0,0,23,15,0,0,0,0,15,19,0,0,0,0,25,12,0,3,0,0,13,10,0,0,0,0,18,16,0,8,3,0,27,22,6,3,5,0,31,22,6,4,4,0,33,29,0,4,4,0,40,23,0,5,3,0,41,11,0,7,5,0,24,4,0,7,10,5,24,0,5,0,9,3,22,217,23,54,45,9,341,29,3,6,4,0,35,22,0,0,0,0,25,560,89,148,102,20,922
201031014,0,76,56,15,5,5,0,82,76,14,14,7,0,103,75,10,12,9,0,110,64,7,9,12,0,94,47,16,23,8,3,97,19,9,4,5,0,36,0,5,5,6,0,17,0,0,4,5,0,12,570,92,93,58,14,810,28,0,0,0,0,31,25,0,0,0,0,24,14,0,0,0,0,14,19,0,0,0,0,23,26,3,6,4,0,42,31,0,5,0,0,33,28,7,0,3,0,38,36,3,12,0,0,50,32,5,7,0,0,41,37,6,8,4,0,54,21,0,3,6,0,33,10,4,6,4,0,24,4,0,4,3,0,9,301,29,40,34,4,415,48,5,6,4,0,60,24,3,4,3,8,37,946,125,144,90,25,1327
201031015,0,32,37,3,9,0,0,53,25,5,12,0,0,48,30,6,4,4,0,43,22,0,3,4,6,33,27,0,11,0,0,40,5,6,10,3,0,20,0,0,7,4,0,10,0,3,5,4,0,5,261,43,75,22,5,408,19,0,0,0,0,19,14,0,0,0,0,12,11,0,0,4,0,13,15,0,0,0,0,14,11,0,4,0,0,20,9,3,0,0,0,16,20,5,0,5,0,25,17,0,5,5,0,24,15,0,8,6,0,21,7,0,7,3,0,20,3,9,9,0,0,26,3,0,3,0,0,5,0,6,4,3,0,13,129,24,39,25,3,226,19,0,7,3,0,29,10,0,0,0,0,13,421,68,124,58,7,675
201031016,0,148,130,16,7,0,6,159,183,19,15,6,0,214,183,21,7,0,0,217,215,21,13,3,5,248,101,15,16,0,3,143,38,8,8,3,9,55,3,3,8,4,0,16,0,4,0,0,0,5,1504,118,93,12,15,1743,187,0,0,0,0,189,133,0,0,0,0,136,103,0,6,0,0,109,109,0,16,0,4,121,121,5,7,0,3,130,83,5,12,0,0,99,127,3,11,0,4,145,118,4,7,0,0,139,136,6,7,0,3,162,133,0,11,0,3,151,69,5,3,5,5,87,21,4,5,0,0,37,7,0,4,0,0,13,1345,36,92,14,30,1522,203,8,13,6,7,230,62,0,3,3,6,85,3117,167,204,33,57,3582
201031017,0,43,34,11,9,3,0,54,17,4,11,0,0,42,34,16,6,3,0,66,33,8,12,9,6,60,18,13,15,8,5,48,9,4,15,4,3,41,3,3,5,0,0,14,0,5,4,7,0,15,271,81,93,42,13,504,10,0,0,0,0,12,15,0,0,0,0,17,22,0,5,0,0,20,19,5,0,0,0,21,20,0,0,0,0,22,15,8,5,0,0,27,21,3,0,3,0,37,25,5,3,4,0,33,25,4,10,5,0,45,11,6,7,0,3,28,13,4,12,4,0,28,10,0,7,3,0,21,0,0,4,4,0,7,206,28,53,21,5,314,24,0,8,5,0,42,18,3,3,4,0,23,522,115,159,72,22,891
202011018,4,1378,1230,99,45,0,7,1378,1363,116,43,10,3,1536,1236,104,43,9,12,1395,1097,68,59,6,8,1238,647,54,29,3,0,734,221,35,7,3,0,264,28,15,8,0,0,58,8,10,0,0,0,10,10928,647,351,42,35,12003,952,3,4,4,0,974,1013,0,10,0,3,1029,807,5,19,0,0,835,824,16,26,0,0,864,934,24,31,11,9,1004,787,27,33,0,0,847,690,32,29,5,0,757,671,16,23,9,3,718,687,28,40,8,9,765,664,27,36,0,7,741,318,16,23,12,0,366,85,6,9,4,4,110,27,6,8,9,5,50,8462,214,280,59,39,9054,1374,21,32,18,16,1461,260,12,9,15,40,335,21023,897,677,128,127,22856
202011019,0,104,89,10,15,0,0,115,95,19,15,0,0,130,108,11,15,0,0,140,86,19,11,0,3,121,65,12,4,0,0,84,19,4,0,3,0,35,0,0,3,0,0,7,0,0,0,0,0,0,952,90,113,10,13,1182,180,0,4,5,0,187,84,0,6,0,0,89,57,7,0,0,0,65,63,0,11,3,0,74,67,0,5,4,0,78,60,4,8,0,0,72,69,0,3,0,0,79,49,6,7,0,0,68,60,3,15,3,0,82,60,4,15,3,0,83,28,4,14,4,0,46,5,4,0,0,0,16,3,3,3,0,0,6,779,33,105,18,4,939,107,3,11,4,4,127,31,0,7,0,5,39,1871,129,231,36,24,2294
202011020,5,453,328,46,11,5,0,392,381,66,23,0,0,470,366,54,23,7,3,454,306,47,24,0,3,384,191,33,19,0,0,240,59,13,13,0,0,78,10,4,0,0,0,17,0,0,0,0,0,7,3410,359,162,16,21,3962,381,3,0,4,0,388,248,0,8,0,0,257,166,0,14,0,0,189,201,7,9,0,0,217,193,7,16,0,0,221,189,14,16,0,0,220,145,13,16,3,0,176,157,28,19,6,0,205,160,15,16,4,3,197,180,16,18,0,0,216,73,12,15,4,0,104,26,13,9,7,0,55,0,0,0,8,0,14,2132,120,159,38,8,2452,254,14,17,6,4,296,71,3,4,4,10,94,5870,494,342,66,45,6809
202011021,0,118,110,13,14,0,0,125,116,11,12,4,0,145,111,23,3,0,0,135,96,14,13,0,0,124,52,0,5,0,0,58,19,0,3,0,5,29,0,0,0,0,0,5,0,0,0,0,0,0,899,90,59,4,7,1053,49,0,0,0,0,49,68,0,5,0,0,63,46,0,6,0,0,55,55,3,11,0,0,67,61,0,16,0,0,80,70,5,16,0,0,87,55,0,10,0,0,67,39,6,3,0,0,57,57,5,13,5,0,84,55,4,12,0,4,77,20,4,8,3,0,35,10,0,4,5,0,17,0,0,0,0,0,4,584,30,105,19,6,738,76,3,6,3,0,92,14,3,0,0,0,23,1568,123,176,20,10,1902
202011022,3,383,337,40,32,3,0,410,353,50,28,4,0,434,353,58,21,0,0,431,275,53,16,9,3,349,240,26,19,8,3,295,66,16,12,0,0,98,9,3,7,0,0,24,0,3,0,0,0,8,3157,316,196,23,17,3713,578,0,0,5,0,581,368,0,12,3,0,374,205,6,14,3,0,229,203,12,21,4,0,244,219,9,23,7,0,251,181,15,21,8,0,229,189,7,20,6,4,223,195,17,23,0,5,239,212,15,23,4,5,255,169,14,28,3,3,219,80,12,14,6,0,113,26,3,7,0,0,41,11,7,4,0,0,28,2634,117,212,44,15,3028,311,13,22,0,4,350,89,0,4,0,4,106,6193,450,439,76,44,7199
202011023,0,50,27,10,12,0,0,50,42,9,5,0,0,59,31,7,5,5,0,48,21,11,4,0,0,42,15,5,0,0,0,29,5,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,339,63,49,7,3,462,29,0,0,0,0,29,34,0,0,0,0,34,25,0,0,0,0,30,24,0,0,0,0,23,29,3,3,0,0,42,14,3,7,0,0,27,15,3,10,0,0,27,16,0,13,0,0,29,16,4,3,4,0,29,16,3,6,0,0,23,7,0,7,0,0,11,3,0,0,0,0,8,3,0,0,0,0,5,227,15,47,11,3,304,24,0,5,0,4,36,4,0,0,0,0,13,600,81,107,24,11,818
202011024,0,86,57,23,11,0,0,91,75,24,13,0,0,108,67,12,6,0,0,86,52,10,3,0,0,65,31,14,11,0,0,56,4,6,6,0,0,21,0,0,0,0,0,7,0,0,0,0,0,3,568,117,81,7,5,779,83,0,0,0,0,81,48,0,3,0,0,55,33,0,7,0,0,46,31,7,9,5,0,46,46,4,15,0,0,69,58,5,8,0,0,73,45,4,13,4,0,61,45,11,10,0,0,61,47,3,12,0,0,61,25,8,7,4,0,51,12,7,7,4,0,32,0,0,9,0,0,13,0,0,5,0,0,3,474,43,101,29,4,656,47,5,10,0,0,58,19,0,0,0,0,20,1106,170,194,37,13,1515
202011025,0,251,220,20,16,0,0,251,228,25,21,3,0,277,210,7,25,0,0,241,162,14,0,3,0,185,132,9,9,3,0,160,37,3,5,3,0,48,3,0,0,0,0,7,0,4,0,0,0,0,2042,120,124,16,7,2314,191,0,0,0,0,191,158,0,3,0,0,163,85,0,7,0,0,96,107,3,15,5,0,131,105,4,15,4,0,129,85,9,5,4,0,104,61,3,9,7,0,78,79,6,12,0,0,105,84,3,10,0,0,96,57,0,15,5,0,82,36,5,7,4,0,57,10,0,6,4,0,21,8,0,0,3,0,11,1073,37,108,30,7,1255,199,3,6,3,5,221,43,0,0,4,11,56,3353,160,246,56,31,3844
202021026,3,161,121,7,18,0,0,150,95,23,6,0,0,131,86,16,22,0,0,129,85,14,19,3,0,126,49,10,9,3,3,75,10,4,6,0,0,25,0,0,0,0,0,5,6,5,0,5,0,12,1050,110,112,12,13,1293,12,0,0,0,0,12,37,0,0,0,0,38,30,5,0,0,0,32,26,3,0,0,0,28,40,0,5,0,0,46,25,3,8,0,0,42,24,5,3,9,0,42,34,11,14,6,0,56,23,4,15,5,4,45,18,5,15,4,0,45,14,7,11,4,0,38,3,3,5,0,0,18,0,0,6,6,0,13,278,46,89,38,6,459,61,3,6,7,0,78,24,4,4,3,4,40,1416,159,213,64,29,1876
