POW_SA2_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
210031537,0,0,0,7,10,11,0,25,15,21,15,14,5,0,0,67,0,0,0,4,11,5,0,10,0,0,0,0,0,0,0,0,0,3,6,7,7,7,0,22,0,0,0,5,3,5,0,15,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,12,27,13,12,8,3,0,67,0,0,0,0,0,0,0,0,18,10,16,16,7,4,0,63,132,153,133,106,56,17,0,596,11,5,9,6,0,5,0,34,176,200,182,163,106,36,0,862,142,156,139,117,67,18,0,638,18,44,30,31,30,12,0,165,0,0,6,6,8,3,0,24,0,0,0,0,0,4,0,4,19,46,31,38,40,14,0,192,11,5,9,6,0,5,0,34,176,200,182,163,106,36,0,862
210031538,0,9,7,29,70,18,4,145,15,62,50,35,42,12,0,216,0,0,3,10,20,8,0,43,0,0,0,0,0,0,0,0,0,4,6,16,45,8,0,71,0,0,0,10,20,0,3,46,0,0,0,0,5,0,0,10,0,0,0,0,5,4,0,16,26,48,44,41,28,0,0,186,0,0,0,0,7,0,0,8,10,32,28,32,39,11,0,156,212,458,394,349,210,36,6,1658,9,15,12,20,16,0,0,73,264,598,526,507,417,87,8,2401,213,474,416,372,230,39,6,1753,39,89,81,94,117,33,0,457,4,13,14,15,37,7,0,98,0,0,0,6,17,5,0,21,41,106,96,111,171,44,5,575,9,15,12,20,16,0,0,73,264,598,526,507,417,87,8,2401
210041240,0,4,6,24,68,31,5,146,21,65,52,48,45,12,0,244,0,0,0,16,25,11,4,62,0,0,0,0,0,0,0,0,3,7,13,12,39,19,3,90,0,0,6,3,15,14,5,41,0,0,0,0,0,5,0,10,0,0,4,7,9,0,0,22,32,53,50,36,29,4,0,213,0,0,0,0,0,0,0,5,14,28,30,40,39,10,0,159,185,309,286,258,186,46,8,1273,3,13,23,15,5,0,0,64,247,440,432,420,387,119,20,2068,189,324,300,286,202,49,5,1357,47,97,94,89,117,45,7,495,4,18,22,21,39,15,4,123,0,0,3,5,8,4,0,30,56,109,111,120,174,66,12,645,3,13,23,15,5,0,0,64,247,440,432,420,387,119,20,2068
210041539,0,0,3,7,12,3,0,26,8,10,18,6,11,0,0,62,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,6,7,7,9,3,0,26,0,0,0,4,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,13,22,7,5,0,0,55,0,0,0,0,0,0,0,0,5,9,5,0,5,0,0,27,48,102,75,50,29,3,0,301,0,0,0,5,0,0,0,10,63,130,115,84,60,14,3,467,48,108,74,52,36,0,0,318,12,21,23,18,14,9,0,96,7,5,9,6,11,3,0,34,0,0,3,0,5,0,0,10,18,22,38,26,28,9,0,142,0,0,0,5,0,0,0,10,63,130,115,84,60,14,3,467
210041540,3,22,50,97,125,58,5,371,194,153,155,115,77,19,0,712,4,3,12,25,47,20,6,118,0,0,0,0,0,0,0,3,11,15,36,55,59,26,0,208,4,3,5,23,43,22,3,105,0,6,6,6,6,4,0,29,0,3,0,5,14,9,0,38,208,208,123,125,68,10,0,739,0,0,3,3,11,3,0,19,91,88,86,90,96,27,0,479,1113,971,831,734,463,120,13,4243,63,41,44,38,29,0,0,219,1601,1403,1235,1180,881,246,22,6578,1165,1014,885,784,520,123,13,4513,320,296,236,273,238,79,9,1453,48,46,64,56,69,23,3,313,0,6,5,29,23,14,0,83,374,348,307,358,329,120,11,1847,63,41,44,38,29,0,0,219,1601,1403,1235,1180,881,246,22,6578
210041541,0,0,10,20,25,15,4,74,22,39,31,20,16,7,0,138,0,0,5,3,15,3,3,24,0,0,0,0,0,0,0,0,0,0,3,14,18,12,4,47,0,0,0,8,11,3,0,31,0,4,0,0,0,0,0,8,0,0,0,3,0,5,3,12,17,36,38,27,14,0,0,129,0,0,0,0,0,0,0,0,7,19,24,18,11,7,0,81,86,168,122,153,84,28,0,648,9,11,6,3,10,0,0,40,134,258,206,235,167,65,10,1061,93,177,137,158,95,30,0,685,29,56,42,48,45,19,4,244,8,11,18,12,11,11,0,74,0,5,4,9,6,0,3,27,29,67,63,67,64,35,4,341,9,11,6,3,10,0,0,40,134,258,206,235,167,65,10,1061
210051242,8,29,64,158,265,62,7,593,124,280,275,203,141,27,6,1060,0,6,25,47,78,27,4,189,0,0,0,6,0,0,0,6,7,34,76,138,171,46,3,480,7,6,20,54,108,40,7,234,0,10,16,18,21,0,0,57,0,5,6,18,31,7,0,56,88,279,225,196,122,17,0,926,0,3,5,11,10,7,0,33,63,172,157,181,210,34,0,818,1189,2510,2367,1768,1060,196,9,9104,40,65,69,92,62,17,0,353,1486,3236,3144,2621,1932,394,29,12848,1230,2622,2465,1887,1186,216,9,9616,194,465,519,488,487,118,14,2296,15,78,74,125,145,27,4,464,0,9,8,38,55,16,4,128,214,553,610,640,682,161,20,2880,40,65,69,92,62,17,0,353,1486,3236,3144,2621,1932,394,29,12848
210051243,14,60,139,302,425,154,16,1107,236,435,440,387,260,57,7,1830,0,17,26,96,138,50,10,344,0,0,0,0,0,0,3,5,12,54,129,330,466,139,11,1137,6,11,28,113,258,90,15,526,9,12,13,48,33,13,0,120,4,10,10,37,60,23,4,152,146,335,314,279,162,23,4,1266,0,8,3,18,25,19,3,76,75,229,250,393,337,73,5,1362,2413,4974,4805,4133,2550,429,32,19331,105,138,173,200,183,37,3,845,2950,6100,6126,5898,4314,909,82,26381,2461,5134,4987,4388,2761,479,30,20241,336,712,847,1076,1035,269,30,4320,43,97,101,174,241,89,7,755,3,10,13,54,91,35,5,217,384,825,968,1311,1376,390,46,5294,105,138,173,200,183,37,3,845,2950,6100,6126,5898,4314,909,82,26381
210051245,3,8,20,48,72,30,7,189,50,71,98,71,40,13,0,341,5,3,7,17,19,8,0,60,0,0,0,0,0,0,0,0,3,9,15,44,72,19,7,164,0,0,6,23,34,17,3,82,0,4,0,0,7,6,0,22,0,0,3,0,10,4,0,20,34,72,80,54,34,3,0,280,0,0,0,0,0,0,0,5,20,51,57,68,70,13,3,280,524,682,666,543,407,78,9,2909,26,31,26,35,31,7,0,157,646,906,921,830,704,168,20,4193,540,719,702,588,451,87,8,3087,80,140,163,159,175,44,5,755,11,18,27,35,44,18,5,158,0,0,3,11,7,3,0,26,91,152,189,203,226,70,10,942,26,31,26,35,31,7,0,157,646,906,921,830,704,168,20,4193
210051246,10,7,20,38,68,24,4,171,42,56,53,44,37,13,0,241,0,0,0,4,8,4,0,29,0,0,0,0,0,0,0,0,0,6,20,36,45,14,3,125,4,0,0,10,22,19,3,57,0,6,4,3,5,0,0,17,0,0,0,4,8,0,0,13,35,37,43,36,21,5,0,171,0,0,0,3,8,5,0,9,12,24,39,46,32,5,0,162,307,529,492,389,257,61,4,2038,16,11,24,24,18,4,0,103,406,659,670,569,447,111,17,2879,316,544,520,416,272,63,4,2135,59,87,111,90,106,31,3,481,17,7,18,33,39,3,4,119,0,3,0,8,12,11,0,35,73,96,124,127,162,44,5,641,16,11,24,24,18,4,0,103,406,659,670,569,447,111,17,2879
210051247,0,7,5,18,24,11,0,55,8,16,11,12,17,4,0,66,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,14,20,17,10,0,61,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,5,4,14,17,3,8,4,0,50,0,0,0,0,0,0,0,0,3,6,9,26,12,4,0,53,58,181,148,116,87,20,0,607,6,7,13,8,8,4,0,42,76,219,203,183,151,44,0,884,65,188,151,127,88,20,0,634,13,20,31,41,45,14,0,167,0,12,6,6,9,6,0,36,0,0,0,0,3,0,0,16,15,29,42,44,59,23,0,207,6,7,13,8,8,4,0,42,76,219,203,183,151,44,0,884
210051248,4,39,76,210,202,50,10,591,130,295,306,302,176,33,6,1236,0,15,36,70,93,38,4,250,0,0,0,3,4,0,0,8,5,31,83,181,240,62,4,599,5,8,15,67,156,36,4,295,5,0,12,14,16,5,0,57,0,0,4,20,35,14,0,66,112,249,241,207,107,15,0,930,0,3,3,12,14,4,0,36,66,154,191,247,217,26,5,899,1270,2865,2966,2710,1646,185,7,11647,49,101,108,151,94,9,0,517,1602,3629,3869,3897,2674,388,22,16084,1310,2961,3101,2872,1785,203,8,12238,212,499,577,699,593,117,11,2711,22,60,82,142,157,39,3,512,0,11,14,32,32,17,0,101,239,573,663,872,789,174,21,3324,49,101,108,151,94,9,0,517,1602,3629,3869,3897,2674,388,22,16084
210051250,3,7,25,48,73,29,7,191,45,83,92,65,47,9,0,338,0,3,5,19,25,14,0,69,0,0,0,0,0,0,0,0,5,15,27,53,54,27,5,180,0,4,0,21,25,24,0,76,0,0,6,8,8,4,0,21,0,4,0,4,9,9,0,31,23,92,77,58,35,9,0,291,0,0,0,3,5,10,0,14,24,40,55,72,61,13,4,267,411,801,806,621,355,85,7,3091,21,22,30,40,19,4,0,139,522,1018,1058,929,615,181,12,4332,428,820,841,669,390,91,8,3249,54,152,157,187,143,50,7,749,5,21,25,32,53,22,3,159,0,4,9,9,7,9,0,45,66,179,188,218,207,83,8,952,21,22,30,40,19,4,0,139,522,1018,1058,929,615,181,12,4332
210051441,0,3,6,21,33,0,0,66,30,27,26,15,15,0,0,115,0,0,0,3,3,3,0,18,0,0,0,0,0,0,0,0,3,6,3,13,22,5,0,52,0,0,6,4,16,3,0,26,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,9,26,27,23,13,8,0,0,99,0,0,0,0,0,0,0,0,6,13,11,18,16,5,0,73,255,263,224,168,101,20,0,1028,21,9,11,10,8,0,0,51,333,336,296,245,185,34,0,1437,260,272,233,175,105,18,0,1067,56,43,43,53,47,5,0,250,6,13,10,0,16,4,0,52,0,0,0,5,6,3,0,14,60,55,54,59,77,12,0,313,21,9,11,10,8,0,0,51,333,336,296,245,185,34,0,1437
210051442,0,4,12,22,25,8,0,67,41,41,41,17,16,6,0,152,0,0,6,5,3,0,0,14,0,0,0,0,0,0,0,0,0,3,15,23,16,9,0,62,0,0,4,10,9,7,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,37,40,34,24,0,0,0,140,0,0,0,0,0,0,0,0,11,31,24,26,16,6,0,119,208,336,334,164,98,18,3,1158,9,3,12,6,14,0,0,44,293,440,449,259,170,41,3,1656,215,349,347,175,109,18,3,1220,54,71,74,62,43,15,0,313,14,16,16,10,7,0,0,64,0,0,3,8,0,3,0,9,67,81,90,76,50,18,0,388,9,3,12,6,14,0,0,44,293,440,449,259,170,41,3,1656
210051443,4,9,33,60,81,14,4,207,38,94,77,51,54,7,0,319,0,3,14,12,28,18,0,67,0,0,0,0,0,0,0,0,0,16,31,61,65,15,6,195,0,0,8,20,43,8,0,83,0,4,3,4,4,0,0,17,0,0,0,9,5,4,0,18,33,88,65,55,32,4,0,277,0,0,3,5,8,0,0,12,19,54,49,75,44,12,0,254,439,1097,1016,657,353,58,3,3631,21,38,32,32,13,3,0,146,534,1361,1293,953,619,124,16,4897,454,1134,1057,707,369,66,3,3797,59,160,171,167,166,33,3,755,8,31,25,38,58,18,0,185,0,0,0,5,12,0,0,25,65,193,203,211,232,51,7,962,21,38,32,32,13,3,0,146,534,1361,1293,953,619,124,16,4897
210051445,0,9,14,23,22,6,0,76,33,60,59,28,22,5,0,206,0,0,0,4,6,4,0,17,0,0,0,0,0,0,0,0,3,9,24,25,20,7,0,87,0,0,0,10,7,11,0,31,0,0,5,3,0,0,0,6,0,0,5,0,0,0,0,3,10,53,28,23,14,0,0,132,0,0,0,0,0,0,0,4,22,29,42,32,8,0,0,134,310,688,599,276,133,25,0,2022,13,13,21,16,15,0,0,83,380,840,765,403,213,46,4,2642,318,707,625,295,136,26,0,2102,38,98,101,72,42,15,4,366,3,16,17,15,17,6,0,79,0,3,5,4,0,6,0,18,43,119,117,90,67,20,4,460,13,13,21,16,15,0,0,83,380,840,765,403,213,46,4,2642
210051542,0,0,4,3,3,0,0,8,4,16,10,7,5,0,0,44,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,16,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,5,0,0,28,0,0,3,0,5,0,0,6,0,4,4,5,7,0,0,25,42,175,157,54,9,0,0,437,0,9,3,4,3,0,0,20,48,214,196,79,26,9,0,560,42,180,164,60,9,4,0,453,4,18,21,12,6,3,0,71,0,11,0,7,5,0,0,19,0,0,0,0,0,0,0,0,4,25,25,20,13,3,0,93,0,9,3,4,3,0,0,20,48,214,196,79,26,9,0,560
210051543,6,11,20,24,37,3,0,95,80,63,38,31,15,3,0,236,3,4,0,4,8,3,0,28,0,0,0,0,0,0,0,0,9,8,13,25,24,5,0,80,0,0,3,9,5,5,0,28,0,0,5,5,6,0,0,15,0,0,3,0,6,0,0,11,52,60,34,31,16,0,0,194,0,0,0,0,0,0,0,5,39,32,40,31,19,3,0,158,755,588,475,243,86,11,0,2165,34,13,16,7,7,0,0,83,947,747,609,374,187,24,0,2892,783,611,499,265,95,11,0,2268,115,99,83,71,45,13,0,433,14,21,11,18,25,0,0,92,0,5,7,7,5,0,0,20,133,127,96,98,81,15,0,545,34,13,16,7,7,0,0,83,947,747,609,374,187,24,0,2892
210051544,6,18,45,87,120,26,0,311,87,132,152,120,64,16,0,565,0,0,18,24,33,15,0,86,0,0,0,0,0,0,0,0,8,16,57,106,118,39,3,342,0,6,19,42,64,16,6,152,0,0,6,5,12,0,0,31,4,4,4,9,20,4,0,34,65,109,103,100,39,4,0,419,0,0,6,4,14,3,0,22,41,58,89,105,98,9,0,403,925,1694,1519,1205,657,99,8,6112,37,46,69,69,40,9,6,259,1136,2027,1980,1731,1122,202,17,8221,954,1736,1589,1278,713,101,8,6381,133,216,265,304,285,66,7,1268,14,26,51,64,60,24,0,242,6,0,13,14,23,3,0,62,149,247,331,385,369,97,8,1575,37,46,69,69,40,9,6,259,1136,2027,1980,1731,1122,202,17,8221
210051545,0,0,8,11,6,5,0,41,11,10,19,9,6,3,0,58,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,11,14,3,0,40,0,0,0,9,8,0,0,18,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,13,14,14,14,6,0,0,55,0,0,0,0,0,0,0,0,0,12,11,26,9,8,0,64,157,179,192,131,51,11,0,717,10,9,5,12,5,0,0,38,182,215,248,202,94,22,0,971,160,187,201,144,58,12,0,757,16,17,33,32,19,9,0,133,0,4,3,12,10,4,0,36,0,0,0,0,4,0,0,11,18,25,40,44,35,10,0,180,10,9,5,12,5,0,0,38,182,215,248,202,94,22,0,971
211011251,4,42,80,166,300,124,21,741,139,259,257,231,186,46,12,1132,0,15,20,43,102,32,12,220,0,0,0,0,0,0,0,0,6,30,56,136,206,65,13,512,0,6,24,53,116,56,21,279,3,3,6,16,15,13,0,49,0,4,7,16,42,16,3,87,150,284,240,203,133,19,0,1023,0,4,3,3,22,8,0,47,66,134,184,216,210,60,10,885,1092,2106,2267,2072,1460,307,33,9341,67,79,75,117,88,24,4,459,1482,2811,3049,3030,2533,633,95,13634,1139,2195,2395,2211,1585,336,38,9909,244,450,480,560,653,196,31,2609,36,81,76,112,158,50,13,523,0,6,18,31,50,27,3,136,278,540,574,697,860,270,49,3270,67,79,75,117,88,24,4,459,1482,2811,3049,3030,2533,633,95,13634
211011254,6,43,90,206,321,86,17,764,182,340,395,306,205,45,7,1480,9,18,41,71,128,40,12,312,0,0,0,0,0,0,0,4,7,34,102,222,251,73,7,694,3,17,23,76,128,63,10,324,3,6,11,16,25,6,3,64,3,4,10,10,41,15,4,88,158,320,312,289,166,26,0,1274,0,0,5,18,12,8,3,46,76,175,245,281,239,52,5,1087,1404,2820,3088,2831,1680,338,20,12187,84,96,92,133,119,13,0,531,1863,3708,4179,4143,2918,644,68,17517,1447,2931,3254,3006,1824,367,28,12857,301,585,695,826,742,189,21,3352,33,87,123,154,187,53,10,647,4,7,12,25,52,17,9,128,334,677,830,1009,977,260,38,4125,84,96,92,133,119,13,0,531,1863,3708,4179,4143,2918,644,68,17517
211011255,0,0,5,10,11,4,0,32,3,14,25,5,11,3,0,57,0,0,5,3,10,4,0,18,0,0,0,0,0,0,0,0,0,0,3,9,7,4,0,32,0,0,6,4,9,4,0,20,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,6,7,9,11,7,4,0,39,0,0,0,0,0,0,0,0,3,5,4,12,20,0,0,54,78,94,103,105,84,14,0,484,3,3,4,4,0,0,0,24,91,118,149,154,142,37,7,706,79,93,111,114,101,16,0,518,9,16,32,34,32,13,0,146,0,0,0,9,9,0,4,20,0,0,0,0,0,0,0,4,10,16,41,39,46,20,5,166,3,3,4,4,0,0,0,24,91,118,149,154,142,37,7,706
211011256,3,13,31,69,90,42,4,257,95,137,128,101,69,15,0,548,5,3,17,25,26,13,0,86,0,0,0,0,0,0,0,0,0,13,25,62,92,22,0,225,0,3,9,21,44,17,0,105,0,6,8,10,5,6,0,34,0,4,4,4,11,3,0,24,99,116,107,72,51,8,0,460,0,0,5,3,5,0,0,14,59,70,89,88,82,21,0,411,840,867,903,746,545,98,7,4010,30,25,39,50,40,6,0,192,1100,1181,1288,1147,929,213,12,5866,883,908,971,806,600,108,7,4273,170,205,226,233,207,70,5,1119,20,43,39,49,54,23,0,231,0,3,9,12,29,8,0,52,191,253,273,293,288,96,6,1406,30,25,39,50,40,6,0,192,1100,1181,1288,1147,929,213,12,5866
211011257,0,7,12,35,79,17,0,154,41,60,64,51,49,11,0,279,0,0,8,21,31,8,0,66,0,0,0,0,0,0,0,0,5,4,15,40,55,14,3,131,0,5,4,14,31,11,0,71,3,0,0,9,7,0,0,18,0,4,4,5,12,0,0,17,22,55,55,42,29,3,0,212,0,0,0,5,3,0,0,12,18,31,32,50,46,15,0,193,303,497,504,506,300,48,0,2156,10,18,23,26,21,0,0,101,393,649,684,741,561,113,10,3154,313,522,525,541,336,58,5,2294,62,108,124,134,132,39,3,603,3,10,19,34,50,15,0,141,0,0,0,4,19,0,0,24,65,121,139,172,205,52,4,767,10,18,23,26,21,0,0,101,393,649,684,741,561,113,10,3154
211011258,0,5,11,29,57,16,0,125,33,48,42,47,30,3,0,207,0,5,4,16,16,8,0,46,0,0,0,0,0,0,0,0,3,9,14,25,33,14,4,101,0,3,3,6,19,19,0,54,0,0,5,4,7,4,0,19,0,0,0,3,8,0,0,12,28,43,41,43,24,6,0,179,0,0,0,3,5,3,0,8,17,18,28,39,47,9,0,163,278,391,412,399,248,40,4,1770,8,11,17,22,20,8,0,86,362,506,558,568,445,90,10,2543,293,403,433,414,276,42,4,1867,49,75,91,97,120,32,6,463,8,15,13,30,30,7,3,102,0,3,5,6,7,5,0,24,56,92,114,128,150,42,7,591,8,11,17,22,20,8,0,86,362,506,558,568,445,90,10,2543
211011259,4,17,19,57,126,50,4,277,67,106,105,77,67,19,4,450,0,6,3,18,52,22,9,108,0,0,0,0,0,0,3,3,3,15,20,34,46,23,3,147,0,4,11,12,37,31,0,95,3,4,0,5,4,3,0,20,0,5,7,5,10,4,0,25,88,103,87,86,62,10,0,445,0,0,3,6,5,3,0,14,31,57,63,76,87,25,3,342,547,701,640,675,477,128,6,3182,16,31,27,34,38,9,4,158,731,980,898,1010,874,270,28,4792,568,738,668,727,519,145,12,3379,128,184,151,197,232,75,10,980,19,34,33,37,66,30,0,225,0,0,11,11,15,13,5,51,149,218,197,248,312,112,20,1247,16,31,27,34,38,9,4,158,731,980,898,1010,874,270,28,4792
211011260,5,16,32,110,151,56,5,377,161,166,148,139,89,22,3,736,3,7,17,42,50,32,3,145,0,0,0,0,0,0,0,0,12,13,32,62,92,42,9,256,6,10,5,30,44,25,9,128,0,0,4,3,6,0,0,23,4,0,6,0,15,12,0,34,204,192,133,137,72,12,4,763,0,5,0,7,8,6,8,29,88,90,89,134,115,43,3,569,1297,1124,1032,995,701,162,19,5323,52,41,44,45,34,4,0,216,1744,1574,1447,1533,1205,334,40,7877,1340,1177,1085,1082,772,182,18,5654,312,306,262,305,293,116,11,1606,35,45,53,79,76,26,5,325,0,5,3,24,29,9,9,74,350,355,321,411,396,149,24,2002,52,41,44,45,34,4,0,216,1744,1574,1447,1533,1205,334,40,7877
211011446,6,12,34,109,153,68,3,389,112,139,128,137,100,35,0,653,8,6,9,27,39,32,6,129,0,0,0,0,0,0,0,0,6,8,19,49,97,44,9,232,0,3,15,26,52,40,4,135,4,0,9,4,10,8,0,30,0,0,4,4,10,13,0,37,113,149,131,154,93,17,0,662,0,0,4,4,12,4,0,26,54,81,91,106,92,49,4,478,894,1046,951,944,672,170,11,4690,44,33,32,56,44,22,0,221,1195,1413,1337,1434,1171,388,37,6973,932,1097,1009,997,711,191,17,4950,194,243,247,281,314,118,12,1408,22,40,39,79,83,37,6,310,0,6,7,27,25,19,0,88,221,284,297,387,418,177,20,1805,44,33,32,56,44,22,0,221,1195,1413,1337,1434,1171,388,37,6973
211011447,0,6,25,52,74,23,3,195,40,70,67,61,37,12,0,289,0,4,4,12,31,10,4,67,0,0,0,0,0,0,0,0,5,6,25,24,38,16,0,114,0,0,8,15,22,15,5,66,5,4,4,5,0,0,0,16,0,0,5,0,13,3,0,26,71,98,60,63,45,7,0,343,0,0,0,5,0,3,0,9,24,45,48,49,59,11,6,236,300,417,356,372,258,56,11,1766,18,16,9,17,14,4,0,85,426,609,550,595,484,129,29,2820,312,436,384,395,286,63,13,1888,85,122,120,138,123,39,9,629,11,30,26,31,34,19,3,169,0,7,9,11,18,7,0,47,99,153,154,182,173,64,18,845,18,16,9,17,14,4,0,85,426,609,550,595,484,129,29,2820
