POW_SA2_CODE_2021,AgFF_Mng,AgFF_Pro,AgFF_Tech_trds_wks,AgFF_Com_persl_svce_wks,AgFF_Cler_admin_wks,AgFF_Sales_wks,AgFF_Mach_ops_dvrs,AgFF_Labourers,AgFF_IDNS,AgFF_Tot,Min_Mng,Min_Pro,Min_Tech_trds_wks,Min_Com_persl_svce_wks,Min_Cler_admin_wks,Min_Sales_wks,Min_Mach_ops_dvrs,Min_Labourers,Min_IDNS,Min_Tot,Mnf_Mng,Mnf_Pro,Mnf_Tech_trds_wks,Mnf_Com_persl_svce_wks,Mnf_Cler_admin_wks,Mnf_Sales_wks,Mnf_Mach_ops_dvrs,Mnf_Labourers,Mnf_IDNS,Mnf_Tot,EGWWS_Mng,EGWWS_Pro,EGWWS_Tech_trds_wks,EGWWS_Com_persl_svce_wks,EGWWS_Cler_admin_wks,EGWWS_Sales_wks,EGWWS_Mach_ops_dvrs,EGWWS_Labourers,EGWWS_IDNS,EGWWS_Tot,Const_Mng,Const_Pro,Const_Tech_trds_wks,Const_Com_persl_svce_wks,Const_Cler_admin_wks,Const_Sales_wks,Const_Mach_ops_dvrs,Const_Labourers,Const_IDNS,Const_Tot,WST_Mng,WST_Pro,WST_Tech_trds_wks,WST_Com_persl_svce_wks,WST_Cler_admin_wks,WST_Sales_wks,WST_Mach_ops_dvrs,WST_Labourers,WST_IDNS,WST_Tot,RetT_Mng,RetT_Pro,RetT_Tech_trds_wks,RetT_Com_persl_svce_wks,RetT_Cler_admin_wks,RetT_Sales_wks,RetT_Mach_ops_dvrs,RetT_Labourers,RetT_IDNS,RetT_Tot,AcFd_Mng,AcFd_Pro,AcFd_Tech_trds_wks,AcFd_Com_persl_svce_wks,AcFd_Cler_admin_wks,AcFd_Sales_wks,AcFd_Mach_ops_dvrs,AcFd_Labourers,AcFd_IDNS,AcFd_Tot,TPW_Mng,TPW_Pro,TPW_Tech_trds_wks,TPW_Com_persl_svce_wks,TPW_Cler_admin_wks,TPW_Sales_wks,TPW_Mach_ops_dvrs,TPW_Labourers,TPW_IDNS,TPW_Tot,IMT_Mng,IMT_Pro,IMT_Tech_trds_wks,IMT_Com_persl_svce_wks,IMT_Cler_admin_wks,IMT_Sales_wks,IMT_Mach_ops_dvrs,IMT_Labourers,IMT_IDNS,IMT_Tot,FinIns_Mng,FinIns_Pro,FinIns_Tech_trds_wks,FinIns_Com_persl_svce_wks,FinIns_Cler_admin_wks,FinIns_Sales_wks,FinIns_Mach_ops_dvrs,FinIns_Labourers,FinIns_IDNS,FinIns_Tot,RHRE_Mng,RHRE_Pro,RHRE_Tech_trds_wks,RHRE_Com_persl_svce_wks,RHRE_Cler_admin_wks,RHRE_Sales_wks,RHRE_Mach_ops_dvrs,RHRE_Labourers,RHRE_IDNS,RHRE_Tot,ProSTS_Mng,ProSTS_Pro,ProSTS_Tech_trds_wks,ProSTS_Com_persl_svce_wks,ProSTS_Cler_admin_wks,ProSTS_Sales_wks,ProSTS_Mach_ops_dvrs,ProSTS_Labourers,ProSTS_IDNS,ProSTS_Tot,AdSup_Mng,AdSup_Pro,AdSup_Tech_trds_wks,AdSup_Com_persl_svce_wks,AdSup_Cler_admin_wks,AdSup_Sales_wks,AdSup_Mach_ops_dvrs,AdSup_Labourers,AdSup_IDNS,AdSup_Tot,PubAS_Mng,PubAS_Pro,PubAS_Tech_trds_wks,PubAS_Com_persl_svce_wks,PubAS_Cler_admin_wks,PubAS_Sales_wks,PubAS_Mach_ops_dvrs,PubAS_Labourers,PubAS_IDNS,PubAS_Tot,EdTrn_Mng,EdTrn_Pro,EdTrn_Tech_trds_wks,EdTrn_Com_persl_svce_wks,EdTrn_Cler_admin_wks,EdTrn_Sales_wks,EdTrn_Mach_ops_dvrs,EdTrn_Labourers,EdTrn_IDNS,EdTrn_Tot,HltHC_SA_Mng,HltHC_SA_Pro,HltHC_SA_Tech_trds_wks,HltHC_SA_Com_persl_svce_wks,HltHC_SA_Cler_admin_wks,HltHC_SA_Sales_wks,HltHC_SA_Mach_ops_dvrs,HltHC_SA_Labourers,HltHC_SA_IDNS,HltHC_SA_Tot,ArtsR_Mng,ArtsR_Pro,ArtsR_Tech_trds_wks,ArtsR_Com_persl_svce_wks,ArtsR_Cler_admin_wks,ArtsR_Sales_wks,ArtsR_Mach_ops_dvrs,ArtsR_Labourers,ArtsR_IDNS,ArtsR_Tot,OthSvs_Mng,OthSvs_Pro,OthSvs_Tech_trds_wks,OthSvs_Com_persl_svce_wks,OthSvs_Cler_admin_wks,OthSvs_Sales_wks,OthSvs_Mach_ops_dvrs,OthSvs_Labourers,OthSvs_IDNS,OthSvs_Tot,IDNS_Mng,IDNS_Pro,IDNS_Tech_trds_wks,IDNS_Com_persl_svce_wks,IDNS_Cler_admin_wks,IDNS_Sales_wks,IDNS_Mach_ops_dvrs,IDNS_Labourers,IDNS_IDNS,IDNS_Tot
201021009,122,3,21,5,23,5,11,92,4,281,0,0,5,0,0,0,0,3,0,7,9,4,24,0,11,4,0,10,0,64,3,0,10,0,5,0,7,4,0,25,14,0,99,0,29,0,26,47,3,219,3,0,0,0,3,4,0,0,0,10,17,0,7,3,3,74,3,18,0,136,34,0,21,41,4,41,0,51,7,191,13,4,6,0,11,8,28,6,0,65,0,10,0,0,0,0,0,0,0,6,4,5,0,0,13,0,0,0,0,18,3,3,0,0,5,14,0,0,0,29,3,39,12,0,7,0,0,0,0,63,4,0,4,0,4,0,6,14,0,37,19,42,11,28,38,0,14,9,4,165,9,73,5,34,9,0,0,5,0,139,11,45,7,91,16,4,0,12,0,189,8,9,9,18,4,0,0,18,0,72,4,0,44,0,0,0,0,4,0,66,17,3,20,5,9,0,4,11,18,94
201021010,256,7,20,0,12,3,12,88,0,406,0,0,0,0,0,0,0,0,0,8,20,10,16,0,13,3,10,14,0,95,0,0,0,0,0,0,0,0,0,3,20,3,68,0,17,4,9,26,0,150,3,0,3,0,0,5,3,0,0,22,26,6,21,0,6,106,4,17,0,183,36,0,18,38,0,5,0,30,0,124,13,0,0,0,26,4,50,0,0,90,0,10,5,0,0,0,0,0,0,16,4,5,0,0,5,3,0,0,0,19,0,0,0,0,3,0,0,0,0,9,11,71,10,0,17,0,0,0,0,107,8,0,8,5,7,0,0,16,0,44,6,12,5,27,13,0,9,3,0,65,19,104,3,39,10,0,0,8,0,182,10,82,9,100,29,0,0,35,0,270,0,17,15,0,7,0,0,10,0,48,12,4,45,19,18,3,0,16,0,122,9,3,14,3,9,9,3,22,17,91
201021011,222,10,18,4,10,3,8,51,0,326,0,6,0,0,0,0,0,0,0,5,38,16,46,9,8,18,8,22,0,175,8,0,0,0,0,0,0,4,0,12,32,3,127,0,22,0,27,35,0,252,11,5,4,4,4,18,4,3,0,54,100,17,16,9,8,174,5,36,0,361,164,12,159,175,36,21,4,114,9,690,6,6,5,0,16,4,31,0,0,72,11,17,8,0,0,0,0,0,0,34,11,18,0,0,9,0,0,0,0,36,0,4,5,0,3,33,0,0,0,49,25,128,20,5,45,0,0,0,5,230,14,4,28,6,9,0,0,58,0,116,36,52,16,38,52,0,4,15,4,208,16,157,6,36,15,0,3,3,6,241,29,171,16,177,61,4,0,30,4,473,13,40,19,9,4,0,0,10,5,95,10,9,37,49,13,4,0,3,0,123,28,19,13,13,10,8,10,20,32,147
201021012,215,8,10,0,9,5,5,69,8,327,0,6,0,0,3,0,11,5,0,30,13,5,12,4,0,0,0,7,0,42,3,0,5,0,0,0,8,0,0,18,20,3,69,0,26,0,41,22,0,183,0,0,0,0,3,3,4,0,0,12,4,0,0,0,0,15,0,5,0,32,18,6,4,11,0,4,0,11,0,54,10,0,5,0,15,0,42,0,0,68,0,4,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,29,8,0,11,4,0,0,0,64,3,0,14,0,4,0,0,11,3,35,4,5,0,4,0,0,0,0,0,16,10,60,0,22,6,0,0,0,0,109,5,8,0,16,0,0,0,0,0,31,3,10,7,0,0,0,0,8,0,26,6,0,20,3,7,0,0,0,0,36,3,4,12,0,10,0,5,4,6,47
201031013,202,10,11,3,8,4,9,52,0,294,3,0,3,0,0,0,3,0,0,13,32,13,17,0,9,7,0,37,0,125,0,0,7,0,0,0,0,0,0,9,6,0,28,0,8,0,17,14,0,73,5,0,0,0,0,3,0,0,0,11,5,0,5,0,4,23,0,5,0,52,15,0,3,9,0,4,0,11,0,37,9,0,0,0,5,0,16,0,0,38,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,7,0,9,5,0,0,14,8,0,9,0,0,39,11,27,3,17,5,0,0,3,0,55,0,23,0,36,3,0,0,6,0,80,0,3,3,5,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,15,5,0,0,0,0,0,3,0,12,34
201031014,221,0,16,0,16,3,5,52,0,317,0,0,0,0,0,0,0,0,0,4,6,0,6,0,3,9,3,3,0,29,0,3,3,0,0,0,5,3,0,18,12,0,28,0,3,0,10,10,0,65,3,0,0,0,0,0,0,0,0,9,14,5,4,0,6,43,5,9,0,75,17,0,13,29,0,0,0,11,0,66,8,0,3,0,4,0,20,0,0,41,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,5,10,0,0,6,0,0,0,0,26,0,3,0,0,0,0,0,6,0,10,28,41,9,161,42,0,8,3,6,299,8,51,0,21,3,0,0,0,0,92,13,47,5,43,11,0,0,10,0,135,6,0,8,5,0,0,0,10,0,31,3,8,22,0,9,0,0,3,0,46,8,0,10,0,8,5,6,7,12,52
201031015,99,0,8,0,4,0,0,38,0,152,5,0,9,0,0,0,11,6,0,28,3,0,10,0,3,0,0,0,0,22,4,8,10,0,0,0,4,0,0,24,9,9,37,0,12,0,10,9,0,91,4,0,4,0,3,0,0,0,0,11,9,3,7,0,0,30,0,4,0,54,7,0,7,11,0,0,0,4,0,27,4,0,0,0,7,0,13,0,0,28,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,22,6,0,3,0,0,0,0,37,0,3,3,0,6,0,0,10,0,15,0,4,3,4,13,0,6,5,0,34,9,34,0,8,4,0,0,0,0,53,0,5,0,0,5,0,0,0,0,18,0,3,7,0,0,0,0,0,0,17,5,0,13,0,0,0,0,0,0,25,6,3,4,0,3,0,5,4,7,34
201031016,16,7,4,0,3,0,5,4,0,35,0,3,0,0,5,0,0,3,0,12,57,9,141,3,33,21,53,172,4,492,0,0,6,0,0,0,0,4,0,10,15,0,64,0,10,0,3,14,0,110,0,0,0,0,0,24,0,4,0,38,56,11,27,0,19,303,10,53,3,493,61,0,27,58,3,59,6,84,0,292,10,0,9,3,26,9,92,8,0,155,5,10,9,0,0,3,0,0,6,36,3,6,0,0,22,0,0,0,0,32,0,0,0,0,0,11,0,0,0,17,3,29,18,0,29,0,0,0,0,77,0,7,8,0,8,0,0,29,0,56,28,38,15,91,45,0,4,22,4,241,14,184,9,86,33,6,0,5,0,336,33,268,32,321,79,0,0,81,3,821,0,7,4,21,4,0,0,6,0,43,7,8,71,24,12,3,0,10,0,133,8,7,20,9,4,0,19,31,57,150
201031017,171,0,19,0,9,0,8,57,0,261,3,0,5,0,0,0,10,0,0,13,4,6,9,0,8,3,13,7,0,53,3,0,15,0,4,0,10,3,0,34,13,0,35,0,0,0,11,16,0,81,0,0,0,0,4,0,3,4,0,17,10,0,5,0,4,16,3,3,0,40,6,0,7,5,0,0,4,0,0,33,8,0,0,0,7,6,27,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,4,0,12,0,0,0,0,24,0,0,6,0,4,0,0,6,6,22,0,0,0,4,3,0,0,0,0,12,5,46,3,15,9,0,0,3,0,76,3,16,5,21,4,0,0,0,0,53,0,3,8,0,0,0,0,8,0,19,8,0,23,0,5,0,0,0,0,38,3,0,8,3,9,4,13,9,8,54
202011018,15,11,17,0,9,3,3,15,0,66,3,4,9,0,0,0,16,6,0,48,140,104,312,32,92,81,157,208,4,1129,58,75,18,0,63,0,16,12,4,235,116,34,427,12,90,18,58,122,8,876,27,12,3,0,16,62,41,10,0,167,364,77,119,27,80,1189,77,189,3,2132,236,8,241,592,44,230,43,482,9,1893,22,4,12,0,37,37,125,22,5,276,46,116,56,4,67,41,0,8,3,341,252,563,23,3,670,22,0,0,16,1562,27,43,7,6,52,181,7,9,3,335,90,564,111,0,294,0,0,12,7,1081,49,131,34,81,100,8,4,288,13,701,171,429,43,474,527,8,10,61,27,1760,117,856,30,273,151,0,0,16,15,1455,360,3650,205,1571,954,53,56,190,39,7088,59,39,18,135,25,14,5,23,5,320,71,114,321,144,73,15,3,46,0,804,56,50,55,51,57,41,33,80,166,588
202011019,10,0,3,0,0,0,0,4,0,25,4,3,3,0,0,0,13,7,0,27,31,11,61,0,17,11,23,56,0,204,3,0,0,0,0,0,14,4,0,29,36,0,130,0,28,6,25,56,3,284,3,0,4,0,5,9,7,0,0,35,36,12,26,0,12,124,11,7,0,231,26,0,17,24,0,90,3,99,0,256,12,0,4,0,19,3,71,7,0,115,4,3,0,0,0,0,0,0,0,6,3,9,0,0,30,0,0,0,0,49,0,0,3,0,0,3,0,0,0,9,3,21,4,0,14,0,0,0,0,40,0,3,7,11,10,0,0,26,0,56,0,9,0,12,3,0,6,3,0,36,10,162,10,67,18,0,0,3,0,263,23,79,6,250,30,0,0,5,0,397,7,0,4,15,3,0,0,4,0,41,9,9,50,12,8,0,0,3,0,95,7,12,14,12,11,5,15,11,19,101
202011020,23,4,11,0,7,6,14,15,3,83,4,10,7,0,4,0,10,0,0,39,98,42,161,10,68,37,76,164,3,670,5,8,5,0,8,3,27,10,0,72,156,13,529,0,136,9,88,126,15,1079,23,23,23,0,40,35,56,15,0,209,69,30,31,10,34,275,20,78,0,545,61,3,33,97,15,94,21,163,0,482,38,8,12,10,78,15,178,14,3,359,4,9,5,0,3,0,0,0,0,21,14,26,0,0,48,3,0,0,6,95,7,0,3,3,5,22,0,0,0,47,51,179,105,0,51,5,9,11,9,415,10,4,16,10,8,0,3,105,3,170,28,45,18,46,41,0,48,20,6,261,35,280,16,93,46,0,0,0,4,474,37,349,23,484,134,6,7,63,9,1108,15,6,8,13,7,10,0,0,0,67,27,25,131,35,33,5,11,22,0,288,25,24,58,6,30,17,35,63,53,321
