POW_SA2_CODE_2021,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20mo_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20mo_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
203011036,3,0,0,0,10,245,61,0,0,306
203021037,13,0,0,0,17,361,88,0,0,450
203021039,42,3,0,0,44,766,321,28,8,1125
203021040,11,3,0,0,12,475,89,0,0,572
203021042,17,0,0,0,20,417,68,0,0,484
203021043,20,0,0,0,20,368,73,0,0,444
203021044,0,0,0,0,0,200,37,4,0,238
203021045,12,3,0,0,14,297,80,6,5,378
203021046,13,0,0,0,13,346,78,0,3,421
203021047,19,3,0,0,19,361,102,3,0,466
203021485,3,0,0,0,4,126,20,0,0,145
203021486,3,0,0,0,3,188,44,3,0,235
203021487,22,0,0,0,18,418,81,0,0,504
203021488,4,0,0,0,4,115,34,0,0,146
203031048,9,5,0,0,10,314,61,3,0,379
203031049,15,0,0,0,18,252,58,3,7,317
203031051,9,0,0,0,9,206,38,0,0,248
203031052,6,0,0,0,6,181,44,0,4,231
203031053,24,6,0,0,27,773,134,0,0,905
203031489,13,0,0,0,13,250,46,0,4,302
203031490,22,0,0,0,24,475,93,9,5,577
204011054,5,0,0,0,16,250,68,0,6,325
204011055,8,0,0,0,10,240,101,3,10,352
204011056,15,0,0,0,19,292,63,0,0,356
204011057,16,0,0,0,24,354,130,9,4,499
204011058,7,0,0,0,7,125,41,0,4,170
204011059,0,0,0,0,0,122,47,3,0,176
204011060,4,0,0,0,6,116,24,0,0,139
204011061,0,0,0,0,0,11,5,0,0,10
204011062,15,4,0,0,15,163,40,0,5,207
204021063,14,3,0,0,18,236,105,3,0,352
204021064,5,0,0,0,5,187,38,0,5,231
204021065,0,3,0,0,8,104,32,0,0,139
204021066,17,4,0,0,18,371,183,15,6,574
204021067,15,3,0,0,17,402,111,0,3,518
204031068,6,0,0,0,6,170,50,6,0,224
204031069,17,4,0,0,19,328,137,0,7,474
204031070,0,0,0,3,3,86,32,0,3,118
204031071,3,0,0,0,3,131,49,0,0,183
204031072,16,0,0,0,13,300,91,0,11,403
204031073,9,0,0,0,11,217,47,0,0,269
204031075,0,0,0,0,0,190,27,0,0,214
204031491,7,0,0,0,13,190,38,0,0,232
204031492,26,5,0,4,30,371,171,7,4,554
205011076,22,6,0,3,30,392,140,0,12,543
205011077,7,6,0,0,9,240,71,0,3,313
205011078,4,0,0,0,6,223,80,6,7,319
205011079,16,0,0,0,20,578,197,10,10,793
205021080,0,0,0,0,0,0,0,0,0,0
205021081,19,4,0,0,28,371,176,9,3,557
205021082,10,9,0,3,18,284,98,0,14,395
205021083,0,0,0,0,0,0,0,0,0,0
205021084,4,0,0,0,4,215,69,0,0,288
205021085,9,0,0,0,11,233,61,0,9,299
205021086,6,0,0,0,6,130,31,0,0,166
205031087,17,0,0,0,13,444,182,3,10,646
205031088,0,0,0,0,0,15,0,0,0,9
205031089,14,0,0,0,16,374,89,0,8,469
205031090,23,6,0,0,25,443,196,8,3,648
205031091,9,4,0,0,12,389,110,0,3,507
205031092,0,0,0,0,0,0,0,0,0,0
205031093,29,4,0,0,36,808,217,7,15,1046
205041094,19,5,0,0,18,203,41,0,0,250
205041095,8,4,0,0,11,223,98,0,4,331
205041096,11,4,0,0,15,207,96,3,3,314
205041098,3,0,0,0,3,66,27,0,3,94
205041493,10,3,0,0,13,221,113,5,4,339
205041494,6,0,0,0,9,215,45,5,0,258
205051099,0,0,0,0,0,4,0,0,0,4
205051100,7,0,0,0,7,141,46,0,0,188
205051101,15,3,0,0,18,359,178,4,4,551
205051102,0,0,0,0,0,134,92,6,3,230
205051103,16,0,0,0,16,336,144,7,0,488
205051104,3,5,0,0,7,204,99,0,8,305
206011106,24,0,0,0,25,408,56,0,0,458
206011107,10,0,0,0,10,337,37,0,0,380
206011109,6,7,0,0,11,178,30,0,0,210
206011495,14,4,0,0,18,465,72,0,0,533
206011496,23,3,0,0,32,596,86,3,0,687
206011497,18,4,0,3,20,421,89,0,0,513
206011498,13,0,0,0,13,292,42,0,0,332
206021110,15,8,0,0,18,311,72,6,0,394
206021112,13,0,0,0,14,537,101,0,3,644
206021499,23,0,0,0,21,492,46,0,0,547
206021500,10,0,0,0,10,443,60,3,0,507
206031113,11,0,0,0,14,285,59,9,0,350
206031115,9,0,0,0,6,177,30,0,0,214
206031116,21,0,0,0,20,418,104,6,4,538
206031501,14,0,0,0,12,297,55,3,0,357
206031502,6,0,0,0,4,293,92,4,0,388
206041117,22,0,0,0,26,486,92,12,4,595
206041118,53,3,0,0,59,502,71,128,0,707
206041119,22,3,0,0,24,307,171,8,0,494
206041120,0,0,0,0,0,19,12,0,0,33
206041121,13,3,0,0,15,231,33,3,0,264
206041124,21,3,0,3,24,216,53,6,0,281
206041125,22,0,0,0,25,260,63,11,0,331
206041127,3,0,0,0,3,57,4,0,0,61
206041503,91,7,0,0,101,977,205,251,0,1430
206041504,37,4,0,0,45,430,99,6,0,530
206041505,90,6,0,0,107,2280,541,596,3,3424
206041506,27,0,0,0,28,484,98,8,5,586
206041507,0,0,0,0,0,0,0,0,0,0
206041508,29,5,0,5,37,203,47,118,5,369
206041509,16,0,0,0,23,315,19,4,0,336
206041510,15,0,0,0,15,200,38,4,0,239
206051128,25,3,0,0,33,583,107,9,0,695
206051129,15,0,0,0,19,435,53,3,0,492
206051130,14,0,0,0,14,336,62,3,0,404
206051134,4,0,0,0,4,409,59,3,0,473
206051511,39,6,6,0,45,699,95,39,0,832
206051512,37,3,0,0,40,597,142,18,0,760
206051513,12,3,0,0,21,398,42,4,0,449
206051514,16,8,0,0,19,463,54,0,0,526
206061135,12,0,0,0,16,400,64,15,0,475
206061136,25,9,0,3,31,670,136,10,3,814
206061138,12,0,0,0,10,388,79,3,0,470
206061515,18,0,0,0,19,312,70,11,0,392
206061516,16,4,0,0,22,340,85,10,0,436
206071139,15,8,0,0,28,360,62,4,0,421
206071140,5,0,0,0,8,343,35,0,0,376
206071141,25,3,0,0,29,536,87,9,0,633
206071142,22,3,0,0,28,574,146,8,0,731
206071143,8,5,0,0,13,493,72,5,3,576
206071145,7,0,0,0,8,343,26,0,0,372
206071517,34,6,0,0,48,699,146,17,3,872
206071518,20,3,0,0,24,464,172,10,0,639
207011146,8,0,0,0,8,196,33,3,0,235
207011147,17,0,0,0,20,364,70,5,0,446
207011148,18,0,0,0,18,359,72,9,0,441
207011149,19,0,0,0,26,548,96,10,0,655
207011150,16,0,0,0,20,415,65,3,0,489
207011152,21,0,0,0,19,435,100,13,0,549
207011154,6,0,0,0,9,186,30,4,0,222
207011155,19,0,0,0,21,392,78,3,0,473
207011519,12,0,3,0,15,259,51,10,0,316
207011520,15,0,0,0,15,357,61,4,6,427
207011521,22,0,0,0,22,305,75,6,0,389
207011522,21,3,0,0,27,348,65,4,0,415
207021156,8,0,0,0,12,206,49,3,0,256
207021157,22,0,0,0,26,492,52,12,0,550
207021159,12,6,0,0,16,269,59,6,0,328
207021160,13,0,0,0,13,242,49,7,0,298
207021424,8,3,0,0,14,255,38,0,0,288
207021425,17,0,0,0,21,313,53,5,0,374
207031161,22,0,0,0,32,550,63,11,0,628
207031162,7,0,0,0,10,190,39,0,0,234
207031163,36,3,0,0,36,565,123,6,0,694
207031164,20,0,0,0,20,333,58,0,0,391
207031165,13,0,0,0,12,261,39,3,0,301
207031166,8,0,0,0,8,187,37,3,0,229
207031167,10,0,0,0,10,205,33,0,0,240
208011168,15,0,0,0,15,343,50,0,4,397
208011169,35,8,0,0,39,715,161,10,3,890
208011170,10,0,0,0,10,393,47,4,0,440
208011171,15,0,0,0,17,377,54,0,3,433
208011172,19,0,0,0,24,461,87,3,0,548
208011173,15,4,0,0,20,437,85,4,0,528
208021174,17,0,0,0,20,573,104,9,0,683
208021176,18,0,0,0,20,375,44,3,0,422
208021177,29,3,0,0,34,665,92,0,0,765
208021178,20,0,0,0,25,546,60,4,4,616
208021179,21,6,0,0,25,439,78,0,4,519
208021180,7,0,0,0,7,148,14,0,0,164
208021181,7,0,0,0,7,193,33,0,0,225
208021182,12,0,0,0,11,268,50,0,0,312
208021426,16,0,0,0,12,360,67,10,0,436
208021427,8,0,0,0,8,268,27,0,0,300
208031183,10,0,0,0,10,131,28,0,0,158
208031184,14,4,0,0,14,201,67,12,0,277
208031185,11,0,0,0,11,189,39,0,0,231
208031186,7,0,0,0,5,251,51,3,0,300
208031187,7,0,0,0,7,119,31,0,0,140
208031188,23,5,0,0,33,641,147,10,0,797
208031189,7,3,0,0,7,270,46,0,0,313
208031190,12,3,0,0,15,334,54,0,4,389
208031191,29,5,0,4,38,510,150,9,4,665
208031192,0,4,0,0,8,36,14,0,0,44
208031193,18,0,0,0,17,540,95,7,0,643
208041194,20,4,0,0,24,643,194,6,0,847
208041195,21,0,0,0,21,507,82,0,0,592
209011196,5,0,0,0,9,186,37,4,0,228
209011197,15,5,0,0,22,414,96,9,4,519
209011198,17,0,0,0,21,408,98,0,0,513
209011199,22,0,0,0,29,426,81,0,4,512
209011200,14,3,0,0,15,330,69,3,0,408
209011201,3,0,0,0,3,169,40,0,0,211
209011202,16,0,0,0,16,382,50,3,0,436
209011203,10,0,0,0,9,268,26,0,0,296
209011204,6,0,0,0,7,151,28,0,0,176
209021205,11,0,0,0,9,160,14,0,0,180
209021428,28,6,0,0,40,694,172,15,0,880
209021429,8,0,0,0,11,293,21,0,0,312
209021523,8,0,0,0,8,232,32,0,0,262
209021524,11,0,0,0,11,115,10,3,3,127
209021525,6,0,0,0,6,205,32,0,0,234
209021526,13,4,0,0,19,329,49,0,0,374
209031209,28,0,0,0,24,666,132,9,0,805
209031210,3,0,0,0,4,102,25,0,0,125
209031211,7,0,0,0,7,96,20,0,0,116
209031212,7,0,0,0,9,144,24,0,0,167
209031213,8,0,0,0,8,168,27,0,0,195
209031214,5,0,0,0,5,189,24,0,0,212
209031215,5,0,0,0,5,286,47,0,0,333
209041216,8,0,0,0,8,157,20,0,0,176
209041217,3,0,0,0,3,112,29,4,0,140
209041220,13,0,0,0,19,294,39,4,0,338
209041221,0,0,0,0,0,121,11,0,0,130
209041223,30,8,0,0,39,556,153,14,3,724
209041224,14,0,0,0,14,338,60,0,4,408
209041225,9,0,0,3,11,203,39,0,3,246
209041431,6,0,0,0,6,140,21,0,0,164
209041432,24,5,0,0,28,242,51,0,0,292
209041433,6,0,0,0,6,188,28,0,0,218
209041435,9,0,0,0,9,132,15,0,0,148
209041436,7,0,0,0,10,185,36,0,0,219
209041437,15,0,0,0,15,323,21,0,0,343
209041527,7,0,0,0,7,243,27,0,3,276
209041528,0,0,0,0,5,166,16,0,0,178
209041529,11,0,0,0,11,142,35,0,4,176
209041530,4,0,0,0,7,165,47,0,0,218
209041531,7,0,0,0,9,133,9,0,3,150
209041532,3,0,0,0,4,141,18,0,0,158
210011226,7,10,0,0,13,191,68,0,0,262
210011227,4,0,0,0,4,36,12,0,0,48
210011228,22,5,0,0,28,393,128,10,0,535
210011230,3,0,0,0,8,154,42,0,0,197
210011231,3,0,0,0,3,176,42,0,0,212
210011533,7,0,0,0,7,160,18,0,0,179
210011534,10,0,0,0,8,220,43,6,0,262
210021232,12,0,0,0,10,351,76,3,0,423
210021233,5,0,0,0,5,94,15,0,0,114
210021234,0,0,0,0,0,97,23,0,0,122
210021235,8,0,0,0,8,245,77,0,0,319
210031236,14,7,0,0,19,338,90,4,0,435
210031237,11,0,0,0,11,258,28,3,0,286
210031439,0,0,0,0,0,38,6,0,0,41
210031440,4,0,0,0,4,89,26,0,0,113
210031535,7,0,0,0,7,222,28,0,0,250
210031536,5,3,0,0,0,135,25,3,0,167
210031537,3,0,0,0,3,70,12,0,0,84
210031538,12,0,0,0,11,294,35,0,0,331
210041240,13,0,0,0,13,231,23,0,0,258
210041539,0,0,0,0,0,78,12,0,0,93
210041540,10,0,0,0,12,341,90,5,0,439
210041541,0,0,0,0,0,127,22,0,0,151
210051242,11,4,0,0,20,280,38,4,0,324
210051243,34,12,0,0,55,651,216,9,0,877
210051245,9,3,0,0,14,248,61,0,3,313
210051246,13,4,0,0,17,307,51,3,0,362
210051247,8,0,0,0,10,139,18,0,0,160
210051248,13,3,0,0,23,173,12,0,0,187
210051250,9,6,0,0,12,170,46,0,0,222
210051441,0,0,0,0,0,96,19,0,0,117
210051442,3,0,0,0,3,139,15,0,0,147
210051443,14,5,0,0,18,345,53,0,0,402
210051445,11,0,0,0,13,284,31,0,0,315
210051542,3,0,0,0,3,100,4,0,0,108
210051543,7,0,0,0,7,173,20,3,0,200
210051544,15,4,0,0,20,246,44,5,0,294
210051545,0,0,0,0,6,159,16,0,0,176
211011251,24,8,0,0,35,473,154,10,0,637
211011254,26,6,0,0,35,429,71,4,0,508
211011255,0,0,0,0,0,113,16,0,0,131
211011256,21,0,0,0,21,295,49,4,0,347
211011257,4,0,0,0,3,147,35,3,0,184
211011258,12,0,0,0,12,188,31,4,0,222
211011259,10,0,0,0,15,270,47,0,4,322
211011260,15,5,0,0,18,360,69,0,3,422
211011446,21,0,0,0,23,508,87,13,0,609
211011447,11,0,0,0,11,266,51,0,0,315
211011448,10,4,0,0,12,329,83,5,0,417
211011449,5,0,0,0,6,85,19,0,0,104
211021261,18,0,0,0,20,304,51,3,0,357
211021262,12,0,0,0,12,272,46,0,0,320
211031263,11,0,0,0,18,319,78,6,0,400
211031265,9,0,0,0,9,255,47,0,0,310
211031266,33,0,0,0,38,530,118,5,0,657
211031267,21,3,0,0,21,402,81,0,0,479
211031268,7,0,0,0,7,174,27,0,0,197
211031450,17,0,0,0,14,357,103,0,0,456
211031451,5,0,0,0,11,264,44,0,0,303
211031452,3,0,0,0,9,109,35,0,0,146
211041269,10,0,0,0,7,193,32,3,3,228
211041270,20,3,0,0,22,370,73,0,0,443
211041271,10,5,0,0,17,289,52,0,0,343
211041272,14,0,0,0,14,215,39,0,0,253
211041273,3,0,0,0,9,215,30,0,0,247
211051274,7,0,0,0,7,258,54,0,0,309
211051275,15,0,0,0,11,244,35,0,0,278
211051276,7,0,0,0,14,440,100,0,9,540
211051277,9,0,0,0,9,188,46,0,0,233
211051278,11,0,0,0,18,520,109,10,0,633
211051279,12,0,0,0,10,202,51,4,0,252
211051280,10,0,0,0,10,134,26,0,0,158
211051281,14,0,0,0,13,381,76,3,0,467
211051282,13,0,0,0,15,314,68,0,5,386
211051283,8,0,0,0,9,257,60,0,0,316
211051284,7,0,0,0,7,275,49,0,0,323
211051285,6,0,0,0,6,203,58,0,0,266
211051286,22,3,0,0,28,376,88,4,3,473
212011289,11,0,0,0,12,413,78,4,0,498
212011546,16,3,0,0,15,410,74,5,0,494
212011547,9,7,0,0,18,241,65,0,3,309
212011548,11,0,0,0,10,272,76,0,0,352
212011549,3,0,0,0,9,223,28,0,3,256
212011550,0,0,0,0,4,137,35,0,0,168
212011551,3,5,0,0,14,193,61,10,0,261
212011552,17,4,0,0,28,426,84,5,0,513
212021293,19,0,0,0,28,575,111,11,4,707
212021295,5,0,0,0,3,126,26,0,0,156
212021297,17,7,0,5,24,353,87,9,6,455
212021299,7,0,0,0,10,167,25,0,0,188
212021453,10,0,0,0,10,155,17,0,0,176
212021454,6,0,0,0,6,194,34,0,0,234
212021455,7,0,0,0,7,182,17,0,0,203
212021456,26,5,0,0,31,304,72,5,0,380
212021553,9,3,0,0,9,268,31,3,0,303
212021554,8,0,0,0,8,184,26,0,0,203
212031300,15,5,0,0,19,415,93,6,4,512
212031303,16,4,0,0,21,284,65,0,0,347
212031304,7,0,0,0,14,310,50,3,0,362
212031306,7,0,0,0,7,211,39,0,0,259
212031308,8,0,0,0,5,190,47,0,0,241
212031457,8,0,0,0,9,181,21,0,0,199
212031458,5,0,0,0,3,190,29,0,0,220
212031555,4,0,0,0,4,138,15,0,0,150
212031556,6,0,0,0,6,237,27,0,0,264
212031557,7,0,0,0,7,272,27,0,0,297
212031558,0,0,0,0,3,155,12,0,0,168
212031559,4,0,0,0,4,145,19,0,0,167
212031560,3,0,0,0,3,131,17,0,0,145
212031561,3,0,0,0,3,125,12,0,0,140
212031562,0,0,0,0,0,140,31,0,0,176
212041309,9,0,0,0,11,214,24,3,0,243
212041310,11,3,0,0,21,286,60,0,0,352
212041312,5,0,0,0,0,246,38,0,0,284
212041313,7,0,0,0,7,179,27,4,0,207
212041316,3,0,0,0,3,147,15,0,0,166
212041317,21,0,0,0,24,429,154,3,0,592
212041318,3,0,0,0,3,130,28,0,0,159
212041459,9,0,0,0,9,167,26,6,0,192
212041460,10,3,0,0,13,206,43,0,0,257
212041563,45,5,0,0,50,536,156,5,3,706
212041564,85,12,0,8,105,884,206,17,11,1112
212041565,23,9,0,0,24,276,73,4,0,356
212041566,11,0,0,0,12,206,31,3,3,244
212051319,16,0,0,0,18,355,43,0,0,396
212051321,13,0,0,0,13,324,44,3,0,374
212051322,16,0,0,0,21,425,67,0,0,499
212051323,13,4,0,0,14,288,45,0,0,332
212051324,29,3,0,0,32,463,100,9,5,573
212051325,34,8,0,0,38,487,99,8,4,594
212051326,21,0,0,0,29,598,143,5,6,750
212051327,8,0,0,0,8,331,70,0,0,401
212051567,32,3,0,0,40,307,53,13,0,370
212051568,19,3,0,0,18,302,55,5,0,362
213011328,5,0,0,0,5,118,14,0,0,133
213011329,9,0,0,0,10,123,17,0,0,140
213011331,0,0,0,0,0,74,19,0,0,92
213011332,4,0,0,0,5,158,28,0,0,187
213011333,3,0,0,0,3,101,17,0,0,113
213011334,15,0,0,0,15,246,67,3,0,319
213011335,14,0,0,0,14,208,32,0,0,242
213011336,14,0,0,0,15,276,80,5,0,359
213011337,14,0,0,0,13,218,62,3,3,285
213011338,21,0,0,0,27,400,65,0,3,473
213011339,4,0,0,0,8,142,20,0,0,164
213011340,5,3,0,0,9,227,62,0,0,286
213011569,6,0,0,0,7,180,32,0,0,219
213011570,10,7,0,0,16,207,52,3,0,270
213021341,10,0,0,0,12,293,63,0,0,353
213021342,12,0,0,0,11,207,21,0,0,233
213021343,23,0,0,0,19,361,70,9,0,438
213021344,15,0,0,0,19,428,74,0,0,507
213021345,4,0,0,0,4,72,10,0,0,73
213021346,20,0,0,0,25,430,110,7,5,550
213031347,14,0,0,0,22,351,63,4,0,412
213031348,29,9,0,3,36,564,159,0,0,723
213031349,8,5,0,0,10,232,52,4,0,287
213031350,9,0,0,0,9,207,42,0,0,251
213031351,7,3,0,0,16,305,52,4,0,365
213031352,12,0,0,0,12,407,60,0,0,476
213041353,11,5,0,0,20,399,93,10,0,501
213041358,13,0,0,0,16,181,47,6,0,232
213041359,22,9,0,0,30,378,57,3,0,437
213041360,13,4,0,0,15,210,25,0,0,233
213041461,0,0,0,0,5,52,12,0,0,63
213041462,0,0,0,0,0,66,3,0,0,69
213041463,7,0,0,0,9,255,41,3,0,304
213041571,6,0,0,0,6,87,6,0,0,97
213041572,3,0,0,0,3,72,5,0,0,72
213041573,0,0,0,0,0,32,11,0,0,46
213041574,3,0,0,0,6,155,30,0,0,179
213041575,0,0,0,0,0,170,23,0,0,195
213041576,3,3,0,0,8,145,21,0,0,173
213041577,11,3,0,0,12,177,55,5,0,236
213041578,3,0,0,0,3,148,21,0,0,173
213051361,13,3,0,0,12,349,97,5,0,450
213051362,12,0,0,0,17,261,31,5,0,297
213051363,18,4,0,0,25,375,73,4,4,461
213051368,13,7,4,0,19,358,125,3,0,488
213051464,10,0,0,0,10,258,26,0,0,284
213051466,11,0,0,0,11,254,16,0,0,269
213051467,7,0,0,0,7,203,31,6,0,233
213051468,10,0,0,0,11,266,27,0,0,297
213051579,3,0,0,0,3,109,10,0,0,124
213051580,8,0,0,0,15,237,53,7,0,288
213051581,9,0,0,0,12,109,9,0,0,128
213051582,7,0,0,0,7,134,16,0,0,152
213051583,12,0,0,0,12,354,29,0,0,384
213051584,0,0,0,0,0,91,7,0,0,100
213051585,6,0,0,0,6,145,13,0,0,162
213051586,17,0,0,0,15,287,37,0,0,322
213051587,9,0,0,0,9,128,11,0,0,140
213051588,5,0,0,0,5,270,23,0,0,291
213051589,9,0,0,0,9,92,6,0,0,102
213051590,6,0,0,0,6,138,22,0,0,162
214011370,36,8,0,0,48,566,162,8,3,741
214011371,31,3,0,0,36,616,184,3,0,807
214011372,7,0,0,0,8,276,43,4,0,324
214011373,7,4,0,0,10,356,40,0,0,398
214011374,17,3,0,0,18,468,76,0,0,546
214011375,10,5,0,0,20,414,88,7,0,510
214011376,5,0,0,0,10,224,21,0,0,243
214021377,10,0,0,0,17,311,69,5,10,396
214021378,8,0,0,0,9,331,61,0,11,396
214021379,26,3,0,0,29,529,106,4,0,639
214021381,18,0,0,0,18,503,71,4,4,587
214021382,22,3,0,0,24,474,63,0,0,540
214021383,25,0,0,0,30,631,135,0,9,783
214021384,21,6,0,0,19,442,113,0,9,571
214021385,24,8,0,0,26,571,130,3,0,702
214021591,16,0,0,0,17,411,116,3,0,527
214021592,6,0,0,0,13,346,114,0,0,463
215011386,7,0,0,0,8,120,40,0,0,166
215011387,0,0,0,0,5,179,75,0,3,258
215011388,7,0,0,0,5,290,128,7,7,434
215011389,4,0,0,0,6,174,85,0,3,265
215011390,8,0,0,0,11,303,161,0,0,462
215011391,6,0,0,0,6,102,69,0,3,176
215011392,9,6,0,0,8,212,89,0,4,305
215011393,0,0,0,0,4,119,156,0,3,283
215011394,4,0,0,0,4,182,111,0,4,306
215021395,10,0,0,0,10,156,53,4,0,217
215021396,0,0,0,0,0,83,27,6,3,120
215021398,6,0,0,0,0,169,87,3,0,259
215021399,0,0,0,0,0,113,63,0,4,172
215021469,12,7,0,0,16,359,196,9,5,568
215021470,5,0,0,0,11,174,34,0,0,208
215031400,5,0,0,0,9,188,97,0,6,295
215031401,6,0,0,0,4,235,93,0,8,338
215031402,5,0,0,0,3,92,33,0,0,125
215031403,3,0,0,0,9,47,35,0,0,84
215031404,7,4,0,0,13,230,108,12,3,351
215031405,3,0,0,0,7,148,78,0,8,235
216011406,9,3,0,0,14,355,181,16,0,551
216011407,14,3,0,0,17,265,107,0,9,377
216011408,3,0,0,0,0,162,57,0,5,226
216011409,3,0,0,0,4,83,61,0,0,147
216011410,3,0,0,0,3,154,39,0,6,204
216021411,0,0,0,0,8,110,48,4,4,165
216021412,5,0,0,0,5,96,28,0,0,133
216021413,9,3,0,0,15,392,124,6,8,526
216021414,5,0,0,0,6,145,51,0,0,198
216031415,0,0,0,0,0,82,18,0,0,99
216031416,14,7,0,0,19,374,139,7,3,518
216031418,0,0,0,0,5,154,38,0,6,195
216031419,7,0,0,0,12,294,90,5,5,391
216031593,7,0,0,0,7,143,26,0,0,169
216031594,10,0,0,0,10,236,81,3,0,325
217011420,14,7,0,0,17,350,174,0,8,533
217011421,11,7,0,0,12,244,113,3,3,366
217011422,4,0,0,5,11,207,94,3,10,307
217011423,13,0,0,0,13,351,233,0,15,611
217031471,4,0,0,0,4,77,39,0,8,121
217031472,9,0,0,0,13,246,139,6,3,398
217031473,7,0,0,0,11,247,107,0,5,368
217031474,10,4,0,0,13,218,103,4,3,324
217031475,23,0,0,0,23,399,191,0,15,603
217031476,7,0,0,0,7,182,53,3,5,247
217041477,9,4,0,0,11,355,201,0,15,570
217041478,8,0,0,0,11,351,191,0,10,551
217041479,18,3,0,0,20,381,90,7,0,483
217041480,21,4,3,0,30,425,215,43,7,683
297979799,0,0,0,0,0,0,0,0,0,0
299999499,909,59,4,15,986,33670,3375,56,218,37324
