POW_SA2_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
201021009,0,0,8,8,0,12,30,3,0,0,0,36,28,0,4,4,0,38,11,0,7,3,0,17,25,3,6,3,0,44,26,3,3,4,0,43,58,7,11,8,0,81,106,15,16,0,0,142,106,10,18,4,0,137,64,13,10,3,0,101,56,16,10,3,0,86,44,5,6,0,0,53,62,13,7,5,0,84,8,4,0,0,0,15,16,11,9,0,0,34,6,4,0,0,0,19,651,120,111,42,14,939,0,0,0,4,0,7,44,0,0,4,0,48,57,3,6,4,0,67,46,5,11,3,0,68,63,4,11,0,0,77,92,5,0,5,0,105,130,7,18,5,0,157,108,11,7,3,0,133,81,9,9,0,0,91,55,7,3,5,0,61,46,3,7,0,0,56,18,0,3,0,0,20,28,4,3,0,0,31,5,0,0,0,0,7,4,0,0,0,0,5,7,0,0,0,0,13,777,49
201021010,3,3,5,5,3,16,14,0,0,5,3,29,14,0,0,5,4,23,14,0,23,14,0,42,16,5,7,9,0,38,43,16,26,7,0,94,44,11,15,11,0,78,98,18,17,6,3,147,107,23,23,3,5,158,79,14,17,4,3,120,73,14,18,0,3,106,34,6,18,4,0,57,46,16,5,3,0,65,9,8,3,0,0,24,10,13,3,0,3,34,11,4,8,3,4,31,619,139,181,80,32,1051,0,0,0,9,0,7,36,0,0,8,0,44,34,0,10,8,0,50,34,9,11,3,4,54,63,3,12,0,0,83,103,8,12,3,0,130,113,13,18,10,4,149,105,9,17,5,0,136,95,7,16,3,0,122,44,8,3,5,3,58,46,9,4,0,0,61,26,4,6,0,0,30,33,4,0,0,0,37,3,0,4,0,0,10,0,3,0,0,0,8,6,0,0,0,0,9,750,78
201021011,5,3,4,9,0,23,33,0,3,0,4,44,34,3,10,8,3,68,24,6,21,9,0,64,25,10,29,8,8,77,65,21,40,9,8,134,102,17,40,4,5,162,161,27,50,5,6,246,169,30,42,0,4,246,103,20,39,5,0,159,88,15,35,9,5,142,40,17,18,4,4,91,67,41,23,4,0,131,17,7,9,0,0,31,23,31,24,6,3,76,3,0,3,9,0,17,961,256,376,84,43,1716,6,0,7,9,0,17,50,0,10,12,0,69,68,6,16,12,5,105,76,3,27,9,3,121,107,9,27,8,4,155,168,9,46,13,3,236,200,12,34,13,4,261,211,11,39,6,0,264,196,19,37,4,5,254,116,18,19,0,0,161,89,15,9,0,0,119,36,10,11,0,0,59,57,12,12,3,0,87,8,3,7,0,0,20,11,6,8,0,0,27,13,0,0,4,0,18,1402,147
201021012,4,0,0,11,0,21,13,0,3,0,0,14,11,0,3,4,0,19,7,0,8,9,0,27,16,6,9,3,4,33,24,7,19,12,0,60,29,11,12,6,3,57,33,17,18,4,0,74,44,25,8,0,0,86,47,13,18,7,0,77,35,27,7,3,0,70,26,18,9,0,0,56,54,18,8,0,0,69,16,0,4,0,0,18,16,5,6,0,0,25,6,7,5,0,0,12,379,154,123,56,13,725,0,0,0,7,0,10,18,0,0,0,0,23,13,5,3,6,0,30,17,0,3,5,0,27,26,0,4,0,0,32,18,3,13,3,0,47,23,3,0,9,0,38,24,5,9,0,0,42,37,12,8,0,0,55,16,3,7,0,0,25,19,3,0,0,0,26,12,3,3,0,0,17,17,0,3,0,0,16,7,0,0,0,0,10,6,3,0,0,0,9,0,0,0,0,0,7,256,53
201031013,0,0,3,5,0,11,7,0,0,6,0,16,9,0,5,4,0,23,7,5,7,6,0,23,6,0,12,10,4,31,17,4,9,10,0,39,30,8,12,3,0,51,55,11,13,3,0,77,50,10,18,4,3,91,34,7,11,4,0,46,29,10,11,0,6,49,16,0,5,0,0,23,34,9,4,0,4,45,9,0,3,0,0,15,4,0,3,0,0,13,0,0,0,0,0,8,304,61,104,63,13,553,0,0,3,7,0,11,13,0,4,0,0,19,5,0,0,7,0,16,20,6,0,5,0,28,17,0,6,5,0,32,37,5,4,4,0,49,34,3,8,0,0,45,32,4,5,0,0,34,37,4,6,5,0,50,30,0,0,5,0,30,11,0,3,0,0,9,10,0,0,0,0,6,19,0,0,4,0,17,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,256,25
201031014,3,0,4,7,0,15,12,0,0,4,0,13,9,0,0,7,0,11,11,0,4,5,0,16,15,4,6,3,0,29,14,5,12,3,3,34,31,8,8,0,0,53,54,14,8,5,0,81,55,9,11,0,4,86,57,14,14,0,0,87,65,7,10,3,3,89,55,0,3,0,0,59,82,10,6,0,0,94,11,0,4,0,0,16,7,0,9,0,0,16,5,0,0,5,5,9,468,84,101,43,18,715,0,0,0,7,0,6,21,0,0,6,0,23,17,0,3,4,0,22,24,3,6,0,0,28,16,0,3,4,0,30,50,0,6,4,0,65,53,6,9,4,0,71,57,3,0,3,5,72,71,3,4,4,0,83,45,3,4,0,0,58,46,0,4,4,0,53,39,4,4,0,0,44,19,0,0,0,0,28,3,3,0,0,0,8,5,0,0,0,0,10,6,3,0,3,0,15,472,39
201031015,0,0,0,3,0,6,0,0,0,0,0,7,8,0,6,0,0,13,9,0,3,0,0,8,7,0,7,0,0,11,13,12,9,5,0,32,20,3,7,0,0,38,36,9,5,3,0,48,45,9,9,3,0,68,24,4,11,0,0,38,16,6,7,3,0,31,16,0,4,0,0,19,27,5,5,4,0,40,3,3,0,0,0,13,5,5,3,0,0,15,3,0,4,0,0,3,239,50,76,27,9,393,0,0,3,7,0,8,9,0,0,0,0,13,6,0,0,4,0,14,13,0,6,4,0,16,12,0,6,0,0,15,20,7,4,0,0,36,20,0,8,4,0,32,22,0,0,0,0,21,22,5,4,3,0,30,18,0,5,0,0,24,14,0,4,0,0,19,6,0,0,5,0,9,10,0,0,0,0,15,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,182,19
201031016,7,0,0,4,0,9,57,0,0,0,5,61,33,0,6,3,0,41,36,0,15,0,0,52,49,3,0,0,0,55,80,3,13,5,0,105,125,10,18,0,6,147,241,12,21,0,4,273,235,17,7,0,0,259,133,12,7,0,4,162,91,16,9,0,0,111,45,3,0,0,0,55,97,9,7,0,0,117,17,0,0,0,0,24,10,11,7,0,0,27,17,4,0,0,0,23,1267,104,108,14,30,1522,8,0,0,7,0,12,86,0,4,0,0,90,66,0,0,4,4,78,91,6,14,4,3,113,93,10,8,0,0,113,219,4,20,0,4,245,291,6,13,3,3,325,281,7,17,0,4,311,276,0,7,0,5,287,132,4,0,0,0,133,121,0,0,0,4,132,54,5,0,0,0,62,91,0,3,0,3,95,8,3,0,0,0,11,10,5,5,0,0,18,21,0,0,0,0,23,1851,64
201031017,0,0,0,10,0,9,7,4,8,3,0,18,8,4,3,9,0,20,3,9,8,7,0,26,19,9,9,0,0,35,23,6,6,4,0,37,27,10,14,9,3,59,41,10,17,5,0,81,39,10,11,0,0,63,35,10,7,6,0,61,34,9,9,4,0,55,14,6,3,0,0,28,21,3,0,3,0,29,3,4,0,0,0,9,8,10,0,0,0,17,4,3,3,0,0,17,293,93,113,49,14,564,0,0,0,3,0,8,5,0,0,6,0,7,5,4,0,4,0,13,17,3,4,0,0,24,23,0,6,3,0,31,32,0,4,0,0,43,26,0,3,5,0,37,33,3,10,0,0,47,29,0,5,0,0,42,15,0,0,4,0,21,13,3,0,0,0,15,10,0,0,0,0,17,9,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,7,228,28
202011018,25,0,0,8,0,39,256,4,3,3,5,269,178,7,9,0,5,194,160,5,12,4,4,180,229,12,23,4,0,273,388,18,28,5,6,444,517,19,32,4,4,575,879,42,43,3,4,980,1084,57,46,4,8,1196,888,31,38,0,4,958,913,58,26,5,0,1001,681,46,16,0,0,747,1203,107,36,0,3,1340,196,52,8,0,0,262,286,133,51,3,0,467,63,7,0,3,12,88,7935,586,369,55,62,9011,43,0,0,13,0,56,368,3,6,4,0,387,419,8,12,5,0,446,389,3,17,8,3,429,595,9,20,5,6,642,1107,21,32,8,9,1172,1417,21,37,3,7,1490,1766,28,39,0,7,1851,1961,29,42,4,4,2038,1575,16,28,0,4,1626,1284,25,12,3,5,1330,841,22,17,4,6,887,973,52,20,0,3,1047,119,16,8,0,0,143,137,54,16,4,0,206,79,5,10,3,4,99,13087,310
202011019,4,0,0,3,0,4,56,0,0,0,0,62,35,0,0,0,0,44,29,0,4,0,0,35,33,5,15,0,0,52,71,0,11,0,0,92,86,4,15,0,3,104,138,12,13,0,3,179,172,15,23,0,0,212,85,10,15,0,0,119,68,12,12,0,0,95,55,9,9,0,0,71,54,8,10,0,0,77,8,0,0,0,0,10,7,5,0,0,0,9,11,0,3,0,3,17,915,92,144,16,16,1180,4,0,0,0,0,10,55,0,3,0,0,56,45,5,11,0,0,60,43,0,5,0,0,50,62,5,5,5,0,79,113,5,8,0,3,128,135,3,13,4,0,157,137,5,16,4,0,162,120,5,6,0,0,136,72,4,3,0,0,86,67,0,3,0,0,73,38,0,3,0,0,36,44,5,5,0,0,55,0,0,0,0,0,4,9,4,0,0,0,18,8,0,0,0,0,8,958,43
202011020,9,0,0,0,0,12,111,0,0,0,0,117,75,0,0,0,0,85,56,6,8,7,6,74,78,3,9,0,4,96,169,15,22,3,0,204,273,16,28,3,4,318,465,29,19,3,6,520,575,41,14,0,0,636,403,48,26,4,0,480,329,38,16,0,0,381,228,29,13,0,0,271,249,65,24,0,0,344,35,28,4,0,0,71,53,32,6,4,3,99,31,3,0,0,0,34,3136,356,188,30,29,3738,3,0,0,3,0,14,120,0,3,0,0,123,121,4,6,8,0,135,121,3,13,0,0,140,141,3,10,0,0,151,293,12,13,5,7,326,415,3,21,0,0,443,449,16,15,4,0,477,390,19,19,0,0,426,232,18,6,6,4,259,200,14,16,0,0,232,107,11,7,0,0,127,98,20,16,3,0,136,19,5,5,0,0,33,18,7,0,0,0,34,14,0,0,0,0,18,2730,139
