POW_SA2_CODE_2021,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
205011076,11,0,9,7,11,3,3,7,14,67,618,740,672,625,472,399,271,664,92,4537
205011077,13,6,6,4,0,0,0,4,5,37,493,215,210,174,174,58,115,407,26,1882
205011078,24,4,4,6,0,4,0,8,6,62,517,312,304,271,176,158,141,373,32,2294
205011079,17,16,27,16,10,16,3,22,19,136,1327,2317,1480,1478,1323,1122,493,1352,165,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,13,11,19,12,4,6,6,21,18,106,974,1809,1270,1411,1196,1077,600,1189,203,9720
205021082,15,0,4,0,0,0,0,5,8,39,610,187,235,178,149,63,181,343,56,2008
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,9,6,10,0,6,5,0,5,9,34,431,404,360,473,299,297,105,422,65,2854
205021085,13,0,3,0,0,5,4,6,0,39,544,334,232,298,202,149,142,316,38,2257
205021086,6,6,5,0,4,3,0,5,5,14,160,148,149,171,95,82,25,102,24,956
205031087,22,3,5,15,7,0,0,8,17,75,895,432,340,323,272,230,146,442,71,3164
205031088,0,0,0,0,0,0,0,0,0,0,33,10,4,0,5,0,5,4,0,64
205031089,26,4,9,4,0,3,3,5,6,61,659,406,425,331,249,187,211,419,77,2971
205031090,13,6,8,6,0,11,4,10,17,73,955,982,741,564,620,542,428,612,93,5540
205031091,7,0,5,6,0,9,0,3,5,45,556,603,610,578,398,480,106,490,82,3913
205031092,0,0,0,0,0,0,0,0,0,0,3,21,3,5,8,0,0,6,0,47
205031093,21,10,16,8,4,18,3,19,16,108,1242,1619,1246,1229,886,1049,338,899,159,8663
205041094,3,6,14,4,0,0,7,6,17,55,421,602,1026,246,287,149,410,428,81,3644
205041095,9,3,19,9,0,7,5,10,23,84,474,778,981,1019,743,504,296,552,117,5467
205041096,8,11,16,11,12,15,7,17,34,134,1021,1612,1469,1555,1543,856,1022,1058,202,10334
205041098,0,0,0,0,3,0,0,3,0,3,76,69,100,65,50,23,40,73,7,504
205041493,7,3,17,12,11,6,3,5,25,96,892,977,1190,955,1257,1327,435,760,133,7925
205041494,4,12,8,3,6,0,4,3,14,59,414,2187,528,682,810,233,227,392,96,5576
205051099,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,3,0,24
205051100,3,0,4,0,4,0,0,0,9,27,531,540,468,221,149,37,133,226,62,2363
205051101,13,0,8,5,4,0,0,9,11,63,771,475,619,471,347,310,416,655,96,4149
205051102,11,0,0,0,0,0,4,0,9,30,457,136,152,305,136,68,105,187,36,1580
205051103,5,10,14,6,4,11,3,8,15,78,790,1698,1136,1249,897,876,281,739,134,7804
205051104,5,0,0,0,0,4,6,4,6,29,449,199,210,236,135,145,109,268,42,1793
206011106,3,4,12,0,3,0,0,4,6,32,491,966,476,356,272,267,98,261,55,3244
206011107,3,5,5,4,3,0,0,0,11,24,211,586,222,345,169,114,50,114,42,1853
206011109,0,5,0,0,0,0,0,0,5,11,164,401,153,269,132,96,39,88,23,1362
206011495,3,0,3,4,6,0,0,4,8,28,527,1176,561,641,571,370,327,293,93,4559
206011496,8,14,14,9,9,5,0,3,17,77,1160,1901,1032,1326,676,912,342,706,122,8186
206011497,3,17,16,11,5,16,0,3,17,79,717,1676,663,998,810,656,184,363,112,6176
206011498,0,3,7,4,3,0,0,4,9,31,193,884,252,373,299,96,66,135,35,2329
206021110,10,4,4,3,7,7,0,0,11,49,734,859,871,502,563,461,311,309,83,4686
206021112,6,14,4,8,6,5,5,3,19,62,718,1601,768,884,538,294,261,407,88,5560
206021499,3,11,6,7,0,3,0,0,10,29,485,1112,472,721,385,313,41,178,84,3783
206021500,0,3,0,5,3,0,0,0,6,32,440,1046,432,473,297,284,104,197,49,3321
206031113,0,5,0,0,0,0,0,0,5,21,374,719,298,478,311,297,91,142,48,2755
206031115,0,0,0,6,3,0,3,8,12,34,323,724,264,444,285,233,242,366,63,2945
206031116,11,12,7,10,12,11,4,0,19,81,1017,2097,731,1271,1507,839,55,487,163,8177
206031501,4,10,7,3,4,3,3,4,11,49,418,998,438,674,485,381,47,307,74,3814
206031502,7,6,8,5,6,9,0,0,7,42,435,1275,456,611,526,370,68,212,60,4019
206041117,17,26,5,21,11,12,0,4,35,124,2779,7431,1238,1828,2274,751,171,719,295,17493
206041118,60,144,19,31,120,17,14,14,190,599,15734,36559,3055,4795,18566,2710,792,1474,1748,85451
206041119,13,31,8,7,19,0,0,8,50,153,4102,8108,1026,2052,3554,370,177,651,458,20511
206041120,0,0,0,3,0,0,0,0,6,15,201,278,114,194,150,104,12,199,26,1275
206041121,7,8,15,3,5,3,5,11,5,52,761,1094,860,412,571,267,276,538,78,4843
206041124,13,82,15,30,18,10,4,11,77,264,2953,19995,1768,2243,3317,220,302,1141,455,32388
206041125,13,55,10,9,16,8,0,4,48,160,2767,10276,1014,1362,2458,644,141,732,299,19692
206041127,4,3,4,5,6,0,9,4,11,50,501,340,521,95,559,118,1439,610,116,4304
206041503,76,175,28,28,78,44,12,18,227,690,22262,42814,5111,5289,17335,6322,593,2512,2268,104517
206041504,26,64,11,11,26,10,0,10,43,199,4613,10062,1611,1593,4918,2461,183,1183,503,27130
206041505,75,221,44,26,113,23,20,31,255,809,19750,51757,4764,4024,22203,3554,1316,2658,2147,112180
206041506,11,19,15,11,8,5,4,12,39,118,1952,3366,1539,1030,1644,494,408,915,259,11608
206041507,0,0,0,0,0,0,0,0,0,0,51,88,54,70,50,14,6,8,5,349
206041508,21,40,23,23,22,14,0,7,62,213,5631,9892,2011,4258,3091,2001,157,1302,544,28884
206041509,11,29,8,6,9,4,0,4,22,94,2432,4989,923,716,2019,559,94,425,244,12410
206041510,4,9,6,3,5,5,0,3,8,39,922,1839,655,596,825,210,116,284,107,5553
206051128,17,38,10,12,10,5,0,4,34,122,3680,6056,1137,1175,2202,1008,82,448,287,16077
206051129,0,0,0,0,0,4,0,0,3,20,403,876,358,402,216,243,34,120,57,2720
206051130,10,7,0,0,0,0,0,9,7,39,769,1146,474,671,504,392,93,259,96,4404
206051134,3,4,8,8,3,0,0,3,12,35,515,950,424,567,304,360,73,230,72,3500
206051511,35,29,46,10,20,15,27,14,71,270,5801,7351,4686,809,4119,1779,2884,2074,598,30107
206051512,20,40,15,13,10,13,3,6,58,177,4240,7376,1599,1564,3276,1664,186,937,411,21249
206051513,0,6,0,7,7,0,0,5,8,40,906,2065,490,633,779,328,54,187,119,5570
206051514,9,16,5,9,4,0,0,0,23,66,1924,3082,770,1183,1031,601,137,383,168,9288
206061135,13,12,4,9,4,10,7,8,16,79,970,1639,625,891,723,928,267,350,102,6497
206061136,10,26,19,4,4,6,0,7,23,102,1754,3405,1215,1703,1145,1048,109,577,201,11151
206061138,4,10,3,8,5,6,0,0,8,48,718,1513,578,555,474,446,47,285,108,4728
206061515,8,10,6,0,4,3,0,0,15,53,1285,2362,570,675,710,640,45,357,148,6791
206061516,7,6,7,3,0,7,0,0,14,53,1235,1846,641,660,640,848,60,371,116,6417
206071139,8,11,12,0,9,7,5,7,26,80,2183,3356,1050,694,1609,653,444,481,198,10652
206071140,0,5,4,3,0,0,0,0,3,20,342,822,332,328,182,155,19,88,46,2317
206071141,8,19,12,8,7,0,0,7,29,94,2654,5062,1485,1018,1476,899,277,696,225,13793
206071142,3,37,13,13,14,6,3,8,38,135,2015,6994,1273,1852,1603,891,198,577,239,15640
206071143,0,10,3,0,5,0,6,0,10,41,484,1288,441,609,368,308,292,273,62,4130
206071145,5,11,0,5,5,5,0,0,5,40,504,1493,395,632,416,254,110,287,80,4164
206071517,32,48,32,21,18,25,3,3,53,231,6338,10824,2505,1554,3297,2596,257,758,476,28596
206071518,10,38,10,13,19,6,3,15,37,151,2373,5490,1202,1358,2355,1397,253,850,292,15567
207011146,3,7,0,3,0,0,0,0,5,26,297,670,223,474,228,269,32,150,43,2390
207011147,6,14,4,5,0,3,0,0,12,45,661,1471,436,706,637,624,86,294,100,5014
207011148,5,9,6,4,8,3,0,3,6,45,522,1176,420,563,416,339,48,177,92,3755
207011149,11,18,0,13,8,3,0,5,25,85,1485,2918,727,1468,1344,951,128,391,151,9574
207011150,8,25,4,3,4,0,0,3,27,75,1650,3371,434,519,975,645,54,273,131,8052
207011152,11,24,8,9,20,6,0,6,28,103,2160,3899,865,937,1766,1063,256,434,181,11561
207011154,5,5,0,6,3,0,0,0,5,23,421,826,264,412,457,174,29,120,51,2748
207011155,10,4,4,10,8,3,0,0,16,56,1042,2098,503,834,966,520,50,251,124,6377
207011519,9,14,0,0,5,6,0,0,14,59,1141,3115,455,587,866,641,66,310,84,7271
207011520,17,20,5,0,3,6,0,0,15,77,1677,3314,760,853,1108,662,96,395,165,9031
207011521,3,20,5,4,8,0,4,0,16,58,987,3244,503,971,1038,301,73,285,135,7535
207011522,3,18,3,10,4,0,5,7,15,67,556,1371,475,746,471,524,199,465,111,4911
207021156,0,6,6,3,0,0,0,3,7,27,412,748,377,456,347,251,115,283,38,3028
207021157,7,11,3,5,11,23,0,4,23,77,1409,1612,963,1096,998,2611,179,712,154,9735
207021159,0,0,5,9,0,0,0,3,5,32,398,664,318,692,352,163,55,191,55,2883
207021160,6,8,3,11,7,0,0,0,8,40,396,893,283,1076,360,243,34,199,53,3534
207021424,0,5,4,0,0,7,0,3,7,29,338,575,240,418,324,586,70,242,59,2853
207021425,3,14,7,3,3,10,0,4,8,46,418,1264,458,620,474,546,363,276,77,4488
207031161,9,8,16,15,13,10,4,3,22,89,1130,2395,1009,908,1182,805,233,515,164,8331
207031162,0,0,3,3,0,0,0,5,4,20,192,506,190,352,203,79,43,123,26,1718
207031163,10,48,17,15,16,9,5,9,47,171,2116,7896,1470,2279,3203,1361,359,965,377,20027
207031164,0,3,4,0,3,0,0,3,4,22,327,873,367,327,377,127,138,211,48,2791
207031165,3,12,5,6,4,8,0,0,15,50,938,3429,770,565,1040,433,114,375,117,7783
207031166,5,8,4,0,7,0,0,0,17,51,886,1642,477,634,1083,691,89,329,102,5932
207031167,6,12,3,7,0,0,0,6,15,42,410,1074,303,551,366,134,35,100,52,3022
208011168,5,0,3,8,4,3,0,3,5,31,399,815,336,384,304,223,9,136,44,2651
208011169,6,29,11,6,10,9,4,7,26,120,1413,2949,1174,1518,1187,1235,129,531,191,10327
208011170,6,10,3,0,4,4,0,0,4,40,493,1255,312,706,382,248,40,193,62,3698
208011171,3,15,3,4,8,5,3,3,17,56,1057,1260,912,711,765,445,429,457,106,6134
208011172,5,11,6,3,9,5,0,3,7,43,681,1231,477,662,482,461,46,221,79,4331
208011173,14,7,5,14,6,3,0,4,13,67,761,1748,590,1140,660,412,52,298,81,5742
208021174,8,14,8,6,3,0,0,0,19,60,865,1722,791,854,961,721,110,380,120,6521
208021176,9,9,13,4,0,6,0,0,9,40,510,830,593,641,408,469,86,276,70,3892
208021177,10,40,12,11,10,0,0,6,26,118,979,3092,602,1163,944,360,80,441,177,7839
208021178,10,15,11,5,4,0,0,4,10,62,621,2012,585,1140,695,292,206,375,103,6028
208021179,3,17,5,4,8,5,0,4,10,59,629,1359,595,755,537,688,66,321,73,5016
208021180,0,4,6,3,0,0,0,0,4,9,131,500,152,262,156,101,27,86,24,1432
208021181,0,3,0,0,0,0,0,0,9,13,213,379,229,304,140,88,20,102,26,1498
208021182,0,6,0,5,0,0,0,5,6,20,320,743,292,436,262,335,65,195,44,2694
208021426,10,8,6,10,0,3,3,3,14,53,762,1838,536,589,716,387,129,344,101,5399
208021427,0,11,5,0,0,0,0,0,3,19,267,738,287,452,214,64,26,103,28,2194
208031183,0,4,5,0,0,0,0,0,5,23,193,280,190,167,170,125,136,150,37,1451
208031184,17,10,29,0,13,9,16,20,38,148,2369,1253,2372,283,1808,679,2044,1794,307,12916
208031185,0,7,4,8,3,0,4,0,3,24,242,326,305,372,199,255,49,184,44,1966
208031186,5,4,6,5,0,5,0,3,10,32,256,496,334,606,251,251,54,220,35,2496
208031187,3,0,11,3,4,3,0,0,0,23,225,244,266,148,236,211,166,223,28,1752
208031188,13,13,18,15,16,19,3,13,39,147,2078,2272,1701,1623,1695,2561,697,1243,266,14147
208031189,0,3,0,0,3,0,0,0,10,17,239,673,297,433,210,98,24,140,49,2166
208031190,3,8,5,6,5,11,0,8,6,56,659,1446,583,813,509,978,143,383,78,5584
208031191,27,21,39,7,13,9,14,17,38,184,3004,3444,2784,1565,2354,1481,1518,1687,351,18187
208031192,0,5,0,3,0,4,0,3,10,18,621,579,354,85,415,706,428,263,56,3502
208031193,10,12,15,4,12,0,0,11,23,89,968,1378,1333,963,718,504,413,932,141,7346
208041194,15,39,10,12,19,6,0,0,25,121,1379,4334,1017,1521,1675,601,205,580,180,11486
208041195,12,21,11,16,15,19,0,7,42,148,2021,2360,1056,1700,1138,4168,148,906,214,13710
209011196,7,5,6,6,0,5,0,0,3,34,252,628,472,313,349,153,122,141,39,2472
209011197,9,9,11,10,12,14,0,4,20,85,774,1498,812,1248,832,1297,124,604,122,7322
209011198,4,37,10,23,22,13,0,6,38,153,940,7915,1177,1748,1886,625,198,650,205,15349
209011199,6,12,23,4,7,3,9,5,18,89,1080,1709,1606,661,1088,398,809,683,160,8192
209011200,0,7,3,0,4,3,0,0,7,33,473,1364,423,660,463,426,33,273,51,4162
209011201,0,5,6,0,0,0,0,0,0,14,214,547,171,177,180,115,10,75,25,1509
209011202,0,10,12,8,3,0,0,0,3,35,356,888,429,671,342,316,43,263,45,3348
209011203,0,3,4,5,0,3,0,6,7,31,479,882,508,734,298,119,57,155,60,3288
209011204,0,0,0,5,3,4,0,0,3,19,162,441,179,305,140,153,26,111,21,1532
209021205,10,13,10,6,9,0,0,3,17,62,699,2979,396,821,722,226,64,260,98,6259
209021428,22,26,19,23,18,32,3,16,35,196,2464,3228,2050,2318,2259,2976,1366,1419,308,18384
209021429,3,9,3,3,0,0,0,6,0,30,273,950,237,387,307,137,72,195,41,2595
209021523,4,4,4,0,3,0,0,0,5,19,128,409,157,425,136,70,57,114,35,1529
209021524,0,4,5,0,0,0,0,0,4,18,81,239,127,368,112,43,45,81,27,1123
209021525,5,0,0,4,4,4,0,5,7,23,196,522,188,368,195,250,70,153,37,1977
209021526,3,10,14,5,0,6,5,9,14,63,583,649,813,391,549,395,668,593,93,4739
209031209,15,12,16,8,16,8,0,3,18,88,788,1587,917,1067,789,796,135,485,109,6668
209031210,0,0,0,0,0,0,0,0,0,5,80,113,140,94,67,59,36,47,6,642
209031211,6,0,0,5,0,0,0,5,0,14,182,113,163,87,87,42,41,139,9,858
209031212,0,0,0,5,0,0,0,0,0,6,201,298,227,134,133,29,46,88,24,1179
209031213,0,0,5,0,5,0,5,0,6,23,231,582,324,446,268,64,53,154,41,2166
209031214,0,4,3,0,0,0,0,0,9,17,236,440,236,170,219,36,34,82,30,1482
209031215,4,5,9,3,0,7,0,5,11,38,320,534,435,515,275,352,138,273,39,2875
209041216,6,5,4,8,0,3,3,0,8,44,535,1053,357,732,658,511,569,254,105,4768
209041217,5,9,0,0,0,3,0,0,7,21,143,558,167,200,240,357,42,193,36,1932
209041220,8,7,9,10,8,4,0,0,9,67,501,917,445,1117,775,1183,106,463,105,5617
209041221,0,5,0,0,0,0,0,0,0,14,71,267,108,132,107,19,30,52,18,811
209041223,21,12,50,7,20,14,16,31,66,231,2460,1599,3665,896,2064,1414,2258,2646,403,17393
209041224,0,5,12,7,3,6,0,5,12,57,338,589,625,549,386,474,181,424,64,3623
209041225,6,6,3,6,7,0,0,9,7,39,257,386,427,379,246,248,168,307,39,2459
209041431,0,0,5,0,0,0,0,4,9,21,94,496,166,310,139,31,82,122,38,1480
209041432,10,16,25,13,20,20,11,18,39,175,1430,4230,1620,1382,1618,1956,928,1689,299,15155
209041433,0,4,9,0,4,0,4,0,8,40,453,510,594,389,417,347,513,338,78,3642
209041435,0,0,0,0,3,0,0,0,0,10,95,228,112,107,137,68,49,59,18,878
209041436,0,5,3,3,4,6,0,3,9,34,355,736,367,670,478,367,76,301,73,3415
209041437,0,0,3,0,0,0,4,6,6,21,197,301,391,208,151,188,379,168,55,2036
209041527,0,9,3,4,0,0,0,5,4,29,233,588,312,386,249,263,120,428,40,2625
209041528,4,0,0,0,0,3,0,0,3,12,94,212,147,176,114,122,32,118,20,1025
209041529,0,3,7,0,4,3,0,7,0,14,101,368,151,179,134,213,70,103,30,1347
209041530,7,5,0,3,3,6,3,3,3,28,463,400,214,248,400,245,523,279,65,2830
209041531,0,0,0,0,0,0,0,0,0,9,90,266,103,164,125,205,59,93,28,1129
209041532,0,5,0,3,0,0,0,0,3,14,114,291,146,324,112,166,85,122,26,1384
210011226,3,5,19,0,9,10,0,5,9,68,620,572,1021,378,504,970,347,462,80,4961
210011227,8,3,3,4,8,7,4,0,15,49,872,912,608,736,1228,878,167,250,147,5795
210011228,27,15,49,7,24,8,22,18,58,223,3026,1951,3731,833,3256,969,2702,2134,442,19052
210011230,0,8,4,3,3,6,0,0,10,32,277,712,327,329,328,252,55,162,36,2467
210011231,0,5,0,5,0,3,0,0,3,19,177,525,181,172,177,118,17,77,25,1470
210011533,0,0,0,0,0,0,0,4,4,14,143,312,188,422,131,156,38,159,37,1583
210011534,0,7,4,4,4,3,0,0,7,24,216,691,266,489,277,215,50,162,64,2424
210021232,0,3,7,10,0,0,0,10,11,47,493,882,729,724,584,473,163,357,61,4464
210021233,4,0,0,0,0,0,0,0,0,4,124,254,134,100,68,42,16,83,4,827
210021234,0,4,6,0,3,0,0,0,0,8,101,135,178,91,83,108,25,81,8,819
210021235,0,6,8,0,4,5,5,0,10,34,363,345,388,225,303,187,131,307,52,2301
210031236,6,7,18,5,7,0,5,0,16,65,746,727,1135,426,555,611,447,706,94,5440
210031237,3,0,11,0,4,3,3,4,11,41,255,559,334,379,240,176,217,251,49,2467
210031439,0,0,0,0,0,0,0,0,0,3,23,46,34,17,22,9,3,12,8,173
210031440,0,3,3,5,3,0,0,0,0,14,107,166,196,411,148,102,75,155,30,1382
210031535,0,6,0,0,0,0,0,0,8,13,198,630,289,512,207,57,143,167,41,2238
210031536,0,0,4,0,0,5,0,0,0,16,126,326,145,348,156,211,52,119,40,1522
210031537,0,0,0,3,0,0,0,3,0,12,86,197,102,200,78,77,15,82,18,862
210031538,3,12,9,0,4,0,0,0,8,36,255,716,285,455,292,97,99,163,47,2401
210041240,0,4,0,0,0,0,0,0,5,19,207,663,279,331,269,54,77,157,30,2068
210041539,0,0,0,4,0,0,0,3,0,13,61,84,81,70,57,23,36,44,10,467
210041540,9,7,19,4,10,13,5,5,10,76,717,877,971,909,774,1266,312,661,97,6578
210041541,0,0,5,0,3,0,0,0,5,20,87,289,166,204,134,33,48,77,22,1061
210051242,15,11,19,11,3,7,7,12,41,132,1432,3191,1111,1881,1362,972,947,1654,298,12848
210051243,37,31,61,7,24,17,33,40,86,342,3694,2962,5473,818,2920,1672,4249,3906,692,26381
210051245,6,7,10,3,7,10,5,5,13,59,449,704,448,674,604,411,333,491,76,4193
210051246,7,5,0,0,0,3,6,3,6,33,315,613,478,386,341,205,238,239,60,2879
210051247,0,4,0,0,0,0,3,0,15,22,68,197,122,195,78,41,87,59,36,884
210051248,15,8,7,16,13,14,20,8,55,150,1595,2087,1476,2204,3193,1251,2814,995,473,16084
210051250,6,5,16,0,11,5,6,3,9,50,693,441,829,177,869,253,506,467,99,4332
