POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
201031016,0,35,0,35,0,12,0,12,8,485,0,492,0,10,0,10,3,108,0,110,0,41,0,38,10,482,3,493,7,284,4,292,0,153,0,155,0,36,0,36,0,32,3,32,0,17,0,17,0,80,0,77,0,55,0,56,7,237,0,241,5,332,0,336,8,802,9,821,0,43,0,43,0,131,0,133,3,138,9,150,48,3503,29,3582
201031017,0,257,0,261,0,13,0,13,0,53,0,53,0,34,0,34,0,77,0,81,0,17,0,17,0,37,0,40,0,25,0,33,0,51,0,49,0,7,0,7,0,6,0,6,0,0,0,0,0,24,0,24,0,22,0,22,0,12,0,12,0,77,0,76,0,53,0,53,0,19,0,19,0,35,0,38,0,54,0,54,7,879,7,891
202011018,0,63,0,66,0,49,0,48,22,1102,5,1129,3,236,0,235,23,855,10,876,0,159,0,167,39,2088,9,2132,29,1849,11,1893,8,271,0,276,4,336,0,341,20,1546,0,1562,6,328,0,335,8,1065,3,1081,10,686,6,701,36,1717,4,1760,24,1428,4,1455,114,6954,18,7088,6,310,0,320,16,778,4,804,13,566,13,588,372,22399,82,22856
202011019,0,20,3,25,0,25,0,27,4,199,0,204,0,29,0,29,3,277,0,284,0,36,0,35,0,221,0,231,10,244,0,256,5,112,0,115,0,6,0,6,0,49,0,49,0,9,0,9,0,41,0,40,0,54,0,56,0,34,0,36,6,260,0,263,5,390,0,397,3,40,0,41,0,95,0,95,3,92,4,101,45,2237,12,2294
202011020,4,80,0,83,0,35,0,39,9,658,0,670,6,71,0,72,14,1058,5,1079,0,215,0,209,14,534,0,545,8,477,0,482,8,348,4,359,0,21,0,21,0,95,0,95,0,47,0,47,5,408,0,415,5,165,0,170,5,259,0,261,5,466,0,474,10,1100,0,1108,0,65,0,67,7,281,0,288,4,307,6,321,100,6684,22,6809
202011021,0,10,0,10,0,11,0,11,0,50,0,50,0,0,0,0,0,169,0,169,0,29,0,32,0,70,0,71,0,85,0,83,3,60,0,60,0,25,0,25,0,39,0,38,0,8,0,8,0,173,0,176,6,62,0,66,3,44,0,46,12,663,0,675,5,251,0,255,0,15,0,15,0,60,0,60,0,52,0,58,31,1859,7,1902
202011022,0,36,0,34,0,75,0,80,12,429,0,445,3,52,0,55,20,722,5,749,0,195,0,194,24,1323,3,1350,10,570,5,587,4,468,0,479,0,75,0,75,0,62,0,62,0,63,0,62,0,146,0,143,6,106,0,113,6,283,0,293,0,577,0,580,14,1096,4,1116,5,119,0,122,3,367,0,369,9,270,4,282,135,7043,20,7199
202011023,0,17,0,17,0,8,0,8,0,33,0,33,0,11,0,11,0,154,0,154,4,11,0,10,0,64,0,66,0,28,0,28,0,22,0,21,0,4,0,4,0,15,0,15,0,0,0,0,0,36,0,36,0,16,0,20,0,10,0,10,3,273,0,280,0,41,0,41,0,7,0,7,0,28,0,34,0,29,0,34,15,797,0,818
202011024,0,32,0,32,0,7,0,7,0,40,0,40,0,12,0,12,3,193,0,203,0,14,0,14,0,175,0,173,0,29,0,29,0,49,0,49,0,4,0,4,0,30,0,33,0,12,0,12,0,91,0,92,4,50,0,55,5,107,0,114,3,351,0,354,4,140,0,144,0,36,0,36,0,59,0,62,0,44,0,45,19,1484,5,1515
202011025,0,96,0,98,0,122,0,124,7,418,0,426,3,228,0,233,7,264,0,269,5,141,0,146,4,648,5,657,7,209,0,218,0,95,0,99,0,6,0,6,0,25,0,25,0,24,0,28,4,99,0,106,0,70,0,75,11,262,0,269,0,434,0,437,6,242,3,253,9,86,0,97,3,149,0,150,5,128,0,137,79,3753,10,3844
202021026,0,198,0,203,0,9,0,9,16,799,3,815,0,13,0,13,5,191,0,193,0,14,0,14,0,54,0,54,0,57,0,57,0,60,0,66,0,5,0,5,0,13,0,13,0,4,0,4,0,55,0,58,0,32,0,30,0,23,0,23,4,85,0,92,0,67,0,70,0,16,0,16,0,38,0,38,0,98,3,102,24,1838,15,1876
202021027,0,27,0,27,0,16,0,17,21,1309,7,1341,0,15,0,15,7,375,0,379,0,65,0,65,5,568,3,575,4,357,0,368,0,139,5,143,0,53,0,53,0,34,0,30,0,42,0,50,6,226,4,229,0,89,0,85,13,643,7,664,0,368,3,375,8,985,7,1000,5,132,0,130,0,177,0,177,4,237,8,246,72,5856,39,5971
202021028,6,307,5,316,0,38,0,38,0,104,0,105,0,11,0,10,0,179,0,180,0,24,0,24,0,152,0,152,3,88,0,94,0,49,0,49,0,18,0,18,0,30,0,30,0,11,0,8,0,126,0,125,0,54,0,58,0,76,0,83,6,163,0,168,0,119,0,119,0,58,0,58,0,49,0,49,0,65,3,65,17,1722,10,1747
202021029,0,112,0,113,3,262,0,264,0,155,5,156,0,5,0,5,0,78,0,77,0,15,0,15,0,126,6,130,0,79,3,80,0,38,0,41,0,4,0,4,0,13,0,14,3,10,0,12,0,29,0,27,0,20,0,20,0,37,0,39,0,51,0,51,0,165,0,171,0,16,0,16,0,45,0,52,4,48,0,48,20,1300,11,1333
202021030,0,177,0,185,0,3,0,3,7,552,3,563,0,59,0,59,8,358,5,363,0,92,0,92,3,466,5,472,3,370,0,375,0,187,0,192,0,41,0,41,0,46,0,46,0,39,0,42,3,220,0,226,0,109,0,109,10,565,7,580,6,456,0,463,8,734,0,737,3,112,0,114,6,148,0,153,3,159,6,168,53,4891,26,4974
202021031,0,67,0,67,0,3,0,3,0,203,0,204,0,7,0,10,0,185,0,183,0,23,0,23,0,284,0,290,0,176,0,176,0,36,0,36,0,22,0,21,0,44,0,44,0,43,0,43,0,209,0,209,0,56,0,54,0,101,0,105,0,224,0,229,5,407,0,413,0,39,0,39,0,107,0,106,0,78,0,79,18,2314,6,2341
202031032,3,385,5,394,10,576,0,589,3,85,0,89,0,10,0,10,3,103,0,99,0,59,0,63,0,57,0,57,0,13,0,13,3,88,0,93,0,3,0,3,0,11,0,11,0,5,0,5,0,17,0,20,0,17,0,17,0,15,0,15,0,39,0,42,0,33,0,34,0,15,0,15,0,43,0,43,0,57,0,58,29,1633,8,1671
202031033,18,1026,10,1055,0,39,0,39,0,178,6,183,0,19,0,19,0,77,3,78,0,58,0,58,6,171,3,175,6,78,0,83,0,81,0,83,0,0,0,0,0,16,0,16,0,3,0,3,0,31,0,33,0,30,0,30,3,135,0,142,5,187,0,194,5,208,0,211,0,18,0,18,0,33,0,33,0,126,12,135,40,2525,33,2594
203011034,0,94,0,94,0,4,0,4,3,154,0,154,0,4,0,4,0,210,0,205,0,31,0,31,0,167,0,166,0,101,0,105,0,57,0,57,0,15,0,15,0,12,0,12,0,22,0,22,0,78,0,78,0,36,0,36,0,181,0,181,3,233,0,243,4,234,0,236,0,26,0,26,0,66,0,66,0,45,0,49,12,1782,10,1802
203011035,5,531,4,541,0,37,0,34,0,109,0,112,0,12,0,12,0,129,0,129,3,28,0,32,0,79,0,77,8,50,0,55,0,52,0,58,0,5,0,5,0,10,0,10,0,8,0,8,0,79,0,76,0,37,0,37,0,42,0,44,0,112,0,115,0,37,0,38,0,12,0,12,0,53,0,56,0,52,0,46,19,1471,9,1494
203011036,5,461,4,474,0,10,0,10,0,88,0,88,0,10,0,10,0,194,0,198,0,21,0,21,0,67,0,67,0,121,0,121,0,34,0,34,0,8,0,8,0,17,0,17,0,6,0,6,0,72,0,72,0,24,0,24,0,49,0,49,0,111,0,116,0,207,3,208,0,19,0,23,0,54,0,55,0,51,0,53,6,1628,19,1654
203021037,0,9,0,9,0,0,0,0,6,129,0,131,0,9,0,9,3,326,0,329,0,112,0,112,7,794,3,798,4,564,0,569,0,42,0,42,0,34,0,34,0,79,0,79,0,79,0,79,0,218,0,217,0,74,0,78,0,135,0,133,6,698,3,707,14,1471,4,1487,0,102,0,100,4,278,0,287,0,134,0,144,51,5297,11,5356
203021039,0,120,0,120,0,18,0,18,17,1914,4,1939,4,628,0,635,32,2325,5,2367,9,649,0,655,20,2756,8,2780,23,2137,5,2158,10,888,5,898,0,335,0,342,19,1999,3,2021,0,389,0,394,20,2428,7,2449,3,744,0,754,46,3816,0,3858,21,2189,3,2212,76,9616,14,9709,3,575,4,576,5,975,0,981,10,1166,13,1194,323,35667,74,36060
203021040,0,13,0,13,0,12,0,12,0,136,0,136,0,18,0,18,3,459,0,462,0,71,0,71,5,844,0,854,11,743,0,757,0,94,0,94,0,34,0,34,3,207,0,213,0,114,0,116,0,462,0,466,0,134,0,134,0,108,0,108,5,755,5,759,10,1092,0,1101,0,52,0,55,0,353,0,358,0,160,3,167,41,5867,13,5930
203021042,0,45,0,45,0,0,0,0,4,482,3,494,0,17,0,17,5,412,0,420,0,27,0,27,5,351,0,358,6,262,6,272,0,70,0,70,0,35,0,35,0,72,0,72,0,62,0,62,0,373,0,374,0,168,0,170,0,91,0,91,25,2259,0,2291,14,1930,3,1953,0,61,0,61,0,147,0,147,0,164,0,162,63,7023,19,7105
203021043,0,291,0,290,0,79,0,79,7,709,5,721,0,19,0,19,18,1092,0,1110,0,426,0,430,15,897,3,909,0,438,0,443,14,517,4,527,0,13,0,13,0,44,0,44,0,69,0,69,0,206,0,204,4,179,0,178,27,1204,3,1225,0,467,0,472,0,554,0,556,0,101,4,100,0,207,0,212,0,323,8,334,92,7833,31,7956
203021044,0,32,0,30,0,0,0,0,0,55,0,57,0,6,0,6,3,193,0,199,0,17,0,17,5,519,0,529,4,236,0,241,0,31,0,31,0,26,0,23,0,32,0,32,0,33,0,33,0,68,0,68,0,52,0,52,0,45,0,45,6,176,0,183,6,398,0,408,0,7,0,7,5,101,0,104,0,52,0,52,27,2078,9,2112
203021045,0,50,0,50,0,12,0,12,3,582,0,584,0,132,0,135,17,831,7,854,0,198,0,202,4,512,0,517,0,322,0,323,0,207,0,214,0,16,0,16,0,67,0,67,0,45,0,45,0,401,0,400,3,99,0,102,0,77,0,77,4,299,4,301,9,900,5,910,0,30,0,34,0,310,0,306,9,227,0,238,54,5314,17,5383
203021046,0,24,0,28,0,0,0,0,0,157,0,161,0,9,0,9,6,521,0,521,0,146,0,151,5,381,0,383,0,349,0,354,0,35,0,35,0,38,0,38,0,137,0,137,0,115,0,115,0,468,0,470,0,96,0,96,0,123,0,117,3,1242,5,1248,6,530,0,534,0,128,0,129,0,262,0,264,0,188,0,195,26,4953,7,4992
203021047,0,84,0,84,0,18,0,18,15,1180,4,1193,0,333,0,338,18,1278,3,1301,5,407,0,407,9,1857,5,1872,0,314,0,315,12,1024,5,1037,0,55,0,57,0,79,0,79,0,137,0,141,10,648,0,655,7,294,0,299,15,228,0,239,10,1023,0,1036,53,1915,8,1973,0,61,0,65,4,432,0,440,12,528,0,545,164,11891,31,12092
203021485,0,9,0,10,0,0,0,0,0,39,0,39,0,0,0,0,0,217,0,218,0,5,0,4,0,54,0,52,0,17,0,20,0,29,0,29,0,13,0,13,0,14,0,14,0,19,0,19,0,58,0,61,0,37,0,33,0,13,0,13,3,189,0,190,0,365,0,365,0,16,0,16,0,34,0,34,0,36,0,36,6,1167,3,1177
203021486,0,72,0,79,0,5,0,5,9,788,0,799,0,133,0,131,16,802,3,816,0,666,0,665,8,671,6,680,7,454,5,465,6,205,0,208,0,28,0,28,0,30,0,30,0,35,0,33,0,124,0,131,0,145,0,149,0,313,0,317,6,772,0,782,9,427,0,438,0,42,0,41,5,166,0,173,9,314,11,326,75,6204,22,6297
203021487,0,15,0,15,0,0,0,0,3,222,0,227,0,25,0,25,12,930,0,940,0,70,0,70,23,1821,4,1854,7,695,0,703,0,165,0,166,0,90,0,93,0,101,0,101,0,40,0,40,0,219,0,219,0,182,0,187,0,208,0,212,9,510,0,513,11,1141,0,1147,0,120,0,120,6,260,0,265,3,222,0,227,72,7054,10,7139
203021488,0,20,0,20,0,6,0,6,3,563,3,570,0,32,0,32,3,349,3,354,3,113,0,121,3,458,0,461,4,302,0,305,4,216,0,220,0,20,0,20,0,16,0,16,0,14,0,14,0,46,0,45,0,164,0,169,0,120,0,122,3,193,0,198,9,541,0,549,0,20,0,20,3,111,0,114,5,178,0,188,42,3487,9,3542
203031048,3,53,0,59,0,0,0,0,0,141,0,145,0,20,0,20,4,296,5,305,0,30,0,31,8,486,0,492,5,238,0,237,0,68,0,68,0,18,0,18,0,43,0,43,0,55,0,55,0,147,0,149,0,93,0,90,0,104,0,104,3,567,0,572,6,414,6,418,0,68,0,65,0,145,0,147,0,89,0,90,26,3075,15,3117
203031049,0,21,0,21,0,0,0,0,0,37,0,37,0,12,0,15,0,269,5,274,0,19,0,19,0,219,0,219,3,631,0,634,0,22,0,22,0,17,0,17,0,41,0,41,0,61,0,61,0,137,0,140,0,74,0,78,0,77,0,77,0,118,0,118,0,255,0,255,0,130,0,130,0,55,0,53,0,73,0,78,7,2269,10,2284
203031051,0,105,0,100,0,0,0,0,0,83,0,82,0,4,0,4,0,225,5,229,0,14,0,14,0,189,0,189,3,264,0,268,0,30,0,32,0,6,0,6,0,37,0,37,0,33,0,33,0,157,0,157,3,44,0,45,0,43,0,43,0,101,0,101,0,188,0,193,0,30,0,30,0,52,0,52,0,56,0,56,12,1657,6,1676
203031052,0,61,0,61,0,6,0,6,0,42,0,40,0,5,0,5,0,194,0,194,0,7,0,7,0,160,0,160,0,334,0,336,0,135,0,138,0,12,0,12,0,17,0,14,0,31,0,31,0,128,0,128,0,60,0,60,8,226,0,230,0,123,0,123,0,293,0,299,0,86,0,86,0,56,0,60,0,72,0,75,9,2044,4,2057
203031053,0,102,0,102,0,3,0,3,0,301,0,306,0,27,0,27,8,919,0,926,0,147,0,147,5,1236,3,1245,7,943,0,950,0,98,0,98,0,71,0,71,0,158,0,155,0,103,0,108,7,583,0,588,0,199,0,199,0,429,0,429,0,641,0,641,4,954,0,956,3,177,0,181,3,364,0,368,5,277,3,280,42,7730,14,7788
203031489,0,35,0,39,0,0,0,0,0,50,0,50,0,31,0,31,0,268,0,262,0,17,0,17,3,270,0,273,6,430,3,438,0,36,0,36,0,3,0,10,3,42,0,42,0,61,0,61,0,163,0,164,0,68,0,68,0,43,0,43,7,364,0,367,6,174,0,175,0,108,0,108,0,81,0,81,0,83,0,79,28,2318,5,2354
203031490,0,69,0,69,0,4,0,4,5,202,0,206,0,5,0,5,4,567,4,575,0,128,0,128,3,694,4,707,3,694,0,701,0,125,0,122,0,24,0,22,0,102,0,101,0,87,0,85,0,361,5,369,0,138,0,139,0,202,0,200,0,470,0,471,6,780,4,787,0,102,0,102,0,231,0,232,0,165,0,166,35,5156,21,5213
204011054,8,312,4,320,0,6,0,6,0,150,0,152,0,29,0,30,7,236,0,239,0,34,0,38,4,261,0,262,0,307,0,313,4,64,0,63,0,10,0,10,0,13,0,13,0,28,0,28,0,79,0,81,0,65,0,67,9,222,0,225,4,332,0,333,8,315,0,328,0,54,0,54,3,88,0,92,6,108,0,109,49,2725,10,2777
204011055,9,583,3,585,0,6,0,6,0,71,3,78,0,13,0,13,0,124,0,123,0,44,0,47,0,178,3,181,6,147,4,155,0,73,0,75,0,20,0,20,0,22,0,22,0,10,0,10,0,109,0,109,0,30,0,30,0,123,0,126,0,177,0,173,3,285,0,288,0,111,0,116,0,67,0,67,0,62,0,62,15,2247,14,2281
204011056,0,125,0,126,0,39,0,39,3,360,0,366,0,21,0,21,5,530,0,534,3,77,0,82,8,534,0,541,0,265,0,270,0,119,0,117,0,25,0,25,0,49,0,49,0,27,0,27,3,135,0,136,3,109,0,110,8,336,0,338,7,670,0,680,9,809,5,821,3,68,0,66,5,184,0,189,3,180,3,191,65,4659,13,4740
204011057,0,346,0,353,4,77,0,87,4,133,0,138,0,25,0,27,3,381,5,387,0,73,4,75,6,504,0,509,6,703,5,716,3,351,0,353,0,18,0,18,0,40,0,40,0,104,0,108,0,189,0,191,0,102,0,99,0,209,0,208,6,515,4,519,3,422,4,425,0,60,0,64,0,149,0,149,4,169,4,172,49,4570,28,4652
204011058,4,395,3,405,0,20,0,20,4,258,0,264,0,7,0,7,5,130,3,130,0,13,0,13,0,96,0,102,3,192,0,195,0,54,0,54,0,10,0,10,0,12,0,12,0,9,0,9,0,42,0,42,0,60,0,65,3,100,0,101,3,99,0,109,0,110,0,109,0,38,0,38,0,27,0,26,0,77,6,85,29,1751,20,1796
204011059,0,68,3,71,0,10,0,10,0,137,0,134,0,51,0,53,0,159,0,157,4,102,0,112,11,417,0,426,14,272,0,277,7,238,6,245,0,8,0,13,5,30,0,31,0,34,0,34,0,89,0,90,0,64,0,64,3,217,0,222,5,266,0,272,5,592,8,604,0,42,0,42,0,125,0,125,3,105,0,106,62,3019,20,3100
204011060,0,238,0,242,0,8,0,8,0,38,0,38,0,3,0,3,6,352,0,355,0,8,0,10,0,42,0,42,0,101,0,102,0,41,0,41,0,17,0,17,0,11,0,11,0,0,0,0,0,47,0,47,0,24,0,24,42,995,6,1038,0,89,0,90,0,46,0,46,0,4,0,4,0,17,0,17,0,78,0,83,56,2146,9,2213
204011061,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38
204011062,7,262,0,265,0,0,0,0,0,45,0,45,0,0,0,0,3,104,0,111,0,20,0,20,0,71,0,75,3,122,0,125,0,35,0,35,0,5,0,3,0,15,0,15,0,11,0,11,0,33,0,33,0,16,0,16,0,33,0,33,0,140,0,138,0,122,0,121,0,7,0,7,0,32,0,36,0,59,0,63,19,1142,4,1163
204021063,0,165,0,170,0,7,0,7,10,562,3,578,0,49,0,52,8,782,5,797,3,117,0,121,11,489,0,502,4,290,3,305,0,161,0,163,0,19,0,19,3,50,0,50,0,38,0,41,0,148,0,152,5,97,0,104,3,434,0,445,5,390,0,393,9,839,9,851,0,62,0,62,0,159,0,157,7,222,4,230,74,5073,37,5182
