POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
201021009,16,43,5,0,65,6,12,0,0,19,15,23,0,0,41,0,0,0,0,0,8,9,0,0,13,0,4,0,0,9,9,5,0,0,17,3,4,0,0,7,6,0,0,0,6,65,92,5,8,163,35,10,0,0,40,38,6,0,0,38,31,5,0,0,36,13,0,0,0,16,10,5,0,0,14,6,4,0,0,7,8,0,0,0,8,18,3,0,0,20,4,3,0,0,4,158,28,0,4,190,51,49,5,0,105,45,13,0,0,59,46,29,0,0,79,13,0,0,0,16,14,8,0,0,26,8,8,0,0,13,14,5,0,0,20,20,5,0,0,31,5,3,0,0,6,219,117,8,8,352
201021010,35,61,4,0,108,17,20,0,0,36,16,10,3,0,32,0,0,0,0,0,8,15,4,0,21,4,0,0,0,3,0,5,0,0,5,0,3,0,0,6,0,0,0,0,0,90,113,8,4,216,71,33,0,0,108,38,4,0,3,48,54,13,0,0,63,14,0,0,0,13,13,0,0,0,15,9,3,0,0,9,6,0,0,0,5,24,4,0,4,31,4,0,0,0,4,217,64,5,4,293,110,91,11,5,213,56,27,0,3,84,67,28,3,0,100,14,5,0,0,19,16,16,5,0,32,10,3,0,0,11,6,5,0,0,11,28,8,0,4,30,4,0,0,0,4,308,174,16,12,508
201021011,41,122,13,0,179,52,42,0,0,100,20,27,0,0,44,11,5,0,0,16,3,19,0,0,22,9,8,0,0,13,5,3,0,0,7,8,6,0,0,13,10,3,0,0,13,153,237,18,0,403,144,51,0,3,201,147,18,0,6,165,91,28,0,4,124,46,0,0,0,46,21,8,0,0,33,33,3,0,0,34,14,3,0,0,19,47,9,0,4,58,10,0,0,0,10,559,117,4,9,690,185,174,16,3,383,199,61,3,6,267,115,54,0,4,173,55,3,0,0,58,34,23,0,0,58,37,12,0,0,47,19,3,0,0,27,51,12,0,4,71,15,3,0,0,19,707,350,18,9,1094
201021012,23,65,0,0,95,12,9,0,0,20,17,20,0,0,38,0,0,0,0,3,4,9,0,0,15,0,3,0,0,5,7,8,0,0,21,4,9,0,0,13,0,0,0,0,3,75,132,5,5,208,54,18,0,0,72,24,0,0,0,19,32,7,0,0,37,11,0,0,0,11,3,3,0,0,4,3,0,0,0,3,8,0,0,0,13,17,4,0,0,16,3,0,0,0,6,152,27,0,0,182,85,75,0,6,168,32,3,0,0,40,43,25,0,0,75,10,0,0,0,10,8,17,0,0,24,0,3,0,0,7,16,11,0,0,34,19,13,0,0,33,3,4,0,0,4,221,157,5,5,391
201031013,26,28,0,0,59,6,0,0,0,7,3,8,0,0,12,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,6,0,0,0,7,0,0,0,0,5,0,0,0,0,0,42,45,0,0,89,56,35,0,3,90,9,0,0,0,10,17,3,0,0,19,3,0,0,0,5,4,0,0,0,10,10,0,0,0,8,8,0,0,0,8,3,0,0,0,7,0,0,0,0,0,105,43,0,3,148,78,61,0,5,141,10,5,0,0,20,21,6,0,0,27,3,0,0,0,7,6,5,0,0,13,10,0,0,0,8,8,0,0,0,14,4,0,0,0,8,0,0,0,0,0,148,85,0,5,242
201031014,15,59,5,0,79,5,3,0,0,7,6,12,0,0,9,0,0,0,0,5,0,4,0,0,9,0,0,0,0,3,4,3,0,0,9,0,5,0,0,5,0,0,0,0,0,34,86,5,0,125,51,29,0,0,80,6,0,0,0,10,15,7,0,0,24,3,0,0,4,5,3,0,0,0,4,3,3,0,0,6,3,3,0,0,11,5,0,0,0,5,0,0,0,0,0,91,48,0,0,144,68,92,5,0,157,13,3,0,0,21,22,16,0,0,39,3,0,0,4,5,6,8,0,4,18,4,4,0,0,8,12,5,0,0,12,5,3,0,0,8,3,0,0,0,3,131,133,5,5,265
201031015,7,22,0,0,26,6,0,0,0,11,5,5,0,0,10,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,4,4,8,0,0,8,0,0,0,0,0,26,47,0,0,68,33,20,0,7,57,14,5,0,0,17,19,3,0,0,23,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,4,3,0,0,7,0,0,0,0,0,83,29,0,10,124,33,39,0,7,82,18,6,0,0,22,21,11,0,0,33,4,0,0,0,4,5,6,0,0,12,0,0,0,0,0,8,0,0,0,8,8,6,0,0,14,0,0,0,0,0,105,70,0,10,193
201031016,8,45,10,0,51,4,17,0,0,22,11,26,0,0,36,0,4,0,0,5,0,15,0,0,15,3,8,0,0,13,3,3,0,0,9,4,0,0,0,6,0,6,0,0,5,32,121,13,0,167,12,21,0,0,33,23,8,0,0,36,50,20,0,0,67,18,0,0,0,22,7,0,0,0,10,0,4,0,0,5,0,3,0,0,4,15,8,0,0,17,5,0,0,0,5,135,65,0,3,204,17,63,10,0,90,32,28,0,0,59,59,48,0,0,108,18,3,0,0,24,7,17,0,0,26,4,12,0,0,18,9,4,0,0,17,13,8,0,0,23,5,6,0,0,9,170,187,13,3,372
201031017,16,44,8,0,67,0,0,0,0,0,6,12,4,0,28,0,0,0,0,0,4,8,0,0,12,0,5,0,0,5,3,0,0,0,4,3,0,0,0,4,0,0,0,0,0,36,70,11,0,115,35,37,0,0,70,10,0,0,0,13,23,3,0,6,29,9,0,0,0,8,5,0,0,0,7,0,0,0,0,3,3,0,0,0,5,17,0,0,0,17,0,0,0,0,0,106,48,0,6,159,51,78,8,0,135,12,0,0,0,11,34,17,4,6,50,9,0,0,0,10,13,9,0,0,26,0,5,0,0,8,9,5,0,0,10,19,0,0,0,19,0,0,0,0,0,146,113,11,0,273
202011018,30,194,64,0,288,51,190,47,0,294,28,75,0,0,108,4,19,0,0,30,8,49,10,0,68,3,29,15,0,46,10,3,0,0,17,9,22,0,0,30,3,3,0,0,11,146,596,151,3,897,48,57,5,0,116,140,60,5,0,211,110,42,0,0,145,71,3,3,0,74,10,4,0,0,18,17,13,0,0,25,22,6,0,0,30,42,8,0,0,53,6,0,0,0,5,465,199,18,0,677,80,253,70,0,404,196,258,53,0,507,134,116,0,0,258,77,24,4,0,107,20,55,15,0,88,14,44,16,0,69,38,8,0,0,50,47,31,0,0,77,5,9,0,0,18,612,796,167,3,1574
202011019,0,31,4,0,44,10,12,0,0,18,5,18,0,0,19,0,0,0,0,0,0,16,0,0,20,5,5,0,0,8,3,7,0,0,10,5,4,0,0,12,4,0,0,0,8,37,92,4,0,129,23,14,0,0,41,18,3,0,0,28,44,22,0,0,68,16,5,0,0,25,4,5,0,0,14,8,0,0,0,11,11,0,0,0,11,21,7,0,0,28,6,0,0,0,9,162,69,3,0,231,25,49,10,0,82,30,16,0,0,46,51,38,0,0,93,21,3,0,0,23,7,24,0,0,30,16,5,0,0,21,15,7,0,0,24,26,13,0,0,39,4,6,0,0,10,196,158,6,0,359
202011020,22,122,39,0,181,28,47,3,0,78,25,60,7,0,86,5,8,0,0,15,9,53,13,0,73,4,6,5,0,13,13,11,0,0,24,4,13,0,0,18,3,6,0,0,8,101,321,68,0,494,13,8,0,0,27,83,13,0,0,93,59,21,0,0,83,39,5,0,0,47,11,8,0,0,17,4,0,0,0,9,29,0,0,0,30,23,6,0,0,33,4,0,0,0,7,275,64,0,6,342,31,131,39,0,208,111,59,3,0,178,89,75,7,0,167,45,12,0,0,53,18,62,13,0,90,9,14,5,0,26,38,9,0,0,51,29,17,0,0,47,8,5,0,0,14,379,389,68,6,835
202011021,4,22,4,0,31,12,12,10,0,33,11,17,0,0,25,0,4,0,0,0,0,9,4,0,13,3,5,0,0,3,0,0,0,0,0,0,3,0,0,8,3,0,0,0,3,40,70,15,0,123,8,6,0,0,14,59,4,0,0,60,39,10,0,0,48,12,0,0,0,15,4,0,0,0,10,0,0,0,0,0,11,0,0,0,11,15,0,0,0,15,4,0,0,0,4,153,22,4,0,176,12,25,4,0,45,64,18,8,0,93,49,28,0,0,74,14,4,0,0,20,7,11,4,0,23,3,5,0,0,12,11,0,0,0,11,23,3,0,0,27,9,0,0,0,9,192,93,19,0,298
202011022,13,120,22,0,158,24,31,3,0,53,26,53,6,0,78,3,7,3,0,12,12,36,7,0,56,4,11,7,0,22,14,14,3,0,28,13,13,3,0,24,0,8,3,0,6,113,284,54,0,450,29,28,0,0,55,67,11,0,0,83,94,40,0,0,140,45,3,0,0,47,21,6,0,0,30,10,5,0,0,10,20,0,0,0,20,37,14,0,0,50,5,0,0,0,7,325,115,3,0,439,44,148,22,0,218,94,44,3,0,141,122,91,3,0,214,47,10,3,0,56,33,45,7,0,86,15,13,7,0,35,27,14,5,0,50,44,25,3,0,72,5,4,3,0,14,432,400,59,0,887
202011023,4,21,0,0,25,9,6,0,0,11,3,14,0,0,18,0,0,0,0,0,4,6,0,0,6,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,0,4,23,50,0,0,81,12,3,0,0,11,12,3,0,0,13,28,7,0,0,32,11,0,0,0,16,9,3,0,0,12,6,0,0,0,6,9,0,0,0,7,6,4,0,0,13,0,4,0,0,3,85,21,0,0,107,11,24,0,0,38,20,7,0,0,27,32,17,0,0,52,11,0,0,0,14,13,5,0,0,18,8,0,0,0,8,5,8,0,0,14,12,4,0,0,15,4,4,0,0,5,110,75,0,0,183
202011024,11,29,3,0,45,18,16,0,0,37,14,22,4,0,37,0,4,0,0,6,11,18,3,0,30,0,0,0,0,3,8,4,0,0,9,3,5,0,0,7,0,0,0,0,3,63,87,15,0,170,17,10,0,0,36,50,5,0,0,54,43,9,0,0,50,21,0,0,0,21,9,0,0,0,8,5,0,0,0,5,3,0,0,0,8,12,5,0,0,12,3,0,0,0,0,160,28,0,0,194,30,43,3,0,76,67,17,0,0,86,57,30,4,0,85,21,4,0,0,25,23,13,3,0,40,5,0,0,0,6,15,4,0,0,17,13,9,0,0,25,3,0,0,0,3,228,121,15,4,366
202011025,11,30,19,0,63,11,5,3,0,17,11,14,0,0,22,0,4,0,0,4,7,11,0,0,19,4,5,0,0,6,5,11,0,0,11,4,4,0,0,6,0,0,0,0,4,52,75,28,0,160,13,17,0,0,28,25,14,0,0,41,56,28,0,0,80,20,0,0,0,20,6,4,0,0,14,10,0,0,0,10,15,3,0,0,14,24,4,0,0,30,0,0,0,0,4,173,74,0,0,246,21,47,23,0,87,32,21,3,0,59,68,37,0,0,107,20,4,0,0,26,13,18,0,0,30,17,5,0,0,18,17,10,0,0,30,27,8,0,0,38,7,0,0,0,9,220,150,27,0,403
202021026,13,47,4,0,65,9,9,0,0,18,9,22,0,0,30,0,0,0,0,0,9,14,0,0,23,0,0,0,0,0,8,4,0,0,10,3,0,0,0,7,3,3,3,0,8,54,99,3,3,159,39,15,0,0,61,37,8,0,0,38,31,12,0,0,42,3,0,0,0,7,12,6,0,0,15,5,0,0,0,3,10,0,0,0,13,8,0,0,0,15,4,0,0,0,4,155,47,0,0,213,57,65,4,0,123,46,14,0,0,60,41,39,0,0,80,3,0,0,0,7,18,20,0,0,36,5,0,0,0,9,16,6,0,0,26,18,3,0,0,22,10,3,3,0,14,209,147,6,4,369
