POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
210011226,23,125,18,0,169,26,24,9,0,54,44,88,3,0,133,0,6,0,0,10,7,36,0,0,51,6,12,0,0,24,10,5,0,0,19,3,8,0,0,16,4,3,0,0,6,132,313,30,0,478,18,12,0,0,29,35,16,0,0,51,62,25,0,0,85,26,4,0,0,31,9,7,0,0,16,4,8,0,0,9,20,0,0,0,20,17,3,0,0,24,3,0,0,0,4,191,68,0,0,262,41,135,18,0,198,64,33,9,0,108,106,114,3,0,214,26,14,0,0,36,20,45,0,0,66,14,18,0,0,31,30,10,0,0,35,22,13,0,0,36,9,6,0,0,9,328,378,30,0,738
210011227,6,20,18,0,36,3,13,5,0,20,4,10,0,0,13,0,5,0,0,3,0,0,0,0,8,3,0,0,0,10,8,0,0,0,8,0,6,0,0,6,0,0,0,0,0,30,49,20,0,99,0,7,0,0,6,3,0,0,0,3,11,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,4,0,0,13,0,0,0,0,0,36,12,0,0,48,9,24,18,0,42,12,13,5,0,24,14,4,0,0,22,3,0,0,0,10,4,0,0,0,11,3,0,0,0,5,12,0,0,0,12,10,5,0,0,15,5,0,0,0,3,69,57,20,0,152
210011228,84,441,151,0,687,33,71,8,0,112,82,199,28,0,314,6,10,0,0,16,55,115,29,0,198,13,36,8,0,52,68,28,0,0,96,31,38,0,0,68,9,20,3,0,31,384,948,227,6,1565,35,40,6,0,83,54,17,0,0,71,108,37,0,0,149,36,9,0,0,39,44,7,0,0,53,13,0,0,0,19,32,5,0,0,41,58,13,0,0,71,8,0,0,0,12,393,128,10,0,535,119,483,156,0,762,88,84,8,0,186,194,238,28,4,460,41,10,0,0,56,104,118,30,0,251,24,37,8,0,69,97,34,0,0,134,89,43,0,0,140,18,24,3,0,44,779,1076,233,10,2099
210011230,15,59,12,0,83,31,44,0,0,72,7,30,0,0,42,4,8,0,0,5,15,8,0,0,25,7,14,0,0,19,4,0,0,0,4,5,4,0,0,10,0,0,0,0,0,88,168,16,0,262,4,12,0,0,18,65,16,0,0,75,34,13,0,0,41,22,4,0,0,25,9,5,0,0,10,5,0,0,0,7,5,0,0,0,5,11,4,0,0,14,0,0,0,0,0,154,42,0,0,197,19,71,12,0,103,92,55,0,0,149,44,42,0,0,88,25,5,0,0,34,26,14,0,0,34,13,12,0,0,28,6,0,0,0,6,17,8,0,0,22,0,0,0,0,0,241,210,16,0,460
210011231,28,34,4,0,64,28,30,0,0,57,17,23,0,0,38,0,8,0,0,4,9,15,0,0,26,8,4,0,0,14,4,0,0,0,4,10,0,0,0,5,4,6,0,0,7,107,108,5,0,223,15,11,0,0,24,64,9,0,0,74,39,15,0,0,50,24,0,0,0,21,9,5,0,0,11,10,3,0,0,8,7,0,0,0,9,7,4,0,0,11,0,0,0,0,0,176,42,0,0,212,40,38,4,0,89,93,37,0,0,130,54,33,0,0,93,24,9,0,0,29,24,15,0,0,42,15,5,0,0,21,10,0,0,0,10,13,0,0,0,20,9,6,0,0,4,281,149,5,0,431
210011533,16,21,0,0,35,31,20,0,0,48,11,17,0,0,26,5,4,0,0,13,12,5,0,0,18,0,3,0,0,3,6,4,0,0,8,4,6,0,0,10,0,0,0,0,6,91,75,0,0,172,14,10,0,0,22,44,11,0,0,55,42,4,0,0,48,19,0,0,0,17,8,0,0,0,8,3,0,0,0,3,7,0,0,0,9,13,0,0,0,15,6,0,0,0,7,160,18,0,0,179,34,28,0,0,60,76,24,0,0,100,54,16,0,0,70,25,7,0,0,30,24,5,0,0,32,8,3,0,0,8,11,3,0,0,20,13,11,0,0,22,10,0,0,0,6,253,98,0,0,353
210011534,25,44,3,0,72,21,37,3,0,58,18,23,0,0,41,3,5,0,0,11,9,13,0,0,22,4,7,0,0,10,4,0,0,0,7,9,3,0,0,10,0,4,0,0,4,93,143,8,0,246,20,12,0,0,35,68,13,0,0,81,63,3,0,0,68,26,0,0,0,30,10,0,0,0,12,3,3,0,0,6,13,0,0,0,13,16,7,0,0,19,3,0,0,0,6,220,43,6,0,262,48,57,4,0,105,88,43,3,0,142,83,31,0,0,110,30,5,0,0,37,15,17,0,0,34,7,12,0,0,21,15,0,0,0,21,22,9,0,0,27,8,0,0,0,9,312,186,13,0,507
210021232,30,102,13,0,147,57,61,8,0,126,30,57,0,0,89,3,5,4,0,16,16,36,0,0,53,6,8,0,0,11,12,12,0,0,20,5,9,0,0,15,5,0,0,0,3,161,289,33,0,485,23,19,0,0,47,115,17,3,0,129,80,26,0,0,107,45,6,0,0,47,26,0,0,0,25,9,3,0,0,9,16,0,0,0,16,32,4,0,0,41,9,0,0,0,9,351,76,3,0,423,51,124,13,0,190,169,74,8,0,258,115,85,0,0,195,52,12,4,0,64,43,38,0,0,76,12,10,0,0,21,25,12,0,0,33,43,14,0,0,57,9,0,0,0,6,511,364,29,6,909
210021233,11,13,8,0,34,13,13,0,0,29,11,10,0,0,14,0,0,0,0,0,3,9,0,0,11,7,3,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,48,44,8,5,104,11,3,0,0,16,38,5,0,0,41,25,6,0,0,29,7,0,0,0,7,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,15,0,0,114,20,23,7,0,53,52,19,0,3,74,32,13,0,0,48,11,0,0,0,10,8,9,0,0,17,6,4,0,0,14,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,139,64,7,3,218
210021234,8,25,3,0,37,20,6,0,0,26,16,13,0,0,30,0,0,0,0,0,5,5,0,0,14,0,0,0,0,3,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,62,53,7,4,121,5,7,0,0,14,22,4,0,0,31,30,11,0,0,41,13,0,0,0,13,4,0,0,0,4,3,0,0,0,3,5,0,0,0,4,14,0,0,0,14,4,0,0,0,4,97,23,0,0,122,16,33,3,6,53,46,12,0,0,54,45,25,0,3,73,13,0,0,0,13,9,5,0,0,13,3,0,0,0,7,7,0,0,0,6,17,0,0,0,17,4,0,0,0,5,157,78,7,9,248
210021235,25,61,0,0,87,41,27,0,0,64,17,36,0,0,56,0,5,0,0,5,13,29,0,0,47,0,8,3,0,13,12,3,0,0,14,8,7,0,0,17,0,5,0,0,8,118,176,9,4,307,43,15,0,0,61,37,13,0,0,48,65,27,0,0,86,28,7,0,0,28,13,5,0,0,19,6,7,0,0,14,14,0,0,0,12,39,0,0,0,43,6,0,0,0,6,245,77,0,0,319,68,76,0,0,148,74,43,0,0,119,82,56,0,0,139,28,5,0,0,33,24,36,0,0,65,10,17,3,0,32,22,7,0,0,27,46,10,6,0,54,3,5,0,0,7,361,250,7,4,627
210031236,36,148,33,0,217,29,50,0,0,81,48,94,0,0,140,6,3,0,0,15,10,21,5,0,42,9,15,0,0,23,12,11,0,0,21,6,17,0,0,28,0,4,0,0,5,160,366,46,0,580,24,26,3,0,57,101,9,0,0,111,114,38,0,0,149,30,0,0,0,30,14,3,0,0,19,10,6,0,0,13,32,0,0,0,32,21,5,0,0,20,4,3,0,0,4,338,90,4,0,435,60,171,37,0,273,132,59,6,0,195,161,131,0,0,289,36,9,0,0,43,26,31,5,0,58,15,24,0,0,39,44,11,0,0,51,27,23,0,0,52,6,3,0,0,9,503,453,53,0,1009
210031237,8,37,0,3,48,11,24,0,0,39,17,15,0,0,31,3,3,0,0,8,8,9,0,0,21,8,3,0,0,11,22,8,0,0,26,9,7,0,0,17,4,0,0,0,3,98,103,5,3,204,17,12,0,0,28,34,6,0,0,43,57,7,0,0,68,32,3,0,0,33,10,0,0,0,10,11,0,0,0,11,83,0,0,0,84,12,3,0,0,16,4,0,0,0,4,258,28,3,0,286,25,41,0,3,73,47,28,0,0,80,74,23,0,0,103,33,8,0,0,40,17,9,0,0,26,14,3,0,0,22,105,8,0,0,108,18,10,0,0,30,9,0,0,0,6,350,127,8,4,490
210031439,4,5,0,0,10,0,7,0,0,6,4,6,0,0,4,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,29,3,0,0,0,4,7,0,0,0,7,8,4,0,0,13,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,38,6,0,0,41,10,5,0,0,16,14,7,0,0,15,19,7,0,0,19,3,0,0,0,9,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,48,23,0,0,71
210031440,7,7,0,0,13,3,5,0,0,8,11,10,0,0,22,0,0,0,0,0,0,10,0,0,15,3,0,0,0,3,0,0,0,0,8,3,7,0,0,12,0,0,0,0,0,34,39,3,0,75,9,3,0,0,23,15,8,0,0,19,19,5,0,0,28,5,0,0,0,5,5,0,0,0,4,3,0,0,0,0,16,0,0,0,16,7,3,0,0,12,0,0,0,0,0,89,26,0,0,113,13,13,0,0,32,21,6,0,0,29,28,21,0,0,53,11,0,0,0,11,3,7,0,0,14,6,0,0,0,8,19,0,0,0,21,17,14,0,0,28,0,0,0,0,0,120,68,3,0,194
210031535,20,21,3,0,45,17,13,0,0,32,22,23,0,0,42,0,3,0,0,3,3,3,0,0,15,0,3,0,0,0,14,6,0,0,17,7,9,0,0,15,0,0,0,0,3,86,88,5,0,170,12,9,0,0,17,38,5,0,0,47,56,8,0,0,63,35,0,0,0,32,9,3,0,0,13,4,0,0,0,4,47,0,0,0,47,17,0,0,0,20,7,0,0,0,7,222,28,0,0,250,29,26,3,0,60,55,21,0,0,74,71,36,0,0,107,34,6,0,0,40,10,5,0,0,19,5,6,0,0,6,64,6,0,0,67,24,12,0,0,37,6,0,0,0,7,306,110,5,0,419
210031536,15,25,0,0,41,10,20,0,0,30,14,8,0,0,21,0,4,0,0,4,3,5,0,0,6,0,7,0,0,7,8,7,0,0,10,9,9,0,0,15,0,6,0,0,6,58,84,0,0,146,9,7,0,0,10,41,7,0,0,47,20,15,0,0,34,19,0,0,0,19,9,0,0,0,9,5,4,0,0,6,23,0,0,0,25,10,0,0,0,10,3,0,0,0,3,135,25,3,0,167,23,30,0,0,57,52,24,0,0,83,36,20,0,0,59,19,4,0,0,22,10,5,0,0,12,5,13,0,0,15,34,3,0,0,43,12,9,0,0,22,3,8,0,0,6,197,117,0,0,313
210031537,13,20,0,0,31,14,14,0,0,22,15,9,0,0,26,0,3,0,0,4,6,5,0,0,5,0,3,0,0,6,5,0,0,0,5,0,3,0,0,3,0,0,0,0,0,44,55,0,0,103,5,4,0,0,10,25,0,0,0,29,19,3,0,0,27,10,0,0,0,10,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,11,0,0,0,11,0,0,0,0,5,70,12,0,0,84,13,24,0,0,42,41,17,0,0,54,35,19,0,0,52,10,3,0,0,10,7,5,0,0,10,0,3,0,0,6,8,0,0,0,8,10,3,0,0,10,3,0,0,0,4,121,70,0,0,194
210031538,27,45,7,0,79,33,33,3,0,73,24,30,0,0,47,7,4,0,0,10,15,11,0,0,31,4,12,0,0,10,8,6,0,0,13,9,12,0,0,16,3,0,0,0,6,127,145,13,0,287,26,3,0,0,28,107,7,0,0,116,53,11,0,0,66,32,3,0,0,37,13,6,0,0,18,9,0,0,0,8,33,0,0,0,33,22,5,0,0,27,5,0,0,0,3,294,35,0,0,331,45,55,7,0,104,142,42,0,0,190,78,33,0,0,119,38,6,0,0,47,26,18,0,0,43,13,12,0,0,21,48,6,0,0,50,29,14,0,0,37,8,4,0,0,10,423,183,12,5,624
210041240,16,33,4,0,51,21,14,5,0,41,19,33,0,0,51,0,3,0,0,5,11,33,0,0,43,0,4,0,0,5,11,3,0,0,15,7,3,0,0,15,5,0,0,0,5,96,123,8,0,224,17,3,0,0,22,69,4,0,0,75,59,13,0,0,69,21,0,0,0,29,18,0,0,0,18,7,0,0,0,10,14,0,0,0,14,19,0,0,0,23,0,0,0,0,0,231,23,0,0,258,34,35,4,0,72,91,19,5,0,118,75,42,0,0,120,21,8,0,0,31,28,33,0,0,58,6,0,0,0,12,27,3,0,0,31,31,9,0,0,37,3,0,0,0,3,327,145,8,0,484
210041539,13,14,0,0,26,4,0,0,0,7,3,11,0,0,14,0,3,0,0,3,0,9,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,30,34,0,0,68,6,0,0,0,6,20,0,0,0,18,21,8,0,0,28,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,13,0,0,0,15,10,0,0,0,10,3,0,0,0,3,78,12,0,0,93,18,14,0,0,33,20,0,0,0,22,22,15,3,0,44,12,3,0,0,12,11,9,0,0,11,0,0,0,0,0,14,3,0,0,16,10,0,0,0,10,3,0,0,0,3,110,48,5,0,159
210041540,24,111,12,0,145,28,45,12,0,84,28,68,4,0,100,8,5,0,0,11,16,40,6,0,60,9,17,0,0,26,12,10,0,0,25,10,14,0,0,28,9,3,0,0,8,138,307,32,4,483,25,21,0,0,49,108,12,4,0,129,88,36,0,0,122,46,0,0,0,50,13,4,0,0,19,16,5,0,0,21,14,4,0,0,23,22,5,0,0,30,3,0,0,0,3,341,90,5,0,439,54,132,14,0,197,135,66,15,0,213,115,95,4,0,214,49,8,0,0,58,32,40,10,0,79,21,21,0,0,49,25,14,0,0,45,35,16,0,0,55,13,3,0,0,16,483,402,39,4,920
210041541,6,14,0,0,22,14,9,0,0,17,11,19,0,0,29,0,0,0,0,0,9,11,0,0,19,4,0,0,0,3,7,5,0,0,3,6,9,0,0,12,0,0,0,0,0,59,67,3,0,125,5,5,0,0,9,26,7,0,0,26,38,13,0,0,44,16,0,0,0,15,9,0,0,0,9,3,0,0,0,3,12,0,0,0,12,12,4,0,0,15,7,0,0,0,7,127,22,0,0,151,14,18,0,0,31,40,10,0,0,49,52,28,0,0,79,14,3,0,0,18,20,11,0,0,32,6,0,0,0,7,13,5,0,0,20,20,9,0,0,27,7,0,0,0,8,183,88,3,0,277
210051242,15,76,45,0,141,14,31,5,0,51,33,30,0,0,68,3,4,0,0,13,4,14,9,0,25,3,9,0,0,19,22,13,0,0,30,12,9,0,0,21,5,4,0,0,13,115,199,66,0,377,22,10,0,0,29,31,4,3,0,38,55,18,0,0,65,35,3,0,0,37,6,0,0,0,5,10,3,0,0,15,87,0,0,0,86,32,3,0,0,34,9,0,0,0,8,280,38,4,0,324,34,88,45,0,168,43,36,5,0,89,85,42,0,0,135,38,7,0,0,47,7,18,9,0,32,17,14,0,0,32,102,11,0,0,116,43,16,3,0,64,13,5,0,0,24,394,242,66,0,703
210051243,117,635,186,4,946,26,71,12,0,105,154,249,11,0,415,11,9,0,0,22,42,155,23,5,222,18,64,10,0,88,98,54,9,0,160,42,73,0,0,118,14,28,3,5,43,514,1331,249,9,2105,57,68,6,0,135,59,14,0,0,70,250,78,0,0,332,42,5,0,0,46,25,11,0,0,38,15,12,0,0,29,105,11,0,0,111,89,16,0,0,108,13,4,0,0,18,651,216,9,0,877,170,701,196,4,1078,85,81,12,0,177,402,323,18,0,742,54,18,3,0,73,71,166,23,5,257,34,79,10,0,114,199,67,9,0,271,129,88,0,0,220,28,28,5,5,58,1161,1553,261,17,2989
210051245,14,65,10,0,89,13,27,0,0,41,31,34,0,0,62,0,8,0,0,12,20,12,0,0,32,9,7,0,0,14,13,9,0,0,22,16,8,0,0,23,6,0,0,0,3,114,167,17,4,301,17,13,0,0,34,55,14,0,0,66,70,16,0,0,76,15,3,0,0,21,7,0,0,0,14,6,0,0,0,12,41,0,0,0,45,29,4,0,0,39,0,0,0,0,6,248,61,0,3,313,28,84,10,0,126,70,38,0,0,107,94,46,0,0,145,25,12,0,0,35,28,14,0,0,41,17,7,0,0,30,56,6,0,0,63,42,13,0,0,56,5,3,0,0,10,364,225,16,6,616
210051246,44,61,6,0,116,26,22,0,0,50,35,34,0,0,73,3,0,0,0,7,20,16,0,0,36,9,8,0,0,12,32,9,0,0,50,22,16,0,0,34,9,0,0,0,12,201,175,11,3,392,25,9,0,0,28,58,9,3,0,69,89,12,0,0,107,38,3,0,0,42,23,3,0,0,25,6,0,0,0,9,39,0,0,0,44,24,9,0,0,34,7,0,0,0,8,307,51,3,0,362,67,68,6,0,144,85,25,4,0,116,129,51,0,0,179,44,3,0,0,46,39,21,0,0,65,14,7,0,0,23,78,16,0,0,88,43,28,0,0,72,18,4,0,0,21,514,228,10,3,752
210051247,12,9,0,0,20,6,6,0,0,17,14,14,0,0,28,3,0,0,0,3,3,4,0,0,7,0,0,0,0,0,11,6,0,0,19,0,4,0,0,6,4,0,0,0,4,60,42,0,0,106,5,0,0,0,10,14,0,0,0,16,28,10,0,0,34,23,0,0,0,30,4,0,0,0,5,11,0,0,0,10,38,0,0,0,38,10,3,0,0,10,0,0,0,0,0,139,18,0,0,160,18,16,0,0,32,19,8,0,0,32,43,26,0,0,64,30,3,0,0,28,8,5,0,0,10,13,0,0,0,14,59,6,0,0,63,8,7,0,0,21,4,0,0,0,6,199,67,0,0,267
210051248,33,34,16,0,78,5,0,0,0,10,14,12,0,0,23,0,3,0,0,6,104,16,0,3,120,5,0,0,0,0,99,27,0,0,128,3,4,0,0,11,11,0,0,0,9,273,101,19,3,395,13,0,0,0,12,4,4,0,0,10,19,7,0,0,23,6,0,0,0,7,37,0,0,0,37,0,0,0,0,0,77,0,0,0,80,17,3,0,0,18,6,4,0,0,8,173,12,0,0,187,43,31,16,0,94,11,0,0,0,16,29,16,0,0,46,5,5,0,0,8,133,16,0,3,155,5,0,0,0,0,174,24,0,0,201,21,5,0,0,29,17,3,0,0,18,443,117,25,3,578
210051250,22,102,24,0,149,14,15,4,0,24,24,40,8,0,70,3,3,0,0,5,14,33,4,0,47,3,10,0,0,15,5,9,0,0,14,8,14,0,0,23,4,0,0,0,11,110,207,41,0,357,21,15,0,0,35,17,7,0,0,29,45,13,0,0,60,10,0,0,0,10,8,5,0,0,16,0,0,0,0,0,31,0,0,0,36,18,3,0,0,24,5,0,0,0,7,170,46,0,0,222,44,112,24,0,183,29,22,3,0,56,71,52,8,0,131,19,3,0,0,19,25,33,4,0,63,9,10,0,0,13,45,7,0,0,51,28,17,0,0,45,12,0,0,0,16,277,260,46,0,579
210051441,10,18,0,0,28,10,21,4,0,33,5,12,0,0,20,0,0,0,0,0,0,9,0,0,9,0,5,0,0,7,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,31,83,3,0,118,12,0,0,0,15,12,9,0,0,20,27,3,0,0,33,12,0,0,0,12,4,0,0,0,3,4,0,0,0,6,13,6,0,0,12,8,0,0,0,8,0,0,0,0,0,96,19,0,0,117,16,21,0,0,40,25,27,4,0,57,38,16,0,0,55,12,0,0,0,13,4,11,0,0,17,4,9,0,0,10,19,6,0,0,26,8,0,0,0,12,0,0,0,0,0,125,103,3,0,231
210051442,14,15,0,0,34,13,9,0,0,19,7,9,0,0,15,3,0,0,0,3,3,4,0,0,15,7,3,0,0,10,18,10,0,0,25,9,3,0,0,18,0,0,0,0,3,67,59,0,0,125,13,0,0,0,10,17,0,0,0,12,30,6,0,0,33,16,0,0,0,16,7,0,0,0,7,6,0,0,0,6,36,0,0,0,36,17,0,0,0,17,0,0,0,0,0,139,15,0,0,147,27,14,0,0,45,28,8,0,0,32,34,15,0,0,47,19,0,0,0,17,13,4,0,0,22,7,7,0,0,15,57,10,0,0,59,21,3,0,0,28,0,5,0,0,0,208,65,0,0,279
210051443,33,105,19,0,154,34,26,0,0,61,57,63,0,0,125,10,0,0,0,13,14,28,0,0,42,8,8,0,0,14,47,10,0,0,58,10,19,0,0,27,5,4,0,0,8,218,262,31,4,510,21,14,0,0,36,48,3,3,0,51,79,20,0,0,103,49,3,0,0,52,19,5,0,0,19,10,0,0,0,10,73,0,0,0,73,43,4,0,0,50,3,0,0,0,10,345,53,0,0,402,53,115,19,0,194,78,29,3,0,118,139,86,0,0,232,60,3,0,0,68,33,27,0,0,65,13,8,0,0,19,114,16,0,0,134,60,22,0,0,77,13,7,0,0,20,565,313,35,7,914
210051445,16,57,0,0,81,15,12,0,0,25,32,56,0,0,91,5,4,0,0,10,14,11,0,0,21,4,0,0,0,9,53,26,0,0,83,15,18,0,0,37,7,0,0,0,6,161,191,0,6,354,18,4,0,0,21,29,5,0,0,33,80,15,0,0,95,39,0,0,0,40,8,0,0,0,6,8,0,0,0,7,94,0,0,0,94,16,3,0,0,13,3,0,0,0,3,284,31,0,0,315,36,63,0,0,102,44,14,0,0,59,109,71,0,0,185,41,4,0,0,51,15,11,0,0,27,13,0,0,0,11,146,26,0,0,172,33,18,0,0,55,10,0,0,0,8,449,217,0,0,674
210051542,11,11,0,0,18,6,0,0,0,11,14,4,0,0,18,6,0,0,0,10,7,3,0,0,12,5,0,0,0,3,11,6,0,0,26,0,0,0,0,4,0,0,0,0,0,65,21,0,0,89,4,0,0,0,10,13,0,0,0,12,11,3,0,0,17,14,0,0,0,19,4,0,0,0,4,4,0,0,0,4,42,0,0,0,42,13,4,0,0,16,0,0,0,0,0,100,4,0,0,108,17,8,0,0,27,19,0,0,0,26,28,5,0,0,34,16,0,0,0,21,9,3,0,0,14,5,0,0,0,6,50,6,0,0,62,13,3,0,0,16,0,0,0,0,0,166,31,0,0,203
210051543,17,30,5,0,56,20,19,0,0,33,27,16,0,0,37,4,3,0,0,13,8,5,0,0,9,6,13,7,0,19,18,0,0,0,19,6,4,0,0,7,0,0,0,0,0,99,86,14,3,199,7,7,0,0,15,35,4,0,0,42,28,6,0,0,37,26,0,0,0,26,12,0,0,0,12,6,5,0,0,11,34,0,0,0,34,12,0,0,0,21,4,0,0,0,4,173,20,3,0,200,22,40,5,0,69,53,21,0,0,79,56,17,0,0,76,37,3,0,0,40,17,5,0,0,19,11,9,7,0,29,51,0,0,0,55,19,11,0,0,27,5,0,0,0,3,278,108,14,3,405
210051544,31,114,30,0,179,11,20,5,0,36,24,48,3,0,84,4,0,0,0,8,17,21,5,0,41,5,12,3,0,18,47,18,0,0,68,15,14,0,0,27,3,0,0,0,4,155,256,47,0,463,22,8,0,0,26,26,5,0,0,34,67,13,0,0,82,23,0,0,0,20,20,3,0,0,22,3,0,0,0,3,58,5,3,0,61,22,11,0,0,24,3,0,0,0,10,246,44,5,0,294,49,121,35,0,209,39,29,3,0,69,95,62,3,0,162,26,3,0,0,29,39,29,9,0,71,8,10,3,0,23,100,25,0,0,130,34,19,0,0,55,11,3,0,0,11,399,303,57,0,759
