POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
206041508,1490,1106,852,615,3326,4921,1203,2528,221,16263,0,0,0,3,4,11,4,0,0,27,3,0,0,5,8,5,3,16,0,42,47,14,44,42,175,254,81,146,3,809,19,8,18,32,122,123,40,60,0,422,9,13,20,12,46,69,14,39,0,221,29,23,11,8,68,58,14,27,0,243,114,179,135,62,186,189,44,62,10,992,196,281,163,61,131,53,11,20,18,940,15,4,10,13,85,91,17,19,4,248,36,34,25,34,92,136,35,61,0,452,106,57,77,52,217,301,66,88,7,967,18,39,31,26,102,87,17,25,0,346,144,85,191,159,641,928,260,440,13,2855,71,121,105,43,150,98,12,35,12,648,12,5,20,18,99,58,7,21,0,256,9,39,12,8,24,22,8,14,0,128,17,50,47,40,89,53,10,22,3,324,602,284,263,153,223,354,52,47,16,1981,21,16,31,40,120,92,34,33,0,390
206041509,250,509,417,320,1732,2103,559,946,119,6942,0,0,0,0,5,3,0,7,0,14,0,0,0,0,0,0,0,0,0,5,0,5,3,0,10,16,3,4,0,44,0,4,4,3,6,6,0,0,0,29,10,3,8,4,27,45,19,23,0,130,0,4,5,5,12,8,6,3,0,41,16,32,33,24,44,26,9,15,3,195,24,93,39,15,33,18,5,8,5,241,6,6,0,0,20,18,3,3,0,57,27,48,72,81,175,144,52,65,3,664,7,7,15,0,42,38,13,7,0,120,3,7,22,4,43,39,10,13,0,148,30,59,66,55,160,224,31,72,0,691,27,62,68,32,144,78,20,32,4,453,35,34,58,52,195,147,33,47,10,604,31,109,61,56,150,99,30,42,0,582,15,33,43,37,80,81,29,46,3,364,59,106,101,70,233,159,27,58,0,825,6,3,14,10,7,16,0,5,0,65
206041510,116,190,217,149,718,921,254,569,48,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,7,12,0,0,0,34,0,0,0,0,0,0,0,0,0,4,8,4,15,11,14,31,7,10,0,95,0,3,6,0,21,15,0,7,0,48,3,15,13,0,21,17,0,6,0,70,16,44,32,14,18,10,4,12,0,133,3,0,8,3,16,10,0,4,0,46,3,4,10,4,13,14,5,3,0,56,6,0,9,6,26,15,0,7,0,63,0,10,3,3,9,9,0,0,0,39,16,36,44,55,126,94,19,36,0,427,9,16,22,6,18,17,0,3,5,93,18,7,19,5,52,67,9,25,0,202,11,26,21,30,42,40,13,27,0,203,27,52,66,67,119,98,21,26,4,479,4,7,8,3,29,20,5,10,0,88,16,12,29,29,51,23,7,17,0,187
206051128,217,602,517,328,1709,2665,709,1638,113,8507,0,0,0,0,0,6,0,3,0,10,3,0,5,6,0,10,0,3,0,21,4,27,13,5,30,22,6,7,0,110,0,0,4,0,0,0,4,4,0,9,23,24,30,30,91,114,39,53,0,410,19,15,26,21,101,135,44,67,0,434,22,64,53,35,49,32,10,8,3,269,53,146,67,35,79,72,13,28,6,508,4,6,6,4,26,23,4,4,0,80,7,28,26,26,56,38,20,23,0,216,16,40,39,32,142,148,29,31,0,470,10,36,28,22,70,72,9,18,0,265,64,139,174,125,423,496,107,166,3,1700,33,71,67,40,86,141,17,44,3,504,0,5,20,3,32,27,9,16,0,119,62,141,98,72,156,109,53,75,3,764,40,129,148,95,223,102,22,55,4,816,21,37,45,30,46,46,12,17,4,253,17,39,55,30,44,28,13,7,0,233
206051129,53,187,140,86,184,270,65,185,19,1192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,3,3,5,0,38,0,0,0,0,0,0,0,0,0,0,0,6,5,3,9,8,0,0,0,32,4,3,3,0,0,0,0,0,0,19,0,41,22,18,9,17,0,3,0,124,17,65,19,12,13,8,0,5,0,156,0,3,0,0,0,0,0,0,0,8,0,4,7,3,5,6,0,3,0,24,0,0,9,3,8,3,0,9,0,33,0,7,4,5,19,16,0,5,0,68,9,45,35,18,18,37,12,27,0,196,0,8,13,3,3,7,3,6,0,46,0,0,0,0,5,10,0,0,0,15,19,78,52,24,50,35,23,32,0,322,17,57,51,39,29,33,4,7,0,239,4,6,13,4,4,9,0,0,0,43,7,31,41,19,11,13,0,3,0,127
206051130,116,304,244,117,373,501,121,369,34,2177,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,17,0,6,13,3,5,0,44,0,0,0,0,0,3,0,0,0,4,0,6,6,8,4,11,3,4,0,38,0,5,9,10,14,6,0,4,0,52,12,64,36,15,33,16,7,10,0,204,22,106,54,17,27,14,4,23,0,273,8,19,9,12,30,21,10,9,0,121,4,3,5,4,6,7,3,11,0,44,0,7,11,4,9,18,9,14,0,69,3,5,5,6,14,21,4,7,0,62,12,40,52,24,57,59,16,30,0,295,5,23,15,0,11,3,3,5,0,69,0,4,9,3,17,19,8,0,0,52,19,48,45,26,52,33,14,21,0,262,18,63,69,33,59,32,5,13,3,306,4,8,8,0,3,7,8,0,0,34,13,41,44,23,25,18,8,8,4,174
206051134,71,293,231,135,287,403,121,249,30,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,8,7,0,3,0,42,0,0,4,0,0,5,0,0,0,3,0,0,5,0,7,0,0,5,0,8,0,5,0,0,3,3,0,0,0,17,8,76,38,25,33,32,7,20,0,242,19,84,39,12,19,19,11,5,3,217,0,0,9,0,0,5,0,0,0,23,0,7,5,4,0,4,0,3,0,32,3,4,0,0,5,8,0,0,0,20,0,10,14,0,4,5,0,4,0,35,5,32,26,24,43,35,13,8,3,199,8,13,16,4,10,7,0,0,0,61,7,4,4,5,5,15,4,15,0,55,9,52,32,15,32,28,4,18,0,197,8,80,63,36,56,56,12,10,0,324,0,7,8,6,6,5,0,0,0,41,10,32,17,7,15,9,0,7,0,99
206051511,589,1076,1252,749,4869,6706,1808,3638,318,21017,0,3,7,9,7,13,0,5,0,34,0,0,3,0,3,0,0,0,0,6,33,43,66,64,262,276,76,86,4,922,0,4,8,3,15,17,0,7,0,50,29,47,65,45,155,300,42,103,4,783,19,26,65,48,200,190,46,60,4,652,72,101,100,75,295,252,72,69,9,1045,22,64,38,17,26,20,3,8,0,193,33,49,83,37,141,169,29,51,4,592,13,34,32,28,115,108,24,78,0,442,11,10,17,9,88,92,40,40,0,314,3,14,12,12,49,34,9,12,4,159,31,62,105,84,266,305,80,93,4,1034,36,62,106,55,159,105,20,32,11,580,21,13,27,24,139,100,20,25,0,375,8,28,26,33,45,27,15,23,5,204,51,46,72,47,212,150,51,57,0,696,7,17,10,7,20,23,0,11,3,103,12,34,38,25,57,39,10,23,5,249
206051512,255,769,713,477,2278,3658,931,2117,165,11362,0,0,3,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,28,30,30,90,98,37,63,6,396,0,0,6,0,8,4,0,4,0,29,8,19,24,20,63,97,23,45,5,308,7,15,19,9,39,63,8,18,0,170,61,189,139,75,235,162,62,98,9,1032,47,170,110,45,61,56,15,15,9,522,10,5,16,10,56,64,15,29,0,208,9,21,25,19,70,122,29,44,0,342,38,40,79,75,238,277,51,42,5,848,12,26,31,15,93,101,17,33,0,328,97,161,202,167,550,657,152,209,10,2201,38,83,126,61,134,119,24,36,8,637,12,20,21,9,57,61,15,14,0,204,22,85,58,41,128,70,18,25,0,447,52,151,200,151,277,188,44,73,9,1139,8,23,22,19,25,29,8,13,0,151,40,64,63,37,88,53,3,20,0,373
206051513,94,278,246,194,567,726,170,400,36,2709,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,10,10,3,3,0,44,0,0,0,0,0,0,0,0,0,11,0,5,12,3,6,16,0,3,0,45,0,5,9,5,8,10,0,5,0,37,9,26,19,17,32,27,4,9,0,143,19,33,26,16,11,5,0,3,0,121,0,0,3,0,6,0,0,0,0,12,4,5,10,0,17,11,0,3,0,57,0,15,11,8,13,21,3,6,0,85,5,5,12,7,44,33,6,21,0,131,15,42,48,46,80,130,39,44,0,444,0,23,23,7,33,24,3,4,0,114,21,20,49,36,138,70,24,37,0,391,18,56,48,22,53,37,25,56,4,316,23,106,92,75,124,75,24,27,3,541,0,19,16,15,6,16,5,5,0,84,18,29,35,18,33,18,5,8,0,164
206051514,218,476,441,249,939,1186,291,644,87,4526,0,0,0,0,0,0,0,0,0,3,7,4,5,9,9,47,24,40,0,144,5,4,12,6,26,33,20,19,0,115,0,0,0,0,0,0,0,0,0,3,0,8,0,5,10,18,0,5,0,48,0,3,3,0,6,7,0,0,0,25,17,66,44,13,47,35,9,13,0,249,90,222,139,46,114,72,32,26,16,746,0,8,8,0,6,9,0,6,0,33,6,8,6,5,7,11,3,6,0,50,11,9,13,10,52,52,10,16,0,174,14,16,22,16,57,26,3,19,0,170,21,40,49,45,169,175,44,61,7,602,7,23,21,4,30,39,8,10,0,147,0,8,10,7,21,13,3,8,0,80,16,72,71,40,129,100,22,37,0,484,51,128,194,133,216,148,32,33,10,946,46,42,43,8,31,23,8,9,5,213,33,28,72,45,95,60,9,24,0,369
206061135,84,341,270,148,523,641,191,382,54,2631,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,19,10,7,10,10,0,3,0,57,0,0,0,0,0,0,0,0,0,0,5,9,9,8,32,19,15,8,0,108,0,6,3,6,8,6,0,3,0,37,91,256,127,66,98,54,10,18,6,735,26,120,49,21,32,16,3,9,5,282,7,0,14,0,3,31,5,3,0,71,0,3,0,0,0,3,0,0,0,13,0,13,8,10,10,6,0,3,0,57,9,14,29,13,46,70,9,23,0,212,16,34,43,31,62,51,11,26,0,278,5,30,41,7,16,18,4,7,0,126,16,12,24,19,71,63,13,12,3,233,24,109,85,46,58,73,23,52,3,473,42,162,160,98,169,89,27,37,7,786,6,11,10,5,9,5,0,4,0,51,46,61,48,22,38,7,0,3,3,231
206061136,253,686,587,337,844,1274,388,775,91,5230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,23,12,11,14,16,5,5,0,78,0,4,0,3,8,14,0,0,0,28,3,11,8,3,23,9,4,6,0,66,3,0,11,3,12,12,0,9,0,57,71,185,118,56,138,72,12,24,0,677,99,307,164,65,62,57,10,8,8,774,0,0,8,0,11,6,0,3,0,38,0,15,17,15,21,32,14,23,0,135,5,16,28,19,28,45,3,9,0,147,4,16,14,14,25,41,4,11,0,132,25,88,93,59,205,274,68,97,3,915,5,39,27,15,37,36,3,13,0,165,13,18,15,7,32,49,13,23,0,172,14,82,70,41,82,57,19,24,0,394,69,236,244,205,266,220,38,67,13,1349,10,38,26,12,23,17,4,17,0,143,52,62,78,27,56,48,13,6,5,343
206061138,78,316,268,183,299,510,153,373,41,2209,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,22,0,9,10,3,0,8,0,46,0,0,0,0,4,0,0,0,0,8,0,9,7,6,5,11,0,0,0,40,0,3,16,3,12,0,3,0,0,42,35,88,55,31,31,23,4,10,0,281,18,39,24,8,19,14,0,7,0,129,3,3,0,4,4,5,0,0,0,21,0,4,5,4,5,4,0,4,0,32,4,25,20,3,16,24,6,10,0,101,4,25,20,11,19,16,3,6,0,106,6,40,25,24,35,36,8,21,0,189,14,26,26,10,14,13,3,5,0,112,0,5,0,0,7,5,0,0,0,17,28,130,103,69,111,104,46,119,6,725,30,90,88,56,62,41,6,13,4,393,5,9,8,0,4,0,0,3,0,30,17,32,38,18,21,11,0,6,0,141
206061515,99,328,292,156,664,946,262,621,44,3411,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,5,0,0,0,10,0,11,7,6,5,11,4,3,0,50,0,0,0,0,4,3,0,0,0,8,0,4,6,4,13,21,0,6,0,52,0,13,3,0,15,13,3,6,0,56,15,80,66,42,62,32,8,18,6,330,30,100,53,27,53,32,3,19,0,320,0,0,0,3,3,3,0,0,0,16,10,23,15,16,18,41,23,22,0,174,4,13,12,10,19,40,4,17,0,121,4,15,19,19,65,71,10,16,0,212,32,59,62,47,165,215,66,96,0,736,17,47,40,22,51,34,12,13,0,248,0,0,0,0,10,3,0,0,0,22,14,52,42,39,45,42,15,18,0,269,17,71,70,39,77,60,6,22,4,360,0,14,10,6,5,7,4,9,0,48,25,44,31,24,27,11,4,4,4,178
206061516,151,416,374,181,527,739,198,488,50,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,8,13,9,16,7,0,6,0,60,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,17,0,6,0,40,7,7,9,4,13,21,4,4,0,69,52,133,77,44,116,63,20,16,3,532,48,191,104,24,62,21,3,20,3,473,0,0,0,3,0,4,0,0,0,9,14,26,22,19,54,60,15,22,0,235,0,10,8,6,25,13,3,7,4,73,4,12,14,12,27,32,8,15,0,123,28,59,56,50,154,174,47,48,3,621,0,25,37,5,16,25,0,8,0,118,0,0,8,6,12,11,0,4,0,46,9,13,19,9,12,10,3,6,0,77,20,73,77,69,87,70,8,18,3,431,3,7,9,4,5,6,0,4,3,41,19,40,48,15,27,15,4,4,0,170
206071139,205,492,469,302,1369,1605,433,837,88,5795,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,21,16,37,21,109,114,27,45,0,389,0,0,0,0,0,0,0,0,0,0,7,8,12,8,15,39,5,22,0,113,8,14,19,15,51,48,10,20,0,186,27,99,89,69,160,123,22,44,0,637,43,126,76,22,68,37,12,12,3,406,10,8,7,15,34,17,4,5,0,95,4,8,13,15,22,37,9,5,0,97,23,10,35,33,141,97,29,31,0,401,6,9,7,0,18,13,5,3,0,50,12,46,70,64,189,183,42,75,7,685,4,21,21,11,44,25,4,7,0,141,10,13,22,35,44,45,3,7,0,174,8,45,21,24,44,28,5,16,4,184,38,108,106,88,154,118,24,29,4,671,8,21,15,10,30,25,5,13,0,130,8,27,28,18,43,28,9,10,0,173
206071140,29,169,106,96,169,298,77,170,22,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,21,0,0,7,0,0,4,0,3,0,19,5,38,21,15,21,11,0,9,0,126,15,41,33,4,13,9,0,9,0,129,0,5,0,0,0,0,0,0,0,10,0,0,4,0,6,0,0,3,0,16,0,9,0,5,3,3,0,4,0,21,3,0,4,0,11,13,7,9,0,49,0,24,12,5,21,31,5,10,0,108,0,8,3,4,0,5,0,0,0,25,0,4,0,4,11,0,4,0,0,27,10,38,22,24,41,42,19,25,0,217,9,49,56,28,35,18,4,14,0,216,0,7,9,7,17,10,11,7,0,78,14,19,17,10,6,7,8,0,0,78
206071141,291,648,578,429,1574,1949,560,1030,106,7169,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,17,38,18,41,38,13,18,0,196,0,0,0,0,0,0,0,5,0,3,0,9,18,16,24,26,9,8,0,117,14,28,37,20,97,90,22,25,0,343,42,120,93,53,155,101,32,35,0,630,60,163,75,35,62,51,20,21,8,491,63,32,31,32,100,104,20,30,0,403,10,8,20,10,36,48,13,15,0,158,0,3,5,3,15,21,10,6,0,68,4,9,12,9,33,21,4,13,0,97,31,79,138,129,272,380,83,123,3,1235,37,65,87,28,67,48,24,19,9,387,4,12,22,12,45,29,11,3,0,134,56,135,107,62,87,61,16,29,4,549,53,131,166,144,301,126,35,65,6,1028,4,36,26,12,25,37,9,15,0,169,25,30,34,16,49,27,13,18,5,206
206071142,311,698,642,476,1184,1536,391,805,99,6130,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,28,24,11,45,32,14,5,0,167,0,0,3,0,0,0,0,0,0,4,0,4,6,3,9,8,0,4,0,40,3,7,14,3,21,12,3,0,0,67,61,214,143,59,148,99,29,39,9,806,97,297,146,58,92,63,8,33,10,812,0,4,5,3,12,10,0,0,0,32,3,13,21,12,29,30,10,11,0,136,5,0,4,0,9,12,0,4,0,33,6,9,10,9,38,33,4,12,0,121,18,78,86,81,163,190,59,55,0,730,7,21,30,9,57,32,9,14,0,184,16,18,29,23,66,36,7,15,0,210,38,168,132,71,193,107,44,66,0,821,311,494,717,913,757,955,192,294,30,4666,12,18,12,13,18,26,6,23,0,127,29,43,49,22,43,29,5,9,9,230
206071143,89,302,218,157,319,460,171,272,41,2022,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,3,0,10,0,0,3,0,24,0,0,0,0,0,0,0,0,0,4,0,11,0,3,3,9,4,4,0,34,0,0,3,0,0,3,0,0,0,13,9,81,44,16,32,20,0,6,0,212,32,154,59,18,12,24,3,7,3,312,3,6,0,0,14,10,3,3,0,39,0,5,5,3,5,3,0,4,0,33,3,6,0,0,0,3,0,4,0,17,0,3,0,0,11,4,0,0,0,24,8,40,30,33,35,37,15,27,0,230,0,9,7,6,5,5,0,0,0,38,0,0,0,0,3,12,5,5,0,25,7,61,47,34,33,33,14,27,3,255,31,121,128,92,143,64,18,17,4,631,4,13,11,5,4,8,0,8,0,58,7,33,23,14,9,10,6,0,0,102
206071145,64,245,180,136,469,500,132,230,38,1993,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,4,14,6,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,17,0,4,0,44,0,6,5,0,9,5,0,0,0,21,10,40,27,9,20,14,6,12,4,135,14,48,22,5,13,6,5,4,0,107,0,0,0,3,6,4,0,3,0,13,0,3,0,0,6,9,0,4,0,14,0,0,0,3,4,0,0,0,0,10,0,4,3,6,0,5,0,0,0,23,4,15,22,18,16,21,13,10,0,130,3,14,12,10,10,13,3,0,0,68,9,15,6,8,12,10,4,5,0,68,23,75,67,40,83,53,21,51,3,423,58,109,151,144,151,151,34,40,5,844,0,12,10,5,5,6,0,6,0,54,6,26,16,11,11,6,4,5,0,86
206071517,451,869,761,552,3634,4629,1152,2606,195,14848,0,0,0,0,0,11,3,0,0,21,0,0,0,0,0,0,0,6,0,6,14,32,36,25,78,63,23,35,0,316,19,11,41,27,178,144,21,31,6,482,11,26,27,24,89,126,40,78,0,423,16,26,38,29,118,112,38,39,0,426,207,277,282,189,879,746,229,367,25,3206,108,285,167,71,105,75,33,35,12,886,7,7,8,4,20,29,13,12,0,107,47,17,70,47,324,325,67,108,5,1020,18,20,34,23,80,92,35,33,0,325,7,13,18,17,100,82,18,30,0,283,122,197,228,193,705,882,240,310,17,2893,10,34,50,14,55,58,20,34,0,278,8,7,11,10,39,44,4,8,5,127,21,107,80,54,110,81,34,53,0,543,57,146,151,131,268,180,52,53,3,1042,17,29,23,15,35,38,4,20,0,183,41,77,87,47,71,62,16,24,9,431
206071518,224,716,567,477,1728,1762,518,1003,111,7112,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,22,22,23,72,88,24,40,0,305,0,0,0,0,0,4,0,0,0,5,0,9,13,7,16,37,3,20,0,115,14,16,28,22,80,82,19,41,0,304,84,268,148,90,184,99,37,42,5,949,32,181,61,21,31,23,4,10,4,365,0,3,8,0,6,3,0,5,0,23,3,16,4,5,28,20,7,23,0,119,8,0,19,15,39,35,6,14,0,125,4,10,10,9,38,38,6,17,0,137,23,66,82,51,155,161,33,58,0,639,11,37,35,15,83,30,6,4,0,224,34,34,45,42,137,100,27,19,0,429,14,55,48,24,65,36,15,29,4,291,254,426,557,612,1084,547,117,190,32,3819,8,26,7,16,13,16,6,4,5,95,15,51,46,16,46,33,4,9,0,221
207011146,49,224,137,77,127,159,48,119,17,951,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,26,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,0,0,16,0,3,5,0,0,0,0,0,0,13,6,51,43,14,16,9,4,3,0,146,8,55,17,5,7,6,0,3,0,106,3,3,0,0,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,6,0,13,4,0,3,3,0,0,0,25,0,5,0,0,4,4,0,0,0,24,6,28,20,18,8,15,5,13,0,106,4,9,5,0,0,0,0,0,0,20,0,7,9,3,8,0,0,0,0,23,13,56,42,24,48,26,10,26,0,242,25,117,114,61,89,51,8,22,3,491,10,37,5,8,3,0,0,0,0,69,9,18,19,7,5,0,0,9,0,63
207011147,81,461,270,142,353,457,121,314,43,2242,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,13,0,10,11,5,8,0,68,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,5,0,4,0,32,0,13,12,5,5,6,0,0,0,36,14,135,74,34,40,24,8,21,3,353,13,112,43,9,14,15,3,5,0,218,3,0,8,0,0,5,0,0,0,26,3,11,3,0,4,0,0,0,0,26,0,16,22,17,29,27,4,9,0,118,0,13,10,7,16,18,4,0,0,81,7,48,61,27,83,50,11,21,0,305,9,20,8,5,5,3,0,5,0,45,0,11,3,4,5,0,6,4,0,33,18,131,89,46,75,76,35,62,0,541,38,146,160,71,106,71,18,29,3,644,9,18,0,0,0,9,0,0,0,37,17,38,20,15,13,17,7,5,0,126
207011148,63,330,191,124,269,362,115,210,28,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,0,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,14,12,10,5,10,0,0,0,56,0,19,7,0,4,6,0,0,0,41,15,66,48,26,29,27,3,7,5,231,7,51,24,4,13,3,3,0,3,119,0,6,0,3,0,0,0,0,0,15,0,8,0,6,3,3,0,4,0,18,0,9,17,4,6,18,3,5,0,68,0,9,11,3,11,14,4,6,0,60,4,38,41,14,21,38,10,11,0,175,5,15,8,0,7,3,0,0,0,45,3,10,3,0,10,5,0,0,0,36,21,103,81,32,82,64,40,74,0,506,23,106,95,52,66,26,9,11,4,403,18,41,8,0,5,5,0,0,0,73,17,29,22,4,14,15,3,3,0,114
207011149,135,543,430,246,856,983,222,499,51,3963,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,13,35,25,9,34,28,9,10,0,160,0,0,0,0,0,0,0,0,0,3,6,19,10,4,8,12,0,0,0,59,3,5,14,8,36,45,14,23,0,156,61,238,134,49,114,60,17,35,9,718,18,105,56,16,26,13,10,8,0,241,0,9,11,8,6,7,0,0,0,32,0,11,0,0,7,0,0,0,0,20,5,30,25,17,62,46,14,18,0,221,6,18,17,8,22,19,6,0,0,96,16,93,76,52,89,85,20,36,0,469,3,27,16,8,12,0,0,5,0,68,26,50,87,47,120,99,21,35,0,480,43,148,101,76,126,82,38,56,0,679,87,356,324,229,358,191,42,72,18,1680,0,13,8,6,0,0,0,6,0,31,44,60,59,43,45,42,12,9,0,306
