POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
206011109,13,21,35,27,48,25,4,3,5,178,7,11,21,20,37,44,3,12,0,154,3,8,9,16,26,39,8,11,0,117,0,5,13,15,23,25,3,16,0,106,0,0,4,7,15,28,0,15,0,73,3,9,9,6,15,42,13,28,0,120,0,3,0,0,0,8,4,12,0,33,0,5,0,5,6,17,6,16,0,57,3,0,0,0,5,0,0,0,5,11,67,292,209,134,206,265,51,130,17,1362
206011495,27,55,115,81,162,101,16,27,9,592,20,46,73,81,201,137,23,34,4,618,11,20,47,56,135,129,34,46,8,474,16,17,28,33,116,118,32,55,7,422,16,8,11,18,61,89,20,49,3,270,14,16,20,26,68,129,44,89,4,409,0,0,0,8,17,26,9,27,3,99,3,10,10,5,20,39,16,49,0,146,0,10,0,3,0,8,0,0,12,28,215,749,656,424,932,877,203,420,80,4559
206011496,35,122,163,136,316,172,20,35,10,1013,34,79,132,137,327,247,35,63,15,1074,35,32,61,80,234,218,60,70,3,798,15,25,39,46,201,178,51,85,4,653,17,9,29,28,120,139,27,72,3,452,26,29,30,38,142,210,60,135,3,671,0,3,9,9,24,38,12,41,0,144,4,10,12,10,18,53,31,103,5,242,0,11,5,10,17,20,0,7,21,77,463,1616,1208,752,1604,1422,329,686,107,8186
206011497,22,89,142,104,200,93,20,27,12,716,27,47,119,111,240,182,31,36,10,804,24,35,66,69,208,155,42,38,8,641,27,18,37,47,172,133,32,51,11,516,16,9,27,32,127,142,25,35,3,405,14,13,15,37,133,184,70,117,4,587,7,7,3,6,19,28,13,30,4,109,0,8,11,11,25,39,16,54,0,157,3,11,12,4,12,5,0,9,26,79,319,1169,982,557,1256,1059,263,445,126,6176
206011498,10,40,68,52,55,36,4,18,3,278,6,26,63,59,96,64,13,21,3,345,12,11,31,40,68,52,13,21,0,255,13,10,24,32,75,42,17,26,4,240,6,0,9,16,51,35,10,22,0,158,5,7,10,16,62,39,18,35,0,199,0,7,6,0,6,8,9,15,0,51,0,3,6,7,3,16,6,38,0,84,0,5,6,3,5,4,0,5,13,31,106,403,380,292,460,338,103,211,41,2329
206021110,17,36,77,69,206,138,20,24,3,591,23,31,58,55,216,176,25,45,8,641,15,24,39,47,128,148,43,39,6,489,13,15,23,35,91,134,33,42,3,388,5,10,8,14,62,88,34,46,0,275,10,5,19,21,60,189,60,103,0,466,4,0,3,11,10,43,15,40,0,132,4,4,14,13,13,38,33,92,4,213,0,4,0,6,4,5,0,4,17,49,199,729,556,385,925,1061,278,487,59,4686
206021112,29,96,113,100,201,132,10,21,13,708,22,55,85,101,233,173,30,58,6,780,11,32,31,70,166,138,44,66,9,573,12,20,38,48,138,142,30,64,0,500,5,8,21,28,105,105,25,63,6,367,15,15,21,36,107,140,70,120,0,527,3,3,10,4,10,31,12,33,0,105,0,12,5,14,15,34,17,57,0,146,0,6,9,7,11,7,0,0,26,62,236,1001,748,567,1125,1011,247,532,91,5560
206021499,24,55,81,70,93,77,10,27,5,435,13,52,68,66,138,105,21,37,10,502,7,16,27,41,105,98,23,31,3,361,12,17,33,25,90,100,25,41,5,341,5,11,9,21,46,71,23,30,0,227,9,14,15,30,57,114,43,70,0,348,5,5,8,9,15,19,7,29,0,95,7,8,11,4,8,41,23,66,0,167,0,3,4,6,3,0,0,8,7,29,215,744,529,375,633,695,172,372,49,3783
206021500,20,42,78,60,102,61,15,24,6,401,15,42,59,55,118,95,23,30,3,445,8,18,42,32,93,76,21,20,7,322,8,5,20,31,52,75,22,39,4,255,6,8,19,13,33,41,25,24,0,181,4,9,23,22,53,87,34,74,6,306,0,9,9,8,17,15,8,11,0,76,0,11,12,14,12,30,13,53,0,140,3,3,3,5,8,4,0,3,7,32,180,622,520,316,565,553,178,336,51,3321
206031113,19,48,58,45,65,42,7,19,5,300,19,31,44,37,86,48,7,29,6,300,5,15,29,29,69,58,15,27,0,254,9,9,19,22,47,65,15,37,0,220,4,4,10,18,37,37,18,26,3,168,9,16,14,8,44,65,34,47,0,228,0,8,9,4,12,17,7,19,0,75,0,13,6,15,11,28,8,56,0,132,0,0,0,0,0,0,0,4,4,21,151,640,428,250,425,420,117,283,35,2755
206031115,13,40,68,41,92,64,9,14,10,354,15,22,47,41,123,86,23,35,6,394,11,15,24,32,93,72,26,35,0,304,8,9,13,24,87,89,17,37,4,293,15,4,6,17,41,70,21,19,0,202,5,9,10,12,43,112,39,53,3,290,0,0,4,0,10,16,6,20,0,48,0,3,10,0,3,14,11,34,4,81,0,0,3,4,3,3,0,0,12,34,136,519,434,230,562,576,153,272,58,2945
206031116,43,93,178,111,237,112,17,32,11,825,40,74,123,129,306,182,35,44,12,946,41,47,71,75,304,197,28,58,11,836,29,27,52,50,279,213,50,71,8,783,25,21,17,43,179,203,41,54,9,589,36,25,34,52,245,326,100,145,6,972,0,11,5,9,38,52,20,42,5,188,5,10,21,20,35,65,33,111,4,295,6,8,9,4,10,9,4,5,34,81,482,1497,1139,685,1823,1451,343,621,128,8177
206031501,19,42,86,55,119,57,10,12,5,406,15,40,62,44,139,100,6,47,8,475,16,19,32,40,103,87,22,35,4,352,9,12,23,26,72,89,28,47,3,313,6,11,5,21,63,64,16,48,0,226,9,6,13,14,55,74,36,94,5,311,4,6,6,8,14,22,13,24,0,91,3,9,9,13,14,35,19,63,3,163,0,3,4,0,10,7,3,5,14,49,188,821,589,312,661,615,163,399,71,3814
206031502,14,67,94,59,101,87,10,20,7,466,16,46,81,57,145,112,19,42,7,516,7,20,30,38,87,113,24,21,0,342,15,12,19,41,95,78,31,49,3,347,6,14,18,13,56,66,16,44,0,234,14,14,17,17,65,143,54,141,8,476,0,3,0,3,15,20,9,34,0,93,0,7,14,3,19,44,16,82,0,185,5,7,3,0,5,6,0,3,13,42,228,729,594,335,685,731,185,481,56,4019
206041117,68,236,349,215,325,195,34,37,16,1484,73,170,326,255,583,408,64,62,26,1967,53,78,181,199,674,467,65,115,20,1853,74,83,161,168,666,491,90,173,13,1919,55,48,74,112,606,524,127,186,4,1744,97,59,102,147,765,979,272,456,8,2888,14,14,21,25,84,160,61,177,7,566,18,23,36,27,95,272,118,415,7,1011,8,12,7,3,17,15,3,6,55,124,834,2445,2280,1407,4033,3665,878,1710,238,17493
206041118,163,223,533,365,1139,683,70,86,80,3337,312,218,579,437,2827,2398,275,302,109,7465,328,166,353,436,2884,3069,412,489,70,8203,393,168,340,455,2970,3746,547,626,80,9323,349,109,205,351,2388,3624,537,770,63,8392,933,227,358,780,5062,10989,1963,2958,73,23341,249,66,92,198,1038,3478,760,1354,25,7252,302,104,122,186,981,4405,1447,4293,51,11889,22,26,25,16,83,141,17,53,220,599,3935,2989,4075,3601,19859,32871,6070,11020,1030,85451
206041119,89,180,301,211,287,169,24,18,24,1299,126,132,295,266,617,408,63,76,22,2013,101,117,172,240,802,498,97,106,15,2147,103,60,157,226,1003,632,129,158,15,2489,109,45,89,185,829,600,174,196,12,2242,179,95,129,205,1387,1301,492,635,18,4446,31,17,31,44,168,332,130,247,7,1002,63,48,60,63,211,416,219,854,10,1947,13,7,6,5,27,24,11,7,55,153,1468,1696,1832,1605,5486,4479,1365,2338,237,20511
206041120,13,11,23,22,30,17,6,14,0,137,8,11,21,13,44,40,10,15,0,170,7,5,9,11,38,50,12,9,0,138,9,9,4,11,35,48,17,16,0,146,0,0,3,0,21,30,8,9,0,83,3,4,10,4,36,42,12,40,0,150,0,0,0,0,10,22,4,7,0,49,0,4,0,3,3,17,11,39,0,76,0,0,0,0,0,0,0,0,8,15,98,171,138,90,241,284,89,158,22,1275
206041121,26,57,98,75,149,119,12,14,12,561,27,38,59,77,259,222,32,43,17,774,10,20,34,45,214,192,39,49,4,606,8,12,30,19,116,156,31,65,5,441,12,14,15,18,72,122,30,54,0,326,6,15,12,20,95,210,56,110,9,527,3,3,4,9,16,57,17,44,6,154,4,14,6,8,20,79,19,113,0,258,4,4,4,0,0,8,0,10,14,52,196,638,544,359,1036,1238,259,508,76,4843
206041124,143,381,532,407,386,358,40,52,34,2333,197,298,708,733,755,787,106,133,39,3758,240,172,537,689,835,1021,137,173,35,3840,262,131,386,676,1126,1230,190,241,23,4278,235,82,205,401,987,1426,249,349,19,3954,297,80,185,340,1155,2212,574,933,25,5792,31,29,56,46,121,375,143,321,8,1135,51,51,100,93,171,572,277,1018,9,2361,3,20,21,12,34,40,6,24,105,264,1890,3533,3726,3690,5800,8265,1754,3320,406,32388
206041125,81,160,289,198,283,231,37,34,23,1328,106,126,311,400,721,581,66,81,30,2419,98,79,183,341,655,611,108,120,14,2203,115,75,126,269,587,706,136,175,17,2202,93,40,76,183,496,691,131,206,12,1926,162,88,84,179,827,1455,326,605,18,3736,30,20,30,30,173,333,109,272,0,1002,71,49,72,72,238,597,291,826,3,2213,3,11,13,10,23,23,3,13,57,160,1060,1617,1850,1870,4130,5340,1210,2363,251,19692
206041127,16,16,33,33,90,78,19,24,12,318,11,21,18,33,125,152,47,67,11,484,19,21,21,23,133,148,52,92,9,517,30,19,21,28,133,119,53,112,11,519,16,17,14,25,110,142,45,124,8,505,55,30,19,43,221,293,105,196,11,968,10,0,9,3,36,93,48,77,0,273,10,5,6,4,27,59,43,149,4,303,0,0,5,3,10,14,0,4,14,50,191,221,222,228,935,1139,414,855,103,4304
206041503,396,638,961,583,1591,745,112,126,101,5250,421,568,950,735,3254,1829,313,314,113,8511,347,322,617,601,3743,2483,463,526,88,9187,411,232,479,640,4320,3123,658,810,82,10764,405,183,319,501,3835,3116,674,938,68,10038,875,298,470,941,7279,8749,2284,3409,100,24415,246,96,126,243,1616,2977,831,1713,33,7879,406,181,204,298,1508,4632,1875,6481,63,15650,29,37,15,17,87,123,25,67,292,690,5419,7036,7267,5324,28045,28219,7307,14527,1367,104517
206041504,99,275,394,261,648,285,27,66,43,2094,138,172,360,232,1071,625,89,97,42,2814,86,87,189,186,1130,742,110,152,30,2717,104,80,154,153,1241,834,164,212,18,2966,75,52,91,114,938,725,145,224,15,2378,163,82,119,189,1475,1832,442,729,16,5048,30,18,36,44,262,433,152,296,12,1291,39,34,28,49,247,629,250,830,10,2119,10,4,14,9,41,37,0,20,63,199,1409,3154,2758,1585,7404,6358,1409,2690,370,27130
206041505,310,551,1172,677,2174,1139,145,150,126,6445,391,471,955,863,4285,2863,457,419,130,10836,413,316,634,699,4600,3487,665,679,115,11612,375,267,444,623,4198,3971,808,958,81,11726,408,168,294,475,3081,3597,735,1083,70,9909,801,320,512,923,6221,10160,2380,3517,112,24933,195,100,138,225,1362,3152,882,1654,28,7737,395,254,248,407,1564,4996,1938,6749,69,16626,30,34,36,23,111,163,29,70,308,809,4460,6429,7725,5683,28696,34167,8130,15476,1415,112180
206041506,33,110,241,129,363,222,45,38,21,1203,36,96,170,167,522,417,72,86,19,1599,39,36,94,127,468,418,83,105,14,1387,43,32,60,74,376,418,92,120,8,1231,34,23,17,37,219,322,78,151,3,892,51,23,26,71,341,506,193,387,11,1613,8,10,5,15,43,112,50,137,0,379,16,18,18,28,60,135,80,337,0,700,3,10,11,6,11,20,11,8,37,118,490,1241,1305,866,2631,2726,734,1433,183,11608
206041507,4,9,4,7,3,4,0,0,0,31,4,5,6,5,19,7,0,0,0,44,0,0,0,4,25,10,0,0,0,39,3,0,6,4,30,16,0,6,0,65,0,0,0,0,15,5,0,3,0,31,0,0,0,5,24,8,6,7,0,52,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,9,0,8,0,0,0,0,0,0,0,0,0,0,12,45,38,26,131,54,12,25,0,349
206041508,367,275,294,217,506,255,38,43,45,2038,426,287,325,262,971,661,129,106,40,3220,260,162,199,184,938,974,176,155,32,3070,245,112,148,170,899,1159,220,256,27,3242,123,52,78,92,587,908,186,216,17,2248,213,89,113,145,1222,2034,498,856,17,5196,41,19,23,52,273,618,187,400,3,1618,94,49,38,56,341,1187,497,1632,16,3905,13,15,14,6,20,41,3,20,83,213,2986,2403,2081,1429,5987,7957,1935,3716,389,28884
206041509,37,111,159,109,271,163,17,25,14,907,41,93,136,112,495,337,50,66,20,1362,49,50,99,100,572,406,89,76,15,1464,39,34,68,92,494,433,88,121,10,1385,40,42,44,77,434,418,95,137,9,1294,89,62,64,80,550,910,278,387,11,2429,10,12,11,20,77,215,77,150,5,575,16,12,16,18,94,315,137,396,11,1022,0,3,4,6,12,14,7,8,42,94,545,1142,1048,787,3154,3306,850,1407,179,12410
206041510,25,48,82,68,128,94,13,14,12,480,24,38,68,60,180,197,29,40,11,655,15,17,42,52,243,196,38,59,3,672,35,21,30,44,234,207,51,79,0,708,28,11,27,34,152,190,57,76,10,574,26,18,15,35,219,334,116,231,4,987,4,4,8,8,31,54,17,66,0,198,10,9,4,15,29,86,27,152,3,330,0,0,4,5,7,5,0,9,10,39,247,453,530,389,1299,1443,361,761,81,5553
206051128,62,142,227,125,338,215,37,41,21,1206,60,118,202,158,639,496,84,96,18,1867,47,66,120,118,572,605,125,151,9,1814,47,68,71,94,501,591,150,185,9,1728,42,31,55,54,368,469,105,178,10,1311,67,81,58,97,564,987,302,516,16,2688,15,25,24,26,128,268,77,239,0,801,31,52,41,53,140,556,227,825,6,1931,3,13,9,4,11,20,0,18,43,122,642,1587,1445,942,3450,4351,1141,2311,193,16077
206051129,19,52,67,57,64,41,0,19,0,326,10,40,49,33,61,62,10,24,5,297,11,20,26,33,57,60,15,28,7,257,4,32,29,31,44,56,17,44,4,257,4,13,15,13,30,49,14,30,0,174,12,17,17,17,43,87,35,66,0,291,3,0,9,6,14,33,9,27,0,94,0,17,10,6,8,45,13,63,0,162,0,0,0,0,3,3,0,0,6,20,148,575,418,264,378,482,117,308,31,2720
206051130,22,58,87,53,124,81,9,15,8,456,30,59,75,58,132,124,23,32,4,546,21,30,41,24,123,123,24,32,5,433,15,37,28,29,89,121,24,57,3,415,14,18,23,16,74,76,25,52,4,296,16,23,26,32,95,131,52,121,4,501,5,11,13,4,27,30,12,51,0,156,4,20,25,16,23,85,30,131,0,331,0,0,5,0,5,3,0,4,17,39,243,770,650,317,760,841,220,544,65,4404
206051134,15,60,82,44,104,54,16,16,4,390,13,39,60,52,96,108,31,31,6,433,4,31,37,40,94,83,31,40,7,361,10,13,17,24,65,79,25,34,0,268,5,8,13,12,34,75,21,32,0,203,11,22,13,17,54,105,42,74,3,339,0,3,3,5,13,26,5,24,6,86,4,10,13,7,14,52,20,61,0,181,3,8,4,0,0,6,0,4,16,35,165,738,519,285,553,652,185,361,55,3500
206051511,96,184,371,239,861,593,90,122,54,2604,124,152,279,249,1444,1242,228,263,61,4046,101,95,155,149,1219,1239,250,325,26,3562,92,59,96,140,990,1288,313,459,35,3479,67,40,62,98,728,1037,290,448,22,2784,159,60,93,150,1207,2284,666,1248,30,5893,32,22,20,30,220,422,210,481,7,1445,55,30,38,38,179,599,283,993,15,2222,4,15,19,8,38,58,10,32,89,270,1020,1792,2202,1426,7287,9062,2378,4471,471,30107
206051512,69,157,310,211,537,311,55,60,31,1748,78,141,200,242,909,779,142,129,28,2653,65,76,133,139,839,857,141,202,24,2483,65,68,95,123,607,843,156,227,9,2205,52,41,45,71,384,661,153,247,20,1687,90,57,94,140,760,1423,403,716,11,3685,20,27,22,30,111,383,132,351,3,1075,30,43,59,73,187,517,267,905,9,2075,5,8,10,9,13,32,5,25,74,177,755,1935,1928,1304,4611,5992,1478,2934,306,21249
206051513,25,68,133,73,124,108,11,23,9,578,29,49,94,94,258,184,25,35,6,766,20,32,61,61,211,185,28,41,7,643,22,23,35,52,214,173,33,66,3,623,14,18,14,31,116,124,40,59,3,425,23,24,23,42,183,270,98,192,3,854,7,3,6,6,27,46,19,42,0,155,3,18,19,11,17,100,44,142,0,351,0,4,3,8,6,9,0,8,12,40,227,679,676,489,1224,1252,316,643,58,5570
206051514,56,97,192,122,209,125,15,31,17,853,55,98,147,119,390,244,52,45,22,1172,36,56,93,78,356,262,37,52,13,986,27,34,46,62,260,255,65,60,7,824,31,14,29,35,185,215,37,82,4,639,44,35,41,52,298,552,135,200,10,1362,14,14,16,15,73,128,34,89,3,386,13,16,39,24,72,234,126,372,0,892,4,3,4,4,12,13,0,6,27,66,562,1184,1152,673,1987,2091,519,976,143,9288
206061135,35,94,144,107,158,80,3,25,3,665,46,55,114,87,253,157,38,42,8,797,20,49,55,64,181,164,36,42,4,615,27,30,45,35,150,172,42,67,10,577,10,27,26,27,112,139,32,52,5,432,32,31,30,33,151,223,95,144,5,748,5,10,11,7,35,54,26,50,0,204,5,31,26,24,37,112,43,145,6,446,3,9,4,3,10,15,0,8,23,79,387,1234,956,509,1199,1185,339,606,94,6497
206061136,66,176,224,162,284,224,32,46,25,1243,65,98,192,176,420,362,65,69,6,1449,38,72,112,106,326,398,97,74,20,1244,37,53,81,69,275,340,77,133,15,1071,30,24,40,46,148,255,71,82,6,705,39,43,54,44,192,375,146,279,7,1177,4,21,19,8,29,64,18,107,0,274,17,23,29,45,37,155,70,272,16,658,6,6,9,12,11,14,7,6,32,102,641,1864,1555,907,1921,2332,611,1155,171,11151
206061138,21,62,97,88,96,62,15,10,3,446,21,56,69,76,139,118,24,36,9,546,23,40,66,49,105,108,27,47,3,465,18,29,34,54,93,106,34,61,3,435,7,22,28,20,65,99,28,63,3,324,14,37,43,35,75,166,72,177,3,629,0,21,17,11,11,32,7,36,0,144,14,50,54,30,27,100,26,129,6,443,3,8,0,7,3,9,0,3,17,48,248,867,731,452,676,853,244,584,68,4728
206061515,29,92,96,93,156,111,22,25,10,627,26,68,93,81,299,212,42,55,4,880,19,32,50,49,235,260,38,46,9,733,23,26,34,36,171,248,54,80,3,680,7,18,26,33,96,150,52,47,5,437,24,17,28,30,179,321,101,215,0,915,6,6,8,10,30,91,43,87,3,279,9,17,34,24,59,157,69,312,8,677,3,4,0,6,5,4,7,8,18,53,272,892,747,481,1343,1625,428,910,91,6791
206061516,38,76,123,72,180,107,25,30,16,662,44,56,95,82,255,205,37,50,8,838,17,43,48,53,207,190,39,54,3,652,17,28,37,39,169,180,30,71,7,577,13,17,25,26,97,118,38,54,0,391,22,14,33,35,114,211,84,158,7,673,4,7,14,12,30,78,17,57,0,221,9,18,23,28,40,110,40,169,0,439,3,3,7,3,0,12,0,0,23,53,363,1060,895,479,1203,1317,330,685,102,6417
206071139,42,106,192,124,341,197,31,40,14,1083,47,70,150,137,451,309,60,70,10,1304,45,42,83,100,381,397,71,103,12,1228,41,34,46,72,352,372,97,107,5,1127,23,27,22,57,282,305,77,85,6,879,47,25,32,68,456,607,187,304,8,1731,4,7,14,7,40,144,33,139,0,392,9,8,24,12,70,187,79,322,7,721,8,5,5,0,8,13,0,12,40,80,443,1119,1089,770,2581,2646,653,1215,148,10652
206071140,7,26,51,41,48,44,5,14,0,234,14,25,45,43,69,73,9,20,3,298,9,12,17,23,64,72,17,25,0,243,4,8,20,20,61,78,23,25,6,238,0,9,4,10,34,54,18,25,6,158,0,12,11,14,36,73,25,48,0,226,0,3,6,15,8,16,4,15,0,66,0,14,7,13,17,30,9,60,0,148,3,0,0,0,0,0,0,0,10,20,99,424,307,220,374,472,125,268,32,2317
206071141,59,157,270,163,331,223,50,50,15,1312,74,123,212,189,611,436,93,94,16,1852,50,62,120,154,526,493,125,119,17,1662,48,47,53,118,462,494,132,157,8,1515,36,19,42,64,310,361,99,170,4,1106,81,51,60,88,441,703,229,413,13,2071,21,19,19,16,68,151,49,133,5,476,38,27,30,20,87,208,95,301,0,801,7,4,3,7,18,13,6,10,38,94,739,1567,1514,1052,3073,3253,902,1516,168,13793
206071142,89,243,360,269,343,200,34,36,18,1588,109,165,337,339,553,492,63,109,19,2186,73,92,206,285,463,512,106,102,17,1857,86,56,134,265,460,499,99,134,7,1745,55,39,50,153,313,398,119,122,8,1263,89,54,73,159,411,706,217,366,10,2077,24,13,19,22,60,119,47,113,0,424,20,34,46,35,79,186,104,343,0,851,9,4,6,11,18,26,4,4,58,135,932,2161,2114,1803,2924,3289,800,1419,203,15640
206071143,31,65,100,61,103,69,14,23,10,457,25,38,58,65,115,152,26,24,6,526,19,33,33,53,115,109,36,37,9,442,11,19,25,31,102,123,42,49,0,405,5,9,18,21,54,55,32,37,6,232,3,21,23,28,56,94,42,88,5,368,0,4,3,14,7,23,13,28,0,95,0,9,15,14,23,41,17,71,0,185,0,4,3,0,0,8,0,6,20,41,206,868,587,388,654,714,241,398,72,4130
206071145,15,37,79,70,115,68,7,19,8,431,18,44,69,72,193,120,25,23,9,573,23,23,40,55,143,123,22,32,8,475,21,35,41,50,100,121,33,45,0,446,10,12,20,23,71,96,20,39,3,285,22,6,27,39,123,167,69,95,0,549,0,3,11,5,15,27,12,28,5,102,3,9,14,18,22,47,27,66,8,205,4,9,4,0,9,3,0,7,13,40,200,620,544,418,867,835,226,376,74,4164
206071517,91,198,324,196,520,320,70,69,33,1828,106,167,286,218,1269,921,156,183,41,3341,131,85,167,211,1222,1047,203,235,16,3320,88,70,113,178,1006,1029,241,337,24,3093,64,49,75,115,683,835,233,295,17,2363,174,97,114,216,1453,2196,581,988,28,5841,45,28,28,49,308,545,217,417,9,1637,50,63,54,75,316,831,352,1331,14,3083,12,10,16,4,35,47,8,17,78,231,1216,2267,2168,1531,7072,7950,2090,3947,357,28596
206071518,68,163,269,253,493,241,38,60,17,1601,71,114,213,282,711,431,69,88,22,2004,80,61,149,216,622,467,77,95,23,1780,77,52,102,159,554,457,99,138,6,1651,56,30,47,80,437,348,104,150,11,1259,66,55,70,107,592,652,244,377,12,2172,13,12,12,23,64,157,59,148,5,491,20,28,53,48,113,261,114,398,5,1034,5,12,10,6,22,26,7,9,50,151,754,1973,1748,1473,3865,3170,834,1536,217,15567
207011146,22,29,56,42,62,23,0,8,4,257,3,27,42,34,70,34,12,15,3,239,6,21,32,21,48,42,12,25,3,216,3,12,22,14,27,36,7,30,0,153,5,11,15,10,21,34,5,12,3,112,8,5,12,15,41,53,10,39,6,188,0,3,6,3,10,15,6,10,0,49,0,7,14,10,10,29,15,39,0,116,0,3,3,0,0,0,0,0,12,26,140,656,438,222,331,295,72,202,33,2390
207011147,9,68,102,76,127,69,19,14,11,490,24,55,92,59,156,135,21,37,5,585,10,43,49,45,115,107,28,34,0,430,10,40,35,34,92,98,26,54,3,387,12,13,18,22,46,73,26,45,6,267,11,24,37,25,79,146,48,126,4,506,5,12,13,6,17,31,13,40,4,128,0,13,27,25,32,57,27,98,0,276,4,3,0,0,3,3,5,0,14,45,228,1221,815,407,764,815,215,479,70,5014
207011148,12,63,72,52,74,68,12,22,10,375,21,55,56,45,119,85,21,21,3,422,3,25,44,39,93,97,31,34,3,357,8,21,29,26,65,74,31,35,0,297,9,14,14,12,34,57,23,37,3,207,4,25,23,5,67,80,45,86,0,335,0,10,5,3,20,33,7,23,4,107,0,29,12,11,14,52,19,63,0,202,0,7,13,0,8,10,0,3,7,45,184,897,597,304,567,611,194,348,53,3755
207011149,47,126,221,132,225,102,13,26,7,904,40,80,153,140,344,212,33,40,6,1056,39,55,99,96,328,250,58,46,7,985,32,42,70,79,271,227,71,72,9,870,30,39,39,69,178,200,40,70,3,668,33,53,65,72,304,381,105,225,3,1234,6,19,20,6,49,92,39,70,0,306,7,30,38,32,72,153,57,224,0,619,5,8,8,3,12,14,0,10,26,85,464,1777,1426,835,1954,1737,433,825,116,9574
207011150,20,68,104,74,92,59,14,25,8,463,23,45,83,83,181,165,22,38,7,641,17,34,59,70,160,238,43,53,4,694,16,32,53,45,119,295,64,93,3,722,17,27,36,36,106,270,65,92,6,652,47,25,45,73,150,756,202,342,9,1639,17,15,11,20,29,282,68,163,7,613,23,26,25,24,50,335,110,499,3,1095,3,5,5,6,10,12,0,10,28,75,268,991,772,551,967,2479,594,1344,87,8052
207011152,38,107,180,123,253,155,21,37,14,926,46,83,129,138,405,418,49,59,9,1347,35,59,86,85,347,409,90,92,7,1217,41,46,66,86,289,392,85,126,9,1148,20,21,44,51,244,320,69,126,9,911,37,59,72,76,343,704,208,356,9,1857,14,17,20,15,62,168,55,131,0,481,11,43,40,41,88,283,110,492,3,1109,0,8,11,3,12,17,0,5,36,103,474,1547,1263,797,2189,2974,708,1475,144,11561
207011154,11,48,70,35,70,43,6,7,5,296,0,39,41,32,93,68,13,11,4,302,6,18,14,24,70,80,22,24,3,262,0,18,25,24,71,76,20,33,0,255,6,13,11,9,42,63,16,15,3,173,4,14,12,22,53,112,35,69,0,320,3,4,10,0,10,22,6,24,0,91,0,8,5,6,13,38,20,73,0,167,0,8,0,0,4,8,0,0,7,23,95,567,404,213,455,536,155,274,38,2748
