POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
201021009,9,14,38,39,56,70,15,25,3,266,7,11,22,21,59,69,9,26,3,233,6,8,14,16,36,40,14,27,4,162,4,5,5,8,23,38,10,36,0,132,4,5,4,5,9,22,11,15,3,79,7,5,6,8,19,41,14,29,0,122,0,0,4,0,0,12,0,0,0,19,0,3,0,0,4,9,4,20,5,37,0,7,0,0,0,3,0,9,9,29,107,373,246,163,274,374,83,230,43,1882
201021010,10,12,39,41,81,57,9,27,11,287,14,21,31,29,62,59,19,36,9,277,10,11,14,13,29,44,7,43,4,178,11,5,10,22,30,34,12,37,0,163,0,0,6,8,18,31,4,27,0,89,0,0,6,5,14,28,12,37,0,103,0,3,4,3,6,8,4,8,0,32,0,4,0,3,4,7,9,16,0,43,0,0,3,0,3,5,3,8,11,36,119,345,282,205,316,329,89,327,40,2051
201021011,22,68,99,66,101,86,17,29,3,514,23,55,69,65,98,102,36,50,6,503,14,35,42,31,64,59,26,49,3,322,15,24,32,39,56,54,18,39,7,267,4,11,14,8,16,24,15,37,0,145,9,16,20,13,25,71,21,49,0,217,4,6,3,7,10,10,6,14,0,51,4,0,0,8,5,25,14,39,0,99,5,3,0,0,3,7,0,12,8,36,264,839,577,356,470,536,180,410,60,3694
201021012,0,10,20,11,14,28,9,17,6,122,3,10,19,16,26,38,13,24,0,140,4,5,6,10,16,27,12,30,0,109,6,4,4,5,9,22,9,37,0,97,0,0,7,6,6,12,5,35,0,73,0,4,5,0,5,15,12,38,3,96,0,0,0,0,0,3,3,17,0,29,0,0,3,4,0,0,6,18,0,37,0,3,0,0,0,0,0,12,6,15,61,187,136,69,107,191,73,279,27,1138
201031013,0,8,12,13,29,30,4,15,3,114,5,10,13,18,19,41,8,25,0,137,3,6,8,12,20,10,4,13,0,79,0,0,3,11,14,9,6,16,0,62,0,0,0,5,4,4,4,10,3,27,4,5,0,9,5,17,7,25,0,71,0,0,0,0,0,3,3,6,0,13,0,0,0,0,0,3,0,6,0,14,0,0,0,0,0,0,0,0,3,13,35,131,113,92,118,163,51,188,25,922
201031014,0,10,13,22,41,30,7,17,0,147,0,12,13,14,31,45,18,27,0,169,7,4,7,15,18,49,12,29,0,143,5,7,3,11,30,54,11,22,3,146,5,0,3,5,26,37,13,12,4,99,7,3,0,0,18,48,9,36,3,122,0,0,0,0,0,5,0,9,0,21,0,0,0,3,0,3,0,13,0,28,4,0,0,3,0,0,0,10,12,26,60,181,119,110,195,314,75,227,37,1327
201031015,0,8,8,5,20,18,3,3,3,72,4,4,10,5,18,28,5,14,0,98,0,10,4,5,13,20,5,14,0,71,0,4,0,3,16,8,7,7,0,48,0,0,5,0,10,6,4,5,0,30,0,0,0,3,4,13,9,30,0,56,0,0,0,0,0,4,0,13,0,17,0,0,0,4,0,3,0,8,0,20,0,4,0,0,0,0,0,3,6,8,29,114,66,50,105,140,46,124,13,675
201031016,26,42,74,104,183,99,23,27,12,588,17,31,50,65,202,120,26,25,11,550,15,19,11,32,80,75,23,42,0,297,11,8,10,25,58,64,21,39,5,241,7,3,6,12,21,28,11,25,0,115,9,6,4,14,33,58,26,45,5,207,0,0,0,3,4,9,8,7,0,27,0,0,0,0,4,7,5,18,0,41,4,10,5,0,14,3,0,0,7,39,230,660,462,404,762,544,152,287,85,3582
201031017,5,12,11,14,22,30,10,19,9,128,4,10,10,7,17,33,7,21,0,102,0,10,11,0,13,19,6,20,0,82,3,5,3,3,12,17,6,30,0,72,0,0,5,4,3,7,0,12,0,41,0,0,0,5,8,13,0,13,0,39,0,0,0,0,0,4,0,9,0,9,0,0,0,0,4,0,3,13,0,15,4,4,7,0,3,5,0,0,3,23,42,149,100,68,107,172,52,166,23,891
202011018,140,285,530,429,789,442,81,94,38,2824,150,176,405,508,1019,652,123,157,43,3233,139,89,259,372,854,576,108,160,15,2585,105,72,155,257,770,584,162,207,14,2326,69,36,83,176,484,463,118,186,15,1638,122,41,76,149,545,701,287,463,14,2388,18,10,6,12,54,110,50,129,5,401,30,14,28,43,84,137,72,276,6,677,11,30,11,12,33,22,0,16,58,191,1461,3451,3072,2534,5187,3947,1050,1816,335,22856
202011019,14,32,51,47,112,43,9,23,7,339,14,17,28,25,116,89,21,42,0,353,4,12,14,15,59,51,17,33,4,203,7,3,0,20,46,37,16,34,4,170,3,0,7,3,20,41,13,17,0,108,4,0,3,3,26,36,13,40,0,128,0,0,0,0,0,4,0,7,0,13,4,4,0,4,4,4,5,11,0,26,0,3,5,3,0,3,0,0,5,23,127,447,285,211,476,375,107,227,39,2294
202011020,32,71,137,132,301,229,35,50,10,998,30,44,102,87,293,326,79,93,9,1067,17,30,46,65,185,207,75,127,5,743,30,15,22,49,145,179,46,126,5,612,8,5,16,29,85,104,46,105,0,397,17,14,13,18,63,122,65,154,0,477,4,7,6,0,13,26,14,31,0,97,6,5,4,7,13,25,8,62,3,132,4,10,0,0,3,4,0,9,22,55,296,1070,812,576,1345,1408,406,795,94,6809
202011021,15,30,43,32,69,23,10,9,0,224,11,10,32,14,77,40,13,20,3,213,12,12,31,15,68,55,13,27,3,223,5,7,13,16,68,59,19,33,5,221,11,10,15,4,42,40,16,20,0,150,3,3,3,5,67,42,24,57,4,208,0,0,0,0,3,13,4,16,0,43,4,3,0,0,3,10,8,18,0,47,0,5,4,0,3,4,0,5,0,19,92,329,272,140,426,308,102,215,23,1902
202011022,38,76,143,168,336,204,35,60,12,1073,25,55,95,98,361,284,79,109,4,1117,23,22,36,62,175,183,57,82,5,648,20,17,26,51,115,148,53,98,3,535,16,5,16,19,67,92,44,86,0,350,16,11,12,18,80,91,46,148,4,417,0,0,7,6,17,23,7,33,0,91,0,12,0,3,9,14,16,37,0,91,0,5,4,5,17,5,0,6,20,67,350,1348,1014,664,1432,1177,372,729,106,7199
202011023,4,11,16,14,27,15,4,11,0,104,3,11,12,15,33,16,4,3,3,99,0,0,8,5,30,28,8,8,0,91,0,0,8,11,16,26,7,23,0,86,0,0,0,0,9,16,9,17,0,49,0,0,0,3,3,23,12,41,0,83,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,4,0,9,0,3,0,0,0,0,0,0,0,8,36,151,99,60,137,153,43,129,13,818
202011024,4,27,31,21,56,26,9,9,0,185,12,11,25,13,41,38,7,7,0,152,9,7,6,15,41,31,12,21,0,147,5,13,13,14,45,35,9,20,0,146,0,5,3,3,21,22,13,18,0,94,3,9,6,3,27,44,20,27,0,145,0,0,0,0,8,10,10,6,0,42,0,4,0,4,0,11,4,9,0,34,0,4,3,0,0,0,0,0,0,9,58,316,208,131,295,256,82,139,20,1515
202011025,22,34,71,69,196,120,18,31,11,573,21,15,46,45,191,157,32,42,9,564,13,11,36,25,102,102,26,46,3,371,19,9,17,30,79,95,29,54,4,338,17,6,7,11,75,47,32,63,4,259,33,3,3,24,89,99,54,102,4,409,4,4,3,0,6,20,9,31,0,72,0,6,0,4,4,11,0,25,0,54,3,0,0,0,3,0,0,0,4,23,221,506,426,324,915,757,220,423,56,3844
202021026,17,38,20,22,220,105,17,26,6,471,12,13,21,13,122,83,26,23,9,316,0,3,16,6,37,51,27,29,0,169,4,4,4,4,23,44,18,28,0,129,0,4,0,3,18,22,8,22,0,81,4,3,5,3,12,24,16,37,0,106,0,0,0,3,0,0,0,14,0,19,0,0,0,3,3,10,0,10,0,24,0,4,0,0,0,8,0,3,14,33,78,202,160,95,539,413,127,226,40,1876
202021027,45,87,140,114,185,236,44,42,15,902,51,54,118,101,193,291,57,84,11,951,32,28,66,73,103,170,37,66,10,582,16,24,21,61,94,176,35,76,9,513,15,18,12,31,60,116,24,44,3,323,23,16,10,29,68,148,56,103,3,446,4,4,6,0,12,11,9,15,0,61,0,0,7,3,17,36,6,34,0,106,0,6,7,5,4,7,4,5,20,54,312,1064,823,605,900,1336,297,518,106,5971
202021028,14,34,43,24,27,42,3,20,6,212,12,20,13,23,38,62,14,44,4,232,3,8,21,16,14,36,12,16,0,122,0,10,7,12,23,24,12,39,0,122,6,5,6,4,10,22,3,24,0,81,9,7,11,0,18,22,7,38,0,121,3,0,3,0,4,3,3,8,3,25,0,4,5,3,5,10,5,15,0,50,0,0,0,0,5,4,0,3,5,23,109,355,264,147,188,301,71,275,40,1747
202021029,7,18,13,28,32,24,7,14,4,144,3,13,15,13,25,36,7,26,0,145,5,4,10,7,20,29,11,25,0,117,6,3,11,8,14,21,17,37,0,114,0,0,0,6,13,23,7,26,5,88,13,3,0,3,15,28,22,59,0,149,0,0,0,4,3,5,5,10,0,28,0,0,0,0,0,4,5,17,0,27,5,0,7,3,3,5,0,3,4,28,71,220,154,109,162,235,89,266,28,1333
202021030,24,76,103,108,126,122,17,36,8,627,31,46,71,92,159,172,32,78,15,707,24,33,38,64,118,122,37,86,3,521,23,19,32,44,104,107,40,67,8,442,13,9,13,17,67,77,20,85,3,309,11,13,19,18,54,111,39,118,5,403,0,0,0,9,12,18,15,21,4,81,6,9,6,6,12,20,9,39,0,99,6,4,11,10,8,13,0,0,24,78,288,923,641,531,767,885,243,609,92,4974
202021031,10,29,50,54,62,36,8,8,5,267,17,20,38,45,69,62,12,28,0,293,5,19,18,29,56,43,16,23,0,208,6,8,14,21,38,49,16,28,7,192,3,10,7,3,23,30,7,22,0,107,9,8,13,7,24,65,18,51,0,192,0,3,6,0,4,20,3,12,0,47,0,9,5,10,14,30,8,37,4,104,5,9,0,0,3,8,0,0,4,21,130,541,319,233,347,387,98,238,39,2341
202031032,3,10,22,11,32,29,11,36,5,150,5,0,14,11,29,54,18,44,3,177,8,5,7,13,22,37,20,56,3,170,11,10,5,8,17,37,26,76,0,188,7,10,3,0,11,44,13,72,3,163,22,3,10,0,10,80,48,146,0,332,3,0,0,0,6,11,3,34,0,59,0,0,4,0,3,8,3,38,0,64,0,0,4,0,6,0,3,4,4,24,90,160,118,67,153,345,151,562,29,1671
202031033,14,34,47,38,64,73,17,73,7,370,12,22,22,37,67,84,31,104,10,384,8,7,9,17,32,78,25,71,0,249,8,9,16,22,27,39,15,57,3,195,6,3,5,3,8,26,7,56,4,119,11,4,11,8,12,31,16,72,3,164,0,0,0,3,0,3,0,12,3,22,0,0,0,0,4,7,0,17,3,35,7,6,7,8,3,12,0,14,22,72,107,370,276,197,290,435,151,666,92,2594
203011034,4,15,32,32,47,60,11,23,0,226,3,13,22,27,65,54,16,28,7,239,4,6,20,26,39,53,13,27,0,189,3,10,11,5,29,48,5,17,0,133,0,3,5,7,18,40,12,19,0,102,4,0,7,12,22,44,10,25,0,131,0,0,0,0,5,4,10,8,0,21,3,3,0,8,4,3,0,17,3,39,0,3,0,3,0,7,0,3,9,27,69,357,242,199,289,355,82,195,26,1802
203011035,10,15,18,13,40,37,10,23,5,163,3,15,13,14,37,69,14,39,3,210,3,3,6,9,30,28,14,28,3,134,6,5,4,4,21,26,10,32,6,111,0,3,0,4,5,15,4,32,0,72,5,0,7,8,11,29,12,39,0,110,0,0,0,0,0,5,6,18,0,34,0,3,0,4,0,4,0,19,0,32,0,4,4,0,0,5,4,3,4,26,69,282,153,96,205,284,83,283,41,1494
203011036,9,30,28,29,31,42,3,27,3,196,7,20,32,24,30,51,13,40,4,222,12,13,19,17,33,34,15,28,4,164,3,7,3,9,20,24,13,40,5,117,0,3,7,6,11,19,5,26,0,77,8,7,14,4,20,21,4,47,0,119,0,0,0,0,0,9,0,8,0,22,0,6,7,6,6,13,0,18,0,55,0,3,0,0,0,3,5,7,3,23,76,332,235,156,195,257,70,307,32,1654
203021037,37,74,107,115,168,100,11,34,3,662,33,52,95,109,186,127,30,45,11,690,16,23,54,59,124,114,32,51,4,481,17,20,27,52,104,94,28,55,0,409,15,13,18,24,53,66,27,32,0,256,32,8,13,33,76,101,47,70,0,387,3,3,7,3,14,22,5,18,0,78,6,0,9,9,14,31,9,33,0,122,0,0,6,0,11,8,3,4,16,44,318,1314,834,571,872,757,222,399,85,5356
203021039,235,459,820,593,1112,715,108,100,48,4196,202,282,698,677,1583,1221,236,261,47,5215,209,162,431,520,1367,1073,243,272,33,4318,210,115,246,436,1130,983,241,314,22,3699,134,73,125,278,848,755,234,321,23,2789,201,72,135,253,1252,1549,448,725,20,4658,28,19,9,22,88,258,103,197,3,725,35,44,73,84,138,331,164,511,7,1395,18,22,29,23,48,40,9,27,98,306,2283,4861,4625,3479,8239,7369,1893,2868,451,36060
203021040,32,93,165,112,151,98,17,33,14,717,30,53,138,100,217,165,16,40,5,760,15,24,57,50,169,140,44,47,4,547,11,14,39,58,137,140,26,61,0,494,18,12,15,23,82,83,42,57,0,334,10,11,22,23,82,133,63,117,4,466,0,3,4,14,9,30,7,22,3,92,0,13,11,12,14,36,20,72,5,184,0,8,3,4,0,5,0,6,27,49,304,1295,950,558,1043,942,247,498,87,5930
203021042,32,106,135,117,177,124,18,31,16,759,42,64,145,138,260,207,32,46,12,946,22,45,92,97,235,159,37,54,6,747,30,34,50,86,252,190,29,77,6,747,22,18,29,41,177,166,41,71,3,564,27,25,33,43,223,268,108,172,4,907,4,5,3,7,32,43,23,54,3,168,8,12,18,10,29,84,40,122,0,321,3,7,6,0,6,8,5,9,19,62,321,1249,897,671,1495,1342,358,670,108,7105
203021043,42,79,113,90,291,198,29,38,20,900,27,39,85,86,317,316,68,100,12,1056,27,33,48,40,223,299,69,122,7,875,47,15,26,32,164,335,74,158,4,859,25,12,16,17,113,253,69,141,0,644,40,14,17,17,119,380,165,257,9,1011,0,0,5,0,9,32,16,52,0,117,4,11,8,10,15,27,17,96,3,196,3,16,0,3,18,22,5,4,35,112,385,1062,800,476,1480,2016,547,1032,150,7956
203021044,15,34,61,53,69,43,5,9,0,289,10,12,40,29,83,64,3,15,0,257,5,12,13,13,30,37,11,18,0,142,5,7,7,11,27,22,11,15,0,112,3,0,3,3,16,22,7,18,0,73,3,3,5,6,19,26,17,21,3,106,0,0,9,0,0,3,0,10,0,27,0,0,0,3,7,16,3,11,0,43,0,3,3,0,3,0,0,0,6,22,112,605,358,207,315,287,67,137,33,2112
203021045,19,64,102,93,236,155,39,35,11,766,19,43,78,82,238,230,61,98,9,843,12,21,39,37,150,175,58,107,5,608,16,9,16,31,102,130,47,93,5,448,13,13,19,17,64,83,30,54,6,285,12,6,14,15,71,125,40,123,0,414,4,0,0,9,8,12,7,19,0,66,0,8,8,7,5,18,9,37,5,95,3,9,12,7,6,14,0,9,26,81,214,853,714,473,1027,1069,318,627,90,5383
203021046,27,73,117,93,144,117,21,17,3,616,22,48,82,74,196,176,19,46,7,665,16,30,48,48,138,149,33,49,3,516,20,18,28,42,95,113,40,44,3,403,13,13,17,26,75,102,44,57,0,346,7,17,17,25,80,140,74,130,4,491,0,12,12,7,16,29,10,40,0,115,0,5,6,7,12,31,27,76,0,173,0,7,0,3,6,7,3,0,13,36,236,940,723,430,858,959,291,491,58,4992
203021047,59,93,212,185,460,394,67,73,13,1549,74,65,161,172,670,628,107,140,22,2037,58,39,86,121,435,435,117,152,12,1451,43,35,58,89,308,382,112,211,11,1234,38,9,27,55,198,267,85,158,8,850,50,25,27,38,312,385,149,307,15,1300,10,10,10,11,36,82,28,95,5,277,9,13,14,18,50,86,27,160,0,385,3,8,13,4,16,14,4,11,24,102,559,1258,1307,976,2804,2908,714,1386,166,12092
203021485,5,8,33,20,39,22,5,11,4,155,11,16,28,29,34,38,9,18,3,185,3,4,9,17,30,34,7,9,3,118,0,3,7,18,23,17,12,18,0,101,0,6,3,4,12,20,6,21,0,66,5,0,8,6,16,41,4,30,0,118,0,0,0,0,6,3,0,5,0,16,0,0,4,0,0,7,8,9,0,26,0,0,3,0,0,0,0,0,3,9,54,169,209,123,206,206,59,131,20,1177
203021486,20,49,101,79,252,176,23,37,14,743,31,40,64,60,287,246,51,72,13,855,20,22,32,36,157,206,48,80,8,613,10,19,18,41,119,143,58,117,8,523,22,9,9,20,82,102,47,121,0,411,26,14,16,20,134,209,116,288,5,840,10,0,0,7,29,33,31,83,0,194,12,6,8,7,47,38,38,111,0,266,5,12,3,7,12,6,0,8,22,68,288,943,637,406,1287,1264,418,950,109,6297
203021487,29,103,151,128,261,133,31,29,11,886,26,51,88,97,270,195,51,66,12,861,18,25,41,40,156,160,51,80,9,578,20,9,25,41,108,122,49,83,7,467,6,7,15,10,52,90,35,70,0,287,15,14,15,17,76,131,63,117,0,444,0,0,5,4,14,23,9,29,0,79,0,14,0,7,9,27,9,43,0,109,0,6,9,0,6,11,3,0,31,83,417,1875,1048,602,1153,1037,332,569,109,7139
203021488,13,30,75,66,145,80,16,14,6,442,17,22,46,41,145,139,19,30,3,474,9,14,20,23,81,109,28,38,3,329,14,6,13,25,51,104,36,42,0,291,14,6,5,14,31,91,28,29,0,225,22,4,7,4,44,145,72,139,0,429,5,3,0,0,5,15,14,27,0,64,6,0,6,4,8,15,3,29,5,70,0,4,0,0,4,6,0,0,14,38,190,562,454,311,610,765,222,365,59,3542
203031048,12,42,75,43,105,54,17,13,6,373,12,39,46,49,93,80,32,32,7,389,7,19,23,34,78,54,13,33,0,260,6,21,10,23,51,78,29,45,0,268,0,7,4,8,37,49,22,35,0,164,14,4,3,9,43,76,23,71,0,250,3,0,0,4,4,10,0,11,0,34,0,9,0,4,10,23,4,16,0,70,4,11,4,4,3,4,0,6,13,44,175,703,458,263,519,508,157,283,40,3117
203031049,19,61,46,45,59,40,9,10,3,286,29,33,36,35,67,47,8,14,0,277,16,12,22,19,53,50,10,20,0,207,16,17,18,22,33,46,7,27,0,177,7,6,12,9,19,27,8,12,0,105,3,12,3,19,29,41,20,35,0,163,0,5,7,3,0,9,8,9,0,40,7,8,16,11,9,12,9,27,0,88,0,7,4,0,4,6,4,4,3,27,234,574,323,219,324,327,83,161,33,2284
