POW_SA2_CODE_2021,Tot_65_69_HW_0,Tot_65_69_HW_1_19,Tot_65_69_HW_20_29,Tot_65_69_HW_30_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40_44,Tot_65_69_HW_45_49,Tot_65_69_HW_50mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_19,Tot_70_74_HW_20_29,Tot_70_74_HW_30_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40_44,Tot_70_74_HW_45_49,Tot_70_74_HW_50mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_19,Tot_75ov_HW_20_29,Tot_75ov_HW_30_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40_44,Tot_75ov_HW_45_49,Tot_75ov_HW_50mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_19,Tot_Tot_HW_20_29,Tot_Tot_HW_30_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40_44,Tot_Tot_HW_45_49,Tot_Tot_HW_50mor,Tot_Tot_HW_NS,Tot_Tot_Tot
206051512,21,84,52,30,62,84,24,52,9,420,11,49,18,24,17,29,7,19,0,172,10,36,15,12,3,10,5,5,9,95,755,1935,1928,1304,4611,5992,1478,2934,306,21249
206051513,13,31,32,26,29,26,4,14,4,177,3,14,13,14,10,14,0,10,0,86,0,15,3,5,4,3,0,9,0,43,227,679,676,489,1224,1252,316,643,58,5570
206051514,15,38,38,18,35,20,11,23,4,204,4,34,21,13,7,15,3,8,3,111,3,19,10,3,5,3,0,5,0,52,562,1184,1152,673,1987,2091,519,976,143,9288
206061135,20,49,32,27,38,29,4,26,8,234,4,55,16,4,20,13,4,7,4,127,9,37,13,0,7,7,3,5,0,82,387,1234,956,509,1199,1185,339,606,94,6497
206061136,19,62,61,15,22,44,13,18,6,268,9,37,27,18,6,13,5,13,3,131,7,16,4,3,13,3,4,0,3,56,641,1864,1555,907,1921,2332,611,1155,171,11151
206061138,12,68,47,25,24,35,7,22,0,247,10,57,29,19,15,28,0,24,3,184,10,45,37,8,8,6,3,4,0,127,248,867,731,452,676,853,244,584,68,4728
206061515,8,39,21,17,21,12,6,15,4,142,8,24,18,8,7,13,5,10,0,91,3,11,12,3,3,3,0,12,4,52,272,892,747,481,1343,1625,428,910,91,6791
206061516,7,36,23,9,19,22,0,13,0,124,5,19,18,7,5,8,4,10,0,77,0,13,9,3,0,5,0,4,0,38,363,1060,895,479,1203,1317,330,685,102,6417
206071139,14,46,36,15,64,47,12,21,5,253,5,20,14,9,16,14,9,4,0,94,0,15,13,3,0,5,0,4,0,36,443,1119,1089,770,2581,2646,653,1215,148,10652
206071140,0,23,10,6,11,12,6,9,0,74,0,13,13,7,0,3,7,0,0,49,0,16,8,4,0,4,0,0,0,33,99,424,307,220,374,472,125,268,32,2317
206071141,15,52,42,25,51,58,12,20,0,273,9,27,17,3,18,11,0,10,3,99,0,17,6,4,0,7,0,4,0,52,739,1567,1514,1052,3073,3253,902,1516,168,13793
206071142,29,73,64,48,67,60,12,40,4,392,11,39,19,19,14,25,4,9,5,148,10,21,10,3,4,6,0,3,4,66,932,2161,2114,1803,2924,3289,800,1419,203,15640
206071143,4,25,30,12,13,15,0,5,0,109,3,24,10,12,3,4,4,7,0,67,0,13,5,11,0,7,0,3,0,46,206,868,587,388,654,714,241,398,72,4130
206071145,14,48,22,15,15,28,3,10,3,159,0,19,14,9,7,0,0,3,4,57,0,23,9,4,5,3,0,5,0,41,200,620,544,418,867,835,226,376,74,4164
206071517,25,70,69,33,53,68,22,66,5,405,16,54,21,19,15,30,5,21,6,183,6,30,15,0,0,0,0,9,9,78,1216,2267,2168,1531,7072,7950,2090,3947,357,28596
206071518,25,75,80,45,78,46,15,36,5,400,13,28,38,12,11,27,6,14,4,153,5,21,9,11,7,9,4,5,0,72,754,1973,1748,1473,3865,3170,834,1536,217,15567
207011146,12,38,15,8,5,8,3,11,6,109,0,18,8,3,5,0,0,0,0,46,3,8,8,0,0,0,0,5,0,31,140,656,438,222,331,295,72,202,33,2390
207011147,16,62,48,19,18,25,4,24,0,218,3,42,14,11,5,10,5,5,0,99,0,35,3,0,4,7,0,0,3,66,228,1221,815,407,764,815,215,479,70,5014
207011148,6,55,31,14,15,13,0,12,0,161,4,38,9,7,6,14,0,3,0,88,0,23,10,5,0,7,0,4,0,62,184,897,597,304,567,611,194,348,53,3755
207011149,27,102,77,42,39,32,7,34,4,368,7,74,31,25,18,20,3,6,3,179,3,37,14,5,7,3,0,9,3,88,464,1777,1426,835,1954,1737,433,825,116,9574
207011150,8,39,34,14,16,42,6,20,0,177,5,40,24,3,11,16,5,6,0,112,0,28,3,4,0,0,5,0,6,44,268,991,772,551,967,2479,594,1344,87,8052
207011152,18,69,45,31,40,45,9,37,8,313,16,50,29,10,15,19,4,18,0,163,0,39,12,4,6,12,5,0,3,77,474,1547,1263,797,2189,2974,708,1475,144,11561
207011154,4,29,16,9,18,16,4,15,0,117,0,20,9,0,5,10,0,7,0,52,3,13,3,0,0,0,0,6,0,29,95,567,404,213,455,536,155,274,38,2748
207011155,10,67,50,23,28,35,3,16,0,241,3,63,25,10,8,7,3,12,0,142,4,38,12,10,0,3,0,9,3,83,243,1251,914,577,1098,1150,336,719,83,6377
207011519,11,59,37,20,25,29,6,20,0,202,3,39,14,3,12,9,5,8,0,94,0,19,6,3,3,4,0,0,0,41,313,1246,859,494,1515,1624,383,746,89,7271
207011520,18,63,41,23,41,36,7,27,0,257,7,47,25,14,13,17,5,8,0,125,10,31,8,6,8,7,0,4,4,78,371,1245,941,596,1873,2133,560,1192,126,9031
207011521,19,59,54,38,49,29,21,37,4,313,7,40,21,7,10,11,0,15,0,108,0,29,11,4,3,3,0,3,0,61,345,1033,894,570,1506,1602,499,1005,72,7535
207011522,9,72,32,15,20,39,9,15,0,218,3,37,12,3,6,11,6,3,0,88,4,25,7,4,6,3,0,0,0,52,245,1117,765,434,737,890,211,434,80,4911
207021156,7,22,18,14,21,12,5,16,5,116,4,23,11,0,3,0,4,4,0,56,3,8,6,4,0,8,0,0,0,33,165,640,431,254,504,528,146,330,30,3028
207021157,36,65,52,16,29,20,4,15,3,239,9,49,23,7,10,9,0,3,0,107,4,37,4,3,3,5,0,0,3,68,788,2546,1489,653,1776,1308,359,675,140,9735
207021159,3,31,32,18,20,22,3,15,0,150,3,23,18,4,6,0,0,3,0,66,4,26,3,5,0,7,5,0,3,48,147,607,505,282,498,400,141,260,52,2883
207021160,10,26,22,14,14,19,7,10,0,111,3,22,9,4,0,3,0,0,0,47,0,17,7,6,0,0,0,0,0,42,286,650,556,349,511,585,205,350,52,3534
207021424,7,35,22,11,14,14,7,4,3,113,6,14,6,0,0,3,0,0,0,34,0,15,0,0,5,0,0,5,0,23,141,791,484,265,460,397,102,169,52,2853
207021425,9,54,32,19,20,34,7,7,4,186,3,24,14,5,6,11,3,4,0,71,3,16,3,0,0,5,7,0,3,35,205,933,725,378,702,903,245,336,61,4488
207031161,10,50,42,29,38,38,8,26,0,247,7,44,24,16,20,4,6,7,0,111,4,39,14,3,0,4,0,3,3,72,331,1419,1081,681,1703,1807,417,773,129,8331
207031162,9,28,13,13,5,9,0,4,0,82,4,18,4,9,5,3,0,4,0,41,0,12,0,0,0,0,0,0,0,12,103,413,275,184,267,249,58,155,18,1718
207031163,52,96,87,72,83,78,17,38,5,526,16,59,29,20,19,19,3,9,7,185,6,32,8,9,6,0,4,6,5,79,1045,2755,2826,2243,4439,4029,907,1510,276,20027
207031164,0,20,26,12,13,16,3,7,0,101,0,23,10,3,0,3,0,6,0,47,4,14,8,0,0,0,0,5,0,29,96,587,411,258,476,528,120,276,37,2791
207031165,9,52,42,10,22,31,15,17,0,206,6,20,16,6,0,9,4,4,6,68,3,19,5,4,5,4,0,0,3,48,310,1323,823,456,1801,1735,440,794,97,7783
207031166,16,34,16,7,16,26,12,8,6,134,0,21,6,3,6,3,5,3,0,46,4,15,3,0,0,0,0,0,0,30,354,1028,669,372,1362,1126,465,505,59,5932
207031167,6,42,26,14,21,14,9,9,0,145,3,26,9,0,7,11,4,5,0,55,0,14,10,5,0,3,0,0,0,33,108,530,400,281,643,547,143,320,51,3022
208011168,4,42,18,11,17,20,3,18,0,137,4,33,14,11,0,9,0,9,0,79,7,17,9,5,0,4,0,0,0,37,132,649,394,219,365,462,120,271,36,2651
208011169,21,136,75,42,45,67,13,38,10,442,8,97,46,27,19,21,0,26,0,251,14,64,31,12,10,15,6,8,3,159,600,2221,1584,939,1498,1704,463,1149,175,10327
208011170,3,51,29,18,14,23,0,16,0,153,8,29,13,4,6,4,0,3,0,74,0,35,5,0,0,4,0,3,0,53,158,706,531,336,640,661,190,446,37,3698
208011171,9,43,38,19,36,31,6,22,0,210,0,26,11,7,10,11,6,10,0,91,3,11,7,0,0,0,4,0,0,27,221,820,710,442,1273,1448,388,754,85,6134
208011172,3,51,25,20,9,17,8,17,0,159,4,31,11,12,3,10,0,4,0,77,0,15,9,5,0,6,0,4,0,49,209,1022,675,360,629,669,214,482,69,4331
208011173,16,74,60,18,31,31,8,18,3,253,6,65,22,10,12,13,0,14,0,138,3,31,10,6,3,3,0,0,5,61,326,1228,891,566,842,1005,245,558,78,5742
208021174,17,56,50,21,25,26,9,25,0,227,3,43,18,13,7,11,3,12,0,114,5,30,3,0,3,6,0,5,0,44,318,1313,958,578,1173,1127,321,652,90,6521
208021176,7,29,25,10,26,19,5,13,5,136,0,18,10,5,3,10,0,5,0,45,0,15,3,0,3,0,0,0,0,25,187,813,659,291,706,700,166,308,71,3892
208021177,7,99,67,35,29,58,16,38,7,350,14,70,33,21,13,24,8,21,4,203,4,37,13,3,6,0,0,6,3,91,302,1515,1171,666,1411,1386,377,894,122,7839
208021178,14,62,55,28,31,37,10,31,4,278,13,58,34,14,16,16,7,5,0,167,4,30,19,9,0,7,3,0,0,76,275,991,869,677,956,1379,263,538,81,6028
208021179,10,58,38,21,23,18,4,17,6,191,9,34,22,14,4,8,0,4,0,90,3,15,5,6,4,3,4,0,0,42,261,1183,800,449,848,777,180,442,79,5016
208021180,3,14,12,4,6,6,0,4,0,51,0,12,5,0,0,6,3,0,0,23,3,6,0,3,0,0,0,0,0,10,73,285,216,143,270,236,60,131,21,1432
208021181,0,23,13,0,4,8,0,0,0,48,0,10,11,0,0,4,0,0,0,27,0,5,6,0,0,0,0,0,0,7,77,337,231,135,265,218,70,139,32,1498
208021182,3,39,25,7,11,16,3,14,0,117,4,25,15,0,0,3,4,5,0,50,5,12,3,0,0,0,0,0,0,22,108,725,416,230,378,422,121,259,27,2694
208021426,10,33,31,21,27,31,3,19,4,181,0,12,17,5,0,9,3,6,0,52,10,9,3,5,3,8,0,0,0,34,236,795,655,444,979,1376,306,530,75,5399
208021427,4,21,12,11,8,14,0,9,0,79,3,13,0,0,4,0,0,5,0,41,0,5,0,0,0,0,0,0,0,9,89,419,311,218,398,382,114,225,37,2194
208031183,7,14,4,4,4,5,4,4,0,45,0,3,0,0,0,0,0,0,0,7,0,10,6,0,0,0,0,0,0,15,54,282,168,88,324,283,74,150,16,1451
208031184,17,51,38,45,111,119,25,39,5,448,4,39,20,13,35,24,0,18,0,148,0,17,20,9,3,8,0,3,3,68,352,971,893,700,3895,3499,852,1513,231,12916
208031185,4,26,17,8,0,10,3,7,3,78,3,22,10,3,0,4,0,4,0,54,0,7,3,0,0,0,0,0,0,20,101,477,311,167,318,294,82,173,43,1966
208031186,10,27,10,3,3,7,0,4,0,69,0,14,3,3,0,3,0,7,0,35,0,8,0,0,0,0,0,0,0,7,132,486,394,256,402,388,104,293,46,2496
208031187,0,15,3,4,4,10,0,4,0,46,0,4,6,4,5,0,0,0,4,18,0,0,0,0,0,0,0,0,0,3,67,338,214,143,391,337,90,146,34,1752
208031188,26,96,68,57,81,51,17,51,6,452,13,77,28,14,17,19,9,10,5,188,15,41,12,5,8,0,0,3,0,87,954,2999,2043,1100,2773,2358,623,1113,188,14147
208031189,9,15,11,3,3,5,6,0,0,57,0,10,7,0,0,0,0,0,0,25,0,8,4,0,0,0,0,0,0,14,130,417,319,224,339,332,110,262,32,2166
208031190,15,60,40,15,21,22,4,15,0,193,4,32,17,11,12,3,0,9,0,93,3,18,12,0,3,6,3,0,0,45,257,1219,810,488,957,907,286,581,72,5584
208031191,35,89,94,49,127,122,33,56,4,604,17,56,42,27,36,33,3,21,3,235,0,27,22,18,12,3,5,9,0,102,697,1992,1899,1444,4320,4623,1086,1873,251,18187
208031192,8,6,8,12,19,18,4,4,0,78,0,8,0,3,5,0,0,5,0,30,0,7,0,0,0,3,0,0,0,11,193,433,409,198,919,748,227,320,53,3502
208031193,18,73,43,20,29,32,10,19,6,244,3,39,24,13,9,15,3,8,0,114,0,26,10,5,4,8,0,4,3,59,294,1270,957,627,1438,1486,396,763,117,7346
208041194,24,97,98,51,65,54,17,45,3,462,10,96,32,23,17,16,7,22,0,231,7,62,22,6,11,14,0,6,3,133,583,1845,1670,1111,2432,2024,535,1127,163,11486
208041195,23,77,52,39,45,31,7,29,0,296,11,57,39,9,12,14,0,7,5,164,4,21,12,8,5,5,0,3,0,63,1267,3471,2075,997,2697,1670,444,872,213,13710
209011196,4,14,15,5,16,13,0,11,0,80,0,6,5,0,0,5,0,5,0,27,0,6,3,4,0,0,0,0,0,18,122,356,321,235,474,517,126,296,37,2472
209011197,20,73,34,22,36,21,3,11,4,234,10,41,11,3,4,6,0,4,6,83,0,15,6,5,4,6,0,0,0,40,476,1845,1175,642,1213,1026,309,532,107,7322
209011198,47,106,122,74,63,82,14,48,5,562,13,45,34,19,14,15,3,8,0,159,6,26,7,6,4,8,0,5,7,62,958,2125,2249,2174,2495,3266,635,1259,193,15349
209011199,12,41,43,45,66,64,17,31,0,324,3,30,7,13,24,16,8,9,0,108,7,16,9,4,3,0,4,4,3,54,305,941,951,732,1838,2055,468,772,128,8192
209011200,15,51,35,22,13,23,4,11,4,174,6,31,10,10,7,7,3,5,0,75,3,9,5,0,3,0,0,0,5,29,200,928,684,419,634,656,187,399,51,4162
209011201,4,22,15,12,11,9,6,10,0,75,0,18,8,0,4,11,4,3,0,49,0,7,0,0,0,4,0,0,0,22,65,344,219,148,213,281,75,153,13,1509
209011202,12,33,17,11,12,18,5,12,3,119,4,19,12,3,0,8,0,4,0,56,0,14,4,6,0,0,0,0,0,30,196,788,559,296,503,486,150,327,53,3348
209011203,3,31,12,12,15,10,4,5,0,95,0,12,6,0,3,5,0,5,0,32,0,14,4,0,0,5,0,0,0,20,116,494,366,256,571,794,261,385,41,3288
209011204,3,16,8,5,13,3,5,9,4,58,0,13,3,0,0,0,0,0,0,17,0,5,0,5,0,0,0,0,0,8,80,356,242,121,242,241,70,151,31,1532
209021205,12,43,34,15,29,18,8,14,0,177,5,15,7,3,11,8,0,0,3,48,3,6,7,0,0,0,0,3,6,30,323,884,888,492,1632,1142,303,505,90,6259
209021428,32,88,79,38,89,72,14,44,5,453,14,28,31,19,25,22,4,6,4,156,9,20,6,8,6,3,0,3,4,63,1005,2988,2310,1385,4351,3553,978,1488,333,18384
209021429,11,20,18,11,14,9,7,9,0,94,0,24,3,5,0,3,0,0,0,38,0,8,0,0,0,0,0,0,0,15,121,511,404,259,506,411,107,239,44,2595
209021523,4,17,7,5,5,3,5,9,4,46,0,4,4,4,5,0,0,0,0,20,0,3,6,0,0,3,0,0,5,16,86,269,271,169,281,241,53,133,29,1529
209021524,0,9,3,4,6,8,0,4,0,39,0,9,5,0,0,0,0,4,0,15,0,0,4,0,0,0,0,0,0,8,46,174,196,101,227,207,56,85,30,1123
209021525,7,12,13,0,8,3,5,6,0,61,0,10,5,0,3,0,0,0,0,29,0,3,0,0,0,0,0,0,0,5,111,401,358,187,341,322,76,149,32,1977
209021526,10,20,15,8,45,34,6,13,0,161,0,22,7,4,5,7,0,6,0,52,0,5,4,0,4,3,0,0,0,27,181,643,555,369,1130,1020,257,476,111,4739
209031209,23,102,53,28,33,29,4,15,4,291,7,44,23,6,8,12,0,13,3,116,3,31,14,4,0,4,3,4,0,73,419,1667,964,583,927,1152,276,595,86,6668
209031210,4,8,3,9,4,4,0,0,0,32,0,3,5,3,4,0,0,3,0,17,0,3,0,0,0,0,0,0,0,3,30,167,87,51,77,127,33,57,6,642
209031211,0,7,8,3,5,3,0,0,0,29,0,6,0,5,0,4,4,4,0,23,0,9,3,5,0,3,0,3,0,18,57,141,121,61,146,185,38,98,17,858
209031212,4,16,7,4,7,8,3,12,0,63,0,10,5,4,5,3,0,10,0,35,0,11,9,0,0,0,4,0,0,28,67,245,153,115,144,212,67,162,18,1179
209031213,7,22,6,10,7,8,4,5,0,85,0,10,7,7,0,3,3,0,0,41,0,14,5,4,0,3,0,0,0,23,128,404,315,202,435,358,76,212,25,2166
209031214,9,15,12,12,8,10,0,11,0,74,0,16,10,0,0,7,0,8,5,48,3,0,3,6,0,0,0,0,0,11,82,310,191,124,200,300,67,183,26,1482
209031215,5,27,22,5,3,13,9,11,0,92,3,8,0,4,0,0,0,5,0,32,0,17,0,5,0,0,0,0,0,28,175,728,421,246,387,483,138,254,36,2875
209041216,14,21,21,9,11,28,4,7,0,120,0,7,8,0,3,3,4,0,0,31,0,3,3,0,0,0,0,0,0,13,271,693,594,351,1106,1036,253,389,78,4768
209041217,3,20,11,8,9,3,0,0,0,59,0,5,10,3,0,5,0,0,0,18,0,4,0,0,0,0,5,0,0,12,107,485,380,234,297,231,73,108,25,1932
209041220,10,26,19,14,25,29,0,16,0,137,0,6,6,0,0,0,0,0,0,16,0,13,0,0,0,3,0,0,0,22,381,1411,885,491,1072,763,183,322,109,5617
209041221,3,9,4,0,9,3,9,0,0,35,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,167,123,67,136,155,35,71,12,811
209041223,17,81,70,32,162,98,23,65,11,560,13,37,22,16,33,32,5,15,5,175,13,27,7,7,10,14,0,7,3,83,533,1751,1654,1142,4594,4407,1058,1900,359,17393
209041224,10,23,20,18,12,12,4,18,0,107,0,16,3,0,3,0,0,0,0,32,0,9,7,0,0,0,0,9,0,23,178,812,557,287,598,595,166,358,78,3623
209041225,8,22,13,12,8,3,7,3,3,73,0,11,7,0,0,7,0,3,0,32,0,16,7,4,0,0,4,3,3,32,133,495,339,229,397,440,120,268,39,2459
209041431,0,3,3,4,5,4,0,0,0,27,0,7,5,4,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,8,75,206,242,171,338,209,62,156,36,1480
209041432,23,51,40,35,64,54,19,23,7,315,5,22,5,5,13,14,0,4,0,70,0,9,7,0,5,4,0,4,0,27,787,2188,1894,1504,3246,3237,710,1307,281,15155
209041433,0,14,13,0,7,8,4,8,0,57,0,0,0,0,4,5,0,0,3,19,0,0,0,0,0,0,0,0,0,3,128,478,463,226,774,792,286,405,98,3642
209041435,0,7,3,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,44,176,125,71,192,153,32,75,19,878
209041436,3,40,17,3,19,7,0,5,0,90,6,12,6,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,12,152,652,531,316,745,557,132,262,63,3415
209041437,0,0,0,0,0,4,0,6,0,25,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,60,311,289,152,390,410,127,250,37,2036
209041527,0,18,12,6,5,5,0,7,0,48,4,8,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,131,475,363,199,507,489,158,249,53,2625
209041528,0,3,0,0,5,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,38,292,147,73,161,155,44,87,20,1025
209041529,0,13,13,14,0,4,0,9,0,48,3,8,0,0,4,0,0,0,0,14,0,4,0,0,0,0,0,0,0,11,56,307,240,149,237,178,56,108,31,1347
209041530,6,17,13,14,15,18,0,12,4,96,0,10,4,3,4,6,0,4,0,32,0,3,0,0,3,0,0,0,0,7,80,322,368,249,658,627,139,317,72,2830
209041531,4,6,4,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,55,270,179,97,200,168,47,96,20,1129
209041532,0,3,4,0,3,0,0,6,0,15,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,78,283,180,110,274,240,84,113,16,1384
210011226,10,29,20,12,16,28,4,7,0,133,3,14,7,5,5,6,3,8,0,54,3,6,4,0,3,0,0,0,0,20,308,1020,592,335,989,943,244,441,85,4961
210011227,13,10,13,5,30,19,7,11,0,113,9,5,0,3,4,0,0,0,3,21,0,9,5,0,0,0,0,0,0,11,371,622,493,332,1642,1243,422,559,118,5795
210011228,21,90,69,41,111,107,17,56,6,519,8,38,32,23,27,23,6,8,3,171,8,15,16,4,12,9,0,8,10,78,612,1596,1653,1125,4827,5088,1302,2494,364,19052
210011230,5,16,8,7,15,10,4,7,3,77,0,8,4,0,4,5,0,0,0,26,0,0,3,0,5,0,0,0,0,5,142,477,339,191,390,489,133,257,44,2467
210011231,5,23,13,9,4,11,0,4,0,65,0,5,4,3,0,0,3,0,0,20,3,11,0,0,0,0,0,0,0,12,88,339,207,122,212,243,77,160,22,1470
210011533,3,12,10,5,6,5,0,0,0,48,0,9,0,0,4,4,0,0,0,20,0,0,9,0,0,0,0,0,0,12,69,351,320,158,243,224,42,127,46,1583
210011534,9,24,22,14,9,14,5,10,0,103,0,15,5,0,5,5,3,3,6,46,0,6,0,0,7,5,0,0,0,16,120,463,400,238,390,378,119,266,56,2424
210021232,8,37,24,19,12,16,3,15,0,133,7,13,15,9,7,4,3,5,5,72,0,12,4,0,4,0,0,6,0,27,225,979,643,386,689,801,233,425,81,4464
210021233,3,9,4,9,5,5,0,0,0,48,0,15,4,0,0,0,0,9,0,27,0,0,0,4,0,0,0,5,0,15,63,163,95,69,111,147,44,113,10,827
210021234,3,5,6,4,0,3,0,4,0,26,0,3,0,3,0,3,0,0,0,18,0,6,0,0,0,4,0,0,0,14,47,199,108,64,123,151,34,90,11,819
210021235,5,31,24,11,8,17,6,19,0,114,0,15,16,6,10,5,0,5,3,55,0,11,7,6,3,6,0,7,4,59,133,450,332,174,317,404,123,318,56,2301
210031236,9,19,14,12,39,26,9,8,3,149,3,15,9,7,9,4,3,5,0,54,0,8,9,0,3,10,0,0,0,35,206,805,672,405,1172,1188,309,589,100,5440
210031237,4,18,11,12,8,8,0,3,0,67,0,10,9,3,3,3,0,0,0,28,0,5,0,0,0,3,0,0,0,11,113,427,397,218,489,431,107,210,67,2467
210031439,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,31,8,32,29,3,28,3,173
210031440,4,11,0,4,6,7,0,0,0,28,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,60,195,178,79,341,323,64,121,27,1382
210031535,0,14,10,0,5,4,0,0,0,41,0,9,6,0,4,0,3,0,0,25,0,3,0,0,0,0,0,0,0,4,111,326,392,242,484,373,82,178,50,2238
210031536,8,16,3,5,8,9,5,4,0,51,0,6,3,3,3,0,0,0,0,15,0,5,0,0,0,0,0,0,0,6,89,279,257,151,296,233,59,130,25,1522
210031537,0,12,4,0,4,0,0,5,0,31,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,42,205,129,81,126,131,43,98,6,862
210031538,5,8,12,8,8,8,5,7,0,60,0,6,4,0,0,5,0,0,0,19,0,0,0,4,0,0,0,0,0,8,135,414,374,224,439,429,119,235,30,2401
210041240,9,28,6,8,8,13,5,4,0,79,4,13,10,3,5,5,0,6,0,41,0,10,3,0,6,3,0,4,0,20,114,322,296,179,339,390,129,262,39,2068
210041539,0,0,5,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,79,71,35,88,96,19,48,7,467
210041540,14,56,34,14,24,16,10,13,0,185,8,20,17,3,3,0,5,10,0,64,0,18,0,0,0,3,0,0,0,22,385,1477,986,563,1172,1087,311,498,87,6578
210041541,4,16,3,6,5,4,0,6,0,49,0,4,3,0,5,5,0,0,0,16,0,0,3,0,0,0,0,0,0,10,62,155,154,109,205,176,43,134,27,1061
210051242,22,54,47,34,72,39,15,20,5,304,12,24,13,8,20,10,0,7,0,94,6,12,10,0,4,0,0,0,0,29,562,1545,1474,1072,3438,2812,694,988,261,12848
210051243,31,73,62,38,192,153,46,78,12,696,9,48,29,15,35,40,17,16,7,214,4,24,9,6,17,11,3,5,4,82,701,2306,2270,1513,7098,6689,1991,3261,556,26381
210051245,16,25,18,13,18,21,7,10,0,131,0,7,3,4,7,3,0,4,0,37,0,3,4,0,0,0,0,0,0,20,235,743,609,331,850,735,206,384,86,4193
210051246,3,20,8,4,7,13,5,14,0,79,0,15,3,0,6,6,0,0,0,40,0,0,3,0,0,4,0,3,0,17,114,523,375,237,500,556,148,351,70,2879
210051247,3,0,7,0,7,4,4,4,0,28,0,6,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,45,168,176,83,155,118,24,74,39,884
210051248,33,34,29,7,104,56,20,35,9,324,18,7,9,3,7,7,0,5,0,69,0,3,0,0,4,0,0,3,0,22,1535,1635,1660,989,4108,3250,1026,1541,338,16084
210051250,4,25,18,17,20,21,6,18,0,126,9,13,10,9,6,6,3,3,0,53,0,4,8,3,0,3,0,0,0,12,145,430,393,238,1160,1125,274,466,98,4332
210051441,0,10,3,0,3,3,0,8,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,74,323,220,114,264,212,85,106,35,1437
210051442,0,9,4,9,9,0,0,0,0,33,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,71,315,284,148,340,260,75,120,47,1656
210051443,6,6,13,4,19,24,9,8,6,94,0,9,3,0,10,8,7,0,0,31,0,8,0,0,3,0,0,0,0,16,201,476,544,313,1140,1252,325,524,128,4897
210051445,0,10,5,0,9,5,0,3,0,33,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,97,372,391,188,571,516,140,293,73,2642
210051542,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,96,54,119,111,17,53,10,560
210051543,0,10,0,0,5,3,0,0,0,22,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,173,823,490,247,551,322,82,122,80,2892
210051544,10,18,20,19,50,34,7,15,5,166,3,4,7,9,3,5,4,3,5,37,0,0,4,7,5,0,0,0,0,17,200,920,816,547,2157,1821,567,972,213,8221
210051545,0,0,4,3,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,230,185,96,157,127,37,58,30,971
211011251,17,75,70,51,95,91,20,51,4,473,8,45,29,13,20,24,6,19,5,161,10,26,11,12,12,12,0,11,3,95,431,1244,1209,879,3679,3525,912,1556,205,13634
211011254,14,72,54,33,140,106,26,43,4,495,4,39,19,17,23,26,0,8,4,147,10,22,9,9,7,3,0,6,0,68,567,1486,1360,1003,5097,4654,1262,1838,259,17517
211011255,0,6,7,5,0,7,0,6,0,26,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,39,132,105,52,89,141,38,106,7,706
211011256,9,40,18,10,41,27,8,7,0,156,4,19,8,7,4,9,3,5,0,58,0,7,0,0,0,0,0,0,4,12,232,1074,654,391,1285,1233,356,584,64,5866
