POW_SA2_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
201021009,16,0,0,0,10,6,3,0,0,38,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,15,8,0,4,0,3,0,3,0,3,19,126,14,17,21,86,56,61,0,7,388
201021010,19,0,8,3,9,0,15,0,0,56,3,0,0,0,4,0,0,0,0,8,9,0,5,0,8,0,3,0,0,25,3,0,0,0,0,0,0,0,0,5,96,4,24,20,53,36,45,0,9,296
201021011,35,4,3,14,8,8,16,0,3,93,4,0,3,6,0,0,0,0,0,17,3,0,0,0,0,4,0,0,0,13,19,0,0,3,0,8,0,0,3,37,237,30,50,65,71,93,108,0,19,686
201021012,6,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,12,50,6,13,10,13,12,14,0,3,120
201031013,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,11,6,7,6,12,0,0,80
201031014,9,0,0,0,7,6,0,0,0,24,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,4,0,0,9,3,0,0,0,0,0,0,0,0,3,61,3,8,12,19,17,21,0,6,140
201031015,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,31,4,0,3,4,12,3,4,0,59
201031016,34,0,0,5,27,17,34,0,9,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,0,0,12,124,7,18,20,58,45,55,0,13,334
201031017,8,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,36,0,0,8,13,16,21,0,5,88
202011018,222,34,55,98,262,214,271,9,12,1182,7,0,0,3,3,5,6,0,0,31,27,0,4,4,19,14,17,0,3,82,16,0,3,8,15,16,19,0,3,79,600,95,146,249,568,492,610,6,35,2810
202011019,6,0,3,4,10,14,13,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,0,0,4,0,5,6,0,3,13,38,7,10,16,38,29,42,0,3,190
202011020,29,9,10,13,44,32,44,0,0,175,0,0,0,0,0,6,0,0,0,3,0,0,0,5,6,0,4,0,0,19,8,0,0,3,18,19,16,0,0,49,154,29,38,65,133,141,179,0,12,743
202011021,12,0,0,5,10,11,10,0,0,52,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,63,14,21,26,34,39,34,0,0,229
202011022,26,9,9,9,52,39,49,0,0,193,0,0,0,0,4,0,3,0,0,11,3,0,0,0,4,3,0,0,0,22,8,0,0,3,9,10,5,0,3,40,165,23,49,59,138,125,125,3,8,695
202011023,5,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,26,0,4,3,12,9,0,0,0,59
202011024,4,0,7,3,7,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,27,0,7,12,26,14,19,0,7,123
202011025,4,5,3,4,10,13,8,0,0,42,6,0,0,0,0,0,0,0,0,8,0,0,3,0,3,3,0,0,0,15,0,0,0,0,5,3,4,0,0,20,69,5,25,35,92,76,63,0,6,373
202021026,3,0,0,0,11,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,10,3,5,0,0,23,49,13,11,28,192,129,135,0,11,572
202021027,44,7,11,13,23,10,10,0,7,121,9,0,0,0,0,0,4,0,0,23,9,3,3,0,0,0,0,0,0,18,16,4,5,8,11,7,5,0,0,51,267,50,71,82,132,85,103,0,17,812
202021028,8,0,0,4,3,0,0,0,0,22,4,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,12,106,15,17,27,19,25,8,0,8,222
202021029,7,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,57,9,14,10,20,22,14,0,8,156
202021030,44,3,3,5,24,30,19,0,3,137,7,0,3,0,3,4,0,0,0,24,9,0,0,0,5,6,0,0,0,14,10,0,0,5,4,0,7,0,0,31,255,17,59,69,137,113,179,0,13,848
202021031,27,3,8,10,19,32,17,0,0,116,3,0,0,6,0,0,0,0,0,5,11,0,0,0,3,3,5,0,0,25,5,0,0,5,0,0,3,0,0,13,146,23,33,50,71,58,41,0,8,437
202031032,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,10,0,0,0,0,5,0,0,0,0,7,33,7,10,20,20,26,18,0,0,136
202031033,6,0,0,3,7,12,7,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,0,0,11,64,6,8,16,34,46,46,4,3,233
203011034,8,4,8,0,15,13,10,0,0,55,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,5,0,0,9,64,8,17,20,39,49,50,0,3,258
203011035,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,3,3,0,0,0,7,74,11,15,12,31,37,31,0,4,215
203011036,12,0,0,7,5,3,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,77,7,11,14,32,24,14,5,4,180
203021037,74,11,21,26,91,60,60,0,8,353,3,0,0,0,4,0,0,0,0,13,3,0,0,0,16,5,14,0,0,47,4,0,0,0,3,0,9,0,5,21,210,34,45,79,227,147,205,0,17,963
203021039,516,94,131,172,363,292,247,7,23,1851,24,0,3,3,7,10,8,0,0,61,39,3,15,16,48,38,45,0,0,192,51,5,12,24,52,70,62,0,24,298,1785,298,457,624,1250,1235,1280,20,108,7061
203021040,69,14,10,11,41,50,38,0,3,226,0,0,0,4,4,0,0,0,0,6,12,0,0,8,8,16,9,0,0,48,5,0,0,0,7,8,13,0,0,30,241,33,43,80,160,195,240,0,11,1010
203021042,92,10,36,39,108,84,82,3,0,453,0,0,0,0,0,0,0,0,0,3,9,0,5,0,4,0,3,0,0,18,0,0,3,0,7,19,9,0,5,45,337,60,117,165,327,356,421,9,14,1811
203021043,26,6,3,20,39,20,29,0,0,143,3,0,0,0,0,0,4,0,0,14,7,5,0,4,6,9,5,0,0,36,13,0,8,0,19,24,27,0,9,101,372,75,93,165,372,370,340,7,29,1826
203021044,28,0,9,7,13,17,37,0,0,110,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,16,0,0,0,0,0,4,3,0,0,15,102,4,26,26,62,60,66,0,0,357
203021045,52,13,4,15,41,57,53,0,4,247,6,0,0,0,0,0,0,0,0,9,8,4,4,0,3,19,11,0,0,46,5,0,6,0,6,3,8,0,0,33,244,52,52,57,145,162,174,0,18,901
203021046,17,4,5,13,13,14,8,0,3,69,10,0,0,0,4,0,0,0,0,15,9,0,0,0,6,10,8,0,5,44,8,3,0,3,9,3,10,0,0,35,211,26,35,62,117,89,103,0,15,660
203021047,138,17,40,58,100,78,69,0,0,497,3,0,0,3,0,0,0,0,0,8,24,9,3,4,15,21,36,0,0,112,43,0,4,7,21,30,24,0,7,133,668,100,143,219,463,460,459,7,26,2530
203021485,19,6,3,10,29,30,36,0,0,135,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,6,4,0,0,0,0,3,0,0,0,11,50,9,13,22,61,62,92,0,3,313
203021486,25,11,5,15,28,18,20,0,0,123,6,0,0,0,0,0,0,0,0,9,12,6,3,0,9,10,7,0,0,53,22,8,7,0,11,12,22,0,4,82,360,72,64,109,220,219,282,4,9,1334
203021487,58,3,6,27,76,89,107,0,3,373,0,0,0,4,0,6,3,0,0,19,7,0,0,5,11,0,10,0,4,36,11,4,5,0,5,7,24,0,3,58,243,35,54,94,261,266,332,0,19,1313
203021488,32,4,10,17,29,36,31,0,0,158,0,0,0,0,3,0,0,0,0,6,9,0,0,0,0,14,4,0,0,34,18,0,0,3,6,7,8,0,0,40,185,21,42,57,154,177,140,0,11,787
203031048,17,0,4,5,17,12,18,0,0,71,0,3,0,0,0,4,0,0,0,6,7,0,4,0,3,4,0,0,0,18,12,0,0,0,5,4,0,0,0,19,171,13,18,39,76,71,65,0,12,464
203031049,19,0,5,5,11,8,4,0,0,52,3,0,4,4,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,10,96,13,19,26,55,84,102,0,8,414
203031051,19,0,0,0,3,6,9,0,0,44,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,14,102,12,10,14,43,32,49,0,15,268
203031052,16,5,4,4,24,13,17,0,0,74,8,0,0,3,0,0,0,0,0,13,4,0,0,0,0,4,0,0,0,6,3,0,0,0,6,0,3,0,0,10,117,13,16,31,53,42,62,0,6,336
203031053,43,8,13,15,37,61,59,0,0,231,9,0,3,0,0,9,4,0,0,28,22,5,6,8,15,14,16,0,0,87,12,0,4,3,9,6,13,0,0,50,291,45,77,116,233,275,269,0,11,1322
203031489,0,0,4,0,15,9,14,0,0,45,0,0,0,0,4,0,3,0,0,24,0,0,0,0,8,5,4,0,0,12,3,0,0,3,0,6,3,0,0,22,86,16,30,36,74,84,90,4,6,410
203031490,38,3,9,19,37,36,36,0,0,184,8,0,0,0,0,0,0,0,0,14,11,6,0,0,9,8,8,0,0,41,13,0,4,0,3,12,5,0,9,44,220,30,39,62,148,132,155,0,17,799
204011054,29,0,4,5,6,11,9,0,4,71,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,8,6,0,0,0,6,0,4,0,0,14,143,16,26,25,24,43,72,0,13,355
204011055,16,0,9,3,18,11,17,0,0,74,5,0,0,4,4,11,15,0,0,31,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,3,0,0,9,87,10,12,19,46,48,55,0,10,278
204011056,42,8,9,18,50,39,23,0,0,184,3,0,0,3,6,4,0,0,0,15,6,0,0,0,0,8,0,0,5,19,10,0,4,3,6,3,0,0,5,31,192,31,51,77,155,125,109,3,22,764
204011057,33,0,8,5,4,5,4,0,3,60,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,4,0,0,21,13,0,0,0,0,3,3,0,0,31,219,27,31,53,57,60,109,6,19,568
204011058,10,0,3,9,6,9,5,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,15,67,5,7,25,38,62,64,0,9,273
204011059,22,0,0,6,18,24,13,0,7,99,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,7,4,0,0,17,0,0,3,0,3,6,5,0,4,19,98,17,12,32,70,80,74,0,22,402
204011060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,14,94,18,15,19,54,31,20,5,3,258
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
204011062,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,3,0,0,0,7,70,5,5,11,17,15,9,0,8,138
204021063,51,4,5,4,20,11,32,0,3,126,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,14,11,0,0,4,0,0,6,0,0,24,182,26,29,48,89,88,158,0,9,629
204021064,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,3,5,3,9,5,0,0,74
204021065,4,3,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,8,13,8,28,15,12,0,0,134
204021066,107,20,26,35,46,54,114,3,4,417,3,0,0,0,0,0,5,0,0,13,11,0,5,0,4,6,3,0,0,37,13,0,0,0,6,3,6,0,0,37,356,48,68,89,152,147,224,4,16,1109
204021067,8,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,89,11,14,12,20,33,50,0,3,235
204031068,18,10,6,0,9,3,3,0,0,50,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,0,0,0,0,7,92,15,16,17,39,24,30,0,10,241
204031069,18,4,4,8,3,4,7,0,4,53,10,0,0,0,6,7,3,0,0,25,3,0,4,0,0,0,0,0,0,9,11,0,0,0,7,11,4,0,0,26,210,28,66,65,98,72,144,0,16,696
204031070,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,4,0,5,13,3,6,0,0,60
204031071,26,0,0,0,11,15,14,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,96,4,14,19,23,28,42,0,3,230
204031072,14,0,4,4,6,11,17,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,84,8,9,10,22,26,42,10,3,218
204031073,34,8,7,0,29,32,31,0,0,134,0,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,14,4,0,0,0,4,7,7,0,5,27,186,18,35,36,124,105,136,0,11,656
204031075,8,0,0,0,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,52,4,0,10,12,7,16,0,3,115
204031491,3,0,4,3,10,18,22,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,12,8,0,0,5,0,6,3,0,0,23,132,11,26,44,78,74,61,0,9,432
204031492,96,24,18,42,79,62,44,4,4,369,0,0,0,0,0,0,0,0,0,8,21,0,5,0,8,14,8,0,0,70,8,6,4,10,13,9,12,0,7,64,378,58,73,126,260,251,272,4,26,1455
205011076,35,0,15,14,40,23,29,0,0,160,3,0,0,6,4,0,0,0,0,10,10,0,0,0,6,5,0,0,0,20,11,4,0,0,8,8,3,0,0,28,213,21,32,61,120,106,75,0,18,650
205011077,4,0,0,0,3,5,5,0,0,16,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,6,0,0,0,7,0,6,0,0,14,88,12,9,14,32,35,83,5,5,292
205011078,7,0,4,4,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,7,9,93,9,28,32,55,46,52,0,15,327
205011079,105,23,37,46,99,67,57,0,4,432,5,0,0,0,0,0,0,0,0,7,24,6,10,9,16,20,9,0,0,85,17,3,0,6,6,9,11,0,0,49,483,67,112,141,274,212,310,3,23,1621
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,83,10,31,26,49,54,46,4,8,314,0,0,0,0,0,0,0,0,0,5,19,0,0,4,3,8,7,0,0,36,10,0,0,0,5,6,14,0,10,48,371,45,75,91,162,169,157,5,37,1112
205021082,5,0,3,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,10,0,0,18,81,7,13,13,18,49,103,3,10,301
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,25,0,9,6,13,18,9,0,0,86,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,3,0,0,0,13,6,0,0,0,0,0,0,0,0,16,127,12,20,35,55,63,48,0,12,369
205021085,20,4,0,6,0,3,5,0,0,40,7,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,7,117,19,14,16,25,11,29,0,3,227
205021086,11,0,4,5,8,11,10,0,0,46,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,45,0,10,8,20,20,22,0,3,139
205031087,29,3,0,4,9,4,3,0,0,51,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,0,0,0,17,176,14,27,41,54,36,37,5,13,398
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,15
205031089,16,4,4,7,20,13,6,0,0,66,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,3,0,0,5,5,3,0,0,0,22,137,14,21,41,66,58,68,4,15,430
205031090,48,6,11,11,21,22,22,3,8,139,4,0,0,0,0,0,0,0,0,6,10,0,0,3,9,3,3,0,0,29,11,0,3,0,0,0,0,0,0,16,257,16,40,45,89,70,64,3,11,590
205031091,48,9,3,6,9,23,25,0,0,120,18,4,3,3,8,3,3,0,0,45,8,0,0,0,4,0,6,0,0,19,11,0,0,0,0,9,0,0,0,18,270,32,54,57,96,92,122,0,18,732
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
205031093,107,15,16,33,63,77,37,0,4,351,6,3,0,0,0,0,0,0,0,18,12,0,3,13,10,8,3,0,0,58,19,4,3,8,7,8,7,0,0,51,449,56,63,117,193,212,119,3,33,1238
205041094,8,4,0,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,4,0,0,17,188,18,16,31,48,36,49,3,3,393
205041095,59,5,5,23,27,29,55,4,0,196,0,0,0,0,0,0,0,0,0,3,12,0,0,0,6,4,0,0,0,25,8,0,0,0,0,0,17,0,0,28,217,12,43,51,92,79,112,6,9,616
205041096,96,7,14,22,65,50,45,0,0,308,4,0,0,0,0,0,0,0,0,14,14,3,0,5,12,10,6,0,0,45,25,5,7,9,11,7,6,0,5,64,476,51,63,97,213,172,158,4,21,1247
205041098,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,12,0,0,0,6,0,0,0,5,30
205041493,36,5,13,33,41,41,64,0,0,227,5,0,0,0,0,0,0,0,0,4,9,0,10,3,9,11,15,0,6,50,8,0,4,5,3,0,4,0,0,29,239,37,66,101,176,148,167,6,23,944
205041494,112,21,33,62,101,87,95,3,5,511,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,3,4,0,0,10,6,0,3,3,0,7,5,0,3,25,224,35,57,96,157,127,133,4,14,849
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,4,0,0,6,0,0,14,98,15,23,49,64,38,39,0,7,333
205051101,18,3,3,0,4,9,6,0,0,50,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0,4,3,4,0,5,19,126,13,25,25,40,67,102,0,6,406
205051102,11,0,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,69,12,14,6,24,29,40,0,6,205
205051103,80,15,15,26,66,48,54,0,3,319,4,0,0,0,0,0,0,0,0,8,5,0,0,3,4,8,4,0,0,33,13,0,0,0,4,6,3,0,6,32,284,43,58,81,164,145,135,4,13,928
205051104,8,0,4,5,3,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,69,5,11,13,22,20,21,0,10,166
206011106,19,10,9,5,14,17,18,0,0,94,9,3,4,0,9,4,4,0,0,22,17,4,8,6,11,3,7,0,0,52,19,0,6,8,9,10,10,0,6,72,239,52,65,89,155,185,287,0,11,1091
206011107,39,8,9,10,32,27,37,0,0,164,4,0,8,0,0,0,5,0,0,22,11,0,0,6,9,8,6,0,0,34,3,0,0,3,3,6,5,0,7,33,165,28,42,56,107,109,152,3,8,666
206011109,25,6,7,6,24,27,56,0,3,157,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,12,3,0,0,0,6,4,3,0,0,18,141,23,39,26,74,67,101,0,3,479
206011495,67,23,9,28,64,65,60,0,4,315,0,4,5,4,4,0,0,0,0,17,24,7,9,3,6,10,9,0,0,63,18,8,8,12,12,17,22,0,3,101,455,94,109,159,231,261,352,4,16,1688
206011496,90,16,27,35,91,83,77,4,0,427,15,0,7,3,8,12,13,0,3,65,37,12,5,11,26,19,24,0,0,142,48,9,9,23,33,39,47,8,8,216,663,143,180,236,462,496,697,30,35,2952
206011497,107,42,36,41,74,80,91,0,3,477,3,0,0,0,0,3,0,0,0,18,30,7,9,9,26,11,17,0,0,109,24,5,7,9,18,11,24,0,3,99,594,148,185,213,357,312,422,9,20,2261
206011498,83,21,19,37,85,70,58,3,3,376,3,0,0,0,3,0,3,0,0,10,9,4,0,0,0,0,3,0,0,14,8,0,4,5,3,7,12,0,0,37,198,41,43,64,147,128,129,6,7,762
206021110,52,6,20,18,31,20,35,0,0,187,10,0,0,3,0,0,0,0,0,19,17,0,4,6,4,12,4,0,0,38,34,6,11,21,25,18,31,0,4,145,387,78,107,188,240,242,282,0,21,1541
206021112,95,11,13,28,93,104,79,0,3,425,10,5,0,4,0,12,3,0,0,32,32,0,7,10,19,22,26,0,0,113,31,8,8,9,12,12,20,0,5,109,521,110,112,150,295,315,361,0,15,1883
206021499,38,9,16,25,38,35,38,0,3,210,9,3,3,0,6,3,0,0,0,22,11,3,0,0,10,15,7,0,0,51,12,0,4,5,8,11,6,0,4,51,274,62,69,105,178,217,199,0,16,1119
