POW_SA2_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
201021009,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,15,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,12,46,7,12,8,0,70,0,0,0,0,0,0,30,0,0,0,0,32,79,5,10,0,0,96,13,4,7,4,0,29,1426,163,190,84,24,1882
201021010,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,6,40,7,10,3,0,65,10,0,0,0,0,9,0,0,0,0,0,4,29,6,7,4,0,44,8,3,7,0,5,26,1363,216,293,130,48,2051
201021011,4,0,0,0,0,0,23,0,0,0,0,23,4,3,0,0,0,8,4,4,0,0,0,5,9,5,5,0,0,19,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,9,93,22,33,14,5,163,14,5,8,0,0,24,5,3,0,0,0,9,62,10,19,12,0,110,31,3,14,0,8,57,2365,403,690,164,69,3694
201021012,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,7,4,0,42,0,0,0,0,0,5,0,0,0,0,0,0,7,3,3,0,0,14,3,0,0,0,0,13,634,208,182,98,15,1138
201031013,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,11,5,0,3,0,3,13,560,89,148,102,20,922
201031014,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,4,5,5,4,42,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,0,18,18,0,0,3,4,20,946,125,144,90,25,1327
201031015,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,11,10,5,6,0,0,14,421,68,124,58,7,675
201031016,0,0,0,0,0,8,35,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,59,9,3,0,3,74,6,0,0,0,0,9,8,0,0,0,0,5,29,5,3,0,0,33,45,0,0,0,4,54,3117,167,204,33,57,3582
201031017,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,4,0,7,3,0,16,522,115,159,72,22,891
202011018,26,4,0,0,0,29,199,8,3,0,0,203,6,0,0,0,0,6,11,0,0,0,0,13,70,0,0,0,0,74,80,0,7,0,0,89,13,0,0,0,0,14,104,5,3,0,0,113,436,18,20,4,5,484,47,0,0,0,0,53,31,7,3,0,0,36,348,10,6,3,0,367,138,3,5,0,4,154,21023,897,677,128,127,22856
202011019,0,0,0,0,0,4,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,11,25,0,5,0,0,34,0,6,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,26,16,0,0,0,0,20,1871,129,231,36,24,2294
202011020,13,3,0,0,0,12,52,0,0,0,0,54,0,0,0,0,0,4,3,0,0,0,0,3,21,3,0,0,0,23,26,0,3,0,0,34,6,0,0,0,0,6,24,0,0,0,0,24,100,15,4,0,0,118,8,0,0,0,0,14,10,0,0,0,0,12,118,5,10,0,0,137,38,7,3,0,4,56,5870,494,342,66,45,6809
202011021,6,0,0,0,0,6,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,13,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,53,3,0,0,0,0,3,5,0,0,0,0,5,31,0,7,0,0,37,0,0,0,0,0,6,1568,123,176,20,10,1902
202011022,9,3,0,0,0,6,73,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,0,28,10,4,0,0,0,16,4,0,0,0,0,4,11,0,0,0,0,14,111,9,9,0,0,128,7,0,5,0,0,11,8,0,0,0,0,15,65,5,3,0,0,75,50,6,4,0,9,61,6193,450,439,76,44,7199
202011023,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,8,4,0,0,4,0,8,600,81,107,24,11,818
202011024,0,0,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,6,9,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,15,6,0,0,0,0,6,1106,170,194,37,13,1515
202011025,6,0,0,0,0,4,24,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,5,16,0,0,0,0,21,7,0,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,29,42,11,4,0,0,59,4,0,0,0,0,4,3,0,0,0,0,5,39,0,3,0,0,49,28,4,7,0,0,39,3353,160,246,56,31,3844
202021026,4,0,0,0,0,3,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,65,0,0,0,0,65,22,4,11,3,0,34,4,0,0,0,0,4,46,0,0,0,0,48,176,3,0,0,0,180,19,6,0,0,0,26,1416,159,213,64,29,1876
202021027,0,0,0,0,0,0,44,0,0,0,0,44,5,0,0,0,0,6,0,0,0,0,0,5,15,0,5,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,19,0,3,0,0,24,124,12,41,7,0,193,12,0,10,0,0,23,8,0,0,0,0,6,145,0,11,4,0,167,65,3,8,5,11,89,4889,309,635,80,63,5971
202021028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,30,3,4,82,3,0,0,0,0,6,0,0,0,0,0,0,12,6,6,0,4,29,10,0,5,4,3,22,916,220,451,115,41,1747
202021029,0,0,0,0,0,0,14,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,8,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,27,3,4,4,0,43,4,0,0,0,0,3,0,0,0,0,0,6,18,0,0,0,0,27,15,0,6,0,0,21,982,97,152,68,26,1333
202021030,7,0,0,0,0,7,37,0,6,0,0,41,0,0,0,0,0,5,0,0,0,0,0,3,16,0,0,4,0,20,15,0,6,0,0,17,61,0,0,0,0,60,6,0,0,0,0,10,155,18,27,5,0,212,8,0,5,0,0,17,11,0,0,0,0,18,113,8,9,0,0,127,37,0,8,0,3,50,3897,374,500,141,54,4974
202021031,0,0,0,0,0,0,25,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,12,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,101,22,30,6,0,161,9,4,0,0,0,13,9,0,0,0,0,5,35,11,11,0,0,60,10,4,3,4,0,22,1698,271,288,51,30,2341
202031032,4,0,0,0,0,4,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,17,0,9,0,0,21,0,0,0,0,0,3,3,0,0,0,0,4,18,3,0,0,0,22,22,0,5,5,0,28,1278,112,171,89,21,1671
202031033,0,0,0,0,0,0,45,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,36,4,3,0,3,48,3,0,0,0,0,3,0,0,0,0,0,0,18,7,4,0,0,20,19,3,13,10,0,41,1594,260,437,244,61,2594
203011034,3,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,4,6,0,3,0,0,13,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,35,12,8,4,0,54,0,0,0,0,0,0,5,0,0,0,0,5,31,0,9,0,0,39,7,0,0,0,0,7,1384,200,167,43,10,1802
203011035,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,12,6,0,55,0,0,0,0,0,3,0,0,0,3,0,5,25,3,8,0,0,38,10,3,0,0,0,13,909,202,246,103,25,1494
203011036,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,13,6,0,59,3,0,4,0,0,5,0,0,0,0,0,0,21,12,0,0,0,32,11,4,0,4,0,27,981,205,306,135,27,1654
203021037,12,4,0,0,0,24,42,0,0,0,0,50,3,0,4,0,0,3,7,0,0,0,0,4,16,0,0,0,0,15,25,0,6,0,0,28,0,0,0,0,0,0,14,0,0,0,0,19,153,13,14,0,0,178,12,3,6,0,0,13,11,0,3,0,0,18,112,12,10,0,0,135,30,3,0,0,3,33,4495,333,450,56,26,5356
203021039,122,8,4,0,0,135,342,0,7,0,0,347,37,0,0,0,0,38,51,0,0,0,0,49,174,7,12,0,0,193,180,12,0,0,0,196,32,0,0,0,0,36,89,3,0,0,0,100,1269,50,52,4,5,1381,114,0,4,0,0,121,172,6,13,9,4,198,950,46,31,11,8,1035,179,6,3,0,15,204,33173,1417,1125,174,179,36060
203021040,15,0,5,0,0,18,40,4,0,0,0,40,5,0,0,0,0,5,8,0,0,0,0,8,15,0,4,0,0,21,12,4,0,0,0,18,5,0,0,0,0,6,12,0,3,0,0,19,141,22,19,3,0,177,29,0,6,0,0,27,10,0,0,0,0,14,120,10,20,3,3,155,23,0,0,0,3,28,4706,529,572,77,42,5930
203021042,39,0,0,0,0,46,95,0,0,0,0,95,6,0,0,0,0,6,16,0,3,0,0,18,41,4,3,0,0,51,48,5,3,0,0,55,6,0,0,0,0,6,15,8,0,0,0,18,222,13,19,3,0,264,37,5,0,3,0,42,37,0,3,0,0,42,191,14,8,0,0,220,14,0,0,0,0,17,6070,426,484,81,41,7105
203021043,32,0,4,0,0,37,102,0,3,0,0,103,5,0,0,0,0,9,13,0,0,0,0,14,31,3,0,0,0,35,25,0,0,0,0,25,9,0,0,0,0,9,91,5,3,0,0,100,258,17,21,9,0,303,18,0,0,0,0,18,44,13,17,6,0,84,294,11,18,7,6,330,47,4,0,0,0,53,6934,417,444,95,66,7956
203021044,4,4,0,0,0,6,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,8,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,6,12,0,3,76,7,0,0,0,0,5,0,0,0,3,0,5,28,0,3,0,0,43,7,0,0,0,0,9,1659,149,238,46,17,2112
203021045,6,0,3,0,0,12,51,0,0,0,0,47,9,0,0,0,0,8,3,0,0,0,0,6,15,0,0,0,0,19,11,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,10,165,12,22,0,3,205,15,0,3,0,0,20,13,0,4,0,0,25,103,12,8,3,0,126,33,0,0,0,7,42,4436,435,378,87,46,5383
203021046,9,0,5,0,0,11,17,0,0,0,0,17,0,4,0,0,0,5,4,0,0,0,0,4,12,4,0,0,0,19,11,0,0,0,0,11,0,0,0,0,0,0,12,6,0,0,0,11,136,25,16,0,0,171,13,0,4,0,0,18,9,0,0,0,0,13,89,9,5,0,0,108,14,0,0,0,4,19,3999,488,421,48,36,4992
203021047,38,0,17,0,0,68,132,0,0,0,0,131,23,3,0,0,0,29,6,0,0,0,0,6,56,0,3,0,0,60,58,0,0,0,0,59,7,0,0,0,0,7,31,0,3,0,0,37,370,18,18,0,0,411,37,0,0,0,0,42,34,0,0,0,0,31,372,28,20,9,4,432,76,4,0,0,3,84,10768,708,466,90,63,12092
203021485,3,0,8,0,0,4,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,4,3,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,31,0,8,0,0,36,3,0,0,0,0,9,4,0,3,0,0,7,24,4,0,0,0,24,3,0,0,0,0,3,908,94,145,18,9,1177
203021486,18,3,8,0,4,34,91,0,0,3,0,91,4,0,3,0,0,9,8,0,0,0,0,7,42,3,0,0,0,45,24,0,3,0,0,25,5,0,0,0,0,5,20,0,0,0,0,20,208,7,8,0,3,227,12,0,0,0,0,11,31,4,0,0,0,42,193,10,15,0,4,223,37,3,0,0,3,42,5701,276,235,34,49,6297
203021487,20,0,4,0,0,20,97,0,0,0,0,103,6,0,0,0,0,10,3,0,0,0,0,5,28,0,0,0,0,36,27,3,0,3,0,28,0,0,0,0,0,4,22,0,0,0,0,21,193,19,24,5,0,246,10,0,0,4,0,14,21,0,0,0,0,22,111,7,12,3,0,135,25,9,0,0,0,35,6067,458,504,73,32,7139
203021488,17,3,3,0,0,23,57,0,0,0,0,60,0,0,0,0,0,6,4,0,0,0,0,4,10,0,0,0,0,6,13,3,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,14,84,5,4,0,3,97,10,0,0,0,0,10,10,0,3,0,0,14,124,4,8,4,0,142,28,0,0,0,0,30,3199,154,146,23,25,3542
203031048,0,3,0,0,0,7,16,0,0,0,0,17,3,0,0,0,0,3,5,0,0,0,0,4,5,0,6,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,97,10,23,0,0,138,7,4,0,0,0,12,3,0,0,0,0,7,32,9,3,0,0,44,13,3,4,8,0,23,2390,261,379,71,11,3117
203031049,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,11,0,0,0,0,12,3,0,0,0,0,3,9,0,0,0,0,9,56,11,15,0,0,86,4,3,0,0,0,8,4,0,0,0,0,9,47,4,10,3,0,63,15,8,8,0,0,27,1585,291,317,57,23,2284
203031051,0,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,34,15,12,4,4,73,6,0,3,0,0,7,4,0,0,0,0,4,28,5,15,0,4,54,13,6,3,3,0,25,1173,168,248,58,25,1676
203031052,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,7,3,0,5,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,9,58,11,6,0,0,78,3,0,3,0,0,9,3,0,0,0,0,3,35,3,0,4,0,47,13,7,3,0,5,25,1530,215,231,59,26,2057
203031053,7,0,0,0,0,6,54,0,0,0,0,52,0,0,0,0,0,6,8,0,0,0,0,12,38,14,8,3,0,67,17,5,4,0,0,24,3,0,0,0,0,3,22,0,0,0,0,22,211,63,49,11,4,339,26,14,3,4,0,46,13,0,0,0,0,13,158,16,18,6,6,196,16,3,5,0,0,29,5756,930,905,162,37,7788
203031489,5,0,3,0,0,4,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,20,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,7,79,18,18,0,4,112,3,0,0,0,0,4,10,0,0,0,0,12,35,0,9,0,0,44,8,0,5,0,0,10,1720,253,302,57,28,2354
203031490,12,0,0,0,0,12,49,0,0,0,0,49,0,0,0,0,0,3,6,6,0,0,0,7,8,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,12,145,35,24,5,0,211,7,0,3,0,0,20,17,5,0,0,0,23,68,6,10,4,0,88,40,4,15,0,0,67,3887,557,577,111,79,5213
204011054,0,0,0,0,0,0,13,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,10,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,3,68,10,13,0,0,94,4,0,0,0,0,10,0,0,0,0,0,3,28,5,3,0,0,39,24,0,4,0,0,31,2052,238,325,121,45,2777
204011055,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,11,0,0,0,0,11,4,0,0,0,0,4,6,0,0,0,0,6,36,6,16,4,0,64,0,3,0,0,0,3,0,0,0,0,0,0,28,4,3,0,0,35,24,0,8,4,4,43,1494,202,352,195,45,2281
204011056,7,0,0,0,0,7,31,0,0,0,0,32,0,0,0,0,0,4,4,0,0,0,0,4,13,0,5,0,0,17,28,0,0,0,0,28,3,0,0,0,0,3,4,0,0,0,0,7,124,10,4,4,0,144,14,0,0,0,0,17,17,0,0,0,0,17,98,14,4,3,0,127,24,3,4,0,5,38,3889,352,356,106,41,4740
204011057,7,0,0,0,0,7,11,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,12,0,3,0,0,18,0,0,0,0,0,4,15,0,0,0,0,15,9,0,0,0,0,9,129,14,18,13,4,172,23,3,0,0,0,26,3,0,0,0,0,8,54,12,8,0,0,77,43,3,14,4,7,69,3495,398,499,189,62,4652
204011058,3,0,0,0,0,7,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,38,5,0,3,0,49,0,0,0,0,0,8,8,0,0,0,0,10,36,0,3,0,0,41,30,0,0,5,7,47,1357,156,170,81,20,1796
204011059,4,0,0,0,0,4,47,0,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,15,66,0,0,0,0,73,0,0,0,0,0,4,3,0,0,0,0,3,36,6,3,0,0,38,41,3,4,0,5,53,2709,148,176,41,23,3100
204011060,0,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,60,3,6,3,0,73,4,0,0,0,0,6,0,0,0,0,0,3,27,0,5,4,0,35,18,0,3,0,0,24,1848,99,139,94,26,2213
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,10,0,0,38
204011062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,5,7,5,0,48,4,0,0,0,0,4,0,0,0,0,0,0,8,3,8,0,3,19,22,0,7,3,0,25,729,117,207,93,22,1163
204021063,14,0,0,0,0,15,31,0,0,0,0,31,0,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,8,9,0,0,0,0,16,0,0,0,0,0,4,9,0,0,0,0,9,112,13,9,5,0,135,14,0,0,0,0,20,0,0,3,0,0,3,73,0,9,0,0,81,61,4,3,3,3,85,4406,279,352,86,57,5182
