POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
201021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,27,72,75,85,40,20,327,64,39,30,25,40,12,0,209,0,4,3,3,6,0,0,16,320,326,352,358,377,117,32,1882
201021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,82,101,104,66,33,417,54,43,48,34,38,17,0,227,4,3,0,0,3,0,0,16,226,338,371,447,464,152,50,2051
201021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,7,12,64,150,219,212,141,44,833,98,102,93,84,120,37,0,531,3,6,3,3,9,6,7,34,415,562,670,847,806,325,73,3694
201021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,55,75,103,36,21,331,27,15,14,12,13,9,3,88,0,0,3,0,0,0,4,10,135,194,209,221,241,97,44,1138
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,14,32,44,58,35,9,189,18,12,8,15,16,12,0,82,6,4,3,0,4,4,0,24,105,127,143,202,204,101,35,922
201031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,38,59,65,42,11,253,21,21,17,27,29,14,0,139,5,3,0,4,0,3,0,14,128,181,238,317,306,131,23,1327
201031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,42,56,36,24,7,188,7,6,9,10,3,0,0,41,0,0,0,0,0,0,0,10,88,102,131,144,128,61,26,675
201031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,4,3,0,0,0,0,0,8,4,27,35,47,58,19,8,193,107,84,64,71,83,29,4,445,5,7,7,4,7,0,3,38,577,649,572,771,759,225,28,3582
201031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,29,32,44,29,8,158,4,9,13,15,15,13,3,63,0,0,3,0,4,0,4,13,80,134,148,185,197,113,33,891
202011018,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,6,15,7,8,4,3,0,43,8,14,7,8,5,3,0,51,147,746,981,979,565,138,10,3569,685,730,560,443,507,154,13,3095,16,19,22,16,26,14,11,127,3473,5089,4898,4621,3798,902,84,22856
202011019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,38,38,47,45,25,3,203,86,39,31,47,49,15,0,260,8,3,3,0,0,3,0,14,471,458,402,439,410,109,10,2294
202011020,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,4,8,0,0,0,0,16,3,5,8,4,0,0,0,19,26,101,146,169,104,50,7,606,212,132,121,82,100,45,0,694,8,10,5,6,4,3,0,37,1201,1497,1337,1360,1111,277,23,6809
202011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,5,10,72,110,124,97,38,0,460,36,28,27,21,35,13,0,159,0,0,6,0,3,0,0,13,205,385,445,414,358,92,3,1902
202011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,5,4,0,0,0,0,13,21,76,129,140,109,37,11,527,305,148,118,115,125,40,8,858,4,3,10,9,3,0,0,34,1525,1400,1336,1399,1205,307,36,7199
202011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,40,40,26,12,0,141,19,16,16,10,7,13,0,76,0,0,0,0,0,0,0,3,128,184,169,175,122,37,9,818
202011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,44,87,88,71,28,7,337,43,27,30,14,25,11,0,151,5,0,3,0,0,0,0,4,229,276,344,334,245,77,11,1515
202011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,6,4,4,0,0,0,0,0,10,10,89,143,122,86,23,5,481,108,107,71,56,56,21,0,416,6,0,3,3,0,0,3,14,729,864,787,732,574,146,16,3844
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,80,89,86,43,20,351,18,17,18,12,20,3,0,90,3,0,5,0,5,0,3,14,234,411,425,368,314,93,27,1876
202021027,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,8,3,0,5,0,0,0,17,9,70,174,221,175,87,19,752,152,112,131,143,170,52,4,764,5,3,3,4,7,3,4,38,745,981,1117,1416,1287,367,43,5971
202021028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,88,128,167,107,31,565,34,16,24,31,46,26,3,183,0,5,4,0,3,4,0,11,147,196,270,387,464,226,50,1747
202021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,53,34,29,12,205,31,24,23,25,28,15,0,157,0,0,0,3,0,0,0,16,141,247,237,286,267,110,29,1333
202021030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,0,10,16,65,172,227,175,93,42,784,159,98,101,141,123,34,5,658,5,3,5,3,5,3,3,30,729,854,937,1140,934,313,66,4974
202021031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,130,164,103,68,20,523,107,48,32,48,38,16,3,293,0,0,0,5,0,0,0,11,379,327,439,586,405,165,38,2341
202031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,47,62,51,35,22,235,20,49,51,49,27,6,0,202,4,4,5,0,4,0,0,12,156,337,383,360,287,119,28,1671
202031033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,31,80,104,136,113,40,530,40,36,29,28,40,21,6,197,3,3,9,3,6,0,6,35,243,370,420,536,633,299,88,2594
203011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,44,79,83,51,21,11,300,62,34,34,22,22,7,0,184,5,0,4,0,0,0,0,9,306,391,430,372,216,63,22,1802
203011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,25,51,71,92,71,61,21,397,26,24,28,26,9,0,3,114,0,0,0,4,0,0,0,9,216,248,289,342,238,134,34,1494
203011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,86,94,127,69,28,436,36,18,19,23,27,11,8,139,0,0,3,0,0,0,0,15,242,222,285,328,373,159,53,1654
203021037,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,18,12,4,7,0,0,0,0,22,19,106,144,115,95,27,5,509,237,128,130,102,105,43,0,746,5,0,3,8,3,0,3,24,1125,1155,1043,965,851,194,21,5356
203021039,4,9,4,0,0,0,0,17,5,7,0,0,0,0,0,11,23,24,23,12,4,0,0,80,31,35,28,17,4,0,0,117,277,1831,2648,2145,1209,258,30,8400,919,1141,879,686,654,238,13,4534,32,29,28,18,18,8,13,147,4468,8669,8274,7527,5621,1376,129,36060
203021040,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,23,11,5,4,0,4,0,0,19,33,195,275,244,159,52,5,967,267,163,109,82,105,22,0,753,0,5,0,7,3,4,0,24,1127,1320,1238,1146,833,230,35,5930
203021042,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,9,6,4,3,3,0,0,16,8,8,4,4,3,0,0,26,83,319,600,527,350,140,23,2046,167,169,188,96,104,41,5,763,9,4,6,6,0,3,3,28,876,1549,1768,1496,1065,310,35,7105
203021043,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,5,0,4,5,0,0,0,13,38,128,238,229,156,60,12,869,211,162,165,137,118,32,0,825,3,15,9,8,8,4,0,46,1270,1789,1718,1704,1178,273,26,7956
203021044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,3,5,3,0,0,0,0,11,12,48,52,63,53,26,5,260,142,60,51,31,40,10,6,343,4,4,0,3,0,0,0,9,591,413,341,365,303,95,9,2112
203021045,0,6,0,0,0,0,0,5,4,0,0,0,0,0,0,6,6,6,8,0,0,0,0,19,8,9,6,6,0,0,0,30,4,79,126,93,81,45,3,436,158,97,85,85,97,32,3,567,4,4,3,5,7,0,0,29,872,1155,1023,1111,921,280,29,5383
203021046,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,3,3,3,0,0,0,0,15,32,102,171,190,131,60,12,700,148,97,90,67,63,17,4,488,3,6,0,0,5,3,0,20,831,1041,1038,1058,777,209,40,4992
203021047,9,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,26,19,12,11,4,0,83,17,30,21,13,11,4,0,98,94,489,488,349,184,51,7,1673,132,252,198,199,207,79,8,1075,3,8,16,15,13,3,8,60,1357,3092,2670,2487,1950,489,46,12092
203021485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,53,56,41,25,12,0,201,20,27,25,23,23,10,0,128,0,4,0,0,0,0,0,4,146,322,263,220,169,50,3,1177
203021486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,0,0,22,4,10,6,0,0,0,0,27,16,100,114,114,81,25,7,464,198,129,131,90,104,13,0,674,7,10,4,9,0,0,3,39,1032,1391,1329,1295,1014,212,25,6297
203021487,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,9,12,10,3,0,3,0,0,31,18,13,9,0,4,0,0,42,27,140,188,182,104,44,0,699,492,175,147,110,101,38,4,1064,6,3,9,4,0,9,6,31,2033,1564,1267,1144,885,224,22,7139
203021488,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,12,6,5,3,3,0,0,0,23,7,72,83,81,60,16,0,315,120,70,74,57,49,15,0,389,8,4,7,0,0,0,0,17,667,747,693,745,560,127,13,3542
203031048,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,57,112,98,99,64,15,445,124,75,66,45,74,21,0,414,0,3,5,0,0,0,0,11,510,583,638,604,567,179,30,3117
203031049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,41,86,95,142,78,13,466,114,70,44,47,70,32,3,387,0,3,0,0,5,0,0,15,386,396,351,423,512,196,27,2284
203031051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,63,87,127,73,10,391,73,30,29,29,39,19,0,225,4,3,0,0,0,0,3,13,284,282,266,320,347,159,19,1676
203031052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,38,72,98,126,86,16,446,86,57,43,53,64,33,0,339,3,0,0,7,0,0,0,16,289,327,337,415,456,199,34,2057
203031053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,7,0,0,0,0,10,42,244,526,523,275,116,23,1756,352,184,169,111,105,39,3,968,8,8,13,3,4,0,0,37,1540,1601,1800,1526,978,293,48,7788
203031489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,9,17,80,133,130,82,51,5,494,157,62,57,42,24,5,0,346,3,3,4,0,0,0,3,10,569,494,510,379,286,103,16,2354
203031490,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,5,20,120,237,267,217,121,16,993,259,112,116,89,88,32,3,696,15,3,0,5,3,4,0,39,1111,903,980,1069,803,296,53,5213
204011054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,64,66,85,107,80,44,466,81,52,64,47,70,20,6,344,3,7,0,6,7,4,3,31,329,450,480,577,610,257,76,2777
204011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,8,10,42,63,76,113,141,44,482,51,28,22,26,37,25,4,197,10,0,5,0,4,3,4,27,267,325,372,400,491,334,82,2281
204011056,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,5,0,0,0,0,6,18,98,151,176,112,75,11,642,143,101,98,90,95,31,5,557,7,4,5,0,4,4,0,29,755,903,962,1039,800,238,33,4740
204011057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,19,46,119,140,138,111,38,612,163,110,94,89,112,44,7,616,8,0,4,7,4,3,3,33,729,808,828,895,919,402,64,4652
204011058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,39,54,55,50,30,262,56,34,33,16,36,8,5,189,0,6,0,3,0,0,0,13,254,306,305,350,363,161,54,1796
204011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,3,0,0,0,12,5,39,35,71,45,26,3,221,91,75,51,41,68,28,0,358,7,0,3,3,0,4,0,22,490,622,519,665,593,193,13,3100
204011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,16,48,65,106,74,60,19,390,29,33,24,28,28,9,3,154,0,0,4,5,8,3,0,20,401,444,393,428,368,146,30,2213
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,10,7,12,0,0,38
204011062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,30,59,59,41,42,261,28,13,18,22,31,13,6,128,3,0,0,9,0,0,0,10,143,134,168,266,271,118,58,1163
204021063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,3,3,0,0,0,0,7,19,74,100,122,109,68,17,508,110,113,70,76,120,46,3,536,11,11,5,3,0,4,6,55,684,945,888,1070,1164,366,59,5182
204021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,43,51,98,100,25,336,7,8,8,11,11,9,3,54,0,0,0,0,0,0,4,14,57,87,121,163,217,171,48,867
204021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,21,46,38,22,14,160,39,20,31,37,51,18,0,195,7,0,3,0,0,0,0,10,190,214,253,400,341,107,33,1544
204021066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,5,8,0,0,42,6,10,12,5,8,0,0,38,22,125,224,242,191,71,12,881,285,245,218,199,265,77,4,1288,17,10,17,12,4,7,4,71,1650,1987,2149,2417,2097,544,42,10898
204021067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,14,50,83,143,185,163,81,711,76,31,38,32,39,27,5,249,12,6,4,9,0,5,0,35,344,350,407,506,578,350,128,2658
204031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,99,83,45,16,319,59,38,57,48,67,31,0,297,4,0,6,3,0,0,6,13,230,244,339,432,446,172,22,1888
204031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,66,158,176,169,90,19,697,226,171,81,80,97,41,0,702,9,7,7,8,0,4,3,35,975,933,723,869,792,308,47,4658
204031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,19,25,38,28,15,134,23,15,7,10,15,4,0,77,0,0,0,0,4,4,0,11,79,89,93,140,148,74,28,646
204031071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,25,48,71,54,12,232,50,38,25,41,57,28,6,240,3,0,0,4,0,4,0,17,266,280,331,446,529,197,34,2069
204031072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,56,70,105,123,44,443,29,40,37,42,60,18,8,239,0,0,4,0,4,3,0,20,226,331,362,417,530,290,96,2251
204031073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,0,12,6,5,0,0,5,0,0,12,11,94,163,179,131,39,3,627,116,107,111,79,76,37,3,521,3,11,8,4,4,3,0,34,756,1061,1159,1119,878,220,32,5226
204031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,49,81,83,55,21,314,42,25,31,17,24,9,0,151,4,0,4,0,0,6,0,15,171,199,240,287,270,130,42,1347
204031491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,5,0,3,0,0,0,5,32,55,105,144,84,43,9,473,92,69,40,42,41,16,0,289,3,7,5,0,0,0,9,32,976,898,726,735,558,134,26,4052
204031492,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,7,8,4,3,0,0,31,13,7,8,6,3,0,0,29,24,126,200,233,159,46,12,794,252,239,199,200,193,78,9,1169,7,8,15,6,3,0,0,46,1808,2559,2531,2469,1942,512,60,11885
205011076,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,13,13,118,147,151,143,83,36,697,136,106,72,58,71,27,0,470,8,7,3,8,4,5,0,32,797,959,889,848,717,268,58,4537
205011077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,35,62,92,115,95,38,449,56,29,26,31,35,14,5,192,4,5,8,3,0,0,3,18,228,353,309,379,365,191,52,1882
205011078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,5,7,37,52,70,100,67,28,358,54,38,42,35,50,20,0,232,0,5,3,0,3,0,0,14,326,419,411,471,424,195,50,2294
205011079,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,8,0,4,3,0,0,19,8,9,4,3,3,0,0,28,42,175,311,306,251,127,63,1292,381,275,211,186,229,76,12,1357,14,14,7,15,11,7,8,67,1890,2276,2079,2247,1892,554,128,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,9,3,3,9,3,0,0,22,10,3,3,9,3,0,0,28,24,138,186,223,180,79,16,842,214,211,154,156,240,86,6,1064,16,17,19,17,23,9,13,104,1432,1808,1734,2085,1992,612,62,9720
205021082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,40,79,100,104,51,409,25,29,24,34,36,19,5,175,0,0,3,0,5,0,3,19,173,322,336,371,463,252,93,2008
