POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
207031161,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,19,11,9,7,0,0,0,0,28,109,516,629,764,508,155,37,2716,329,141,134,122,123,35,10,898,6,15,6,4,6,0,4,36,1294,1765,1709,1776,1356,363,72,8331
207031162,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,6,0,0,0,0,16,26,66,92,124,94,37,8,443,61,41,36,40,33,20,0,240,0,0,0,0,0,0,0,4,224,330,342,378,312,124,12,1718
207031163,15,19,8,3,8,5,0,65,4,0,0,0,0,0,0,3,4,15,4,0,6,0,0,34,26,37,15,10,9,5,0,102,236,1025,1294,1250,775,161,18,4760,533,634,494,368,383,117,15,2535,7,20,16,14,12,3,3,75,2460,5287,4534,3954,2999,714,79,20027
207031164,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,47,133,232,283,143,57,13,898,73,47,43,53,47,14,3,269,0,3,0,0,0,0,0,9,322,515,575,699,496,153,29,2791
207031165,4,3,11,4,0,0,0,21,6,0,0,0,0,0,0,3,0,8,4,0,0,0,0,14,11,12,16,4,0,0,0,36,200,957,1017,838,483,124,9,3627,201,147,150,80,95,41,8,726,8,14,12,4,9,0,0,38,895,1983,1906,1556,1115,278,48,7783
207031166,7,0,0,4,0,0,0,13,5,0,0,0,0,0,0,9,4,0,0,0,0,0,0,4,12,8,0,5,4,0,0,28,72,430,670,540,322,78,14,2114,270,186,166,124,112,27,3,887,4,0,0,5,4,0,5,11,970,1309,1391,1213,835,181,30,5932
207031167,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,11,5,0,0,0,0,0,14,34,183,289,310,224,103,22,1168,77,60,51,48,41,19,0,303,0,3,4,3,0,0,0,19,324,638,658,652,523,197,33,3022
208011168,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,8,39,88,197,320,241,127,19,1039,124,49,44,60,33,14,0,326,0,0,0,0,0,0,0,7,437,358,463,648,485,217,37,2651
208011169,17,18,10,0,4,0,0,44,0,0,0,0,0,0,0,0,14,8,9,0,5,0,0,30,24,27,9,0,7,0,0,72,133,404,581,794,579,270,93,2856,526,260,211,197,228,76,16,1517,10,3,6,9,5,3,5,42,1792,2019,1855,2089,1731,689,159,10327
208011170,7,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,11,9,6,0,7,0,0,0,27,53,162,289,377,313,121,28,1337,99,95,61,69,46,17,3,398,0,7,0,0,4,0,3,17,459,739,700,857,670,225,53,3698
208011171,8,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,12,14,4,0,0,0,0,31,97,325,441,427,187,70,6,1548,159,117,83,61,79,36,5,545,7,8,4,3,0,0,0,23,871,1365,1297,1307,965,301,27,6134
208011172,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,7,55,162,264,430,344,105,19,1386,181,86,88,79,94,26,3,563,3,6,5,3,4,0,0,15,778,720,781,943,826,237,49,4331
208011173,4,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,10,0,0,0,0,0,21,58,205,336,481,382,170,31,1661,280,133,132,130,132,63,3,873,9,4,8,3,6,0,0,24,897,1032,1063,1267,1038,395,61,5742
208021174,4,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,11,9,19,3,0,0,0,0,27,74,259,435,541,335,109,17,1776,264,133,121,150,120,54,7,843,0,8,4,6,3,0,0,20,1020,1252,1328,1500,1045,341,44,6521
208021176,9,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,7,15,13,0,0,0,3,0,27,57,203,229,219,170,59,3,945,201,96,77,68,52,19,4,520,0,4,6,0,0,0,0,11,737,996,780,660,514,183,25,3892
208021177,20,19,13,4,4,0,0,55,0,0,0,0,0,0,0,5,7,7,4,4,0,0,0,19,22,24,12,5,4,0,0,73,143,541,735,734,499,279,42,2972,197,177,140,97,80,57,14,759,5,5,7,4,0,5,0,32,954,1721,1744,1607,1169,554,91,7839
208021178,9,15,6,3,0,4,0,44,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,15,9,29,9,7,6,3,0,64,83,252,365,419,283,154,32,1589,109,158,138,108,130,53,10,701,3,3,4,7,3,0,0,18,631,1374,1218,1238,1049,437,76,6028
208021179,12,8,3,0,0,0,0,27,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,11,13,15,5,0,3,0,0,42,62,235,276,305,236,116,21,1253,280,141,99,80,59,31,5,703,4,3,3,4,0,8,0,22,1031,1193,913,894,662,286,42,5016
208021180,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,0,0,11,20,69,101,107,78,18,4,394,55,25,25,22,23,12,3,159,0,3,0,0,0,0,0,5,208,274,275,323,274,72,10,1432
208021181,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,4,12,69,85,114,97,26,4,410,62,32,41,26,19,8,0,190,0,3,0,3,0,0,0,8,223,328,316,302,233,76,7,1498
208021182,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,7,10,3,0,0,0,0,21,28,110,212,203,137,62,4,759,158,67,40,40,39,16,11,370,0,0,4,0,3,0,0,9,540,498,501,541,426,171,22,2694
208021426,0,7,6,0,0,0,0,18,4,0,0,0,0,0,0,4,8,0,4,0,0,0,0,7,9,8,3,0,0,0,0,29,61,405,564,447,203,63,10,1742,205,95,121,95,57,21,4,596,7,5,7,3,7,5,0,32,716,1179,1317,1159,762,228,34,5399
208021427,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,4,3,0,0,0,12,39,130,205,244,144,47,5,809,45,37,41,42,46,22,0,235,0,0,0,0,0,0,0,3,231,440,460,544,384,122,9,2194
208031183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,8,11,42,82,126,77,19,11,365,48,26,21,26,17,7,0,145,0,0,0,0,0,0,0,0,201,275,293,380,233,51,15,1451
208031184,13,15,3,6,0,0,0,34,0,0,0,0,0,0,0,4,7,11,7,4,4,0,0,39,25,27,13,9,6,0,0,75,55,239,355,421,221,43,9,1337,186,142,119,123,127,47,4,754,11,13,14,13,6,6,4,63,1247,2614,2822,3139,2432,598,68,12916
208031185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,16,63,96,126,106,58,3,474,87,54,43,24,37,24,0,269,3,4,4,0,0,4,0,14,380,355,355,401,323,133,20,1966
208031186,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,8,0,4,0,0,0,16,20,78,149,165,103,34,6,552,71,76,66,68,43,14,0,346,0,0,7,0,0,0,0,12,336,527,584,538,398,113,7,2496
208031187,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,6,0,0,0,0,0,10,6,24,69,62,23,10,0,197,87,35,29,36,22,15,0,232,4,0,8,0,0,4,0,9,354,331,345,388,254,66,3,1752
208031188,17,21,4,0,0,0,0,49,4,0,0,0,0,0,0,4,6,16,5,3,4,5,0,41,30,40,7,4,5,5,0,89,119,450,656,617,368,126,8,2339,994,427,295,287,247,96,23,2365,9,12,14,9,9,4,0,56,3093,2999,2604,2710,2011,632,87,14147
208031189,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,82,179,214,157,40,8,701,77,47,53,41,46,7,4,266,0,0,0,3,0,0,0,4,320,382,474,524,367,80,14,2166
208031190,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,3,0,0,0,0,20,42,186,302,364,268,70,15,1257,320,121,105,88,109,55,3,803,0,7,5,3,3,0,0,23,1156,994,984,1162,962,280,45,5584
208031191,17,16,10,9,3,0,0,53,0,0,0,0,0,0,0,0,12,19,10,10,0,0,0,50,32,33,13,17,4,3,0,113,130,629,953,870,438,94,14,3134,442,338,271,278,262,106,12,1707,10,25,12,17,11,3,0,80,2217,4064,4002,4055,2904,839,102,18187
208031192,7,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,5,4,11,6,0,0,0,0,20,17,134,242,243,87,22,5,746,179,90,60,65,54,13,0,463,0,0,6,0,0,0,0,12,640,815,721,757,450,111,11,3502
208031193,8,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,19,11,11,8,0,0,0,0,36,42,192,313,409,245,106,14,1327,249,152,88,93,93,36,10,727,11,8,6,7,4,3,0,36,1078,1534,1458,1651,1202,359,59,7346
208041194,13,23,13,9,9,0,0,66,0,0,0,0,0,0,0,5,3,18,13,0,3,0,0,44,19,49,30,4,7,0,0,112,139,552,680,734,459,208,61,2829,366,321,274,217,222,89,15,1495,3,9,4,11,7,6,5,43,1448,2600,2376,2389,1858,692,133,11486
208041195,40,41,8,5,5,0,0,93,3,5,0,0,0,0,0,8,17,16,7,5,0,0,0,44,60,57,18,7,3,0,0,142,151,699,822,757,459,177,31,3103,1496,636,319,226,188,57,8,2931,9,21,7,12,7,5,0,55,4059,3529,2336,1999,1269,456,63,13710
209011196,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,5,31,102,145,129,89,14,5,519,60,62,51,50,44,17,0,282,0,0,0,0,0,0,0,3,307,543,548,538,426,105,18,2472
209011197,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,7,3,0,4,4,0,0,12,6,12,0,4,4,0,0,19,56,233,388,377,293,100,10,1451,555,193,177,162,159,43,10,1293,6,4,9,3,6,0,0,21,1685,1382,1386,1372,1135,320,40,7322
209011198,12,19,9,6,0,0,0,46,0,3,4,0,0,0,0,7,12,11,7,4,0,0,0,27,15,35,14,9,5,0,0,80,69,391,545,545,321,113,9,2001,392,710,549,350,334,137,10,2484,6,10,9,4,11,0,9,52,1742,4106,3333,3012,2377,721,62,15349
209011199,3,7,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,10,8,10,4,6,0,31,10,21,6,10,4,6,0,48,51,224,265,247,169,64,7,1030,169,157,144,115,137,44,6,775,4,11,6,9,3,0,0,32,901,1769,1731,1786,1517,433,54,8192
209011200,6,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,4,0,0,0,0,16,61,204,241,297,224,93,10,1126,159,121,89,78,96,32,8,572,0,3,7,0,0,0,0,13,677,872,804,841,688,251,29,4162
209011201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,129,134,169,117,81,13,680,60,36,37,27,20,7,0,192,0,0,0,0,8,0,0,9,229,306,286,327,219,124,22,1509
209011202,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,0,0,0,0,13,20,126,224,215,177,76,17,853,153,74,70,74,60,31,0,468,0,3,4,3,3,0,0,15,564,648,669,711,549,177,30,3348
209011203,9,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,13,5,8,5,0,0,0,0,21,56,156,280,260,133,51,13,949,92,37,47,57,57,22,3,320,0,3,10,0,0,0,0,15,550,685,752,717,434,132,20,3288
209011204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,10,15,66,105,104,60,19,4,378,79,44,35,46,40,11,0,246,0,0,0,0,0,0,0,9,258,324,304,332,229,73,8,1532
209021205,4,7,6,0,0,0,0,12,4,0,0,0,0,0,0,5,0,6,0,0,0,0,0,8,10,12,3,4,6,0,0,28,83,539,766,735,463,95,12,2683,132,136,125,100,103,33,3,634,0,3,3,5,6,3,4,31,571,1385,1576,1468,1005,225,30,6259
209021428,15,27,9,4,5,0,0,60,8,3,0,0,3,0,0,12,15,20,7,6,3,0,0,52,33,52,15,11,5,0,0,123,153,873,972,725,424,83,4,3229,810,550,355,325,259,102,12,2412,16,24,5,11,7,0,5,79,3041,4576,3869,3609,2622,609,63,18384
209021429,6,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,13,7,5,0,0,0,0,30,36,163,280,261,176,71,3,992,87,60,58,45,28,12,0,290,4,0,0,0,0,0,0,10,349,570,613,542,390,133,15,2595
209021523,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,3,7,4,0,0,0,0,13,13,86,101,67,59,12,0,344,28,52,20,36,22,9,0,171,0,0,4,0,0,0,0,6,149,453,345,280,220,71,16,1529
209021524,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,3,3,3,0,0,0,10,14,53,73,74,50,12,4,284,10,22,27,19,16,9,0,111,4,0,0,0,0,0,0,6,101,281,273,245,169,47,8,1123
209021525,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,13,18,118,124,97,75,14,0,453,59,69,40,22,31,17,0,242,0,3,0,0,0,0,0,10,325,501,396,365,295,85,5,1977
209021526,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,8,14,4,4,3,0,0,23,31,142,194,144,103,18,5,638,100,72,66,87,74,23,0,426,6,4,7,5,4,0,0,28,556,1007,1047,1050,847,213,27,4739
209031209,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,12,73,191,362,493,357,150,36,1658,486,152,146,143,133,64,6,1127,5,4,0,3,0,7,0,23,1464,1075,1156,1403,1092,408,73,6668
209031210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,45,54,11,0,166,26,11,15,20,14,14,0,90,0,0,0,0,0,0,0,5,113,104,103,143,127,50,3,642
209031211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,34,52,57,21,10,205,30,11,15,18,18,0,0,94,0,0,3,0,5,0,0,6,123,133,145,200,187,47,18,858
209031212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,88,122,111,65,14,434,38,23,16,15,23,4,0,126,0,0,0,0,0,0,0,0,157,176,200,267,255,98,28,1179
209031213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6,23,102,176,187,135,55,11,699,77,54,51,33,40,5,0,259,0,0,0,0,0,0,0,5,278,427,482,452,380,119,23,2166
209031214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,124,181,125,72,6,576,48,28,21,13,32,10,0,149,0,0,0,6,0,0,0,10,185,207,275,368,305,127,11,1482
209031215,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,3,0,0,0,0,12,20,92,141,165,147,36,6,611,186,71,60,47,77,20,3,462,0,0,0,0,0,0,0,11,661,484,552,556,478,122,28,2875
209041216,5,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,5,0,0,0,0,16,30,258,278,220,143,26,0,959,196,129,115,93,69,20,0,619,3,5,3,7,0,0,0,15,626,1143,1112,991,725,156,13,4768
209041217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,10,0,3,0,0,0,0,10,9,32,48,43,39,13,0,192,130,46,48,44,36,7,5,312,0,0,0,0,0,0,0,5,445,365,388,339,307,76,12,1932
209041220,7,7,0,0,0,0,0,19,3,0,0,0,0,0,0,9,5,3,3,0,3,0,0,21,18,15,6,0,3,0,0,38,48,185,215,183,134,34,9,808,435,164,136,127,94,18,3,979,4,3,3,0,3,0,0,23,1471,1276,1032,965,695,157,22,5617
209041221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,71,58,56,15,0,261,14,25,21,15,15,12,0,97,0,0,0,0,0,0,0,0,71,182,200,174,145,44,0,811
209041223,10,18,6,4,0,0,0,42,0,0,0,0,0,0,0,0,16,14,19,11,8,0,0,70,26,33,24,15,10,3,0,115,72,343,451,412,247,62,13,1604,239,243,232,190,179,65,17,1164,10,19,22,6,10,3,7,80,2066,3889,3819,3876,2928,732,83,17393
209041224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,29,123,177,153,123,46,12,651,196,89,54,42,32,15,0,430,9,0,3,4,0,0,0,20,878,839,762,577,408,145,23,3623
209041225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,7,10,71,77,120,74,36,19,413,102,64,49,37,45,16,0,308,6,3,0,0,4,0,0,13,477,516,459,482,382,110,32,2459
209041431,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,13,0,9,7,0,0,0,0,20,7,80,97,93,76,11,0,375,6,41,40,25,25,7,0,151,0,0,0,0,0,0,0,4,104,365,385,302,276,42,8,1480
209041432,8,15,9,3,3,0,0,33,4,0,5,0,0,0,0,9,15,17,7,4,0,0,0,42,36,34,12,5,3,0,0,93,51,252,335,274,153,37,4,1098,507,523,372,256,231,60,3,1958,13,18,16,11,6,4,0,73,2487,4035,3472,2812,1929,383,27,15155
209041433,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,21,0,8,9,0,0,0,0,25,13,128,136,90,48,14,0,431,100,89,54,32,27,3,0,307,4,7,8,0,0,0,0,16,653,1099,886,583,341,76,3,3642
209041435,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,15,41,115,96,40,9,0,326,27,25,12,15,9,4,0,84,0,5,0,0,0,0,0,3,109,196,243,205,93,20,4,878
209041436,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,9,0,4,0,0,0,16,6,9,0,4,4,0,0,23,39,143,232,182,95,17,3,712,113,88,118,51,44,16,0,438,7,5,9,7,0,0,0,19,519,783,828,731,421,120,12,3415
209041437,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,16,3,10,12,0,0,0,0,20,24,134,191,54,23,8,0,434,30,28,42,14,9,0,0,126,0,4,3,0,0,0,0,9,310,636,632,283,147,29,0,2036
209041527,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,146,232,171,71,27,0,668,91,64,82,31,29,11,0,305,0,0,5,0,0,0,0,11,410,650,741,514,243,64,4,2625
209041528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,9,67,103,66,39,11,3,292,76,22,23,19,5,0,0,138,0,3,0,0,0,0,0,7,260,244,256,160,84,20,3,1025
209041529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,10,4,4,3,0,0,0,0,6,9,51,55,53,35,10,4,214,27,29,44,17,30,7,0,151,0,4,0,3,0,0,0,9,164,309,291,264,242,63,11,1347
209041530,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,12,3,9,5,7,0,0,0,26,17,102,135,105,45,11,5,418,28,34,36,42,24,23,0,180,0,5,4,0,4,0,0,15,271,699,698,617,411,130,7,2830
209041531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,13,57,108,57,21,9,0,259,51,30,36,23,6,7,0,149,0,0,0,0,0,0,0,3,225,286,318,186,95,26,6,1129
209041532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,10,6,5,4,4,0,0,0,12,10,80,121,57,20,3,5,295,70,47,34,26,14,0,0,180,0,0,0,0,0,0,0,3,273,367,374,244,108,21,5,1384
210011226,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,5,3,4,0,0,0,0,13,16,8,0,3,0,0,0,22,22,108,141,129,69,19,0,484,344,118,88,95,58,22,5,729,3,4,4,5,0,0,0,14,1203,1055,893,883,724,181,20,4961
210011227,8,5,4,0,3,0,0,28,3,3,0,0,0,0,0,3,3,9,5,3,0,0,0,21,15,13,11,4,5,0,0,48,54,265,376,301,130,23,0,1138,238,179,163,159,108,23,4,877,5,7,0,4,0,4,0,28,912,1398,1400,1184,758,135,11,5795
210011228,10,15,10,3,0,0,0,38,0,0,0,0,0,0,0,3,15,11,11,9,0,0,0,47,23,30,16,14,4,3,0,83,71,522,823,674,351,102,13,2556,240,278,226,258,252,74,10,1337,17,23,23,11,10,0,6,91,2172,4462,4312,4368,2962,692,78,19052
210011230,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,9,3,8,0,3,0,0,0,12,23,103,148,164,95,21,0,553,133,64,54,55,43,15,0,371,0,0,0,0,0,0,0,10,424,521,470,556,394,98,5,2467
210011231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,69,134,163,102,49,7,549,59,34,46,19,34,11,4,195,0,5,0,0,0,0,0,6,212,264,333,316,248,88,12,1470
210011533,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,6,0,9,4,0,0,0,14,12,49,95,72,58,30,6,320,64,47,38,21,30,8,0,206,0,4,0,0,0,0,0,9,269,353,343,299,237,68,12,1583
210011534,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,13,24,99,160,174,113,51,9,628,57,46,46,41,45,24,0,257,0,3,0,0,3,0,0,15,306,476,505,554,420,148,16,2424
210021232,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,32,107,212,250,173,60,10,835,207,82,83,69,68,24,0,542,5,5,3,0,8,3,0,20,955,754,886,935,699,206,27,4464
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,55,66,57,29,6,238,35,10,20,13,9,9,0,100,0,3,0,0,0,0,0,3,125,110,168,192,143,72,15,827
210021234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,40,50,43,20,7,178,35,12,13,13,16,3,0,90,0,0,0,0,0,0,0,0,173,115,161,163,148,43,14,819
210021235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,16,64,115,177,118,53,24,573,78,43,31,38,48,12,5,249,0,5,0,5,0,0,0,15,370,407,402,496,394,166,59,2301
210031236,8,9,0,0,0,0,0,22,0,0,0,0,0,0,0,3,7,4,7,0,0,0,0,18,9,17,12,0,3,0,0,49,29,137,176,166,95,25,7,644,153,93,81,65,66,17,4,485,3,10,5,3,0,0,0,24,786,1250,1166,1160,835,205,35,5440
210031237,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,6,5,0,0,0,19,3,11,13,5,0,0,0,23,21,91,137,131,83,17,0,482,49,55,47,66,54,0,0,275,0,0,3,0,0,0,0,11,311,537,541,569,404,98,11,2467
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,24,16,3,0,81,4,3,7,3,5,0,0,16,0,0,0,0,0,0,0,0,17,32,47,47,25,10,0,173
210031440,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,8,53,67,39,39,13,3,222,21,51,39,25,18,9,0,163,0,0,0,4,4,0,0,6,156,377,346,264,202,35,0,1382
210031535,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,12,6,7,4,0,3,0,0,21,22,133,141,114,68,11,0,485,23,65,65,50,26,13,0,246,0,4,0,0,5,3,0,13,191,629,545,463,340,65,4,2238
210031536,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,4,9,3,0,0,0,0,20,13,65,60,51,31,8,4,228,41,44,34,31,18,16,0,183,0,0,0,0,0,0,0,0,213,391,354,273,223,67,6,1522
