POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
206011495,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,39,37,75,5,0,5,16,28,42,8,0,8,0,0,0,11,5,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,8,0,0,0,19,4,23,25,4,33,146,85,231,0,0,0,0,0,3,0,0,0,0,0,0,10,0,6,15,3,16,8,6,12,104,9,106,37,13,50,125,13,140,268,39,307,0,0,0,5,3,8,8,3,9,0,0,0,19,16,33,3,6,13,0,0,0,35,34,65,11,17,30,5,6,10,0,0,0,134,121,252,93,152,251,0,4,9,244,302,548,0,0,0,26,22,48,251,196,442,273,214,488,3,0,10,194,46,239,4,0,3,0,0,0,0,0,0,0,0
206011496,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,7,0,3,13,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,58,79,57,139,18,4,26,21,29,51,18,5,26,5,3,12,62,26,89,0,0,0,58,49,111,4,0,4,4,0,4,5,0,9,13,0,9,0,0,0,69,30,102,30,17,44,415,258,669,0,0,0,11,8,23,0,0,0,0,0,0,5,0,5,14,10,27,17,6,17,128,12,138,11,4,12,228,31,253,377,48,424,12,15,29,38,14,55,66,26,91,18,3,17,30,36,65,33,25,58,0,0,0,191,116,312,17,10,22,8,0,5,9,0,9,217,194,410,273,383,653,0,7,13,523,589,1112,0,0,0,34,33,70,588,528,1108,624,562,1187,0,0,3,75,6,77,0,0,4,0,0,0,0,0,3,0,0
206011497,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,33,34,69,0,0,3,4,9,11,0,0,0,5,0,5,3,3,5,0,0,0,3,4,9,4,0,4,0,0,4,4,0,4,0,0,0,3,0,3,15,15,37,0,0,6,91,67,159,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,12,4,18,113,21,126,8,3,10,169,13,180,302,39,339,3,0,8,3,0,6,6,11,16,0,0,0,14,9,28,22,32,53,0,0,0,54,54,103,19,22,45,11,0,12,19,3,18,228,207,439,126,172,297,0,0,3,402,416,812,0,0,0,5,4,9,200,211,413,202,217,421,3,0,3,28,8,33,5,0,6,0,0,0,0,0,0,0,0
206011498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,19,0,0,0,0,5,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,34,15,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,9,53,10,65,6,0,7,85,12,92,147,24,169,0,0,0,5,0,7,4,0,6,0,0,0,4,0,8,0,7,7,0,0,0,12,17,25,0,0,0,0,0,0,4,3,6,14,9,24,18,11,31,0,0,0,40,29,67,0,0,0,0,5,5,67,68,141,67,73,138,3,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0
206021110,0,0,0,4,4,13,0,0,0,0,0,0,0,4,7,12,5,13,19,5,29,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,30,6,39,33,46,79,5,7,14,29,54,86,9,4,10,3,0,3,26,18,49,0,0,0,7,6,17,8,0,14,20,8,31,10,0,11,0,0,0,7,3,7,52,13,64,33,15,43,285,184,467,0,0,0,18,0,24,7,0,7,4,3,4,6,8,10,36,6,45,16,6,20,130,26,160,14,7,24,426,65,488,586,104,696,4,4,8,26,14,38,30,10,36,0,0,3,24,17,47,76,58,137,0,0,5,163,113,279,9,11,21,40,8,45,4,0,4,161,127,289,160,228,389,4,0,6,378,376,754,0,0,0,6,6,11,191,190,378,199,192,389,0,0,0,24,6,23,0,0,0,0,0,0,0,0,0,0,0
206021112,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,0,0,0,3,4,4,17,12,30,44,37,79,12,0,13,21,62,79,0,3,9,0,0,0,18,10,22,0,0,0,0,0,0,11,0,7,0,0,0,8,5,11,5,0,5,3,0,3,30,11,44,24,6,34,189,146,337,0,0,0,3,0,6,0,0,0,6,0,4,0,0,0,15,4,17,19,5,24,130,26,155,19,6,24,189,21,212,364,58,423,0,3,5,13,4,14,14,7,25,0,0,5,37,22,53,13,10,26,0,0,0,82,48,128,6,8,14,0,5,0,4,5,5,62,64,123,139,121,266,0,5,5,211,207,420,0,0,0,12,17,29,241,246,482,256,258,511,0,0,0,45,8,50,4,0,0,0,0,0,0,0,0,0,0
206021499,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,19,20,35,0,0,0,0,4,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,4,9,3,14,44,33,75,0,0,0,6,3,6,0,0,0,0,0,0,3,0,4,6,5,12,5,0,3,81,13,90,0,0,3,137,24,154,223,34,261,0,0,3,10,0,10,9,3,5,0,0,0,0,0,6,0,0,0,0,0,0,18,5,20,4,8,10,4,0,4,3,4,7,119,111,231,54,97,148,0,0,3,180,221,407,0,0,0,4,6,16,188,191,374,193,190,392,4,0,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0
206021500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,4,8,16,0,0,0,0,10,6,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,14,4,21,0,0,0,0,0,0,3,0,3,8,3,10,44,29,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,10,3,0,3,62,11,68,0,0,0,120,31,150,187,41,227,3,0,3,0,0,0,11,3,11,0,0,0,3,4,4,3,3,13,0,0,0,21,12,30,4,17,14,0,0,0,10,0,4,40,28,72,114,285,391,0,4,4,163,330,489,0,0,0,4,5,15,185,187,373,192,196,390,0,0,0,16,3,18,0,0,0,0,0,0,0,0,0,0,0
206031113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,34,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,0,10,3,0,3,39,28,61,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,83,12,96,5,0,3,74,4,83,167,16,183,3,0,4,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,13,4,19,4,7,10,3,0,3,12,0,12,104,92,199,55,93,149,0,0,0,176,192,369,0,0,0,18,8,24,119,107,225,136,116,253,5,3,10,45,8,56,0,0,0,0,4,8,5,5,8,0,0
206031115,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,54,122,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,87,61,146,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,4,3,0,3,60,36,92,4,0,3,52,4,55,120,35,156,0,0,0,0,0,3,3,3,8,0,0,0,12,5,16,6,8,14,0,0,0,23,9,28,4,0,3,0,0,0,3,0,3,49,49,99,55,44,97,0,0,0,115,94,205,0,0,0,4,7,13,191,162,357,196,170,375,3,0,3,150,46,201,4,0,4,0,0,0,0,0,0,0,0
206031116,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,16,34,50,0,0,0,0,17,18,0,0,0,0,0,0,5,0,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,10,8,4,12,47,63,105,0,0,0,5,0,4,0,0,0,0,0,0,5,0,5,6,0,10,9,0,8,107,18,124,3,4,3,157,38,191,279,58,338,0,3,6,17,3,22,0,0,0,0,0,3,0,5,4,6,5,8,0,0,0,23,12,35,9,14,24,25,10,34,5,8,14,209,213,419,155,355,513,0,0,0,406,606,1010,0,0,0,10,22,32,424,418,837,436,437,876,0,3,4,8,0,9,4,0,0,0,0,0,3,15,17,0,4
206031501,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,3,3,10,0,0,5,19,35,56,0,0,0,0,0,3,5,0,5,0,0,0,5,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,6,0,0,0,35,47,80,0,0,0,8,0,11,0,0,0,0,0,0,6,3,5,13,4,15,14,5,20,123,33,164,12,5,10,165,27,196,317,75,388,0,0,0,0,11,23,0,0,5,0,0,4,0,0,5,4,3,6,0,0,0,13,23,33,5,5,4,11,0,11,7,0,8,72,90,163,75,97,174,0,3,8,172,199,364,0,0,0,6,10,15,211,207,424,220,218,436,0,3,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0
206031502,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,46,0,0,0,3,9,11,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,5,4,0,4,32,43,78,0,0,0,6,3,6,0,0,0,0,0,0,3,4,6,12,3,18,14,6,21,88,18,107,4,0,10,123,12,134,229,39,268,0,0,0,3,0,3,0,0,0,5,0,5,0,0,5,4,5,10,0,0,0,21,6,27,4,4,11,5,3,8,6,0,6,45,50,89,56,151,205,0,0,0,120,207,329,0,0,5,7,11,22,199,169,371,212,183,393,0,0,4,18,6,23,4,0,4,0,3,5,0,0,5,0,0
206041117,0,0,0,9,4,11,0,0,0,0,0,6,0,0,0,0,4,4,8,4,18,8,13,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,14,25,8,6,9,24,43,64,7,5,10,0,18,22,0,0,0,0,0,0,15,7,27,0,0,0,0,0,0,0,0,0,36,26,63,0,0,0,0,0,0,4,3,4,22,10,28,0,5,3,120,121,238,0,0,0,4,0,4,0,0,0,0,0,0,10,0,7,16,0,17,27,8,32,167,42,210,36,11,45,170,13,178,394,70,466,6,5,10,10,3,12,10,7,24,0,0,0,0,3,3,13,61,74,0,0,0,43,77,119,12,12,16,6,0,6,8,0,7,128,92,224,142,208,352,0,7,6,295,321,615,4,6,6,129,131,261,844,739,1586,977,878,1859,3,0,7,32,0,31,0,0,0,0,0,0,0,0,0,0,0
206041118,3,0,3,19,14,35,0,0,0,14,8,22,0,0,0,4,0,12,47,28,65,4,5,4,0,0,0,194,110,302,3,0,3,3,0,3,8,9,16,212,122,333,12,3,14,323,360,687,7,3,13,4,9,14,0,0,0,6,0,3,6,8,9,6,0,7,74,113,188,0,0,3,0,0,0,0,0,4,0,0,4,142,37,184,180,46,230,7,3,6,777,588,1363,37,19,52,1371,1193,2564,216,181,401,456,381,834,24,15,39,2102,1792,3899,50,21,68,728,361,1086,84,25,112,320,30,353,1176,434,1614,6,13,19,322,308,631,675,208,885,0,0,0,24,12,38,65,66,127,0,0,0,1094,612,1708,29,34,65,4,5,10,297,281,579,317,287,607,378,721,1096,9,6,14,1040,1331,2367,0,0,0,157,158,313,758,664,1428,920,822,1740,43,30,74,139,38,174,1478,622,2098,33,26,55,10,5,12,14,3
206041119,0,0,0,11,6,18,0,0,0,0,0,0,0,0,0,4,0,4,15,10,22,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,5,3,3,7,3,8,3,17,22,0,0,4,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,113,101,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,32,0,0,0,149,149,298,0,0,0,8,5,9,0,0,0,3,10,19,4,0,4,17,13,26,53,17,73,198,50,246,21,0,27,214,53,265,481,124,605,0,3,4,4,9,11,0,3,11,0,0,0,3,4,5,7,4,10,0,0,0,21,19,42,9,6,15,0,0,0,0,0,0,20,17,40,27,55,79,0,0,0,57,75,131,0,0,0,142,159,298,497,397,899,642,556,1195,3,3,6,8,0,8,20,19,36,0,0,0,3,0,4,0,5
206041120,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,48,105,3,15,21,0,0,0,56,61,123,0,0,0,0,0,0,45,33,80,45,33,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,19,9,22,0,0,0,0,0,0,0,0,0,4,0,4,18,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,165,93,260,11,5,14,4,9,9,0,0,0,0,0,0,32,19,45,0,0,0,10,6,8,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,10,7,19,0,9,9,246,136,388,0,0,0,5,0,10,0,0,0,0,0,0,29,4,37,39,9,48,38,8,45,76,14,92,139,50,187,179,20,194,430,86,515,0,7,6,8,0,10,9,3,14,3,0,3,30,33,67,13,15,26,0,0,0,69,56,129,10,10,24,4,0,4,6,0,6,65,55,120,95,159,260,9,5,9,187,229,412,3,0,0,10,4,8,188,157,345,197,165,359,22,4,24,23,5,21,109,61,168,0,0,0,4,0,4,0,0
206041124,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,11,21,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,778,1437,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,9,0,4,3,681,798,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,13,87,8,97,5,0,4,107,3,115,210,14,225,0,0,0,0,0,6,15,12,25,0,0,0,3,0,3,62,35,94,0,0,0,78,48,123,0,0,0,0,0,0,0,0,0,3,9,13,24,34,65,0,0,0,29,53,80,0,0,0,120,179,296,230,281,509,342,462,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041125,0,0,0,12,11,21,0,0,0,0,0,0,0,0,0,0,0,0,16,11,26,0,0,0,0,0,4,0,0,0,3,3,9,0,0,0,0,0,0,7,8,11,0,0,3,4,0,9,0,0,0,0,8,8,0,0,0,0,0,0,5,0,8,0,0,0,11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,23,27,54,0,0,0,4,3,10,0,0,0,0,0,0,112,56,161,115,55,172,15,6,25,202,138,339,115,72,185,139,16,158,474,231,702,7,3,3,6,3,11,295,102,393,0,0,0,0,3,8,35,68,104,0,0,0,341,178,519,13,15,26,0,5,8,11,0,11,20,14,38,273,795,1068,0,0,4,321,834,1155,0,0,0,19,16,33,460,439,900,478,459,939,0,0,3,8,0,11,0,0,0,48,7,52,5,0,5,10,0
206041127,0,0,0,6,0,6,4,0,3,0,0,0,8,0,8,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,0,8,9,0,11,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,19,0,21,14,0,16,3,0,3,96,11,108,0,0,0,4,0,4,0,0,0,0,0,0,46,11,55,55,12,66,20,4,25,28,0,28,177,27,211,63,8,74,295,36,332,19,0,19,35,13,51,5,0,4,0,0,0,143,80,221,9,9,13,5,5,7,210,107,319,3,0,7,7,0,11,5,0,4,18,4,19,59,29,85,4,0,4,91,39,130,0,0,0,0,0,0,5,7,17,13,7,16,51,12,64,881,143,1018,550,70,623,18,4,21,0,0,0,4,0
206041503,0,0,0,29,19,45,0,0,0,3,0,3,0,0,0,5,0,7,34,23,56,5,5,12,0,4,0,52,35,86,31,6,35,0,0,0,11,10,15,99,53,156,10,7,19,52,65,118,182,205,386,12,21,35,0,0,0,0,0,0,62,36,91,0,0,0,7,5,14,3,0,3,0,0,0,65,62,127,10,9,20,3,0,5,53,32,83,82,49,129,540,498,1034,35,13,44,815,663,1473,15,11,27,8,5,17,11,12,21,883,701,1580,114,48,167,688,194,879,815,371,1185,577,149,725,2201,755,2959,3,0,5,45,67,116,284,105,388,0,0,0,15,12,23,157,213,372,7,3,6,516,403,916,57,93,151,17,10,25,26,11,42,212,222,438,1549,3020,4576,35,38,73,1904,3396,5303,11,8,17,741,789,1530,3059,2585,5647,3812,3386,7190,38,35,79,63,27,86,324,180,507,11,8,18,29,40,66,0,0
206041504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,10,5,4,13,0,0,4,22,31,54,7,0,4,8,4,11,4,0,4,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,5,0,5,3,0,3,0,0,5,45,25,66,8,0,7,98,70,170,0,0,4,23,22,39,0,0,0,0,0,6,0,0,0,23,23,46,44,13,53,453,102,554,252,148,404,264,32,301,1018,298,1318,0,3,3,4,3,5,29,8,43,4,0,4,7,6,13,9,20,29,0,0,0,56,42,97,23,30,55,42,13,60,5,0,8,327,279,606,473,777,1251,3,27,30,874,1127,2004,4,3,5,189,205,396,950,990,1937,1143,1202,2340,14,6,23,23,5,33,27,11,36,3,0,8,14,4,14,0,3
206041505,0,0,0,78,50,124,0,0,0,16,21,37,0,0,3,8,21,32,102,89,193,3,7,12,6,5,3,11,8,15,74,41,117,0,6,10,40,15,56,138,74,213,18,6,26,99,86,184,0,0,3,3,10,16,5,0,5,3,0,0,49,33,82,0,0,0,56,76,127,0,4,3,9,0,10,6,3,8,14,0,9,316,100,420,19,14,35,20,9,23,618,349,961,80,38,112,1459,781,2241,30,26,55,15,5,20,18,9,22,1602,854,2454,150,56,207,957,206,1162,1193,506,1700,1004,224,1227,3304,995,4302,16,14,28,55,52,111,274,90,363,4,0,5,11,16,25,36,40,76,14,11,29,408,226,635,78,80,155,37,39,80,35,10,47,127,97,225,503,510,1012,128,105,233,915,839,1755,0,3,5,446,413,853,1597,1437,3034,2046,1850,3896,89,32,120,507,237,739,1545,665,2206,37,29,64,49,73,127,20,13
206041506,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,14,7,22,24,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,19,10,28,70,26,99,5,4,5,5,6,13,5,0,5,6,3,7,11,7,19,0,0,0,5,9,15,16,6,26,14,0,14,5,0,5,3,0,3,10,0,8,18,3,22,10,0,9,187,88,273,3,0,3,10,5,17,0,0,0,6,0,6,128,42,168,149,50,195,59,14,70,592,110,703,240,41,282,348,34,386,1245,197,1438,17,6,19,99,32,130,56,11,70,11,6,11,16,9,22,17,16,33,0,0,0,217,67,287,13,13,31,57,26,86,30,3,26,125,69,193,117,94,206,6,3,8,346,204,544,0,0,0,53,66,110,398,311,709,448,374,824,10,7,15,88,9,94,21,12,36,3,3,5,3,0,3,0,0
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
