POW_SA2_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
201021009,0,0,0,3,3,0,0,0,8,0,0,0,0,6,0,0,0,3,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,9,0,0,0,0,0,10,5,3,21,0,4,4,3,5,10,0,4,33,0,9,8,4,5,6,4,4,40,0,5,9,10,6,3,0,0,34,0,0,4,7,4,5,11,4,40,0,0,0,6,9,10,4,0,27,0,0,5,3,0,3,0,3,15,0,0,0,15,13,14,0,0,38,0,0,0,0,0,5,0,0,9,0,0,0,4,0,6,6,0,14,0,0,0,0,5,3,0,0,11,0,20,35,62,59,76,34,21,309,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,5,0,0,0,5,0,0,7,0,0,0,0,0,5,0,0,3,0,0,0,8,0,0,0,0,6,0,0
201021010,0,0,0,0,6,0,0,0,9,0,0,0,6,0,0,0,0,11,0,0,0,0,0,4,3,0,14,0,0,0,9,6,11,6,3,25,0,0,0,0,4,5,0,3,9,0,0,6,6,13,11,6,0,48,0,5,5,5,8,11,3,4,43,0,3,3,5,10,10,8,5,49,0,0,10,8,9,13,6,3,50,0,3,3,10,11,14,5,3,47,0,0,5,8,8,11,9,3,36,0,0,4,3,5,6,0,0,25,0,0,3,5,5,12,4,0,37,0,0,0,5,3,3,0,3,15,0,0,5,6,5,3,4,3,21,0,0,0,0,3,4,0,0,6,3,16,47,78,89,121,63,30,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,3,3,4,4,0,15,0,0
201021011,0,0,0,0,7,8,0,0,18,0,0,0,5,0,0,3,0,13,0,0,3,8,0,10,3,7,30,0,0,0,6,3,6,7,5,32,0,0,0,3,6,12,8,0,39,0,0,6,8,10,10,14,12,55,0,0,11,9,12,15,8,4,63,0,0,10,13,16,22,12,0,78,0,5,14,23,26,23,12,10,116,0,0,12,16,17,12,6,0,71,0,0,6,11,18,16,3,3,55,0,0,0,10,4,12,7,0,34,0,0,9,20,29,11,4,0,72,0,0,4,3,6,0,0,0,12,0,0,0,8,25,13,7,3,51,0,0,0,0,0,3,0,0,9,4,14,79,138,192,179,104,53,756,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,3,5,7,0,0,18,0,0,0,3,3,7,0,0,16,0,0,4,7,4,9,5,0,32,0,0
201021012,0,0,0,0,3,3,6,3,16,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,7,0,0,0,0,0,4,4,0,14,3,0,0,0,4,3,0,4,13,0,0,0,5,5,7,4,0,26,0,4,3,0,4,4,7,4,33,0,0,4,3,6,10,8,5,31,0,0,9,0,3,8,3,4,32,0,0,7,5,6,10,3,4,39,0,0,4,7,8,3,7,0,29,0,0,0,5,12,8,0,3,23,0,0,3,12,3,7,8,3,37,0,0,0,0,0,0,0,0,4,0,0,0,4,9,4,0,0,23,0,0,0,0,0,0,0,0,0,8,9,34,49,71,85,50,31,329,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,5,0,0
201031013,0,0,0,0,7,5,0,0,14,0,0,0,0,6,3,0,3,8,6,0,0,0,0,0,4,0,16,0,0,0,5,8,3,4,3,17,0,0,0,0,8,9,7,0,30,0,0,4,6,0,10,4,0,22,0,0,0,3,7,5,0,0,23,0,0,7,3,8,12,4,4,28,0,0,9,9,15,7,8,4,47,0,0,0,3,7,7,3,0,25,0,0,4,5,12,3,6,0,30,0,0,4,0,0,3,0,0,7,0,0,0,9,6,0,4,0,23,0,0,0,0,0,6,3,0,5,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,31,53,76,61,49,27,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031014,0,0,0,0,6,8,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,0,4,0,0,13,0,0,0,4,5,7,7,0,19,0,0,5,3,0,9,0,3,21,0,0,3,3,9,8,13,0,31,0,0,0,0,8,5,4,0,28,0,3,4,4,8,4,6,3,33,0,0,6,4,10,5,7,0,34,0,0,9,3,4,14,6,0,36,0,0,0,0,3,7,0,0,15,0,0,5,14,20,8,6,0,50,0,0,0,3,3,3,4,0,12,0,0,0,3,0,3,0,5,16,0,0,0,0,6,3,5,0,14,3,11,38,54,80,89,56,16,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031015,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,3,0,0,3,0,6,3,3,18,0,0,0,0,3,5,0,8,15,0,7,0,0,4,0,0,0,8,0,0,7,3,5,3,5,0,26,0,0,0,4,3,7,5,0,15,0,0,7,4,4,6,0,0,16,0,0,0,4,4,5,0,0,10,0,0,5,3,7,0,3,0,19,0,0,0,4,6,0,0,0,5,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,4,10,17,31,24,32,33,17,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
201031016,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,7,0,14,0,0,0,6,0,0,0,0,10,4,0,0,5,4,3,4,0,24,0,0,0,9,11,6,7,0,23,0,6,5,5,11,4,5,0,38,0,0,9,8,12,11,0,3,44,0,4,3,3,12,6,0,0,35,0,0,4,11,9,8,0,0,26,0,0,3,5,7,3,0,0,15,0,0,3,14,16,9,5,0,40,0,0,0,3,3,5,0,0,16,0,0,4,0,9,5,0,0,15,0,0,0,0,0,0,0,0,4,8,15,33,64,89,66,42,5,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,3,3,0,0,13,0,0,0,0,0,0,0,0,10,0,0
201031017,0,0,0,0,0,3,0,0,8,0,0,0,0,6,3,0,4,10,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,3,16,0,0,0,3,0,0,3,0,6,0,0,0,0,3,5,0,0,14,0,0,3,9,7,3,3,0,26,0,0,0,9,6,8,3,8,34,0,0,6,4,0,5,7,0,22,0,0,5,4,3,6,9,0,22,0,0,4,4,10,11,3,0,26,0,0,5,4,8,0,3,0,16,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,3,0,4,3,8,21,36,53,58,44,16,248,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0
202011018,0,0,0,0,0,0,0,0,12,3,0,0,5,0,4,0,0,8,0,0,0,6,0,0,0,7,15,0,4,3,0,8,0,0,0,16,0,4,10,0,3,9,3,0,28,0,8,23,20,8,8,5,0,77,0,14,23,27,13,21,8,0,106,0,17,45,48,43,29,8,4,191,0,23,71,81,54,36,7,0,272,0,7,33,65,38,41,14,0,200,0,9,45,75,56,41,12,0,227,0,0,28,74,77,54,9,0,243,0,0,55,146,201,102,24,0,526,0,0,8,29,54,47,0,0,136,0,0,8,50,77,50,10,4,204,0,4,0,6,5,0,0,0,20,11,88,353,638,639,448,100,15,2287,0,0,0,0,3,0,0,0,7,6,4,0,4,0,0,0,0,17,3,6,7,11,7,7,0,0,52,0,9,10,13,3,4,5,0,50,0,9,16,13,10,5,12,0,61,0,5
