POW_SA2_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
206071145,16,0,0,16,0,16,0,0,0,0,0,0,0,0,27,0,0,27,0,24,0,4,0,6,8,4,0,8,4,0,0,4,0,18,0,0,0,4,20,6,0,20,4,0,0,4,0,30,10,19,0,34,124,34,0,161,0,3,0,7,0,200,19,17,0,35,58,34,0,91,0,8,0,11,0,133,24,58,0,84,43,110,0,151,9,21,0,32,11,276,56,106,0,158,248,187,0,436,71,32,0,106,11,709
206071517,51,0,0,51,0,51,3,5,0,4,0,0,0,0,42,0,0,42,0,45,0,8,0,8,52,4,0,53,23,0,0,25,0,87,14,7,0,23,107,10,0,115,3,0,0,4,0,144,80,78,0,158,712,174,0,890,21,23,0,47,4,1102,73,97,0,172,219,235,0,461,25,42,0,66,7,702,84,241,0,328,132,404,0,532,28,108,0,138,28,1022,256,435,0,689,1223,820,8,2047,216,175,0,392,39,3171
206071518,75,0,0,75,4,73,5,4,0,3,0,0,0,0,79,0,0,79,0,84,5,4,0,12,52,4,0,52,35,0,0,35,0,99,10,7,0,15,111,9,0,124,10,0,0,9,0,144,53,41,0,94,551,127,0,674,14,18,0,31,5,803,45,70,0,117,169,148,0,318,16,22,0,41,0,474,66,160,6,227,125,343,3,479,21,80,0,101,22,832,178,284,6,463,1014,629,6,1645,284,125,0,411,34,2552
207011146,44,0,0,44,0,44,0,0,0,0,0,0,0,0,38,0,0,38,0,38,6,0,0,6,30,0,0,31,16,0,0,16,0,48,4,4,0,5,39,3,0,44,0,0,0,0,0,58,10,14,0,26,150,24,0,169,5,0,0,5,0,196,6,8,0,20,25,17,0,46,0,0,0,5,0,69,10,35,0,50,21,40,0,64,0,15,0,18,4,131,42,67,0,104,266,84,0,349,124,19,0,143,4,603
207011147,78,0,0,78,0,78,0,0,0,0,0,0,0,0,61,0,0,60,0,63,0,3,0,3,63,3,0,61,42,0,0,42,0,109,4,0,0,7,89,0,0,98,5,0,0,5,0,108,25,12,0,33,237,55,0,294,7,7,0,9,0,331,18,11,0,30,46,24,0,71,3,3,0,6,0,112,26,57,0,83,33,63,0,102,17,43,0,57,3,242,73,85,0,154,475,154,0,629,260,51,0,315,8,1106
207011148,34,0,0,34,0,34,0,0,0,0,0,0,0,0,39,0,0,39,0,40,0,4,0,4,16,0,0,20,12,0,0,12,0,41,4,3,0,8,47,5,0,53,0,0,0,0,0,61,14,13,0,24,166,29,0,191,3,4,0,7,0,230,14,13,0,25,17,15,0,35,3,4,0,7,0,65,13,57,0,69,24,39,0,67,3,26,0,29,5,167,43,94,0,136,275,89,0,360,127,30,0,159,5,656
207011149,52,0,0,52,0,52,0,0,0,0,0,0,0,0,57,0,0,57,0,55,0,0,0,4,35,0,0,36,26,0,0,29,0,67,4,5,0,7,109,6,0,112,4,4,0,3,0,127,31,34,0,63,447,65,0,513,17,5,0,20,0,600,30,30,0,63,101,50,0,156,7,23,0,31,3,250,34,110,0,145,66,156,0,226,11,52,0,66,6,440,100,174,0,279,759,277,0,1036,199,85,0,284,11,1611
207011150,16,0,0,16,0,16,0,0,0,0,0,0,0,0,20,0,0,20,0,22,3,0,0,6,34,0,0,34,15,0,0,15,0,54,9,4,0,14,61,5,0,65,0,0,0,0,0,78,15,13,0,32,237,40,0,278,5,7,0,14,0,322,13,14,0,26,50,44,0,97,9,9,0,13,0,141,16,54,0,73,48,114,0,162,5,31,0,39,10,282,58,88,0,149,438,207,0,640,90,48,0,135,9,932
207011152,40,0,0,40,0,44,0,0,0,0,0,0,0,0,56,0,0,56,0,58,0,0,0,5,56,0,0,58,26,0,0,26,0,84,5,8,0,9,122,8,0,125,0,0,0,3,0,140,42,37,0,77,448,81,0,531,11,11,0,30,3,642,22,26,0,52,112,72,0,182,19,16,0,37,0,272,39,116,0,161,57,186,0,243,20,48,0,70,11,481,116,189,0,303,793,346,0,1139,194,82,0,278,11,1739
207011154,14,0,0,14,0,14,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,7,0,0,7,15,0,0,15,0,27,0,3,0,5,27,3,0,30,0,0,0,0,0,39,6,12,0,20,126,22,0,146,4,0,0,9,0,175,3,9,0,11,19,23,0,44,5,5,0,10,0,67,14,33,0,49,23,45,0,69,0,16,0,17,3,136,27,47,0,80,207,96,0,306,81,18,0,102,9,491
207011155,44,0,0,44,0,44,0,0,0,0,3,0,0,3,54,0,0,54,0,55,3,0,0,3,44,0,0,45,29,0,0,29,0,77,7,7,0,12,80,5,0,86,0,0,0,0,0,107,24,21,0,38,257,36,0,295,7,9,0,18,0,354,17,18,0,39,56,32,0,94,3,12,0,15,0,139,38,79,0,111,47,91,0,135,12,42,0,58,10,314,83,121,0,205,485,173,0,658,178,65,0,243,8,1115
207011519,45,0,0,45,0,47,0,0,0,0,0,0,0,0,34,0,0,34,0,34,4,0,0,6,45,0,0,45,21,0,0,21,0,70,4,7,0,7,94,7,0,99,0,0,0,0,0,108,22,23,0,48,321,64,0,387,11,4,0,16,3,447,20,26,0,49,103,73,5,180,9,12,0,23,0,253,27,62,0,89,93,224,0,316,9,33,0,47,7,463,82,122,0,204,655,367,5,1024,159,50,0,210,13,1447
207011520,24,0,0,24,0,25,0,0,0,0,0,0,0,0,28,0,0,28,0,23,3,0,0,6,42,4,0,44,20,0,0,20,0,72,3,4,0,8,70,9,0,79,0,0,0,0,0,87,37,25,0,60,355,65,0,417,11,6,0,18,0,496,35,39,0,67,103,58,0,167,11,17,0,26,0,265,35,98,0,137,71,176,0,246,10,47,0,54,9,445,111,170,0,283,645,307,0,953,106,75,0,177,18,1424
207011521,24,0,0,24,0,24,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,41,3,0,46,15,0,0,18,0,59,4,3,0,7,69,0,0,74,0,0,0,0,0,81,27,16,0,35,250,42,0,291,5,0,0,7,0,338,19,24,0,45,50,37,0,89,12,8,0,21,0,160,20,65,0,89,60,161,0,227,7,40,0,46,6,375,71,117,0,186,478,244,0,725,81,48,0,133,14,1058
207011522,60,0,0,60,0,60,0,0,0,0,0,0,0,0,61,0,0,61,0,62,0,0,0,0,43,0,0,42,18,0,0,18,0,68,0,4,0,5,80,3,0,82,0,0,0,0,0,93,20,19,0,44,277,41,0,314,12,4,0,16,0,376,19,17,0,40,58,23,0,80,7,9,0,18,0,134,12,56,0,68,40,73,0,109,9,30,0,40,7,232,62,101,0,164,489,145,0,635,198,45,0,247,9,1057
207021156,28,0,0,28,0,28,0,0,0,0,0,0,0,0,42,0,0,42,0,46,0,5,0,3,16,4,0,16,20,0,0,20,0,41,0,7,0,7,34,0,0,41,0,0,0,0,0,51,13,15,0,24,107,17,0,123,3,4,0,8,4,154,16,11,0,25,17,15,0,41,9,3,0,6,0,70,9,46,0,57,15,49,0,69,8,14,0,26,7,154,40,80,0,118,198,92,0,285,124,17,0,146,9,562
207021157,115,0,0,115,0,110,5,0,0,5,0,0,0,0,186,0,0,186,0,183,3,3,0,6,117,0,0,123,95,0,0,95,0,230,16,10,0,26,227,16,0,245,0,0,0,0,6,271,63,43,0,109,793,130,0,922,13,8,0,28,0,1060,34,35,0,66,131,45,0,177,22,21,0,37,3,285,59,107,0,169,53,95,0,152,17,46,3,63,9,398,170,203,0,376,1327,288,0,1621,508,76,5,584,23,2604
207021159,21,0,0,21,0,21,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,0,0,0,15,0,0,13,23,0,0,23,0,31,5,4,0,10,23,0,0,31,0,0,0,0,0,40,9,18,0,29,94,13,0,104,6,0,0,3,0,140,8,4,0,16,32,9,0,44,9,0,0,10,0,64,9,53,0,64,29,19,0,51,12,24,0,34,3,147,30,82,0,114,194,45,0,236,100,30,0,131,3,488
207021160,21,0,0,21,0,15,0,0,0,0,0,0,0,0,27,0,0,27,0,27,0,0,0,0,10,0,0,13,16,0,0,16,0,28,0,0,0,4,36,0,0,43,0,4,0,7,0,50,11,15,0,28,117,15,0,140,3,0,0,3,0,172,7,6,0,19,25,12,0,38,0,6,0,6,0,63,14,27,0,42,25,69,0,99,7,20,0,33,4,172,38,58,0,95,225,99,0,327,83,25,0,113,4,540
207021424,50,0,0,50,0,50,0,0,0,0,0,0,0,0,60,0,0,60,0,60,0,0,0,0,21,0,0,26,34,0,0,34,0,61,5,3,0,8,55,0,0,53,0,0,0,4,0,68,16,15,0,24,127,32,0,163,6,5,0,8,6,195,3,11,0,17,19,7,0,28,7,7,0,12,3,59,13,38,0,49,13,35,0,44,6,22,0,29,0,126,36,67,0,104,244,69,0,315,188,31,0,222,7,651
207021425,45,0,0,45,0,45,0,0,0,0,0,0,0,0,53,0,0,57,0,57,0,0,0,0,29,0,0,29,21,0,0,21,0,56,3,0,0,5,45,3,0,50,0,0,0,0,0,54,13,17,0,27,164,22,0,185,4,8,0,13,3,227,11,6,0,23,39,11,0,53,6,3,0,13,5,89,21,42,0,64,30,58,0,84,8,35,0,44,16,200,52,71,0,118,306,99,3,401,165,47,0,210,20,754
207031161,73,0,0,73,0,73,0,3,0,4,0,0,0,0,78,0,0,78,0,84,4,3,0,8,29,0,0,35,43,0,0,43,0,88,10,15,0,21,81,6,5,95,0,0,0,0,0,110,37,60,0,103,302,55,0,355,9,6,0,17,0,465,22,28,0,56,56,39,0,98,5,12,0,22,3,178,23,97,0,118,46,122,0,165,14,42,0,55,14,354,95,202,0,300,513,223,4,748,275,66,0,339,14,1398
207031162,8,0,0,8,0,8,0,0,0,0,0,0,0,0,13,0,0,13,0,13,3,0,0,6,4,0,0,4,11,0,0,11,0,16,4,5,0,5,18,0,0,18,0,0,0,0,0,22,8,7,0,11,60,9,0,69,0,3,0,3,0,85,8,4,0,13,16,4,0,15,3,0,0,0,0,33,7,23,0,28,15,16,0,29,5,16,0,21,0,79,27,37,0,66,112,26,0,142,52,22,0,75,0,278
207031163,49,0,0,49,0,56,4,4,0,7,0,0,0,0,91,0,0,91,0,102,7,8,0,13,69,5,0,69,39,0,0,39,0,120,11,11,0,18,190,9,0,200,0,0,0,3,0,216,54,65,0,119,698,126,0,821,23,23,0,44,4,997,63,76,0,140,212,178,0,392,29,42,0,73,0,600,83,257,5,344,188,423,0,607,38,139,0,186,23,1162,218,419,5,643,1353,740,4,2092,308,212,0,521,31,3287
207031164,20,0,0,20,0,20,0,0,0,0,0,0,0,0,24,0,0,24,0,22,0,0,0,0,9,0,0,15,13,0,0,13,0,28,0,0,0,0,19,0,0,19,0,0,0,0,0,18,7,24,0,27,79,14,0,92,4,0,0,5,3,132,8,10,0,18,24,14,0,37,5,0,0,3,0,63,9,44,0,58,20,39,0,60,4,27,0,27,0,149,25,84,0,107,151,69,0,225,76,27,0,100,3,436
207031165,57,0,0,57,0,57,0,0,0,0,3,0,0,3,50,0,0,50,0,57,0,0,0,0,43,0,0,45,27,0,0,27,0,73,0,4,0,7,42,5,0,43,0,0,0,0,0,51,20,22,0,40,223,47,0,274,10,0,0,11,0,325,15,21,0,34,158,52,0,216,9,9,0,16,0,269,34,69,0,99,147,215,0,365,15,44,0,62,11,531,74,117,0,188,619,325,0,939,209,57,0,261,7,1404
207031166,54,0,0,54,0,51,0,0,0,0,0,0,0,0,72,0,0,72,0,72,0,6,0,6,49,0,0,49,50,0,0,50,0,103,13,5,0,17,67,0,0,71,0,3,0,4,0,98,23,18,0,47,256,31,0,285,7,7,0,13,0,340,13,16,0,27,47,24,0,73,6,7,0,18,0,117,20,75,0,93,35,117,0,147,6,26,0,35,4,276,76,115,0,190,455,174,0,624,229,41,0,270,5,1092
207031167,16,0,0,16,0,16,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,11,0,0,11,11,0,0,11,0,18,0,0,0,0,34,0,0,33,0,0,0,0,0,36,16,17,0,33,88,12,0,100,0,0,0,0,0,134,16,13,0,22,24,15,0,41,4,0,0,4,4,67,22,83,0,106,35,78,0,119,5,12,0,13,4,244,52,116,0,166,188,113,0,303,49,12,0,60,11,535
208011168,40,0,0,40,0,40,0,0,0,0,0,0,0,0,45,0,0,45,0,46,0,4,0,3,20,0,0,20,21,0,0,21,0,50,3,0,0,10,20,0,0,25,0,0,0,0,0,33,4,18,0,25,96,9,0,107,4,0,0,7,0,136,4,6,0,14,16,6,0,16,0,0,0,0,0,34,11,35,0,44,7,32,0,46,0,4,0,9,7,101,28,69,0,90,157,49,0,214,135,9,0,142,7,455
208011169,84,0,0,84,0,86,0,4,0,5,0,0,0,0,85,0,0,85,0,91,0,5,0,3,86,3,5,90,55,0,0,55,0,154,0,13,0,16,179,11,0,194,0,0,0,0,0,211,56,46,0,107,524,71,0,593,13,4,0,19,9,726,42,32,0,75,115,47,0,160,16,12,0,34,5,275,58,96,0,152,61,143,0,207,16,62,0,79,24,470,161,200,0,365,968,281,9,1254,302,83,0,387,36,2038
208011170,35,0,0,35,0,35,0,5,0,5,0,0,0,0,20,0,0,20,0,19,0,0,0,4,17,0,0,15,12,0,0,12,0,30,3,0,0,8,25,0,0,26,0,0,0,0,0,30,13,17,0,33,115,11,0,133,9,3,0,10,0,175,10,12,0,29,40,21,0,62,7,0,0,8,0,98,19,40,0,59,33,64,0,103,4,25,0,33,12,195,46,78,0,128,237,98,3,337,95,35,0,132,12,603
208011171,23,0,0,23,0,23,0,0,0,0,0,0,0,0,39,0,0,39,0,37,0,5,0,3,28,4,0,25,28,0,0,28,0,56,4,14,0,15,34,0,0,35,0,0,0,0,0,54,24,62,0,90,183,34,0,216,6,5,0,11,4,323,15,36,0,51,42,30,0,70,12,0,0,11,3,138,18,84,0,107,27,71,0,101,8,19,0,27,21,253,70,193,0,262,309,147,0,457,134,24,0,159,29,902
208011172,45,0,0,45,0,47,0,0,0,0,0,0,0,0,57,0,0,57,0,55,4,0,0,5,20,4,0,22,27,0,0,27,0,60,3,6,0,3,61,6,0,73,0,0,0,0,0,79,34,18,0,53,234,25,0,263,3,4,0,5,3,320,14,13,0,23,25,26,0,52,5,0,0,8,0,85,20,42,0,58,26,48,0,71,3,24,3,26,10,164,68,77,0,142,373,109,0,483,168,28,3,197,9,835
208011173,60,0,0,60,0,59,0,0,0,0,0,0,0,0,75,0,0,75,0,75,3,3,0,7,33,0,0,29,34,0,0,34,0,70,0,7,0,9,76,3,0,79,0,0,0,0,0,88,28,27,0,49,235,26,0,264,5,6,0,14,4,329,10,28,0,35,33,35,0,67,3,9,0,15,0,114,25,60,0,88,34,78,0,112,4,32,3,45,4,249,65,125,0,193,403,148,0,551,217,50,3,272,10,1020
208021174,65,0,0,65,0,71,0,0,0,4,0,0,0,0,72,0,0,72,0,74,3,8,0,8,46,4,0,46,35,0,0,35,0,88,4,10,0,9,69,10,0,78,3,0,0,3,0,93,33,37,0,73,245,30,0,284,3,6,0,11,5,369,25,22,0,49,44,35,0,76,4,11,0,20,0,144,23,80,0,111,36,71,0,107,6,38,0,48,5,280,102,157,0,263,447,150,3,599,220,61,0,278,10,1147
208021176,17,0,0,17,0,17,3,5,0,3,0,0,0,0,43,0,0,43,0,44,0,4,0,6,23,0,0,23,15,0,0,15,0,50,6,7,0,8,65,4,0,70,0,0,0,0,0,77,40,18,0,58,207,37,0,244,15,11,0,20,0,326,15,18,0,34,76,25,0,97,12,7,0,12,0,146,23,64,0,87,39,38,0,80,13,25,0,39,4,207,89,106,0,193,407,105,0,518,132,41,0,169,4,884
208021177,18,0,0,18,0,18,0,0,0,0,0,0,0,0,22,0,0,22,0,26,0,4,0,0,42,0,0,38,15,0,0,17,0,58,0,0,0,5,61,3,0,61,0,0,0,0,0,69,28,24,0,56,346,60,0,406,12,11,0,21,0,479,28,27,0,52,115,40,0,151,15,10,0,17,0,225,43,91,0,130,131,135,5,269,18,43,0,55,7,470,102,147,0,248,695,237,7,932,118,58,0,178,16,1374
208021178,28,0,0,28,0,28,0,0,0,0,0,0,0,0,21,0,0,21,0,21,3,5,0,7,22,0,0,22,9,0,0,9,0,39,0,3,0,3,35,6,0,33,0,0,0,0,0,40,28,24,0,46,170,24,0,198,6,5,0,14,0,258,19,22,0,39,56,32,0,86,10,8,0,13,0,143,27,80,0,108,48,114,0,157,16,38,0,58,6,329,75,131,0,207,325,177,0,496,110,49,0,154,11,868
208021179,64,0,0,64,0,62,0,0,0,4,0,0,0,0,73,0,0,73,0,73,0,0,0,5,49,4,0,52,40,0,0,41,0,89,4,5,0,13,65,4,0,71,0,0,0,3,0,81,28,34,0,63,287,32,0,319,10,12,0,19,0,404,22,30,0,55,72,29,0,99,14,5,0,21,0,176,35,53,0,83,31,70,0,96,5,26,0,33,8,222,95,120,0,215,498,141,0,636,242,46,0,286,13,1153
208021180,13,0,0,13,0,14,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,3,0,0,3,8,0,0,8,0,15,0,0,0,0,16,0,0,16,0,0,0,0,0,16,6,5,0,12,45,5,0,48,4,0,0,5,0,70,0,4,0,4,13,8,0,20,3,0,0,3,0,30,5,19,0,25,9,20,0,23,4,8,0,10,3,65,16,37,0,50,79,34,0,110,67,8,0,81,9,246
208021181,3,0,0,3,0,3,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,4,0,8,9,0,0,7,5,0,0,5,0,20,0,4,0,9,16,0,0,16,0,0,0,0,0,23,16,12,0,23,72,9,0,78,6,0,0,7,0,109,9,10,0,20,11,11,0,23,3,0,0,6,0,44,8,22,0,24,11,15,0,27,6,12,0,15,0,67,31,46,0,77,122,37,0,154,47,8,0,59,0,290
208021182,54,0,0,54,0,54,0,0,0,0,0,0,0,0,43,0,0,43,0,43,0,0,0,0,26,4,0,28,24,0,0,27,0,57,5,0,0,7,37,0,0,38,0,0,0,0,0,43,19,19,0,38,120,16,0,142,0,0,0,4,0,182,12,11,0,21,27,16,0,45,6,0,0,9,0,66,12,31,0,43,13,34,0,51,5,13,0,19,3,121,46,57,0,105,229,76,0,307,183,19,0,203,3,618
208021426,42,0,0,42,0,47,0,0,0,0,0,0,0,0,43,0,0,43,0,43,3,4,0,8,25,0,0,25,20,0,0,20,0,51,3,4,0,5,54,0,0,60,0,0,0,0,0,66,19,30,0,50,190,25,0,217,0,3,0,7,0,272,7,17,0,27,44,37,0,78,8,5,0,15,0,115,21,54,0,72,20,88,0,111,12,31,0,39,0,225,55,106,0,162,332,156,0,482,157,36,0,200,8,850
208021427,11,0,0,11,0,13,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,3,0,0,3,6,0,0,6,0,16,3,0,0,4,6,0,0,6,0,0,0,0,0,11,12,10,0,17,75,10,0,86,4,0,0,4,0,109,4,14,0,14,11,11,0,24,0,5,0,5,0,48,10,27,0,31,18,20,0,41,0,21,0,20,4,97,24,49,0,74,119,39,0,159,41,27,0,61,4,306
208031183,13,0,0,13,0,19,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,7,0,0,7,7,0,0,7,0,17,4,4,0,9,15,0,0,17,0,0,0,4,0,26,5,15,0,19,24,6,0,33,3,0,0,5,0,49,0,5,0,6,3,7,0,11,0,0,0,0,0,17,3,20,0,20,8,12,0,21,3,11,0,14,6,61,13,42,0,53,62,28,0,89,59,16,0,76,6,221
208031184,28,0,0,28,0,32,0,5,0,4,0,0,0,0,40,0,0,40,0,45,6,8,0,12,22,3,0,21,17,0,0,17,0,58,7,27,0,30,51,5,0,54,0,0,0,0,0,91,40,80,0,122,187,37,0,224,19,9,0,32,5,383,34,44,0,76,53,40,0,87,16,14,0,29,0,203,36,138,0,168,26,79,0,107,26,45,0,78,28,382,121,307,0,426,337,166,0,495,179,75,3,257,34,1211
208031185,23,0,0,23,0,23,4,0,0,5,0,0,0,0,54,0,0,54,0,56,0,0,0,6,24,0,0,25,17,0,0,17,0,48,6,8,0,4,22,0,0,23,0,0,0,0,0,31,9,17,0,22,62,3,0,68,0,0,0,5,0,99,3,12,0,15,11,9,0,14,0,0,0,0,0,30,0,32,0,30,17,15,0,30,11,8,0,16,8,84,18,66,0,84,128,31,0,160,116,11,0,125,13,381
208031186,15,0,0,15,0,15,0,0,0,0,0,0,0,0,33,0,0,33,0,33,0,4,0,9,5,0,0,5,6,0,0,6,0,24,4,6,0,10,12,0,0,11,0,0,0,0,0,23,9,15,0,21,58,6,0,60,0,0,0,3,0,86,5,10,0,16,19,5,0,30,8,0,0,3,0,51,12,55,0,61,16,37,0,51,4,18,0,20,4,148,35,86,0,116,110,48,0,160,72,24,0,91,3,377
208031187,41,0,0,41,0,41,0,0,0,4,0,0,0,0,37,0,0,37,0,37,0,0,0,3,19,0,0,19,14,0,0,14,0,42,0,7,0,7,9,0,0,12,0,0,0,0,0,24,7,18,0,24,48,3,0,53,3,0,0,3,0,86,5,10,0,10,8,9,0,12,5,3,0,4,0,31,5,34,0,38,11,9,0,19,0,5,0,9,3,73,26,65,0,85,90,30,0,117,143,9,0,152,3,363
208031188,207,0,0,207,0,211,5,0,0,5,0,0,0,0,228,0,0,228,0,230,11,13,0,19,126,4,0,130,110,0,0,110,0,258,21,23,0,36,235,19,0,256,3,0,0,5,0,305,83,97,0,173,739,122,6,859,27,10,0,37,7,1077,36,67,0,104,134,72,0,209,15,16,0,34,4,351,59,174,0,232,79,128,0,210,26,66,0,88,16,549,212,365,0,581,1320,346,0,1669,718,96,0,816,21,3085
208031189,21,0,0,21,0,21,0,0,0,0,0,0,0,0,12,0,0,12,0,18,0,3,0,3,8,0,0,8,12,0,0,12,0,30,3,0,0,9,18,0,0,18,0,0,0,0,0,26,8,13,0,26,72,10,0,80,0,0,0,0,0,102,3,5,0,10,7,9,0,15,0,3,0,3,0,32,7,25,0,30,13,27,0,39,0,11,0,14,6,89,26,50,0,80,121,44,0,165,65,16,0,80,6,332
208031190,70,0,0,70,0,70,0,0,0,0,0,0,0,0,107,0,0,107,0,107,3,4,0,12,47,0,0,49,58,0,0,58,0,116,10,4,0,16,98,3,0,99,0,0,0,0,0,115,27,32,0,58,266,45,0,307,7,8,0,15,0,383,18,20,0,39,34,27,0,60,4,3,0,4,0,105,9,75,0,89,30,75,0,106,3,29,0,28,3,227,72,145,0,218,469,150,3,622,283,32,0,323,8,1167
208031191,82,0,0,82,0,88,0,4,0,12,0,0,0,0,71,0,0,71,0,86,7,15,0,27,59,0,0,67,43,5,0,51,0,139,20,32,0,44,115,7,0,114,0,0,0,3,0,170,63,139,0,203,398,103,0,501,15,14,0,31,9,741,43,90,0,133,116,96,0,210,19,24,0,41,4,392,74,218,0,286,90,207,0,296,28,80,0,109,24,716,199,501,5,704,778,411,4,1188,300,123,0,425,36,2359
208031192,36,0,0,36,0,36,0,0,0,0,0,0,0,0,29,0,0,29,0,34,0,6,0,6,24,4,0,25,14,0,0,14,0,46,4,0,0,3,54,3,0,58,0,0,0,0,0,69,17,18,0,36,142,23,0,169,3,3,0,3,0,204,5,11,0,14,31,13,0,44,0,6,0,8,0,62,4,25,0,36,14,28,0,41,0,14,0,14,4,90,31,58,0,90,262,76,0,339,101,20,0,126,0,555
208031193,58,0,0,58,0,58,0,4,0,5,0,0,0,0,98,0,0,98,0,100,0,10,0,10,34,0,0,39,48,0,0,48,3,99,7,13,0,20,49,8,0,57,0,0,0,0,0,80,43,40,0,87,179,38,0,219,12,10,0,18,0,327,33,34,0,67,49,30,0,77,19,10,0,25,0,169,31,83,0,116,36,78,0,110,18,32,0,49,16,294,113,191,0,308,353,157,0,508,278,50,0,329,15,1161
208041194,29,0,0,29,0,29,0,0,0,4,0,0,0,0,39,0,0,39,0,40,3,6,0,10,41,0,0,41,24,0,0,24,0,64,6,3,0,13,101,8,0,107,0,0,0,5,0,127,54,45,0,105,479,101,0,583,15,7,0,21,0,711,25,28,0,56,111,76,0,182,11,17,0,31,0,274,40,151,0,190,86,217,3,307,14,60,0,71,11,579,128,232,0,366,808,406,3,1218,155,95,0,245,14,1848
208041195,197,0,0,197,0,196,4,0,0,4,0,0,0,0,195,0,0,195,0,204,5,3,0,14,163,6,0,168,93,0,0,99,0,281,18,8,0,23,331,20,0,360,3,0,0,9,0,385,107,63,0,171,1456,182,0,1646,35,19,0,56,5,1879,68,68,0,134,229,112,0,340,25,23,0,50,3,525,65,155,0,222,103,157,0,262,18,51,0,73,11,566,273,294,0,571,2288,476,0,2771,674,104,0,779,16,4132
