stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6750241P03S04,Y25H6750241,Y25H6750241P03,4,Saturday,Transport Feature,On-Street Feature,Whitehorse (C),16,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Whitehorse (C),No,Yes,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,16,971,980,N/A - Did not depart,N/A - Did not depart,9,0.68727,Home/Last Trip of Day,GPS Only,Y25H6750241P03T04,1521.3614015,981.057160449,1901.913962655,1439.789538018,1596.579269849,1587.584790881,1563.008377795,1504.950947767,0.0,1753.681102272,1824.652597882,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P04S01,Y25H6750241,Y25H6750241P04,1,Saturday,Accommodation,Survey Home,Whitehorse (C),8,At Home,Go home,Accommodation,Someone Elses Home,Greater Geelong (C),No,Yes,Yes,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,Car Passenger,Vehicle Passenger,Not applicable,4,No,10,531,601,14,840,70,93.77923,239,Both,Y25H6750241P04T01,1789.840100601,1336.334788741,2465.84131137,1656.808086712,1617.366712142,1895.856193803,1810.552040076,1818.291727565,0.0,2249.427648859,2042.358463639,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P04S02,Y25H6750241,Y25H6750241P04,2,Saturday,Accommodation,Someone Elses Home,Greater Geelong (C),14,Social,Visited someone,Accommodation,Survey Home,Whitehorse (C),No,Yes,Yes,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,15,840,916,15,953,76,93.77923,37,Both,Y25H6750241P04T02,1789.840100601,1336.334788741,2465.84131137,1656.808086712,1617.366712142,1895.856193803,1810.552040076,1818.291727565,0.0,2249.427648859,2042.358463639,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P04S03,Y25H6750241,Y25H6750241P04,3,Saturday,Accommodation,Survey Home,Whitehorse (C),15,At Home,Go home,Transport Feature,On-Street Feature,Whitehorse (C),No,Yes,Yes,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,16,953,971,16,971,18,0.68727,0,Both,Y25H6750241P04T03,1789.840100601,1336.334788741,2465.84131137,1656.808086712,1617.366712142,1895.856193803,1810.552040076,1818.291727565,0.0,2249.427648859,2042.358463639,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P04S04,Y25H6750241,Y25H6750241P04,4,Saturday,Transport Feature,On-Street Feature,Whitehorse (C),16,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Whitehorse (C),No,Yes,Yes,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,16,971,980,N/A - Did not depart,N/A - Did not depart,9,0.68727,Home/Last Trip of Day,GPS Only,Y25H6750241P04T04,1789.840100601,1336.334788741,2465.84131137,1656.808086712,1617.366712142,1895.856193803,1810.552040076,1818.291727565,0.0,2249.427648859,2042.358463639,MELB - Middle,Greater Melbourne,Weekend
Y25H6750502P01S01,Y25H6750502,Y25H6750502P01,1,Tuesday,Accommodation,Survey Home,Wyndham (C),5,At Home,Go home,Place of work,My Workplace,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,No,6,330,370,18,1098,40,53.02775,728,Travel day form only,Y25H6750502P01T01,1577.556313773,0.0,2651.21829494,2140.540330253,1526.839848027,2321.848070403,2128.979789121,1867.856073882,2000.424727875,1844.846825052,2449.795414987,MELB - Outer,Greater Melbourne,Weekday
Y25H6750502P01S02,Y25H6750502,Y25H6750502P01,2,Tuesday,Place of work,My Workplace,Whitehorse (C),18,Work Related,Own Workplace,Entertainment venue,Restaurant or Cafe,Yarra (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Ate or drank,Ute Driver,Vehicle Driver,Not applicable,1,No,18,1098,1129,20,1226,31,21.23234,97,GPS Only,Y25H6750502P01T02,1577.556313773,0.0,2651.21829494,2140.540330253,1526.839848027,2321.848070403,2128.979789121,1867.856073882,2000.424727875,1844.846825052,2449.795414987,MELB - Outer,Greater Melbourne,Weekday
Y25H6750502P01S03,Y25H6750502,Y25H6750502P01,3,Tuesday,Entertainment venue,Restaurant or Cafe,Yarra (C),20,Social,Ate or drank,Place of work,My Workplace,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,No,21,1226,1261,N/A - Did not depart,N/A - Did not depart,35,21.23234,Home/Last Trip of Day,Travel day form only,Y25H6750502P01T03,1577.556313773,0.0,2651.21829494,2140.540330253,1526.839848027,2321.848070403,2128.979789121,1867.856073882,2000.424727875,1844.846825052,2449.795414987,MELB - Outer,Greater Melbourne,Weekday
Y25H6750505P01S01,Y25H6750505,Y25H6750505P01,1,Friday,Accommodation,Survey Home,Wyndham (C),9,At Home,Go home,Retail venue,Petrol Station,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,4WD Driver,Vehicle Driver,Not applicable,1,No,9,540,545,9,550,5,1.38366,5,Travel day form only,Y25H6750505P01T01,1188.822180614,0.0,1383.38023614,1288.324649217,1122.01713811,1477.724402373,1316.33068519,1481.224373423,1212.008221682,1093.091082498,1255.801154305,MELB - Outer,Greater Melbourne,Weekday
Y25H6750505P01S02,Y25H6750505,Y25H6750505P01,2,Friday,Retail venue,Petrol Station,Wyndham (C),9,Buy Something,Bought something,Entertainment venue,Arcade and amusement centre,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Volunteer/Community activity,4WD Driver,Vehicle Driver,Not applicable,1,No,9,550,565,15,900,15,8.53911,335,Travel day form only,Y25H6750505P01T02,1188.822180614,0.0,1383.38023614,1288.324649217,1122.01713811,1477.724402373,1316.33068519,1481.224373423,1212.008221682,1093.091082498,1255.801154305,MELB - Outer,Greater Melbourne,Weekday
Y25H6750505P01S03,Y25H6750505,Y25H6750505P01,3,Friday,Entertainment venue,Arcade and amusement centre,Wyndham (C),15,Personal Business,Volunteer/Community activity,Accommodation,Survey Home,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,No,15,900,915,N/A - Did not depart,N/A - Did not depart,15,7.65689,Home/Last Trip of Day,Travel day form only,Y25H6750505P01T03,1188.822180614,0.0,1383.38023614,1288.324649217,1122.01713811,1477.724402373,1316.33068519,1481.224373423,1212.008221682,1093.091082498,1255.801154305,MELB - Outer,Greater Melbourne,Weekday
Y25H6750505P02S01,Y25H6750505,Y25H6750505P02,1,Friday,Accommodation,Survey Home,Wyndham (C),6,At Home,Go home,Place of work,My Workplace,Hobsons Bay (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,No,6,360,380,15,900,20,15.96675,520,Travel day form only,Y25H6750505P02T01,1471.382874821,0.0,1997.932242092,1466.735703281,1397.29647014,2008.737458809,1697.007084226,1542.971071502,1586.327341715,1376.009009143,1670.810980074,MELB - Outer,Greater Melbourne,Weekday
Y25H6750505P02S02,Y25H6750505,Y25H6750505P02,2,Friday,Place of work,My Workplace,Hobsons Bay (C),15,Work Related,Own Workplace,Accommodation,Survey Home,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Ute Driver,Vehicle Driver,Not applicable,1,No,15,900,925,N/A - Did not depart,N/A - Did not depart,25,15.96675,Home/Last Trip of Day,Travel day form only,Y25H6750505P02T02,1471.382874821,0.0,1997.932242092,1466.735703281,1397.29647014,2008.737458809,1697.007084226,1542.971071502,1586.327341715,1376.009009143,1670.810980074,MELB - Outer,Greater Melbourne,Weekday
Y25H6750509P01S01,Y25H6750509,Y25H6750509P01,1,Tuesday,Accommodation,Survey Home,Wyndham (C),10,At Home,Go home,Entertainment venue,Restaurant or Cafe,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Employers Business,4WD Driver,Vehicle Driver,Not applicable,1,No,10,600,604,11,690,4,0.65334,86,Travel day form only,Y25H6750509P01T01,673.896327269,0.0,905.877449247,692.266877664,614.124464266,920.931545505,826.910737221,700.110421407,820.985714276,660.224532412,774.20257438,MELB - Outer,Greater Melbourne,Weekday
Y25H6750509P01S02,Y25H6750509,Y25H6750509P01,2,Tuesday,Entertainment venue,Restaurant or Cafe,Wyndham (C),11,Work Related,Employers Business,Accommodation,Survey Home,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,No,11,690,694,N/A - Did not depart,N/A - Did not depart,4,0.65334,Home/Last Trip of Day,Travel day form only,Y25H6750509P01T02,673.896327269,0.0,905.877449247,692.266877664,614.124464266,920.931545505,826.910737221,700.110421407,820.985714276,660.224532412,774.20257438,MELB - Outer,Greater Melbourne,Weekday
Y25H6750509P02S01,Y25H6750509,Y25H6750509P02,1,Tuesday,Accommodation,Survey Home,Wyndham (C),7,At Home,Go home,Place of work,My Workplace,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Car Driver,Vehicle Driver,Not applicable,1,No,7,460,468,16,992,8,2.9369,524,Travel day form only,Y25H6750509P02T01,526.579448308,0.0,701.360229596,533.847873583,490.699437579,717.14003669,645.86145541,562.534245358,620.172347787,519.948040235,617.737012398,MELB - Outer,Greater Melbourne,Weekday
Y25H6750509P02S02,Y25H6750509,Y25H6750509P02,2,Tuesday,Place of work,My Workplace,Wyndham (C),16,Work Related,Own Workplace,Accommodation,Survey Home,Wyndham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,16,992,1002,N/A - Did not depart,N/A - Did not depart,10,2.93695,Home/Last Trip of Day,Travel day form only,Y25H6750509P02T02,526.579448308,0.0,701.360229596,533.847873583,490.699437579,717.14003669,645.86145541,562.534245358,620.172347787,519.948040235,617.737012398,MELB - Outer,Greater Melbourne,Weekday
Y25H6750512P01S01,Y25H6750512,Y25H6750512P01,1,Friday,Accommodation,Survey Home,Wyndham (C),8,At Home,Go home,Place of education,Secondary School,Wyndham (C),No,Not applicable,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Car Driver,Vehicle Driver,Not applicable,2,No,8,510,525,13,790,15,2.43351,265,Travel day form only,Y25H6750512P01T01,737.815525605,0.0,861.097092333,812.652501989,764.304937863,919.885388891,1334.960421111,833.666969618,816.207354603,676.001798587,790.394671493,MELB - Outer,Greater Melbourne,Weekday
Y25H6750512P01S02,Y25H6750512,Y25H6750512P01,2,Friday,Place of education,Secondary School,Wyndham (C),13,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Wyndham (C),No,Not applicable,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,2,No,13,790,795,N/A - Did not depart,N/A - Did not depart,5,2.43351,Home/Last Trip of Day,Travel day form only,Y25H6750512P01T02,737.815525605,0.0,861.097092333,812.652501989,764.304937863,919.885388891,1334.960421111,833.666969618,816.207354603,676.001798587,790.394671493,MELB - Outer,Greater Melbourne,Weekday
Y25H6750512P03S01,Y25H6750512,Y25H6750512P03,1,Friday,Accommodation,Survey Home,Wyndham (C),8,At Home,Go home,Place of education,Secondary School,Wyndham (C),No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Car Passenger,Vehicle Passenger,Not applicable,2,No,8,510,525,13,790,15,2.43351,265,Travel day form only,Y25H6750512P03T01,966.600942927,0.0,1102.546324184,1091.104179282,862.774652233,1405.867365233,965.341872947,1169.619467267,878.609657389,861.978898173,1197.775127903,MELB - Outer,Greater Melbourne,Weekday
Y25H6750512P03S02,Y25H6750512,Y25H6750512P03,2,Friday,Place of education,Secondary School,Wyndham (C),13,Education,At school,Accommodation,Survey Home,Wyndham (C),No,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,2,No,13,790,795,N/A - Did not depart,N/A - Did not depart,5,2.43351,Home/Last Trip of Day,Travel day form only,Y25H6750512P03T02,966.600942927,0.0,1102.546324184,1091.104179282,862.774652233,1405.867365233,965.341872947,1169.619467267,878.609657389,861.978898173,1197.775127903,MELB - Outer,Greater Melbourne,Weekday
