hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6530210,Y25H6530210P01,Y25H6530210P01JTW0775,Weekday,FROM_HOME,Y25H6530210P01S01,245,Casey (C),TO_WORK,Y25H6530210P01S01,270.0,Manningham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,35.70561,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,35.70561,25.0,1282.023128842,MELB - Outer,Greater Melbourne
Y25H6530211,Y25H6530211P01,Y25H6530211P01JTW0776,Weekday,FROM_HOME,Y25H6530211P01S01,405,Casey (C),TO_WORK,Y25H6530211P01S01,510.0,Merri-bek (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,405.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,51.06458,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,Vehicle Driver,105,51.06458,105.0,752.538358203,MELB - Outer,Greater Melbourne
Y25H6530211,Y25H6530211P02,Y25H6530211P02JTW0777,Weekday,FROM_HOME,Y25H6530211P02S01,495,Casey (C),TO_WORK,Y25H6530211P02S02,525.0,Greater Dandenong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,495.0,511.0,,,,,,,,,,,,,,510.0,525.0,,,,,,,,,,,,,,7.82057,8.93711,,,,,,,,,,,,,,15.0,14.0,,,,,,,,,,,,,,Vehicle Driver,29,16.75768,30.0,715.229376501,MELB - Outer,Greater Melbourne
Y25H6530217,Y25H6530217P01,Y25H6530217P01JTW0778,Weekday,FROM_HOME,Y25H6530217P01S01,398,Casey (C),TO_WORK,Y25H6530217P01S01,422.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,,,20.13506,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,Vehicle Driver,24,20.13506,24.0,840.913043962,MELB - Outer,Greater Melbourne
Y25H6530218,Y25H6530218P02,Y25H6530218P02JTW0779,Weekday,FROM_HOME,Y25H6530218P02S01,540,Casey (C),TO_WORK,Y25H6530218P02S01,560.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,6.80916,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,6.80916,20.0,2154.22322715,MELB - Outer,Greater Melbourne
Y25H6530218,Y25H6530218P03,Y25H6530218P03JTW0780,Weekday,FROM_HOME,Y25H6530218P03S05,1080,Casey (C),TO_WORK,Y25H6530218P03S05,1110.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1080.0,,,,,,,,,,,,,,,1110.0,,,,,,,,,,,,,,,11.30257,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,11.30257,30.0,1385.31806077,MELB - Outer,Greater Melbourne
Y25H6530218,Y25H6530218P04,Y25H6530218P04JTW0781,Weekday,FROM_HOME,Y25H6530218P04S01,450,Casey (C),TO_WORK,Y25H6530218P04S01,475.0,Yarra Ranges (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,16.86872,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,16.86872,25.0,1088.64197396,MELB - Outer,Greater Melbourne
Y25H6530226,Y25H6530226P02,Y25H6530226P02JTW0782,Weekday,FROM_HOME,Y25H6530226P02S01,320,Monash (C),TO_WORK,Y25H6530226P02S07,440.0,Greater Dandenong (C),Walking,Public Bus,Walking,Train,Walking,Public Bus,Walking,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,320.0,360.0,375.0,383.0,408.0,418.0,428.0,,,,,,,,,350.0,375.0,376.0,408.0,410.0,428.0,440.0,,,,,,,,,0.89885,3.79214,0.12289,17.41772,0.1016,4.07974,0.79902,,,,,,,,,30.0,15.0,1.0,25.0,2.0,10.0,12.0,,,,,,,,,Train,95,27.21196,120.0,1300.324490238,MELB - Middle,Greater Melbourne
Y25H6530233,Y25H6530233P01,Y25H6530233P01JTW0783,Weekday,FROM_HOME,Y25H6530233P01S01,600,Monash (C),TO_WORK,Y25H6530233P01S03,646.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,600.0,614.0,642.0,,,,,,,,,,,,,608.0,642.0,646.0,,,,,,,,,,,,,3.57262,14.37188,0.04896,,,,,,,,,,,,,8.0,28.0,4.0,,,,,,,,,,,,,Train,40,17.993460000000002,46.0,1108.367340584,MELB - Middle,Greater Melbourne
Y25H6530234,Y25H6530234P03,Y25H6530234P03JTW0784,Weekend,FROM_HOME,Y25H6530234P03S01,610,Monash (C),TO_WORK,Y25H6530234P03S01,620.0,Stonnington (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,,,3.0639,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,3.0639,10.0,1080.89515854,MELB - Middle,Greater Melbourne
Y25H6530302,Y25H6530302P01,Y25H6530302P01JTW0785,Weekday,FROM_HOME,Y25H6530302P01S01,480,Port Phillip (C),TO_WORK,Y25H6530302P01S01,490.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,4.46869,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,4.46869,10.0,997.61986269,MELB - Inner,Greater Melbourne
Y25H6530317,Y25H6530317P01,Y25H6530317P01JTW0786,Weekday,FROM_HOME,Y25H6530317P01S01,512,Port Phillip (C),TO_WORK,Y25H6530317P01S02,562.0,Melbourne (C),Bicycle,Bicycle,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,512.0,544.0,,,,,,,,,,,,,,525.0,562.0,,,,,,,,,,,,,,3.88991,5.39001,,,,,,,,,,,,,,13.0,18.0,,,,,,,,,,,,,,Bicycle,31,9.27992,50.0,1326.509010983,MELB - Inner,Greater Melbourne
Y25H6530317,Y25H6530317P02,Y25H6530317P02JTW0787,Weekday,FROM_HOME,Y25H6530317P02S01,512,Port Phillip (C),TO_WORK,Y25H6530317P02S05,864.0,Melbourne (C),Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,,,,,,,,,,,Pick-up or Drop-off Someone,Personal Business,Recreational,Buy Something,Work Related,,,,,,,,,,,Place of education,Entertainment venue,Sport and Recreation venue,Retail venue,Place of work,,,,,,,,,,,512.0,551.0,658.0,802.0,853.0,,,,,,,,,,,525.0,553.0,674.0,805.0,864.0,,,,,,,,,,,3.88991,0.33795,2.49491,0.39199,1.90977,,,,,,,,,,,13.0,2.0,16.0,3.0,11.0,,,,,,,,,,,Bicycle,45,9.02453,352.0,1873.725466141,MELB - Inner,Greater Melbourne
Y25H6530323,Y25H6530323P01,Y25H6530323P01JTW0788,Weekday,FROM_HOME,Y25H6530323P01S03,899,Stonnington (C),TO_WORK,Y25H6530323P01S03,943.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,899.0,,,,,,,,,,,,,,,943.0,,,,,,,,,,,,,,,32.81082,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,Vehicle Driver,44,32.81082,44.0,1840.420963328,MELB - Inner,Greater Melbourne
Y25H6530326,Y25H6530326P01,Y25H6530326P01JTW0789,Weekday,FROM_HOME,Y25H6530326P01S01,537,Stonnington (C),TO_WORK,Y25H6530326P01S01,553.0,Stonnington (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,5.20232,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Vehicle Driver,16,5.20232,16.0,1062.663672634,MELB - Inner,Greater Melbourne
Y25H6530337,Y25H6530337P02,Y25H6530337P02JTW0790,Weekday,FROM_HOME,Y25H6530337P02S01,868,Stonnington (C),TO_WORK,Y25H6530337P02S08,1074.0,Melbourne (C),Walking,Walking,Walking,Walking,Train,Walking,Tram,Walking,,,,,,,,Personal Business,Social,Personal Business,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,Personal services,Entertainment venue,Personal services,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,868.0,892.0,968.0,996.0,1011.0,1021.0,1040.0,1054.0,,,,,,,,891.0,900.0,980.0,1011.0,1019.0,1024.0,1054.0,1074.0,,,,,,,,1.47661,0.77219,0.96755,1.36338,4.8126,0.09881,2.15388,0.98961,,,,,,,,23.0,8.0,12.0,15.0,8.0,3.0,14.0,20.0,,,,,,,,Train,103,12.634630000000003,206.0,3186.655209103,MELB - Inner,Greater Melbourne
Y25H6540423,Y25H6540423P01,Y25H6540423P01JTW0791,Weekday,FROM_HOME,Y25H6540423P01S01,360,Darebin (C),TO_WORK,Y25H6540423P01S01,380.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,15.1991,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,15.1991,20.0,593.9045038,MELB - Inner,Greater Melbourne
Y25H6540423,Y25H6540423P02,Y25H6540423P02JTW0792,Weekday,FROM_HOME,Y25H6540423P02S03,495,Darebin (C),TO_WORK,Y25H6540423P02S05,545.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,495.0,500.0,535.0,,,,,,,,,,,,,496.0,534.0,545.0,,,,,,,,,,,,,0.12969,7.02285,0.61763,,,,,,,,,,,,,1.0,34.0,10.0,,,,,,,,,,,,,Tram,45,7.77017,50.0,902.311278761,MELB - Inner,Greater Melbourne
Y25H6540429,Y25H6540429P01,Y25H6540429P01JTW0793,Weekday,FROM_HOME,Y25H6540429P01S01,295,Darebin (C),TO_WORK,Y25H6540429P01S01,318.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,22.01904,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,Vehicle Driver,23,22.01904,23.0,1330.986550963,MELB - Inner,Greater Melbourne
Y25H6540429,Y25H6540429P02,Y25H6540429P02JTW0794,Weekday,FROM_HOME,Y25H6540429P02S01,450,Darebin (C),TO_WORK,Y25H6540429P02S01,480.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,12.34165,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,12.34165,30.0,1689.189654396,MELB - Inner,Greater Melbourne
Y25H6540430,Y25H6540430P01,Y25H6540430P01JTW0795,Weekday,FROM_HOME,Y25H6540430P01S01,458,Darebin (C),TO_WORK,Y25H6540430P01S03,510.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Accommodation,,,,,,,,,,,,,458.0,463.0,500.0,,,,,,,,,,,,,463.0,500.0,510.0,,,,,,,,,,,,,0.27011,8.3796,0.66078,,,,,,,,,,,,,5.0,37.0,10.0,,,,,,,,,,,,,Tram,52,9.31049,52.0,920.870841718,MELB - Inner,Greater Melbourne
Y25H6540430,Y25H6540430P02,Y25H6540430P02JTW0796,Weekday,FROM_HOME,Y25H6540430P02S03,550,Darebin (C),TO_WORK,Y25H6540430P02S03,565.0,Darebin (C),Bicycle,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,2.22729,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Bicycle,15,2.22729,15.0,768.083007464,MELB - Inner,Greater Melbourne
Y25H6540431,Y25H6540431P01,Y25H6540431P01JTW0797,Weekday,FROM_HOME,Y25H6540431P01S01,510,Darebin (C),TO_WORK,Y25H6540431P01S01,525.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,4.7692,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,4.7692,15.0,972.267398979,MELB - Inner,Greater Melbourne
Y25H6540431,Y25H6540431P02,Y25H6540431P02JTW0798,Weekday,FROM_HOME,Y25H6540431P02S01,505,Darebin (C),TO_WORK,Y25H6540431P02S01,535.0,Moonee Valley (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,12.18378,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,12.18378,30.0,844.276869278,MELB - Inner,Greater Melbourne
Y25H6540431,Y25H6540431P03,Y25H6540431P03JTW0799,Weekday,FROM_HOME,Y25H6540431P03S01,465,Darebin (C),TO_WORK,Y25H6540431P03S01,510.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,31.44612,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,31.44612,45.0,1245.17399802,MELB - Inner,Greater Melbourne
Y25H6540432,Y25H6540432P02,Y25H6540432P02JTW0800,Weekday,FROM_HOME,Y25H6540432P02S01,480,Darebin (C),TO_WORK,Y25H6540432P02S01,485.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,1.67809,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Driver,5,1.67809,5.0,414.07009334,MELB - Inner,Greater Melbourne
Y25H6540438,Y25H6540438P01,Y25H6540438P01JTW0801,Weekday,FROM_HOME,Y25H6540438P01S01,509,Darebin (C),TO_WORK,Y25H6540438P01S03,559.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,509.0,511.0,552.0,,,,,,,,,,,,,510.0,552.0,559.0,,,,,,,,,,,,,0.12002,7.54706,0.46741,,,,,,,,,,,,,1.0,41.0,7.0,,,,,,,,,,,,,Tram,49,8.13449,50.0,711.054336622,MELB - Inner,Greater Melbourne
Y25H6540439,Y25H6540439P01,Y25H6540439P01JTW0802,Weekday,FROM_HOME,Y25H6540439P01S01,480,Darebin (C),TO_WORK,Y25H6540439P01S01,520.0,Manningham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,17.74031,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,17.74031,40.0,316.97114193,MELB - Inner,Greater Melbourne
Y25H6540439,Y25H6540439P02,Y25H6540439P02JTW0803,Weekday,FROM_HOME,Y25H6540439P02S01,450,Darebin (C),TO_WORK,Y25H6540439P02S01,480.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,8.49907,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,8.49907,30.0,443.919707289,MELB - Inner,Greater Melbourne
Y25H6540506,Y25H6540506P01,Y25H6540506P01JTW0804,Weekend,FROM_HOME,Y25H6540506P01S03,1162,Wyndham (C),TO_WORK,Y25H6540506P01S03,1166.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Retail venue,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,,,,,1166.0,,,,,,,,,,,,,,,1.41186,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Driver,4,1.41186,4.0,1350.167647239,MELB - Outer,Greater Melbourne
Y25H6540516,Y25H6540516P02,Y25H6540516P02JTW0805,Weekday,FROM_HOME,Y25H6540516P02S01,340,Wyndham (C),TO_WORK,Y25H6540516P02S03,422.0,Melbourne (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,340.0,382.0,417.0,,,,,,,,,,,,,350.0,416.0,422.0,,,,,,,,,,,,,4.98867,27.78965,0.34897,,,,,,,,,,,,,10.0,34.0,5.0,,,,,,,,,,,,,Train,49,33.12729,82.0,652.494222678,MELB - Outer,Greater Melbourne
Y25H6540518,Y25H6540518P01,Y25H6540518P01JTW0806,Weekday,FROM_HOME,Y25H6540518P01S01,465,Wyndham (C),TO_WORK,Y25H6540518P01S01,510.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,18.80332,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,18.80332,45.0,2825.959358937,MELB - Outer,Greater Melbourne
Y25H6540518,Y25H6540518P03,Y25H6540518P03JTW0807,Weekday,FROM_HOME,Y25H6540518P03S01,500,Wyndham (C),TO_WORK,Y25H6540518P03S01,510.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,6.82937,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,6.82937,10.0,3168.858146068,MELB - Outer,Greater Melbourne
Y25H6540520,Y25H6540520P03,Y25H6540520P03JTW0808,Weekend,FROM_HOME,Y25H6540520P03S01,740,Wyndham (C),TO_WORK,Y25H6540520P03S01,770.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,740.0,,,,,,,,,,,,,,,770.0,,,,,,,,,,,,,,,10.71641,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,10.71641,30.0,1281.564645592,MELB - Outer,Greater Melbourne
Y25H6540529,Y25H6540529P01,Y25H6540529P01JTW0809,Weekday,FROM_HOME,Y25H6540529P01S01,467,Wyndham (C),TO_WORK,Y25H6540529P01S02,546.0,Melbourne (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Accommodation,Place of work,,,,,,,,,,,,,,467.0,489.0,,,,,,,,,,,,,,486.0,546.0,,,,,,,,,,,,,,9.47036,29.13491,,,,,,,,,,,,,,19.0,57.0,,,,,,,,,,,,,,Vehicle Driver,76,38.60527,79.0,354.270544415,MELB - Outer,Greater Melbourne
Y25H6540532,Y25H6540532P02,Y25H6540532P02JTW0810,Weekday,FROM_HOME,Y25H6540532P02S01,520,Wyndham (C),TO_WORK,Y25H6540532P02S02,545.0,Wyndham (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,520.0,533.0,,,,,,,,,,,,,,525.0,545.0,,,,,,,,,,,,,,0.91452,6.00568,,,,,,,,,,,,,,5.0,12.0,,,,,,,,,,,,,,Vehicle Driver,17,6.9202,25.0,737.279427185,MELB - Outer,Greater Melbourne
Y25H6541001,Y25H6541001P01,Y25H6541001P01JTW0811,Weekday,FROM_HOME,Y25H6541001P01S01,420,Greater Geelong (C),TO_WORK,Y25H6541001P01S02,472.0,Greater Geelong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,420.0,450.0,,,,,,,,,,,,,,438.0,472.0,,,,,,,,,,,,,,7.53265,10.50167,,,,,,,,,,,,,,18.0,22.0,,,,,,,,,,,,,,Vehicle Driver,40,18.03432,52.0,271.16424401,Geelong SA4,Geelong SA4
Y25H6541001,Y25H6541001P01,Y25H6541001P01JTW0812,Weekday,FROM_HOME,Y25H6541001P01S04,800,Greater Geelong (C),TO_WORK,Y25H6541001P01S04,810.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,810.0,,,,,,,,,,,,,,,2.9978,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,2.9978,10.0,271.16424401,Geelong SA4,Geelong SA4
Y25H6541001,Y25H6541001P02,Y25H6541001P02JTW0813,Weekday,FROM_HOME,Y25H6541001P02S01,300,Greater Geelong (C),TO_WORK,Y25H6541001P02S01,320.0,Surf Coast (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,18.46155,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,18.46155,20.0,490.510952787,Geelong SA4,Geelong SA4
Y25H6541003,Y25H6541003P01,Y25H6541003P01JTW0814,Weekday,FROM_HOME,Y25H6541003P01S01,450,Greater Geelong (C),TO_WORK,Y25H6541003P01S01,480.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,9.78643,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,9.78643,30.0,396.833916007,Geelong SA4,Geelong SA4
Y25H6541008,Y25H6541008P01,Y25H6541008P01JTW0815,Weekday,FROM_HOME,Y25H6541008P01S01,474,Greater Geelong (C),TO_WORK,Y25H6541008P01S02,500.0,Greater Geelong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Accommodation,Place of work,,,,,,,,,,,,,,474.0,483.0,,,,,,,,,,,,,,483.0,500.0,,,,,,,,,,,,,,3.66923,7.27269,,,,,,,,,,,,,,9.0,17.0,,,,,,,,,,,,,,Vehicle Driver,26,10.94192,26.0,155.962727093,Geelong SA4,Geelong SA4
Y25H6541010,Y25H6541010P01,Y25H6541010P01JTW0816,Weekday,FROM_HOME,Y25H6541010P01S01,732,Greater Geelong (C),TO_WORK,Y25H6541010P01S01,754.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,732.0,,,,,,,,,,,,,,,754.0,,,,,,,,,,,,,,,9.54251,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,Vehicle Driver,22,9.54251,22.0,194.15354509,Geelong SA4,Geelong SA4
Y25H6541012,Y25H6541012P01,Y25H6541012P01JTW0817,Weekday,FROM_HOME,Y25H6541012P01S01,336,Greater Geelong (C),TO_WORK,Y25H6541012P01S02,499.0,Greater Geelong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Recreational,Work Related,,,,,,,,,,,,,,Sport and Recreation venue,Place of work,,,,,,,,,,,,,,336.0,491.0,,,,,,,,,,,,,,349.0,499.0,,,,,,,,,,,,,,9.21191,0.82976,,,,,,,,,,,,,,13.0,8.0,,,,,,,,,,,,,,Vehicle Driver,21,10.04167,163.0,415.931034815,Geelong SA4,Geelong SA4
