persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6470122P01,Y25H6470122,1,Monday,50->54,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Employer,Managers,Chief Executives General Managers and Legislators,Retail Trade,Other Store-Based Retailing,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,475.093124688,574.738284714,411.632462114,495.827033219,466.356047139,616.420211992,476.460158597,482.471928256,434.470435453,0.0,786.939578478,MELB - Outer,Greater Melbourne,Weekday
Y25H6470122P02,Y25H6470122,2,Monday,45->49,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Community and Personal Service Workers,Protective Service Workers,Public Administration and Safety,Public Administration and Safety (NEC),At another location,0,"$3,000-$3,499 ($156,000-$181,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1153.204986753,1112.91069203,883.286219982,1102.326344312,1668.508549464,1284.54421883,1154.387403107,1159.581560035,1028.415716975,0.0,2000.884000451,MELB - Outer,Greater Melbourne,Weekday
Y25H6470122P03,Y25H6470122,3,Monday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At another location,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1685.919908733,1843.959323587,1879.10286138,1757.074201485,1731.115486564,1724.391159674,1680.080492324,1713.053553982,1302.267264704,0.0,2422.777068745,MELB - Outer,Greater Melbourne,Weekday
Y25H6470126P01,Y25H6470126,1,Friday,60->64,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,9,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1525.56106596,2884.653182049,1495.597670097,1711.577199337,2055.952746963,1548.729374124,1501.357270651,1514.197663299,1546.0947753,0.0,1423.707104086,MELB - Outer,Greater Melbourne,Weekday
Y25H6470126P02,Y25H6470126,2,Friday,55->59,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,10,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,472.486472516,677.08462986,537.492194158,517.339041725,638.661130282,492.506426864,463.64464776,481.823738263,621.252209781,0.0,371.85045168,MELB - Outer,Greater Melbourne,Weekday
Y25H6470127P01,Y25H6470127,1,Saturday,65->69,Female,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Legal Social and Welfare Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,9,"$500-$649 ($26,000-$33,799)",Yes,No,No,No,Yes,No,No,No,No,Not applicable,No,No,No,409.001835945,417.349251041,371.971215782,308.602204146,406.141910583,334.602852757,409.612551308,396.025959105,478.146657888,0.0,872.028900776,MELB - Outer,Greater Melbourne,Weekend
Y25H6470127P02,Y25H6470127,2,Saturday,65->69,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,3,"$1,000-$1,249 ($52,000-$64,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,357.996589887,317.428090565,317.02049604,278.446751395,362.994058423,275.355633019,360.284679574,347.895857334,478.990896269,0.0,717.739862106,MELB - Outer,Greater Melbourne,Weekend
Y25H6470128P01,Y25H6470128,1,Sunday,60->64,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Accommodation and Food Services,Food and Beverage Services,At Home,2,"$1,250-$1,499 ($65,000-$77,999)",Yes,No,No,No,No,No,Yes,No,No,Not applicable,No,No,No,808.435437081,821.625202696,762.27118848,714.575834945,952.032375668,696.231434628,812.12389945,823.24098238,816.39315772,0.0,1346.144257756,MELB - Outer,Greater Melbourne,Weekend
Y25H6470128P02,Y25H6470128,2,Sunday,55->59,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Other Services,Personal and Other Services,At Home,3,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,670.926461748,787.264166767,708.362537163,683.282366491,722.339807195,795.62689361,668.591183788,693.717708432,572.472957453,0.0,1369.195969959,MELB - Outer,Greater Melbourne,Weekend
Y25H6470128P03,Y25H6470128,3,Sunday,25->29,Male,Unrelated,Green Probationary Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Machinery Operators and Drivers,Storepersons,Wholesale Trade,Other Goods Wholesaling,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,930.330872873,911.952613877,938.039947747,929.401779969,991.463718434,1052.392902665,929.958539373,955.020901489,715.919161369,0.0,2500.929157094,MELB - Outer,Greater Melbourne,Weekend
Y25H6470128P04,Y25H6470128,4,Sunday,20->24,Female,Child,Green Probationary Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Other Store-Based Retailing,At Home,4,"$650-$799 ($33,800-$41,599)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,834.51852496,874.341861882,846.804763704,586.275755202,893.319737685,1020.245932466,840.505282885,863.483115522,611.538960368,0.0,2291.916626684,MELB - Outer,Greater Melbourne,Weekend
Y25H6470132P01,Y25H6470132,1,Thursday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,3,"$3,000-$3,499 ($156,000-$181,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,Yes,363.829553655,536.955228671,409.935847917,446.278273655,426.629663366,405.630330761,357.018553865,356.835663876,481.887031987,0.0,253.16474831,MELB - Outer,Greater Melbourne,Weekday
Y25H6470132P02,Y25H6470132,2,Thursday,15->19,Male,Child,Learners Permit,No,No,No,No,No,No,No,No Study,Unemployed,Unemployed,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,854.282494218,1285.371752449,828.830336453,929.426990047,881.181124534,940.601814525,850.361940689,827.364038863,1248.717646438,0.0,1017.076554684,MELB - Outer,Greater Melbourne,Weekday
Y25H6470132P03,Y25H6470132,3,Thursday,15->19,Male,Child,No Car Licence,No,No,Yes,No,No,No,No,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At another location,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,336.498708734,523.091199897,343.024129113,428.294524355,377.18506787,325.618557734,331.739173284,329.196758659,465.811267813,0.0,318.925690342,MELB - Outer,Greater Melbourne,Weekday
Y25H6470136P01,Y25H6470136,1,Monday,65->69,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,"$400-$499 ($20,800-$25,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,989.611407731,1328.693340031,1021.029232477,1137.877592893,1335.971859072,1046.016951177,996.561621479,1003.985905319,942.113836727,0.0,1041.184018309,MELB - Outer,Greater Melbourne,Weekday
Y25H6470136P02,Y25H6470136,2,Monday,65->69,Male,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$1,250-$1,499 ($65,000-$77,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,866.200290917,1010.57948186,870.194197879,1026.688451897,1194.040394325,860.801566297,876.5500064,881.968793337,943.77727753,0.0,856.966177455,MELB - Outer,Greater Melbourne,Weekday
Y25H6470136P03,Y25H6470136,3,Monday,25->29,Female,Child,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Health Care and Social Assistance,Hospitals,At Home,2,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,723.958136026,976.469764374,772.418654271,740.681663115,986.890506515,770.733954826,730.683755834,737.892501051,758.582373711,0.0,612.481045917,MELB - Outer,Greater Melbourne,Weekday
Y25H6470137P01,Y25H6470137,1,Tuesday,60->64,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Transport Postal and Warehousing,Transport Postal and Warehousing (NEC),At Home,6,"$2,000-$2,999 ($104,000-$155,999)",Yes,No,No,No,Yes,Yes,No,No,No,Not applicable,Yes,No,No,713.892512354,759.864690279,632.281080287,651.04465689,844.752217382,602.548387504,711.391641914,681.474280428,706.408290368,0.0,1217.225603838,MELB - Outer,Greater Melbourne,Weekday
Y25H6470137P02,Y25H6470137,2,Tuesday,55->59,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,2,"$300-$399 ($15,600-$20,799)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,592.464599414,728.086529339,587.56547145,622.533413666,640.942650089,688.569458309,585.662089647,574.255638741,495.349133358,0.0,1238.069680648,MELB - Outer,Greater Melbourne,Weekday
Y25H6470137P03,Y25H6470137,3,Tuesday,20->24,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Arts and Recreation Services,Sports and Recreation Activities,At Home,13,"$500-$649 ($26,000-$33,799)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Concession,No,No,No,736.925299243,808.618705825,702.399144659,534.151421336,792.655637063,882.964357668,736.252724041,714.78649315,529.152146122,0.0,2072.422464225,MELB - Outer,Greater Melbourne,Weekday
Y25H6470137P04,Y25H6470137,4,Tuesday,20->24,Female,Child,Full Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Retail Trade,Food Retailing,At Home,2,"$150-$299 ($7,800-$15,599)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,909.568373961,960.317832407,804.166532532,1101.798832304,861.82173757,881.0096725,906.869088989,884.976309362,761.985040029,0.0,2449.174628824,MELB - Outer,Greater Melbourne,Weekday
Y25H6470141P01,Y25H6470141,1,Saturday,75->79,Male,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,1,"$150-$299 ($7,800-$15,599)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,823.2739645,1007.635741317,831.387963193,831.736471689,1106.305379142,697.161545313,834.289620955,805.032011847,1204.947786981,0.0,834.952795078,MELB - Outer,Greater Melbourne,Weekend
Y25H6470141P02,Y25H6470141,2,Saturday,70->74,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$1-$149 ($1-$7,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,805.003579793,1073.584470726,830.078715828,791.870006718,1176.095961492,802.753001296,816.457534454,790.940336152,1459.887688459,0.0,794.040931449,MELB - Outer,Greater Melbourne,Weekend
Y25H6470142P01,Y25H6470142,1,Sunday,65->69,Male,Self,Full Licence,Yes,Yes,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,"$1,500-$1,749 ($78,000-$90,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,758.400295128,919.39687549,776.419851109,844.605940198,999.138160552,674.246974147,769.092668593,783.455193563,947.378467142,0.0,883.859810886,MELB - Outer,Greater Melbourne,Weekend
Y25H6470142P02,Y25H6470142,2,Sunday,65->69,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$400-$499 ($20,800-$25,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,866.452703324,1208.807943596,911.000517574,936.075761249,1117.902268773,819.322120047,874.391912936,891.843314331,945.708679115,0.0,1073.858844993,MELB - Outer,Greater Melbourne,Weekend
Y25H6470201P01,Y25H6470201,1,Monday,25->29,Male,Self,No Car Licence,No,No,Yes,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Arts and Media Professionals,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),At Home,2,"$1,000-$1,249 ($52,000-$64,999)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1828.784596037,1991.582131227,1817.363545684,2020.778537906,3112.972879979,1747.920235895,1842.897385564,2023.934047865,1760.524730212,1757.925915791,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6470201P02,Y25H6470201,2,Monday,25->29,Female,Spouse,Green Probationary Licence,No,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,Managers,Hospitality Retail and Service Managers,Accommodation and Food Services,Food and Beverage Services,At Home,2,"$1,000-$1,249 ($52,000-$64,999)",No,No,No,No,No,No,No,No,No,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,2404.766013298,2410.63095866,2388.25540976,2639.771415347,2896.672146297,2318.07657277,2410.105861429,3326.956586874,2084.844396923,2482.10890543,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6470203P01,Y25H6470203,1,Wednesday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Technicians and Trades Workers,Electrotechnology and Telecommunications Trades Workers,Construction,Heavy and Civil Engineering Construction,At Home,0,"$1,500-$1,749 ($78,000-$90,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1274.056547621,1261.16430376,1262.381094031,1363.481827846,3223.015310834,1325.538987273,1275.670231883,1636.394420414,1185.679228147,1637.512937566,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6470206P01,Y25H6470206,1,Saturday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Food Trades Workers,Accommodation and Food Services,Food and Beverage Services,At another location,0,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1864.723701466,1785.664906451,1856.35596185,1743.590980333,4505.418659114,1874.039503216,1888.362862007,1988.252508512,2034.70937263,2099.778387139,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6470206P02,Y25H6470206,2,Saturday,35->39,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Arts and Recreation Services,Arts and Recreation Services (NEC),At another location,0,"$650-$799 ($33,800-$41,599)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1854.961940986,1698.308045515,1867.014874571,1669.40014869,4120.32744085,1852.042381242,1876.908690728,1943.62330739,2264.907284672,2289.649185457,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6470206P03,Y25H6470206,3,Saturday,5->9,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At another location,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1993.115169361,1911.26908647,1993.340904868,1975.171266335,5652.685682557,2004.850711611,2024.384731896,2193.24482245,2303.721639756,1882.848943902,0.0,MELB - Middle,Greater Melbourne,Weekend
