hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6560338,Y25H6560338P04,Y25H6560338P04JTE374,Weekday,FROM_HOME,Y25H6560338P04S01,420,Yarra (C),TO_EDUCATION,Y25H6560338P04S01,440.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,6.984,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,6.984,20.0,473.442310808,MELB - Inner,Greater Melbourne
Y25H6560405,Y25H6560405P03,Y25H6560405P03JTE375,Weekday,FROM_HOME,Y25H6560405P03S01,538,Whittlesea (C),TO_EDUCATION,Y25H6560405P03S01,540.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,0.87117,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.87117,2.0,867.660460721,MELB - Outer,Greater Melbourne
Y25H6560412,Y25H6560412P03,Y25H6560412P03JTE376,Weekday,FROM_HOME,Y25H6560412P03S01,495,Whittlesea (C),TO_EDUCATION,Y25H6560412P03S02,507.0,Whittlesea (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,495.0,503.0,,,,,,,,,,,,,,503.0,507.0,,,,,,,,,,,,,,2.22655,1.52325,,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,,,,,Vehicle Passenger,12,3.7498,12.0,655.868472833,MELB - Outer,Greater Melbourne
Y25H6560423,Y25H6560423P04,Y25H6560423P04JTE377,Weekday,FROM_HOME,Y25H6560423P04S01,510,Whittlesea (C),TO_EDUCATION,Y25H6560423P04S01,515.0,Whittlesea (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.42034,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.42034,5.0,1233.834675649,MELB - Outer,Greater Melbourne
Y25H6560423,Y25H6560423P05,Y25H6560423P05JTE378,Weekday,FROM_HOME,Y25H6560423P05S01,510,Whittlesea (C),TO_EDUCATION,Y25H6560423P05S01,515.0,Whittlesea (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.42034,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.42034,5.0,1233.834675649,MELB - Outer,Greater Melbourne
Y25H6560431,Y25H6560431P03,Y25H6560431P03JTE379,Weekday,FROM_HOME,Y25H6560431P03S01,480,Whittlesea (C),TO_EDUCATION,Y25H6560431P03S01,510.0,Nillumbik (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,11.8335,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,11.8335,30.0,1206.603263547,MELB - Outer,Greater Melbourne
Y25H6561015,Y25H6561015P03,Y25H6561015P03JTE380,Weekday,FROM_HOME,Y25H6561015P03S01,520,Surf Coast (S),TO_EDUCATION,Y25H6561015P03S01,525.0,Surf Coast (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.52054,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.52054,5.0,707.115930497,Geelong SA4,Geelong SA4
Y25H6561037,Y25H6561037P03,Y25H6561037P03JTE381,Weekday,FROM_HOME,Y25H6561037P03S01,520,Surf Coast (S),TO_EDUCATION,Y25H6561037P03S01,524.0,Surf Coast (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,1.94625,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.94625,4.0,639.876570743,Geelong SA4,Geelong SA4
Y25H6561037,Y25H6561037P04,Y25H6561037P04JTE382,Weekday,FROM_HOME,Y25H6561037P04S01,520,Surf Coast (S),TO_EDUCATION,Y25H6561037P04S01,524.0,Surf Coast (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,1.94625,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.94625,4.0,655.799740012,Geelong SA4,Geelong SA4
Y25H6561037,Y25H6561037P05,Y25H6561037P05JTE383,Weekday,FROM_HOME,Y25H6561037P05S01,520,Surf Coast (S),TO_EDUCATION,Y25H6561037P05S01,524.0,Surf Coast (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,1.94625,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.94625,4.0,637.514279864,Geelong SA4,Geelong SA4
Y25H6561122,Y25H6561122P03,Y25H6561122P03JTE384,Weekday,FROM_HOME,Y25H6561122P03S01,509,Greater Geelong (C),TO_EDUCATION,Y25H6561122P03S01,518.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,2.74024,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,2.74024,9.0,1781.768792375,Geelong SA4,Geelong SA4
Y25H6561122,Y25H6561122P04,Y25H6561122P04JTE385,Weekday,FROM_HOME,Y25H6561122P04S01,509,Greater Geelong (C),TO_EDUCATION,Y25H6561122P04S01,518.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,2.74024,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,2.74024,9.0,1403.27958671,Geelong SA4,Geelong SA4
Y25H6561122,Y25H6561122P05,Y25H6561122P05JTE386,Weekday,FROM_HOME,Y25H6561122P05S01,509,Greater Geelong (C),TO_EDUCATION,Y25H6561122P05S01,518.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,2.74024,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,2.74024,9.0,1158.953958526,Geelong SA4,Geelong SA4
Y25H6561137,Y25H6561137P03,Y25H6561137P03JTE387,Weekday,FROM_HOME,Y25H6561137P03S01,510,Greater Geelong (C),TO_EDUCATION,Y25H6561137P03S01,520.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,1.68373,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,1.68373,10.0,480.533839632,Geelong SA4,Geelong SA4
Y25H6570116,Y25H6570116P03,Y25H6570116P03JTE388,Weekday,FROM_HOME,Y25H6570116P03S01,510,Mornington Peninsula (S),TO_EDUCATION,Y25H6570116P03S02,545.0,Mornington Peninsula (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,510.0,525.0,,,,,,,,,,,,,,520.0,545.0,,,,,,,,,,,,,,0.91507,18.26845,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,School Bus,30,19.18352,35.0,629.084029101,MELB - Outer,Greater Melbourne
Y25H6570116,Y25H6570116P04,Y25H6570116P04JTE389,Weekday,FROM_HOME,Y25H6570116P04S01,510,Mornington Peninsula (S),TO_EDUCATION,Y25H6570116P04S02,545.0,Mornington Peninsula (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,510.0,525.0,,,,,,,,,,,,,,520.0,545.0,,,,,,,,,,,,,,0.91509,18.26845,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,School Bus,30,19.18354,35.0,629.084029101,MELB - Outer,Greater Melbourne
Y25H6570118,Y25H6570118P02,Y25H6570118P02JTE390,Weekday,FROM_HOME,Y25H6570118P02S01,465,Mornington Peninsula (S),TO_EDUCATION,Y25H6570118P02S01,510.0,Mornington Peninsula (S),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,21.29501,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,School Bus,45,21.29501,45.0,385.997231006,MELB - Outer,Greater Melbourne
Y25H6570129,Y25H6570129P02,Y25H6570129P02JTE391,Weekday,FROM_HOME,Y25H6570129P02S01,510,Mornington Peninsula (S),TO_EDUCATION,Y25H6570129P02S01,525.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,10.61927,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,10.61927,15.0,328.960699817,MELB - Outer,Greater Melbourne
Y25H6570140,Y25H6570140P03,Y25H6570140P03JTE392,Weekday,FROM_HOME,Y25H6570140P03S01,500,Mornington Peninsula (S),TO_EDUCATION,Y25H6570140P03S02,540.0,Mornington Peninsula (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Transport Feature,,,,,,,,,,,,,,500.0,515.0,,,,,,,,,,,,,,510.0,540.0,,,,,,,,,,,,,,0.88615,9.98395,,,,,,,,,,,,,,10.0,25.0,,,,,,,,,,,,,,School Bus,35,10.8701,40.0,2103.326760817,MELB - Outer,Greater Melbourne
Y25H6570140,Y25H6570140P04,Y25H6570140P04JTE393,Weekday,FROM_HOME,Y25H6570140P04S01,510,Mornington Peninsula (S),TO_EDUCATION,Y25H6570140P04S01,525.0,Mornington Peninsula (S),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.02076,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Bicycle,15,2.02076,15.0,1278.761763102,MELB - Outer,Greater Melbourne
Y25H6570532,Y25H6570532P03,Y25H6570532P03JTE394,Weekday,FROM_HOME,Y25H6570532P03S01,510,Hobsons Bay (C),TO_EDUCATION,Y25H6570532P03S01,525.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,4.02686,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,4.02686,15.0,1071.726755835,MELB - Outer,Greater Melbourne
Y25H6570532,Y25H6570532P04,Y25H6570532P04JTE395,Weekday,FROM_HOME,Y25H6570532P04S01,510,Hobsons Bay (C),TO_EDUCATION,Y25H6570532P04S01,525.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,4.02686,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,4.02686,15.0,1008.808455688,MELB - Outer,Greater Melbourne
Y25H6571040,Y25H6571040P03,Y25H6571040P03JTE396,Weekday,FROM_HOME,Y25H6571040P03S01,510,Greater Geelong (C),TO_EDUCATION,Y25H6571040P03S01,520.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,7.65792,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,7.65792,10.0,320.241086322,Geelong SA4,Geelong SA4
Y25H6571125,Y25H6571125P03,Y25H6571125P03JTE397,Weekday,FROM_HOME,Y25H6571125P03S01,525,Greater Geelong (C),TO_EDUCATION,Y25H6571125P03S01,527.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,1.13448,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.13448,2.0,429.069101352,Geelong SA4,Geelong SA4
Y25H6571136,Y25H6571136P02,Y25H6571136P02JTE398,Weekday,FROM_HOME,Y25H6571136P02S01,494,Greater Geelong (C),TO_EDUCATION,Y25H6571136P02S01,500.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,3.03177,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,Vehicle Passenger,6,3.03177,6.0,293.915422531,Geelong SA4,Geelong SA4
Y25H6580203,Y25H6580203P03,Y25H6580203P03JTE399,Weekday,FROM_HOME,Y25H6580203P03S01,480,Manningham (C),TO_EDUCATION,Y25H6580203P03S01,490.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,3.4669,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.4669,10.0,115.121197488,MELB - Outer,Greater Melbourne
Y25H6580205,Y25H6580205P03,Y25H6580205P03JTE400,Weekday,FROM_HOME,Y25H6580205P03S01,510,Manningham (C),TO_EDUCATION,Y25H6580205P03S01,543.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,13.58759,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,Vehicle Passenger,33,13.58759,33.0,128.967583739,MELB - Outer,Greater Melbourne
Y25H6580205,Y25H6580205P04,Y25H6580205P04JTE401,Weekday,FROM_HOME,Y25H6580205P04S01,510,Manningham (C),TO_EDUCATION,Y25H6580205P04S01,543.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,13.58759,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,Vehicle Passenger,33,13.58759,33.0,128.813550608,MELB - Outer,Greater Melbourne
Y25H6580208,Y25H6580208P04,Y25H6580208P04JTE402,Weekday,FROM_HOME,Y25H6580208P04S01,491,Manningham (C),TO_EDUCATION,Y25H6580208P04S01,496.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,3.82789,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,3.82789,5.0,132.63594696,MELB - Outer,Greater Melbourne
Y25H6580208,Y25H6580208P05,Y25H6580208P05JTE403,Weekday,FROM_HOME,Y25H6580208P05S01,491,Manningham (C),TO_EDUCATION,Y25H6580208P05S01,496.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,3.82789,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,3.82789,5.0,132.63594696,MELB - Outer,Greater Melbourne
Y25H6580210,Y25H6580210P03,Y25H6580210P03JTE404,Weekday,FROM_HOME,Y25H6580210P03S01,510,Manningham (C),TO_EDUCATION,Y25H6580210P03S02,520.0,Manningham (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,510.0,515.0,,,,,,,,,,,,,,515.0,520.0,,,,,,,,,,,,,,4.85706,0.24741,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,10,5.10447,10.0,137.785688492,MELB - Outer,Greater Melbourne
Y25H6580210,Y25H6580210P04,Y25H6580210P04JTE405,Weekday,FROM_HOME,Y25H6580210P04S01,510,Manningham (C),TO_EDUCATION,Y25H6580210P04S02,520.0,Manningham (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,510.0,515.0,,,,,,,,,,,,,,515.0,520.0,,,,,,,,,,,,,,4.85706,0.24741,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,10,5.10447,10.0,106.674626768,MELB - Outer,Greater Melbourne
Y25H6580211,Y25H6580211P03,Y25H6580211P03JTE406,Weekday,FROM_HOME,Y25H6580211P03S01,515,Manningham (C),TO_EDUCATION,Y25H6580211P03S01,525.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.14408,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.14408,10.0,125.306196543,MELB - Outer,Greater Melbourne
Y25H6580218,Y25H6580218P03,Y25H6580218P03JTE407,Weekday,FROM_HOME,Y25H6580218P03S03,483,Manningham (C),TO_EDUCATION,Y25H6580218P03S03,515.0,Yarra Ranges (S),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,7.95599,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,School Bus,32,7.95599,32.0,140.724126139,MELB - Outer,Greater Melbourne
Y25H6580218,Y25H6580218P04,Y25H6580218P04JTE408,Weekday,FROM_HOME,Y25H6580218P04S03,483,Manningham (C),TO_EDUCATION,Y25H6580218P04S03,515.0,Yarra Ranges (S),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,7.95599,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,School Bus,32,7.95599,32.0,174.615917073,MELB - Outer,Greater Melbourne
Y25H6580218,Y25H6580218P05,Y25H6580218P05JTE409,Weekday,FROM_HOME,Y25H6580218P05S01,483,Manningham (C),TO_EDUCATION,Y25H6580218P05S01,515.0,Yarra Ranges (S),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,7.95599,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,School Bus,32,7.95599,32.0,183.834390495,MELB - Outer,Greater Melbourne
Y25H6580218,Y25H6580218P06,Y25H6580218P06JTE410,Weekday,FROM_HOME,Y25H6580218P06S01,521,Manningham (C),TO_EDUCATION,Y25H6580218P06S01,525.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.22716,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,2.22716,4.0,186.855996213,MELB - Outer,Greater Melbourne
Y25H6580218,Y25H6580218P07,Y25H6580218P07JTE411,Weekday,FROM_HOME,Y25H6580218P07S01,521,Manningham (C),TO_EDUCATION,Y25H6580218P07S01,525.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.22716,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,2.22716,4.0,166.889433895,MELB - Outer,Greater Melbourne
Y25H6580223,Y25H6580223P03,Y25H6580223P03JTE412,Weekday,FROM_HOME,Y25H6580223P03S01,492,Maroondah (C),TO_EDUCATION,Y25H6580223P03S02,509.0,Maroondah (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,492.0,502.0,,,,,,,,,,,,,,502.0,509.0,,,,,,,,,,,,,,2.92957,0.21243,,,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,Vehicle Passenger,17,3.142,17.0,449.335146303,MELB - Outer,Greater Melbourne
Y25H6580223,Y25H6580223P04,Y25H6580223P04JTE413,Weekday,FROM_HOME,Y25H6580223P04S01,492,Maroondah (C),TO_EDUCATION,Y25H6580223P04S02,509.0,Maroondah (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,492.0,503.0,,,,,,,,,,,,,,502.0,509.0,,,,,,,,,,,,,,2.92957,1.352,,,,,,,,,,,,,,10.0,6.0,,,,,,,,,,,,,,Vehicle Passenger,16,4.28157,17.0,481.494662179,MELB - Outer,Greater Melbourne
Y25H6580223,Y25H6580223P05,Y25H6580223P05JTE414,Weekday,FROM_HOME,Y25H6580223P05S01,492,Maroondah (C),TO_EDUCATION,Y25H6580223P05S02,509.0,Maroondah (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,492.0,503.0,,,,,,,,,,,,,,502.0,509.0,,,,,,,,,,,,,,2.92957,1.352,,,,,,,,,,,,,,10.0,6.0,,,,,,,,,,,,,,Vehicle Passenger,16,4.28157,17.0,348.48506542,MELB - Outer,Greater Melbourne
Y25H6580237,Y25H6580237P03,Y25H6580237P03JTE415,Weekday,FROM_HOME,Y25H6580237P03S01,496,Maroondah (C),TO_EDUCATION,Y25H6580237P03S03,532.0,Yarra Ranges (S),Vehicle Passenger,Vehicle Passenger,Walking,,,,,,,,,,,,,Accompany Someone,Accompany Someone,Education,,,,,,,,,,,,,Place of education,Transport Feature,Place of education,,,,,,,,,,,,,496.0,518.0,527.0,,,,,,,,,,,,,513.0,527.0,532.0,,,,,,,,,,,,,5.00997,9.51017,0.28173,,,,,,,,,,,,,17.0,9.0,5.0,,,,,,,,,,,,,Vehicle Passenger,31,14.80187,36.0,322.133946629,MELB - Outer,Greater Melbourne
Y25H6580339,Y25H6580339P03,Y25H6580339P03JTE416,Weekday,FROM_HOME,Y25H6580339P03S01,510,Yarra (C),TO_EDUCATION,Y25H6580339P03S03,525.0,Yarra (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,510.0,516.0,523.0,,,,,,,,,,,,,511.0,523.0,525.0,,,,,,,,,,,,,0.11292,2.14975,0.32138,,,,,,,,,,,,,1.0,7.0,2.0,,,,,,,,,,,,,Tram,10,2.58405,15.0,2318.097640957,MELB - Inner,Greater Melbourne
Y25H6581008,Y25H6581008P03,Y25H6581008P03JTE417,Weekday,FROM_HOME,Y25H6581008P03S01,508,Greater Geelong (C),TO_EDUCATION,Y25H6581008P03S01,512.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,1.30265,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.30265,4.0,477.140996507,Geelong SA4,Geelong SA4
Y25H6581008,Y25H6581008P04,Y25H6581008P04JTE418,Weekday,FROM_HOME,Y25H6581008P04S01,508,Greater Geelong (C),TO_EDUCATION,Y25H6581008P04S01,512.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,1.30265,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.30265,4.0,367.957454151,Geelong SA4,Geelong SA4
