hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6540529,Y25H6540529P02,Y25H6540529P02JTE329,Weekday,FROM_HOME,Y25H6540529P02S01,467,Wyndham (C),TO_EDUCATION,Y25H6540529P02S02,498.0,Wyndham (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Personal Business,Education,,,,,,,,,,,,,,Accommodation,Place of education,,,,,,,,,,,,,,467.0,495.0,,,,,,,,,,,,,,486.0,498.0,,,,,,,,,,,,,,9.47036,0.59621,,,,,,,,,,,,,,19.0,3.0,,,,,,,,,,,,,,Vehicle Passenger,22,10.06657,31.0,1040.984919973,MELB - Outer,Greater Melbourne
Y25H6540537,Y25H6540537P03,Y25H6540537P03JTE330,Weekday,FROM_HOME,Y25H6540537P03S01,495,Wyndham (C),TO_EDUCATION,Y25H6540537P03S01,500.0,Wyndham (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,0.33085,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.33085,5.0,880.477584146,MELB - Outer,Greater Melbourne
Y25H6540537,Y25H6540537P04,Y25H6540537P04JTE331,Weekday,FROM_HOME,Y25H6540537P04S01,495,Wyndham (C),TO_EDUCATION,Y25H6540537P04S01,500.0,Wyndham (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,0.33085,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.33085,5.0,1103.006660599,MELB - Outer,Greater Melbourne
Y25H6540537,Y25H6540537P05,Y25H6540537P05JTE332,Weekday,FROM_HOME,Y25H6540537P05S01,495,Wyndham (C),TO_EDUCATION,Y25H6540537P05S02,515.0,Wyndham (C),Walking,Walking,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,495.0,510.0,,,,,,,,,,,,,,500.0,515.0,,,,,,,,,,,,,,0.33085,0.37575,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,Walking,10,0.7065999999999999,20.0,1101.816860734,MELB - Outer,Greater Melbourne
Y25H6540540,Y25H6540540P04,Y25H6540540P04JTE333,Weekday,FROM_HOME,Y25H6540540P04S01,490,Wyndham (C),TO_EDUCATION,Y25H6540540P04S01,500.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,4.04013,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,4.04013,10.0,4574.42433712,MELB - Outer,Greater Melbourne
Y25H6540540,Y25H6540540P05,Y25H6540540P05JTE334,Weekday,FROM_HOME,Y25H6540540P05S01,490,Wyndham (C),TO_EDUCATION,Y25H6540540P05S01,500.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,4.04013,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,4.04013,10.0,5722.888194367,MELB - Outer,Greater Melbourne
Y25H6541008,Y25H6541008P02,Y25H6541008P02JTE335,Weekday,FROM_HOME,Y25H6541008P02S01,474,Greater Geelong (C),TO_EDUCATION,Y25H6541008P02S02,523.0,Greater Geelong (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Social,Education,,,,,,,,,,,,,,Accommodation,Place of education,,,,,,,,,,,,,,474.0,520.0,,,,,,,,,,,,,,483.0,523.0,,,,,,,,,,,,,,3.66922,0.36634,,,,,,,,,,,,,,9.0,3.0,,,,,,,,,,,,,,Vehicle Passenger,12,4.03556,49.0,295.024352107,Geelong SA4,Geelong SA4
Y25H6541008,Y25H6541008P03,Y25H6541008P03JTE336,Weekday,FROM_HOME,Y25H6541008P03S01,474,Greater Geelong (C),TO_EDUCATION,Y25H6541008P03S02,523.0,Greater Geelong (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Social,Education,,,,,,,,,,,,,,Accommodation,Place of education,,,,,,,,,,,,,,474.0,520.0,,,,,,,,,,,,,,483.0,523.0,,,,,,,,,,,,,,3.66922,0.36634,,,,,,,,,,,,,,9.0,3.0,,,,,,,,,,,,,,Vehicle Passenger,12,4.03556,49.0,294.805214687,Geelong SA4,Geelong SA4
Y25H6541024,Y25H6541024P03,Y25H6541024P03JTE337,Weekday,FROM_HOME,Y25H6541024P03S01,510,Greater Geelong (C),TO_EDUCATION,Y25H6541024P03S01,520.0,Greater Geelong (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.63226,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Bicycle,10,0.63226,10.0,453.243897449,Geelong SA4,Geelong SA4
Y25H6541024,Y25H6541024P04,Y25H6541024P04JTE338,Weekday,FROM_HOME,Y25H6541024P04S01,515,Greater Geelong (C),TO_EDUCATION,Y25H6541024P04S01,535.0,Greater Geelong (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.63226,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,0.63226,20.0,373.538197831,Geelong SA4,Geelong SA4
Y25H6541038,Y25H6541038P04,Y25H6541038P04JTE339,Weekday,FROM_HOME,Y25H6541038P04S01,405,Greater Geelong (C),TO_EDUCATION,Y25H6541038P04S04,521.0,Melbourne (C),Vehicle Driver,Walking,Train,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,405.0,414.0,422.0,495.0,,,,,,,,,,,,414.0,419.0,495.0,521.0,,,,,,,,,,,,4.3471,0.17254,80.70112,1.82826,,,,,,,,,,,,9.0,5.0,73.0,26.0,,,,,,,,,,,,Train,113,87.04902,116.0,1091.696150564,Geelong SA4,Geelong SA4
Y25H6550104,Y25H6550104P03,Y25H6550104P03JTE340,Weekday,FROM_HOME,Y25H6550104P03S01,500,Casey (C),TO_EDUCATION,Y25H6550104P03S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.26002,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.26002,10.0,991.983946663,MELB - Outer,Greater Melbourne
Y25H6550104,Y25H6550104P04,Y25H6550104P04JTE341,Weekday,FROM_HOME,Y25H6550104P04S01,500,Casey (C),TO_EDUCATION,Y25H6550104P04S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.26002,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.26002,10.0,1395.383656991,MELB - Outer,Greater Melbourne
Y25H6550104,Y25H6550104P05,Y25H6550104P05JTE342,Weekday,FROM_HOME,Y25H6550104P05S01,500,Casey (C),TO_EDUCATION,Y25H6550104P05S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.26002,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.26002,10.0,1459.592019252,MELB - Outer,Greater Melbourne
Y25H6550108,Y25H6550108P03,Y25H6550108P03JTE343,Weekday,FROM_HOME,Y25H6550108P03S01,435,Casey (C),TO_EDUCATION,Y25H6550108P03S02,460.0,Casey (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Social,Education,,,,,,,,,,,,,,Accommodation,Place of education,,,,,,,,,,,,,,435.0,455.0,,,,,,,,,,,,,,450.0,460.0,,,,,,,,,,,,,,2.83133,3.88275,,,,,,,,,,,,,,15.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,20,6.71408,25.0,737.718668827,MELB - Outer,Greater Melbourne
Y25H6550112,Y25H6550112P03,Y25H6550112P03JTE344,Weekday,FROM_HOME,Y25H6550112P03S01,490,Casey (C),TO_EDUCATION,Y25H6550112P03S01,496.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,3.2701,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,Vehicle Passenger,6,3.2701,6.0,541.701675271,MELB - Outer,Greater Melbourne
Y25H6550112,Y25H6550112P04,Y25H6550112P04JTE345,Weekday,FROM_HOME,Y25H6550112P04S01,490,Casey (C),TO_EDUCATION,Y25H6550112P04S02,520.0,Casey (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,490.0,510.0,,,,,,,,,,,,,,496.0,520.0,,,,,,,,,,,,,,3.2701,3.4974,,,,,,,,,,,,,,6.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,16,6.7675,30.0,685.321830283,MELB - Outer,Greater Melbourne
Y25H6550112,Y25H6550112P05,Y25H6550112P05JTE346,Weekday,FROM_HOME,Y25H6550112P05S01,490,Casey (C),TO_EDUCATION,Y25H6550112P05S02,520.0,Casey (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,490.0,510.0,,,,,,,,,,,,,,496.0,520.0,,,,,,,,,,,,,,3.2701,3.4974,,,,,,,,,,,,,,6.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,16,6.7675,30.0,565.680413084,MELB - Outer,Greater Melbourne
Y25H6550112,Y25H6550112P06,Y25H6550112P06JTE347,Weekday,FROM_HOME,Y25H6550112P06S01,490,Casey (C),TO_EDUCATION,Y25H6550112P06S02,520.0,Casey (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,490.0,510.0,,,,,,,,,,,,,,496.0,520.0,,,,,,,,,,,,,,3.2701,3.4974,,,,,,,,,,,,,,6.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,16,6.7675,30.0,701.257920768,MELB - Outer,Greater Melbourne
Y25H6550116,Y25H6550116P03,Y25H6550116P03JTE348,Weekday,FROM_HOME,Y25H6550116P03S01,450,Casey (C),TO_EDUCATION,Y25H6550116P03S02,510.0,Casey (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,450.0,455.0,,,,,,,,,,,,,,451.0,510.0,,,,,,,,,,,,,,0.12459,10.32011,,,,,,,,,,,,,,1.0,55.0,,,,,,,,,,,,,,School Bus,56,10.4447,60.0,745.26820903,MELB - Outer,Greater Melbourne
Y25H6550116,Y25H6550116P04,Y25H6550116P04JTE349,Weekday,FROM_HOME,Y25H6550116P04S01,450,Casey (C),TO_EDUCATION,Y25H6550116P04S02,510.0,Casey (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,450.0,455.0,,,,,,,,,,,,,,451.0,510.0,,,,,,,,,,,,,,0.12455,10.32015,,,,,,,,,,,,,,1.0,55.0,,,,,,,,,,,,,,School Bus,56,10.4447,60.0,780.322385039,MELB - Outer,Greater Melbourne
Y25H6550116,Y25H6550116P05,Y25H6550116P05JTE350,Weekday,FROM_HOME,Y25H6550116P05S01,510,Casey (C),TO_EDUCATION,Y25H6550116P05S01,515.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,1.13421,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.13421,5.0,688.271398514,MELB - Outer,Greater Melbourne
Y25H6550123,Y25H6550123P05,Y25H6550123P05JTE351,Weekday,FROM_HOME,Y25H6550123P05S01,460,Casey (C),TO_EDUCATION,Y25H6550123P05S01,495.0,Monash (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,11.91229,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,School Bus,35,11.91229,35.0,732.583122029,MELB - Outer,Greater Melbourne
Y25H6550123,Y25H6550123P06,Y25H6550123P06JTE352,Weekday,FROM_HOME,Y25H6550123P06S01,430,Casey (C),TO_EDUCATION,Y25H6550123P06S01,510.0,Monash (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,20.90487,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,School Bus,80,20.90487,80.0,813.019864395,MELB - Outer,Greater Melbourne
Y25H6550129,Y25H6550129P04,Y25H6550129P04JTE353,Weekday,FROM_HOME,Y25H6550129P04S01,420,Casey (C),TO_EDUCATION,Y25H6550129P04S03,436.0,Greater Dandenong (C),Walking,School Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,420.0,423.0,435.0,,,,,,,,,,,,,422.0,435.0,436.0,,,,,,,,,,,,,0.17021,10.37166,0.04202,,,,,,,,,,,,,2.0,12.0,1.0,,,,,,,,,,,,,School Bus,15,10.583890000000002,16.0,657.851356391,MELB - Outer,Greater Melbourne
Y25H6550216,Y25H6550216P03,Y25H6550216P03JTE354,Weekday,FROM_HOME,Y25H6550216P03S01,520,Knox (C),TO_EDUCATION,Y25H6550216P03S01,530.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.24625,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,1.24625,10.0,561.848089958,MELB - Middle,Greater Melbourne
Y25H6550216,Y25H6550216P04,Y25H6550216P04JTE355,Weekday,FROM_HOME,Y25H6550216P04S01,520,Knox (C),TO_EDUCATION,Y25H6550216P04S01,530.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.24625,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,1.24625,10.0,434.095261805,MELB - Middle,Greater Melbourne
Y25H6550225,Y25H6550225P03,Y25H6550225P03JTE356,Weekday,FROM_HOME,Y25H6550225P03S01,515,Maroondah (C),TO_EDUCATION,Y25H6550225P03S01,520.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,1.12147,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.12147,5.0,781.472761833,MELB - Outer,Greater Melbourne
Y25H6551038,Y25H6551038P03,Y25H6551038P03JTE357,Weekday,FROM_HOME,Y25H6551038P03S01,497,Queenscliffe (B),TO_EDUCATION,Y25H6551038P03S01,512.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,14.50107,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,14.50107,15.0,254.007835166,Geelong SA4,Geelong SA4
Y25H6551038,Y25H6551038P04,Y25H6551038P04JTE358,Weekday,FROM_HOME,Y25H6551038P04S01,497,Queenscliffe (B),TO_EDUCATION,Y25H6551038P04S01,512.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,14.50107,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,14.50107,15.0,394.347735267,Geelong SA4,Geelong SA4
Y25H6551111,Y25H6551111P02,Y25H6551111P02JTE359,Weekday,FROM_HOME,Y25H6551111P02S01,435,Greater Geelong (C),TO_EDUCATION,Y25H6551111P02S02,525.0,Greater Geelong (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Recreational,Education,,,,,,,,,,,,,,Outdoor feature,Place of education,,,,,,,,,,,,,,435.0,510.0,,,,,,,,,,,,,,450.0,525.0,,,,,,,,,,,,,,-2.0,-2.0,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,Vehicle Passenger,30,-4.0,90.0,579.11335675,Geelong SA4,Geelong SA4
Y25H6551111,Y25H6551111P03,Y25H6551111P03JTE360,Weekday,FROM_HOME,Y25H6551111P03S01,490,Greater Geelong (C),TO_EDUCATION,Y25H6551111P03S01,492.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,0.76184,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.76184,2.0,518.356125267,Geelong SA4,Geelong SA4
Y25H6551111,Y25H6551111P04,Y25H6551111P04JTE361,Weekday,FROM_HOME,Y25H6551111P04S01,490,Greater Geelong (C),TO_EDUCATION,Y25H6551111P04S01,492.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,0.76184,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.76184,2.0,517.13846363,Geelong SA4,Geelong SA4
Y25H6551132,Y25H6551132P03,Y25H6551132P03JTE362,Weekday,FROM_HOME,Y25H6551132P03S03,467,Greater Geelong (C),TO_EDUCATION,Y25H6551132P03S05,494.0,Greater Geelong (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,467.0,475.0,491.0,,,,,,,,,,,,,470.0,491.0,494.0,,,,,,,,,,,,,0.28844,7.62865,0.0691,,,,,,,,,,,,,3.0,16.0,3.0,,,,,,,,,,,,,Public Bus,22,7.98619,27.0,879.049521776,Geelong SA4,Geelong SA4
Y25H6551132,Y25H6551132P04,Y25H6551132P04JTE363,Weekday,FROM_HOME,Y25H6551132P04S01,510,Greater Geelong (C),TO_EDUCATION,Y25H6551132P04S01,521.0,Greater Geelong (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,0.8573,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Walking,11,0.8573,11.0,1560.90168695,Geelong SA4,Geelong SA4
Y25H6551132,Y25H6551132P05,Y25H6551132P05JTE364,Weekday,FROM_HOME,Y25H6551132P05S01,510,Greater Geelong (C),TO_EDUCATION,Y25H6551132P05S01,521.0,Greater Geelong (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,0.8573,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Walking,11,0.8573,11.0,1560.90168695,Geelong SA4,Geelong SA4
Y25H6560305,Y25H6560305P03,Y25H6560305P03JTE365,Weekday,FROM_HOME,Y25H6560305P03S01,510,Darebin (C),TO_EDUCATION,Y25H6560305P03S01,530.0,Darebin (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,2.45693,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Bicycle,20,2.45693,20.0,350.167851355,MELB - Inner,Greater Melbourne
Y25H6560310,Y25H6560310P03,Y25H6560310P03JTE366,Weekday,FROM_HOME,Y25H6560310P03S01,480,Darebin (C),TO_EDUCATION,Y25H6560310P03S01,500.0,Yarra (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,2.91654,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Bicycle,20,2.91654,20.0,286.116026742,MELB - Inner,Greater Melbourne
Y25H6560310,Y25H6560310P04,Y25H6560310P04JTE367,Weekday,FROM_HOME,Y25H6560310P04S01,517,Darebin (C),TO_EDUCATION,Y25H6560310P04S01,533.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,1.27964,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Walking,16,1.27964,16.0,329.750816433,MELB - Inner,Greater Melbourne
Y25H6560319,Y25H6560319P03,Y25H6560319P03JTE368,Weekday,FROM_HOME,Y25H6560319P03S01,515,Darebin (C),TO_EDUCATION,Y25H6560319P03S01,528.0,Yarra (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,1.23002,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,Bicycle,13,1.23002,13.0,421.724723723,MELB - Inner,Greater Melbourne
Y25H6560324,Y25H6560324P01,Y25H6560324P01JTE369,Weekday,FROM_HOME,Y25H6560324P01S04,775,Yarra (C),TO_EDUCATION,Y25H6560324P01S04,801.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,775.0,,,,,,,,,,,,,,,801.0,,,,,,,,,,,,,,,21.03996,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,Vehicle Driver,26,21.03996,26.0,160.923191263,MELB - Inner,Greater Melbourne
Y25H6560325,Y25H6560325P03,Y25H6560325P03JTE370,Weekday,FROM_HOME,Y25H6560325P03S01,495,Yarra (C),TO_EDUCATION,Y25H6560325P03S01,510.0,Yarra (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,2.54968,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,2.54968,15.0,576.755426543,MELB - Inner,Greater Melbourne
Y25H6560326,Y25H6560326P03,Y25H6560326P03JTE371,Weekday,FROM_HOME,Y25H6560326P03S01,540,Yarra (C),TO_EDUCATION,Y25H6560326P03S01,545.0,Yarra (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,0.14788,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.14788,5.0,418.831796995,MELB - Inner,Greater Melbourne
Y25H6560333,Y25H6560333P03,Y25H6560333P03JTE372,Weekday,FROM_HOME,Y25H6560333P03S01,495,Yarra (C),TO_EDUCATION,Y25H6560333P03S03,530.0,Darebin (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,495.0,505.0,525.0,,,,,,,,,,,,,505.0,525.0,530.0,,,,,,,,,,,,,0.54106,6.32216,0.29753,,,,,,,,,,,,,10.0,20.0,5.0,,,,,,,,,,,,,Public Bus,35,7.16075,35.0,631.950802729,MELB - Inner,Greater Melbourne
Y25H6560338,Y25H6560338P03,Y25H6560338P03JTE373,Weekday,FROM_HOME,Y25H6560338P03S01,420,Yarra (C),TO_EDUCATION,Y25H6560338P03S01,440.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,6.984,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,6.984,20.0,400.147765439,MELB - Inner,Greater Melbourne
