tripid,hhid,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6720414P01T08,Y25H6720414,Y25H6720414P01,8,13,836,13,839,Accommodation,Survey Home,At Home,Go home,Hume (C),Transport Feature,Car Park,Other Purpose,Other (NEC),Hume (C),3,3,1.52209,Vehicle Driver,Other Purpose,9,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.52209,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T09,Y25H6720414,Y25H6720414P01,9,14,848,14,852,Transport Feature,Car Park,Other Purpose,Other (NEC),Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),4,4,1.522,Vehicle Driver,Other Purpose,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.522,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720418P01T01,Y25H6720418,Y25H6720418P01,1,11,660,11,670,Accommodation,Survey Home,At Home,Go home,Hume (C),Personal services,GP & Specialist clinics,Personal Business,Medical/Dental purposes,Hume (C),10,10,0.59002,Walking,Personal Business,50,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.59002,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,456.489506605,481.745705236,446.396275512,0.0,652.232466381,473.64256922,350.100344642,354.438138764,540.434618874,420.836887392,509.992316947,MELB - Outer,Greater Melbourne,Weekday
Y25H6720418P01T02,Y25H6720418,Y25H6720418P01,2,12,720,12,730,Personal services,GP & Specialist clinics,Personal Business,Medical/Dental purposes,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),10,10,0.59002,Walking,Personal Business,999,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.59002,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,456.489506605,481.745705236,446.396275512,0.0,652.232466381,473.64256922,350.100344642,354.438138764,540.434618874,420.836887392,509.992316947,MELB - Outer,Greater Melbourne,Weekday
Y25H6720419P02T01,Y25H6720419,Y25H6720419P02,1,18,1099,18,1101,Accommodation,Survey Home,At Home,Go home,Hume (C),Entertainment venue,Restaurant or Cafe,Buy Something,Bought something,Hume (C),2,2,0.62104,Vehicle Driver,Buy Something,30,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.62104,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,528.084987735,537.473843597,493.963771987,0.0,567.3396783,488.768475439,487.804167566,510.950903569,614.12147827,697.305088674,528.098304028,MELB - Outer,Greater Melbourne,Weekday
Y25H6720419P02T02,Y25H6720419,Y25H6720419P02,2,18,1131,18,1133,Entertainment venue,Restaurant or Cafe,Buy Something,Bought something,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),2,2,0.62117,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.62117,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,528.084987735,537.473843597,493.963771987,0.0,567.3396783,488.768475439,487.804167566,510.950903569,614.12147827,697.305088674,528.098304028,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P01T01,Y25H6720423,Y25H6720423P01,1,27,1659,27,1670,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),11,11,10.67647,Vehicle Passenger,Work Related,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.67647,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,500.359333031,680.786425199,546.272911613,481.613650731,683.173486285,643.141874234,795.960802509,543.273574095,628.973227275,0.0,823.169576075,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T01,Y25H6720423,Y25H6720423P02,1,8,512,8,518,Accommodation,Survey Home,At Home,Go home,Hume (C),Retail venue,Car Accessories,Buy Something,Bought something,Hume (C),6,6,1.29751,Vehicle Driver,Buy Something,30,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.29751,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T02,Y25H6720423,Y25H6720423P02,2,9,548,9,553,Retail venue,Car Accessories,Buy Something,Bought something,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),5,5,1.29761,Vehicle Driver,Buy Something,107,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.29761,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T03,Y25H6720423,Y25H6720423P02,3,11,660,11,706,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),46,46,19.42333,Vehicle Driver,Work Related,215,Vehicle Driver,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,41,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19.15219,0.27114,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T04,Y25H6720423,Y25H6720423P02,4,15,921,15,928,Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),7,6,0.54075,Walking,Work Related,382,Walking,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.27045,0.2703,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T05,Y25H6720423,Y25H6720423P02,5,21,1310,22,1336,Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),Accommodation,Survey Home,At Home,Go home,Hume (C),26,26,18.89922,Vehicle Driver,Work Related,323,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,26,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18.89922,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T06,Y25H6720423,Y25H6720423P02,6,27,1659,27,1670,Accommodation,Survey Home,At Home,Go home,Hume (C),Transport Feature,Airport,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Hume (C),11,11,10.67647,Vehicle Driver,Pick-up or Drop-off Someone,1,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.67647,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P02T07,Y25H6720423,Y25H6720423P02,7,27,1671,27,1679,Transport Feature,Airport,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),8,8,10.67647,Vehicle Driver,Pick-up or Drop-off Someone,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.67647,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,609.165881465,769.936024982,640.321021288,921.653928072,789.870103957,764.927215043,824.371904354,643.267450308,609.874930369,0.0,938.297496019,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P03T01,Y25H6720423,Y25H6720423P03,1,10,610,10,641,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Moonee Valley (C),31,27,9.35878,Train,Work Related,623,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,11,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.1222,8.11919,0.11739,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,689.897548089,651.874191149,508.860813694,670.302336199,701.70856101,652.424653611,454.017231024,1244.302431928,454.499385219,0.0,683.900682883,MELB - Outer,Greater Melbourne,Weekday
Y25H6720423P03T02,Y25H6720423,Y25H6720423P03,2,21,1264,21,1294,Place of work,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Accommodation,Survey Home,At Home,Go home,Hume (C),30,28,9.35878,Train,Work Related,999,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,10,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.11739,8.11919,1.1222,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,689.897548089,651.874191149,508.860813694,670.302336199,701.70856101,652.424653611,454.017231024,1244.302431928,454.499385219,0.0,683.900682883,MELB - Outer,Greater Melbourne,Weekday
Y25H6720425P01T01,Y25H6720425,Y25H6720425P01,1,9,570,9,590,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Darebin (C),20,20,8.05736,Vehicle Driver,Work Related,401,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.05736,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,818.872081966,873.579283223,888.777517247,1173.327603592,1010.781135032,790.701099137,812.784802151,357.322296276,1046.083903201,0.0,805.958184952,MELB - Outer,Greater Melbourne,Weekday
Y25H6720425P01T02,Y25H6720425,Y25H6720425P01,2,16,991,16,993,Place of work,My Workplace,Work Related,Own Workplace,Darebin (C),Sport and Recreation venue,Gym,Recreational,Other recreational (eg. exercise),Darebin (C),2,2,0.62757,Vehicle Driver,Recreational,55,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.62757,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,818.872081966,873.579283223,888.777517247,1173.327603592,1010.781135032,790.701099137,812.784802151,357.322296276,1046.083903201,0.0,805.958184952,MELB - Outer,Greater Melbourne,Weekday
Y25H6720425P01T03,Y25H6720425,Y25H6720425P01,3,17,1048,17,1057,Sport and Recreation venue,Gym,Recreational,Other recreational (eg. exercise),Darebin (C),Retail venue,Supermarket,Buy Something,Bought something,Hume (C),9,9,4.16772,Vehicle Driver,Buy Something,23,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.16772,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,818.872081966,873.579283223,888.777517247,1173.327603592,1010.781135032,790.701099137,812.784802151,357.322296276,1046.083903201,0.0,805.958184952,MELB - Outer,Greater Melbourne,Weekday
Y25H6720425P01T04,Y25H6720425,Y25H6720425P01,4,18,1080,18,1090,Retail venue,Supermarket,Buy Something,Bought something,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),10,10,3.85825,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.85825,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,818.872081966,873.579283223,888.777517247,1173.327603592,1010.781135032,790.701099137,812.784802151,357.322296276,1046.083903201,0.0,805.958184952,MELB - Outer,Greater Melbourne,Weekday
