POW_LGA_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
LGA26080,24,0,0,30,0,0,0,0,0,38,0,0,0,0,6,0,0,4,0,0,0,0,0,6,0,10,0,9,6,14,0,18,0,0,0,0,4,36,5,14,0,13,47,24,0,65,37,0,0,37,7,125,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,13,0,0,13,0,0,0,0,0,10,0,0,0,0,13,0,0,13,0,0,0,0,0,17,0,0,0,0,7,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,5,13,0,0,0,5,27,0,0,29,20,0,0,23,5,57,0,0,0,0,0,0,0,0,12,0,0,12,0,19,0,0,0,0,0,0,0,0
LGA26170,68,8,0,77,4,0,0,4,0,103,5,16,0,19,8,8,0,18,0,3,0,4,0,41,13,44,0,58,28,51,0,77,0,15,0,14,20,171,30,81,0,112,135,77,0,213,367,18,0,385,29,742,0,0,0,0,0,0,0,0,14,0,0,14,0,11,0,0,0,0,0,0,0,0,20,0,0,20,0,22,0,0,0,6,0,0,0,0,20,0,0,20,0,18,0,0,0,3,0,0,0,0,21,0,0,21,0,27,0,3,0,3,7,0,0,7,0,0,0,0,0,9,0,5,0,6,17,0,0,17,0,0,0,0,0,30,0,3,0,3,0,0,0,0,0,0,0,0,0,10,3,12,0,14,5,10,0,16,0,0,0,0,10,42,11,26,0,33,33,10,0,44,68,0,0,72,15,159,0,0,0,0,0,0,0,0,94,0,0,94,0,103,0,3,0,3,0,0,0,0
LGA26260,16,12,0,27,0,0,0,4,0,52,3,5,0,13,5,5,0,14,0,0,0,0,0,24,9,53,0,61,13,36,0,44,3,9,0,13,7,123,28,83,0,115,41,49,0,86,189,12,0,200,13,414,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,10,0,0,10,0,14,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,8,0,3,0,3,0,3,0,5,0,0,0,0,0,7,0,5,0,8,0,4,0,4,0,0,0,0,9,23,4,13,0,16,8,6,0,15,46,0,0,46,9,84,0,0,0,0,0,0,0,0,47,0,0,47,0,50,0,5,0,5,0,0,0,0
LGA26350,2844,350,0,3196,75,45,0,122,6,3721,215,147,0,360,581,194,3,773,68,63,0,133,0,1265,189,347,0,535,300,344,5,642,73,172,0,245,27,1449,718,642,0,1362,4692,929,4,5623,1157,288,0,1439,41,8473,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,0,0,0,0,0,0,0,57,0,0,57,0,57,0,0,0,0,0,0,0,0,86,0,0,86,0,95,0,0,0,7,58,0,0,58,41,0,0,40,0,103,8,9,0,17,102,13,0,119,3,0,0,3,0,136,42,27,0,67,563,68,0,625,12,11,0,22,10,730,31,24,0,57,117,45,0,163,7,16,0,21,10,246,25,59,0,82,28,53,0,88,3,21,0,27,24,218,109,121,0,226,870,176,5,1049,244,47,0,293,42,1607,0,0,0,0,0,0,0,0,195,0,0,195,0,193,4,0,0,3,0,0,0,0
LGA26430,23,0,0,23,0,0,0,4,0,39,5,0,0,7,4,0,0,7,0,0,0,0,0,19,3,25,0,31,3,15,0,23,3,7,0,9,10,73,17,36,0,53,42,26,0,63,99,10,0,112,15,242,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,7,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,5,0,7,0,0,0,0,6,19,5,9,0,9,9,13,0,14,23,0,0,27,7,58,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,0,0,0,0,0,0,0
LGA26490,276,40,0,316,4,5,0,12,0,384,18,18,0,43,67,17,0,87,3,3,0,10,0,129,20,99,0,123,54,62,0,115,0,32,0,38,19,285,87,157,0,244,499,135,6,634,452,43,0,497,21,1398,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,0,0,0,0,0,0,0,46,0,0,46,0,44,0,0,0,0,11,0,0,12,26,0,0,26,0,44,4,3,0,9,8,0,0,13,0,0,0,0,0,15,9,4,0,16,59,9,0,67,0,0,0,0,0,79,4,0,0,4,12,3,0,21,4,5,0,5,0,23,5,11,0,11,12,13,0,19,0,4,0,8,10,48,17,18,0,42,101,30,0,124,121,6,0,130,10,296,0,0,0,0,0,0,0,0,102,0,0,102,0,102,3,0,0,4,0,0,0,0
LGA26610,42,10,0,57,3,4,0,8,4,94,4,12,0,18,7,10,0,15,6,6,0,16,0,49,10,66,0,76,9,32,0,37,4,18,0,22,19,152,31,106,0,137,63,58,0,120,263,25,0,287,26,566,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,3,0,0,3,0,0,0,0,0,9,5,3,0,5,5,5,0,8,0,3,0,3,0,18,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,6,0,9,0,11,0,8,7,0,0,8,15,41,9,11,0,23,16,15,0,29,27,6,0,33,23,105,0,0,0,0,0,0,0,0,46,0,0,46,0,50,0,0,0,3,0,0,0,0
LGA26670,7,0,0,9,0,0,0,0,0,17,0,0,0,6,0,5,0,0,0,0,0,0,0,7,8,19,0,21,5,10,0,14,0,3,0,3,5,42,9,20,0,32,18,20,0,30,60,5,0,67,3,130,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,0,0,0,5,0,0,6,13,0,0,13,3,23,0,0,0,0,0,0,0,0,23,0,0,23,0,23,0,0,0,0,0,0,0,0
LGA26700,62,15,0,78,3,3,0,5,0,130,5,16,0,25,11,14,0,22,0,4,0,5,4,54,21,64,0,86,18,75,0,96,0,24,0,21,21,228,64,137,0,200,108,107,4,217,469,33,0,503,31,945,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,3,0,3,0,0,0,0,25,0,0,25,0,27,0,0,0,0,0,0,0,0,30,0,0,30,0,39,0,5,0,5,0,0,0,0,18,0,0,18,0,21,0,5,0,3,7,0,0,7,0,0,0,4,0,13,3,7,0,4,7,0,0,12,0,0,0,0,5,22,0,0,0,0,0,4,0,6,0,0,0,0,0,12,0,6,0,13,3,9,0,11,0,3,0,3,6,30,9,23,0,28,21,12,0,31,99,5,0,104,9,175,0,0,0,0,0,0,0,0,105,0,0,105,0,109,0,3,0,3,0,0,0,0
LGA26730,128,27,0,161,3,9,0,10,4,234,12,34,0,48,30,35,0,69,0,0,0,5,0,119,52,118,0,171,46,96,0,141,3,26,0,32,16,353,106,215,0,323,258,163,0,416,710,39,0,752,24,1521,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,0,0,0,0,0,26,0,0,26,0,26,0,0,0,0,0,0,0,0,27,0,0,27,0,27,0,0,0,0,3,0,0,3,25,0,0,25,0,30,0,8,0,6,8,0,0,7,0,0,0,0,0,16,3,6,0,14,31,4,0,31,0,0,0,4,3,50,4,11,0,13,3,3,0,6,0,0,0,0,0,26,12,17,0,22,4,17,0,18,0,9,0,9,17,69,19,38,3,64,45,21,0,68,94,12,0,108,19,256,0,0,0,3,0,0,0,0,168,0,0,168,0,172,0,10,0,7,0,0,0,0
LGA26810,81,16,0,102,0,3,0,6,5,157,7,26,0,31,17,25,0,42,6,4,0,11,0,79,18,98,0,120,35,94,0,133,5,23,0,29,20,304,37,181,0,225,166,145,0,310,489,31,0,528,32,1089,0,0,0,0,0,0,0,0,21,0,0,21,0,24,0,4,0,4,0,0,0,0,29,0,0,29,0,37,0,6,0,4,0,0,0,0,21,0,0,23,0,29,0,3,0,6,6,0,0,6,19,0,0,19,0,22,0,0,0,0,3,0,0,4,0,0,0,0,0,5,3,4,0,7,20,3,0,19,0,0,0,4,4,37,0,6,0,6,9,10,0,15,0,0,0,0,0,25,0,6,0,6,8,20,0,29,0,4,0,4,21,64,4,28,0,35,41,34,0,79,97,8,0,104,29,243,0,0,0,0,0,0,0,0,137,0,0,137,0,139,4,10,0,14,0,0,0,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,5,0,4,0,3,0,11,0,5,0,5,3,18,0,8,0,4,7,9,0,14,19,5,0,24,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,3,11,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0
LGA26980,2137,336,5,2474,57,36,0,94,4,2866,137,93,0,226,521,174,0,698,55,47,0,97,3,1031,179,452,5,633,392,473,0,865,77,218,0,299,27,1831,558,716,5,1270,3972,1036,7,5010,1680,305,4,1989,45,8318,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,0,0,0,0,69,0,0,69,0,69,0,0,0,3,3,0,0,3,94,0,0,94,0,96,6,3,0,6,42,5,0,40,58,0,0,58,0,107,3,5,0,8,75,0,0,75,0,0,0,0,0,81,22,11,0,40,265,31,0,294,3,7,0,9,9,351,16,12,0,25,58,30,0,89,6,10,0,13,6,135,32,51,0,79,59,53,0,112,5,26,0,30,27,256,77,85,0,161,495,117,0,619,262,36,0,299,44,1124,0,0,0,0,0,0,0,0,314,0,0,313,3,312,3,7,0,7,0,0,0,0
LGA27070,1496,214,0,1707,100,55,0,156,13,2272,139,109,0,250,368,113,0,486,76,39,0,117,3,845,193,361,0,553,259,291,0,549,80,167,0,248,50,1415,684,673,0,1360,2868,657,5,3535,2076,272,3,2352,68,7320,0,0,0,0,0,0,0,0,45,0,0,45,0,45,0,0,0,0,0,0,0,0,42,0,0,42,0,49,0,0,0,0,0,0,0,0,81,0,0,81,0,79,3,0,0,3,24,0,0,24,38,0,0,38,0,68,8,4,0,21,58,7,0,65,0,0,0,0,0,82,16,19,0,33,225,21,3,248,6,4,0,9,3,294,9,12,0,20,50,15,0,67,7,7,0,18,10,116,23,49,0,71,38,33,0,71,15,16,0,33,31,204,70,85,0,153,394,75,3,467,235,28,0,263,42,936,0,0,0,0,0,0,0,0,419,0,0,419,0,421,14,5,0,16,0,0,0,0
LGA27170,139,21,0,163,4,5,0,13,4,253,16,27,0,44,41,26,0,65,0,3,0,10,4,113,45,120,4,166,33,106,0,143,8,26,0,39,18,361,108,236,4,344,242,160,0,402,602,43,0,641,30,1420,0,0,0,0,0,0,0,0,27,0,0,25,0,25,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,0,0,7,0,0,0,0,24,0,0,24,0,29,7,4,0,6,3,0,0,3,13,0,0,13,0,23,0,0,0,5,0,0,0,5,3,0,0,3,0,12,8,8,0,17,14,4,0,19,0,0,0,0,0,33,4,6,0,9,9,10,0,16,3,0,0,9,0,28,9,25,0,28,8,16,0,28,0,5,3,4,13,73,27,47,0,64,38,27,0,61,96,6,3,107,15,248,0,0,0,3,0,0,0,0,155,0,0,157,0,161,3,7,0,11,0,0,0,0
LGA27260,1717,227,0,1949,157,60,0,219,10,2700,273,170,0,446,481,149,0,632,169,88,0,248,14,1342,250,483,0,737,306,348,0,665,131,236,5,376,47,1819,962,901,3,1870,3379,781,6,4168,2519,396,10,2923,84,9050,0,0,0,0,0,0,0,0,55,0,0,55,0,55,0,0,0,0,0,0,0,0,81,0,0,81,0,83,0,0,0,0,0,0,0,0,111,0,0,110,0,114,8,5,0,10,39,3,0,40,52,0,0,52,0,107,10,0,0,13,75,6,0,75,0,0,0,0,0,89,27,22,0,49,212,30,0,245,9,3,0,16,9,317,23,23,0,45,49,25,0,71,18,16,0,27,7,154,32,63,0,97,50,46,0,99,23,22,0,49,38,283,95,120,0,216,418,120,3,542,346,46,0,389,59,1211,5,0,0,5,0,0,0,0,471,0,0,471,0,479,3,7,0,9,0,0,0,0
LGA27350,2287,376,0,2663,70,50,0,118,9,3144,199,181,0,380,798,347,0,1144,67,68,0,132,4,1662,277,411,5,695,421,644,0,1066,61,174,0,241,43,2042,771,740,5,1516,4066,1409,4,5476,904,295,0,1201,55,8246,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,43,0,0,43,4,45,0,0,0,0,0,0,0,0,41,0,0,41,0,43,3,4,0,6,39,4,0,43,27,0,0,27,0,80,9,4,0,6,71,0,0,77,5,0,0,4,4,96,41,27,0,70,342,49,0,396,9,4,0,17,9,491,31,35,0,57,126,43,0,172,8,6,0,16,7,264,24,56,0,84,69,113,0,187,7,27,0,38,28,344,106,124,0,232,653,216,3,872,169,42,0,210,55,1371,0,0,0,0,0,0,0,0,136,0,0,136,0,136,3,0,0,3,0,0,0,0
LGA27450,783,163,0,946,16,16,0,38,0,1188,47,69,0,121,128,62,0,190,8,16,0,27,0,342,72,261,0,327,110,257,0,362,20,115,0,131,28,855,309,514,0,823,1400,511,0,1912,1709,163,0,1868,32,4640,0,0,0,0,0,0,0,0,53,0,0,53,0,53,0,0,0,4,0,0,0,0,98,0,0,98,0,102,0,0,0,4,0,0,0,0,122,0,0,124,0,131,5,5,0,12,30,6,0,32,74,0,0,79,0,116,3,6,0,14,42,3,0,48,4,0,0,4,0,69,15,22,0,37,146,24,0,166,0,3,0,8,0,204,3,11,0,15,22,8,0,29,4,0,0,8,0,58,12,44,0,53,16,40,0,54,0,17,0,14,26,151,45,92,0,134,253,71,0,327,363,23,0,385,33,885,0,5,0,5,0,0,0,0,350,0,0,349,0,352,7,13,0,24,0,0,0,0
LGA27630,11,0,0,14,0,0,0,0,0,17,0,0,0,0,0,3,0,3,0,0,0,0,0,11,5,12,0,12,6,9,0,18,0,6,0,6,0,39,14,15,0,28,19,16,0,36,76,8,0,81,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,6,7,0,4,0,4,4,0,0,9,5,3,0,13,7,25,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0
LGA29399,50,19,0,71,0,0,0,0,0,74,0,6,0,9,8,14,0,24,0,0,0,0,0,31,0,6,0,8,3,15,0,15,3,3,0,5,0,31,5,14,0,22,89,50,0,147,23,4,0,31,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,5,13,8,0,22,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,7,5,0,0,7,24,11,0,35,8,0,0,8,0,55,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0
LGA29499,2039,266,0,2315,103,56,0,159,16,3062,244,237,5,480,604,215,5,818,77,89,4,164,13,1477,417,991,3,1403,502,527,6,1030,107,318,3,431,153,3022,1050,1602,11,2657,3739,1038,10,4783,1139,477,11,1620,193,9268,0,0,0,0,0,0,0,0,60,0,0,60,0,60,0,3,0,6,0,0,0,0,78,0,0,78,0,82,6,8,0,14,0,0,0,0,89,0,0,89,3,101,8,10,0,15,23,0,0,27,56,0,0,56,0,100,15,25,0,42,72,0,0,77,3,0,0,6,0,124,42,53,0,98,395,41,0,433,17,14,0,29,17,586,43,36,0,81,113,32,0,146,15,6,0,24,17,267,68,172,0,239,95,105,5,208,19,60,0,83,110,638,187,306,4,494,705,190,7,897,331,80,4,411,148,1957,0,5,0,5,0,0,0,0,235,0,0,235,4,246,5,69,0,76,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
