POW_LGA_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,5,0,7,4,5,0,0,51,0,0,0,0,0,0,0,0,0,0,20,0,4,3,14,8,3,0,0,50,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,4,5,0,0,35,0,0,0,4,0,0,3,0,0,8,23,3,3,11,12,6,7,0,0,77,38,9,10,7,31,51,63,0,10,221,11,0,0,3,0,0,0,0,0,18,0,0,0,4,0,3,3,0,0,7,4,0,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,12,30,0,11,10,9,3,0,0,0,75,10,0,0,3,4,3,0,0,0,28,29,0,3,0,5,5,3,0,0,47,19,4,3,6,6,5,4,0,0,41
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,16,3,6,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,6,28,12,10,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,4,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,4,0,0,0,0,6,0,0,0,11,5,0,0,3,4,0,0,0,0,8
LGA23110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,5,0,4,5,0,3,0,0,3,14,8,3,0,0,7,8,3,0,0,34,8,0,4,5,8,4,3,0,0,26,502,116,113,162,295,256,261,0,15,1723,40,6,11,19,26,31,16,4,0,163,359,66,117,143,230,260,267,4,12,1464,165,35,44,63,116,99,88,0,4,625,319,81,115,157,301,231,290,0,16,1504,105,25,33,71,179,162,320,5,11,912,398,88,122,181,443,254,323,3,14,1821,22,3,8,10,13,16,12,0,0,84,40,6,20,20,22,25,16,0,0,155,53,15,17,25,29,27,22,0,3,189,127,22,50,74,67,90,86,4,0,519,104,22,30,46,73,69,154,3,10,507,150,16,21,43,71,32,30,0,0,362,187,31,62,75,159,127,100,0,7,754
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,12,12,24,0,0,56,3,0,0,0,0,0,0,0,0,3,5,0,0,0,7,10,9,0,0,40,4,3,5,8,9,0,4,0,0,22,5,3,0,0,7,5,7,0,0,31,5,0,0,0,7,7,6,0,0,21,10,0,5,0,16,4,8,0,0,47,21,0,5,4,20,15,13,0,0,79,9,0,0,0,5,0,0,0,0,11,5,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,5,6,0,9,8,11,0,0,47,6,0,0,4,0,5,10,0,0,19,15,4,3,7,14,7,8,0,0,54,19,7,3,6,8,3,3,0,0,55
LGA23270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,12,14,3,5,4,12,11,18,0,6,67,57,9,6,18,42,30,33,0,6,195,17,3,0,6,10,4,5,0,0,56,2025,650,612,758,1560,1400,1606,19,85,8720,122,33,42,46,130,83,50,0,5,507,738,212,281,367,691,597,780,9,41,3716,399,96,103,126,270,209,241,5,16,1469,601,166,176,343,626,473,517,5,29,2930,289,88,117,190,520,430,561,4,27,2234,1746,457,512,790,1831,1085,1321,26,84,7848,39,12,13,24,51,54,43,0,0,247,92,15,28,45,79,53,42,0,0,359,104,14,27,38,78,47,43,0,3,354,240,52,74,113,170,226,214,4,9,1102,319,112,124,140,285,227,479,0,19,1697,489,137,142,215,391,258,138,0,15,1778,546,165,213,273,422,332,248,5,22,2232
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,6,4,0,3,43,0,0,0,0,0,0,0,0,0,0,32,0,8,6,16,19,18,0,3,101,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,6,0,0,23,4,0,0,0,0,0,0,0,0,6,17,6,3,4,17,0,4,0,0,51,17,6,5,3,12,5,4,0,4,58,8,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,15,5,0,0,4,0,0,0,0,25,4,0,0,0,0,0,0,0,0,13,11,0,0,0,4,0,0,0,0,27,22,3,7,3,4,0,4,0,0,42
LGA23430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,8,6,0,0,0,14,4,8,0,8,34,41,11,21,21,61,38,84,0,0,274,18,3,0,8,3,3,0,0,0,36,2057,618,587,753,1206,936,1024,11,83,7271,66,23,18,25,40,35,25,0,0,228,645,153,165,285,497,488,407,8,42,2693,556,136,201,244,356,316,342,4,13,2172,756,179,214,389,605,457,555,10,25,3193,251,77,100,214,359,328,496,0,21,1843,386,98,115,162,318,246,448,0,18,1795,60,10,28,28,48,56,47,0,5,282,143,27,46,67,73,61,29,0,5,466,107,20,15,40,46,34,29,3,4,299,397,105,134,220,269,234,246,7,14,1621,249,54,73,82,142,135,250,0,14,997,250,50,81,92,134,100,48,0,8,768,349,68,103,192,243,171,142,5,8,1290
LGA23670,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,3,3,3,10,10,3,0,4,48,14,4,0,0,11,11,12,0,0,47,9,8,3,3,9,8,5,0,3,44,1396,340,376,456,798,667,648,10,45,4738,44,11,17,19,16,23,18,0,0,153,487,81,118,198,311,275,244,4,19,1747,624,138,203,322,483,369,337,9,13,2504,484,131,163,249,439,310,330,4,16,2131,213,50,72,165,297,240,364,5,12,1416,280,55,75,108,203,137,178,4,12,1046,83,16,24,41,61,44,31,0,0,310,167,51,63,106,143,97,73,0,4,698,80,9,22,37,34,30,16,0,0,225,370,90,133,195,254,249,179,7,6,1486,197,35,43,82,130,119,175,0,8,795,202,32,29,51,76,30,27,3,3,461,317,68,111,148,196,172,83,0,7,1105
LGA23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,28,4,5,3,12,12,24,0,0,88,18,0,3,0,3,0,3,0,0,29,82,11,13,19,34,34,54,5,3,263,111,5,15,13,22,20,16,3,0,200,92,10,7,11,20,27,25,0,8,183,23,0,3,3,7,8,5,0,0,47,117,9,20,33,67,42,64,0,12,357,49,7,21,28,82,60,55,0,10,316,67,10,6,7,20,15,10,0,0,135,13,0,3,8,16,4,6,0,0,51,10,0,0,5,5,8,10,0,0,49,20,0,0,0,3,0,0,0,0,33,53,6,13,9,18,21,14,0,0,140,29,3,9,5,17,17,14,0,0,97,125,11,21,22,47,24,19,0,6,269,110,12,15,31,45,34,26,0,3,270
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,12,14,28,4,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,6,8,0,4,3,7,7,6,0,0,26,3,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,13,10,0,0,0,0,0,0,0,0,6
LGA24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,43,0,4,6,8,5,21,0,0,94,0,0,0,0,0,0,0,0,0,3,39,3,12,8,26,34,102,0,4,241,9,0,8,0,0,0,0,0,0,12,67,3,18,23,28,25,36,0,5,205,9,0,3,4,3,5,5,0,0,31,72,4,21,27,42,24,16,0,4,220,51,10,16,22,63,41,44,0,3,262,28,0,4,5,13,12,12,0,0,76,13,0,0,0,10,4,5,0,0,35,35,0,6,8,8,3,0,0,0,64,15,4,0,5,4,0,4,0,0,26,80,9,21,14,22,15,5,0,3,170,25,8,4,10,9,8,17,0,3,84,70,8,10,18,18,18,13,0,0,160,115,13,13,20,36,23,9,0,3,237
LGA24210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,9,12,7,4,5,11,5,14,0,0,51,3,0,0,0,0,0,0,0,0,7,84,24,26,27,56,31,37,0,0,277,0,0,4,0,7,0,6,0,0,13,227,37,70,85,151,194,150,4,0,924,69,24,11,31,43,43,54,0,4,270,350,77,140,208,290,265,297,5,20,1642,149,40,65,119,268,275,358,4,12,1296,147,37,31,54,110,69,67,0,11,523,32,10,13,23,30,14,13,0,0,137,107,29,35,47,72,47,30,0,8,374,107,20,26,43,72,42,29,0,3,333,323,79,103,138,180,168,121,4,12,1120,73,23,20,18,47,67,135,0,4,393,126,22,21,26,27,22,27,0,3,268,272,58,110,147,198,136,119,0,3,1043
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,6,8,0,3,41,8,0,0,0,0,0,0,0,0,11,9,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,10,0,0,0,3,0,0,0,0,13,6,0,0,0,0,0,0,0,0,8,23,0,4,3,8,3,6,0,0,48,25,5,5,9,7,10,12,0,0,77,5,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,8,7,6,0,0,3,0,3,0,0,18,8,0,0,0,0,0,5,0,0,15,11,0,0,4,8,5,0,0,0,24,25,4,0,7,4,8,4,4,0,58
LGA24330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,9,0,3,0,9,0,0,21,6,9,5,6,4,5,7,0,0,40,4,0,6,0,0,0,0,0,0,10,465,132,117,143,242,198,216,5,18,1538,54,7,18,35,45,38,22,0,0,215,230,67,84,93,166,184,203,0,8,1039,117,29,35,38,94,87,92,5,6,503,546,148,172,231,385,307,436,4,28,2244,198,57,89,143,252,290,514,3,17,1557,321,65,93,111,292,243,330,0,10,1462,43,14,12,19,28,17,20,0,0,144,94,16,30,44,61,40,27,0,7,317,44,8,12,14,34,17,20,0,0,148,208,59,79,93,139,161,153,0,5,892,87,34,36,44,65,85,226,0,5,595,161,31,32,53,80,63,78,0,10,506,412,88,119,143,236,222,163,3,7,1400
LGA24410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,3,0,0,14,10,0,0,0,15,0,5,0,0,36,9,0,0,0,3,0,0,0,6,15,704,191,161,225,395,333,371,3,15,2404,21,8,14,13,13,5,4,0,0,83,223,41,56,89,151,149,111,0,12,833,77,23,17,29,33,41,30,0,0,262,325,81,101,168,288,208,206,4,12,1387,104,43,46,121,216,203,276,0,7,1013,120,14,33,38,81,44,64,0,4,400,30,4,5,18,18,16,18,0,3,118,50,12,24,33,46,25,6,0,0,191,45,4,4,16,17,22,10,0,0,123,201,54,61,101,131,113,98,6,4,758,102,17,28,37,56,64,125,0,0,444,127,16,26,29,37,33,26,0,5,294,285,48,60,86,145,103,65,3,10,800
LGA24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,3,3,15,0,12,38,23,12,7,8,41,29,47,0,16,186,35,10,21,34,34,61,58,5,5,253,103,26,47,57,74,44,46,0,5,410,997,328,369,580,867,798,880,37,24,4884,747,255,347,694,1013,916,689,8,25,4697,1230,334,507,725,1246,1234,1299,26,54,6656,627,201,250,385,545,549,541,14,20,3139,1056,315,448,821,1402,1538,2071,26,59,7735,1084,384,711,1255,2248,2883,6405,51,151,15160,1672,419,560,952,1526,1168,1411,23,59,7792,1583,450,676,1268,1680,1729,1365,24,60,8837,6521,2182,3187,4969,6653,6639,5513,131,212,36006,576,143,259,464,728,638,504,9,16,3344,6323,2154,3267,4947,7330,9534,11645,296,265,45761,1250,347,547,773,1445,1791,3996,39,54,10236,4945,1326,1616,2141,2722,2180,1553,32,130,16638,2343,754,1021,1659,2428,2905,2797,59,63,14033
LGA24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,5,0,0,3,5,5,7,0,0,25,28,8,14,15,35,17,18,0,3,135,7,0,0,4,10,0,0,0,0,32,158,42,53,63,141,124,99,0,7,688,23,0,3,9,23,18,10,0,0,96,347,93,123,166,369,287,475,0,11,1875,121,34,33,39,86,69,50,0,6,441,280,70,87,207,392,302,347,8,15,1711,89,35,26,110,264,180,260,6,12,976,137,52,84,134,489,223,304,0,13,1444,17,5,9,15,26,34,23,0,0,131,64,16,27,33,43,25,14,0,3,228,71,20,29,52,122,85,61,0,0,446,108,24,26,56,97,88,71,0,4,484,81,22,39,46,97,82,115,0,0,485,245,47,72,113,198,147,92,0,4,920,309,82,119,171,265,227,122,0,3,1306
LGA24780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,3,20,106,13,31,47,74,140,434,12,31,893,3,0,0,0,0,0,3,0,0,7,44,7,13,19,18,39,41,0,0,181,4,0,3,5,6,7,6,0,0,23,21,4,10,0,14,20,18,0,5,90,9,0,3,0,10,5,15,0,0,51,56,9,5,20,36,38,45,0,5,209,46,7,17,21,49,53,111,4,7,311,35,0,6,0,31,18,23,0,0,121,0,0,0,0,0,0,0,0,0,7,9,0,5,4,3,4,0,0,0,27,8,0,0,0,0,0,9,0,0,16,10,3,4,13,11,14,14,0,3,68,23,4,11,3,14,34,71,0,4,177,32,10,8,7,16,17,8,0,0,97,50,3,21,20,22,12,15,0,3,147
LGA24850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,6,4,5,4,6,9,0,0,58,4,0,0,0,0,0,5,0,0,12,29,4,4,8,15,25,14,0,0,97,0,0,0,0,0,0,0,0,0,5,44,9,18,17,48,50,68,0,3,256,3,3,0,0,6,12,24,0,0,49,39,3,10,22,38,38,40,0,4,204,26,0,9,14,66,59,58,0,4,238,35,3,11,7,42,17,20,0,3,125,3,0,6,3,3,4,4,0,0,16,6,4,3,3,6,3,3,0,0,25,3,0,3,0,4,0,3,0,0,22,28,3,9,12,9,15,16,0,0,84,18,0,3,5,11,9,14,0,3,68,74,20,11,22,52,22,18,5,4,222,58,13,15,27,33,22,17,0,8,189
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,10,19,37,63,63,212,0,11,477,0,0,0,0,0,0,0,0,0,0,33,4,12,17,24,32,24,0,7,154,0,0,0,0,5,0,0,0,0,5,13,0,0,5,3,8,13,0,0,41,0,0,0,4,0,0,4,0,0,9,19,0,0,9,17,24,20,0,0,85,12,6,0,8,21,17,17,0,4,84,16,0,8,0,8,4,8,0,3,40,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,3,0,0,0,11,4,0,0,0,0,0,0,0,0,4,12,3,0,3,5,0,0,0,0,25,5,0,0,0,6,12,26,0,0,61,12,0,6,0,4,3,5,0,0,32,28,0,4,9,5,7,9,0,5,66
LGA24970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,9,5,7,3,8,5,13,0,7,54,14,0,5,8,13,0,16,0,0,63,3,8,4,0,6,13,8,0,0,33,1467,423,482,561,828,656,740,22,44,5220,74,18,36,44,60,54,40,4,4,336,672,173,266,346,620,508,524,3,28,3142,707,148,250,359,567,426,408,5,28,2899,835,233,301,479,806,699,928,12,49,4342,348,108,136,292,512,540,994,5,36,2965,423,101,124,178,451,323,635,4,34,2269,140,40,61,87,114,110,73,4,4,625,314,89,168,219,306,181,131,5,15,1432,200,44,73,115,184,114,79,0,8,822,1002,340,380,643,857,833,748,19,27,4843,406,80,130,178,333,265,549,3,13,1953,327,58,83,120,174,140,99,0,13,1011,1251,380,519,766,1120,1180,1222,22,36,6489
LGA25060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,7,10,0,0,3,0,4,5,0,0,25,5,0,0,0,6,0,0,0,0,18,198,49,39,57,85,101,102,0,0,632,8,4,0,10,3,5,5,0,0,32,234,42,47,69,107,128,106,4,8,737,45,12,12,17,37,26,26,0,9,177,364,71,82,126,239,209,261,3,21,1378,176,52,60,112,234,227,518,5,12,1392,219,41,60,67,113,94,116,4,3,718,31,3,5,9,13,6,21,0,0,87,140,34,37,51,52,41,31,0,0,385,45,10,6,9,26,15,23,0,4,136,272,51,64,66,139,115,101,4,9,832,113,26,32,41,72,91,192,3,6,582,408,87,110,160,273,154,67,0,12,1276,311,44,58,80,125,133,110,0,9,875
LGA25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,14,12,61,39,58,0,0,237,9,0,0,0,0,0,0,0,0,10,24,8,4,4,30,15,32,0,0,114,4,0,0,0,4,0,9,0,0,17,49,0,17,11,29,33,35,0,3,178,7,0,0,3,4,0,0,0,0,14,46,6,12,18,42,15,19,0,7,163,25,4,5,10,37,29,16,0,4,133,31,0,3,7,25,10,17,0,0,97,0,0,0,0,4,4,0,0,0,16,5,0,8,0,5,4,0,0,0,25,9,0,0,0,0,10,0,0,0,22,34,0,12,7,22,19,17,0,0,108,14,4,4,4,8,7,13,0,0,54,23,0,3,12,16,18,11,0,0,86,46,6,3,18,33,29,21,0,0,162
LGA25250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,6,0,5,6,0,0,4,24,3,0,0,4,9,3,3,0,0,23,0,0,0,0,0,0,0,0,0,4,436,111,109,106,171,188,224,3,21,1366,20,0,3,12,11,10,12,0,0,63,270,59,106,95,165,168,172,3,22,1060,136,25,21,37,64,38,58,0,3,379,370,71,122,155,251,224,349,9,27,1572,222,56,65,109,253,298,687,0,17,1706,187,41,46,62,130,95,241,0,8,803,45,6,20,24,25,18,28,0,0,157,60,14,15,18,39,24,19,0,0,191,48,3,8,9,22,21,10,0,5,125,281,43,94,97,147,204,181,18,3,1069,86,26,35,30,69,68,193,3,9,520,255,27,53,64,92,66,44,0,4,612,416,114,136,182,256,213,187,0,7,1501
LGA25340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,3,0,0,0,0,3,3,0,0,20,112,18,12,28,61,84,89,0,6,406,14,0,4,4,4,0,0,0,4,32,313,62,107,107,177,188,153,0,30,1141,30,3,4,0,5,15,5,0,0,61,335,52,87,97,168,143,98,3,15,1001,71,13,13,18,21,17,20,0,4,176,383,54,59,131,216,132,101,0,19,1099,248,61,71,182,311,285,295,3,50,1514,91,7,11,19,26,24,28,0,0,204,16,7,7,12,11,6,7,0,0,62,87,12,12,21,27,17,4,0,8,174,101,9,9,18,21,15,7,0,0,184,338,50,58,71,104,78,62,0,15,779,126,12,26,44,49,46,50,0,8,366,191,30,61,84,128,74,20,0,13,599,318,31,85,88,145,75,51,0,10,807
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,15,0,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,3,70,13,18,29,55,28,56,0,4,261,0,0,0,0,0,0,0,0,0,0,19,3,5,4,6,3,0,0,5,46,4,0,5,0,0,0,0,0,0,11,21,12,5,16,11,8,0,0,4,74,15,0,6,8,7,6,20,0,3,69,10,0,5,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,19,5,4,3,3,8,0,0,0,49,4,0,7,6,5,8,6,0,4,35,33,8,9,9,10,9,3,0,0,85,29,3,8,9,3,8,0,0,0,63
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,20,35,25,49,52,3,7,226,4,0,0,0,0,0,0,0,0,4,18,4,6,5,9,13,13,0,0,77,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,4,5,0,0,33,3,0,0,0,0,3,0,0,0,16,13,0,0,4,8,0,7,0,0,30,10,0,3,12,15,14,5,0,4,70,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,13,4,3,0,0,3,5,7,0,0,21,8,0,0,0,6,6,4,0,0,26,8,0,0,6,4,0,0,0,0,17
