POW_LGA_CODE_2021,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49ov_Mng,SS_NS_49ov_Pro,SS_NS_49ov_TecTW,SS_NS_49ov_CoPSW,SS_NS_49ov_ClAW,SS_NS_49ov_SWks,SS_NS_49ov_MaOpDv,SS_NS_49ov_Lab,SS_NS_49ov_IDNS,SS_NS_49ov_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49ov_Mng,Tot_49ov_Pro,Tot_49ov_TecTW,Tot_49ov_CoPSW,Tot_49ov_ClAW,Tot_49ov_SWks,Tot_49ov_MaOpDv,Tot_49ov_Lab,Tot_49ov_IDNS,Tot_49ov_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
LGA24970,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,14,23,49,36,303,52,177,34,91,11,767,51,556,143,989,389,1413,151,669,39,4386,33,182,142,345,253,462,97,289,34,1834,28,63,73,123,120,144,45,77,5,683,25,71,174,64,94,44,13,29,3,520,26,83,170,37,50,19,3,9,6,398,8,30,69,12,19,12,0,5,0,154,5,17,23,3,3,0,0,0,0,64,4,10,8,11,10,25,4,14,49,133,199,1051,847,1886,992,2297,351,1188,144,8941
LGA25060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,21,186,8,213,11,36,4,504,24,128,47,507,145,1134,48,441,16,2500,27,40,61,216,78,256,37,139,5,853,14,16,46,82,42,102,9,53,3,359,13,18,100,39,28,27,4,8,0,230,8,12,86,11,22,6,0,0,0,136,5,5,22,4,4,0,0,6,0,42,3,0,12,5,0,0,0,0,0,28,0,4,5,12,0,15,0,7,21,71,88,232,395,1067,325,1755,113,690,53,4720
LGA25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,5,21,5,11,3,28,0,77,0,14,13,82,10,233,9,145,4,516,0,6,18,28,3,35,4,25,0,125,0,3,5,16,4,6,0,11,0,48,5,5,29,5,9,0,0,4,0,61,3,0,33,4,0,0,0,0,0,45,0,0,9,0,0,0,0,5,0,11,3,0,13,0,0,5,0,0,0,15,0,0,5,9,0,5,0,4,3,20,18,38,130,159,29,290,17,223,9,917
LGA25250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,14,132,21,76,5,49,5,319,18,136,71,475,125,756,63,349,16,2001,28,47,56,153,86,228,48,162,6,815,9,21,33,91,39,61,11,36,5,302,11,20,95,30,12,11,4,5,0,194,4,7,95,15,10,6,0,13,0,160,0,0,11,6,4,3,0,0,0,37,5,6,13,9,3,0,0,0,0,33,0,4,3,16,6,13,5,7,22,71,79,263,402,938,296,1160,122,614,60,3938
LGA25340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,7,0,0,0,15,12,11,27,385,21,136,8,133,12,741,26,69,75,705,75,1309,73,667,17,3016,22,19,63,242,48,292,33,148,8,874,12,20,70,116,20,117,13,39,3,400,18,14,225,70,11,21,0,24,3,379,14,6,267,45,6,5,0,10,3,352,3,3,102,23,6,4,0,5,0,151,6,9,51,31,0,0,4,0,0,104,5,0,20,31,6,33,3,10,29,138,112,151,891,1649,200,1919,129,1041,79,6166
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,13,0,9,0,10,7,46,3,5,4,38,0,107,8,85,7,248,0,0,7,9,3,10,0,3,0,35,0,4,7,5,0,3,0,6,0,26,5,0,11,0,0,0,0,0,0,29,0,0,13,0,0,0,0,6,0,20,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,9,10,52,68,13,135,6,114,11,425
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,16,4,10,0,6,0,35,6,0,6,39,4,48,3,67,0,177,0,5,0,8,0,7,5,15,0,36,4,0,0,5,0,4,0,3,0,15,0,0,22,0,0,0,0,4,0,26,3,5,13,4,3,0,0,6,0,29,5,0,5,0,0,0,0,6,0,15,3,0,5,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,9,21,6,42,75,9,70,3,109,15,350
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,7,0,15,6,61,0,5,3,53,3,27,0,40,0,128,0,0,0,8,0,3,0,8,0,16,4,0,3,12,0,5,0,3,0,24,0,0,17,11,3,0,0,0,0,34,0,0,12,3,0,0,0,0,0,18,0,0,6,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,3,0,12,9,6,46,116,10,39,4,74,10,312
LGA25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,112,8,24,8,34,3,213,13,40,34,290,44,390,15,286,5,1122,12,19,23,57,15,83,0,56,4,271,11,0,17,25,8,38,0,16,0,114,7,3,47,19,7,6,0,3,0,86,0,0,72,8,0,0,0,0,0,84,0,0,17,3,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,5,15,42,70,231,519,84,544,22,399,19,1937
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,9,0,9,5,27,3,0,6,23,3,57,3,51,0,139,0,0,3,6,0,8,0,7,0,30,0,0,3,9,3,3,0,0,0,17,0,0,17,3,4,5,0,5,0,35,0,3,7,10,0,0,0,0,0,16,4,0,0,4,0,0,0,4,0,7,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,3,18,10,10,39,60,12,84,0,75,8,304
LGA25900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,15,17,249,33,85,26,52,7,491,27,149,81,557,193,458,71,239,23,1798,37,135,97,262,192,191,132,157,18,1222,26,60,46,113,98,66,15,40,3,462,19,66,82,42,63,27,10,17,4,326,11,55,106,18,40,10,6,9,3,259,8,22,29,9,26,5,0,0,0,98,5,14,12,0,4,3,0,0,0,39,0,4,11,22,7,13,3,7,28,91,140,521,484,1268,650,864,260,524,76,4780
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,8,0,0,0,4,0,14,0,0,0,11,0,9,0,9,0,41,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,3,0,12,29,0,15,3,27,7,88
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,12,0,39,0,0,0,23,0,27,0,14,0,69,0,0,3,10,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,12,56,0,34,0,32,0,142
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,5,32,3,21,0,17,0,87,10,3,12,81,14,166,5,98,10,396,4,5,4,22,0,33,0,22,0,87,3,3,9,12,6,4,0,7,0,46,5,7,40,8,4,0,0,4,0,68,0,0,42,3,0,0,0,4,0,52,0,0,9,0,0,0,0,0,0,12,0,0,12,0,0,0,0,3,0,17,0,0,4,3,0,3,0,7,11,27,30,21,127,169,26,237,7,162,17,784
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,12,0,46,4,0,9,44,0,84,0,52,3,202,5,0,3,11,0,11,0,15,0,39,0,0,0,11,0,6,0,9,0,26,0,3,19,0,9,3,0,9,0,46,0,0,22,4,0,0,0,0,0,33,0,0,11,0,0,0,0,3,0,17,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,0,6,5,13,8,14,65,83,20,125,0,93,8,429
LGA26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,18,21,29,299,43,531,14,93,9,1051,41,176,81,906,231,1561,30,537,30,3601,42,90,86,365,170,501,34,215,14,1516,35,35,69,143,77,198,5,66,5,638,23,42,59,45,34,69,0,15,4,286,4,33,82,25,20,12,0,5,5,179,0,10,23,4,3,7,0,4,0,54,3,3,6,10,0,0,0,0,0,30,0,0,6,27,4,21,0,11,20,91,167,418,437,1817,579,2900,88,944,89,7447
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,3,0,21,4,3,4,20,6,41,0,36,4,119,0,0,4,4,0,5,0,10,0,30,0,0,0,3,0,0,0,4,0,6,0,0,10,6,0,0,0,0,0,17,0,0,13,0,0,0,0,3,0,16,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,11,10,8,36,53,13,53,0,62,8,234
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,4,108,5,45,0,45,0,210,4,9,20,217,14,266,15,179,5,728,0,8,8,64,6,48,0,36,0,173,3,0,10,27,9,11,0,8,0,75,0,9,47,18,0,12,0,6,0,88,3,0,38,0,3,0,0,4,0,52,0,4,14,0,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,11,0,0,5,4,0,7,0,0,6,18,17,32,158,442,35,380,23,282,12,1382
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,15,0,5,0,41,0,5,12,46,5,122,7,70,0,266,0,4,11,13,3,15,4,8,0,53,0,3,3,10,6,6,0,7,0,36,4,0,20,15,3,0,0,5,0,54,3,4,25,3,5,3,0,0,0,45,0,0,20,0,0,0,0,0,0,24,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,8,13,23,97,95,30,164,13,98,7,543
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,6,0,0,9,0,26,0,16,0,59,0,0,0,7,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,5,0,5,4,5,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,19,6,33,0,27,0,111
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,4,41,5,32,0,26,0,109,7,9,19,94,10,194,10,179,4,513,0,5,15,17,9,19,0,14,0,86,5,4,6,17,11,13,0,5,6,61,3,8,35,24,7,0,0,6,0,88,4,3,37,8,3,0,0,3,0,59,0,8,11,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,12,0,0,3,5,0,3,0,4,8,25,16,34,132,201,41,272,19,243,15,971
LGA26730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,7,0,5,9,40,0,43,5,33,0,134,5,8,24,112,14,396,18,215,11,797,4,6,13,43,13,53,4,41,0,168,7,9,9,22,5,22,3,4,0,72,0,9,58,34,33,3,0,5,5,145,3,4,60,9,0,4,0,5,0,80,3,6,33,8,4,5,0,3,0,53,0,0,10,4,5,0,0,0,0,24,0,0,3,3,0,8,0,3,5,22,20,33,214,276,69,539,28,314,25,1508
LGA26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,48,5,35,0,21,7,126,3,7,14,94,3,256,4,133,4,529,8,11,12,25,10,33,8,13,0,106,3,3,4,32,7,15,0,8,0,69,6,7,51,21,12,3,0,0,0,101,5,3,49,6,7,3,0,5,0,79,0,4,29,4,0,0,0,4,0,44,9,7,11,0,0,0,0,4,0,28,0,0,0,9,0,3,0,8,3,28,38,49,184,231,33,349,19,196,14,1106
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,0,5,0,3,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,8,5,0,6,3,21,0,50
LGA26980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,19,41,22,253,22,178,15,72,7,631,51,402,79,706,245,1358,91,690,29,3643,36,104,88,270,155,357,77,189,19,1288,30,53,39,129,70,118,16,59,6,519,20,43,102,55,45,26,4,16,7,308,14,32,113,22,37,6,5,3,7,235,0,6,36,6,13,4,0,0,0,64,7,3,19,4,4,4,0,4,0,46,4,8,3,11,4,10,6,10,27,92,185,691,496,1454,586,2065,219,1037,101,6830
LGA27070,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,0,19,11,6,11,141,17,224,6,66,7,491,43,119,60,497,134,1656,66,640,32,3241,35,43,128,188,83,437,107,293,16,1332,29,24,55,103,47,145,15,68,3,486,15,23,145,39,39,34,4,23,7,332,8,18,188,20,22,11,0,10,0,272,6,5,54,3,8,4,4,0,0,89,0,7,27,6,0,0,0,8,0,61,0,0,7,13,3,27,7,18,35,117,146,251,685,1000,357,2540,213,1119,101,6412
LGA27170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,11,38,0,47,8,12,0,114,4,10,6,108,24,305,7,191,3,655,0,0,14,33,8,64,11,31,0,173,0,8,16,39,15,30,3,14,3,119,4,12,86,37,29,0,4,0,3,183,0,10,177,49,6,4,3,7,4,257,4,3,75,12,4,5,3,0,0,105,3,0,35,9,0,0,0,3,0,51,0,0,8,6,0,4,0,0,6,31,19,45,423,333,91,457,40,262,17,1693
