POW_LGA_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
LGA22830,17,198,8,0,0,0,0,4,5,240,18,157,15,4,7,0,0,5,4,207,21,119,41,15,8,4,0,5,9,209,14,92,71,23,11,9,0,6,8,237,21,110,91,61,55,41,5,10,8,400,21,74,108,91,197,96,13,23,16,639,35,66,54,97,294,191,43,38,15,831,24,26,22,37,171,183,47,65,7,577,9,15,8,13,56,97,51,36,7,289,10,3,0,4,24,56,47,25,4,176,3,9,4,3,16,30,32,16,3,114,3,0,3,0,7,24,27,27,7,102,0,0,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,11,0,13,4,11,10,4,0,6,0,3,12,56,204,906,448,353,854,742,277,253,101,4139,0,3,0,0,4,0,0,4,9,22,3,4,0,0,0,0,0,0,14,20,7,3,4,0,0,3,0,0,10,24,4,4,0,0,0,0,0,0,19,27
LGA22910,12,36,0,0,0,0,0,0,0,49,8,36,3,0,0,0,0,3,0,49,7,35,12,0,0,0,0,0,3,55,7,32,10,3,0,0,0,4,0,58,14,29,38,10,5,3,0,4,0,96,9,21,23,13,11,5,4,0,3,94,4,7,19,7,26,22,0,0,0,82,0,3,11,9,12,24,5,9,4,67,0,3,0,0,6,5,0,5,0,18,0,0,3,5,6,3,0,0,0,18,0,6,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,62,210,114,44,73,59,10,33,13,620,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10
LGA22980,0,15,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,15,4,5,12,10,4,5,0,0,0,34,6,5,8,10,24,8,0,4,0,65,4,0,6,11,50,23,4,8,5,110,0,5,3,4,14,16,5,5,0,50,0,0,0,5,6,5,0,8,0,23,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,51,47,34,110,65,15,25,4,370,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,33,201,6,0,0,0,0,0,0,240,23,141,16,0,0,3,0,0,5,195,14,95,40,4,5,4,0,0,5,163,18,94,95,14,10,10,0,0,4,239,15,81,147,39,24,12,0,3,7,329,20,60,117,55,121,43,3,7,0,432,24,43,70,59,240,145,23,18,5,614,11,26,36,47,162,144,22,53,7,509,9,15,19,19,70,89,32,27,7,286,7,10,3,11,47,67,31,29,7,213,7,0,4,5,42,51,28,43,0,181,7,5,5,0,22,61,29,108,4,236,0,0,0,0,0,8,8,37,4,54,0,6,0,0,0,4,4,31,0,44,0,9,3,0,3,11,6,0,4,37,175,798,578,253,744,660,177,356,60,3804,7,0,0,0,3,4,0,0,16,35,0,11,0,0,0,0,0,0,5,19,0,13,0,0,0,0,0,0,3,24,3,5,3,0,6,0,0,4,12,28
LGA23190,4,68,0,0,0,0,0,0,0,75,12,64,4,6,0,0,0,0,3,86,7,45,5,0,0,5,0,0,0,61,8,34,23,4,0,3,0,0,0,75,5,44,33,11,9,11,0,0,0,118,0,19,18,26,44,20,0,7,6,137,10,8,14,24,55,47,0,4,0,163,9,9,3,14,35,47,6,10,4,138,0,0,4,0,19,30,10,8,0,74,0,0,0,0,6,10,3,7,0,24,0,0,3,0,0,3,0,4,0,16,0,0,0,0,0,4,0,5,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,8,52,304,120,78,172,182,33,55,16,1001,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,5
LGA23270,63,469,23,0,0,0,0,3,6,570,47,423,73,10,7,5,0,0,10,561,34,295,123,31,13,6,0,7,12,535,39,270,253,33,23,20,4,7,16,670,51,242,410,110,100,53,10,10,16,994,71,213,346,238,565,205,31,22,26,1713,66,170,246,279,983,498,109,89,35,2476,44,80,132,112,582,543,142,141,30,1818,19,36,43,44,248,283,93,109,10,885,19,24,28,25,147,192,47,113,20,611,9,6,15,10,73,108,48,103,7,381,8,13,4,4,73,111,47,130,3,402,4,0,0,0,3,15,4,23,4,55,0,6,4,0,4,10,7,21,0,63,4,23,8,6,14,14,3,5,27,111,496,2322,1718,909,2846,2069,551,794,240,11940,10,5,0,0,5,5,0,0,42,70,0,20,5,0,0,3,0,0,15,45,9,24,0,0,0,0,0,0,17,49,0,27,6,8,0,0,0,3,20,67
LGA23350,20,43,0,0,0,0,0,0,0,65,3,31,6,0,0,0,0,0,0,38,3,25,3,4,3,0,0,0,0,39,4,25,9,0,0,0,0,0,0,45,7,28,20,6,4,3,0,0,4,73,11,16,17,20,7,9,0,0,0,86,10,8,14,8,28,23,8,4,0,102,19,4,5,6,28,37,10,8,0,128,11,4,5,7,20,32,10,9,0,89,7,0,6,4,5,41,11,7,0,83,6,0,7,0,5,20,7,0,0,49,3,0,0,0,3,3,8,11,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,107,195,80,55,112,178,53,48,18,844,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,10
LGA23430,61,510,18,8,0,0,0,0,3,606,37,301,54,0,12,0,0,4,3,414,29,284,95,16,0,4,3,10,3,451,37,213,186,29,16,12,4,0,7,502,48,215,308,91,76,40,6,10,21,808,42,153,207,169,447,141,12,34,17,1218,40,129,170,170,805,358,63,48,26,1818,33,77,69,76,532,345,73,99,17,1319,13,36,39,36,214,179,50,67,12,645,6,20,19,14,90,91,37,54,4,332,7,8,8,3,43,74,20,38,0,215,9,4,5,9,33,76,35,68,0,247,0,0,0,0,10,3,3,13,0,37,0,3,5,5,5,3,0,11,0,31,4,12,7,3,10,9,0,6,16,74,389,1992,1200,639,2291,1340,322,456,140,8772,8,6,0,7,0,0,0,4,25,58,11,13,0,0,4,0,0,0,15,45,4,19,4,0,0,0,0,0,8,36,0,18,11,5,0,0,0,0,21,55
LGA23670,63,431,14,4,3,0,0,0,3,511,34,351,41,6,4,5,0,0,6,443,29,225,92,15,14,9,4,0,10,396,22,187,131,27,20,18,8,3,3,422,28,188,219,81,65,30,3,9,10,631,41,125,154,151,355,127,21,13,17,1007,39,79,126,146,588,263,57,26,13,1331,27,37,65,73,366,297,80,42,13,999,13,12,29,20,146,161,50,40,3,483,5,18,12,14,83,87,21,38,7,285,6,9,8,9,31,49,22,19,3,149,3,6,3,4,18,33,17,50,0,141,0,0,3,4,8,6,3,10,0,28,0,4,0,0,0,6,0,3,0,24,0,7,6,0,6,5,3,7,9,37,319,1696,910,560,1704,1095,283,267,99,6929,0,3,0,0,3,5,0,9,26,52,4,17,0,0,0,0,0,0,10,34,0,23,0,4,0,0,0,0,7,35,4,20,9,0,0,0,0,0,19,57
LGA23810,28,218,5,0,3,0,0,0,7,263,21,162,17,5,0,0,0,4,6,207,7,125,42,6,11,0,0,0,5,198,15,113,67,12,12,10,0,4,9,243,29,106,120,39,17,22,0,3,10,349,18,58,82,59,86,40,14,11,11,389,15,37,46,43,141,83,15,26,13,415,6,24,20,21,94,89,19,27,8,305,12,10,15,13,56,57,26,37,0,221,4,14,10,5,44,48,22,42,8,196,4,4,0,5,41,45,33,29,0,157,7,8,11,9,44,50,45,54,4,236,3,0,0,3,11,13,4,15,0,54,0,5,0,0,4,13,0,10,0,35,0,10,3,0,3,12,0,9,9,49,174,907,443,226,568,476,180,281,91,3344,3,4,0,0,0,0,0,0,8,19,4,12,0,0,0,0,0,0,8,23,4,4,0,0,0,0,0,0,11,26,0,4,3,0,0,0,0,0,12,26
LGA23940,0,12,0,0,0,0,0,0,0,15,3,15,5,0,0,0,0,0,0,16,0,9,5,0,0,4,0,0,0,13,7,14,13,6,0,4,0,0,0,38,0,15,4,6,8,0,0,0,3,39,0,7,13,11,20,11,7,3,0,71,0,11,7,8,19,23,8,10,3,84,4,0,4,4,15,20,3,12,0,65,0,3,0,0,5,9,4,8,0,28,0,0,0,0,0,4,0,4,0,20,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,0,4,10,16,84,42,39,68,84,30,47,19,430,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA24130,37,190,3,0,0,0,0,0,3,234,13,114,12,5,3,0,0,0,3,152,18,73,21,5,0,5,0,0,0,123,13,50,24,4,4,0,0,0,4,102,7,53,52,15,10,12,0,8,0,157,6,37,31,40,47,29,4,5,3,200,8,23,32,43,63,67,13,9,4,269,4,16,22,22,52,69,7,19,3,214,0,8,5,11,18,38,5,12,0,94,0,0,5,3,0,18,0,7,0,41,3,0,0,5,6,5,0,7,0,25,0,0,3,0,4,9,4,16,0,39,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,9,6,3,0,4,5,3,0,0,9,22,124,580,215,157,216,251,45,83,29,1700,0,0,0,0,0,0,0,3,0,13,3,4,0,0,0,0,0,0,4,7,0,6,0,0,4,0,0,0,6,16,0,5,4,0,0,0,0,0,0,14
LGA24210,40,246,4,0,0,0,0,0,0,292,28,166,16,0,0,0,0,0,3,225,22,127,34,3,0,0,0,0,3,200,27,86,61,14,0,4,0,0,5,194,19,87,113,24,15,5,0,3,7,277,21,52,74,36,34,20,5,7,4,255,14,29,59,43,75,35,3,0,0,258,10,22,43,21,60,53,15,16,0,236,5,10,11,12,26,23,13,19,0,122,3,6,9,6,20,19,7,12,0,86,0,3,4,5,6,11,3,12,0,43,3,0,0,4,5,17,6,11,0,46,0,0,0,4,0,3,0,3,0,11,0,7,0,0,3,0,0,3,0,13,4,3,4,0,0,5,0,0,5,17,199,857,437,160,264,199,59,87,32,2288,0,3,0,0,0,0,0,0,4,12,0,4,0,0,0,0,0,0,4,19,0,13,0,0,0,0,0,0,4,16,0,19,5,0,0,0,0,0,0,27
LGA24250,10,21,0,0,0,3,0,0,0,30,7,28,5,0,0,0,0,0,0,46,9,23,0,0,0,0,0,0,0,33,6,11,11,4,4,0,0,0,0,39,0,16,26,11,3,7,0,0,6,67,7,17,18,11,9,3,0,4,0,68,7,5,13,11,12,10,9,5,0,63,0,3,3,0,15,10,3,0,0,43,0,0,0,0,8,0,6,6,0,22,0,3,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,48,136,71,45,51,45,14,21,12,442,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24330,27,201,7,0,0,0,0,0,4,243,24,180,29,5,0,0,0,0,3,238,23,154,59,12,4,0,0,7,4,257,17,104,103,8,5,8,0,3,6,254,16,127,159,40,33,12,0,6,9,393,23,73,115,69,117,53,10,12,8,483,22,56,77,68,211,123,12,22,9,607,10,24,51,26,144,138,19,42,7,478,11,12,25,13,58,72,17,22,3,238,7,16,10,9,41,42,23,31,3,174,6,3,9,3,28,27,11,8,0,96,4,7,10,7,22,24,25,39,0,144,0,0,0,0,0,10,6,11,0,27,0,0,0,0,0,0,3,14,0,21,4,0,3,0,0,4,0,3,14,37,213,962,653,262,679,526,128,216,81,3718,0,3,0,0,0,0,0,5,13,33,8,3,0,0,0,0,0,0,10,21,7,12,0,0,0,0,0,0,9,20,6,10,5,0,4,0,0,4,11,32
LGA24410,39,385,8,0,0,0,0,0,4,437,17,252,29,3,3,0,0,0,4,314,13,133,48,4,0,4,0,0,5,206,23,153,99,19,12,6,3,3,0,314,24,121,153,49,33,19,3,9,0,410,24,87,138,79,188,72,15,15,9,622,16,60,78,84,325,161,24,27,3,772,13,30,58,49,227,197,36,52,6,658,10,15,22,24,116,146,22,42,0,397,6,0,10,8,57,90,28,42,0,244,0,3,3,4,27,41,18,21,0,116,0,0,0,3,15,27,5,30,0,89,0,0,0,0,3,0,0,5,0,13,0,8,4,0,0,4,0,8,0,29,0,7,0,4,10,6,0,3,10,37,200,1262,642,330,1019,773,158,259,43,4688,0,0,0,4,0,0,0,6,14,23,3,13,0,0,0,0,0,3,0,24,4,7,5,3,3,0,0,0,3,16,6,8,3,0,5,0,0,0,11,35
LGA24600,135,368,21,10,0,4,0,3,4,542,132,471,74,5,3,0,0,0,11,710,150,474,214,19,21,5,0,0,19,907,167,526,597,43,18,33,3,10,25,1419,213,592,1068,153,117,67,9,6,51,2266,211,425,679,279,458,189,10,35,51,2351,155,309,488,244,689,362,52,50,56,2402,105,170,276,156,518,396,67,98,45,1830,55,64,95,57,258,259,62,95,21,973,29,29,47,41,192,225,61,94,18,737,31,25,23,35,145,194,70,107,17,652,48,31,30,46,151,309,137,319,16,1091,9,9,9,3,22,45,36,127,0,257,7,8,8,4,18,30,24,126,0,228,19,19,18,13,13,16,3,9,49,151,1503,3560,3644,1109,2629,2152,550,1086,392,16621,40,24,11,3,9,20,6,20,136,266,47,64,10,0,0,3,0,5,48,173,30,66,14,4,3,4,0,3,65,188,40,63,35,16,4,4,0,3,93,252
LGA24650,43,324,8,8,0,0,0,0,3,385,22,224,36,3,0,3,0,5,5,297,15,163,39,5,5,3,0,0,3,244,8,113,93,11,10,4,0,3,6,251,17,131,121,39,23,11,0,3,8,358,22,73,99,62,89,52,12,8,9,429,16,43,88,52,188,116,18,17,14,561,18,25,40,34,117,132,34,39,3,447,4,13,13,11,62,62,25,31,3,222,6,0,8,10,23,46,9,22,0,123,3,8,8,7,21,19,8,27,0,105,0,9,0,4,20,23,15,39,0,103,0,0,0,0,3,0,3,14,0,27,0,0,4,0,0,4,0,12,0,24,0,9,10,0,0,0,0,0,14,35,177,1164,563,236,574,493,132,224,82,3649,0,5,7,0,3,6,0,3,12,23,7,3,7,0,0,0,0,0,5,22,4,10,0,0,0,0,0,0,8,28,4,12,3,5,0,3,0,0,8,39
LGA24780,18,135,3,0,0,4,0,8,4,177,15,119,23,11,0,6,0,4,9,183,14,95,41,15,0,5,0,3,14,192,21,87,69,30,18,19,4,9,12,262,22,116,116,56,37,32,4,7,11,397,15,60,84,92,130,84,23,12,15,525,20,41,45,46,214,145,23,44,15,596,8,20,11,18,119,134,35,40,17,410,3,8,7,13,46,60,22,32,4,196,8,8,4,0,14,33,6,27,0,95,0,0,0,0,0,10,6,11,0,32,0,7,0,0,4,9,5,14,0,34,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,6,0,0,0,15,0,7,10,0,9,6,0,3,6,38,149,716,424,293,602,550,133,220,105,3189,8,0,3,0,0,0,0,0,13,26,0,8,0,0,3,0,0,0,11,23,4,10,0,0,0,0,0,0,8,14,0,17,7,0,0,0,0,0,15,38
LGA24850,24,158,0,0,0,0,0,0,3,188,9,102,13,0,0,0,0,0,0,134,7,57,27,6,3,3,0,3,0,108,12,56,44,5,0,6,0,0,0,121,13,61,48,25,6,10,0,3,3,174,6,36,47,36,44,22,0,6,9,207,5,24,25,40,65,39,8,7,4,218,8,14,15,25,49,64,13,17,4,211,5,4,4,5,33,43,8,11,0,116,0,6,11,3,13,31,6,20,3,88,0,3,0,0,0,18,6,15,0,42,0,5,0,0,4,9,5,24,0,46,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,9,0,5,4,0,3,0,0,0,0,21,104,537,245,154,236,242,47,116,28,1708,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,3,7,3,0,0,0,0,6,0,0,0,9
LGA24900,10,106,0,0,0,0,0,0,0,115,8,65,6,5,0,0,0,0,0,88,8,56,29,5,3,6,0,0,3,117,7,38,33,9,0,4,4,9,6,107,17,32,42,26,16,9,4,5,7,158,16,40,54,37,63,41,4,11,12,270,11,22,27,41,114,77,19,16,3,333,16,10,13,25,83,94,31,35,3,301,8,3,7,0,39,54,28,22,0,161,5,9,0,3,20,43,24,18,0,118,0,0,0,0,12,20,19,7,0,54,6,3,0,0,9,11,26,12,0,61,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,4,0,9,0,3,0,4,3,0,9,0,8,30,115,385,214,156,354,370,161,138,46,1939,0,0,0,0,0,0,0,0,9,9,0,6,0,0,0,0,0,0,5,6,3,4,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,6,8
LGA24970,58,369,18,0,3,0,0,0,5,451,37,380,40,14,8,6,0,0,3,481,38,264,88,21,16,14,0,3,8,460,46,249,202,29,19,8,0,5,11,566,59,237,333,79,74,27,6,7,23,847,42,149,258,154,254,77,6,21,24,995,36,79,138,139,446,199,38,30,30,1138,29,56,84,81,320,253,51,62,15,953,22,26,29,35,149,128,40,57,6,486,6,9,6,18,90,96,36,43,4,311,5,7,6,9,48,59,26,50,6,230,3,7,7,0,25,52,38,74,0,200,0,0,0,0,0,10,6,10,0,29,5,9,3,0,10,0,0,16,5,39,0,13,9,4,17,4,0,6,21,72,390,1857,1238,588,1489,939,259,386,171,7309,7,6,9,0,3,4,0,0,34,69,9,24,3,0,3,6,0,0,7,49,4,29,4,3,0,0,0,4,21,55,6,33,18,3,0,0,0,0,30,94
LGA25060,21,266,0,0,0,0,0,0,0,293,15,205,22,0,3,0,0,0,0,257,20,117,58,3,4,5,0,0,5,215,10,115,88,9,12,9,0,0,4,251,23,95,148,26,22,11,0,3,9,336,26,64,111,55,77,25,5,0,11,366,9,38,44,42,124,55,5,12,3,333,0,23,37,33,87,67,21,26,9,304,6,15,15,6,38,54,9,11,0,162,5,7,4,8,22,34,7,14,5,109,3,4,0,3,14,11,9,3,4,46,0,3,3,0,8,26,7,8,0,53,0,0,0,0,0,3,0,3,0,8,0,0,0,0,3,4,0,0,0,6,0,6,3,0,0,0,0,4,10,28,146,983,549,183,409,301,72,110,54,2800,5,6,0,0,3,0,0,4,14,31,6,11,0,0,0,0,0,0,3,21,4,13,6,0,0,0,0,0,8,28,7,10,7,4,0,0,0,0,8,31
LGA25150,16,107,0,0,0,0,0,3,0,125,9,90,7,0,0,3,0,0,0,111,3,51,14,4,0,5,0,0,4,74,8,29,19,3,0,3,0,0,7,71,7,26,38,16,15,12,5,0,3,116,9,31,22,33,39,24,5,8,3,174,9,11,13,25,50,36,6,10,11,178,5,11,6,15,23,37,10,12,5,123,5,6,6,5,13,12,3,11,0,61,0,3,0,0,5,15,3,9,0,37,0,6,0,0,5,7,3,4,0,26,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,74,377,137,102,155,154,43,70,33,1147,3,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
LGA25250,26,189,3,0,0,0,0,4,0,235,23,178,36,4,3,3,0,0,8,253,23,137,57,10,0,6,0,5,3,245,21,127,128,16,9,9,0,0,8,319,36,148,186,44,23,14,3,7,5,463,21,82,125,68,139,57,6,8,10,514,18,58,89,62,207,85,9,19,12,562,13,25,39,40,110,101,23,35,11,401,7,17,14,11,53,53,12,23,7,194,3,7,3,8,37,36,14,15,0,127,3,0,8,4,22,30,14,23,5,104,4,4,0,3,15,29,10,35,0,93,0,0,0,0,0,8,0,10,0,24,0,3,0,0,0,7,0,10,0,20,5,12,0,3,5,3,0,0,12,34,202,1008,702,265,624,445,95,185,76,3609,5,0,0,0,0,3,0,3,12,26,0,10,0,0,0,0,0,0,4,21,4,13,0,0,0,0,0,0,14,32,0,15,8,0,0,4,0,0,11,35
