POW_LGA_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
LGA24780,6,0,3,18,7,9,5,9,0,58,7,0,9,13,10,9,3,10,4,59,11,6,3,7,19,10,5,4,0,67,0,3,6,10,10,8,6,5,0,48,0,3,0,3,0,4,0,0,0,21,6,0,0,0,4,0,0,0,0,15,9,0,0,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,58,18,28,76,60,48,25,48,3,365,27,0,0,0,3,0,0,4,3,35,6,3,4,11,3,10,0,5,3,51,13,0,9,14,3,17,3,14,0,81,14,5,32,26,18,21,10,20,0,147,27,4,49,41,21,36,7,39,3,228,46,13,92,109,54,46,19,66,3,449,56,25,147,164,88,69,40,57,11,659,88,44,284,204,121,97,95,112,17,1051,161,60,409,170,169,67,84,104,18,1238
LGA24850,0,0,0,9,5,0,0,3,0,30,4,0,3,6,3,3,0,0,0,23,0,0,0,6,4,4,0,9,0,28,7,0,6,5,3,0,5,3,0,23,4,0,0,0,0,0,0,4,0,15,3,0,0,0,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,0,0,0,0,3,25,8,16,51,31,28,14,36,0,212,6,0,4,3,3,0,0,0,0,19,0,3,7,3,0,3,0,7,0,38,7,0,14,9,8,15,3,9,4,71,6,3,15,26,10,16,3,14,5,100,11,7,17,35,7,13,6,20,0,102,19,6,60,71,39,34,23,30,0,275,21,15,73,98,34,29,15,35,4,317,24,15,159,91,50,33,31,40,8,448,53,16,197,62,69,16,45,56,10,531
LGA24900,5,0,0,4,5,0,0,7,0,21,10,0,4,7,11,4,0,11,0,42,5,0,0,0,3,4,6,6,0,32,3,0,0,0,3,0,3,0,0,19,0,0,6,0,3,0,3,0,0,12,5,0,0,0,0,0,0,0,0,12,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,9,36,33,26,12,29,4,198,18,0,9,5,0,3,0,3,0,32,7,0,5,4,3,4,0,5,0,23,9,3,8,11,16,3,0,13,6,64,18,0,16,14,3,8,3,23,0,90,20,3,25,20,16,17,8,17,0,127,29,6,45,59,32,18,9,30,3,233,42,11,62,85,28,25,23,47,0,332,66,13,159,61,47,30,27,62,7,482,91,16,208,59,41,26,67,76,7,587
LGA24970,11,3,14,42,54,20,19,28,0,194,9,12,12,45,57,29,21,19,3,206,25,17,43,48,76,20,25,19,12,275,26,13,22,14,63,13,10,11,0,173,29,21,30,18,53,16,3,4,5,179,18,19,10,10,22,5,0,4,0,90,49,36,15,13,18,20,7,0,4,155,15,6,0,0,5,4,0,0,0,39,23,5,0,3,3,4,0,0,0,46,0,0,4,8,3,0,0,3,3,15,233,149,176,280,424,185,110,132,35,1714,7,0,20,4,8,8,0,6,5,60,0,3,19,16,4,22,0,11,3,89,0,17,38,53,22,31,5,25,0,194,11,20,58,80,38,40,13,51,5,320,10,15,96,111,55,39,18,62,7,425,34,37,192,260,137,84,37,80,15,875,50,36,297,285,172,88,80,126,19,1158,96,53,541,373,309,100,150,158,21,1796,177,120,838,315,442,118,221,193,40,2456
LGA25060,12,8,11,25,20,3,4,10,7,85,7,4,8,36,22,20,3,12,6,116,14,11,8,29,26,10,6,3,3,102,4,8,9,11,19,4,0,0,0,52,3,10,4,12,12,9,0,0,6,60,5,3,0,4,6,4,0,0,0,31,17,14,3,3,6,6,0,0,0,49,3,0,0,0,0,0,0,0,0,11,0,4,0,0,0,3,0,0,0,15,3,0,0,3,0,0,0,0,3,11,83,58,60,185,144,90,24,61,19,728,8,5,5,9,5,5,0,5,3,38,0,0,6,9,0,8,0,3,3,38,7,7,23,34,13,24,3,20,4,128,8,5,30,64,20,27,3,19,6,170,3,9,69,81,25,24,9,29,0,248,25,15,100,124,45,54,7,40,4,417,34,17,179,194,78,61,25,48,10,649,48,22,325,226,93,60,35,53,18,893,105,44,397,185,148,52,34,72,21,1053
LGA25150,7,0,0,10,9,3,0,0,0,30,0,0,3,8,0,4,0,0,0,17,6,0,0,3,3,6,3,0,0,21,5,0,0,3,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,9,11,36,24,18,18,18,0,154,4,0,11,0,0,0,0,0,0,20,0,0,0,3,0,3,0,6,0,16,4,0,8,6,9,16,0,10,3,55,11,0,14,14,12,9,0,8,0,68,6,5,31,15,6,6,9,20,3,105,14,7,52,50,26,20,9,18,0,197,23,6,64,74,45,25,19,30,0,275,21,8,108,64,35,16,27,31,4,318,47,19,158,47,51,20,53,41,8,435
LGA25250,5,8,10,28,20,15,4,13,0,98,7,12,7,30,18,8,6,15,3,101,19,6,14,28,17,7,7,4,3,102,18,5,12,6,18,4,5,3,0,61,13,3,5,3,10,10,0,7,0,50,3,4,6,3,3,0,4,0,0,25,14,3,9,5,3,3,0,0,0,37,9,3,0,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,98,51,70,164,123,78,36,69,7,693,8,0,18,9,0,4,0,5,0,45,0,3,21,12,3,6,0,11,0,56,0,9,22,45,12,17,5,28,0,146,14,20,43,59,19,29,6,16,3,216,9,11,69,92,22,24,7,36,0,264,31,20,137,169,38,27,24,65,4,515,29,21,193,211,54,44,37,63,10,663,52,31,326,256,79,50,62,63,5,926,95,49,422,189,104,53,61,72,10,1062
LGA25340,14,5,16,44,30,16,7,16,0,149,11,12,17,43,27,16,6,20,0,149,18,17,15,29,31,15,3,16,0,143,18,4,14,18,17,13,5,12,4,106,10,12,11,7,10,12,4,4,0,61,18,7,7,0,5,5,0,0,0,40,17,5,4,10,4,8,6,0,0,59,6,4,0,3,0,0,0,0,0,15,0,3,0,4,4,7,4,0,0,15,0,0,0,3,0,0,0,0,0,5,144,75,106,237,189,133,40,113,6,1039,18,4,19,0,5,8,0,11,5,69,9,4,18,12,11,18,3,15,0,96,25,8,50,68,28,38,6,43,3,275,34,13,84,98,40,48,10,50,12,374,28,17,141,140,51,89,9,65,6,552,65,32,261,303,102,119,33,125,12,1056,90,29,369,407,149,103,43,147,18,1361,150,52,745,452,181,127,84,192,17,2002,228,75,946,347,204,96,119,186,31,2238
LGA25430,0,0,0,0,3,0,0,0,0,13,4,0,0,4,0,0,0,3,0,16,5,0,4,5,4,0,5,6,0,16,0,0,0,4,5,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,14,22,13,7,9,14,0,96,3,0,0,0,0,0,0,0,0,12,5,0,0,0,4,0,0,3,0,19,0,0,4,7,3,3,3,5,0,28,6,0,7,5,6,0,0,11,0,44,8,9,16,8,12,8,3,9,0,73,6,0,33,23,18,14,10,31,0,130,20,5,40,43,13,18,9,54,0,215,26,10,78,27,17,11,19,80,0,267,31,14,115,24,27,14,27,65,0,328
LGA25490,0,0,0,5,0,5,0,3,0,12,0,0,4,3,0,3,0,7,0,18,3,0,0,0,4,0,0,0,0,13,3,0,0,4,0,0,0,0,0,11,5,0,0,0,5,0,0,4,0,17,3,0,5,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,4,12,11,15,10,8,21,3,120,8,0,0,0,0,0,0,5,8,18,3,5,0,0,0,0,0,0,0,11,11,0,8,5,0,0,0,11,3,37,7,0,7,4,0,7,0,10,0,35,16,3,11,10,6,10,0,15,4,68,23,4,28,23,8,10,3,15,0,109,34,3,38,35,4,7,3,32,0,159,55,5,61,28,12,6,21,46,3,239,74,4,85,19,16,3,24,63,4,304
LGA25620,3,0,0,6,0,0,0,0,0,11,3,0,0,4,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,7,4,0,0,0,0,0,5,0,0,9,5,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,11,14,13,4,3,5,0,77,4,0,7,0,3,0,0,3,4,16,0,0,3,0,0,0,0,6,0,21,9,0,14,7,4,6,0,7,0,39,3,8,9,6,4,0,0,6,0,38,6,6,9,18,5,3,5,12,0,55,7,3,32,18,8,6,5,19,0,104,17,3,26,28,9,9,7,18,4,122,29,4,54,25,23,12,10,22,0,182,37,3,83,26,23,6,20,29,0,237
LGA25710,6,0,8,7,5,0,0,0,0,27,3,5,0,17,13,4,5,3,0,54,7,4,3,3,8,3,0,8,0,34,0,0,0,10,9,0,0,0,0,24,3,3,0,4,4,0,0,0,0,22,0,3,0,0,0,4,0,0,0,15,6,3,3,0,3,0,0,0,0,17,3,0,0,0,0,4,0,0,0,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,41,30,23,68,65,27,10,17,6,285,8,3,5,3,0,0,0,0,5,22,3,3,0,16,8,3,0,0,4,41,11,0,20,19,3,7,4,5,0,74,8,12,18,30,7,10,0,6,0,100,13,3,29,38,19,9,4,7,0,130,14,7,59,59,34,19,7,17,4,214,24,9,93,73,26,11,12,13,6,271,26,12,146,96,38,22,15,23,3,381,50,15,187,52,45,10,22,24,3,405
LGA25810,0,0,0,3,0,3,0,3,0,11,6,0,5,5,4,5,0,4,0,21,3,0,0,0,0,0,0,4,0,14,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,11,17,11,11,16,0,99,10,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,0,0,0,14,8,0,0,11,0,3,0,6,0,25,9,0,10,7,9,4,0,9,0,51,11,0,9,11,9,5,0,8,0,49,14,3,14,19,13,10,3,14,0,91,18,4,18,34,16,9,9,27,0,130,32,7,49,46,12,17,13,44,5,219,34,10,64,39,21,4,17,32,4,220
LGA25900,4,0,9,21,16,9,6,8,0,66,12,10,7,35,28,16,9,11,9,126,21,19,19,17,40,22,6,4,9,150,28,18,12,21,33,11,4,3,6,129,21,23,5,7,21,10,0,8,3,105,20,28,4,7,15,5,0,0,3,78,36,37,11,6,18,18,0,8,0,136,15,3,5,0,3,3,0,0,0,25,32,17,0,0,9,9,0,0,6,79,0,0,0,0,3,0,0,0,0,11,188,183,91,136,228,115,29,52,31,1058,0,12,10,6,0,0,3,0,8,42,0,4,5,10,4,3,3,6,0,31,0,6,10,23,7,8,8,15,0,77,7,13,20,50,7,22,11,22,5,165,10,16,45,42,30,17,19,30,5,216,14,13,83,93,54,46,20,50,0,384,38,32,151,149,87,50,28,52,10,590,61,43,257,170,151,68,38,72,16,867,140,85,391,135,222,74,51,68,23,1184
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,4,4,3,6,9,0,28,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,4,0,5,3,3,0,0,0,0,16,9,0,6,0,0,3,0,4,0,23,11,0,5,5,0,0,0,3,0,23,11,0,0,12,7,5,6,12,0,43,11,0,12,21,4,0,0,10,0,56,18,0,23,7,5,0,0,14,0,81,22,6,17,18,0,4,14,13,0,100
LGA26080,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,8,0,0,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,0,0,4,4,0,0,0,6,0,15,0,0,3,8,0,0,0,6,0,23,0,3,10,8,0,4,0,4,0,27,4,0,11,10,6,0,0,3,0,44,3,0,19,6,8,0,0,0,4,43
LGA26170,3,0,3,0,7,3,0,0,0,21,0,0,0,7,7,3,3,3,0,32,0,0,4,7,5,0,3,0,0,20,0,0,4,3,0,0,0,4,0,16,0,0,0,0,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,13,36,25,18,13,24,5,171,20,0,8,0,8,4,0,0,0,43,8,3,6,4,4,7,0,6,4,35,8,0,6,13,8,11,0,12,6,70,8,4,23,16,9,6,0,12,0,88,21,0,32,32,15,7,0,17,0,128,46,6,45,56,29,18,14,17,0,228,49,15,78,71,36,18,14,34,0,326,75,14,138,57,47,36,47,45,3,459,81,17,190,36,46,27,42,65,8,511
LGA26260,7,0,0,3,0,6,0,3,0,12,0,0,6,4,0,3,0,4,0,18,5,0,0,0,5,3,0,0,0,11,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,3,10,15,28,18,3,16,3,119,6,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,7,0,17,5,3,3,4,0,5,0,4,0,35,12,0,13,11,12,15,0,10,6,73,15,0,20,17,4,8,9,9,3,74,23,5,30,31,20,15,5,12,0,144,38,8,42,55,25,24,7,44,0,242,54,9,109,48,35,21,20,47,8,350,55,15,160,33,39,16,33,47,0,407
LGA26350,7,3,13,21,21,17,0,10,4,99,14,4,9,29,17,15,3,11,3,113,28,7,15,23,27,28,0,3,0,133,5,14,12,5,23,13,0,0,0,83,18,20,11,3,20,8,0,6,0,84,7,3,3,14,8,5,0,6,0,54,18,11,7,5,10,14,3,0,0,71,5,8,0,0,0,0,0,0,0,24,15,11,0,0,0,21,0,0,0,54,5,0,0,3,4,0,0,0,0,15,144,107,76,148,177,172,21,62,17,921,9,5,8,4,9,4,0,4,6,35,0,0,5,14,0,10,3,4,0,43,0,6,13,37,14,24,0,22,4,116,3,6,19,54,7,38,0,20,6,158,16,7,52,72,21,61,7,31,9,266,17,16,103,134,42,66,12,39,0,436,26,18,192,167,62,84,11,46,6,616,63,20,314,208,78,76,16,60,8,852,130,41,356,136,120,89,20,56,11,961
LGA26430,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,13,3,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,7,6,9,0,13,3,64,3,3,4,0,0,0,0,0,0,10,7,0,5,0,0,0,0,4,0,19,16,0,8,3,5,0,0,3,0,35,10,0,3,3,3,0,5,3,0,32,9,0,10,7,0,3,0,17,0,47,5,0,17,24,9,5,3,21,3,89,13,4,30,38,15,12,7,33,3,143,18,6,49,24,3,6,9,35,4,147,34,9,57,18,20,0,14,33,0,177
LGA26490,3,0,5,3,4,0,0,6,0,26,0,0,0,13,3,3,0,0,0,22,3,0,4,4,0,3,0,0,0,22,4,6,0,0,9,4,0,0,0,21,3,6,0,0,3,6,0,3,0,15,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,19,12,36,30,27,3,20,0,182,9,3,0,0,0,0,0,4,0,16,5,0,9,10,0,3,0,4,0,26,6,0,13,6,6,13,0,14,0,56,5,0,20,22,10,9,0,9,0,86,15,4,23,28,10,13,6,16,0,120,16,10,32,56,22,19,7,24,3,193,24,10,80,69,22,14,4,25,0,256,34,17,123,70,41,20,14,34,4,355,58,14,184,36,24,16,17,41,0,384
LGA26610,5,0,0,3,3,5,0,5,0,29,5,0,0,6,8,9,3,14,0,36,3,6,6,3,0,4,0,10,0,37,3,0,0,0,5,4,0,0,0,18,5,0,0,7,0,0,0,0,0,12,0,4,0,3,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,35,14,4,35,25,30,7,38,4,196,9,0,6,0,3,0,0,4,5,27,0,0,3,0,0,0,3,0,0,10,3,0,9,3,4,11,0,3,0,39,10,0,15,17,18,4,0,17,3,76,7,5,15,20,7,4,3,18,4,90,26,5,32,39,22,32,11,38,0,198,23,8,63,49,41,19,13,30,5,242,52,17,111,43,56,27,40,53,4,400,74,26,174,51,51,18,37,46,11,485
LGA26670,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,3,8,4,0,3,0,33,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,0,3,3,0,0,0,4,0,20,7,0,0,4,0,3,0,3,0,20,0,0,5,11,4,3,0,5,0,29,19,0,8,10,3,0,0,7,3,49,19,5,12,16,6,5,4,7,0,64,11,0,22,8,5,3,6,17,0,80,27,11,25,18,8,0,10,21,0,122
LGA26700,7,0,0,19,0,0,0,3,0,32,0,0,5,3,10,0,0,4,0,27,3,3,6,3,6,0,0,8,0,28,0,3,7,4,0,0,0,0,0,17,0,4,6,0,0,4,0,0,0,14,0,0,0,3,0,0,5,0,0,5,3,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,27,42,29,17,7,27,4,199,11,0,6,0,0,0,0,8,0,25,3,0,0,6,8,0,6,8,0,43,4,0,10,11,0,17,0,14,0,63,11,0,16,24,3,14,0,17,0,92,12,3,31,24,17,17,3,22,3,138,21,15,54,68,37,22,8,41,7,282,20,17,98,86,49,31,29,40,0,368,54,12,202,116,71,45,59,66,8,634,86,31,248,94,85,43,55,67,8,717
LGA26730,0,0,3,15,7,5,0,3,0,45,0,0,6,16,11,4,0,3,0,41,3,0,4,8,15,7,4,4,0,45,0,8,5,4,8,0,0,4,0,27,4,0,3,4,0,0,3,0,0,17,3,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,20,15,35,60,59,30,14,25,3,255,3,0,0,0,0,0,0,8,0,16,5,0,4,10,4,4,0,3,0,31,5,0,15,20,10,9,4,8,0,70,0,0,9,39,16,12,0,14,0,92,12,6,42,64,25,25,6,26,0,201,9,6,75,101,43,44,8,45,4,347,26,16,115,141,80,60,25,48,12,517,52,21,203,141,101,54,34,71,7,684,73,42,298,120,108,39,56,61,6,801
LGA26810,5,3,0,11,8,0,5,0,0,34,9,0,0,14,8,0,6,12,0,45,7,0,0,12,9,4,3,0,0,36,4,3,3,3,4,0,4,4,0,19,6,3,0,0,0,0,0,0,0,12,3,0,0,6,0,4,0,3,0,17,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,7,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,51,21,22,52,37,20,19,31,8,251,15,0,10,4,3,0,4,3,0,49,12,0,10,7,0,7,0,10,0,48,17,7,26,24,10,14,0,25,0,111,19,0,22,33,15,5,6,25,3,133,26,9,54,54,15,19,12,21,5,216,40,3,88,96,33,38,4,46,7,358,56,13,132,127,47,35,26,62,11,512,75,18,197,115,72,43,53,100,0,670,106,30,254,108,90,31,71,82,14,793
