POW_LGA_CODE_2021,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000_3499_Mng,SS_NS_3000_3499_Pro,SS_NS_3000_3499_TecTW,SS_NS_3000_3499_CoPSW,SS_NS_3000_3499_ClAW,SS_NS_3000_3499_SWks,SS_NS_3000_3499_MaOpDv,SS_NS_3000_3499_Lab,SS_NS_3000_3499_IDNS,SS_NS_3000_3499_Tot,SS_NS_3500mo_Mng,SS_NS_3500mo_Pro,SS_NS_3500mo_TecTW,SS_NS_3500mo_CoPSW,SS_NS_3500mo_ClAW,SS_NS_3500mo_SWks,SS_NS_3500mo_MaOpDv,SS_NS_3500mo_Lab,SS_NS_3500mo_IDNS,SS_NS_3500mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot
LGA24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,4,0,14,0,8,23,144,10,256,9,195,10,647,3,0,13,77,7,117,9,70,14,312,4,5,9,53,4,35,0,30,0,143,5,5,23,37,9,34,3,17,0,128,10,4,67,46,10,21,0,17,0,178,4,0,51,31,0,12,0,11,0,113,0,0,28,12,6,4,3,10,0,65,3,6,3,3,4,5,0,0,0,27
LGA24210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,0,0,3,23,3,16,0,15,0,66,8,55,17,334,35,584,6,253,4,1293,9,45,20,211,46,454,8,135,4,938,11,16,28,141,29,262,7,66,4,566,11,13,32,85,34,192,11,55,3,432,21,11,54,65,26,156,12,50,0,388,10,12,57,69,16,63,6,24,4,257,9,16,30,35,15,40,3,13,0,155,11,18,8,15,3,14,0,4,5,74
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,10,27,0,37,0,25,4,100,0,0,4,9,0,16,0,16,0,43,0,0,0,4,0,5,0,3,0,10,0,0,7,4,0,3,0,3,0,17,0,0,5,0,4,0,0,3,0,13,0,0,4,3,4,3,0,0,0,19,0,0,16,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,11
LGA24330,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,4,0,13,3,36,4,6,3,66,3,54,13,180,25,455,15,205,7,968,18,36,22,156,43,389,27,114,9,808,7,25,23,113,34,266,14,91,7,585,12,19,34,95,22,211,23,67,0,479,14,21,64,91,28,189,27,73,6,508,14,15,66,59,20,103,30,47,7,359,16,14,34,31,14,39,15,29,6,191,9,18,20,23,15,15,9,9,5,138
LGA24410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,3,3,16,0,16,5,15,0,54,13,18,21,254,42,702,17,381,18,1474,14,33,30,207,35,499,30,196,3,1052,10,14,33,143,36,241,10,81,4,575,16,21,65,98,26,162,21,85,0,500,13,19,155,117,38,129,23,52,3,556,22,13,141,73,28,91,9,39,0,423,13,15,65,39,25,36,11,23,0,230,17,24,40,31,15,18,6,14,0,155
LGA24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7,0,4,3,24,5,50,16,72,27,55,3,37,33,292,38,232,44,645,203,662,18,408,88,2340,53,351,99,836,373,849,45,370,59,3029,59,334,110,727,430,653,33,286,45,2674,47,305,199,665,507,508,32,356,49,2666,83,441,250,717,624,512,44,449,55,3181,88,387,261,468,509,264,38,250,31,2288,72,433,219,321,474,145,26,151,36,1872,73,560,150,149,492,80,18,72,27,1616
LGA24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,0,0,6,8,3,31,0,27,0,79,0,20,17,155,40,601,14,328,9,1183,14,27,24,139,25,433,23,170,8,859,4,7,31,61,21,162,18,68,3,373,3,3,85,59,30,98,26,38,9,361,17,12,127,44,23,87,36,57,10,412,17,8,123,34,21,50,29,34,6,312,14,10,62,29,16,24,22,34,3,213,3,10,37,17,8,8,22,15,0,121
LGA24780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12,0,0,4,0,0,13,0,10,0,37,6,9,9,57,13,315,4,135,17,571,0,8,8,27,3,146,5,65,0,267,0,3,9,16,10,42,0,21,0,107,0,0,31,15,4,17,3,10,0,94,7,8,50,22,9,14,4,13,0,129,0,0,48,18,10,9,5,10,0,107,3,4,34,26,11,0,0,5,0,84,4,9,18,6,0,4,0,3,0,50
LGA24850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,14,0,28,0,4,15,50,13,201,4,165,4,452,5,3,11,34,10,129,0,67,7,267,0,3,10,22,3,31,0,19,0,90,5,0,14,21,3,26,0,12,3,92,6,5,29,29,10,14,0,7,0,99,3,6,25,22,0,12,0,8,0,75,5,12,16,21,4,6,0,9,3,71,4,0,10,14,0,0,7,7,0,34
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,5,0,0,0,0,4,0,0,3,20,6,3,12,45,3,142,3,94,3,314,0,3,7,18,4,65,4,38,0,141,0,0,10,12,0,14,0,14,0,59,0,0,19,12,0,5,0,5,0,42,0,6,40,8,0,7,0,7,0,70,0,0,24,22,0,5,0,9,0,65,0,5,14,10,0,0,0,3,0,36,0,7,5,3,0,0,0,9,0,17
LGA24970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,14,0,13,4,32,15,38,6,20,7,134,14,177,45,415,100,732,54,353,21,1905,21,193,50,411,139,565,62,254,22,1703,17,102,59,283,124,316,37,140,19,1094,25,91,90,217,148,215,44,135,11,970,25,122,189,189,152,199,50,147,14,1086,25,98,170,122,117,104,28,67,7,740,28,100,136,76,89,55,33,39,6,556,30,66,69,76,62,24,20,28,8,385
LGA25060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,5,25,3,11,5,74,5,51,18,258,35,668,19,263,11,1330,12,51,18,215,59,460,17,148,11,986,4,26,20,147,53,214,12,73,6,548,10,23,59,136,34,156,20,65,0,507,12,27,107,114,40,106,11,52,3,473,11,16,79,77,43,64,8,36,5,337,13,14,61,60,26,21,8,22,0,219,13,17,17,30,15,13,0,4,0,115
LGA25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,4,0,9,0,18,0,6,11,50,7,158,5,112,0,343,0,7,6,29,4,79,6,53,0,182,0,4,3,29,7,27,3,19,0,90,3,3,15,11,6,10,3,10,0,59,0,0,30,16,3,10,0,11,0,75,3,4,26,14,4,0,0,7,0,57,0,0,21,11,5,3,0,9,0,45,3,4,8,9,0,0,0,0,0,22
LGA25250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,0,20,0,17,4,58,3,47,14,162,30,392,17,182,10,847,12,45,19,186,53,263,21,121,13,726,7,33,28,135,45,170,15,65,4,502,4,30,60,108,37,127,25,78,4,476,15,27,110,135,46,106,23,63,6,531,7,26,75,101,29,48,6,41,9,349,11,11,47,65,26,21,14,28,8,234,7,18,26,24,4,3,0,8,0,98
LGA25340,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,0,0,15,0,4,0,19,3,28,0,23,3,83,11,35,39,488,33,836,36,529,22,2027,15,21,34,256,34,487,35,201,12,1085,11,11,21,190,22,181,24,80,8,544,7,11,79,153,25,150,12,58,6,498,11,16,223,195,37,122,13,64,4,681,17,13,184,150,19,56,4,51,6,508,25,11,152,114,19,21,6,16,4,363,13,6,90,49,8,8,0,14,3,191
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,0,0,28,0,80,3,68,8,187,0,0,6,14,0,40,0,20,3,84,0,0,0,13,0,8,0,9,0,24,0,0,10,3,0,8,0,9,0,25,0,5,11,7,0,5,0,4,0,25,0,7,14,3,3,0,0,0,0,29,0,0,8,0,0,0,0,4,0,22,0,0,4,0,0,0,0,0,0,5
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,4,10,3,0,7,31,3,45,0,56,3,147,0,0,0,13,0,15,0,22,0,49,0,0,0,5,0,0,0,5,0,14,3,0,6,5,5,7,0,5,0,33,3,0,18,12,0,0,0,0,0,33,3,0,3,5,0,0,0,6,0,27,5,0,5,0,0,0,0,7,0,20,0,5,0,4,0,0,0,0,0,9
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,6,3,49,3,21,0,36,0,119,0,0,0,12,0,11,0,17,0,41,0,0,3,14,0,0,0,3,0,26,0,0,14,6,0,0,0,5,0,33,0,0,14,5,0,4,0,3,0,29,0,0,6,14,3,0,0,3,0,30,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7
LGA25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,23,4,17,14,196,16,239,5,198,6,692,11,15,12,117,17,135,14,99,4,417,6,9,18,57,14,56,4,37,0,196,11,7,21,40,11,44,3,24,0,155,7,11,63,50,11,33,0,12,5,197,0,0,59,26,3,18,0,13,0,127,4,5,28,20,4,4,0,3,0,72,5,0,12,11,0,3,0,3,0,31
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,13,4,45,0,28,0,91,0,4,0,10,5,15,0,19,0,58,0,0,0,0,0,6,3,3,0,23,0,0,3,4,0,0,0,9,0,19,0,0,10,3,3,3,0,4,0,26,0,0,14,9,5,0,0,4,0,34,0,0,7,9,0,0,0,3,0,18,4,4,0,0,0,4,0,0,0,13
LGA25900,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,4,0,15,8,4,0,7,6,50,0,41,8,207,60,210,22,119,9,671,6,49,28,232,77,176,26,72,7,678,13,63,32,174,81,118,27,51,11,579,13,38,58,165,68,113,40,61,6,569,22,68,79,198,103,119,51,86,8,734,16,49,104,112,78,54,28,49,6,493,21,64,97,87,82,31,33,35,4,459,23,69,37,25,58,20,20,12,6,266
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,14,4,44,0,0,4,0,0,4,0,3,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,3,0,0,3,3,0,0,0,3,0,11,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,11,0,20,0,51,0,0,0,8,0,13,0,3,0,31,0,0,0,7,0,4,0,6,0,14,0,0,0,9,0,0,0,0,0,8,0,0,5,4,0,8,0,0,0,17,0,0,3,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,5,16,6,3,8,76,12,126,0,90,13,331,4,0,9,27,6,63,0,22,3,138,0,0,9,19,0,19,0,18,0,63,4,0,26,17,0,11,0,10,0,53,3,4,33,19,4,4,0,4,0,72,0,0,29,8,0,3,0,5,0,49,0,0,14,3,3,0,0,0,0,31,0,0,6,5,0,0,0,0,0,13
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,0,5,41,8,74,0,39,5,171,5,0,4,12,0,19,0,8,0,52,0,0,0,4,0,11,0,11,0,29,0,0,15,0,3,0,0,11,0,34,0,0,15,11,0,7,0,4,0,42,0,0,10,0,3,7,0,8,0,28,3,0,4,3,6,0,3,4,0,25,0,0,3,0,3,0,0,3,0,14
LGA26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,3,19,9,24,0,8,4,69,17,47,17,301,39,684,13,315,10,1447,12,62,27,337,87,602,13,160,17,1316,8,52,26,284,100,449,10,116,10,1050,20,33,50,275,88,413,15,117,8,1024,23,60,96,265,100,364,14,96,13,1021,29,42,87,175,68,197,13,68,8,691,20,33,85,75,41,83,3,35,11,383,16,42,26,43,28,37,0,10,0,213
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,6,14,5,39,0,26,4,89,5,0,0,6,5,9,0,14,0,43,0,0,8,7,0,0,0,0,0,24,0,0,0,5,0,3,0,0,0,18,0,0,10,7,0,0,0,4,0,27,0,0,5,5,0,0,0,0,0,16,0,0,9,3,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,8
