POW_LGA_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
LGA21270,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,43,49,33,35,33,3,10,3,212,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,21,6,10,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,8,0,12,3,4,0,0,0,0,0,18,0,3,14,5,0,0,0,3,0,20,4,3,6,3,7,0,0,0,0,23,0,0,0,0,8,3,0,0,0,10,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA21370,0,5,11,0,14,12,7,15,0,54,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,3,0,3,0,0,0,0,14,58,249,256,191,385,260,43,78,21,1552,0,3,0,0,0,0,0,0,0,15,38,203,9,0,0,0,0,0,9,265,14,105,18,0,0,0,0,0,0,146,8,61,27,3,0,0,0,0,3,97,7,49,39,5,3,0,0,3,0,110,7,47,69,18,15,0,3,0,3,168,15,35,47,45,73,18,3,5,3,243,8,9,30,33,80,37,3,7,0,209,0,6,5,4,43,39,5,9,0,119,0,5,9,0,18,22,3,5,0,72,3,0,4,0,9,8,4,10,0,43,0,0,0,0,4,9,4,9,0,31,4,0,0,0,6,10,4,3,0,31,0,0,5,0,0,0,0,4,3,9,3,0,0,0,3,3,0,3,0,15
LGA21450,3,9,10,10,30,43,20,23,0,149,0,3,0,5,6,6,0,5,0,32,0,4,4,9,6,3,5,5,5,33,0,3,6,0,8,6,0,4,4,28,110,712,627,338,778,514,117,141,37,3382,7,17,4,0,0,0,0,5,0,30,37,506,13,3,0,3,0,0,6,570,28,300,40,0,0,0,0,0,4,372,21,134,65,6,0,3,0,8,0,234,22,125,101,13,8,0,0,6,3,279,25,108,145,54,22,5,3,11,0,377,12,64,112,68,81,24,3,4,3,370,10,25,51,48,145,47,11,7,0,358,10,9,21,18,105,61,16,12,3,264,6,8,8,11,40,48,17,19,0,155,0,11,0,7,25,35,16,21,0,117,0,4,0,8,18,25,3,9,0,71,0,4,4,7,8,23,5,14,0,72,0,0,0,0,7,3,0,10,0,19,0,0,0,0,5,0,4,12,0,21
LGA21610,8,15,30,16,98,110,41,72,0,406,8,3,4,3,11,11,6,12,0,56,0,10,9,4,12,17,6,19,0,74,0,9,9,0,19,8,3,5,14,69,313,1550,1658,884,2240,1554,319,450,74,9041,24,49,10,3,4,3,0,3,0,98,144,1218,34,6,4,0,0,3,16,1418,133,1000,138,11,3,0,0,9,13,1308,82,600,216,24,8,9,0,4,12,957,79,434,330,43,24,3,3,3,4,931,77,323,475,130,80,31,6,9,14,1136,77,158,306,209,230,68,10,17,3,1078,42,95,149,153,433,152,21,39,11,1098,39,42,59,70,307,168,32,48,6,779,6,20,30,24,128,123,50,56,5,437,7,10,13,15,71,91,30,42,5,293,11,8,7,8,47,54,9,33,3,174,14,5,11,9,62,71,28,50,0,254,0,0,6,0,3,13,10,22,0,59,0,0,7,0,13,19,16,34,4,91
LGA21670,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,74,73,58,105,56,11,13,8,418,0,0,0,0,0,0,0,0,0,4,3,57,0,0,0,0,0,0,3,67,9,35,3,0,0,0,0,0,0,42,7,23,9,0,0,0,0,0,0,39,0,6,18,0,5,0,0,0,0,34,8,16,33,12,8,4,0,0,0,79,5,9,16,15,17,4,0,0,0,69,0,10,7,5,25,15,4,0,0,68,0,5,0,0,10,6,0,0,0,30,0,0,0,0,0,4,0,4,0,14,0,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5
LGA21750,0,3,5,3,11,6,9,8,0,38,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,5,0,12,0,3,0,0,0,0,0,0,6,7,49,180,147,114,188,143,28,45,5,908,0,4,0,0,0,0,0,0,0,9,16,115,0,0,0,0,0,0,0,132,4,66,15,0,0,0,0,0,0,83,10,47,12,7,0,0,0,0,0,80,0,38,18,7,0,0,0,0,0,68,6,28,40,12,6,3,0,3,5,110,9,18,27,21,24,13,0,5,3,120,3,11,12,18,37,17,0,0,6,100,5,5,9,5,27,18,0,0,0,71,0,0,0,0,5,9,5,6,0,30,5,0,0,0,0,9,4,0,0,21,3,5,3,4,0,4,0,5,0,21,0,0,0,0,4,5,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
LGA21830,0,0,0,0,8,4,3,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,4,0,12,24,88,94,66,104,86,14,23,4,501,0,0,0,0,0,0,0,0,0,0,9,64,0,0,0,0,0,0,0,77,0,42,5,0,0,0,0,0,0,54,3,12,8,0,5,0,0,0,0,29,0,16,11,6,0,0,0,0,0,37,0,9,30,11,0,0,0,0,0,53,5,5,13,14,16,6,0,5,0,63,0,3,0,9,31,13,0,6,0,53,0,0,0,3,3,9,5,3,0,35,5,0,0,0,5,6,3,3,0,18,0,3,0,0,0,4,0,6,0,17,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3
LGA21890,6,11,10,20,92,84,36,42,0,302,0,4,0,3,16,18,5,16,0,73,0,8,9,5,0,17,8,24,0,69,0,0,5,0,14,12,0,0,10,45,222,961,908,566,1744,1079,214,304,52,6050,12,14,0,0,0,4,0,3,0,37,95,478,16,0,0,0,3,4,3,594,76,430,54,0,3,5,0,0,8,573,54,325,98,9,0,10,0,3,5,509,42,225,164,24,8,6,0,9,0,479,51,184,243,69,27,14,5,3,8,604,36,106,162,112,109,58,9,10,8,607,38,40,73,79,213,95,21,16,8,583,19,33,58,40,177,128,15,32,3,505,9,12,10,24,100,87,17,24,4,290,3,7,5,7,63,67,24,19,3,202,6,0,8,0,35,40,15,24,0,132,11,4,6,12,36,62,16,42,0,177,5,0,4,0,8,8,10,10,0,43,0,9,4,0,3,10,6,22,0,58
LGA22110,0,0,0,6,12,17,6,10,0,56,0,0,0,0,5,3,4,0,0,15,0,0,0,0,0,0,0,3,0,6,0,5,3,4,4,0,0,0,0,19,106,376,350,264,427,282,46,73,30,1949,7,3,3,0,0,0,0,0,0,11,28,178,0,0,0,0,0,0,7,211,14,93,13,0,0,0,0,0,0,126,6,65,27,7,9,0,0,0,7,121,9,57,38,9,7,4,0,3,0,126,8,68,99,33,10,13,0,0,0,234,12,47,59,45,46,21,5,0,3,236,11,17,27,43,83,43,10,14,0,242,4,9,11,16,55,42,11,13,6,155,0,3,5,4,21,20,6,8,0,72,0,0,0,0,9,17,5,11,0,43,0,3,0,3,3,5,0,6,0,23,0,0,0,0,9,4,7,11,0,29,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,6,0,16
LGA22170,10,21,23,15,50,83,23,45,0,270,3,0,7,8,9,12,4,3,0,49,4,15,5,8,5,19,3,7,0,66,6,11,10,11,13,8,0,4,10,59,294,1058,1153,757,1564,1102,211,265,60,6464,7,30,0,0,0,0,0,5,0,51,85,589,13,4,0,0,0,0,3,700,60,500,74,4,0,3,0,3,3,651,47,263,100,11,9,9,0,0,7,452,36,220,152,35,18,8,0,5,6,477,57,210,272,76,44,15,5,3,9,684,49,89,157,121,123,41,7,8,4,594,24,52,77,77,224,102,6,24,10,603,15,27,37,40,162,106,25,26,4,451,13,16,17,12,80,83,26,21,0,271,3,9,9,11,51,62,26,19,3,187,3,7,0,9,32,36,12,18,0,111,4,7,5,11,19,42,18,34,0,147,0,0,0,3,3,6,0,16,0,33,0,0,7,3,7,9,5,9,0,36
LGA22250,0,3,0,0,0,5,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,68,83,54,73,69,16,15,0,390,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,26,0,13,8,0,0,0,0,0,0,25,4,13,0,0,0,0,0,0,0,20,0,6,12,4,0,0,0,3,0,24,3,16,23,3,0,4,0,0,0,47,0,8,9,3,12,3,0,0,3,44,0,5,0,6,15,5,0,0,0,38,0,0,4,5,11,9,4,9,0,28,0,0,0,0,4,3,0,0,0,10,0,0,0,0,4,4,4,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
LGA22310,5,23,22,11,58,86,16,48,0,263,0,3,5,6,7,20,10,11,0,52,0,14,6,10,12,19,5,17,0,83,0,9,4,7,9,3,0,0,4,31,176,998,869,465,1112,838,147,225,37,4874,4,22,4,0,0,6,4,3,0,44,49,390,10,0,0,0,0,0,0,453,16,276,39,0,5,0,0,0,0,339,11,159,52,6,0,3,3,0,0,236,22,117,99,16,4,4,0,0,5,270,20,94,146,38,23,12,4,9,3,336,11,52,113,49,48,25,4,5,0,308,8,32,50,41,98,48,7,13,0,311,3,14,28,15,87,72,19,19,0,262,9,15,17,7,61,55,14,22,0,199,0,10,8,16,28,54,22,26,0,152,0,0,9,3,29,53,10,17,3,125,3,15,15,8,28,50,23,41,3,187,0,0,4,3,12,11,7,18,0,60,3,5,10,9,7,15,10,36,0,102
LGA22410,4,0,5,0,5,9,0,4,0,26,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,32,110,140,69,156,129,29,36,8,722,0,0,0,0,0,0,0,0,0,4,6,106,0,0,0,0,0,0,0,118,0,56,6,0,0,0,0,0,0,66,3,23,6,3,0,0,0,3,0,37,4,27,18,4,3,4,0,0,0,59,0,20,37,8,5,0,0,3,0,74,5,9,24,19,29,15,0,5,0,98,4,4,11,9,21,13,7,0,0,71,0,0,3,0,12,11,0,0,0,39,0,0,0,0,8,4,5,0,0,20,0,0,0,0,6,3,0,3,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
LGA22490,0,0,4,3,10,9,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,5,13,125,63,48,84,80,12,17,8,442,0,0,0,0,0,0,0,0,0,3,0,42,4,0,0,0,0,0,3,51,0,30,4,0,0,0,0,0,0,38,3,20,4,4,0,0,0,0,0,30,0,13,6,0,0,0,0,0,4,18,0,6,16,4,0,0,0,0,0,27,0,4,6,4,3,0,0,4,0,26,0,0,3,0,16,6,0,0,0,28,0,0,0,0,4,7,0,3,0,20,0,0,0,5,4,8,0,3,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA22620,16,16,9,20,79,77,34,41,0,293,0,5,5,5,8,8,4,15,0,57,0,9,4,4,9,9,9,10,0,55,4,6,3,0,8,3,0,4,3,33,298,928,1059,710,1848,1059,226,295,43,6466,8,16,0,0,0,0,0,5,0,27,74,580,16,0,0,0,0,0,6,683,49,397,60,7,4,0,0,0,5,519,32,214,73,13,3,0,0,3,3,343,31,189,146,36,11,9,0,0,10,429,34,182,252,71,44,11,3,4,6,616,48,99,157,110,143,42,8,4,9,625,29,49,64,80,228,103,20,25,10,603,10,29,26,27,169,132,21,27,3,440,10,16,10,15,59,47,18,16,3,193,8,5,5,10,32,50,20,21,0,152,0,8,0,7,22,28,5,18,0,93,5,5,0,6,24,41,7,29,0,113,0,0,5,0,3,3,4,11,0,27,5,5,0,0,4,8,4,26,0,43
LGA22670,22,25,16,26,187,210,79,176,0,744,6,8,6,0,15,34,8,33,0,116,3,15,6,7,16,45,10,22,0,133,0,9,13,3,23,21,3,7,29,108,483,1551,1981,1192,5158,3528,821,1024,126,15855,9,39,14,0,4,4,0,3,4,73,55,487,10,0,3,3,0,0,11,571,51,443,68,5,0,3,0,3,8,588,35,297,114,21,8,3,0,3,9,489,24,240,192,17,18,10,4,8,9,521,41,172,280,86,45,22,3,9,9,672,42,102,206,132,188,80,17,16,14,805,33,67,127,135,398,175,35,33,17,1028,36,49,69,88,428,329,74,65,12,1138,23,17,27,28,254,269,72,81,8,769,16,20,9,15,196,226,42,71,0,605,5,6,12,9,101,136,34,44,3,346,7,6,10,9,110,211,66,117,0,529,3,0,0,3,21,35,19,23,0,103,0,3,5,3,9,22,10,42,0,102
LGA22750,27,23,31,44,266,254,81,110,6,857,0,11,5,5,24,41,9,17,0,109,3,21,13,11,15,32,15,41,0,153,0,10,13,8,21,8,7,3,17,92,663,2184,2250,1498,3804,2431,490,632,100,14041,18,29,8,0,3,4,0,6,6,79,210,1382,19,0,0,5,0,0,14,1633,124,927,101,7,0,0,0,5,15,1182,97,583,153,19,12,8,0,5,5,882,85,466,332,42,20,12,4,3,6,974,91,428,541,127,60,38,7,11,7,1309,74,204,344,258,240,74,16,13,15,1220,58,118,175,167,435,194,38,31,19,1239,39,49,78,77,360,236,49,47,7,938,26,23,37,40,166,176,52,69,0,598,22,18,13,18,98,117,31,57,0,381,9,4,10,7,58,74,23,36,0,230,9,10,6,13,52,111,31,68,0,299,0,3,3,3,12,26,3,24,0,70,3,9,5,11,11,21,8,49,0,134
LGA22830,5,15,3,9,35,40,22,21,0,155,0,5,5,0,4,4,5,3,0,29,0,7,3,6,3,4,0,8,0,36,0,0,3,0,5,11,0,0,3,28,143,508,544,359,1001,683,150,188,25,3605,5,10,5,0,0,0,0,0,0,23,50,354,6,0,0,0,0,0,3,424,28,214,25,4,0,0,0,0,0,275,9,100,32,7,0,0,0,0,10,166,17,84,60,9,5,8,0,0,3,184,23,92,146,44,20,10,0,7,3,344,18,57,83,77,113,21,4,4,8,384,13,26,39,42,142,72,13,13,4,365,9,18,14,15,98,66,17,14,0,248,5,14,7,6,33,48,20,14,0,131,4,0,6,0,14,27,6,14,0,79,5,3,3,0,17,12,9,12,0,58,0,0,0,4,8,21,11,17,0,58,0,0,0,0,0,4,0,0,0,13,0,8,6,0,3,3,0,9,0,26
LGA22910,0,3,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,24,115,96,69,94,64,4,18,7,491,0,5,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,39,5,22,3,0,0,6,0,0,0,41,6,25,6,0,0,0,0,0,3,41,7,17,13,0,3,0,0,0,0,38,6,30,26,6,5,6,0,0,0,67,6,13,18,17,20,3,4,0,0,76,3,5,4,3,20,10,0,0,0,49,0,4,0,4,3,8,5,0,0,27,0,0,0,0,5,4,0,3,0,13,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6
LGA22980,0,7,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,40,31,19,37,34,0,16,0,180,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,5,0,14,0,3,0,3,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,12,4,0,0,0,6,6,0,0,0,22,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA23110,9,13,11,13,68,82,41,53,7,294,0,0,4,5,9,17,3,15,0,53,4,3,7,0,3,27,7,12,0,59,0,5,5,3,9,4,0,0,0,25,132,553,561,317,1051,912,190,280,47,4042,7,10,3,0,5,0,0,0,0,30,47,269,4,3,0,0,0,0,6,330,29,248,32,4,0,0,0,0,4,318,19,140,50,14,0,0,3,0,5,234,11,90,79,11,3,4,0,0,5,207,33,62,111,28,28,10,3,6,0,285,18,60,85,57,47,23,4,6,3,300,11,23,39,41,111,70,10,14,5,315,16,12,25,15,101,62,10,10,3,248,5,6,12,10,53,47,12,15,0,154,8,5,7,13,32,61,11,13,0,144,6,3,0,4,21,34,4,15,0,82,3,3,4,3,22,51,8,27,0,127,0,5,3,0,8,10,7,11,0,38,3,0,0,3,6,13,5,16,0,47
LGA23190,0,4,4,0,9,9,0,8,0,40,0,3,0,0,0,0,0,5,0,9,0,0,5,0,6,0,0,0,0,10,0,0,0,0,0,3,0,0,3,5,48,163,173,141,294,194,45,43,7,1119,3,4,0,0,0,0,0,0,0,9,12,99,4,0,0,0,0,0,0,118,9,55,6,0,0,0,0,0,0,76,8,24,21,0,4,0,0,0,0,59,8,30,26,6,3,4,0,0,0,76,8,27,37,14,5,0,0,0,3,93,6,19,28,28,32,8,5,5,3,141,3,12,8,18,76,31,6,4,0,161,3,6,6,7,35,23,8,8,0,96,0,0,0,3,11,11,9,4,0,37,0,0,0,0,9,10,0,0,0,24,0,0,0,3,0,7,7,0,0,14,0,0,0,0,10,8,6,4,0,18,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,5,0,3
LGA23270,17,23,25,29,236,264,108,163,4,860,9,3,9,9,21,48,12,28,0,139,3,13,14,6,20,33,11,44,0,130,0,14,4,7,17,24,9,6,25,107,517,1547,1777,1069,4201,3187,690,1008,160,14149,21,46,7,3,4,0,6,0,4,86,124,760,28,0,3,0,0,0,7,927,81,715,85,18,0,5,0,5,12,919,59,398,148,21,16,9,0,3,7,660,59,297,261,24,13,7,0,6,12,681,75,229,364,109,59,13,6,3,15,870,78,155,294,168,207,67,15,14,7,1007,52,81,160,115,367,143,17,35,10,991,54,55,78,68,324,215,44,53,11,897,32,22,40,32,168,184,38,41,3,553,15,10,20,11,114,136,43,51,4,408,9,10,13,9,65,96,26,46,0,272,5,5,6,9,72,103,26,66,3,301,0,0,3,5,15,21,5,12,4,65,3,0,5,8,11,21,13,27,0,80
LGA23350,0,4,4,0,3,11,3,5,0,18,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,83,79,45,88,70,20,15,6,416,3,0,0,0,0,0,0,0,0,5,15,53,3,0,0,0,0,0,0,73,5,32,0,3,0,3,0,0,0,37,5,9,4,0,0,0,0,0,0,15,3,23,11,3,0,0,0,0,0,42,5,15,21,3,5,0,0,0,0,51,4,8,13,8,8,0,0,0,0,42,0,4,4,10,10,5,0,0,0,40,0,4,3,0,14,0,0,0,0,30,0,3,0,0,4,9,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23430,16,20,27,27,106,186,52,96,7,523,0,17,5,7,20,28,9,30,6,111,0,13,5,6,12,35,10,25,0,118,6,8,8,7,21,11,4,0,4,72,305,1461,1528,958,2768,2070,386,512,69,10059,17,31,6,0,5,0,0,7,3,76,124,800,18,0,4,0,0,0,3,957,88,707,75,7,0,8,0,0,5,892,74,393,130,14,10,4,0,0,0,617,77,305,211,25,14,11,0,5,5,662,71,272,327,95,35,27,6,6,6,846,50,147,251,139,144,42,11,9,14,804,58,81,139,121,356,142,14,26,7,945,30,56,76,67,332,231,49,41,0,883,29,26,38,28,203,190,41,43,7,602,13,21,23,20,121,166,53,47,6,464,10,4,7,12,58,86,26,33,0,238,4,15,13,7,97,134,56,84,0,402,0,3,7,4,17,19,9,26,0,96,3,5,8,8,11,42,16,43,0,138
LGA23670,13,13,18,22,123,156,40,95,0,482,0,3,9,6,12,31,16,15,0,92,0,12,10,5,17,29,6,29,0,110,3,11,13,9,8,14,0,0,11,66,322,1328,1481,940,2775,1934,401,494,73,9743,21,23,3,0,0,0,0,0,0,54,73,751,15,0,4,0,0,0,7,851,61,647,72,8,0,0,0,0,4,794,46,336,120,15,8,5,0,0,0,525,36,202,158,25,8,11,0,0,9,457,61,180,269,70,35,12,3,4,8,641,27,89,171,112,134,40,7,7,4,601,31,57,94,82,247,123,23,17,6,683,21,35,38,38,224,195,37,37,5,632,3,16,15,21,163,132,48,29,0,428,5,14,5,16,87,127,42,44,0,344,3,11,4,4,50,81,24,34,0,214,3,6,12,4,76,125,40,80,0,348,0,4,6,0,18,21,13,32,0,85,3,3,6,4,13,21,6,38,0,89
