POW_LGA_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
LGA24850,185,0,0,185,0,192,6,13,0,17,0,0,0,0,186,0,0,186,0,208,10,14,0,20,28,0,0,34,107,4,0,112,0,160,11,38,0,47,59,6,0,65,8,5,0,15,0,135,42,88,0,130,207,42,0,255,6,6,0,18,15,422,26,28,0,52,36,50,0,83,7,12,0,19,4,169,43,172,6,219,57,194,4,256,19,66,0,88,45,606,129,364,9,496,396,298,4,700,667,95,0,757,68,2028
LGA24900,144,0,0,144,3,155,0,22,0,25,0,0,0,0,130,0,0,130,3,162,3,20,0,25,14,0,0,16,55,0,0,55,0,93,8,43,0,43,26,3,0,25,0,6,0,3,0,80,27,76,5,105,51,21,0,80,0,5,0,12,7,201,15,42,0,57,23,34,0,54,7,5,0,13,6,128,33,158,3,194,24,112,0,142,7,53,5,65,55,457,85,363,8,457,141,174,3,313,439,71,4,511,81,1366
LGA24970,500,0,0,500,0,506,7,13,0,24,4,0,0,4,543,0,0,543,0,571,38,57,0,91,475,15,0,494,260,3,0,263,0,849,66,87,0,153,888,36,0,929,25,9,0,30,6,1114,419,479,5,903,3825,623,3,4454,147,103,0,256,20,5645,316,379,4,695,1232,693,3,1925,168,148,0,317,19,2967,391,1302,7,1701,953,1774,9,2733,238,605,10,851,150,5446,1250,2321,10,3582,7376,3141,14,10536,2156,869,9,3038,204,17362
LGA25060,415,0,0,415,0,427,11,7,0,16,5,0,0,5,458,0,0,459,4,484,14,35,0,52,294,12,0,310,234,6,0,238,0,600,40,47,0,85,487,26,0,513,5,5,0,11,0,610,207,225,0,431,1578,236,0,1812,63,48,0,113,10,2365,148,161,0,305,353,175,0,533,56,49,0,104,11,953,192,447,3,637,263,501,7,769,83,204,3,293,67,1767,614,924,8,1545,2975,952,7,3938,1561,315,3,1881,88,7454
LGA25150,127,0,0,127,0,132,8,16,0,19,0,3,0,3,119,0,0,117,0,142,8,12,0,25,44,4,0,44,78,0,0,78,0,147,10,15,0,32,52,0,0,52,0,0,0,4,0,86,26,70,0,98,164,35,0,195,7,6,0,16,0,315,13,32,0,45,48,24,0,64,18,0,0,15,5,130,34,101,0,137,40,119,0,162,14,44,0,60,33,391,104,255,3,362,338,186,0,524,458,52,0,515,40,1444
LGA25250,260,0,0,260,0,268,3,9,0,13,3,0,0,3,304,0,0,300,0,317,28,36,0,60,149,5,0,157,147,11,0,156,0,369,43,48,0,85,311,19,0,336,16,4,0,13,0,439,262,259,0,531,1474,262,3,1742,74,44,0,118,17,2409,197,194,0,390,554,257,0,813,70,85,0,156,10,1376,233,582,3,815,422,657,0,1078,110,263,5,373,86,2358,775,1121,7,1897,2913,1208,6,4130,1118,399,5,1526,121,7682
LGA25340,729,4,0,734,6,761,13,29,0,48,0,0,0,0,846,0,0,851,0,903,68,92,0,158,192,9,0,200,406,5,0,413,10,780,101,139,0,246,384,24,0,414,33,14,0,52,15,719,338,476,3,817,1330,245,8,1584,73,49,0,118,29,2554,145,220,0,368,238,180,0,419,51,57,0,106,19,915,215,694,4,915,254,638,4,894,56,289,9,351,186,2340,890,1669,10,2566,2397,1102,3,3505,2671,434,5,3102,259,9443
LGA25430,70,0,0,77,0,76,4,0,0,3,0,0,0,0,70,0,0,70,0,74,4,3,0,9,5,0,0,7,42,0,0,40,0,59,0,12,0,17,17,0,0,20,0,0,0,0,0,42,21,38,0,51,57,15,0,73,4,5,0,10,0,131,9,20,0,28,19,15,0,36,0,0,0,5,4,67,24,104,3,126,42,104,0,145,10,40,4,52,37,361,59,177,3,237,139,138,0,280,243,47,0,292,44,857
LGA25490,63,0,0,63,0,62,0,4,0,4,0,0,0,0,54,0,0,54,0,57,0,12,3,10,0,0,0,0,27,0,0,22,0,37,0,20,0,23,13,0,0,13,0,0,0,0,0,35,18,36,0,54,42,10,0,48,6,0,0,6,3,109,7,25,0,31,7,15,0,21,0,4,0,7,4,63,14,72,0,96,15,33,0,54,0,13,0,16,57,219,45,170,3,219,74,55,0,137,198,22,0,218,67,641
LGA25620,36,0,0,36,0,41,0,3,0,6,0,0,0,0,54,0,0,55,0,63,0,17,0,15,3,0,0,9,25,0,0,25,0,47,9,15,0,18,10,5,0,10,0,0,0,0,0,31,16,20,0,37,46,7,0,56,0,5,0,0,0,95,11,7,0,22,15,18,0,30,0,0,0,3,0,56,18,55,0,72,18,49,0,66,0,30,0,30,41,213,49,123,3,180,84,75,0,163,154,34,0,193,47,580
LGA25710,202,0,0,202,0,202,0,11,0,12,3,0,0,3,259,0,0,259,0,268,11,14,0,25,88,0,0,91,135,0,0,138,0,258,23,39,0,67,184,9,0,193,4,3,0,6,0,268,71,129,0,198,508,73,0,582,9,21,0,32,4,813,30,51,0,82,86,52,0,139,6,14,0,20,0,235,57,152,0,204,83,206,0,285,16,76,0,94,14,599,196,394,3,594,953,341,0,1289,767,115,3,881,24,2782
LGA25810,42,0,0,42,0,42,0,0,0,0,0,0,0,0,54,0,0,54,0,57,3,6,0,8,5,0,0,5,24,0,0,23,0,39,9,8,0,9,5,3,0,11,0,0,0,0,3,28,8,43,0,45,30,13,0,44,0,9,0,12,0,103,11,21,0,33,3,16,0,18,0,3,0,9,5,55,15,47,0,63,18,49,0,61,3,33,0,29,33,192,35,120,0,153,66,73,0,144,161,49,0,210,45,551
LGA25900,156,0,0,156,0,159,12,9,0,19,0,0,0,0,200,0,0,200,0,222,24,25,0,45,203,10,0,208,107,3,0,111,4,368,34,35,0,73,408,43,0,452,9,3,0,14,0,533,341,298,3,641,2079,479,0,2554,112,79,3,193,19,3419,298,347,3,648,764,525,0,1288,138,187,0,322,16,2275,329,887,4,1212,532,1202,7,1749,144,479,3,622,119,3708,1031,1599,12,2635,3987,2258,7,6253,960,745,11,1717,159,10779
LGA25990,10,0,0,10,0,11,0,0,0,0,0,0,0,0,20,0,0,20,0,18,0,0,0,4,0,0,0,0,7,0,0,7,0,13,0,7,0,6,3,0,0,0,0,0,0,0,0,6,0,3,0,7,17,3,0,19,0,0,0,0,0,22,0,0,0,3,3,0,0,5,0,6,0,6,0,16,0,24,0,24,6,23,0,34,0,9,0,9,16,81,6,36,0,51,28,38,0,60,51,13,0,61,17,186
LGA26080,15,0,0,15,0,18,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,8,0,0,8,3,0,0,3,0,8,6,4,0,5,16,0,0,22,0,0,0,0,0,24,4,9,0,15,43,5,0,39,0,0,0,0,0,58,0,4,0,5,10,0,0,13,0,0,0,0,0,21,0,14,0,20,4,33,0,36,0,4,0,4,8,63,5,33,0,46,78,32,0,117,56,8,0,64,14,234
LGA26170,142,0,0,142,0,147,8,15,0,23,0,0,0,0,113,0,0,113,0,141,5,21,0,31,9,4,0,14,80,0,0,82,5,130,6,21,0,27,33,3,0,34,0,4,0,10,0,68,14,72,0,93,96,16,0,108,4,9,0,10,4,217,18,41,0,57,11,25,0,40,0,3,0,5,5,99,17,126,0,140,40,127,0,167,5,31,0,41,45,393,61,299,3,362,185,175,0,359,449,47,0,492,63,1290
LGA26260,74,0,0,74,0,77,0,3,0,3,0,0,0,0,71,0,0,71,0,77,7,19,0,27,4,0,0,4,34,5,0,36,0,67,8,21,0,29,0,3,0,4,0,0,0,0,0,33,16,56,0,63,26,19,0,48,0,6,0,0,3,121,13,25,0,36,18,23,0,35,0,3,0,5,0,80,6,101,0,105,19,81,0,101,4,21,0,30,41,277,52,214,0,270,67,122,0,193,244,37,0,275,41,783
LGA26350,362,0,0,362,0,364,8,7,0,13,0,0,0,0,403,0,0,403,0,416,18,20,0,35,367,9,0,376,195,0,0,194,0,613,54,32,0,79,777,48,0,823,11,4,0,18,0,923,365,276,0,644,3550,561,0,4106,97,65,0,171,17,4946,297,284,0,578,783,484,6,1272,93,135,0,222,12,2087,280,690,3,974,476,903,4,1383,98,329,0,427,85,2874,1020,1307,3,2332,5950,1996,15,7965,1455,541,0,1992,121,12417
LGA26430,35,0,0,35,0,35,0,0,0,3,0,0,0,0,39,0,0,39,0,40,0,4,0,8,9,0,0,9,18,0,0,18,0,29,0,4,0,4,6,0,0,11,0,0,0,0,3,15,15,27,0,33,23,14,0,41,0,5,0,6,0,88,5,13,0,23,11,9,0,13,0,0,0,0,0,37,10,61,0,68,11,51,0,56,0,14,0,18,36,183,33,103,0,135,58,69,0,129,126,25,0,151,44,461
LGA26490,148,0,0,148,0,147,0,11,0,8,0,0,0,0,207,0,0,207,3,217,5,19,0,19,43,3,0,42,108,0,0,106,0,177,16,32,0,50,81,10,0,92,0,3,0,4,0,146,49,103,0,148,351,64,0,415,4,15,0,21,3,586,26,52,0,78,85,40,0,126,10,8,0,15,3,230,42,169,0,216,70,139,0,209,8,67,0,75,32,530,145,377,0,524,633,256,6,893,586,98,0,681,43,2145
LGA26610,94,0,0,94,0,94,0,9,0,5,0,0,0,0,76,0,0,76,4,84,4,14,0,19,0,0,0,0,52,0,0,52,4,79,7,19,0,30,15,9,0,18,0,0,0,0,0,53,27,69,0,93,59,22,0,78,3,9,0,9,9,193,9,30,0,46,20,32,0,43,13,5,0,21,0,114,24,148,0,168,17,94,0,117,27,36,0,59,51,398,73,288,0,362,107,151,0,260,311,58,0,365,66,1059
LGA26670,17,0,0,17,0,15,0,0,0,0,0,0,0,0,23,0,0,23,0,25,0,0,0,3,3,0,0,9,8,0,0,8,0,20,0,4,0,4,0,0,0,3,0,0,0,0,0,5,4,5,0,10,7,5,0,16,0,0,0,5,0,26,0,8,0,11,6,4,0,4,0,0,0,0,0,14,8,31,0,34,5,21,0,28,3,11,0,11,10,85,13,51,0,62,18,35,0,52,73,6,0,85,9,206
LGA26700,190,0,0,190,0,191,0,20,0,20,0,0,0,0,168,0,0,168,3,195,10,34,0,46,4,0,0,6,91,0,0,94,0,144,12,35,0,51,20,3,0,16,3,0,0,7,0,76,29,89,0,119,82,35,0,125,6,10,0,15,9,266,18,45,0,67,20,46,0,63,3,11,0,13,5,146,31,167,5,207,42,193,0,236,6,43,0,56,52,546,108,397,0,506,166,279,4,445,575,66,0,642,78,1675
LGA26730,234,0,0,233,0,242,11,8,0,18,0,0,0,0,260,0,0,262,0,282,8,44,0,55,17,0,0,17,139,0,0,139,0,208,22,71,0,98,45,3,0,48,9,3,0,11,0,154,52,137,4,196,178,55,0,228,11,25,0,30,8,458,30,92,0,122,47,68,0,116,3,6,0,5,4,253,83,249,3,330,58,251,0,309,16,58,0,71,53,768,213,607,9,825,338,377,0,715,829,91,0,920,78,2542
LGA26810,167,0,0,167,4,191,0,20,0,20,0,0,0,0,170,6,0,171,0,188,11,32,0,44,17,5,0,22,101,5,0,104,0,169,11,47,0,58,21,7,0,30,6,0,0,3,0,92,31,98,0,130,117,51,0,169,13,6,0,18,12,336,13,57,0,74,43,72,0,114,11,14,0,25,4,221,33,221,0,262,66,258,0,329,16,49,6,68,82,737,102,492,0,595,269,390,0,662,611,83,3,707,116,2080
LGA26890,10,0,0,5,0,5,0,5,0,5,0,0,0,0,10,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,6,9,0,0,9,0,0,0,0,0,15,0,3,0,3,0,5,0,10,0,0,0,0,4,20,0,11,0,9,7,9,0,14,0,5,0,5,5,32,3,26,0,31,12,19,0,28,24,3,0,30,8,103
LGA26980,498,0,0,498,0,502,10,15,0,28,3,0,0,3,585,0,0,585,0,623,28,32,0,58,349,17,0,368,332,0,0,335,0,761,53,61,0,113,700,39,5,741,12,4,0,11,0,868,240,330,0,576,2561,477,5,3043,75,62,3,144,17,3778,210,231,0,439,716,410,5,1128,83,96,0,176,16,1759,285,981,7,1271,654,1328,9,1984,126,436,9,564,87,3911,826,1652,5,2482,4980,2271,15,7270,2016,602,9,2627,124,12511
LGA27070,580,0,0,580,0,598,11,22,0,35,3,0,0,3,678,4,0,685,0,724,46,63,0,109,310,15,0,325,327,5,0,335,0,773,60,108,0,165,536,38,0,574,21,16,0,36,0,778,322,394,4,720,1866,307,4,2177,120,87,0,210,32,3138,195,238,0,440,528,252,5,788,108,79,0,188,15,1429,296,784,4,1084,473,780,0,1256,166,367,8,536,122,3001,949,1618,7,2575,3712,1390,16,5117,2423,557,6,2984,176,10872
LGA27170,208,0,0,208,5,222,4,31,0,36,0,0,0,0,214,0,0,218,0,259,36,69,0,113,19,0,0,16,95,0,0,98,0,230,48,69,0,122,25,0,0,27,20,0,0,19,6,170,173,219,0,390,170,58,0,228,26,10,0,33,8,661,100,105,0,200,62,82,0,146,11,16,0,32,11,378,96,339,0,437,74,356,3,432,26,77,4,100,45,1022,468,836,6,1311,349,494,0,848,752,105,4,861,83,3102
LGA27260,705,0,0,707,11,724,9,15,0,27,4,0,0,4,798,4,0,796,0,832,47,74,0,124,382,27,0,407,373,11,0,381,3,920,71,124,0,194,614,47,0,665,24,15,0,40,6,905,453,460,0,921,2100,367,9,2470,197,104,0,303,23,3729,357,368,0,727,638,344,0,985,231,157,0,391,29,2142,409,1084,4,1496,581,956,9,1548,245,516,10,768,161,3972,1356,2144,5,3505,4319,1739,17,6080,3045,808,13,3866,240,13706
LGA27350,262,0,0,262,4,266,3,8,0,10,0,0,0,0,289,0,0,289,0,296,17,30,0,56,212,10,0,222,147,4,0,153,0,428,57,44,0,101,468,38,0,513,19,3,0,23,5,643,344,334,0,681,2839,649,0,3487,93,87,0,180,19,4369,295,404,0,695,1064,854,3,1929,106,148,0,249,21,2890,415,954,8,1376,713,1889,10,2612,127,444,0,575,113,4677,1141,1769,8,2918,5307,3444,14,8766,1173,687,3,1866,162,13707
LGA27450,589,4,0,599,0,621,23,42,0,64,0,0,0,0,706,4,0,713,0,781,44,78,3,123,151,7,0,162,360,6,0,364,5,654,58,127,0,183,300,31,0,335,9,12,0,22,4,547,152,372,0,524,972,237,0,1209,25,52,0,78,5,1817,82,196,0,272,177,135,0,315,20,37,0,55,8,662,114,549,0,663,174,586,5,765,38,216,0,252,87,1771,476,1385,5,1865,1784,993,5,2782,2103,329,0,2439,112,7199
LGA27630,32,0,0,32,0,28,0,0,0,0,0,0,0,0,19,0,0,19,0,22,4,3,0,10,0,0,0,0,15,0,0,15,0,27,0,10,0,10,0,0,0,0,0,3,0,3,0,17,4,12,0,20,13,5,0,24,0,0,0,0,3,47,0,8,0,9,0,8,0,8,0,4,0,4,0,22,3,18,0,25,10,24,0,28,0,12,0,11,14,83,17,57,0,73,26,41,0,64,83,18,0,99,24,261
LGA29399,10,0,0,10,0,10,0,0,0,0,0,0,0,0,7,0,0,5,0,5,0,0,0,5,9,3,0,12,5,0,0,8,0,21,0,0,0,0,27,7,0,34,0,0,0,0,0,32,5,14,0,22,76,29,0,102,0,4,0,4,4,126,0,5,0,8,18,20,0,38,0,3,0,3,4,54,0,25,0,26,8,21,5,30,6,11,0,19,8,78,11,44,0,56,140,76,5,216,30,18,0,49,12,334
LGA29499,331,5,0,331,3,412,29,155,0,187,3,4,0,9,356,12,0,366,7,567,56,369,4,422,203,5,0,207,205,18,0,223,12,872,103,530,3,633,501,31,0,536,30,18,0,51,10,1230,639,1850,10,2498,2569,410,11,2980,139,161,4,309,56,5851,398,822,3,1221,802,381,4,1189,109,153,4,267,41,2723,636,2129,11,2774,742,1043,10,1800,190,602,8,801,419,5798,1866,5932,30,7832,4820,1877,22,6719,1594,966,18,2580,549,17692
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,5
